Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
794	0	-7159.238	-7429.343	270.1049	0.5141582	886751.7	0.000992137	0.00278467	0.000794177	0.00152067	0.00139825	0.000351474	0.00197893	0.000988378	0.00167064	0.000600554	0.000619108	0.00125184	0.00033318	0.000932087	0.00102427	0.00176841	0.000218116	0.0010096	0.00179106	0.00036558	0.00073471	0.000469423	0.00101319	0.000935024	0.000597633	0.00131624	0.00144354	0.00110988	0.000605235	0.000922929	0.00027236	0.0011921	0.00347139	0.000410814	0.0013561	0.00135278	0.000362326	0.00227256	0.00265475	0.000769983	0.000983947	0.000615517	0.00040938	0.000634214	0.000812063	0.000949437	0.00112955	0.000495656	0.00109485	0.000629767	0.000694502	0.000605405	0.0037544	0.00216572	0.000790929	-0.07512873	0.163556	0.224906	0.12199	0.123712	0.153981	0.211856	0.08382548	-7.142302	0.99865	0.999655	1.00034	1.00135	0.339963	0.158504	0.158727	0.342806	0.008696746	9.638718
795	1	-7144.307	-7433.807	289.5004	0.3861003	307531.6	0.000283234	0.000440522	0.00334425	0.000571534	0.000455943	0.000997573	0.000638067	0.000900097	0.000777819	0.000350931	0.000753814	0.000818189	0.000296938	0.000188839	0.000352284	0.000744816	0.00143278	0.000981538	0.000585376	0.000200544	0.000325031	0.000602034	0.0015165	0.000454609	0.000366149	0.000358923	0.000377094	0.000585061	0.000752075	0.000261039	0.000550207	0.000268439	0.000280798	0.000603445	0.000751581	0.000412701	0.000750979	0.0012459	0.000323413	0.00131471	0.000513813	0.000317852	0.00119775	0.00182007	0.00117365	0.000574052	0.000912433	0.00056438	0.000853777	0.00217843	0.000836785	0.00296966	0.000504877	0.000318463	0.0005733876	0.04224346	0.120717	0.204314	0.149987	0.104438	0.228769	0.191775	0.1118459	-7.463949	0.997709	0.999414	1.00058	1.00229	0.364545	0.144117	0.148726	0.342612	0.1540893	0.7258508
796	0	-7136.868	-7428.805	291.9369	0.3192537	217945.8	0.00107474	0.00381529	0.00116005	0.000562168	0.000955061	0.0015903	0.000857262	0.00104035	0.00155945	0.000606386	0.000420365	0.000439665	0.000469966	0.000428484	0.00229418	0.000930079	0.000738016	0.000755315	0.000246135	0.000700858	0.00100199	0.000557544	0.000351015	0.000704818	0.000867898	0.000599449	0.00108329	0.00118418	0.000410923	0.000424289	0.000531509	0.0007203	0.00105311	0.000645356	0.000494734	0.000437886	0.000348118	0.000617182	0.00208296	0.00136587	0.000708233	0.000546936	0.000197589	0.000624868	0.00126739	0.000906454	0.000838738	0.000646096	0.000474896	0.000324452	0.000807844	0.000313532	0.000484123	0.000955409	0.0007615536	-0.1672777	0.190997	0.16372	0.088803	0.183381	0.121773	0.251325	0.2070724	-7.18015	0.997279	0.999303	1.00069	1.00272	0.347303	0.156171	0.150751	0.345775	0.03979467	5.20352
797	1	-7175.921	-7435.871	259.9498	0.1006962	605784.5	0.00105637	0.00180363	0.00389569	0.000383157	0.00170792	0.00123988	0.000954297	0.0011022	0.000725261	0.0017706	0.000449207	0.000770276	0.00125693	0.000792429	0.000161687	0.000387203	0.000633351	0.00159855	0.00143372	0.0020245	0.00271015	0.0025833	0.000586326	0.000660941	0.00170413	0.000237472	0.000863171	0.000701934	0.000683391	0.00112974	0.00125601	0.000819481	0.00170936	0.001268	0.000594316	0.00115028	0.000642407	0.00096218	0.000369943	0.000735506	0.000460993	0.00122971	0.000883274	0.000842623	0.000716876	0.00145749	0.000834482	0.00226497	0.000843851	0.00164766	0.000806101	0.00486171	0.00274244	0.00143434	0.0009309193	-0.3896794	0.237108	0.242173	0.0847557	0.22726	0.0994203	0.109283	0.6005285	-6.979338	0.998367	0.999582	1.00042	1.00163	0.346348	0.151261	0.150029	0.352362	0.2108491	2.848143
798	0	-7157.433	-7441.203	283.7703	0.2904063	911557.7	0.000869864	0.00148705	0.000734411	0.00040695	0.000997935	0.00044091	0.000605548	0.00199138	0.0009821	0.000519402	0.000852212	0.00122769	0.000449432	0.000635115	0.000245084	0.00118649	0.000949291	0.000676404	0.00114502	0.00228424	0.000492774	0.00181549	0.00110495	0.000912945	0.00046334	0.000353502	0.000759894	0.000597106	0.000667479	0.00057761	0.00141769	0.000783074	0.00097131	0.000222212	0.00137454	0.000868558	0.000573196	0.00350579	0.00266801	0.00154519	0.000373231	0.00141912	0.000598198	0.000782603	0.000438979	0.00120487	0.00053086	0.00158072	0.000696795	0.000441809	0.000568699	0.000702148	0.000775371	0.00044291	0.0007377559	-0.2920195	0.252502	0.177142	0.076157	0.155319	0.168007	0.170873	0.3195707	-7.211898	0.998669	0.99966	1.00034	1.00133	0.355696	0.147474	0.151982	0.344849	0.02755111	11.59919
799	1	-7166.86	-7444.875	278.0155	0.4121164	132027.3	0.000986943	0.000864469	0.00161185	0.00228367	0.000279109	0.00129376	0.00129845	0.00146665	0.000770348	0.000906189	0.000790035	0.000856802	0.000647715	0.00158881	0.00122595	0.00108029	0.000354467	0.0016221	0.00162224	0.000957588	0.00123246	0.00110107	0.000981265	0.000943743	0.000433923	0.00220764	0.000787729	0.000772236	0.00134626	0.000873598	0.000473226	0.000929328	0.00111708	0.000520378	0.000774788	0.000278745	0.00111078	0.00200589	0.00117812	0.000562059	0.00212276	0.00121901	0.00096655	0.00146387	0.000483318	0.000370186	0.00099892	0.00100701	0.00076086	0.00309703	0.000428097	0.00152102	0.00204383	0.000730846	0.0009861456	-0.09644388	0.190845	0.187663	0.0613302	0.199613	0.150129	0.21042	0.1287733	-6.921707	0.996504	0.999104	1.00089	1.0035	0.348822	0.153161	0.153256	0.344761	0.03232941	3.983162
800	0	-7155.893	-7436.141	280.2476	0.1935699	461311.8	0.000729395	0.00253702	0.000170765	0.000707422	0.000332508	0.00258083	0.000324104	0.000724416	0.00072021	0.000863121	0.0011412	0.000443096	0.000333993	0.000226036	0.000610465	0.000909851	0.000499004	0.000919529	0.000290328	0.000340208	0.000719966	0.000321537	0.000372671	0.000588485	0.000722401	0.0022054	0.00047471	0.0010541	0.00103722	0.000897233	0.000427782	0.000383517	0.00149858	0.000970525	0.00106928	0.00114078	0.000460853	0.00288949	0.0013462	0.000327431	0.000392426	0.000820033	0.0024584	0.000909629	0.000695367	0.00118297	0.000360796	0.00052982	0.000125744	0.000361064	0.000757749	0.00054988	0.00135388	0.00126492	0.0007930688	0.04667976	0.197572	0.0872657	0.145303	0.172927	0.243429	0.153504	0.05373711	-7.139601	0.998129	0.999521	1.00048	1.00187	0.345134	0.148785	0.161277	0.344805	0.1004169	0.5351403
801	1	-7142.009	-7427.089	285.0802	0.2384237	480916.6	0.000919689	0.0006252	0.0041355	0.00125787	0.000713952	0.00182773	0.000436278	0.000459648	0.000577717	0.00168942	0.000866603	0.00140697	0.00061469	0.000415515	0.000142752	0.000480735	0.00050328	0.00101449	0.00112435	0.000585668	0.001678	0.000531334	0.000728842	0.000878902	0.0005638	0.000279757	0.000429915	0.000365095	0.000530836	0.000273902	0.00021488	0.000728264	0.000483796	0.000423291	0.000492754	0.000362348	0.000426662	0.000433652	0.000855517	0.000508474	0.000455105	0.000676365	0.000598814	0.000534956	0.000996034	0.00110113	0.00317877	0.00115068	0.00070471	0.000653481	0.000745464	0.00186421	0.00242092	0.000591069	0.0007431566	-0.008807284	0.204923	0.133955	0.13181	0.161899	0.179977	0.187436	0.1261447	-7.204604	0.998168	0.999531	1.00047	1.00183	0.36319	0.153056	0.149828	0.333926	0.1173374	1.075059
802	0	-7154.26	-7433.383	279.1227	0.4399181	256864.9	0.000824523	0.00414804	0.000175802	0.00086396	0.00121933	0.00136825	0.00186048	0.00107309	0.000784225	0.000404509	0.000403475	0.000776004	0.000727572	0.000555039	0.000586048	0.000975321	0.0019835	0.00131223	0.000536984	0.000542226	0.000469444	0.000850469	0.000418186	0.00171809	0.00035337	0.000874713	0.000287705	0.00058361	0.000688498	0.000100039	0.000317731	0.000548685	0.000369422	0.000520519	0.000802848	0.001364	0.000462759	0.00102796	0.00260925	0.00157355	0.0014639	0.000494584	0.000991921	0.000769424	0.00115408	0.000740261	0.000921162	0.000591208	0.00102083	0.000367218	0.00102398	0.00131546	0.00176883	0.000797132	0.0007161073	-0.2512433	0.318744	0.150757	0.0895986	0.138313	0.149271	0.153316	0.2517018	-7.241681	0.997493	0.999358	1.00064	1.00251	0.353263	0.152289	0.157361	0.337087	0.0004584771	548.9953
803	1	-7148.744	-7430.245	281.5013	0.2980301	433675	0.000787457	0.000938773	0.00245146	0.0011662	0.000207235	0.000727303	0.00070717	0.000914416	0.000387374	0.000890949	0.000561343	0.00033448	0.000243215	0.000601944	0.000593323	0.000389079	0.00026078	0.00181145	0.00132326	0.000263038	0.000967194	0.000583646	0.000125065	0.000689602	0.000328601	0.000823181	0.000960358	0.00130836	0.000938231	0.000428518	0.000221041	0.000911129	0.000514809	0.00172118	0.000341528	0.00167198	0.000779758	0.000840645	0.000324597	0.000768748	0.000284421	0.000547033	0.00061621	0.00134032	0.00191684	0.000311355	0.00112879	0.000543261	0.000374469	0.000205243	0.00134723	0.00280192	0.00196721	0.00122235	0.0006819607	0.008753629	0.0948841	0.150505	0.133411	0.291687	0.0764648	0.253047	0.0459749	-7.290539	0.99807	0.999506	1.00049	1.00193	0.358205	0.153217	0.144161	0.344417	0.05472853	0.8400536
804	0	-7157.366	-7432.929	275.5626	0.3014902	15837.23	0.000496234	0.00377039	0.000245603	0.00135167	0.00113071	0.0015184	0.000410555	0.00124895	0.00103132	0.00172056	0.000697233	0.000497726	0.000256045	0.000772347	0.000680607	0.0011543	0.000781701	0.00198606	0.000712689	0.00261999	0.00115399	0.000381024	0.000813601	0.00128341	0.000874536	0.000552219	0.00149724	0.00112441	0.000815535	0.00113574	0.00108777	0.000788356	0.00177933	0.00106424	0.00113708	0.00119623	0.000895104	0.00188496	0.00392875	0.00197323	0.000430711	0.000911015	0.000622359	0.000840936	0.000856823	0.00123509	0.000868261	0.000551746	0.00122858	0.00060573	0.000740998	0.000414904	0.00108471	0.00108601	0.001024329	-0.04421923	0.202539	0.167544	0.13148	0.126906	0.154907	0.216623	0.1089692	-6.883717	0.989918	0.997402	1.00256	1.01012	0.351329	0.150951	0.158835	0.338885	0.06474996	1.682923
805	1	-7161.44	-7431.224	269.7837	0.3748233	56179.52	0.000637698	0.00114804	0.00398522	0.00100032	0.00167239	0.00156834	0.00026296	0.000894825	0.00166269	0.00189355	0.000986155	0.00112567	0.000509559	0.000485221	0.00100296	0.000644737	0.00242869	0.000795068	0.00152902	0.000572221	0.000432492	0.00052754	0.00063509	0.000822286	0.00201526	0.000695908	0.000634612	0.000582185	0.000787107	0.00122806	0.00095175	0.000323401	0.00199838	0.0012247	0.000830414	0.000340362	0.000590247	0.000377263	0.000358061	0.000662544	0.000452124	0.000345826	0.000949295	0.00136035	0.00411127	0.000404177	0.00305418	0.00124715	0.000686734	0.00132448	0.00125169	0.002108	0.00128886	0.0015765	0.0008818554	-0.125825	0.14592	0.145828	0.0740021	0.234245	0.112638	0.287367	0.1988006	-7.033482	0.994642	0.998625	1.00136	1.00537	0.356952	0.155146	0.145432	0.342471	0.07297565	2.724205
806	0	-7148.281	-7434.464	286.1832	0.3891532	214255.1	0.000404714	0.00148065	0.00099636	0.000979122	0.000673496	0.00136454	0.000638973	0.000741373	0.0015718	0.000395971	0.000527894	0.00133325	0.00209308	0.000249796	0.00037155	0.00108636	0.000496454	0.000266198	0.00153545	0.00123251	0.000420933	0.000267055	0.000491675	0.000480484	0.000316024	0.000638708	0.00202567	0.000663884	0.000541179	0.00019671	0.000956204	0.000555287	0.000348378	0.000596435	0.000239192	0.000811634	0.000637179	0.00214306	0.00220102	0.000717867	0.000720069	0.000603118	0.000446883	0.000464749	0.000353559	0.00124854	0.000388346	0.000692465	0.00193319	0.00068381	0.00140886	0.000294854	0.00155791	0.000815398	0.0006353676	0.07805084	0.194619	0.186794	0.194736	0.115246	0.132507	0.176099	0.02019355	-7.361307	0.997255	0.999297	1.0007	1.00275	0.351959	0.152935	0.159119	0.335987	0.09824439	0.205544
807	1	-7147.672	-7431.328	283.6559	0.3741987	496601	0.00148496	0.000716574	0.00326943	0.000577266	0.000765084	0.000808737	0.000353312	0.000300048	0.000685712	0.00159276	0.000919855	0.000892725	0.000402316	0.000358652	0.000696995	0.000377315	0.00068347	0.00153188	0.00179952	0.000578705	0.00101195	0.000469443	0.00123827	0.00096932	0.000432855	0.0011718	0.00187291	0.000508199	0.000461336	0.000643438	0.00180545	0.000325923	0.00063354	0.000315809	0.000631555	0.000508382	0.00105308	0.000332411	0.00102375	0.000425924	0.000180646	0.000147256	0.000589047	0.000194888	0.000306685	0.00142825	0.000992119	0.000754001	0.000531139	0.00125369	0.000459021	0.000665928	0.0028063	0.000520815	0.0006483924	-0.09175168	0.190321	0.137713	0.0779434	0.222818	0.144176	0.227029	0.2105881	-7.341015	0.998197	0.999539	1.00046	1.0018	0.358835	0.150536	0.152123	0.338506	0.1188365	1.772084
808	0	-7152.232	-7439.249	287.0169	0.2555689	227990.4	0.000427427	0.00368115	0.000402482	0.000364719	0.000371228	0.000571386	0.000233982	0.00042813	0.00104964	0.00128796	0.000690839	0.000315803	0.00102072	0.000468023	0.000547363	0.00108341	0.000367349	0.000914193	0.00126995	0.000511496	0.00101141	0.000794212	0.000621017	0.000594959	0.00035793	0.000969516	0.000676728	0.000614791	0.00036756	0.00066847	0.000803301	0.000916766	0.000667582	0.000397605	0.000435545	0.000865144	0.00121968	0.00201	0.00335571	0.000518472	0.000729512	0.000341739	0.000424189	0.00178371	0.000684363	0.000805123	0.000769836	0.000262924	0.000895687	0.00217403	0.000562885	0.000682828	0.000310756	0.00105017	0.0006234247	-0.3285506	0.177731	0.170585	0.204367	0.159379	0.157859	0.130079	0.4674236	-7.380283	0.997339	0.999319	1.00068	1.00266	0.344724	0.156045	0.154826	0.344406	0.138873	3.365834
809	1	-7153.507	-7424.043	270.5366	0.4531464	938754	0.00149113	0.0010116	0.00510312	0.00143502	0.000691585	0.00150803	0.000358851	0.00111876	0.00350888	0.00202958	0.000754378	0.00100314	0.000539314	0.00247954	0.00079877	0.000534822	0.000458587	0.00119273	0.00149889	0.00144842	0.000560968	0.000494003	0.00119627	0.00120169	0.00173143	0.00153466	0.00130609	0.000471733	0.00130926	0.00120151	0.00135122	0.000826477	0.000273266	0.000604356	0.00190244	0.000764432	0.000693698	0.000636038	0.000556607	0.00125519	0.000394204	0.0011836	0.000741342	0.00101793	0.000887555	0.000812323	0.00147311	0.00178108	0.000560066	0.00123963	0.0011849	0.00142395	0.00198287	0.00258901	0.001013854	-0.219863	0.151722	0.135477	0.127382	0.20896	0.175773	0.200687	0.2297959	-6.893997	0.998688	0.999665	1.00033	1.00131	0.352242	0.152266	0.153457	0.342035	0.009932898	23.13483
810	0	-7130.684	-7431.654	300.9707	0.1675294	815807.9	0.000322463	0.00338422	0.000421003	0.000611802	0.000411109	0.000666375	0.000164865	0.000328603	0.000990385	0.000513643	0.00214957	0.000605566	0.000280532	0.000212936	0.000696314	0.00132005	0.000670961	0.000741727	0.000622395	0.000997872	0.000355663	0.000212435	0.000257822	0.000526739	0.000782652	0.000412457	0.000237215	0.000416933	0.000310828	0.000359017	0.000545058	0.000544535	0.000360007	0.000278181	0.000634571	0.00103388	0.000498165	0.00275433	0.000704327	0.000176351	0.000442584	0.000600176	0.000471719	0.000727021	0.0002942	0.000377368	0.000399441	0.000171475	0.000419239	0.000891374	0.000285011	0.000933209	0.00187686	0.000593227	0.0005269294	0.005459252	0.17735	0.0811622	0.165187	0.152645	0.151336	0.27232	0.007530794	-7.548444	0.998593	0.99964	1.00036	1.00141	0.348166	0.14503	0.156371	0.350433	0.01299005	0.5797358
811	1	-7150.581	-7433.508	282.9274	0.3980077	665868.7	0.000478854	0.000548838	0.00240115	0.000587458	0.000336658	0.000969316	0.000480885	0.000850675	0.000251702	0.000999298	0.000866779	0.00174926	0.000541643	0.000481153	0.00133551	0.000204429	0.000473906	0.000590855	0.00108657	0.000468144	0.000393262	0.000268453	0.000452814	0.000795965	0.00139659	0.000426297	0.00085573	0.000415469	0.000708191	0.000639988	0.000746137	0.000897422	0.000947277	0.00104409	0.0012338	0.000271203	0.000527489	0.00092495	0.00253293	0.00145138	0.00055753	0.000797509	0.00194676	0.000265385	0.000778441	0.000598762	0.00165425	0.00114433	0.000243061	0.00150257	0.000378092	0.000358068	0.00439096	0.000991123	0.0006907445	-0.06978079	0.181796	0.193911	0.0948554	0.210369	0.210615	0.108453	0.1254579	-7.277741	0.998443	0.999602	1.0004	1.00156	0.357079	0.151738	0.157041	0.334142	0.05567711	2.253312
812	0	-7153.414	-7439.716	286.3021	0.5233073	135955.9	0.000362829	0.00152242	0.00110562	0.000695373	0.00208875	0.000768944	0.000728667	0.000242117	0.000347424	0.000372011	0.000550489	0.000502018	0.000645286	0.000729825	0.00121228	0.000943409	0.000735409	0.00111514	0.000737238	0.000332613	0.000652825	0.000951017	0.000697187	0.000265708	0.00101729	0.000768876	0.000457809	0.000524645	0.000905434	0.000219694	0.000888085	0.000624859	0.00139682	0.000584097	0.000764598	0.00120138	0.000892019	0.00172704	0.00439054	0.000450807	0.000881519	0.00147167	0.000533766	0.00102606	0.000843177	0.000366243	0.000929003	0.000235175	0.00250665	0.000532148	0.0013587	0.000825555	0.000854341	0.000826401	0.0007715785	0.05369594	0.0973001	0.114014	0.158965	0.194078	0.19375	0.241893	0.06199682	-7.167072	0.996555	0.999117	1.00088	1.00345	0.351896	0.150616	0.160038	0.33745	0.1156928	0.5358747
813	1	-7144.272	-7438.007	293.7355	0.7432189	942408.4	0.000843621	0.000667197	0.0027771	0.000855714	0.00230667	0.000394168	0.000581013	0.000831643	0.000715427	0.000433754	0.00149728	0.000920018	0.00044291	0.000508924	0.00151462	0.000485805	0.000360955	0.000842745	0.000744928	0.000752393	0.000716628	0.000571554	0.000883353	0.00058891	0.000269383	0.000446923	0.00108239	0.000771304	0.000968476	0.000847581	0.000748004	0.000254992	0.000291033	0.000487544	0.000580886	0.00159174	0.000616637	0.000647977	0.000445696	0.000796056	0.000484084	0.00144127	0.000774726	0.000584645	0.000773641	0.00118599	0.000560339	0.000652312	0.000546739	0.00131122	0.000667567	0.00126988	0.00248121	0.000798072	0.000656591	-0.001136943	0.183945	0.129487	0.0733695	0.245163	0.0821329	0.285903	0.05114719	-7.328449	0.998691	0.999665	1.00033	1.00131	0.357635	0.15231	0.151946	0.33811	0.05001024	1.022734
814	0	-7152.907	-7436.428	283.5211	0.4112085	713957.6	0.00101704	0.00247878	0.000993598	0.000852543	0.000798008	0.000588818	0.000753142	0.00200117	0.00135343	0.000621123	0.00063547	0.000484383	0.00155329	0.000563811	0.0012951	0.000558665	0.000532897	0.000710166	0.00208422	0.000338443	0.000496565	0.000521765	0.000217155	0.00052613	0.000643025	0.000397345	0.000778913	0.000482237	0.0004103	0.000945479	0.000677252	0.000707103	0.00210739	0.00108592	0.000428624	0.00104786	0.000535351	0.00260281	0.00110283	0.000650881	0.000169801	0.000813584	0.000773288	0.00107538	0.000420658	0.00104931	0.00110587	0.00165112	0.000608395	0.000593772	0.00137031	0.00202177	0.000391191	0.000773298	0.0008064298	-0.6024597	0.178675	0.141894	0.0861838	0.200511	0.193272	0.199464	0.6069792	-7.122894	0.998496	0.999615	1.00038	1.0015	0.352846	0.153398	0.16047	0.333286	0.004519526	134.3015
815	1	-7153.728	-7440.07	286.3418	0.9773973	42322.3	0.00107289	0.000725777	0.00285908	0.000719894	0.000573433	0.00115329	0.000814464	0.00120023	0.00033717	0.000741804	0.000799621	0.000198739	0.00101858	0.000535384	0.000987677	0.000661064	0.000671136	0.00107201	0.000361612	0.000433973	0.000355135	0.000546845	0.00123828	0.000704327	0.000424979	0.00069426	0.000970717	0.00155543	0.00155902	0.000660107	0.000507903	0.000395396	0.00110093	0.00100042	0.00056984	0.00045485	0.00101994	0.000306537	0.000781641	0.00117863	0.000441044	0.000427609	0.00094978	0.000532775	0.000649093	0.000462323	0.00286082	0.00063763	0.000868991	0.00282663	0.0014708	0.000913368	0.00228893	0.000487629	0.0006546215	-0.06701629	0.250185	0.155352	0.0997901	0.0784155	0.136666	0.279591	0.08837091	-7.331453	0.993828	0.998415	1.00157	1.00619	0.368309	0.142297	0.155765	0.333629	0.02135462	4.138256
816	0	-7152.813	-7437.72	284.907	0.2147159	558689.6	0.00151624	0.00260097	0.000299632	0.000744706	0.000713017	0.000475895	0.000180716	0.000425444	0.000919757	0.000627184	0.000410402	0.000285184	0.000532529	0.000789508	0.000337494	0.000650841	0.000400398	0.000828218	0.000814828	0.00023549	0.000189381	0.00101415	0.000449581	0.000697772	0.000672227	0.000545099	0.0013996	0.000835031	0.000556769	0.000450758	0.000759458	0.00080726	0.00150114	0.00131505	0.00160502	0.000617532	0.000533637	0.00203163	0.00239204	0.000656642	0.00120926	0.000443332	0.000690438	0.000451467	0.000320752	0.000147511	0.00115082	0.00149576	0.000833793	0.00136829	0.00078916	0.00306915	0.000850898	0.000271754	0.0006890606	0.004345001	0.121359	0.0859112	0.117788	0.20109	0.201244	0.272608	0.007736575	-7.280181	0.9983	0.999565	1.00043	1.0017	0.353176	0.15747	0.15267	0.336684	0.01208158	0.6403614
817	1	-7134.313	-7445.114	310.8008	0.3972631	792563.5	0.000540086	0.000629484	0.00175549	0.000495988	0.000501306	0.000526252	0.000355356	0.00112215	0.00035447	0.000972438	0.000341065	0.000353758	0.000490944	0.000461753	0.00026486	0.000238065	0.000175033	0.000494316	0.000387928	0.000370339	0.000926822	0.000261743	0.000259213	0.000439652	0.000297291	0.00061476	0.000567432	0.00126976	0.000726063	0.000239608	0.0003065	0.000537059	0.000928076	0.000844695	0.000447452	0.000589656	0.000198497	0.000338903	0.000369994	0.000285991	0.000779037	0.00083226	0.00118481	0.000719678	0.001038	0.00018675	0.000181575	0.000367207	0.000256023	0.000734272	0.000911641	0.00037318	0.00134131	0.000702181	0.0005480867	0.04177112	0.157885	0.267805	0.0853733	0.123592	0.193497	0.171847	0.05118334	-7.509077	0.998573	0.999635	1.00036	1.00143	0.360427	0.146529	0.152651	0.340393	0.09295446	0.5506281
818	0	-7144.282	-7442.224	297.9414	0.6533154	95545.95	0.000358858	0.00277712	0.000695404	0.000800457	0.00182743	0.0002303	0.000659106	0.000891484	0.000264713	0.000892935	0.000694451	0.000217949	0.000959481	0.000452689	0.000565326	0.000530373	0.00101289	0.00119577	0.000924881	0.000340426	0.000242645	0.000952349	0.000972061	0.000253223	0.000399311	0.000422625	0.000289717	0.000452939	0.000719227	0.000427743	0.000537573	0.000479697	0.000254667	0.000606272	0.000264499	0.000819893	0.000527253	0.00242027	0.000825252	0.00160119	0.000498509	0.00086804	0.000446708	0.000906976	0.000421186	0.000305841	0.00103155	0.000476312	0.000775365	0.000373861	0.00080218	0.00100544	0.000627323	0.000383213	0.0006155851	-0.2341786	0.196015	0.125566	0.133943	0.189636	0.172345	0.182494	0.2597154	-7.392937	0.995891	0.998947	1.00105	1.00412	0.361632	0.149369	0.151594	0.337405	0.02553682	10.17023
819	1	-7159.262	-7437.866	278.6039	0.4462004	116905.1	0.00119717	0.000763024	0.00331715	9.60474e-05	0.000396321	0.000966078	0.000657014	0.000516865	0.000144621	0.000451744	0.000104678	0.000457042	0.000360884	0.000376334	0.000247067	0.000682072	0.000296166	0.000387425	0.000570372	0.000333368	0.00231353	0.000822953	0.000552335	0.00127726	0.000702831	0.000687205	0.000537546	0.000498706	0.000689946	0.00146019	0.000908458	0.000474682	0.000323342	0.000615222	0.000190815	0.00218552	0.00102218	0.000315539	0.000726138	0.00103541	0.000622687	0.000364724	0.000775497	0.000831366	0.000353569	0.000534952	0.000211697	0.00108254	0.000943057	0.000989935	0.00103588	0.000768711	0.00564591	0.000181087	0.0006546435	-0.02948984	0.207656	0.169069	0.0665946	0.109739	0.234332	0.21261	0.1007578	-7.33142	0.996285	0.999048	1.00095	1.00372	0.365372	0.149329	0.152316	0.332983	0.071268	1.413788
820	0	-7144.977	-7437.667	292.6899	0.740818	64148.49	0.000769461	0.0022625	0.00121331	0.000477794	0.000489059	0.00027731	0.000320066	0.000783642	0.00112691	0.00138241	0.000604809	0.00040893	0.000758233	0.000627169	0.00123559	0.000586139	0.000407411	0.000686656	0.000358224	0.000442063	0.000542164	0.000285671	0.000563749	0.000101222	0.000836597	0.000515079	0.000881724	0.000866412	0.0013486	0.000464496	0.000726341	0.000295618	0.000446213	0.000445342	0.000491698	0.000748616	0.000788739	0.00146027	0.00383369	0.000379889	0.000947203	0.000328925	0.000215227	0.00199822	0.000822873	0.000399723	0.0002054	0.000474164	0.000336626	0.000523732	0.000713139	0.000505248	0.00122522	0.000226849	0.0005653406	0.1096981	0.0727379	0.210172	0.109268	0.340228	0.0979739	0.16962	0.01875204	-7.478082	0.994986	0.998714	1.00128	1.00502	0.351616	0.149748	0.148135	0.3505	0.1284501	0.1459869
821	1	-7148.27	-7432.752	284.4825	0.2596415	360054.1	0.000482085	0.000640422	0.00394634	0.000876343	0.000583206	0.000486291	0.000628632	0.00065693	0.000767835	0.000658948	0.000908191	0.000506162	0.000178586	0.000836119	0.00338335	0.000461856	0.000970128	0.000875377	0.00110478	0.00104345	0.000615184	0.000523952	0.000532683	0.000877715	0.000976065	0.000346732	0.000565737	0.00085076	0.000592038	0.000883538	0.000715624	0.000446191	0.000368179	0.000490984	0.000804996	0.00045051	0.000988589	0.000986854	0.000346497	0.00102624	0.000487625	0.000356436	0.0021907	0.00128867	0.000767214	0.00106435	0.00202646	0.000442335	0.000769565	0.00138537	0.000252836	0.000544073	0.00460535	0.000587708	0.0007982605	-0.1350849	0.164519	0.131135	0.11048	0.254033	0.132452	0.207381	0.1616762	-7.133076	0.997882	0.999458	1.00054	1.00212	0.353527	0.146416	0.160559	0.339497	0.02659129	6.080044
