Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3053	1	-7163.426	-7433.354	269.9277	0.6055166	186858.4	0.000437137	0.00195575	0.00667742	0.00125268	0.00217237	0.000558972	0.000462099	0.000526798	0.000815659	0.000526182	0.00147692	0.00203323	0.000413039	0.00121979	0.00127948	0.000831401	0.000507748	0.00177157	0.00108438	0.000578204	0.0010966	0.00096672	0.000627682	0.00155989	0.00113464	0.000417404	0.00217671	0.000986326	0.00271377	0.00171496	0.000963762	0.000581189	0.000477133	0.000948661	0.000641384	0.00104231	0.00126023	0.00157561	0.000539411	0.00103292	0.000827745	0.00122696	0.000580906	0.000439458	0.000701797	0.00166082	0.000283361	0.00107034	0.0025671	0.000980581	0.000689334	0.000780037	0.00347271	0.0007593	0.0009024534	-0.1197704	0.181556	0.195352	0.104364	0.0981903	0.146918	0.27362	0.1334361	-7.010393	0.997061	0.999247	1.00075	1.00294	0.342155	0.150201	0.155209	0.352435	0.01366567	9.764326
3054	0	-7154.673	-7431.382	276.7096	0.4213418	634520.6	0.000546375	0.00209733	0.000462532	0.000986535	0.000799375	0.00112209	0.000951433	0.000887371	0.00105252	0.000494279	0.000352493	0.000948557	0.000397782	0.000595593	0.000615333	0.00142169	0.00106047	0.000445675	0.00132432	0.000492369	0.000357531	0.000883663	0.00098175	0.000474113	0.000555575	0.000390304	0.000439253	0.00083196	0.000390647	0.000569716	0.00137319	0.000852346	0.000695411	0.000490913	0.00241933	0.000726582	0.000539445	0.00514583	0.00103879	0.00109662	0.00143189	0.000388839	0.000400912	0.00174243	0.00386989	0.000876912	0.00185968	0.00173892	0.00064145	0.00147422	0.00241406	0.000665159	0.000955422	0.00167493	0.0008270788	0.054829	0.255722	0.17646	0.1167	0.206821	0.123543	0.120754	0.0192608	-7.097611	0.998405	0.999592	1.00041	1.0016	0.363068	0.147378	0.148941	0.340613	0.07408979	0.2599656
3055	1	-7170.848	-7432.636	261.788	0.311895	328922.8	0.000694387	0.000475751	0.002669	0.000559548	0.000741881	0.00192451	0.000252116	0.00130691	0.000501161	0.000674497	0.00221942	0.000949807	0.000755073	0.000729629	0.00277524	0.000604626	0.000916818	0.00188741	0.000528974	0.00057278	0.000301344	0.000615624	0.000851942	0.00041972	0.000490784	0.00396949	0.00110355	0.000933437	0.00108798	0.00197777	0.000436801	0.0021372	0.000679229	0.00144611	0.00131861	0.00152992	0.00190265	0.00148041	0.000858994	0.0019393	0.000760909	0.00150757	0.000690133	0.0020982	0.00216304	0.00158982	0.000572687	0.000767084	0.00138933	0.00115244	0.00108452	0.00209158	0.00510054	0.000969572	0.001269725	-0.06725383	0.286349	0.19273	0.109612	0.103128	0.189771	0.11841	0.07853687	-6.668955	0.997785	0.999433	1.00057	1.00222	0.34262	0.150405	0.15542	0.351555	0.01128304	6.960612
3056	0	-7159.93	-7436	276.0699	0.1928747	623159.2	0.000641896	0.00374758	0.000703163	0.000990629	0.00060415	0.000541749	0.000655816	0.000518568	0.000636494	0.000664685	0.000527483	0.00075683	0.000641886	0.00132037	0.00112967	0.00186006	0.000534787	0.000632689	0.000599934	0.00168476	0.000455393	0.00104213	0.00050861	0.00164461	0.00130864	0.000517003	0.000145706	0.00124153	0.00107923	0.000297438	0.000992421	0.000364626	0.000464134	0.00105169	0.0014322	0.000810443	0.00201905	0.00289482	0.000317173	0.000904776	0.000226219	0.000564782	0.0018483	0.000319115	0.00171426	0.00135803	0.00169435	0.000830251	0.00121626	0.00087888	0.00134092	0.000893964	0.00073265	0.00172094	0.0008645966	-0.1130608	0.104808	0.0774366	0.0740954	0.363411	0.222984	0.157265	0.1994511	-7.053248	0.99839	0.999588	1.00041	1.00161	0.354884	0.151674	0.156781	0.336662	0.08639034	2.30872
3057	1	-7167.502	-7445.604	278.1016	0.2181338	553917.9	0.000290864	0.00089606	0.00185376	0.00117346	0.000739478	0.00113477	0.00181663	0.000925225	0.000444909	0.000312672	0.00116933	0.000288866	0.000565521	0.00228327	0.00107357	0.00148062	0.000726901	0.00153028	0.000611663	0.00116937	0.00131816	0.000757528	0.000336749	0.000207615	0.00107285	0.000751072	0.00081727	0.000229976	0.000948968	0.00097459	0.00102762	0.000265569	0.00157241	0.00184724	0.000608527	0.000787146	0.0007612	0.00238725	0.00079965	0.000791123	0.00132497	0.000347519	0.00103088	0.00083953	0.000532379	0.000533045	0.000774822	0.000795425	0.000592264	0.000877147	0.00178086	0.000456126	0.00289831	0.000727817	0.0008537141	-0.4870308	0.230132	0.186042	0.0770638	0.225021	0.151232	0.130509	0.5052113	-7.065914	0.998293	0.999563	1.00044	1.00171	0.361767	0.144518	0.145514	0.348201	0.01818046	27.78869
3058	0	-7149.566	-7427.97	278.4044	0.2111813	597428.6	0.00042395	0.00333076	0.000306653	0.000924401	0.000426463	0.000883855	0.00110845	0.000581358	0.00251068	0.000337555	0.00033459	0.000856234	0.000697443	0.000582495	0.000327428	0.0014202	0.000491305	0.000878728	0.00118243	0.000670265	0.00111305	0.00124857	0.000509269	0.000917111	0.000305087	0.000309712	0.000471875	0.001292	0.000305824	0.000681682	0.00104909	0.000439919	0.00102097	0.000358048	0.000984866	0.000710142	0.000992968	0.00285916	0.00184387	0.000668191	0.000821244	0.000392956	0.00028114	0.00100707	0.000394026	0.000890959	0.00371725	0.000682456	0.000581515	0.00147929	0.0014583	0.000938293	0.00184124	0.000497176	0.0008902327	-0.167263	0.0964009	0.126077	0.119427	0.25088	0.21644	0.190775	0.2057924	-7.024028	0.998356	0.999579	1.00042	1.00164	0.355089	0.151183	0.156871	0.336857	0.03852947	5.34117
3059	1	-7161.817	-7447.707	285.8901	0.15746	73370.48	0.00106708	0.00127114	0.0022236	0.00113796	0.000837344	0.00116823	0.000407722	0.000533709	0.00119682	0.000736	0.000401165	0.000256114	0.000577876	0.000740873	0.000696114	0.000315846	0.0010238	0.00136181	0.00161953	0.000327003	0.000444017	0.00189397	0.00180427	0.000617766	0.000343962	0.000502973	0.000383581	0.000749742	0.00062364	0.00123075	0.00132902	0.000537421	0.00034676	0.000627276	0.000589414	0.000712793	0.000423842	0.00137407	0.000793852	0.000417515	0.000667835	0.000672127	0.00069047	0.00099807	0.00142542	0.00119013	0.000353842	0.00278107	0.000572825	0.00260844	0.00156384	0.000343967	0.000608457	0.00108473	0.0007262754	0.06161069	0.247762	0.371828	0.0875897	0.0734629	0.111795	0.107562	0.005001038	-7.227581	0.995311	0.998798	1.00119	1.0047	0.344556	0.150962	0.146077	0.358405	0.06661173	0.07507743
3060	0	-7154.166	-7431.941	277.7748	0.3195309	477318.9	0.000661342	0.00338772	0.000608191	0.00129306	0.000706564	0.000910987	0.000596254	0.0010336	0.00144129	0.00123234	0.000676459	0.000566935	0.0009933	0.000457482	0.000390368	0.0010635	0.000815787	0.000373834	0.000488566	0.00114676	0.000955106	0.000411221	0.000377292	0.000731259	0.000626385	0.000288131	0.000978506	0.00201426	0.000825874	0.000840243	0.00113467	0.00063932	0.00068172	0.00182646	0.00175183	0.000202002	0.000408227	0.00273813	0.000434762	0.0018489	0.000772764	0.00118221	0.00080452	0.00075194	0.0016214	0.00103498	0.001367	0.00147443	0.00175232	0.000386091	0.00188026	0.000360763	0.000536561	0.000709286	0.0007675047	-0.4836585	0.113477	0.178498	0.107244	0.223702	0.143044	0.234035	0.5564813	-7.172366	0.998161	0.999529	1.00047	1.00184	0.349033	0.150954	0.152719	0.347294	0.07282278	7.641583
3061	1	-7151.571	-7437.67	286.0989	0.4820466	440056.2	0.00096027	0.00134129	0.00329852	0.000653368	0.00141908	0.0007335	0.000500866	0.0014821	0.000351583	0.000518431	0.000650482	0.000742619	0.000596606	0.000364594	0.00142287	0.000222632	0.000227188	0.000818361	0.000448892	0.000501746	0.000947974	0.000582985	0.000452223	0.00131465	0.000606496	0.0005633	0.00060351	0.000814981	0.00141832	0.000789186	0.000554217	0.000559435	0.000775227	0.000552517	0.000987054	0.000644149	0.000703778	0.00203433	0.000498979	0.000384855	0.00145687	0.000431686	0.00150514	0.000174762	0.000897945	0.000565702	0.000871411	0.000403817	0.000504558	0.00217555	0.00217451	0.000610891	0.00262308	0.000691715	0.0007815498	-0.002979855	0.180584	0.124665	0.0927185	0.333832	0.113062	0.155138	0.04131268	-7.154232	0.998085	0.99951	1.00049	1.00192	0.339802	0.151651	0.155088	0.353459	0.03833283	1.077736
3062	0	-7158.029	-7435.498	277.4692	0.5079578	542106.6	0.00170591	0.00225108	0.000418398	0.000294055	0.000193617	0.000562648	0.000687649	0.00090068	0.000888167	0.00109303	0.00327868	0.000715668	0.000974322	0.00088679	0.0016016	0.000516814	0.00115708	0.000704763	0.00103219	0.000350433	0.000542012	0.000820744	0.000656262	0.000935523	0.000335108	0.000132205	0.00104285	0.00171539	0.000774692	0.000570989	0.00145226	0.000909675	0.00114169	0.000194553	0.00172423	0.000782335	0.000456164	0.00083625	0.00143568	0.000547454	0.000368877	0.00043973	0.000314255	0.00139389	0.000780559	0.00127178	0.00237824	0.000533276	0.000634669	0.000525128	0.00178918	0.000526635	0.00166431	0.0014191	0.0008557945	-0.06067146	0.168101	0.184383	0.0761331	0.273656	0.133266	0.164461	0.08907464	-7.06348	0.998274	0.999559	1.00044	1.00173	0.360685	0.150816	0.158762	0.329737	0.02840319	3.136079
3063	1	-7162.534	-7435.561	273.027	0.1760712	272003.4	0.000824115	0.000256085	0.00195211	0.00114335	0.000486657	0.000634754	0.00132379	0.000778459	0.00160988	0.00126676	0.00232575	0.000561982	0.00232154	0.00049577	0.00214797	0.000612162	0.000237432	0.00173272	0.000978086	0.00119179	0.00215455	0.000334893	0.000310344	0.000374693	0.000458405	0.000973632	0.00199171	0.000818359	0.000220155	0.00125066	0.000945493	0.00122109	0.00108433	0.000609363	0.00106652	0.00149664	0.000681577	0.00215755	0.00127539	0.00226054	0.000313759	0.000679067	0.000603423	0.00134596	0.00173433	0.000646515	0.000589244	0.00105462	0.00054032	0.00107909	0.000932751	0.000611036	0.00284864	0.000687662	0.000914913	-0.02911992	0.196122	0.135392	0.0497181	0.20676	0.138036	0.273972	0.0348684	-6.996682	0.997564	0.999376	1.00062	1.00244	0.350781	0.153957	0.144861	0.350401	0.005748472	6.065681
3064	0	-7151.136	-7438.263	287.1276	0.1321691	682841.6	0.0013492	0.00350092	0.000696524	0.00108847	0.00060881	0.00116313	0.000670792	0.000472502	0.0011168	0.000993967	0.000900767	0.000589229	0.000583575	0.00034206	0.000304314	0.000900113	0.000354342	0.000952664	0.00104934	0.000348747	0.000698473	0.000627581	0.000914719	0.000712724	0.000583274	0.000442632	0.000458023	0.000579722	0.00184025	0.00248222	0.000179702	0.000584201	0.000822189	0.00109985	0.000327928	0.000757133	0.000615827	0.00335762	0.000681726	0.000693531	0.00115205	0.00163698	0.000391813	0.000664143	0.000537112	0.000447488	0.0015516	0.0014868	0.000372439	0.00110783	0.00130749	0.00066493	0.000371362	0.000786485	0.0007690094	-0.060352	0.155339	0.0849671	0.172023	0.185495	0.162033	0.240143	0.06919502	-7.170407	0.998462	0.999607	1.00039	1.00154	0.364235	0.149978	0.157881	0.327906	0.008843022	7.824816
3065	1	-7150.016	-7438.718	288.7023	0.393994	113826.6	0.000685398	0.000626213	0.00311994	0.00107879	0.00028097	0.00073869	0.000299899	0.00141449	0.000336312	0.000440888	0.000580018	0.00101325	0.00155891	0.000968665	0.000374232	0.00119512	0.000721593	0.000711066	0.00029565	0.000151465	0.00142506	0.000335957	0.000527153	0.000253533	0.000742628	0.000458192	0.000410606	0.000537705	0.000606839	0.000965229	0.00111064	0.000610224	0.00073877	0.000458582	0.00111589	0.0020007	0.000890283	0.000816939	0.000633635	0.00104917	0.000606593	0.000223815	0.000868079	0.000411097	0.00107173	0.00028493	0.00153043	0.000984093	0.000773917	0.000417895	0.000366471	8.25018e-05	0.000687889	0.000422414	0.0005690045	-0.1646894	0.18051	0.15193	0.0957299	0.257562	0.153569	0.1607	0.2405983	-7.471622	0.996235	0.999035	1.00096	1.00377	0.358788	0.154787	0.153517	0.332908	0.07590893	3.169565
3066	0	-7144.223	-7435.124	290.901	0.2874993	108499.9	0.000263893	0.00258883	0.000213455	0.000360656	0.00097554	0.000550032	0.00193119	0.00065983	0.000177732	0.000726347	0.000456523	0.000470948	0.000276994	0.000330986	0.000286471	0.000489041	0.00078034	0.000629731	0.000542919	0.000733481	0.000523187	0.000161316	0.000435334	0.000585197	0.000202254	0.000335871	9.3083e-05	0.00106254	0.000608176	0.000601791	0.000458995	0.000311351	0.00141832	0.000421354	0.000161021	0.000738576	0.000471212	0.00118917	0.000496281	0.00125828	0.000815602	0.00115111	0.00141589	0.000870258	0.000288742	0.000818231	0.0021051	0.000327537	0.00283361	0.000511907	0.00019028	0.000691274	0.000472005	0.000400213	0.0006098129	0.01535519	0.141973	0.290621	0.0812214	0.096506	0.12374	0.265938	0.00279643	-7.402358	0.996144	0.999012	1.00098	1.00386	0.349457	0.153857	0.150843	0.345843	0.01815162	0.1540596
3067	1	-7143.797	-7435.774	291.9768	0.7984545	867479.3	0.000752658	0.00136545	0.00334356	0.000193744	0.000606268	0.000924539	0.0005149	0.00111364	0.00063715	0.000640097	0.000620291	0.000735999	0.00021279	0.000482904	0.000801198	0.000725143	0.000570998	0.000432856	0.000389801	0.000588755	0.00050908	0.000665226	0.000969285	0.000632149	0.0011631	0.00114653	0.00102449	0.000536713	0.000448565	0.000634327	0.000215174	0.000282285	0.00168775	0.000247081	0.000575438	0.000707663	0.000637233	0.00101065	0.000300994	0.000494706	0.00162136	0.00086807	0.00108369	0.00111776	0.000697603	0.000494841	0.000658691	0.00101444	0.000306898	0.00155035	0.00034144	0.00062458	0.00271807	0.000561317	0.0006545492	0.09296567	0.21017	0.186614	0.0814781	0.169835	0.164799	0.187105	0.05557309	-7.331564	0.998636	0.999651	1.00035	1.00137	0.348164	0.153781	0.151185	0.346871	0.1485388	0.3741319
3068	0	-7150.798	-7434.745	283.9473	0.5412986	604506.9	0.000259606	0.00301968	0.000331096	0.00135624	0.00114758	0.000641023	0.000367723	0.000884371	0.000916686	0.000764422	0.00122841	0.000652094	0.000764802	0.000383532	0.00062751	0.000760137	0.000374061	0.000723821	0.00208364	0.000628154	0.00203021	0.000896079	0.00134591	0.00110306	0.000635411	0.00115421	0.000586597	0.000699263	0.000455391	0.000429894	0.00118012	0.00103261	0.00211231	0.000717197	0.000776071	0.00045651	0.000448114	0.00249753	0.000730992	0.000587837	0.000764483	0.00116683	0.00073978	0.000458855	0.00088578	0.000711426	0.00294425	0.000664838	0.00151196	0.000333871	0.000935105	0.000695619	0.000646083	0.0020826	0.0007821119	0.07800211	0.116618	0.322685	0.0833965	0.0841863	0.242032	0.151083	0.005219703	-7.153513	0.998366	0.999582	1.00042	1.00164	0.358988	0.142059	0.160078	0.338876	0.08322181	0.06272038
3069	1	-7140.694	-7441.558	300.864	0.4163482	373467.7	0.000261196	0.0005794	0.00304371	0.000464011	0.000778474	0.000366349	0.000211165	0.00077613	0.000431253	0.000296532	0.000297722	0.000651913	0.000192311	0.000238351	0.00029712	0.000371638	0.00047742	0.000949124	0.000989767	0.000287182	0.000981174	0.000355555	0.000428	0.000307333	0.000569385	0.000935471	0.000391093	0.000426015	0.00025596	0.00087057	8.11005e-05	0.000516668	0.000404514	0.000926111	0.000757605	0.000194979	0.000282439	0.000241456	0.000750847	0.00060116	0.000613231	0.000575352	0.00112279	0.0010769	0.000594962	0.000382056	0.000177003	0.000516899	0.00020975	0.00192991	0.00086937	0.000342287	0.0016886	0.000171777	0.0004568163	-0.1842511	0.0650702	0.190519	0.143973	0.126402	0.219078	0.254958	0.2728706	-7.691229	0.997921	0.999468	1.00053	1.00208	0.35744	0.152236	0.14591	0.344414	0.08861954	3.079125
3070	0	-7149.048	-7437.458	288.4102	0.3343368	671964.1	0.000269723	0.00191966	0.000563314	0.00140597	0.000487217	0.000487892	0.000414466	0.000340199	0.00123323	0.000218626	0.00124074	0.000594654	0.00106264	0.000273936	0.000480185	0.000616916	0.000659287	0.00198034	0.000848348	0.000379447	0.000414265	0.00060138	0.000858794	0.0026316	0.000367853	0.000570424	0.000649931	0.000782364	0.000944955	0.000573005	0.000712325	0.000515424	0.00122518	0.000902554	0.000609404	0.00053452	0.000942172	0.00214927	0.00105302	0.000923032	0.000836647	0.00157037	0.000621403	0.000481456	0.000492304	0.000604508	0.00253798	0.00040496	0.00140718	0.000766313	0.000561319	0.00046978	0.000692638	0.0012797	0.0006616485	0.1129789	0.126244	0.201413	0.0890842	0.119746	0.263109	0.200405	0.06979909	-7.320776	0.99845	0.999604	1.0004	1.00155	0.338451	0.157924	0.162181	0.341444	0.182778	0.3818791
3071	1	-7155.74	-7441.672	285.9328	0.8637855	685898	0.000426309	0.000552645	0.00240132	0.000421913	0.000576515	0.0014907	0.000284812	0.00127439	0.000226964	0.000155297	0.000364717	0.000226589	0.000770765	0.00031917	0.000522539	0.000346477	0.000887133	0.00174759	0.000493844	0.000470794	0.000585164	0.000288182	0.000300694	0.000281294	0.000238022	0.00047292	0.000289441	0.000264783	0.000265706	0.00171787	0.000570592	0.000496219	0.000225985	0.00027014	0.000660465	0.00162196	0.00145331	0.000232407	0.00102803	0.00172148	0.000855053	0.000429848	0.0010591	0.000392013	0.000810124	0.000477919	0.000696469	0.0013763	0.000177669	0.00469609	0.000588256	0.000594659	0.00143919	0.000404475	0.0005414439	-0.1184082	0.12781	0.122471	0.100966	0.121864	0.293628	0.233261	0.1764794	-7.521271	0.998466	0.999608	1.00039	1.00154	0.353269	0.149796	0.155974	0.340961	0.05807124	3.039015
3072	0	-7146.927	-7435.638	288.7116	0.3663288	296516.3	0.000293799	0.00529731	0.000322787	0.000523007	0.000368509	0.000329859	0.00122096	0.000581656	0.000660334	0.000753891	0.000469996	0.000453135	0.000439661	0.000371102	0.000536174	0.00101107	0.00100307	0.000287811	0.00122528	0.000422438	0.000209846	0.000528355	0.00028623	0.000194023	0.000571709	0.000464571	0.00060973	0.000628767	0.000681864	0.00101164	0.000303001	0.00031918	0.000615169	0.000327705	0.000454147	0.000390518	0.00055635	0.00155907	0.000761115	0.000804821	0.000369415	0.000406936	0.00105031	0.000484524	0.00217271	0.000598512	0.00218501	0.000397746	0.00146278	0.000808342	0.000540766	0.000684119	0.00120697	0.00267649	0.0005839762	0.001351049	0.168272	0.162736	0.118572	0.28045	0.108048	0.161922	0.2009573	-7.44565	0.997667	0.999403	1.0006	1.00234	0.342172	0.154738	0.158819	0.344271	0.2023083	0.9933218
3073	1	-7144.94	-7441.877	296.9365	0.674101	435895.6	0.000727223	0.00126827	0.00331221	0.000825004	0.000342456	0.000519921	0.000626574	0.000930242	0.000258518	0.000621473	0.000765332	0.000282299	0.000340238	0.000507211	0.0014244	0.000325301	0.000781612	0.0009347	0.000299484	0.000528792	0.00045754	0.000279812	0.000480755	0.00104134	0.000926806	0.000801837	0.00100188	0.000382528	0.000414449	0.000505972	0.00123071	0.000198292	0.000299142	0.000867221	0.000951447	0.00119026	0.00102081	0.00061991	0.00115508	0.00129329	0.000418976	0.000596343	0.000408881	0.00076222	0.000540331	0.000332027	0.000233657	0.000402926	0.000899769	0.00221048	0.00036787	0.000780397	0.000520146	0.000221651	0.0006736028	-0.008072651	0.116631	0.204096	0.0562356	0.245969	0.143835	0.233234	0.06161218	-7.30287	0.998075	0.999508	1.00049	1.00193	0.353186	0.154211	0.150394	0.34221	0.05353952	1.150779
3074	0	-7155.292	-7438.861	283.5695	0.7662956	609311.8	0.000542836	0.00269289	0.0015379	0.00034792	0.000180012	0.000399562	0.000394914	0.000253992	0.00139497	0.0010634	0.00221107	0.000625093	0.00101908	0.000333905	0.000745926	0.00170303	0.00134172	0.000935566	0.000421426	0.000329113	0.000614059	0.000741938	0.000336709	0.000359442	0.000543796	0.00102863	0.000763592	0.000323097	0.000235018	0.00106136	0.000505073	0.000505866	0.000483747	0.000888944	0.000755395	0.00158263	0.00020059	0.00176197	0.000344765	0.000428116	0.000964372	0.000402643	0.000757673	0.000290332	0.00155999	0.000691764	0.00430447	0.000202401	0.000489973	0.000540834	0.000665965	0.000268676	0.00125505	0.000272517	0.000569278	-0.0008401902	0.176493	0.194902	0.111697	0.146552	0.127634	0.242723	0.02848378	-7.471142	0.998372	0.999584	1.00042	1.00163	0.340275	0.146922	0.158966	0.353836	0.02764359	1.030394
3075	1	-7134.984	-7426.69	291.706	0.7480224	509479.9	0.000960675	0.00117398	0.00567304	0.000397273	0.000239109	0.000682298	0.000899391	0.000763272	0.000625615	0.00087506	0.000955703	0.000447877	0.000498015	0.000781283	0.000495128	0.00031207	0.00030436	0.00103793	0.000347672	0.000267783	0.000232186	0.000323805	0.000299988	0.000451716	0.000405046	0.000938967	0.000613902	0.0010076	0.000999098	0.00109768	0.000282084	0.00017373	0.000275504	0.000194897	0.000578953	0.000696703	0.000274477	0.000417297	0.000686606	0.00116928	0.000690065	0.000565581	0.00052691	0.000464521	0.000620693	0.000198109	0.000274037	0.000954463	0.000465626	0.00152007	0.00136317	0.000547465	0.00330797	0.000779628	0.0005739931	-0.107071	0.190065	0.212658	0.0982347	0.226617	0.128324	0.144101	0.1594539	-7.462893	0.99822	0.999545	1.00045	1.00178	0.349715	0.14989	0.15847	0.341925	0.05238289	3.044008
3076	0	-7143.3	-7448.698	305.3971	0.4987646	858942.8	0.000989527	0.00162568	0.000935982	0.000943754	0.00082283	0.000256316	0.000500424	0.000770459	0.000441463	0.00106919	0.000978676	0.000654307	0.000313244	0.000316842	0.000827027	0.000841824	0.000729536	0.000461989	0.000819407	0.000323383	0.000478976	0.00027233	0.000359106	0.000458944	0.0010254	0.000610809	0.000424831	0.000449451	0.00075126	0.00124137	0.000414687	0.00135101	0.000997313	0.000268055	0.00092768	0.000684701	0.000419815	0.00112137	0.000524197	0.000524317	0.000821028	0.000457707	0.000196773	0.000306175	0.000552849	0.000419977	0.00162705	0.000655923	0.000275247	0.000456425	0.000657363	0.000680169	0.000931927	0.000550247	0.0005319796	-0.05143803	0.207017	0.109988	0.127722	0.109669	0.132244	0.313359	0.08705605	-7.538905	0.998629	0.999649	1.00035	1.00137	0.351061	0.144743	0.151159	0.353037	0.03561803	2.444157
3077	1	-7161.951	-7439.611	277.66	0.4994789	810374.7	0.00110339	0.00122279	0.0029721	0.00116219	0.000575143	0.00084365	0.000716015	0.00105885	0.000901534	0.000310881	0.00108344	0.000455107	0.000688075	0.000330968	0.000457671	0.000536457	0.000664651	0.00401263	0.000426777	0.000476984	0.000654392	0.000618542	0.000413561	0.000869852	0.000554814	0.00140465	0.000615504	0.00057728	0.00168837	0.0015209	0.00033253	0.000987762	0.000478384	0.000913285	0.000189784	0.000601297	0.000613151	0.00203672	0.000431772	0.000404704	0.000470954	0.000625013	0.00100252	0.000494145	0.00100716	0.000839466	0.00361396	0.000460277	0.000262576	0.000916165	0.000417953	0.000939508	0.0030616	0.000456636	0.000648676	0.0004473529	0.104177	0.160434	0.082485	0.225891	0.230397	0.196616	0.2374171	-7.340577	0.998588	0.999639	1.00036	1.00141	0.362833	0.153018	0.150331	0.333818	0.2378644	0.9981193
3078	0	-7142.911	-7437.232	294.3213	0.2551577	93745.22	0.000792165	0.00108592	0.000715447	0.000542081	0.000350268	0.000239591	0.000186644	0.00089199	0.00056085	0.000858866	0.00126346	0.000973715	0.000245136	0.00114208	0.000469955	0.00167876	0.000199087	0.000424705	0.000706822	0.000781678	0.000174895	0.00068478	0.0005654	0.000316192	0.000455734	0.000408011	0.000658681	0.00123299	0.000862122	0.000408135	0.000581164	0.000373804	0.0013356	0.000251526	0.000216077	0.000512648	0.000156342	0.00285611	0.00115964	0.000574335	0.000286802	0.000287835	0.00037066	0.00163394	0.000306112	0.000430033	0.00157372	0.000576754	0.000546872	0.00104372	0.000669497	0.000659825	0.00115319	0.000450835	0.0005142367	-0.3069845	0.179797	0.175516	0.166685	0.189588	0.0887097	0.199704	0.3226298	-7.572827	0.995852	0.998937	1.00106	1.00415	0.352715	0.162891	0.15388	0.330514	0.01564535	20.62145
3079	1	-7151.121	-7442.538	291.4174	0.1969114	138109.8	0.000918208	0.000943983	0.0031305	0.00117552	0.000475652	0.000363952	0.000291057	0.000286635	0.000775203	0.000596504	0.000907758	0.00139829	0.00032265	0.000194245	0.000664545	0.000554072	0.000783192	0.000660336	0.00151019	0.000977576	0.000851709	0.000439421	0.000600093	0.000289306	0.000389234	0.000547106	0.000226391	0.00152207	0.000220738	0.00140704	0.000387792	0.000544216	0.000566732	0.000378312	0.000783382	0.000422809	0.000164044	0.000329577	0.000736489	0.000840998	0.00049248	0.00080753	0.00213562	0.00215671	0.000744103	0.000617422	0.000329851	0.000503238	0.0014555	0.00138387	0.000360905	0.00102387	0.000769658	0.000586324	0.0006150335	0.008210691	0.149078	0.111023	0.0792841	0.22699	0.309487	0.124139	0.0482358	-7.393834	0.996582	0.999124	1.00087	1.00342	0.350673	0.149212	0.164342	0.335773	0.05644649	0.8545403
3080	0	-7153.015	-7439.356	286.341	0.5178341	740188.5	0.000376704	0.00211192	0.000233277	0.000881269	0.000683947	0.000552439	0.000233144	6.81531e-05	0.000431181	0.000583446	0.000621454	0.000342794	0.000548944	0.00105483	0.000881916	0.00126172	0.000876119	0.00237596	0.00060189	0.000758228	0.00110168	0.00105275	0.00100998	0.000736706	0.000606868	0.000398616	0.000840603	0.000682168	0.000332027	0.000371624	0.000471418	0.000433396	0.000691545	0.000740644	0.000302373	0.000889397	0.00079821	0.00157917	0.000582856	0.000760907	0.000164018	0.000911433	0.000652604	0.00037282	0.000536493	0.000136023	0.00320479	0.000312507	0.00121436	0.000452304	0.000208865	0.000841178	0.00211141	0.00076903	0.0006264307	-0.04469669	0.179623	0.132061	0.166523	0.21317	0.148252	0.160371	0.05926257	-7.375472	0.998523	0.999622	1.00038	1.00148	0.349731	0.145981	0.153692	0.350596	0.01456588	4.068589
