Iteration	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3330	-7165.543	-7432.775	267.2321	0.4035228	950499.4	0.00136509	0.00121372	0.00283641	0.00214062	0.00145072	0.00161276	0.00109518	0.00128931	0.000793798	0.00177764	0.000301536	0.00101238	0.00091901	0.00063719	0.00145354	0.00130498	0.000530634	0.0016182	0.0015234	0.000575674	0.000360574	0.000666544	0.000451416	0.00151764	0.00120582	0.00115228	0.000571493	0.000665049	0.000970549	0.00150293	0.000300998	0.000658076	0.000382691	0.00118558	0.00170323	0.0024787	0.00154207	0.000813842	0.00219558	0.00152234	0.00101315	0.000716871	0.00181796	0.00253333	0.000972604	0.000666071	0.000737842	0.00141169	0.0014358	0.0022289	0.000279859	0.000656487	0.0028872	0.00261434	0.001038524	-0.04589198	0.142972	0.149843	0.136081	0.150226	0.17961	0.241267	0.09263669	-6.869954	0.998697	0.999667	1.00033	1.0013	0.357218	0.145779	0.150971	0.346032	0.04674471	1.981758
3340	-7160.197	-7434.868	274.6708	0.2582164	446365.1	0.00249143	0.0010274	0.00186093	0.00061109	0.000609875	0.00257543	0.000496606	0.0010857	0.000232646	0.000509952	0.00133575	0.000273901	0.000539083	0.000796761	0.0011361	0.00037247	0.00157016	0.00118428	0.000939026	0.00037566	0.000728851	0.000675711	0.000645556	0.00116293	0.000332036	0.00124564	0.0010609	0.00383825	0.0015373	0.000405723	0.000655822	0.000422739	0.00106885	0.000587088	0.000838867	0.00174798	0.000293696	0.000415147	0.00105653	0.000877222	0.000838402	0.00180196	0.000841636	0.0011793	0.00120845	0.000688917	0.00137106	0.000243004	0.000692461	0.00119959	0.000653135	0.000804355	0.00214562	0.000847161	0.0007534325	-0.635507	0.113343	0.16802	0.0838212	0.303247	0.195714	0.135855	0.6793007	-7.190871	0.998098	0.999513	1.00049	1.0019	0.342931	0.155497	0.149585	0.351988	0.04379374	15.51137
3350	-7144.853	-7427.049	282.1959	0.2605136	599619.8	0.00128733	0.000459154	0.00508008	0.000660131	0.000390174	0.00212227	0.000442265	0.000534806	0.00130241	0.000834069	0.0013256	0.000228974	0.000325749	0.000483394	0.000398073	0.000355061	0.000635861	0.000854314	0.00041746	0.000501582	0.00101826	0.000574334	0.00298073	0.000649247	0.000882494	0.000536336	0.000683252	0.000665556	0.00180392	0.000476111	0.000514871	0.00051766	0.00121091	0.000777299	0.000372646	0.00176445	0.000621556	0.0008454	0.00129512	0.000218668	0.000663111	0.000376761	0.0014136	0.00103867	0.000848838	0.000760967	0.0015871	0.000572501	0.000780207	0.000513709	0.000252577	0.000564046	0.00255358	0.000557619	0.0006484127	-0.294052	0.130467	0.152583	0.0943179	0.309729	0.105916	0.206986	0.3185313	-7.340983	0.998359	0.99958	1.00042	1.00164	0.354518	0.14921	0.15642	0.339852	0.02447922	13.01231
3360	-7157.17	-7431.694	274.5241	0.3030737	944050.2	0.000654833	0.00140633	0.00286875	0.00060613	0.000576248	0.00111584	0.000608378	0.000609509	0.000744173	0.000654534	0.00111413	0.000516504	0.000411151	0.000823448	0.00118533	0.000668442	0.000487771	0.0008815	0.00179144	0.000585158	0.000245058	0.00176189	0.00220049	0.000811729	0.00180695	0.000612782	0.00234791	0.000519343	0.000463548	0.000453399	0.000216205	0.000640232	0.0010453	0.000355984	0.00157066	0.000865583	0.000331439	0.000591956	0.000719714	0.000275636	0.00104665	0.000399931	0.00151547	0.00147256	0.00149505	0.000618164	0.000195845	0.00105399	0.000195572	0.00216801	0.00051332	0.00154649	0.00281203	0.0012109	0.0007778296	-0.09269152	0.245756	0.14362	0.131289	0.0976727	0.12994	0.251723	0.2180329	-7.159003	0.998692	0.999666	1.00033	1.00131	0.349973	0.153143	0.151406	0.345478	0.1253413	1.739513
3370	-7171.607	-7426.539	254.9327	0.1839864	459937.2	0.00143697	0.00302168	0.00701553	0.000812052	0.000408492	0.000880416	0.00129781	0.000938289	0.000738596	0.00134242	0.00140759	0.000994401	0.000457613	0.000728934	0.000443161	0.000829771	0.00119655	0.00423348	0.000962344	0.00104618	0.00135359	0.000963306	0.00102556	0.000462856	0.00195354	0.000671632	0.000227831	0.000405143	0.000886823	0.000830765	0.00058542	0.00146999	0.00178536	0.000182147	0.000917539	0.00451539	0.000584079	0.00194386	0.00149706	0.00121065	0.000825217	0.00134218	0.0010463	0.000500367	0.00258901	0.00130383	0.000708719	0.00100254	0.000881357	0.000675024	0.000226947	0.00119806	0.00326117	0.00276484	0.001182803	0.06914523	0.273295	0.106497	0.0938082	0.137503	0.123784	0.265113	0.02248932	-6.739869	0.998126	0.999521	1.00048	1.00187	0.352512	0.154517	0.158774	0.334198	0.09163455	0.245424
3380	-7171.337	-7445.817	274.4794	0.3597245	352324.3	0.000957034	0.00126704	0.00365187	0.000373105	0.00101613	0.000867382	0.000616823	0.000512749	0.000436521	0.00134471	0.000870808	0.000983227	0.000488607	0.000930863	0.000629837	0.000499516	0.00112123	0.000605883	0.000978791	0.000832247	0.000756339	0.000789396	0.000319589	0.000561052	0.00223583	0.000245897	0.000376124	0.000861867	0.000358953	0.000662123	0.000652224	0.00165159	0.000912765	0.00177114	0.000196142	0.00209796	0.000582609	0.000860749	0.000739235	0.000693709	0.000498108	0.000299596	0.000611877	0.00330425	0.00146789	0.00175513	0.00109811	0.00292837	0.000788238	0.00111593	0.000517413	0.00154153	0.00177844	0.000974217	0.0008566907	-0.5142894	0.308848	0.146564	0.0872183	0.165564	0.0906725	0.201133	0.5393124	-7.062434	0.997859	0.999452	1.00055	1.00214	0.349608	0.139915	0.16019	0.350288	0.02502301	21.55265
3390	-7151.445	-7439.082	287.6367	0.2378808	686382.8	0.000442549	0.000367042	0.00233288	0.000687587	0.00119344	0.000545121	0.00033621	0.00110509	0.000293828	0.000334599	0.00056069	0.000946613	0.000569603	0.000457783	0.000872499	0.000272759	0.000529442	0.000591756	0.000955729	0.000960544	0.00154302	0.000748867	0.000814047	0.000317627	0.000643066	0.00223303	0.000835484	0.00114974	0.000689067	0.000413582	0.000251208	0.000808417	0.00111905	0.000823925	0.000922245	0.00181909	0.00073078	0.00112238	0.000838451	0.000796007	0.00106929	0.000991191	0.00115473	0.000423717	0.000689795	0.000489141	0.000677395	0.000531942	0.000995226	0.000720385	0.000932575	0.00287467	0.00403016	0.000791399	0.0007158334	-0.02691826	0.0951576	0.119416	0.0823964	0.345268	0.138401	0.219361	0.03407027	-7.242063	0.998466	0.999608	1.00039	1.00153	0.350646	0.157117	0.144898	0.347339	0.007152012	4.763733
3400	-7151.899	-7437.033	285.1344	0.3898921	548937.3	0.00104004	0.000972399	0.00262135	0.000699214	0.000762274	0.00068289	0.00124842	0.000808241	0.000994524	0.00126382	0.000580225	0.00171011	0.000819346	0.000651842	0.000370321	0.000656581	0.000454169	0.00155998	0.000599716	0.00113152	0.000426678	0.000348294	0.000520116	0.000312781	0.000264819	0.000912588	0.000482727	0.000182929	0.000817005	0.000386114	0.000264417	0.00102658	0.000316864	0.00053085	0.000274387	0.00079442	0.000549973	0.00152388	0.00118562	0.000392647	0.000463003	0.000582098	0.00101675	0.000538112	0.00169353	0.000898913	0.000732331	0.00125033	0.000356692	0.00294383	0.00242967	0.000984331	0.00207507	0.00044012	0.000798954	0.02477196	0.165402	0.155534	0.0757021	0.20862	0.193203	0.201539	0.003075937	-7.132207	0.998285	0.999561	1.00044	1.00172	0.357758	0.14639	0.16253	0.333321	0.02784789	0.1104549
3410	-7157.34	-7433.711	276.3704	0.378662	507182.8	0.000607867	0.000665296	0.00208279	0.00154873	0.000853271	0.00151529	0.00043998	0.000465517	0.00034098	0.000411015	0.00189085	0.00095262	0.000460281	0.000643483	0.00082624	0.000569292	0.000360476	0.00103353	0.00061922	0.00105369	0.00158826	0.00117181	0.000765111	0.00021057	0.000304237	0.000411972	0.000285816	0.000501972	0.000287272	0.00111852	0.000529549	0.00184451	0.000568153	0.000538021	0.00117662	0.00262732	0.000723511	0.000990183	0.000461223	0.000441809	0.0019179	0.000333753	0.000917682	0.00138906	0.000957381	0.000677171	0.0020143	0.000839967	0.00258635	0.00165231	0.00113024	0.00084023	0.00192733	0.00102321	0.0009115014	-0.397137	0.124668	0.109927	0.174704	0.11847	0.195295	0.276937	0.4414515	-7.000417	0.998216	0.999544	1.00046	1.00179	0.356727	0.150941	0.14865	0.343682	0.04431448	9.961789
3420	-7155.436	-7432.964	277.5274	0.307465	856179.9	0.000713935	0.000966999	0.00244746	0.00151197	0.0018103	0.00101447	0.00057798	0.00056644	0.00181547	0.00125677	0.000709618	0.00118013	0.000554763	0.00122759	0.00215547	0.000810872	0.00133002	0.000346897	0.000597719	0.00038286	0.00130017	0.000906776	0.000403535	0.000340316	0.00042372	0.00108857	0.000816412	0.000239714	0.000619722	0.00068515	0.00146539	0.00105428	0.000495986	0.000381699	0.00165711	0.00260046	0.00083261	0.00160569	0.000863907	0.00105669	0.00152085	0.000715102	0.000625446	0.000586776	0.000775934	0.00133399	0.00124565	0.000548015	0.00117434	0.000398009	0.000619483	0.000987384	0.00433253	0.000531591	0.0008175521	0.07699559	0.256017	0.189158	0.0977411	0.159318	0.118296	0.179469	0.05396351	-7.109196	0.998627	0.999649	1.00035	1.00137	0.367728	0.155596	0.147663	0.329012	0.1309591	0.4120639
3430	-7147.425	-7427.701	280.2751	0.1762329	848303.5	0.000830731	0.00106533	0.00311175	0.000876865	0.00060734	0.000799473	0.000615144	0.00162421	0.000166376	0.000614896	0.000909601	0.000369419	0.000488366	0.00133676	0.00041834	0.000661184	0.000290808	0.000743463	0.000925186	0.000287668	0.00479789	0.000729727	0.00144661	0.000753691	0.00213661	0.000507668	0.000564323	0.000474404	0.00021642	0.000406726	0.000393156	0.000841705	0.000804142	0.000715571	0.000293847	0.00208587	0.000980487	0.00051802	0.00103024	0.000632891	0.000945247	0.000619958	0.00171119	0.00030411	0.00127914	0.000720469	0.00145967	0.00036524	0.00116084	0.00156758	0.000527699	0.000641105	0.00184051	0.000611129	0.0007022001	0.008128854	0.242643	0.123014	0.0926352	0.25381	0.104884	0.183013	0.04125335	-7.261292	0.99862	0.999647	1.00035	1.00138	0.339303	0.152807	0.157836	0.350054	0.0493822	0.835389
3440	-7152.803	-7433.866	281.063	0.2957831	94609.52	0.000867624	0.000268318	0.00427962	0.000419366	0.000893967	0.00092037	0.00045002	0.000937387	0.000323926	0.000391976	0.00020183	0.00104705	0.000424458	0.000180492	0.000922995	0.00101335	0.000751189	0.00104748	0.00114872	0.000993157	0.00147491	0.0017467	0.000416012	0.00122634	0.000432443	0.000653032	0.000632433	0.000933175	0.000772681	0.000902289	0.000227187	0.000646222	0.0010654	0.000706978	0.00106879	0.000870518	0.00173161	0.000408543	0.000598747	0.00130387	0.000903355	0.000638848	0.00151668	0.000685129	0.00111113	0.000905804	0.00223864	0.00108408	0.0002299	0.000912969	0.000928508	0.000920552	0.00103233	0.000188073	0.0007437103	-0.0797269	0.163645	0.187507	0.135844	0.164088	0.151992	0.196924	0.2071898	-7.203859	0.995871	0.998941	1.00105	1.00414	0.353319	0.151692	0.159279	0.33571	0.1274629	1.625491
3450	-7155.476	-7437.031	281.5544	0.2213729	381148.5	0.001592	0.00141718	0.00157503	0.00103394	0.000306517	0.000966096	0.000441668	0.000781805	0.00128507	0.000853503	0.000311134	0.000631097	0.000963919	0.00119858	0.000812423	0.000279358	0.000675222	0.00155991	0.00075864	0.000699981	0.000692742	0.00154187	0.000630717	0.00192079	0.0009138	0.000467143	0.000805146	0.00111275	0.000274756	0.000477141	0.000534104	0.00135078	0.000584488	0.000611454	0.000474392	0.00291788	0.00149079	0.00118008	0.000304904	0.000905297	0.00075369	0.00242889	0.00139847	0.000899113	0.00165238	0.00195169	0.00110672	0.00126177	0.000405824	0.000809884	0.00135154	0.000680905	0.00171876	0.000754574	0.0008544359	0.03450341	0.170748	0.236138	0.192749	0.0718856	0.0919427	0.236537	0.009144987	-7.065069	0.997942	0.999473	1.00053	1.00206	0.354329	0.151455	0.15903	0.335186	0.04364839	0.2095149
3460	-7146.175	-7430.56	284.385	0.3212075	624359.3	0.000385859	0.00212068	0.00258057	0.000892271	0.000748487	0.00148573	0.000224051	0.00125923	0.00116369	0.000496074	0.000745089	0.00065182	0.000390085	0.00150006	0.00089543	0.000463251	0.00105159	0.000841486	0.000368088	0.000175049	0.000506854	0.000180616	0.000388337	0.00076049	0.00201859	0.000870739	0.00053	0.000486754	0.000377294	0.000730396	0.000594235	0.000333311	0.000323611	0.000493693	0.000330022	0.00186177	0.000398841	0.000468036	0.000421482	0.000374035	0.000719072	0.00179699	0.000785818	0.000499956	0.00108207	0.00022495	0.000591956	0.00124823	0.00140336	0.00121275	0.000403093	0.000925808	0.0022467	0.000615234	0.000802019	-0.01658588	0.122977	0.216391	0.099456	0.154311	0.187201	0.219664	0.05709018	-7.128378	0.998392	0.999589	1.00041	1.00161	0.360937	0.150668	0.154753	0.333642	0.04050429	1.409485
3470	-7162.5	-7451.252	288.7526	0.3293493	798876.8	0.000258359	0.000658714	0.00417077	0.000856484	0.001066	0.000858144	0.000960488	0.000610085	0.000340413	0.000441591	0.000460559	0.000514886	0.000396545	0.00116747	0.00071093	7.20184e-05	0.000659433	0.000316378	0.00064612	0.000168709	0.000786177	0.000785217	0.000298043	0.00142167	0.000726832	0.000991556	0.000723168	0.000933342	0.00096994	0.00027954	0.000620467	0.000669259	0.000460229	0.00058459	0.000828635	0.00213965	0.000643642	0.000322939	0.000646206	0.000281184	0.00018941	0.000828283	0.000329395	0.00114748	0.000698301	0.00147289	0.00089769	0.000358263	0.000844609	0.00224612	0.00060011	0.000267014	0.000586804	0.000414913	0.0005709557	-0.2340252	0.117857	0.188061	0.143151	0.13294	0.097679	0.320312	0.2450735	-7.468199	0.998578	0.999636	1.00036	1.00142	0.350504	0.143814	0.173371	0.332312	0.01104831	22.18198
3480	-7176.72	-7434.351	257.631	0.4206953	467299	0.000974237	0.000745321	0.00318194	0.000452379	0.000450113	0.00121418	0.000442326	0.000865103	0.000611208	0.00122839	0.000208262	0.00166242	0.000245364	0.000438658	0.00223198	0.00182464	0.000447121	0.0014207	0.000304584	0.000392755	0.000775007	0.000600167	0.00151655	0.00130359	0.00329784	0.00052752	0.000456577	0.000202714	0.00195741	0.000391352	0.000456309	0.00242806	0.000699473	0.00316289	0.000874756	0.00220169	0.00177048	0.00159963	0.000930103	0.00198199	0.00205383	0.000396714	0.00165354	0.000415797	0.00115815	0.00101155	0.00292292	0.00248728	0.000518839	0.000675751	0.00190254	0.000436571	0.000781139	0.00150655	0.001058719	-0.01810902	0.138149	0.202929	0.103669	0.242715	0.202515	0.110023	0.04802392	-6.850696	0.998141	0.999524	1.00047	1.00186	0.343914	0.153224	0.154698	0.348164	0.02991491	1.605351
3490	-7146.261	-7431.106	284.8452	0.2201134	254839.9	0.00090302	0.000710267	0.00284228	0.000868007	0.000444279	0.000962082	0.000359011	0.000573911	0.000451597	0.000456954	0.000719852	0.000292363	0.000878042	0.000234211	0.000679933	0.00139835	0.000231614	0.000230524	0.000467512	0.000630992	0.000470234	0.000328186	0.000663443	0.000655596	0.000936663	0.000370621	0.000928225	0.000164208	0.000797564	0.000803783	0.000173626	0.00043549	0.000803101	0.00140494	0.000343294	0.00268836	0.00295273	0.000284097	0.0021169	0.000670613	0.000779533	0.000266179	0.000600046	0.00114106	0.000784707	0.000343854	0.00108765	0.000441146	0.000363083	0.000629907	0.000429618	0.000609093	0.00321067	0.00140979	0.0006054261	0.04702139	0.177462	0.153559	0.0784479	0.137898	0.111078	0.341555	0.03076565	-7.409578	0.997483	0.999356	1.00064	1.00252	0.356659	0.150136	0.152059	0.341146	0.07778704	0.3955113
3500	-7170.767	-7442.686	271.9198	0.358878	318947.8	0.000833772	0.00107934	0.00265557	0.000924323	0.00336943	0.000681026	0.000949564	0.000705424	0.000897419	0.00130481	0.00047227	0.000838057	0.000577734	0.00100105	0.00152494	0.000789652	0.000957869	0.00142138	0.000745734	0.000968736	0.000541009	0.00162737	0.000440117	0.000893466	0.00175719	0.00029414	0.0026359	0.00152536	0.00145909	0.00129943	0.00164358	0.00105673	0.00162122	0.0010012	0.00069221	0.00249417	0.00128898	0.00103652	0.000600304	0.0012127	0.00138087	0.000643022	0.000646597	0.000430128	0.00233508	0.000693172	0.002108	0.00161204	0.000629811	0.0026091	0.00102371	0.00204972	0.00237254	0.000600835	0.001074172	-0.09091787	0.22273	0.13198	0.0894216	0.0775412	0.220567	0.25776	0.1084522	-6.836205	0.99775	0.999424	1.00057	1.00225	0.353457	0.153031	0.154896	0.338616	0.01753437	6.185123
3510	-7160.382	-7440.505	280.1235	0.4228341	532108.3	0.00063576	0.000613761	0.00373479	0.00138744	0.000445234	0.00100063	0.000790285	0.00226311	0.000780628	0.00111573	0.000506312	0.000388256	0.00119941	0.000623231	0.00130411	0.000859821	0.00102696	0.000736136	0.000779638	0.000400805	0.000501542	0.00169106	0.000852171	0.000590309	0.000356982	0.000771499	0.000584635	0.000665505	0.000663311	0.000488421	0.000850349	0.000754245	0.00162706	0.000756115	0.000705674	0.0039383	0.000792211	0.00046259	0.000317164	0.00167315	0.000309186	0.000436382	0.00057033	0.000778795	0.0014449	0.000949005	0.000356578	0.000752333	0.00110047	0.000406748	0.00104754	0.000813506	0.00229953	0.000840243	0.0009081384	0.3631508	0.184172	0.226729	0.124987	0.217702	0.139261	0.107148	0.00561806	-7.004114	0.998258	0.999554	1.00044	1.00174	0.359989	0.152366	0.142771	0.344874	0.3687689	0.01523464
3520	-7139.825	-7435.81	295.9849	0.5023719	119776.1	0.000521111	0.000376664	0.0037005	0.000523306	0.000498005	0.000702905	0.000222384	0.000400023	0.000836815	0.000397148	0.0005829	0.000420103	0.00064927	0.000527693	0.000493291	0.000201217	0.00021816	0.000463855	0.000205931	0.000353679	0.000657867	0.00015509	0.000820715	0.000538409	0.000295148	0.00170305	0.00111924	0.000216338	0.00112612	0.000247673	0.000340658	0.000368892	0.000415986	0.000661467	0.000415573	0.00158099	0.000134725	0.000492014	9.71442e-05	0.000630788	0.000524054	0.000440882	0.000772259	0.000339346	0.00194053	0.0007545	0.000327626	0.000593954	0.000329418	0.00042644	0.00107799	0.0013132	0.00103423	0.000856676	0.000461676	0.09179617	0.239748	0.162196	0.0653818	0.206345	0.21695	0.109379	0.097322	-7.680647	0.99633	0.99906	1.00094	1.00368	0.354124	0.143057	0.153346	0.349472	0.1891182	0.5146095
3530	-7163.84	-7436.546	272.7064	0.2863924	320613	0.000833625	0.000575051	0.00276007	0.000616835	0.00255731	0.000589342	0.000424659	0.000806645	0.000747747	0.00034329	0.00111506	0.0012118	0.00123337	0.00194028	0.000828873	0.000559328	0.000614885	0.00175335	0.00153242	0.000501127	0.00227486	0.000762735	0.000466459	0.000517598	0.00120106	0.00146488	0.00105751	0.00141577	0.00133303	0.00126145	0.00113067	0.000596629	0.000604611	0.000283177	0.000993228	0.00183855	0.000606825	0.00371784	0.00144549	0.000693032	0.000389182	0.000515502	0.000791761	0.000970411	0.000590165	0.00320362	0.00109898	0.000380074	0.00128008	0.00138328	0.000490987	0.000475277	0.00246865	0.00129671	0.00103906	-0.1448851	0.25506	0.157755	0.0642254	0.133332	0.212866	0.176762	0.1590906	-6.869438	0.997756	0.999426	1.00057	1.00225	0.348987	0.15978	0.14683	0.344403	0.01420546	11.19926
3540	-7144.607	-7443.057	298.4499	0.6171315	852001.7	0.000195392	0.0011993	0.00162447	0.000320552	0.000780607	0.000530187	0.000270613	0.000246806	0.00063013	0.000780704	0.00120967	0.000580345	0.000860335	0.000591516	0.000309447	0.000400362	0.000563231	0.000279936	0.00106739	0.00058222	0.000282862	0.000490445	0.000395062	0.00129725	0.000377231	0.000377187	8.32717e-05	0.000171635	0.000682738	0.000287376	0.000297104	0.00040526	0.00101893	0.000480731	0.000791155	0.0011579	0.000253352	0.00091096	0.00105813	0.000878837	0.000264045	0.000392968	0.000504702	0.00107971	0.000975203	0.00111599	0.000675587	0.000532972	0.00101964	0.000525009	0.000179063	0.000365091	0.00242047	0.000547934	0.0005780534	0.0348285	0.180605	0.149331	0.0919641	0.13927	0.308413	0.130417	0.03697531	-7.455844	0.998623	0.999648	1.00035	1.00138	0.35624	0.145292	0.149881	0.348587	0.07180381	0.5149491
3550	-7133.048	-7436.48	303.4316	0.4927222	19491.63	0.00049311	0.000704027	0.00241375	0.000561412	0.000302715	0.000571781	0.000252474	0.000396934	0.00025521	0.000330156	0.000393447	0.00137092	0.000325731	0.000314385	0.000570811	0.000656578	0.000577741	0.00080886	0.000999228	0.000285365	0.000879466	0.000934345	0.000591005	0.000687438	0.000263946	0.000385719	0.000499764	0.000755696	0.00142505	0.000518855	0.000496569	0.000336508	0.000380736	0.00043656	0.000185921	0.00136638	0.000395866	0.000764237	0.00059444	0.000616119	0.000602061	0.000431757	0.000699927	0.000566195	0.000625864	0.00126168	0.000711433	0.000240611	0.000915137	0.000691701	0.000457368	0.000687952	0.00231981	0.00115729	0.0005176717	-0.06165745	0.213991	0.156446	0.0660802	0.144261	0.256255	0.162967	0.1201531	-7.566169	0.99091	0.99766	1.00231	1.00912	0.352468	0.149813	0.152405	0.345314	0.05849565	2.054052
3560	-7141.79	-7434.502	292.7126	0.3188903	307027	0.000514717	0.000574915	0.00397426	0.000844926	0.000489103	0.000640343	0.000566136	0.000711685	0.000556542	0.000431236	0.000461217	0.00102792	0.00050781	0.000588562	0.000876845	0.000696226	0.000824116	0.00132294	0.00107581	0.00028866	0.000724097	0.00057625	0.000522657	0.00133595	0.000326257	0.00143904	0.000682799	0.000593588	0.000943565	0.000244658	0.000519526	0.000539685	0.000305771	0.000180163	0.000559807	0.00049985	0.000341666	0.000448954	0.000624838	0.00110151	0.000483792	0.000561067	0.000967755	0.000333679	0.000682864	0.0006132	0.00229451	0.000356274	0.000358241	0.00410595	0.000383184	0.000865848	0.0019288	0.000386082	0.0006423243	-0.1360227	0.232608	0.188201	0.0688445	0.185057	0.146423	0.178867	0.1509051	-7.350417	0.997707	0.999413	1.00058	1.00229	0.359759	0.149642	0.148969	0.341629	0.01488239	10.13984
3570	-7145.945	-7432.076	286.1312	0.4060224	203904.5	0.000823039	0.000814445	0.00403285	0.000339495	0.00108571	0.000687031	0.000521887	0.000538401	0.000803386	0.000604761	0.000162877	0.000778992	0.000845886	0.000665611	0.000744573	0.000490762	0.000232781	0.00136273	0.000836424	0.000405845	0.000415277	0.00072545	0.0011105	0.000844075	0.00054607	0.0001722	0.00115932	0.000440948	0.000273299	0.000811873	0.000884206	0.000727106	0.000244161	0.000527679	0.00063948	0.000446549	0.00341795	0.000943885	0.000347151	0.00121401	0.000794581	0.000628478	0.00119298	0.000403093	0.000962435	0.000294677	0.00100291	0.000367512	0.000792915	0.00140858	0.000438072	0.00110505	0.00219766	0.000555492	0.0006721112	-0.58576	0.15865	0.109455	0.0952436	0.253798	0.101274	0.281579	0.5966787	-7.305087	0.997186	0.99928	1.00072	1.00282	0.357599	0.154824	0.144664	0.342912	0.01091866	54.64761
3580	-7144.626	-7434.076	289.4498	0.3815214	890603.7	0.00130065	0.00129819	0.002749	0.000603939	0.000666377	0.000342563	0.000254765	0.00208484	0.000444343	0.000753854	0.000589873	0.000527133	0.000917144	0.00016535	0.000564049	0.000414877	0.00027738	0.00248703	0.000444868	0.000854175	0.000367636	0.000369694	0.00029479	0.000661246	0.000531246	0.000646731	0.00078617	0.000238819	0.000643219	0.000860662	0.000391069	0.000725991	0.000509544	0.000749463	0.000522245	0.000585341	0.00145399	0.000112515	0.000511681	0.000516774	0.000315259	0.000774064	0.00100205	0.00052772	0.000859262	0.000354894	0.00101783	0.000293613	0.000628182	0.00181294	0.000824767	0.000185998	0.00309391	0.000452129	0.0005760393	0.05566045	0.178419	0.14746	0.0781884	0.223412	0.130637	0.241884	0.03729247	-7.459335	0.998653	0.999656	1.00034	1.00135	0.352712	0.15024	0.167707	0.329341	0.09295292	0.4011974
3590	-7151.322	-7434.95	283.6278	0.6470298	967308.2	0.000423557	0.000936707	0.00328016	0.000528651	0.00107789	0.000956903	0.000336489	0.0011194	0.00060783	0.000830566	0.00079545	0.00136618	0.000426274	0.00122436	0.000758765	0.00039333	0.000882943	0.00293451	0.000301362	0.00101584	0.00085051	0.000318603	0.000697514	0.000727283	0.000558251	0.00023829	0.000669374	0.000405419	0.00139953	0.000632077	0.000630766	0.000538795	0.00131107	0.000275158	0.000959965	0.000593609	0.000780505	0.00150832	0.000807295	0.000286684	0.00136377	0.000689487	0.000793286	0.000377741	0.00157724	0.00102976	0.000671559	0.000987503	0.000545453	0.00220082	0.00101299	0.000459181	0.00334773	0.000301145	0.0006745606	-0.04962576	0.204037	0.16797	0.0989355	0.212987	0.149394	0.166676	0.07458124	-7.301449	0.998708	0.99967	1.00033	1.00129	0.357849	0.14197	0.151375	0.348805	0.02495548	2.988572
3600	-7171.646	-7448.055	276.409	0.4405153	157851.1	0.00132089	0.000918844	0.00252208	0.000955843	0.00113285	0.00120901	0.000702238	0.00220778	0.000168854	0.000859227	0.00155954	0.000753687	0.000505813	0.00108974	0.000389992	0.000602639	0.000563586	0.000848043	0.000372952	0.000491483	0.00122288	0.000648667	0.000654495	0.000669293	0.0010084	0.000584237	0.00147655	0.0011936	0.00172687	0.00063563	0.000452806	0.00155471	0.00366808	0.000696416	0.00042141	0.000562684	0.000419334	0.000624296	0.00068941	0.000724999	0.000442431	0.000415091	0.00130116	0.000915823	0.000931646	0.000827762	0.00129118	0.00197485	0.000906053	0.00156838	0.000672369	0.00193504	0.0031864	0.000409045	0.0009199573	-0.07713497	0.21463	0.181844	0.154633	0.0991551	0.14471	0.205029	0.2172026	-6.991183	0.996802	0.999181	1.00082	1.0032	0.33929	0.146682	0.156682	0.357346	0.1400676	1.550698
