Iteration	Posterior	Likelihood	Prior	age_occidentalis	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3220	-7141.302	-7431.835	290.5324	0.352279	654150.8	0.00263446	0.000219677	0.000824549	0.000843528	0.000585644	0.00345595	0.000257623	0.000368561	0.000363369	0.00168225	0.000566544	0.00138354	0.00138965	0.00062953	0.000418977	0.000414327	0.000601783	0.000804962	0.000321094	0.000969068	0.000582112	0.000313806	0.000288502	0.000641417	0.00035305	0.000973386	0.000528875	0.000739601	0.000413154	0.00050574	0.000839772	0.000907917	0.00215565	0.00028947	0.00073291	0.00144652	0.000625919	0.000304188	0.000372449	0.000570317	0.000410108	0.000234235	0.000478583	0.000703741	0.000570209	0.000254984	0.000359694	0.000856313	0.00136409	0.000914722	0.000453556	0.000900848	0.00319842	0.00043484	0.0006659985	0.009309626	0.109847	0.137443	0.1207	0.191498	0.210421	0.230092	0.01547903	-7.314223	0.998429	0.999598	1.0004	1.00157	0.351094	0.150341	0.155662	0.342902	0.02478865	0.62444
3230	-7141.327	-7439.05	297.723	0.3681118	781424.5	0.000716436	0.000317419	0.000847442	0.00043128	0.00229334	0.00282391	0.000913294	0.000617371	0.00121405	0.000590523	0.000722499	0.000273351	0.000835582	0.000242833	0.000984472	0.000478921	0.000294715	0.000628392	0.000836196	0.000967091	0.000172261	0.000630089	0.000263521	0.000571406	0.000847726	0.000403577	0.00107721	0.000739591	0.000520977	0.000808346	0.000779112	0.00110618	0.000392386	0.000370313	0.000327389	0.000474608	0.000429052	0.00064925	0.000556602	0.000423811	0.000810617	0.000700476	0.00122588	0.000303481	0.000557491	0.000527173	0.000621519	0.000603003	0.00127493	0.000808147	0.000266288	0.000939047	0.00167279	0.00160214	0.000670123	-0.09481809	0.167795	0.334027	0.0892479	0.11241	0.124378	0.172142	0.1129288	-7.308049	0.998562	0.999632	1.00037	1.00144	0.353243	0.14925	0.152325	0.345182	0.0181107	6.235473
3240	-7169.583	-7446.048	276.4652	0.4343286	701145.8	0.00085714	0.00076302	0.00152327	0.00116301	0.000508095	0.00359369	0.000826879	0.000428568	0.000236695	0.000987824	0.000518307	0.0028824	0.0003677	0.00083736	0.000509743	0.000713946	0.000711027	0.000619764	0.000688866	0.000472325	0.0004834	0.00101986	0.000916295	0.00139556	0.000614682	0.00241378	0.000651835	0.000319823	0.00117386	0.000702178	0.0010311	0.000936066	0.000685099	0.00141406	0.000637109	0.00193227	0.000905689	0.0004497	0.00194023	0.000682398	0.00199091	0.000711435	0.000722353	0.000352346	0.000675076	0.00151086	0.000744266	0.00219915	0.0012738	0.00255668	0.0004172	0.000632083	0.00161165	0.00155223	0.000762971	0.02065926	0.219189	0.268887	0.0943929	0.152113	0.16677	0.0986479	0.1234722	-7.178291	0.998482	0.999612	1.00039	1.00152	0.353879	0.149772	0.150544	0.345804	0.1441315	0.8566638
3250	-7158.078	-7428.631	270.5524	0.5420971	291512.3	0.000646909	0.000812187	0.000633815	0.000301055	0.000708365	0.00354092	0.00120394	0.00101379	0.00119841	0.000846977	0.00220968	0.00141494	0.000845222	0.00025295	0.000779701	0.000159833	0.00148924	0.000348328	0.0016888	0.000240818	0.000364271	0.000967106	0.000631571	0.000531888	0.00134868	0.000866564	0.00061131	0.000306474	0.00124123	0.000278803	0.00117412	0.00207171	0.000847936	0.000704158	0.00133787	0.000901839	0.000524984	0.000379307	0.000937722	0.000547891	0.000558657	0.00191036	0.000864144	0.0016517	0.000279233	0.0017964	0.000517641	0.000307071	0.00121723	0.000319144	0.000313312	0.000525515	0.00726791	0.000692801	0.0006870014	0.06809745	0.120194	0.221907	0.103828	0.134308	0.229611	0.190151	0.1072319	-7.283174	0.997647	0.999398	1.0006	1.00236	0.352382	0.14971	0.152494	0.345413	0.1753293	0.6116026
3260	-7146.199	-7430.649	284.45	0.3718275	44118.89	0.00037837	0.00216677	0.00167618	0.000494769	0.000748047	0.00772053	0.000680309	0.000289537	0.000862746	0.000381455	0.000850906	0.000923949	0.00135617	0.000805689	0.000334755	0.000458071	0.000386026	0.000490445	0.000249272	0.000496466	0.000382796	0.00130713	0.000388223	0.000208848	0.0011181	0.000293055	0.000834744	0.000260638	0.000597696	0.000194214	0.000723595	0.00154237	0.00051351	0.000444565	0.000762628	0.00128136	0.000668973	0.0012957	0.000887033	0.000464103	0.000801018	0.000154715	0.00051318	0.000546531	0.000325784	0.00108642	0.000648797	0.000687449	0.000303791	0.000350978	0.000271618	0.000138458	0.00189622	0.000777427	0.0006282636	0.08195413	0.131614	0.202706	0.134703	0.112508	0.164725	0.253745	0.1197743	-7.372551	0.993955	0.998448	1.00154	1.00606	0.352656	0.151436	0.156204	0.339705	0.2017284	0.5937403
3270	-7172.455	-7439.822	267.3669	0.5553541	776747	0.00082901	0.000247204	0.000485333	0.00151052	0.00185871	0.00273909	0.00123274	0.00126144	0.00122788	0.00120177	0.00129238	0.00119157	0.0011798	0.000269422	0.000360292	0.00084284	0.000256428	0.00281688	0.000858519	0.00106978	0.00257364	0.00101075	0.0002035	0.00159911	0.000917874	0.000395209	0.00086441	0.000500616	0.000539031	0.00321085	0.000543631	0.00145916	0.00123029	0.00145501	0.000719807	0.00167857	0.000450075	0.000898242	0.000685968	0.00113126	0.000814057	0.00277616	0.000936458	0.000695145	0.000472303	0.00193392	0.000348542	0.000757	0.000972845	0.000401885	0.000776298	0.000708223	0.00357326	0.000923908	0.001030028	0.01442794	0.146087	0.172235	0.0831345	0.298687	0.112195	0.187661	0.05082952	-6.878169	0.998558	0.999631	1.00037	1.00144	0.354851	0.149473	0.144497	0.351179	0.06525746	0.7789074
3280	-7173.264	-7435.148	261.8835	0.5619624	139667.7	0.00115416	0.00113975	0.00115155	0.000510013	0.00122387	0.00313265	0.00058269	0.00032975	0.00217097	0.00193017	0.00124286	0.000798482	0.000584685	0.000973344	0.00105487	0.00059227	0.00336249	0.000507182	0.000908195	0.000457894	0.00156816	0.00103329	0.000287476	0.00069796	0.000970534	0.00037129	0.0012433	0.00101135	0.000285201	0.00236197	0.000957052	0.00144886	0.00124233	0.000975565	0.00116719	0.00366744	0.00252215	0.00106568	0.000716312	0.000363245	0.00187018	0.00244041	0.00188588	0.000885543	0.00345589	0.000664225	0.00137827	0.000396567	0.000872919	0.00168852	0.001347	0.00214016	0.00279002	0.000627126	0.001160884	-0.04222339	0.18516	0.184981	0.0883617	0.194558	0.0738152	0.273124	0.04609265	-6.758574	0.996601	0.999129	1.00087	1.0034	0.348318	0.150766	0.154587	0.346329	0.003869257	11.91253
3290	-7146.212	-7431.737	285.5243	0.2909279	955628.9	0.00130691	0.000880236	0.00086208	0.00134202	0.00119154	0.0040805	0.000975218	0.00188509	0.000996207	0.00067896	0.000629982	0.00135059	0.000568634	0.000969065	0.000812167	0.000444317	0.000705264	0.000587666	0.00124281	0.00141362	0.00105596	0.000959304	0.000549422	0.000848278	0.000670486	0.000530315	0.00111017	0.0018588	0.000772871	0.00117006	0.000836192	0.000395691	0.000562372	0.000580781	0.00230426	0.00138242	0.000614522	0.000444303	0.00120154	0.000514728	0.000789125	0.000996114	0.00138956	0.00163551	0.00155204	0.000924914	0.000999089	0.00166178	0.000950287	0.000509084	0.00064761	0.000655813	0.000629334	0.000734309	0.0007956561	-0.06722285	0.198431	0.0856327	0.104569	0.151908	0.158459	0.301	0.1597138	-7.136344	0.9987	0.999668	1.00033	1.0013	0.345054	0.150676	0.158149	0.346121	0.09249097	1.726804
3300	-7154.5	-7432.63	278.1304	0.1964817	920789.1	0.00129463	0.00125714	0.000512078	0.00100241	0.00077501	0.00288806	0.000308576	0.000174948	0.000484702	0.000545396	0.00144339	0.000371059	0.00100057	0.000239922	0.00103197	0.00300805	0.000634393	0.000452051	0.00144071	0.000630735	0.000400171	0.000847049	0.000510451	0.000636368	0.000434521	0.00143417	0.000329512	0.000858579	0.000510225	0.000600849	0.000474758	0.000313788	0.000713883	0.00142569	0.000448761	0.000523645	0.000657222	0.00312562	0.000269989	0.000356629	0.00167725	0.000407357	0.000633334	0.000196658	0.00303016	0.000320875	0.000311097	0.00075676	0.000207152	0.000508128	0.000303226	0.00111353	0.00121865	0.0017121	0.0006853825	-0.143559	0.182457	0.0920076	0.106938	0.201469	0.17964	0.237487	0.4762874	-7.285533	0.998676	0.999661	1.00034	1.00132	0.345653	0.158731	0.147397	0.348219	0.3327285	1.43146
3310	-7162.91	-7434.894	271.9841	0.4710953	529374.8	0.000970754	0.000585373	0.00053959	0.000373571	0.00145574	0.00307307	0.00231701	0.000665202	0.00115406	0.00114141	0.000500697	0.000517636	0.000305981	0.00028903	0.000753046	0.000417668	0.00115692	0.000638908	0.00151081	0.00109565	0.00123638	0.00101112	0.0011642	0.000544079	0.00121228	0.00141027	0.000505354	0.00395253	0.000923223	0.000901401	0.00078148	0.000632345	0.000883649	0.00182559	0.00285386	0.000374538	0.000251358	0.00157479	0.000476866	0.0019739	0.00123379	0.000731747	0.000768248	0.000511609	0.00167172	0.00114096	0.000379647	0.000975404	0.00031035	0.00179369	0.000713526	0.000975345	0.00130977	0.00244014	0.0007902699	-0.1001109	0.207072	0.140303	0.0753716	0.221481	0.116037	0.239735	0.1518651	-7.143136	0.998254	0.999553	1.00045	1.00175	0.356326	0.154384	0.154746	0.334545	0.05175417	2.934354
3320	-7170.048	-7436.741	266.6936	0.1276786	89585.14	0.00136136	0.00071655	0.00170782	0.000817255	0.00178795	0.00367289	0.000626778	0.000506285	0.000328693	0.000436263	0.000947277	0.00181958	0.000417964	0.0013194	0.00103761	0.000669027	0.000748073	0.000769666	0.00154041	0.000859435	0.000353977	0.000803852	0.00093342	0.00107282	0.00633412	0.00194035	0.0014412	0.00137695	0.00177672	0.00110701	0.00177231	0.000793299	0.00083676	0.00095007	0.00140581	0.000904774	0.00139132	0.000862427	0.00132835	0.00149254	0.00100299	0.00242637	0.000404287	0.00103083	0.0012916	0.00113369	0.000468919	0.00128623	0.00103436	0.00135072	0.000390519	0.00307862	0.000667219	0.00205538	0.001248489	0.08703721	0.176566	0.156554	0.148915	0.216938	0.166912	0.134114	0.03936542	-6.685821	0.995756	0.998912	1.00108	1.00425	0.357112	0.150633	0.15804	0.334215	0.1264026	0.3114288
3330	-7161.385	-7433.174	271.7895	0.4054554	798972.9	0.00148222	0.0010688	0.000773887	0.00109405	0.000696316	0.00424729	0.0008778	0.00132528	0.000762101	0.000552193	0.000952037	0.000676863	0.00113825	0.000850378	0.000979012	0.00122304	0.000633218	0.000538348	0.000803144	0.000688179	0.000229641	0.00105306	0.00120337	0.000427155	0.00196877	0.0020489	0.00304359	0.000615907	0.000728026	0.00103147	0.000791995	0.00138516	0.000932874	0.00250675	0.00106215	0.000586115	0.00116351	0.00059678	0.00104347	0.00317362	0.000708443	0.000861102	0.000980524	0.0020671	0.00146255	0.00179074	0.000930645	0.000913229	0.00173716	0.000743304	0.000291031	0.0007574	0.00394146	0.000885056	0.001092004	-0.1151388	0.133942	0.119117	0.0657396	0.185171	0.229389	0.266641	0.1867158	-6.819741	0.998578	0.999636	1.00036	1.00142	0.346752	0.158988	0.155141	0.339119	0.07157703	2.6086
3340	-7161.054	-7443.461	282.4068	0.535297	686607.4	0.000484808	0.00162508	0.00191086	0.000433027	0.00135455	0.0024815	0.0014699	0.000776081	0.0021999	0.0010388	0.000950556	0.00119648	0.00107712	0.000785669	0.000525158	0.000328083	0.000596545	0.000888879	0.00255776	0.0011772	0.000440035	0.000735402	0.000310555	0.000390664	0.000483189	0.000836873	0.000921181	0.000584094	0.000841162	0.00102047	0.00123774	0.00108925	0.00025391	0.00079854	0.000633205	0.000504408	0.000324326	0.000610888	0.000573032	0.000708971	0.000332941	0.00030258	0.000569655	0.000755055	0.00215632	0.000784099	0.00108839	0.000798445	0.00163171	0.000736082	0.000767345	0.00154598	0.0012357	0.0018652	0.0008960606	0.03563121	0.107215	0.244601	0.138105	0.184905	0.232732	0.092442	0.1448206	-7.017503	0.998466	0.999608	1.00039	1.00153	0.345522	0.162634	0.153927	0.337916	0.1804518	0.8025445
3350	-7149.391	-7437.726	288.3352	0.4928753	548506.7	0.00122667	0.000375975	0.000462481	0.00156019	0.00131795	0.0029586	0.000873894	0.00056306	0.0002508	0.00119717	0.000275528	0.000898398	0.00109216	0.000627758	0.000381741	0.0011653	0.000850221	0.000980092	0.000633475	0.000643847	0.000603334	0.000449786	0.000436689	0.000274072	0.000702872	0.000383166	0.00153185	0.000529355	0.0011205	0.00158148	0.000656795	0.00125567	0.000450403	0.000797455	0.000833266	0.000388825	0.00045928	0.00131946	0.000470915	0.00119971	0.000890253	0.000340708	0.000330441	0.000831882	0.000766171	0.000146607	0.000311797	0.000563439	0.000638094	0.00161455	0.000361612	0.00159918	0.00103075	0.00047039	0.0007725247	-0.3086684	0.178848	0.123284	0.116066	0.210491	0.178816	0.192495	0.4514176	-7.165847	0.998284	0.999561	1.00044	1.00172	0.344497	0.146143	0.158395	0.350965	0.1427492	3.162312
3360	-7156.323	-7430.989	274.6659	0.4677881	503077.2	0.000278915	0.000575022	0.000897543	0.000378561	0.000942124	0.00253352	0.000732547	0.000593098	0.000346901	0.000638495	0.000534462	0.00166426	0.00165959	0.00077734	0.00138164	0.000234772	0.000480727	0.000286569	0.00128484	0.000882168	0.00144549	0.000784606	0.000537158	0.000536668	0.000541447	0.00101745	0.000580804	0.000210798	0.0012378	0.00101223	0.000537974	0.00154089	0.000685932	0.000347435	0.00221734	0.000750124	0.000478419	0.000304797	0.000690038	0.00166692	0.00195976	0.000696511	0.000656321	0.000493089	0.000943884	0.00101701	0.000894603	0.00430875	0.00173913	0.000946533	0.000715303	0.000604863	0.00310105	0.00202538	0.0008302503	-0.3380017	0.142389	0.343934	0.098386	0.206012	0.106417	0.102861	0.4828695	-7.093783	0.998208	0.999542	1.00046	1.00179	0.351284	0.149939	0.156147	0.342629	0.1448679	3.333172
3370	-7182.236	-7449.555	267.3186	0.3184921	647726.6	0.00116781	0.000540262	0.000792107	0.000712093	0.00259442	0.00219224	0.00143375	0.000814766	0.000470751	0.00102483	0.000914252	0.00037574	0.000875609	0.00025144	0.00127349	0.00145603	0.00145746	0.00178736	0.00030676	0.00125579	0.000417288	0.000908077	0.00162207	0.00103392	0.000603179	0.00243843	0.000964835	0.000830146	0.000910345	0.000769347	0.000745721	0.00438386	0.00149542	0.00105283	0.00194689	0.000930093	0.000559684	0.00117833	0.000904461	0.00045443	0.00136216	0.00110119	0.00113166	0.0042176	0.00104782	0.00115382	0.00109773	0.000328537	0.000377631	0.000658843	0.000676152	0.00132865	0.00205456	0.00148839	0.001101357	-0.1030605	0.106519	0.223225	0.0702312	0.279459	0.15416	0.166406	0.3448236	-6.811212	0.998421	0.999596	1.0004	1.00158	0.357458	0.138421	0.161836	0.342285	0.2417631	1.426287
3380	-7156.814	-7431.405	274.5911	0.4702553	270567.4	0.00121336	0.000329706	0.00119206	0.000727036	0.00177629	0.00373577	0.00101805	0.000350086	0.00057583	0.000931004	0.000656382	0.000444687	0.00195188	0.00100308	0.00182452	0.00138626	0.00124149	0.00104056	0.000593884	0.000762892	0.000471768	0.00133886	0.000475919	0.000782455	0.000600293	0.00123736	0.000816216	0.000493425	0.000980348	0.000837737	0.000512331	0.00147904	0.000381589	0.000296976	0.000823691	0.000551693	0.000124934	0.000860601	0.000317167	0.000286849	0.000203657	0.00112508	0.000309879	0.00108882	0.00248542	0.000269092	0.00307412	0.00124978	0.000353135	0.00054564	0.00111629	0.000845022	0.00207805	0.00110005	0.0008261697	0.006719153	0.207085	0.104092	0.125656	0.185123	0.137085	0.24096	0.07986364	-7.09871	0.997557	0.999375	1.00062	1.00244	0.357728	0.14523	0.155961	0.341081	0.08658279	0.9223962
3390	-7149.476	-7434.755	285.2786	0.3096083	534878.8	0.00112295	0.000581221	0.00121949	0.000630456	0.00105089	0.00360078	0.000549352	0.00136255	0.000842659	0.00147725	0.000696105	0.000323392	0.000509991	0.000416654	0.000512465	0.000891204	0.00148166	0.000642595	0.000667722	0.000516508	0.000358464	0.000509199	0.00167892	0.000972647	0.00128234	0.00138185	0.000536747	0.00173998	0.000475173	0.000695766	0.000417354	0.000711263	0.000636772	0.00114483	0.00164918	0.000806489	0.000740359	0.000828649	0.000467941	0.00102859	0.00217192	0.000849479	0.000719812	0.000609249	0.00120789	0.000637633	0.00154515	0.00135759	0.00117254	0.000245778	0.000760801	0.000503296	0.00206272	0.00145588	0.0007973958	-0.1370268	0.166754	0.12629	0.0814138	0.25041	0.183078	0.192054	0.1720916	-7.134159	0.998263	0.999556	1.00044	1.00174	0.352251	0.153731	0.153573	0.340446	0.03506475	4.907823
3400	-7148.896	-7423.424	274.5282	0.2931438	916982.8	0.000422009	0.00175366	0.00146485	0.000611107	0.00132761	0.00474694	0.000735586	0.000628581	0.00066341	0.000830805	0.000355308	0.0013854	0.0014954	0.000929959	0.000859751	0.000621328	0.000760494	0.000870959	0.0012033	0.000594615	0.000314793	0.000898634	0.00089294	0.000497084	0.00124208	0.000764582	0.00277409	0.000794651	0.000771492	0.0011781	0.00117422	0.00145136	0.00109501	0.00118093	0.00135867	0.00110869	0.00193547	0.000458322	0.000412006	0.000416002	0.000522296	0.00173926	0.00208377	0.00190725	0.00332002	0.0016578	0.000421096	0.000658575	0.000998668	0.00069619	0.000763033	0.0007463	0.0018598	0.00155623	0.0008852753	-0.1447316	0.140839	0.158606	0.111494	0.223566	0.167192	0.198303	0.1524773	-7.029612	0.998673	0.999661	1.00034	1.00133	0.361608	0.149039	0.15223	0.337122	0.00774574	19.68532
3410	-7159.854	-7430.296	270.4423	0.3688759	88904.74	0.000795574	0.00121263	0.00127095	0.00064616	0.000561707	0.00235643	0.000453379	0.000697993	0.000992606	0.00117492	0.000285903	0.00101936	0.000643131	0.000957419	0.00106214	0.000910011	0.00105541	0.000967485	0.000708834	0.00104169	0.0012768	0.00131989	0.000768178	0.00158485	0.00308053	0.00128609	0.00220171	0.00197219	0.000812074	0.000864593	0.00198969	0.00137905	0.000611714	0.00138688	0.00149307	0.00054312	0.000443755	0.000909904	0.000484944	0.000638133	0.000499325	0.000653948	0.00297432	0.000813746	0.00267055	0.000480914	0.000324299	0.00180843	0.00109044	0.00046755	0.00112505	0.000370045	0.00324218	0.00207562	0.001138082	-0.2145243	0.148368	0.214729	0.0731674	0.235529	0.133796	0.194411	0.301591	-6.778411	0.99574	0.998908	1.00109	1.00427	0.363796	0.155355	0.149717	0.331132	0.08706672	3.463907
3420	-7169.706	-7443.911	274.2046	0.328524	168368	0.00069204	0.00135246	0.00117304	0.0011075	0.0012792	0.00211494	0.0013069	0.00174511	0.000791777	0.00289405	0.000562956	0.001506	0.00085558	0.00150744	0.000795973	0.000817309	0.00100477	0.00055428	0.000554164	0.000854464	0.000440644	0.00100271	0.000462382	0.000470436	0.000559874	0.00101949	0.000395825	0.000818738	0.000647589	0.00100369	0.0011364	0.00133578	0.000988626	0.000544489	0.00170039	0.00125429	0.00192261	0.0015294	0.0021972	0.000867656	0.000880955	0.00235649	0.00124696	0.001099	0.000702384	0.00206388	0.000530602	0.00232551	0.00111776	0.000647704	0.000828034	0.000601563	0.00477912	0.000888659	0.001103162	0.06476434	0.201711	0.146838	0.0853951	0.202114	0.114814	0.249127	0.1825052	-6.809574	0.996904	0.999207	1.00079	1.0031	0.329356	0.151773	0.151248	0.367623	0.2472695	0.738082
3430	-7174.885	-7438.337	263.4521	0.3539965	316282.9	0.000621155	0.00231918	0.00136552	0.00140204	0.00114731	0.00429337	0.000700108	0.00285525	0.00068407	0.000465577	0.000890401	0.00167645	0.000960818	0.000732081	0.00102839	0.000546709	8.96474e-05	0.00115506	0.0017339	0.000327646	0.00082029	0.000924794	0.000455402	0.00157865	0.00027801	0.000728963	0.00135302	0.000478812	0.00139501	0.000918995	0.00107488	0.00078261	0.00164012	0.00162648	0.000799007	0.0013924	0.00126198	0.00105412	0.00149205	0.00148669	0.00081641	0.000800801	0.000759221	0.0010505	0.00413572	0.00059665	0.00107619	0.00170158	0.000386266	0.00242443	0.00111767	0.000972186	0.00178763	0.00190006	0.001127958	0.0518357	0.159675	0.0459824	0.123505	0.302797	0.146666	0.221375	0.09585133	-6.787347	0.997741	0.999422	1.00058	1.00226	0.344683	0.152228	0.15821	0.344878	0.147687	0.6490166
3440	-7166.467	-7441.724	275.2575	0.3155748	361363.5	0.0012532	0.000290303	0.00102722	0.000758241	0.000380134	0.0031369	0.000972974	0.000351645	0.000437006	0.000412688	0.000338595	0.000900387	0.000423057	0.000203329	0.000359505	0.000256159	0.000300814	0.00103419	0.00129938	0.000977336	0.00173585	0.000474624	0.00199765	0.000633297	0.00137508	0.000376844	0.000877164	0.000578898	0.000358616	0.000803914	0.000682592	0.000716195	0.00159596	0.000819774	0.00200712	0.00223095	0.00121537	0.000237915	0.00219571	0.000909589	0.00141005	0.000201794	0.00133835	0.00065781	0.00206241	0.00130399	0.000685832	0.00095633	0.00123578	0.00149203	0.00030731	0.0010249	0.00176978	0.000696817	0.0007738045	-0.0975857	0.108065	0.152346	0.141901	0.19757	0.123963	0.276155	0.1030751	-7.164191	0.997886	0.999459	1.00054	1.00212	0.351317	0.149143	0.157585	0.341955	0.005489349	18.77728
3450	-7140.816	-7442.857	302.0416	0.4384695	902390.7	0.000153661	0.0016477	0.000601015	0.000301759	0.000158011	0.0032921	0.000955338	0.000841539	0.00061868	0.000896474	0.000889681	0.00108148	0.000447102	0.000459501	0.000366896	0.00108572	0.000380024	0.000344748	0.00083078	0.00047201	0.000463181	0.000638477	0.000776963	0.000493218	0.000320451	0.000273742	0.000993092	0.000725856	0.00056123	0.000321491	0.00119523	0.000896426	0.000406231	0.000377905	0.000295611	0.000501221	0.000365672	0.000151562	0.000548677	0.000467353	0.000346877	0.000388713	0.000383762	0.000531606	0.000667985	0.000781388	0.0012698	0.000388025	0.000221445	0.000232634	0.000794991	0.00110203	0.00148711	0.00047904	0.0005305967	0.1384722	0.245613	0.275684	0.0834544	0.0767912	0.16218	0.156277	0.004310353	-7.541508	0.998662	0.999658	1.00034	1.00134	0.350861	0.155012	0.156807	0.33732	0.1427826	0.03018822
3460	-7143.971	-7440.006	296.0359	0.3339313	20039.02	0.00117493	0.000846009	0.000815302	0.000599798	0.000646441	0.00085483	0.00130428	0.00071375	0.000481127	0.000327286	0.000578241	0.000750698	0.000450098	0.000149877	0.000280435	0.000515544	0.00174105	0.000330989	0.000276215	0.00039613	0.000300943	0.000873418	0.00148003	0.00113626	0.000748831	0.000627253	0.000370902	0.000407619	0.0008648	0.000488603	0.000628941	0.0011877	0.000237697	0.00123309	0.000142789	0.000677793	0.000204629	0.000845823	0.000258017	0.000966664	0.00160468	0.000710933	0.000628821	0.000270439	0.00124219	0.000570157	0.000672221	0.000226042	0.00050866	0.000479685	0.000619312	0.000672235	0.00332463	0.000487206	0.0006268886	-0.04115995	0.150721	0.228435	0.0772411	0.199392	0.207969	0.136243	0.04942092	-7.374742	0.991035	0.997692	1.00228	1.00899	0.352414	0.153196	0.155117	0.339273	0.008260968	5.982461
3470	-7137.703	-7436.103	298.4006	0.5139268	274255.9	0.000435604	0.000359873	0.000877914	0.000331685	0.000502935	0.00341757	0.00135311	0.000196034	0.000372144	0.000138533	0.000182394	0.00116208	0.00066917	0.000733523	0.000533855	0.000346127	0.000194018	0.000696793	0.000541217	0.000537614	0.000432064	0.000150595	0.000389193	0.000644448	0.000724448	0.00109226	0.000869937	0.000309776	0.000459525	0.000862582	0.00107957	0.000575869	0.000435923	0.000764493	0.000658953	0.000332725	0.000253782	0.000920542	0.000857921	0.000721271	0.000477117	0.000163443	0.000615455	0.000483682	0.0014725	0.0004494	0.000346306	0.000488373	0.000715989	0.000390045	0.000259855	0.000423734	0.00094881	0.00141729	0.0004240144	0.2208114	0.254119	0.151971	0.0823997	0.184138	0.163194	0.164178	0.01494571	-7.765743	0.997574	0.999379	1.00062	1.00243	0.352237	0.154785	0.154698	0.33828	0.2357571	0.06339455
3480	-7153.857	-7430.817	276.9592	0.4521888	99567.42	0.000569264	0.000425025	0.000797881	0.0011427	0.000801927	0.00303809	0.000283185	0.00111969	0.000393166	0.000557435	0.000418381	0.000334649	0.000942797	0.00124246	0.000327675	0.000447926	0.0013378	0.000308859	0.000567452	0.000117485	0.000700824	0.0016119	0.00138216	0.00126446	0.000636334	0.00141661	0.00145657	0.000255426	0.000369153	0.000846896	0.000473076	0.00109106	0.000752438	0.00100329	0.000532704	0.000587505	0.000472666	0.000660859	0.000356507	0.000616748	0.00102255	0.00125375	0.000620736	0.000465882	0.00284541	0.000558452	0.00205682	0.00121244	0.0024397	0.000494054	0.00102634	0.000279209	0.00369814	0.000958378	0.0008328602	0.1646166	0.148047	0.127997	0.183342	0.205682	0.182288	0.152645	0.0146356	-7.090645	0.995975	0.998968	1.00103	1.00403	0.353139	0.149451	0.155095	0.342315	0.1792522	0.08164808
3490	-7142.977	-7432.474	289.4965	0.6178021	835531	0.000308555	0.000910618	0.00280441	0.00133949	0.000827825	0.00214474	0.000329693	0.00060503	0.000658165	0.000961607	0.000532494	0.000489686	0.00083366	0.000568689	0.000457207	0.00203147	0.000666364	0.000312018	0.000958901	0.000600359	0.00104516	0.000890366	0.00028232	0.000328085	0.000340117	0.000417291	0.000986164	0.000370351	0.000514015	0.000961854	0.00111037	0.000733889	0.000510097	0.00151012	0.000647606	0.00151655	0.000923026	0.000730198	0.000712382	0.000766582	0.00096846	0.000536573	0.000156062	0.000703493	0.00173215	0.00112736	0.00039395	0.000294877	0.00063997	0.000638238	0.00033064	0.00108099	0.00175378	0.00101865	0.000791742	0.05507369	0.136256	0.150163	0.109593	0.0824188	0.255799	0.26577	0.05424298	-7.141275	0.99861	0.999644	1.00035	1.00139	0.353624	0.15223	0.152453	0.341693	0.1093167	0.4962005
