Iteration	Posterior	Likelihood	Prior	age_SSMO	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5030	-7145.408	-7436.889	291.4811	0.727465	524962.4	0.000293411	0.00560048	0.000792001	0.000844355	0.000305799	0.000256499	0.000738365	0.00080665	0.000482788	0.000867371	0.000302532	0.000534468	0.000539322	0.000827469	0.000325124	0.000381213	0.00136068	0.000677358	0.000586517	0.000280326	0.000233277	0.000401076	0.000945545	0.000193196	0.0010674	0.000571769	0.000485666	0.000677548	0.000798615	0.000362801	0.000128166	0.000604259	0.00063713	0.000532104	0.000487869	0.000786506	0.000333494	0.00301517	0.00126244	0.00105699	0.000780264	0.000658015	0.00142601	0.00202936	0.000164202	0.000288606	0.000340613	0.000336194	0.000774427	0.00101993	0.000428859	0.000618725	0.000282435	0.000662489	0.000546224	-0.011093	0.130896	0.0869247	0.102305	0.325808	0.132796	0.22127	0.0347228	-7.512481	0.998246	0.999551	1.00045	1.00175	0.344817	0.149922	0.157993	0.347268	0.0236298	1.469449
5040	-7151.23	-7439.157	287.9269	0.4487452	320915.6	0.000579391	0.00322097	0.000435867	0.000940022	0.00109627	0.000922164	0.000889387	0.00115098	0.000918918	0.000519427	0.000641634	0.000395146	0.00240348	0.00155874	0.00100174	0.00050225	0.00101711	0.00097129	0.000623103	0.00221686	0.000351411	0.000537096	0.000608836	0.00058943	0.00101365	0.000765782	0.000519843	0.00129403	0.000426702	0.000482648	0.000343168	0.000612897	0.00101373	0.000969388	0.00105175	0.00060937	0.00134214	0.0017744	0.00140652	0.00100728	0.000552581	0.000719981	0.00090121	0.0011485	0.000685507	0.000532749	0.00043867	0.0012482	0.000551985	0.00107695	0.000698312	0.000775991	0.000697568	0.000865371	0.0009739008	0.1426474	0.126821	0.201112	0.0856892	0.182154	0.189844	0.21438	0.01926124	-6.934201	0.997757	0.999426	1.00057	1.00224	0.340012	0.158928	0.154181	0.346879	0.1619086	0.1189637
5050	-7155.847	-7431.614	275.7673	0.34217	121171.8	0.000784786	0.00509818	0.000611669	0.000726314	0.000858262	0.000547027	0.000834661	0.000662214	0.00108935	0.000465413	0.00119633	0.00304772	0.00093377	0.00021545	0.00144933	0.0013381	0.00171574	0.00147643	0.00182885	0.000807366	0.000471777	0.000628006	0.000893956	0.000860856	0.0007103	0.000684437	0.00142733	0.00117067	0.000569899	0.000704744	0.000451885	0.000747607	0.000958698	0.000895318	0.000384006	0.000995555	0.00193478	0.00408247	0.000915522	0.000439749	0.00112576	0.00124397	0.000411404	0.00114769	0.000414145	0.000765507	0.000908368	0.00125611	0.000367295	0.00103262	0.00112046	0.00067088	0.00128518	0.000497543	0.0008173225	-0.7009193	0.165644	0.123425	0.0973186	0.209605	0.23837	0.165638	0.7188364	-7.109477	0.996351	0.999065	1.00093	1.00365	0.342013	0.150413	0.158177	0.349397	0.01791715	40.12003
5060	-7156.066	-7430.981	274.9149	0.1621492	110772	0.00107491	0.00649337	0.00062422	0.00157598	0.00073117	0.000712408	0.00113165	0.00046176	0.00050399	0.00135899	0.000990513	0.000554619	0.000764469	0.00175294	0.00118993	0.00139155	0.00109976	0.00118651	0.0022502	0.000918735	0.00051725	0.00073421	0.000777978	0.000391693	0.00104245	0.000433387	0.000539514	0.00050946	0.000309305	0.00167965	0.00086194	0.000386489	0.000676323	0.00110381	0.000437017	0.00169586	0.000746358	0.00103257	0.00207885	0.000352774	0.000776235	0.000296417	0.00132642	0.00192077	0.000809546	0.000584821	0.000173426	0.00156302	0.000936294	0.000802187	0.000751574	0.000231342	0.000843902	0.00135108	0.0008645472	-0.1798978	0.169714	0.133612	0.0441469	0.286957	0.177086	0.188484	0.3244813	-7.053305	0.996183	0.999022	1.00097	1.00382	0.343338	0.153085	0.159121	0.344457	0.1445836	2.244248
5070	-7158.346	-7433.539	275.1924	0.4520957	853686.6	0.000962589	0.00323564	0.00110177	0.00100502	0.00100821	0.000238987	0.00061814	0.000254035	0.000202881	0.000736775	0.00186653	0.000656801	0.000306784	0.000337565	0.000266408	0.000954176	0.000504607	0.000589483	0.00108039	0.000804134	0.000301327	0.000983179	0.00125901	0.00035505	0.000673001	0.000621298	0.000695471	0.00103981	0.000925268	0.0014371	0.00073459	0.00119311	0.00164179	0.000724786	0.00183799	0.000582109	0.00119468	0.00359057	0.00161329	0.000501489	0.00106909	0.000332391	0.00200793	0.00132921	0.00227495	0.00049522	0.000300675	0.00115617	0.00189542	0.000964499	0.0009702	0.000456115	0.000951789	0.000993503	0.000820617	-0.2120606	0.170523	0.120809	0.129303	0.225594	0.113	0.240771	0.2300414	-7.105454	0.998625	0.999648	1.00035	1.00138	0.341252	0.153013	0.15586	0.349875	0.0179808	12.79372
5080	-7156.658	-7439.044	282.3864	0.5872873	543223.4	0.000939485	0.00381087	0.000869913	0.000636443	0.00024407	0.000369942	0.000956974	0.000183566	0.00291692	0.00139321	0.00034037	0.000850916	0.000885589	0.000778428	0.000706973	0.00209984	0.00151948	0.000442773	0.000236073	0.000705153	0.000441306	0.000781549	0.00127187	0.000372227	0.00035489	0.000359929	0.000888564	0.000651222	0.000352904	0.000772093	0.000545438	0.00121256	0.000362554	0.000405132	0.000499796	0.00237699	0.000749859	0.00196297	0.00180451	0.000457777	0.000740716	0.00105079	0.00106167	0.000394531	0.000360084	0.000934626	0.00130719	0.000280751	0.000596298	0.000253248	0.000655779	0.00020307	0.000853665	0.00085236	0.0006917548	-0.1591394	0.223358	0.1649	0.118932	0.18534	0.0780486	0.229422	0.1677495	-7.276279	0.998276	0.999559	1.00044	1.00173	0.34102	0.153589	0.155754	0.349637	0.008610063	19.48296
5090	-7144.258	-7435.887	291.6293	0.7496661	993490.2	0.000330406	0.00227317	0.00109824	0.000649673	0.000519164	0.000662207	0.0013829	0.000706248	0.000531879	0.000981672	0.000576116	0.000592306	0.000369025	0.000566406	0.000501526	0.000682286	0.000901176	0.00052523	0.000586779	0.000609988	0.0005182	0.000536356	0.000536013	0.00126362	0.00121693	0.000296517	0.00140356	0.000565583	0.000590521	0.00047603	0.000580528	0.000577395	0.00116476	0.00119349	0.00151455	0.00140024	0.000861335	0.00510775	0.00105293	0.00113424	0.00122072	0.00104855	0.000468473	0.001144	0.000814215	0.00069824	0.000695977	0.000487568	0.00114344	0.000721548	0.000574045	0.000863447	0.0013903	0.000697982	0.0007028238	0.06034136	0.246629	0.18208	0.145328	0.135508	0.0987797	0.191676	0.00258498	-7.260404	0.998725	0.999674	1.00033	1.00128	0.355705	0.157234	0.153836	0.333225	0.06292634	0.04107946
5100	-7135.729	-7431.769	296.0399	0.4734819	668227.8	0.000471176	0.00136693	9.92009e-05	0.000627262	0.000255875	0.000408157	0.000443862	0.000785565	0.000908828	0.000813315	0.000265281	0.000564258	0.000414407	0.000640015	0.000615166	0.000908644	0.000678509	0.000464358	0.0005156	0.000405089	0.000270584	0.00022604	0.000452042	0.000443631	0.000530994	0.000232086	0.000123248	0.000478768	0.000414612	0.000378341	0.000403578	0.000636921	0.000491074	0.000296245	0.000222932	0.000852297	0.000350488	0.00414916	0.00280284	0.000391753	0.000274828	0.000306791	0.00043343	0.000398386	0.000736892	0.0025235	0.000653284	0.00106097	0.00172273	0.00074207	0.000372878	0.000674457	0.000419183	0.000399181	0.0005129601	-0.07960476	0.183641	0.119749	0.0955778	0.311346	0.118306	0.17138	0.2257473	-7.575313	0.998445	0.999602	1.0004	1.00156	0.361742	0.154031	0.153854	0.330373	0.1461426	1.544706
5110	-7140.949	-7441.308	300.3592	0.2784021	111161.1	0.000806679	0.00131334	0.0003966	0.00112006	0.00044052	0.00122646	0.000859492	0.00127664	0.000765384	0.00139614	0.000667074	0.000419208	0.000836661	0.000616878	0.000249669	0.000506091	0.000335617	0.00080323	0.000403328	0.000247432	0.000470919	0.000545748	0.000446052	0.00120274	0.000805089	0.000635254	0.000498957	0.000916925	0.000993768	0.00109886	0.00112221	0.000207799	0.000406427	0.000392245	0.000491	0.000638046	0.000430376	0.00195356	0.00197528	0.00112282	0.000590762	0.000713368	0.00078813	0.000886511	0.00032524	0.000300871	0.000536734	0.00054146	0.000414812	0.00122171	0.000511614	0.000319117	0.000705063	0.000275281	0.0006290861	-0.225773	0.228771	0.174415	0.147167	0.15257	0.127725	0.169352	0.2478841	-7.371242	0.99619	0.999024	1.00097	1.00382	0.353842	0.152332	0.160279	0.333547	0.02211105	11.21087
5120	-7144.946	-7434.851	289.9053	0.3701586	551722.3	0.000733256	0.00270584	0.00105219	0.000660932	0.000380826	0.000342273	0.000535823	0.00111212	0.0005727	0.000284951	0.000886992	0.000690383	0.000767187	0.000525515	0.000810505	0.000777993	0.00059626	0.000709996	0.000988888	0.00103671	0.00026495	0.00072564	0.000265355	0.00126365	0.000319845	0.000687881	0.00024236	0.00055223	0.000490047	0.000603215	0.000700307	0.00180196	0.00117657	0.00102935	0.000228779	0.0011559	0.000637901	0.00153701	0.00219975	0.000171385	0.000522765	0.000257398	0.000646303	0.000897584	0.000676618	0.000559606	0.000490385	0.00186804	0.000576617	0.000904655	0.00098737	0.000501182	0.00159878	0.000155332	0.0007062635	0.0977475	0.24444	0.15939	0.139545	0.0815742	0.158655	0.216397	0.0002586178	-7.255522	0.998289	0.999562	1.00044	1.00171	0.354482	0.149312	0.151745	0.344462	0.09800611	0.002638793
5130	-7166.335	-7440.536	274.2015	0.2588551	185855.4	0.000471835	0.00170419	0.00128296	0.00109286	0.000813575	0.00107376	0.000738612	0.0012456	0.000538806	0.000702114	0.00125426	0.000878023	0.000588434	0.000908663	0.00186464	0.000676915	0.000395393	0.00141775	0.000624152	0.0011736	0.000373393	0.00184437	0.0021227	0.00108898	0.00111997	0.000402187	0.00107501	0.000587655	0.00139523	0.00113873	0.00110955	0.00432179	0.000712641	0.000795758	0.00101061	0.000933084	0.000926986	0.00348463	0.000924273	0.00262802	0.000879154	0.000538317	0.001387	0.00225241	0.000804587	0.000766915	0.00100804	0.00139566	0.00110742	0.000840211	0.000585947	0.00115512	0.00428576	0.00097358	0.001056225	-0.03384212	0.218368	0.122172	0.118298	0.0728735	0.274972	0.193316	0.07086903	-6.853054	0.997053	0.999245	1.00075	1.00295	0.352147	0.15516	0.153055	0.339639	0.03702691	1.913987
5140	-7195.928	-7450.869	254.9407	0.3809581	479208.1	0.00046907	0.00221413	0.00195774	0.00147765	0.00179161	0.00111998	0.00049323	0.00245907	0.00216773	0.00105699	0.00332433	0.00129665	0.00190842	0.00103802	0.00160047	0.000735113	0.00209006	0.00132022	0.00126956	0.00263099	0.000576427	0.00283602	0.000788715	0.00121139	0.000574678	0.00277943	0.00283784	0.000973984	0.00175388	0.000992323	0.00109635	0.0010911	0.00106895	0.000666168	0.0025434	0.00347225	0.000602735	0.00197344	0.000962757	0.00188943	0.00302995	0.00176051	0.00119003	0.00175986	0.00254137	0.000708061	0.00243108	0.0019691	0.00111917	0.001313	0.00216949	0.00166696	0.00275357	0.00374583	0.001503768	-0.0433374	0.179821	0.100606	0.0974161	0.173202	0.226434	0.22252	0.07458089	-6.499781	0.998164	0.99953	1.00047	1.00184	0.34844	0.156737	0.161644	0.333179	0.0312435	2.387085
5150	-7150.595	-7428.146	277.5509	0.1233165	120998.1	0.000792596	0.00276086	0.000615698	0.000600259	0.000541487	0.000459025	0.0013501	0.00286711	0.000791693	0.000516345	0.000503045	0.001029	0.00067541	0.00123793	0.000819265	0.00085964	0.0022542	0.000696167	0.000312648	0.000423859	0.000560445	0.000635052	0.000774085	0.00218718	0.00124563	0.000584024	0.000448846	0.00124228	0.000148231	0.00022813	0.000343534	0.000383495	0.000355002	0.00085627	0.000762373	0.000697782	0.00038342	0.0011898	0.00246027	0.000985995	0.000507858	0.00106031	0.000575111	0.00102243	0.000726023	0.00107738	0.000698759	0.00134257	0.000534098	0.00144148	0.000298717	0.000294632	0.00439331	0.000985508	0.0008211307	0.09349511	0.110779	0.217062	0.15478	0.0859495	0.209378	0.222052	0.03203708	-7.104828	0.996348	0.999064	1.00093	1.00366	0.354067	0.156119	0.155984	0.333831	0.1255322	0.2552101
5160	-7146.057	-7434.885	288.8281	0.2644169	907481.4	0.000479385	0.00149139	0.00111735	0.00057706	0.00262772	0.000556462	0.000441702	0.000972093	0.00143661	0.000892611	0.000597375	0.000629683	0.000370083	0.00027818	0.0014785	0.000473878	0.000935014	0.00059793	0.000704602	0.000803012	0.00042396	0.00124924	0.000766389	0.0002671	0.000826624	0.000295829	0.00147575	0.000770383	0.000238494	0.000731473	0.000622864	0.000433923	0.000318646	0.000635163	0.000654186	0.000851601	0.00115679	0.00204142	0.00200787	0.00110286	0.000315005	0.00146053	0.00119499	0.0011609	0.000394039	0.000259923	0.000598767	0.00119526	0.00050919	0.00101239	0.000388105	0.00169752	0.00054602	0.000771414	0.0007128123	-0.221019	0.215271	0.189338	0.135011	0.144787	0.106656	0.208937	0.2616153	-7.246292	0.998666	0.999659	1.00034	1.00133	0.351491	0.159134	0.153854	0.335521	0.04059636	6.444305
5170	-7138.766	-7435.092	296.3262	0.4337963	679039.6	0.0007977	0.00223612	0.000323245	0.00050867	0.00240723	0.00129605	0.000265532	0.000336676	0.000683336	0.000751296	0.000532291	0.000320025	0.00110816	0.00047131	0.000603279	0.00109072	0.000624259	0.000858172	0.000439373	0.000575415	0.000288429	0.000581418	0.000724741	0.000696076	0.000506664	0.000669449	0.000198305	0.00120055	0.000403381	0.000414685	0.000651802	0.000494752	0.0010111	0.000587086	0.000552992	0.00038589	0.00179083	0.00254734	0.00107387	0.000292186	0.000631428	0.000662632	0.000541434	0.000328012	0.000925269	0.0012492	0.000181867	0.00065162	0.000396235	0.000476756	0.000337715	0.000808628	0.00143388	0.000659951	0.0005831929	-0.1366029	0.221034	0.143869	0.11354	0.165153	0.12775	0.228654	0.1527683	-7.446993	0.998458	0.999606	1.00039	1.00154	0.357298	0.158162	0.144352	0.340188	0.01616535	9.450355
5180	-7166.657	-7437.574	270.9168	0.3378144	520305.9	0.00106182	0.00199976	0.00254929	0.000863795	0.000808438	0.00195615	0.00183389	0.00038531	0.00202059	0.001245	0.000979034	0.00325427	0.0010813	0.00209371	0.00145023	0.00147083	0.00257112	0.0012247	0.00215494	0.000927541	0.000692001	0.00103789	0.000819567	0.00181397	0.000577701	0.000769387	0.00192209	0.00122387	0.00133229	0.00107042	0.00115047	0.000677244	0.000815141	0.000984351	0.00200687	0.00115513	0.00124137	0.00245088	0.00220682	0.000996127	0.000693193	0.000772939	0.0005622	0.000939159	0.000674492	0.00196203	0.000521876	0.000951277	0.00139562	0.00109141	0.00165617	0.000647548	0.0012377	0.00182598	0.001238455	0.02006414	0.155739	0.114899	0.0921636	0.189176	0.186109	0.261913	0.05498993	-6.69389	0.998238	0.999549	1.00045	1.00176	0.353783	0.153854	0.155521	0.336842	0.07505407	0.7326708
5190	-7166.37	-7430.933	264.5628	0.3366895	574056.8	0.000802735	0.00308643	0.00262815	0.000919037	0.000885523	0.000304277	0.000690212	0.00217507	0.00126161	0.00116817	0.00165766	0.000962812	0.000815	0.00160113	0.00172275	0.00141292	0.000975672	0.00120112	0.00115822	0.000942433	0.00071586	0.000679359	0.000811603	0.00107752	0.000384207	0.0015434	0.000137699	0.000472555	0.000947524	0.000441256	0.000569934	0.000708857	0.0010032	0.00189921	0.000346552	0.000947865	0.000590744	0.00235206	0.00145902	0.003805	0.00104812	0.000731377	0.000894524	0.00151915	0.000454643	0.00343969	0.00133176	0.000693254	0.000434212	0.00084139	0.000453443	0.00105694	0.00349156	0.0010749	0.001080123	0.05152031	0.230692	0.114736	0.110578	0.14417	0.181667	0.218156	0.08676042	-6.83068	0.998323	0.999571	1.00043	1.00168	0.343618	0.150206	0.15739	0.348786	0.1382807	0.6274224
5200	-7155.649	-7438.827	283.1783	0.3308981	539162.6	0.000890017	0.00243716	0.000226255	0.000399089	0.000789765	0.000766679	0.000478913	0.00128407	0.00123534	0.00034527	0.000960275	0.000905718	0.00188244	0.00042859	0.00125722	0.000560038	0.000226623	0.000932319	0.00323302	0.00105556	0.0004333	0.00154038	0.000854144	0.000379678	0.000731537	0.000455719	0.00050482	0.000525803	0.00193302	0.000804433	0.00045668	0.00075682	0.000576589	0.000398108	0.00135418	0.00313964	0.000546015	0.00206672	0.00042663	0.000343273	0.000685739	0.000374577	0.00042817	0.000897788	0.00098394	0.000694165	0.000339521	0.00107623	0.00112522	0.000659418	0.00111861	0.000542522	0.00147183	0.000372118	0.0007564805	-0.1844538	0.296745	0.15594	0.0901289	0.1436	0.171215	0.142372	0.2317494	-7.186834	0.998269	0.999557	1.00044	1.00173	0.34526	0.156224	0.158142	0.340374	0.04729556	4.900023
5210	-7162.706	-7438.799	276.0931	0.5103368	592805.6	0.00097156	0.003282	0.000731638	0.00105144	0.000629861	0.000579474	0.000872419	0.000461981	0.000566687	0.00112789	0.000514472	0.00113919	0.000354247	0.0002321	0.000484748	0.00117264	0.000354191	0.000556684	0.00158619	0.00150415	0.000433299	0.000541586	0.000616027	0.00151335	0.000550244	0.000535132	0.000492884	0.000650011	0.000728759	0.000721696	0.000670516	0.00045869	0.000691413	0.00105108	0.000480022	0.00142799	0.000389373	0.00582006	0.000832235	0.00160283	0.000287858	0.000761209	0.000341263	0.00234224	0.000503602	0.00105382	0.000210497	0.000861225	0.00179739	0.0009771	0.00063007	0.000147963	0.00117672	0.00246026	0.0007450244	0.1060883	0.127005	0.102512	0.0797762	0.325665	0.17103	0.194011	0.1002471	-7.202094	0.99835	0.999578	1.00042	1.00165	0.346106	0.158285	0.15461	0.341	0.2063354	0.4858453
5220	-7152.556	-7427.123	274.5671	0.7784332	6862.196	0.000238466	0.0029218	0.0011479	0.00147584	0.00185052	0.00130148	0.00120928	0.000898204	0.000884384	0.000986928	0.000428384	0.000916803	0.000570194	0.00055172	0.000626529	0.000434473	0.000629632	0.000522656	0.000585288	0.000718153	0.00157001	0.000214863	0.000500354	0.000422161	0.000875957	0.000651578	0.000325737	0.000756993	0.00222559	0.000581361	0.000163492	0.00199916	0.00059007	0.000385101	0.00075322	0.00205751	0.000980921	0.00418911	0.00318599	0.00122092	0.000532528	0.00051619	0.000706561	0.00113383	0.00121681	0.000423064	0.000549516	0.00107601	0.000777712	0.0015757	0.000634552	0.000581389	0.000589213	0.00101239	0.0007529734	-0.4002532	0.229828	0.158523	0.088247	0.168801	0.15368	0.200921	0.4219839	-7.191481	0.984698	0.996039	1.00388	1.01539	0.347498	0.15166	0.15554	0.345302	0.02173076	19.41874
5230	-7150.66	-7432.895	282.2345	0.6241885	270368	0.000482373	0.00185796	0.00037369	0.000422965	0.000343168	0.00126672	0.00106724	0.000328341	0.00107693	0.00131311	0.000550708	0.000633177	0.000693361	0.00108821	0.000770749	0.000507421	0.00111006	0.000778297	0.000488449	0.000959433	0.000399984	0.00041135	0.00166227	0.000845618	0.000367875	0.000309559	0.0014899	0.000605435	0.000305067	0.000615401	0.000421994	0.000423965	0.00124981	0.001169	0.000496234	0.00087992	0.00114002	0.00305907	0.00291551	0.000408134	0.00022073	0.000592378	0.000573245	0.000653286	0.000508749	0.00136234	0.00141112	0.000661944	0.000386735	0.000984023	0.000935967	0.00139618	0.00293225	0.00115681	0.0006375919	-0.1234302	0.239661	0.17936	0.106947	0.128848	0.140902	0.204283	0.1704465	-7.357812	0.997556	0.999375	1.00062	1.00245	0.351952	0.160218	0.150526	0.337304	0.04701637	3.625259
5240	-7165.235	-7433.904	268.6695	0.3760364	531259	0.000394068	0.00175373	0.000892899	0.000838927	0.00266118	0.000872661	0.00132503	0.000576132	0.00066491	0.00168574	0.00175017	0.00108629	0.000723503	0.00102672	0.000638134	0.00112853	0.000627583	0.000905993	0.00219929	0.000733463	0.000621077	0.00054915	0.000411158	0.000287564	0.000255049	0.0005923	0.00023589	0.000894874	0.00184462	0.00036949	0.00051297	0.00110786	0.00233968	0.000232545	0.000957104	0.00129551	0.000522826	0.00355057	0.00364747	0.000395542	0.00147165	0.0015938	0.000426182	0.00116638	0.00100089	0.00269836	0.000582911	0.00149946	0.00098531	0.000721587	0.000298529	0.000678515	0.00115515	0.000560774	0.0008146917	0.1022909	0.186152	0.178301	0.106316	0.232682	0.0934724	0.203077	0.1067956	-7.112701	0.998257	0.999554	1.00044	1.00174	0.355509	0.153646	0.150133	0.340713	0.2090864	0.5107724
5250	-7150.779	-7430.065	279.2862	0.47595	600209.4	0.000466387	0.00693821	0.000308638	0.000858727	0.000420156	0.000768572	0.000312319	0.000332183	0.000858684	0.000496818	0.00124661	0.000646218	0.000716004	0.000269799	0.000657765	0.00132566	0.00108775	0.000968127	0.00126453	0.000230593	0.000674245	0.000772675	0.000696743	0.000406125	0.00420882	0.000651072	0.00114011	0.000630368	0.00098501	0.000687353	0.000493503	0.00136243	0.00114592	0.000862848	0.000513348	0.00124357	0.000398339	0.00407188	0.00224376	0.000545492	0.000512778	0.000592984	0.00070167	0.000885558	0.000677011	0.000752936	0.000885297	0.000569807	0.000704748	0.000683224	0.0010085	0.000754118	0.00115449	0.000870753	0.0007523325	-0.1522105	0.225672	0.177449	0.120251	0.156364	0.105724	0.21454	0.2151208	-7.192332	0.99836	0.99958	1.00042	1.00164	0.348755	0.152123	0.153436	0.345685	0.06291034	3.419482
5260	-7161.727	-7429.349	267.6225	0.2749894	102750	0.000471597	0.00507556	0.000214231	0.000961963	0.000540494	0.00039145	0.000498483	0.0002037	0.000702311	0.000568074	0.000275775	0.000636225	0.000451995	0.0011735	0.000365045	0.000821102	0.0007378	0.00112399	0.00127902	0.00127875	0.000713613	0.000739922	0.000943034	0.000476848	0.00140231	0.000295463	0.000464091	0.0011689	0.000931872	0.00082158	0.00354919	0.000510754	0.000661232	0.000296719	0.000877452	0.00082133	0.00175941	0.00176546	0.00281684	0.0047167	0.00100026	0.000506961	0.000419366	0.0016392	0.00121577	0.000352838	0.00115069	0.000832905	0.000436355	0.00207639	0.0015491	0.000443131	0.00221771	0.00098755	0.000738381	0.01359465	0.138398	0.135582	0.091879	0.160217	0.22611	0.247815	0.0706512	-7.211051	0.996037	0.998984	1.00101	1.00397	0.350081	0.1489	0.154019	0.346999	0.08424585	0.8386313
5270	-7147.985	-7439.597	291.6115	0.5987615	572465.3	0.000920765	0.000891626	0.00124019	0.000997743	0.000423257	0.00086042	0.000601029	0.000656539	0.000805841	0.00115505	0.0007379	0.00041318	0.00100591	0.0013193	0.00155401	0.000989108	0.00076709	0.000863047	0.000584249	0.00119021	0.000601195	0.000979357	0.00080186	0.000418418	0.00167127	0.00131272	0.000345725	0.00093549	0.000561175	0.00110294	0.000241776	0.000412703	0.000546497	0.000391119	0.000386632	0.000830702	0.000708906	0.00154425	0.00123982	0.000549475	0.000719697	0.000527188	0.00092083	0.00136534	0.00183814	0.00163471	0.000601611	0.000357216	0.000963458	0.000739561	0.000264349	0.000970705	0.00189918	0.00120627	0.0007654477	-0.1478213	0.121205	0.124452	0.080465	0.324776	0.19782	0.151282	0.1822076	-7.17505	0.998321	0.99957	1.00043	1.00168	0.351015	0.158172	0.146281	0.344533	0.03438624	5.298852
5280	-7147.292	-7438.036	290.7443	0.08747843	631808.9	0.000953557	0.00144026	0.000795795	0.000428126	0.00112964	0.000518833	0.00129781	0.00198028	0.000977215	0.000706085	0.00102353	0.000534265	0.000799904	0.00080453	0.000481978	0.00130729	0.00142019	0.000501382	0.000827598	0.000518246	0.000430836	0.00070825	0.000372401	0.000876832	0.00088099	0.000777908	0.00120526	0.00122123	0.00109546	0.000324725	0.000550037	0.000721707	0.000877714	0.000905531	0.000291667	0.00055426	0.000416521	0.00167959	0.0013498	0.00145718	0.0007642	0.000316791	0.00058413	0.00131783	0.00122576	0.000628995	0.000874407	0.00227677	0.000757705	0.000303585	0.000765924	0.00102719	0.000925027	0.000611332	0.0008467958	-0.6375163	0.190229	0.269356	0.0551174	0.153651	0.225003	0.106644	0.6569564	-7.074051	0.998401	0.999591	1.00041	1.0016	0.35173	0.149631	0.149723	0.348917	0.01944013	33.79383
5290	-7151.997	-7444.368	292.3706	0.2134817	516002.9	0.000670266	0.00258197	0.000504328	0.000439869	0.000610996	0.000944597	0.00131145	0.00168717	0.000400988	0.000599677	0.000447867	0.000614161	0.000910525	0.000526493	0.000196573	0.000747199	0.000488046	0.00130089	0.000376719	0.000584201	0.000284273	0.000380371	0.000312414	0.000350962	0.000639401	0.000495692	0.000678468	0.00100887	0.000998715	0.000485636	0.000895848	0.000986879	0.000631854	0.00111407	0.000303716	0.000565074	0.000296443	0.0013132	0.000865718	0.000754651	0.000883338	0.000593442	0.000429935	0.000804119	0.00122232	0.000531586	0.000521237	0.000304876	0.00148315	0.000294204	0.000399015	0.00160745	0.000804875	0.00275329	0.0005840749	0.2283721	0.200322	0.10963	0.0648541	0.209508	0.180607	0.23508	0.02890715	-7.445481	0.998231	0.999547	1.00045	1.00177	0.346822	0.147988	0.162685	0.342504	0.2572792	0.1123571
5300	-7160.865	-7443.491	282.6254	0.3073611	436426.7	0.000180374	0.00273743	0.000217207	0.00051842	0.000545135	0.00111737	0.00049066	0.000649408	0.000601419	0.000699622	0.00105471	0.00158639	0.0006385	0.000442568	0.00105605	0.000791753	0.000489163	0.000983298	0.000518403	0.000616822	0.000226066	0.000616263	0.000600625	0.000947927	0.000853658	0.000550016	0.000524939	0.000792943	0.00100617	0.00114239	0.000311971	0.000171099	0.000463364	0.00071887	0.000454812	0.00104844	0.00172772	0.00432033	0.00140061	0.000676301	0.000972592	0.00207403	0.00157467	0.000340071	0.00085944	0.00121918	0.000304373	0.00100394	0.000301797	0.000884057	0.000615793	0.000708455	0.00158079	0.000778306	0.0006598129	0.01880231	0.133214	0.195429	0.0819609	0.225883	0.194724	0.168789	0.1044873	-7.323554	0.998077	0.999508	1.00049	1.00192	0.351615	0.149251	0.163768	0.335366	0.1232896	0.8474948
