Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_occidentalis	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1377	1	-7133.432	-7428.609	295.177	0.4013199	53237.3	0.00130261	0.000389795	0.000748063	0.000638373	0.000293573	0.00123389	0.000285631	0.00160464	0.000251027	0.00044568	0.00407728	0.000375003	0.00089406	0.000271196	0.000808328	0.000587127	0.000204874	0.000402512	0.000926014	0.000413204	0.000269987	0.00130965	0.000318093	0.000695195	0.000736052	0.000271857	0.00133517	0.000925891	0.0003286	0.000790926	0.000599836	0.000274107	0.000407951	0.000345264	0.000493218	0.00101928	0.000335308	0.000824217	0.00077601	0.00068301	0.00101571	0.000505944	0.000751218	0.000594809	0.000634593	0.000408572	0.000322455	0.000304381	0.000707088	0.000152472	0.000719743	0.0014096	0.00194737	0.000335538	0.0005892884	-0.2982336	0.109087	0.147067	0.10928	0.213939	0.190101	0.230527	0.3914848	-7.436595	0.994496	0.998588	1.0014	1.00551	0.353646	0.156851	0.145882	0.343621	0.09325126	4.198172
1378	0	-7152.815	-7436.491	283.6762	0.3661257	76929.91	0.000388894	0.000559798	0.000299791	0.000423165	0.000421106	0.00245165	0.000354554	0.000594746	0.000278628	0.000281598	0.00101245	0.00108412	0.000834495	0.000157126	0.000755563	0.000166015	0.000467422	0.000894987	0.00093685	0.00120683	0.000207115	0.000432973	0.000401888	0.000456547	0.00140403	0.000174569	0.000821232	0.000501783	0.000579133	0.000986351	0.000320185	0.00038081	0.00122862	0.000494306	0.000307	0.00223397	0.000143814	0.00114929	0.00120459	0.00204432	0.000402961	0.00066688	0.000344463	0.000545486	0.000418447	0.000554955	0.000455251	0.000206044	0.000635659	0.000254347	0.000810565	0.000354525	0.00567882	0.000587523	0.0006173122	0.01847524	0.253004	0.182288	0.129632	0.120341	0.148805	0.16593	0.2661699	-7.390136	0.995421	0.998826	1.00117	1.00459	0.348974	0.141779	0.159866	0.349381	0.2846451	0.9350938
1379	1	-7136.16	-7440.525	304.3645	0.4392252	462493.8	0.000584353	0.000405483	0.00111494	0.000261855	0.000475905	0.000235347	0.000208069	0.000282208	0.000715765	0.000495443	0.00681878	0.000318015	0.000677929	0.00097066	0.00042374	0.000226431	0.000572056	0.000558189	0.000869516	0.000504397	0.000379313	0.00053329	0.000507379	0.00046311	0.000532203	0.000311998	0.000460333	0.00070765	0.000355412	0.000370343	0.000361759	0.000278525	0.000973209	0.000279265	0.00102768	0.00250815	0.000594047	0.000747165	0.000661275	0.000289574	0.00039182	0.000611336	0.000386851	0.000519167	0.000146754	0.000213049	0.000930081	0.00047535	0.00030962	0.000217809	0.000592238	0.000279288	0.00113282	0.000421336	0.0005250439	0.2000665	0.201912	0.148968	0.103107	0.12209	0.175976	0.247946	0.008042043	-7.552029	0.998132	0.999522	1.00048	1.00187	0.3552	0.136262	0.157946	0.350593	0.2081086	0.0386435
1380	0	-7149.609	-7431.674	282.0642	0.4874355	388667.2	0.000560127	0.000321834	0.000353148	0.000551319	0.000689047	0.00545962	0.00179802	0.000617385	0.00067736	0.000691194	0.00045671	0.00145683	0.0014886	0.000247303	0.0014941	0.000297567	0.000504965	0.000538257	0.00017965	0.000530307	0.000853402	0.000499851	0.000409232	0.000269751	0.000583615	0.00137605	0.000716765	0.000315477	0.00046394	0.000842832	0.00037191	0.0011529	0.000232027	0.000159259	0.000676576	0.00205609	0.000386084	0.00107326	0.00106103	0.000876219	0.000421609	0.00105858	0.0011551	0.000235682	0.001552	0.00028842	0.000390671	0.000407332	0.000322977	0.000609229	0.000778461	0.000767351	0.00428764	0.000933618	0.0006141537	0.02640857	0.227866	0.159081	0.0829292	0.234182	0.109238	0.186704	0.05029643	-7.395265	0.997962	0.999478	1.00052	1.00204	0.359043	0.145084	0.15031	0.345563	0.076705	0.6557126
1381	1	-7138.3	-7433.477	295.1768	0.347469	574214.2	0.00143305	0.000464891	0.000370423	0.00056055	0.000582385	0.000139328	0.000592914	0.000450214	0.000847055	0.000799958	0.00456643	0.000652156	0.000736497	0.000668927	0.000261205	0.000482417	0.00022379	0.000540937	0.00129417	0.000262931	0.000904131	0.000802824	0.000480275	0.000363669	0.000419092	0.000905858	0.000422511	0.000719153	0.000224261	0.000938627	0.00119376	0.000656731	0.00073632	0.000705024	0.000636094	0.000987066	0.000475719	0.000983614	0.000589081	0.000774112	0.000731387	0.000432538	0.00060834	8.28487e-05	0.000812942	0.000342996	0.000296905	0.000859102	0.000423366	0.000185724	0.000648049	0.000850814	0.00161827	0.00076093	0.0005548027	0.07437185	0.212898	0.143496	0.112941	0.11451	0.203805	0.21235	0.1028829	-7.496898	0.998323	0.999571	1.00043	1.00168	0.347949	0.155216	0.156003	0.340831	0.1772547	0.5804239
1382	0	-7143.272	-7434.033	290.761	0.4535098	824993.9	0.000229782	0.000345963	0.00063144	0.000539965	0.000631005	0.00509818	0.000487522	0.000530044	0.000644527	0.000576053	0.000239586	0.000288909	0.00158622	0.00108399	0.000765765	0.000512397	0.000535825	0.000507284	0.00091572	0.000604997	7.54153e-05	0.000442596	0.000224	0.000625878	0.0008596	0.000580829	0.000524301	0.000486325	0.000655171	0.000458321	0.000588536	0.000845879	0.000834712	0.000286058	0.000785923	0.00162487	0.000592006	0.000690434	0.00136794	0.000663471	0.000451603	0.000580406	0.000495457	0.000932994	0.00158638	0.00102216	0.000981932	0.00082312	0.000382257	0.0002696	0.000161287	0.000627396	0.00197284	0.00076134	0.0005437901	0.2469328	0.24687	0.0880064	0.0733643	0.196564	0.19292	0.202275	0.0140496	-7.516947	0.998601	0.999642	1.00036	1.0014	0.34431	0.148607	0.155908	0.351174	0.2609824	0.05383351
1383	1	-7155.115	-7435.912	280.7965	0.5342762	248873.5	0.000742905	0.000859894	0.000688137	0.00126905	0.000363783	0.00066766	0.000328849	0.000224194	0.000475823	0.00145153	0.00529922	0.000298638	0.00053504	0.000829654	0.00178541	0.000411277	0.000664249	0.000331532	0.00214611	0.000731982	0.000852504	0.00115986	0.00227839	0.000522549	0.000769211	0.000290275	0.00125977	0.000688151	0.000373932	0.000194081	0.000668091	0.000459216	0.0002804	0.000816837	0.000339377	0.000904562	0.000149647	0.000321454	0.000266262	0.000412093	0.00284983	0.00171666	0.00123308	0.000446991	0.000612982	0.000614868	0.000761127	0.000756892	0.000398004	0.000385614	0.000688338	0.000812619	0.00277289	0.00055348	0.0006422583	-0.01337591	0.104843	0.153999	0.150786	0.122722	0.233968	0.233681	0.04781126	-7.35052	0.997453	0.999348	1.00065	1.00255	0.345048	0.156006	0.160957	0.337989	0.03443535	1.388435
1384	0	-7154.387	-7443.585	289.1977	0.5464195	656354.8	0.000390853	0.000654042	0.000708463	0.00117252	0.000752621	0.00257307	0.000190101	0.000798525	0.000774052	0.000827711	0.000550094	0.000671059	0.000931725	0.00223965	0.000403335	0.000276162	0.00137503	0.000856256	0.000521936	0.000542457	0.00073117	0.00095981	0.000854722	0.000655581	0.00128832	0.000982195	0.000595269	0.000286973	0.000453786	0.000577735	0.00280953	0.00124075	0.000546578	0.000487988	0.000738022	0.00106368	0.000575681	0.000704766	0.00044498	0.00033308	0.000473131	0.00052435	0.000948037	0.000193723	0.000756566	0.000344743	0.00057949	0.000666638	0.000604589	0.000577756	0.00169106	0.000594223	0.00244395	0.0012055	0.0007697007	0.1637551	0.209214	0.205235	0.0666936	0.158347	0.147856	0.212655	0.1424052	-7.169509	0.998431	0.999599	1.0004	1.00157	0.353065	0.155284	0.146695	0.344956	0.3061603	0.4651329
1385	1	-7156.174	-7431.459	275.2852	0.2257463	101872	0.00269391	0.000286122	0.000841361	0.00118981	0.000252742	0.000933047	0.000873892	0.000640606	0.000548798	0.000652893	0.00677926	0.000526044	0.000911051	0.000518424	0.000321204	0.000430117	0.00111635	0.00179758	0.00110071	0.000273994	0.000994559	0.00192666	0.001024	0.000983598	0.000469682	0.00236373	0.000598906	0.000735371	0.00077812	0.000632549	0.00164426	0.000801535	0.000617098	0.000653149	0.000950104	0.00237682	0.000680707	0.000960588	0.00090477	0.000793581	0.00177097	0.00112513	0.000447012	0.000599155	0.000313334	0.0013278	0.00285489	0.000799752	0.000515859	0.00039522	0.000706105	0.000754746	0.0016322	0.00046433	0.0008004074	-0.2633412	0.139355	0.238162	0.116268	0.142975	0.201534	0.161706	0.2838635	-7.13039	0.99602	0.99898	1.00101	1.00399	0.342592	0.161737	0.15104	0.344632	0.0205223	13.83196
1386	0	-7166.462	-7438.036	271.5744	0.4662178	888334.1	0.000635652	0.000563119	0.0010397	0.00275443	0.000917235	0.00294336	0.00024112	0.000510785	0.00154298	0.00111397	0.000319815	0.00109621	0.00155259	0.000874755	0.000897539	0.000826219	0.000803827	0.000757609	0.000903385	0.000907406	0.000511148	0.00138348	0.00143393	0.000346345	0.00058893	0.000743033	0.000776168	0.0019039	0.000709741	0.00276999	0.00131577	0.000990516	0.00122779	0.00151381	0.000972132	0.00249561	0.00278243	0.00132827	0.000693252	0.000657145	0.000582797	0.000426609	0.0012073	0.00111822	0.000712039	0.000831103	0.000498457	0.000901198	0.000627779	0.000646934	0.000963891	0.000431861	0.00523145	0.0021389	0.0009734042	0.1123833	0.213967	0.130212	0.174836	0.176661	0.1401	0.164225	0.1459166	-6.934711	0.998652	0.999655	1.00034	1.00135	0.348311	0.157401	0.156952	0.337336	0.2582999	0.5649115
1387	1	-7155.72	-7443.222	287.5017	0.5819143	592074.2	0.00104171	0.000998861	0.000390159	0.000949562	0.000596719	0.00038535	0.000584971	0.000712657	0.00178041	0.00277378	0.00228118	0.000242056	0.000397452	0.00102637	0.00150257	0.000738181	0.000550152	0.000741212	0.000449246	0.000209143	0.000385951	0.000509992	0.000727364	0.000972224	0.000513635	0.000522719	0.00117781	0.000445648	0.000234757	0.000736472	0.000673533	0.000533191	0.00124947	0.000708802	0.000294443	0.00171832	0.00043224	0.000340665	0.000355568	0.000463834	0.00220604	0.000500814	0.000557516	0.00114268	0.000691912	0.000235604	0.00171365	0.000913945	0.000853959	0.000856378	0.00127845	0.000716134	0.00159383	0.000795224	0.0007289324	-0.2728633	0.186841	0.134216	0.116589	0.243701	0.145078	0.173574	0.273283	-7.22393	0.998349	0.999578	1.00042	1.00165	0.346722	0.145788	0.158702	0.348787	0.000419658	651.2041
1388	0	-7156.726	-7440.371	283.6445	0.2722261	45505.18	0.00087466	0.000714575	0.000578281	0.000942014	0.000935909	0.00251908	0.000817085	0.000514414	0.000710718	0.00125379	0.000704243	0.00117819	0.00156918	0.000821975	0.00145146	0.000894153	0.000777411	0.000894674	0.000691614	0.00089186	0.000345488	0.000618242	0.00039511	0.00051018	0.000990416	0.000466405	0.0017054	0.000725141	0.000929075	0.00130844	0.0008118	0.000989264	0.0024942	0.000568891	0.000229947	0.00143603	0.0011153	0.000916855	0.000676619	0.00218028	0.00119387	0.00121831	0.000501412	0.000482936	0.000586934	0.000828547	0.00124404	0.00101948	0.00141916	0.000650836	0.000647684	0.000638458	0.00319518	0.00080558	0.0007700788	-0.09304414	0.233254	0.195161	0.138435	0.1241	0.130023	0.179028	0.2491953	-7.169018	0.994048	0.998472	1.00152	1.00596	0.347127	0.161696	0.148754	0.342423	0.1561512	1.595859
1389	1	-7163.689	-7437.855	274.1663	0.5124378	644246.1	0.00111497	0.000865469	0.000765302	0.00134799	0.000147696	0.000374299	0.000716549	0.000571813	0.00030158	0.00381198	0.0049676	0.00116773	0.000108278	0.000442576	0.000350111	0.000468038	0.00124284	0.000678674	0.00075866	0.000631133	0.000399441	0.000512521	0.0012031	0.00146184	0.00139157	0.000604453	0.00145595	0.000575057	0.000300944	0.000606706	0.000307924	0.00150199	0.000416417	0.00029875	0.000570888	0.000920242	0.000599505	0.00218239	0.000862455	0.00069025	0.000572418	0.00028425	0.000666278	0.000407022	0.000604133	0.000820536	0.000961619	0.000603939	0.00156842	0.00034315	0.00103266	0.00149952	0.00395023	0.000899114	0.0007086213	0.07496711	0.221173	0.068551	0.123627	0.291689	0.160969	0.133991	0.02784588	-7.252189	0.998417	0.999595	1.0004	1.00158	0.344931	0.159794	0.157882	0.337394	0.102813	0.2708401
1390	0	-7159.495	-7434.329	274.8345	0.5949452	318089.8	0.00238121	0.000943014	0.000683018	0.000810795	0.000682796	0.00479176	0.00099596	0.000489734	0.00128802	0.000854968	0.000925963	0.000509291	0.00112679	0.000847325	0.000977733	0.000733215	0.000691975	0.000538382	0.000306096	0.000954606	0.000965578	0.000287114	0.000862289	0.00106452	0.000713461	0.00060389	0.0020103	0.000733116	0.000788097	0.000452619	0.00103382	0.00150752	0.00257381	0.00158307	0.000680275	0.000777507	0.00122091	0.00084813	0.00177848	0.00050577	0.00214874	0.000914109	0.00113997	0.00155686	0.00131696	0.00101773	0.000764375	0.00084788	0.000450696	0.000652136	0.00153439	0.00110945	0.00342887	0.00343305	0.0009645078	-0.0596594	0.137074	0.129575	0.0975061	0.317708	0.0849182	0.233218	0.1257983	-6.943893	0.997747	0.999423	1.00057	1.00225	0.342187	0.160916	0.15306	0.343837	0.06613895	1.902031
1391	1	-7165.729	-7443.81	278.0811	0.4704489	375948.6	0.0014553	0.000282606	0.00052134	0.00187232	0.000431678	0.000899983	0.000355889	0.000567778	0.000901833	0.0011303	0.00461114	0.000656035	0.000936045	0.00043833	0.00035587	0.000239492	0.000951221	0.000479803	0.00163606	0.000872927	0.000515803	0.00100715	0.000921955	0.00117944	0.000778375	0.000210915	0.000454067	0.000812091	0.000195481	0.000535324	0.000998749	0.000800171	0.000357064	0.00056988	0.000825899	0.000467013	0.00127679	0.00380684	0.000482721	0.00113978	0.000515154	0.000314498	0.00203208	0.000926204	0.000253186	0.000618499	0.000289092	0.000599431	0.000617747	0.00106895	0.000711006	0.000776046	0.0038506	0.000707077	0.0008381218	0.102395	0.253848	0.199551	0.144941	0.159839	0.119798	0.122022	0.01440455	-7.084347	0.997928	0.99947	1.00053	1.00207	0.349176	0.158706	0.149915	0.342203	0.1167996	0.1233271
1392	0	-7166.292	-7434.504	268.2121	0.4575824	219719.1	0.00128378	0.000373655	0.000500014	0.000873329	0.0012965	0.00210713	0.00100771	0.00111023	0.000587631	0.000924777	0.000792037	0.001023	0.000856395	0.00051381	0.000503646	0.00133561	0.00046437	0.000283604	0.000404554	0.00102165	0.00175635	0.00133047	0.000127222	0.000567828	0.000874191	0.000553577	0.000567973	0.00309303	0.00118748	0.00109492	0.00174388	0.00173591	0.000199979	0.00105234	0.0026953	0.00101805	0.000370492	0.000606657	0.0011121	0.00220902	0.000506569	0.000598095	0.0006196	0.000818859	0.00206549	0.000886217	0.000644123	0.000283597	0.00108785	0.00131563	0.00039379	0.00210549	0.00244339	0.0024393	0.0009860461	0.2107283	0.163745	0.148765	0.129998	0.226961	0.124562	0.205968	0.07657111	-6.921807	0.99729	0.999306	1.00069	1.00271	0.35349	0.155293	0.151522	0.339694	0.2872994	0.2665203
1393	1	-7153.928	-7438.817	284.8889	0.7587351	332831.4	0.00110893	0.000442512	0.00121862	0.000443587	0.00132601	0.00148531	0.000379766	0.000501819	0.00041123	0.00112466	0.00423536	0.000746744	0.000431605	0.000343268	0.000754877	0.000558875	0.000485305	0.00179973	0.00231658	0.000645332	0.000665478	0.000729734	0.00103746	0.000660079	0.0014097	0.000936957	0.000894555	0.000639708	0.000814515	0.000652304	0.00120673	0.00168369	0.000364345	0.000481317	0.000315161	0.000917323	0.000574194	0.00173861	0.000261055	0.00107151	0.00148709	0.000642815	0.000901342	0.000896052	0.00041629	0.000590925	0.000327506	0.000498504	0.000878958	0.00129376	0.000987501	0.00094759	0.0021457	0.00139661	0.0008074232	-0.07819011	0.182035	0.250288	0.135631	0.138195	0.0859074	0.207944	0.1056826	-7.121663	0.997798	0.999436	1.00056	1.0022	0.348514	0.14792	0.160017	0.343549	0.02749249	3.844053
1394	0	-7158.774	-7432.719	273.9458	0.1737813	741736.8	0.000295549	0.00120247	0.00127484	0.000805044	0.00168465	0.00338618	0.00103611	0.000917074	0.00129774	0.000826523	0.000671556	0.000781401	0.00157168	0.000471535	0.000855129	0.00103917	0.00107258	0.00115365	0.000900265	0.000574655	0.00151719	0.00142588	0.000371886	0.000628184	0.000267004	0.000402243	0.00209154	0.000845143	0.00209576	0.000422949	0.0012694	0.00058026	0.000717605	0.000319476	0.000306969	0.00111068	0.001773	0.00129257	0.00309622	0.00147348	0.000278118	0.000524026	0.000866383	0.000398324	0.0022852	0.00224177	0.000765502	0.000627785	0.00104178	0.000657453	0.000692982	0.000523719	0.00162973	0.0016416	0.0009094387	-0.2799001	0.181848	0.0976543	0.0587859	0.346782	0.159667	0.155263	0.3101315	-7.002683	0.998524	0.999623	1.00038	1.00148	0.363496	0.142911	0.155811	0.337782	0.03023131	10.25862
1395	1	-7164.331	-7445.345	281.0145	0.2177598	270205.4	0.00222567	0.000817565	0.000784142	0.000253834	0.000290688	0.00159684	0.00210465	0.000901329	0.000949356	0.000770204	0.00153442	0.000794924	0.00104157	0.00155936	0.000472008	0.000941881	0.00144111	0.00135505	0.000877896	0.0018838	0.00170591	0.00110019	0.000721201	0.00113208	0.000845749	0.000863418	0.00113554	0.00100275	0.00152827	0.000292898	0.000697072	0.000938085	0.00160361	0.000777183	0.000563295	0.000729485	0.000775369	0.000876725	0.00050775	0.00055526	0.000925727	0.000502709	0.000802857	0.000736991	0.000754627	0.00199238	0.000738465	0.000520959	0.000754955	0.00145382	0.000539019	0.00272774	0.00207528	0.00115505	0.0008188627	-0.1725378	0.230177	0.159954	0.174613	0.143628	0.172465	0.119163	0.1870422	-7.107594	0.997556	0.999374	1.00062	1.00245	0.343181	0.156541	0.157401	0.342878	0.01450443	12.89553
1396	0	-7170.016	-7434.943	264.9274	0.1336575	633035.2	0.00135425	0.000503553	0.00191359	0.00107202	0.00124603	0.00246738	0.000361938	0.00109495	0.000569862	0.000632265	0.000342393	0.00165036	0.000943107	0.000975182	0.001265	0.00114683	0.000528046	0.00164289	0.00111624	0.00184892	0.00125691	0.00311945	0.000449773	0.000499456	0.00305411	0.000970371	0.00116005	0.00162165	0.00107174	0.00447149	0.000337266	0.000920699	0.00247379	0.000753947	0.00100069	0.0011182	0.000794542	0.00104319	0.000817231	0.000738107	0.00193052	0.0012406	0.000646455	0.000666992	0.000976857	0.00279714	0.000292103	0.00154656	0.00143944	0.00166213	0.000804249	0.00175647	0.00128943	0.00217979	0.001138826	-0.3244447	0.2598	0.175054	0.151315	0.0885673	0.14704	0.178224	0.4417413	-6.777757	0.998403	0.999591	1.00041	1.0016	0.346467	0.155339	0.153804	0.34439	0.1172966	3.76602
1397	1	-7158.169	-7442.141	283.9722	0.0993142	559974.8	0.000589995	0.00115151	0.00245294	0.000661228	0.000449394	0.00222426	0.00113343	0.000520577	0.000652558	0.000620306	0.00202367	0.00176846	0.00125126	0.00115615	0.000589308	0.000464295	0.00054849	0.000767161	0.00116238	0.000594475	0.00103399	0.000862478	0.000570933	0.00105776	0.000772721	0.000901883	0.000464789	0.00253196	0.000491815	0.000518385	0.000760976	0.00171481	0.00115745	0.000850966	0.00119571	0.000660722	0.000398993	0.0011771	0.00139636	0.0013874	0.000827108	0.000734677	0.000973285	0.000319852	0.000564456	0.00223229	0.000451319	0.00112635	0.00129309	0.000208785	0.000593946	0.000886336	0.00181896	0.000401467	0.000803544	0.1009759	0.166362	0.115608	0.0599414	0.286668	0.183499	0.187921	0.01232946	-7.126479	0.998302	0.999566	1.00043	1.0017	0.337851	0.151304	0.153674	0.357171	0.1133054	0.1088162
1398	0	-7186.81	-7441.903	255.0934	0.2433242	264250.9	0.00173912	0.00172286	0.00197002	0.00113751	0.0019462	0.00440718	0.00147681	0.000516778	0.00159749	0.000876591	0.00149385	0.000895342	0.000580882	0.00040521	0.00189881	0.00092365	0.00448142	0.000791812	0.00107933	0.000760022	0.000727238	0.00235682	0.00067842	0.000756766	0.00153017	0.00167782	0.00124807	0.00172873	0.000399788	0.00142186	0.00138982	0.00122501	0.0031609	0.00100413	0.00345239	0.00107286	0.00156917	0.00150484	0.0011961	0.00184936	0.00213413	0.00205797	0.002402	0.00240411	0.0011174	0.000734999	0.00106039	0.00229463	0.000377548	0.000559156	0.00215234	0.00150179	0.00450127	0.0012831	0.001383302	0.1620972	0.210154	0.158273	0.123206	0.0562581	0.13562	0.316489	0.07814576	-6.583282	0.997528	0.999367	1.00063	1.00247	0.355669	0.147971	0.155213	0.341147	0.2402429	0.3252781
1399	1	-7143.012	-7429.792	286.78	0.3560024	350161.9	0.00111535	0.000664334	0.000231914	0.000805391	0.000563221	0.000649095	0.00081147	0.00107259	0.00220707	0.000726944	0.00544742	0.000413795	0.000948342	0.00115293	0.000503752	0.000246895	0.000352137	0.000658398	0.000931617	0.00100755	0.000448449	0.00215947	0.000235625	0.000464149	0.00100413	0.000584005	0.000758663	0.00100778	0.000210924	0.000636723	0.000459341	0.00040802	0.000640549	0.00143114	0.000298966	0.000233985	0.000725638	0.00170558	0.000897486	0.000784631	0.000990547	0.000888948	0.000500472	0.000852879	0.000441478	0.000415644	0.000465173	0.000431882	0.00124013	0.000244576	0.000859811	0.000686741	0.00208932	0.000828665	0.0006721451	0.05100229	0.0824113	0.136799	0.0591322	0.282798	0.165768	0.273092	0.09221788	-7.305036	0.997853	0.999451	1.00055	1.00215	0.356799	0.151617	0.148888	0.342695	0.1432202	0.6438889
1400	0	-7168.833	-7443.917	275.0835	0.7205055	42516.17	0.00118047	0.000389409	0.00173969	0.00167633	0.000626568	0.00385292	0.000609518	0.00137585	0.000600928	0.00138582	0.000357881	0.000961392	0.00099164	0.000787329	0.000341312	0.00119543	0.000434054	0.00208036	0.0010844	0.00116301	0.000460105	0.00087969	0.00140189	0.000696715	0.000537082	0.000917459	0.00121522	0.000387002	0.00147119	0.0013591	0.00100505	0.00155822	0.00185003	0.000635764	0.00101672	0.000645061	0.00102576	0.000912405	0.000902643	0.0013044	0.000774858	0.00304955	0.000689008	0.00125582	0.00298433	0.000394709	0.00114639	0.00119253	0.000295776	0.000308767	0.000905044	0.00110798	0.0009069	0.00130969	0.00109555	0.02893393	0.181257	0.151932	0.0977539	0.183726	0.116972	0.26836	0.02063634	-6.816499	0.993842	0.998419	1.00157	1.00617	0.355546	0.147099	0.156979	0.340376	0.04957026	0.4163047
1401	1	-7171.438	-7434.684	263.2456	0.1377156	219855.7	0.000400834	0.000363993	0.00106348	0.000715293	0.000380231	0.00177979	0.00239888	0.000339389	0.00257153	0.001659	0.00493099	0.000988825	0.00112876	0.00124977	0.000602928	0.000736956	0.000453748	0.00068081	0.00138205	0.000905022	0.00105505	0.00139928	0.000956108	0.00129549	0.00101498	0.0014441	0.00281204	0.00140189	0.00223301	0.00045635	0.00199044	0.00136097	0.000584691	0.00130384	0.0020015	0.00202435	0.000998612	0.00197693	0.0011257	0.000696369	0.0023025	0.000707678	0.00169833	0.00139002	0.00086503	0.00193269	0.00103752	0.00197608	0.00137066	0.000638604	0.0012298	0.00216375	0.00179173	0.00267134	0.001233434	-0.063764	0.107839	0.249149	0.0756684	0.246608	0.134083	0.186653	0.09563317	-6.697953	0.99729	0.999306	1.00069	1.00271	0.354112	0.155673	0.150101	0.340114	0.03186917	3.000805
1402	0	-7174.176	-7439.508	265.3319	0.6449428	735447	0.0023871	0.000681442	0.00137878	0.00114597	0.00155626	0.00346593	0.00111704	0.000498809	0.000291331	0.000954876	0.000583334	0.000741265	0.000675997	0.000451389	0.00208629	0.000740824	0.000713907	0.000385309	0.00166084	0.000445693	0.000368432	0.00113877	0.00066087	0.000420204	0.000694408	0.000616083	0.00102	0.000519771	0.000438466	0.000525221	0.00197485	0.000862893	0.000326882	0.000378176	0.00200696	0.00125177	0.00078102	0.0010864	0.00077428	0.000887703	0.000588607	0.00215896	0.000693248	0.0027932	0.0011919	0.00177876	0.000452836	0.00143132	0.000232483	0.00103682	0.0010859	0.00229871	0.00433491	0.00510368	0.0009019187	-0.03849171	0.125453	0.121307	0.0908528	0.382492	0.111273	0.168623	0.1135316	-7.010986	0.998518	0.999621	1.00038	1.00148	0.351519	0.145433	0.159605	0.343443	0.0750399	1.51295
1403	1	-7139.621	-7432.146	292.5248	0.3554862	303663	0.000528748	0.000632884	0.000453755	0.00070683	0.000953225	0.000580137	0.00142708	0.000345773	0.000585976	0.000717495	0.00213332	0.000438101	0.000288969	0.00052799	0.0013591	0.000655694	0.000732666	0.000581148	0.00154936	0.000950263	0.000757017	0.000880835	0.00095903	0.000493586	0.00117674	0.00119362	0.000701341	0.00106707	0.000657427	0.000973108	0.000328358	0.000632526	0.000597543	0.000528854	0.000290904	0.000515003	0.00122502	0.00113903	0.00229739	0.000888848	0.000855799	0.000849942	0.000947	0.000747452	0.000873279	0.000694253	0.00117497	0.000224401	0.00123985	0.00117527	0.000864338	0.000902503	0.00256021	0.00108857	0.0007658518	-0.05676897	0.164292	0.169827	0.0793836	0.226715	0.180047	0.179736	0.1069626	-7.174522	0.997694	0.99941	1.00059	1.00231	0.365739	0.146599	0.146605	0.341057	0.05019361	2.131
1404	0	-7153.582	-7427.701	274.1188	0.1619697	715319.3	0.000899165	0.000514338	0.000671634	0.00235927	0.000588277	0.00457966	0.000838548	0.000189213	0.000679259	0.00129682	0.000759415	0.00119128	0.000649808	0.000983075	0.00119414	0.000315544	0.0013007	0.000229125	0.00103502	0.000353794	0.000993695	0.00161068	0.00175128	0.000790565	0.00106162	0.000555099	0.00080197	0.000738597	0.000717015	0.00133043	0.000696238	0.00107724	0.000757186	0.000528571	0.000468864	0.00141141	0.000283494	0.000762487	0.000340537	0.000288422	0.000590946	0.000997852	0.000308895	0.000458138	0.000588128	0.00366069	0.000743755	0.000340966	0.000280769	0.000532748	0.000678708	0.000260397	0.00418523	0.00160927	0.0008444001	-0.06721099	0.228349	0.124889	0.12493	0.141214	0.164506	0.216112	0.2438352	-7.076884	0.998497	0.999616	1.00038	1.0015	0.352065	0.148171	0.152609	0.347155	0.1766242	1.380531
