Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_occidentalis	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
295	1	-7147.118	-7437.061	289.9432	0.2750423	719099.5	0.000732825	0.000444812	0.000456202	0.0010296	0.000359591	0.000343276	0.00121206	0.000516324	0.000719792	0.00032459	0.00178721	0.000630459	0.000351962	0.000315094	0.000971549	0.00107167	0.000764824	0.000635818	0.00119089	0.000466263	0.00114147	0.000207727	0.000992554	0.00100004	0.00019443	0.000479563	0.000474647	0.00137709	0.000491208	0.000604073	0.00067117	0.000212683	0.000654248	0.000491963	0.000849502	0.00109714	0.000375558	0.000944532	0.000523933	0.000473431	0.00119151	0.000711261	0.00157124	0.000705606	0.000877367	0.000853501	0.000230996	0.00083018	0.00167119	0.000768332	0.000996299	0.00360348	0.0014513	0.000622952	0.0006263895	-0.2030936	0.193249	0.165908	0.104098	0.107091	0.155433	0.274222	0.3233872	-7.375538	0.998501	0.999617	1.00038	1.0015	0.35621	0.152052	0.14869	0.343047	0.1202936	2.688315
296	0	-7148.951	-7432.542	283.5912	0.2602762	258466.2	0.00142433	0.000823507	0.00144752	0.000605462	0.00117388	0.00195832	0.00107064	0.000649515	0.00184016	0.000768414	0.000515428	0.000802781	0.000924385	0.00074518	0.000351358	0.00124823	0.000782397	0.000593684	0.000635386	0.000896182	0.00074267	0.00114555	0.000743594	0.000126477	0.000410475	0.00181787	0.0011493	0.000273483	0.000486835	0.000693954	0.000967867	0.000545475	0.00114926	0.0027913	0.000741812	0.00249691	0.000957785	0.000735335	0.000463943	0.000616978	0.000788782	0.0014383	0.000402227	0.000997904	0.000612837	0.00174539	0.000409388	0.000512233	0.000640994	0.000820732	0.00130366	0.000845619	0.00117625	0.000566181	0.0007475255	0.1514586	0.158607	0.18014	0.128492	0.0946055	0.183559	0.254597	0.1639367	-7.198742	0.997501	0.99936	1.00064	1.0025	0.35793	0.153993	0.152535	0.335543	0.3153954	0.5197817
297	1	-7168.383	-7431.517	263.1338	0.6534859	326027.8	0.00227906	0.00048714	0.000408155	0.000532016	0.000651207	0.000934076	0.000471003	0.000400626	0.00109349	0.00150821	0.00343262	0.000830031	0.000958937	0.00188542	0.00271042	0.00168171	0.000657087	0.00158563	0.00138255	0.00057161	0.00110357	0.000772938	0.000792985	0.000623837	0.00107952	0.00102214	0.000435699	0.000814289	0.00126576	0.00220842	0.00245275	0.000388287	0.000742377	0.00103902	0.00116174	0.00340052	0.0020025	0.00198146	0.00163626	0.000605069	0.00275377	0.00123773	0.000617206	0.000823017	0.00378025	0.00169238	0.000615165	0.00041462	0.00227732	0.00105421	0.00136129	0.00144514	0.00150186	0.00142371	0.001069859	-0.5009371	0.183828	0.157989	0.104104	0.102182	0.257451	0.194446	0.5321996	-6.840228	0.997775	0.999431	1.00057	1.00223	0.3539	0.151031	0.149257	0.345812	0.03126255	17.02355
298	0	-7157.731	-7441.006	283.2749	0.4258268	456646.5	0.00100606	0.00032952	0.00106298	0.000507027	0.00109854	0.00364989	0.00191966	0.00128941	0.000552673	0.00157659	0.00121182	0.000780789	0.00149276	0.000292266	0.000484455	0.000707582	0.00104907	0.00115552	0.000396472	0.000611857	0.000216145	0.00109729	0.000778927	0.000727562	0.000517034	0.00116099	0.00146751	0.000698774	0.000673921	0.00156052	0.000374575	0.000815026	0.000366838	0.000990416	0.00145046	0.000877617	0.000756415	0.000359853	0.000474574	0.000691002	0.000682829	0.00071693	0.00111513	0.000669792	0.000197816	0.000988388	0.000653997	0.000733105	0.00027148	0.00103133	0.00120186	0.00169281	0.00207575	0.000686493	0.000804427	0.04949874	0.181068	0.257072	0.114224	0.0841005	0.195731	0.167804	0.1663746	-7.12538	0.99812	0.999519	1.00048	1.00188	0.359297	0.149602	0.155565	0.335536	0.2158734	0.7707047
299	1	-7151.004	-7430.128	279.1247	0.4539429	552508.4	0.000915942	0.000850697	0.000239427	0.000331682	0.00225911	0.000528452	0.000242837	0.00059521	0.00101733	0.00353364	0.00201865	0.000888298	0.000325865	0.000145083	0.000683737	0.00087202	0.00017765	0.000686263	0.000924316	0.00056226	0.000213879	0.000273	0.000364924	0.00091614	0.000618999	0.000903753	0.000975805	0.00056479	0.000557505	0.000601857	0.000565482	0.000298038	0.0014173	0.000139239	0.00121457	0.00222184	0.000797724	0.00112304	0.00167845	0.000479186	0.0003909	0.000697572	0.000495006	0.000190994	0.000794646	0.000875848	0.000689806	0.000719051	0.000250114	0.000537407	0.000398322	0.00185519	0.000725483	0.00182403	0.000548701	0.5235424	0.243375	0.209167	0.0845861	0.134085	0.162505	0.166282	0.03711798	-7.507957	0.99829	0.999563	1.00044	1.00171	0.353096	0.148361	0.151019	0.347524	0.5606604	0.06620404
300	0	-7171.078	-7439.951	268.8724	0.4698683	302273.1	0.0007142	0.000451671	0.00156527	0.00132953	0.000689705	0.00332057	0.000501424	0.000271602	0.00144122	0.000397864	0.000876486	0.00159542	0.00127743	0.00162889	0.000291267	0.000461302	0.00131903	0.00139739	0.000926836	0.000356969	0.00204092	0.00096628	0.000922713	0.000534847	0.0018036	0.000765821	0.00242435	0.000566239	0.000751014	0.00051436	0.00104585	0.000721296	0.000878204	0.00383042	0.00192097	0.000306273	0.000998464	0.00146313	0.000981038	0.000351907	0.000667999	0.000605423	0.00161621	0.00152992	0.00130584	0.00139684	0.00107657	0.000741385	0.000596825	0.00160205	0.000958293	0.000506358	0.00201384	0.00272055	0.0009082039	0.1939173	0.153796	0.184751	0.154256	0.228979	0.146296	0.131922	0.1147763	-7.004042	0.997689	0.999409	1.00059	1.00231	0.352783	0.150521	0.156219	0.340478	0.3086936	0.371813
301	1	-7157.814	-7428.03	270.2159	0.1826434	322838.1	0.00184577	0.0020459	0.0011382	0.00146609	0.00206908	0.00068213	0.000887366	0.000673975	0.000718085	0.00134787	0.00360597	0.00122929	0.00115587	0.000599165	0.000568637	0.00048025	0.000493377	0.0012098	0.00106514	0.000694456	0.000390454	0.000925314	0.000815235	0.0010638	0.000428037	0.00106837	0.0005319	0.0021995	0.000693234	0.00161559	0.000957203	0.000781659	0.000246877	0.000582853	0.00217828	0.00171602	0.00277901	0.00122769	0.000773437	0.000363209	0.00114667	0.000629506	0.000437265	0.00103992	0.000430236	0.000407806	0.00222278	0.000660613	0.00107381	0.00115636	0.00111253	0.00412289	0.00136412	0.00291911	0.001047589	-0.03660282	0.146192	0.162092	0.106003	0.270854	0.142347	0.172512	0.05563453	-6.861264	0.997764	0.999428	1.00057	1.00224	0.353188	0.145708	0.153308	0.347796	0.01903172	2.923254
302	0	-7146.098	-7439.892	293.7945	0.3925291	427533	0.000696424	0.000460879	0.000847273	0.000571244	0.00273595	0.0015133	0.000650387	0.000630867	0.000364297	0.00091003	0.00056145	0.0005717	0.000552322	0.00159672	0.000501319	0.000529688	0.00349165	0.000874647	0.000340286	0.000389856	0.00101515	0.00055119	0.000874631	0.000651617	0.000460478	0.000250721	0.000503976	0.000369237	0.00092164	0.000432856	0.000833726	0.000910601	0.000472869	0.00139972	0.000868004	0.000499278	0.00046999	0.000324793	0.000924384	0.000436056	0.000380923	0.000803008	0.000406901	0.000715209	0.000589036	0.00159393	0.000841745	0.000357704	0.000475265	0.000384331	0.000413673	0.00152164	0.0021392	0.00184106	0.0006548275	-0.107252	0.102081	0.157791	0.177765	0.209851	0.110035	0.242478	0.1210309	-7.331139	0.998057	0.999503	1.0005	1.00194	0.355643	0.151741	0.149378	0.343238	0.01377892	8.783776
303	1	-7156.58	-7430.989	274.4085	0.473233	272213	0.00123435	0.00059312	0.00125035	0.000933556	0.00083383	0.000716244	0.00151	0.000974032	0.00101178	0.00233767	0.00260652	0.000587887	0.000802819	0.000618654	0.0011219	0.000913379	0.00067522	0.000506422	0.000951756	0.00064394	0.000461889	0.0011747	0.00113572	0.00256219	0.000697669	0.00138001	0.0017553	0.000439387	0.00051266	0.000616577	0.00149912	0.000827639	0.00114085	0.000769421	0.00340398	0.00246621	0.00119113	0.00313081	0.000432914	0.000519304	0.00110318	0.000667023	0.00231549	0.000631327	0.000579274	0.00115294	0.000880795	0.000832257	0.00100678	0.000291695	0.00127664	0.00274888	0.000694724	0.00209874	0.001058243	-0.0596755	0.182226	0.173285	0.0650661	0.22195	0.0830662	0.274406	0.07194705	-6.851145	0.997565	0.999377	1.00062	1.00244	0.360528	0.144751	0.154743	0.339978	0.01227155	5.862913
304	0	-7163.459	-7436.53	273.0714	0.408596	17950.72	0.00128637	0.00075785	0.00204733	0.000370921	0.00122417	0.00281801	0.000620949	0.000765268	0.00115109	0.00111092	0.00113851	0.000813653	0.00135536	0.000251307	0.00110603	0.000624194	0.00109972	0.00180403	0.000850815	0.000484556	0.000902311	0.00262396	0.00191087	0.000765121	0.00107418	0.00060321	0.00138659	0.000568191	0.00055843	0.00101888	0.00179481	0.00192334	0.000598595	0.00207928	0.00139162	0.000637461	0.000758637	0.00253764	0.000479065	0.00062364	0.00040594	0.000785728	0.00015525	0.000435261	0.00102065	0.000791777	0.0012122	0.000484046	0.000650655	0.00117192	0.000814793	0.00103246	0.00403314	0.00167201	0.0008785653	0.03105323	0.100198	0.185261	0.131349	0.108469	0.118187	0.356536	0.01128512	-7.03722	0.990529	0.997561	1.00241	1.0095	0.34591	0.152302	0.152159	0.349628	0.04233835	0.2665461
305	1	-7152.752	-7429.774	277.0213	0.3776447	996097.7	0.0012742	0.00171854	0.000486113	0.000963127	0.000655931	0.000790192	0.000796357	0.00098987	0.00068035	0.000822783	0.00260863	0.00100264	0.000507175	0.000304964	0.000386608	0.000456475	0.000917917	0.00120752	0.000378639	0.000542775	0.000993831	0.000241984	0.000593733	0.00237355	0.000373662	0.000462318	0.000833456	0.000400047	0.00152336	0.000655265	0.000939355	0.00138956	0.0010196	0.000569373	0.00207306	0.000873386	0.000686456	0.000549251	0.000866013	0.00180611	0.000624096	0.00139757	0.00110789	0.000853248	0.000743949	0.000850205	0.000276614	0.00406177	0.000742695	0.0019964	0.00161453	0.00341333	0.00108664	0.00124046	0.0008100302	-0.07902982	0.135879	0.140225	0.0793489	0.129568	0.276401	0.238579	0.1274637	-7.118439	0.998727	0.999674	1.00033	1.00127	0.357823	0.148472	0.157103	0.336601	0.04843386	2.631706
306	0	-7154.62	-7434.623	280.0031	0.2072866	782573.9	0.000771761	0.000972053	0.0022349	0.000841981	0.000771693	0.00290565	0.000916598	0.00101474	0.000718055	0.00115852	0.00030392	0.00165841	0.0011521	0.00042565	0.000463941	0.000689573	0.000895737	0.000663325	0.000454206	0.00179665	0.000387588	0.00171721	0.000669387	0.000511276	0.000751238	0.00157583	0.000503276	0.000729309	0.000699085	0.000932542	0.000444586	0.000632518	0.000779128	0.0030845	0.002342	0.0009805	0.000560026	0.000795496	0.000420465	0.000426236	0.000596606	0.000610319	0.000325704	0.000288	0.00126756	0.00107793	0.00139056	0.00110813	0.000637813	0.00152192	0.000459495	0.000518326	0.0022287	0.00192784	0.0008944459	0.3471335	0.283505	0.161373	0.121112	0.137403	0.123404	0.173204	0.05290379	-7.019306	0.998563	0.999633	1.00037	1.00144	0.36202	0.156281	0.152228	0.329472	0.4000373	0.1322471
307	1	-7175.528	-7437.358	261.8291	0.3031597	668363	0.00200121	0.00177547	0.000155121	0.00079014	0.000869001	0.000772871	0.000286615	0.00178387	0.000334606	0.00073415	0.00345205	0.00266783	0.000112152	0.00143488	0.000984959	0.000712397	0.000281146	0.00227	0.000596319	0.000867546	0.000564777	0.000720921	0.00179924	0.00298971	0.00145827	0.000572846	0.000398278	0.000708381	0.000849519	0.000992097	0.000927568	0.000967291	0.00132255	0.000458111	0.000946099	0.000552669	0.00129815	0.000919696	0.00282922	0.000462735	0.000817341	0.00137549	0.000771386	0.000461642	0.000700718	0.00157958	0.00162918	0.000901564	0.000833771	0.000348053	0.00093864	0.0023826	0.000335714	0.00293518	0.0008206621	0.1076093	0.115035	0.241786	0.0991632	0.255015	0.0828508	0.206149	0.1944078	-7.105399	0.998446	0.999602	1.0004	1.00156	0.346872	0.148907	0.167509	0.336712	0.3020171	0.6436979
308	0	-7163.671	-7433.247	269.5761	0.4795111	598561.7	0.00142163	0.000932948	0.00127247	0.00109546	0.000446104	0.00510956	0.000519336	0.000727709	0.000702053	0.00084753	0.000268832	0.00108477	0.00104803	0.00124702	0.000631525	0.000946642	0.00233245	0.000228264	0.00164505	0.000350605	0.000320846	0.00133612	0.000495223	0.000981415	0.000274914	0.00091566	0.000934527	0.000590576	0.000793459	0.000954199	0.00104075	0.000887954	0.00105411	0.00108003	0.000600722	0.000906202	0.000535107	0.000168366	0.000173276	0.00030999	0.000859692	0.00163161	0.000341149	0.0020234	0.000755489	0.00157803	0.00021492	0.00142139	0.000293013	0.00213184	0.000664827	0.00088062	0.00216456	0.00132983	0.0007947683	0.3945285	0.20433	0.134085	0.0741812	0.173399	0.226102	0.187903	0.1716697	-7.13746	0.998358	0.99958	1.00042	1.00164	0.363463	0.144937	0.152879	0.338722	0.5661982	0.3031971
309	1	-7150.824	-7437.072	286.2483	0.2040608	221535.9	0.00123322	0.000596778	0.000609694	0.00179191	0.00122462	0.000705793	0.00122153	0.000562565	0.000552707	0.00035967	0.00242612	0.000244593	0.000456933	0.000537	0.000670877	0.000290603	0.000834021	0.00168229	0.000765362	0.000622113	0.000600308	0.00173929	0.000306865	0.00054734	0.000827409	0.00079041	0.000260898	0.000797371	0.00121287	0.000211426	0.00256353	0.000504182	0.00059759	0.0004068	0.00210091	0.000837919	0.000278518	0.00130613	0.00027378	0.000414668	0.000543482	0.000348218	0.000427128	0.00047311	0.0010312	0.000682159	0.000437114	0.00028278	0.00182214	0.00075542	0.000479258	0.00202454	0.000450431	0.00204459	0.0006571806	-0.1011401	0.199962	0.124416	0.087488	0.152736	0.188077	0.24732	0.1225948	-7.327552	0.997301	0.999309	1.00069	1.0027	0.370647	0.15317	0.154281	0.321902	0.02145476	5.71411
310	0	-7150.056	-7432.802	282.7463	0.3935323	415120.9	0.000754571	0.000303706	0.000710801	0.00060072	0.00117766	0.00459625	0.000881347	0.000782586	0.000367354	0.000594597	0.000230896	0.000596233	0.000574034	0.000194875	0.000396362	0.00118584	0.00105102	0.000709004	0.000394087	0.0002118	0.000529903	0.000796766	0.000563096	0.000634989	0.00137006	0.000442838	0.000406264	0.000286741	0.000697574	0.00107074	0.000653369	0.00190214	0.00145685	0.00133386	0.0012236	0.000585753	0.000773915	0.0014219	0.00209003	0.000357153	0.000405154	0.000478609	0.00070174	0.000755675	0.00111554	0.000253249	0.000668594	0.00031012	0.0013927	0.000502849	0.00134219	0.000695501	0.00149177	0.00215827	0.0006033753	0.03183331	0.166398	0.163325	0.0919935	0.227606	0.104034	0.246644	0.1132395	-7.412971	0.998028	0.999495	1.0005	1.00197	0.353006	0.15627	0.154368	0.336356	0.1450728	0.7805701
311	1	-7138.589	-7435.27	296.6809	0.3594639	838265	0.000484338	0.000227996	0.000752291	0.000964107	0.00059832	0.000887778	0.000436828	0.000896331	0.000411612	0.000634977	0.00298436	0.000339956	0.000350787	0.000952465	0.00040911	0.000467507	0.000984242	0.00168895	0.000859822	0.000247407	0.000530148	0.000434795	0.0002188	0.000401428	0.000611899	0.000362204	0.000739653	0.00178524	0.000493029	0.000244216	0.000894139	0.000425801	0.000507903	0.000573679	0.00189382	0.00157674	0.000397841	0.000829923	0.000516722	0.000679519	0.000741495	0.00127346	0.000883219	0.000308309	0.000447468	0.000907625	0.000626095	0.000659889	0.000708793	0.000565215	0.000500683	0.00190051	0.000501392	0.000543803	0.0005826825	-0.4285038	0.136978	0.124889	0.105346	0.282446	0.11192	0.238421	0.4293118	-7.447868	0.998612	0.999645	1.00035	1.00139	0.362458	0.154194	0.143826	0.339522	0.0008080074	531.3215
312	0	-7143.322	-7435.679	292.3569	0.4625814	891682.5	0.000760104	0.00104297	0.000970901	0.000370754	0.000744609	0.00218721	0.000895359	0.000314242	0.000720825	0.000633688	0.000923714	0.000848711	0.000566319	0.00063986	0.000225224	0.00064602	0.000784906	0.000351104	0.000509998	0.000574618	0.000523823	0.000707707	0.000633115	0.00153678	0.00117458	0.000652462	0.000785009	0.000270901	0.000241575	0.00113836	0.000874325	0.000452128	0.000834988	0.00179396	0.00186352	0.00126298	0.000609149	0.00105517	0.000629992	0.000592268	0.000936597	0.000975986	0.000757851	0.00036085	0.000840466	0.00067489	0.000435089	0.000414755	0.00064402	0.000463177	0.000299771	0.000133539	0.00214032	0.0010418	0.0006977033	0.2533626	0.163826	0.251652	0.0851067	0.224089	0.119536	0.155791	0.09173772	-7.267717	0.998654	0.999656	1.00034	1.00135	0.34991	0.149482	0.152266	0.348342	0.3451004	0.2658291
313	1	-7156.277	-7432.635	276.358	0.5131746	580630.2	0.00124648	0.000334993	0.000145452	0.000939057	0.000672433	0.000312821	0.000447956	0.000398448	0.000341408	0.00102761	0.00449487	0.000157395	0.00122193	0.00123459	0.000784284	0.000531408	0.00196096	0.000383956	0.0014888	0.00076947	0.000438949	0.000527039	0.000344485	0.000484623	0.000798916	0.000338236	0.00129914	0.0007388	0.000547961	0.000516878	0.000670658	0.000193244	0.000831992	0.00123234	0.00288181	0.00245516	0.000227141	0.000614841	0.000275944	0.000274189	0.00104804	0.000306022	0.000673756	0.00219038	0.000692927	0.000337403	0.000202934	0.00120423	0.000929715	0.000571062	0.00141769	0.00111312	0.000701367	0.00125023	0.0005846272	-0.04323461	0.101183	0.146107	0.0879264	0.301148	0.109427	0.254208	0.1182924	-7.444536	0.998332	0.999573	1.00043	1.00167	0.351455	0.153154	0.15931	0.336081	0.07505782	1.576017
314	0	-7164.927	-7430.177	265.2497	0.200583	57480.89	0.000386543	0.00591422	0.002177	0.00128213	0.000468903	0.00235399	0.000477112	0.00198098	0.000378914	0.00115746	0.00235051	0.000396238	0.000835668	0.000852117	0.00139996	0.000681578	0.00171247	0.000599917	0.000803426	0.000456553	0.00160195	0.000684663	0.000802585	0.0010952	0.00027665	0.00400825	0.000647492	0.000515144	0.000448924	0.000999819	0.00119509	0.000657164	0.000971104	0.00178075	0.00101299	0.000218022	0.000711766	0.001115	0.000361587	0.00167558	0.000992665	0.00144219	0.000441318	0.00117538	0.00152907	0.00165382	0.000498197	0.000777253	0.0010628	0.000826343	0.00195258	0.00120891	0.0019208	0.000776915	0.001096677	-0.03829828	0.198324	0.151695	0.0667629	0.138153	0.234114	0.210951	0.2037009	-6.81547	0.994703	0.998641	1.00135	1.00531	0.353889	0.147607	0.154532	0.343972	0.1654026	1.231546
315	1	-7150.079	-7432.545	282.4666	0.4779806	130827.9	0.000569159	0.000460693	0.000418221	0.000587571	0.000589094	0.000576333	0.000269212	0.000598502	0.000259185	0.00162015	0.00160703	0.000956829	0.00143438	0.000188966	0.000303205	0.000859631	0.000350518	0.000583522	0.00122865	0.00117044	0.000493819	0.000866745	0.000255606	0.000261057	0.000498902	0.000427751	0.000332772	0.000895984	0.00226392	0.000849599	0.00103712	0.000214977	0.000520016	0.0006105	0.00406402	0.000815788	0.00054531	0.000535591	0.00148923	0.000427872	0.00133663	0.00029607	0.000391568	0.000402447	0.00129908	0.000710078	0.000255775	0.000636699	0.000574406	0.000376419	0.000619442	0.00381697	0.00221483	0.000559565	0.0005456267	-0.05042337	0.191947	0.156269	0.108591	0.108091	0.121193	0.31391	0.1180703	-7.513576	0.996488	0.9991	1.0009	1.00352	0.347997	0.154262	0.156359	0.341382	0.06764693	1.74539
316	0	-7168.137	-7435.842	267.7043	0.3339614	422772	0.00102777	0.00183803	0.000723302	0.00260796	0.00106113	0.00255702	0.000624082	0.000531841	0.00113221	0.00124287	0.00162649	0.000394736	0.0018819	0.000663385	0.000524537	0.00117951	0.00193552	0.000214582	0.0012733	0.000940856	0.0036517	0.000839422	0.00126775	0.000329027	0.000250435	0.000650728	0.00116224	0.000759687	0.000455326	0.000839394	0.000583467	0.00111608	0.000848705	0.00106504	0.000890669	0.000431554	0.000517119	0.000603688	0.00191118	0.000841895	0.00110783	0.000873169	0.00101154	0.000258724	0.00162456	0.00141932	0.000465002	0.00184751	0.00041533	0.0002805	0.000173985	0.00271745	0.00253272	0.00115826	0.0008181246	-0.2217853	0.158373	0.227267	0.0813367	0.215428	0.118412	0.199183	0.310559	-7.108496	0.998046	0.9995	1.0005	1.00196	0.34375	0.152717	0.155715	0.347819	0.08877366	3.498323
317	1	-7159.42	-7438.719	279.2984	0.5146112	210223.7	0.00111739	0.00056051	0.000470215	0.000363624	0.000484416	0.000800355	0.0010838	0.000485537	0.00359369	0.00416668	0.00302113	0.00118196	0.00133104	0.000575074	0.000804902	0.00057578	0.00194265	0.00116081	0.00164899	0.000497816	0.000652687	0.00130622	0.000542419	0.000618981	0.000426474	0.000620501	0.000707242	0.00197233	0.00110076	0.000651959	0.000333535	0.0002	0.000426421	0.00143213	0.000920465	0.000421176	0.000502855	0.00109481	0.00066476	0.000906447	0.000806175	0.000509152	0.000433908	0.000481346	0.000396888	0.000961432	0.000453214	0.00050782	0.000497918	0.00135555	0.00175424	0.00253064	0.000516058	0.000399783	0.0008739452	0.04824031	0.205082	0.139769	0.0531324	0.1242	0.169483	0.308333	0.05309218	-7.042493	0.997229	0.999291	1.00071	1.00277	0.36075	0.146634	0.151393	0.341224	0.1013325	0.5239403
318	0	-7164.032	-7436.891	272.8591	0.1903848	253245.8	0.00095777	0.000678976	0.00134101	0.00115701	0.000848997	0.00607833	0.000968417	0.00104582	0.000798345	0.00046701	0.000798185	0.000479581	0.00116526	0.00134996	0.00173594	0.000730464	0.000828141	0.00109812	0.00102648	0.000928497	0.000531718	0.00108782	0.000572441	0.000632384	0.000843951	0.000890072	0.00181467	0.000666326	0.00175118	0.000405549	0.000193657	0.00135929	0.00132923	0.0045073	0.00115148	0.00115656	0.00169109	0.000663486	0.000230981	0.000729306	0.000489265	0.00307414	0.000730155	0.00112647	0.00239873	0.00116797	0.000348982	0.000516983	0.000881902	0.000696806	0.00068297	0.00119543	0.00163492	0.00072875	0.0009729919	-0.05847301	0.184103	0.127463	0.078458	0.265515	0.0656352	0.278826	0.06235569	-6.935135	0.997475	0.999354	1.00064	1.00253	0.34376	0.156261	0.155719	0.344259	0.003882685	16.05994
319	1	-7167.049	-7435.702	268.6522	0.469992	701365.8	0.00112409	0.000490791	0.000603231	0.00246964	0.000419128	0.000792396	0.00450022	0.000360082	0.000813004	0.000234314	0.00402535	0.00239818	0.00031874	0.000407653	0.000741143	0.000469579	0.00127752	0.000811217	0.000327512	0.000387723	0.000382156	0.000825048	0.000427916	0.000523541	0.000593175	0.000657623	0.000786554	0.00200783	0.000865572	0.000971676	0.000301973	0.000276856	0.0004274	0.00296984	0.00381967	0.00194751	0.000450481	0.000749214	0.00103575	0.000389222	0.000674262	0.000518634	0.00126728	0.000620514	0.000894559	0.00115937	0.000607074	0.000399471	0.000813648	0.000696868	0.000961664	0.00412249	0.000709789	0.00029413	0.0008386611	0.07841012	0.210187	0.236904	0.054455	0.234593	0.0787686	0.185092	0.09430582	-7.083704	0.998483	0.999612	1.00039	1.00152	0.348669	0.15107	0.159225	0.341035	0.1727159	0.5460169
320	0	-7164.255	-7440.622	276.3666	0.1954958	37143.64	0.000431292	0.00137969	0.000928213	0.000544197	0.000455388	0.0054182	0.000966594	0.000988179	0.000473778	0.000645348	0.00100099	0.000498259	0.000770347	0.00178144	0.000707837	0.000592514	0.00147864	0.0022349	0.00134884	0.00108394	0.00119727	0.00140327	0.000640335	0.00100009	0.00181256	0.00100687	0.00112906	0.00083037	0.00126672	0.000836678	0.000807397	0.00174509	0.000793182	0.00137958	0.00148171	0.000871471	0.000520166	0.000796443	0.000834513	0.00027594	0.00245705	0.000529454	0.000775714	0.0010984	0.000911906	0.000991216	0.000456694	0.000809649	0.00130966	0.000887802	0.000659805	0.000874203	0.00312545	0.00127143	0.0008864513	0.4198635	0.271047	0.168406	0.0446333	0.146666	0.156762	0.212485	0.1194446	-7.028284	0.993412	0.998308	1.00168	1.0066	0.357325	0.147846	0.159815	0.335014	0.539308	0.2214775
321	1	-7157.636	-7440.399	282.762	0.4675028	142463.2	0.000398925	0.000136899	0.000428203	0.000952089	0.000457837	0.000266974	0.000321414	0.000571721	0.000657755	0.000612159	0.00326159	0.000579785	0.000956147	0.000960294	0.00025104	0.000301229	0.000920626	0.000756411	0.00092655	0.000539481	0.000883367	0.00149654	0.00052825	0.000276628	0.000985987	0.00180417	0.000589681	0.000827894	0.0014805	0.000273188	0.000689452	0.0029753	0.000704217	0.000774416	0.00129438	0.00310652	0.000453267	0.00230177	0.00101511	0.000380731	0.00129974	0.00039159	0.000450407	0.000450386	0.000783667	0.000614559	0.000522036	0.000295259	0.00118974	0.000627315	0.000573126	0.00225533	0.000598085	0.000727464	0.000718517	0.06479764	0.110034	0.191349	0.139949	0.193687	0.257741	0.10724	0.02979385	-7.238321	0.996634	0.999138	1.00086	1.00337	0.356645	0.142737	0.149076	0.351542	0.0945915	0.3149739
322	0	-7164.463	-7437.473	273.0105	0.4503654	918975.3	0.000465972	0.00107832	0.00147591	0.000436592	0.000513615	0.00328354	0.000856046	0.000986323	0.000737492	0.00285926	0.000922009	0.000893681	0.0015045	0.00109502	0.00148879	0.00126755	0.000468259	0.00118293	0.00144806	0.000493167	0.000487424	0.000760922	0.000630597	0.00136275	0.000636791	0.00220423	0.000253702	0.000373478	0.000683428	0.00236124	0.00058683	0.00131195	0.000781456	0.0018615	0.00166747	0.00156791	0.000183779	0.000634625	0.0014711	0.000668151	0.00213029	0.000847243	0.00121835	0.000512657	0.00103432	0.000684685	0.000854859	0.00238768	0.000727544	0.000656269	0.00157014	0.000580199	0.00183038	0.00110262	0.0008845759	-0.2044922	0.258039	0.125044	0.0779274	0.186435	0.163959	0.188596	0.2879679	-7.030402	0.998674	0.999661	1.00034	1.00133	0.352282	0.144993	0.154274	0.348451	0.08347568	3.449722
