Iteration	Posterior	Likelihood	Prior	age_occidentalis	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-7135.103	-7435.873	300.7698	0.5057424	1.027235	0.000841711	0.0002397	0.0010786	0.000740691	0.0010768	0.00097083	0.000494636	0.000946343	0.00049477	0.00161723	0.00227447	0.000711589	0.000456426	0.000750321	0.000340355	0.000236307	0.000601895	0.000363396	0.00076439	0.00161039	0.000771229	0.000635673	0.000877773	0.000382073	0.000620714	0.000415575	0.000886885	0.000592007	0.000708364	0.00054742	0.000329022	0.000958116	0.000484064	0.000238612	0.000698364	0.00121721	0.000620408	0.000802314	0.000570531	0.000522278	0.000841262	0.000418339	0.000668912	0.000321168	0.000471685	0.00101731	0.000352418	0.00136761	0.00100264	0.000898401	0.000749373	0.00152098	0.000482517	0.000350175	0.0005681061	-0.06586243	0.131458	0.20228	0.15609	0.16922	0.174776	0.166176	0.06823277	-7.473202	0.142356	0.484788	1.00437	2.36849	0.354649	0.152785	0.15607	0.336496	0.002370339	28.78608
110	-7145.308	-7438.932	293.6243	0.3614755	1.012979	0.000542187	0.000263924	0.000520474	0.000303818	0.000795928	0.000315174	0.000498675	0.000539831	0.00125304	0.000511456	0.0032377	0.000355847	0.000491011	0.00100999	0.00196297	0.000432283	0.00182816	0.000480435	0.000482787	0.000742716	0.000508753	0.000603354	0.000206269	0.00150903	0.000481689	0.00100446	0.000105527	0.000421643	0.000240846	0.000284688	0.000354868	0.00102046	0.000334509	0.000220328	0.000915177	0.000416425	0.000920239	0.000607771	0.000670303	0.000433142	0.00194734	0.000349953	0.000365962	0.000672315	0.000538886	0.000342452	0.000656873	0.000123835	0.000505288	0.000575195	0.00100351	0.00172502	0.000756438	0.00106907	0.0005052177	-0.09460388	0.238123	0.202996	0.109244	0.196788	0.183106	0.069744	0.09794998	-7.590521	0.139536	0.480619	1.00212	2.37773	0.354046	0.152525	0.157506	0.335923	0.003346104	29.27285
120	-7141.847	-7436.903	295.0563	0.2437159	1.272562	0.000380192	0.000526635	0.000682027	0.000426225	0.00102552	0.000606333	0.000976975	0.00113069	0.000983282	0.000450993	0.00398404	0.000426057	0.000388713	0.00100181	0.000616816	0.000706744	0.000313689	0.000539316	0.00043753	0.000983086	0.00036076	0.000717451	0.000624981	0.000781975	0.00158982	0.000553122	0.00066763	0.000940931	0.000527625	0.000479251	0.000156317	0.000291468	0.000674513	0.000510419	0.00170278	0.00211963	0.000878847	0.000198184	0.000667329	0.000682176	0.00087778	0.00120173	0.000500696	0.000435426	0.000206042	0.000832082	0.000972901	0.000393025	0.00058319	0.00123542	0.000526302	0.00155009	0.000511205	0.000488302	0.0006190091	-0.2342717	0.185391	0.169915	0.0962288	0.191216	0.223362	0.133887	0.2349555	-7.387391	0.187957	0.545732	1.03372	2.2326	0.35518	0.147988	0.141013	0.355818	0.0006837812	343.612
130	-7142.959	-7424.585	281.626	0.183898	0.4102925	0.000935992	0.000322561	0.000346085	0.000995559	0.00168826	0.00131421	0.00111978	0.000981923	0.000826764	0.000589556	0.00492172	0.00113155	0.000471029	0.000646503	0.000731696	0.000538965	0.000752557	0.000721861	0.00105336	0.000614051	0.000804514	0.000872499	0.000847267	0.000597587	0.000825789	0.00138396	0.000887459	0.00139164	0.00109435	0.000955462	0.000696601	0.000587155	0.000551158	0.000850113	0.00166993	0.0020063	0.00038439	0.000920431	0.000873719	0.00118458	0.000493054	0.00070013	0.00042022	0.00138811	0.00109222	0.000584081	0.0024937	0.000584659	0.000779494	0.00359674	0.00100543	0.00195388	0.000446391	0.00116503	0.0009271147	-0.4943255	0.198683	0.148576	0.118687	0.0943728	0.224082	0.2156	0.4951566	-6.983433	0.0182269	0.189402	0.742182	3.05019	0.358571	0.147754	0.159897	0.333778	0.0008310864	595.7944
140	-7150.443	-7432.618	282.1745	0.1660245	0.6310548	0.000777037	0.000970471	0.00120465	0.000718279	0.00068997	0.000639477	0.00125683	0.00103052	0.000971328	0.00111128	0.0033142	0.00172187	0.000399272	0.000642743	0.000449491	0.00168385	0.000655113	0.00104916	0.000939058	0.0013001	0.000843405	0.000464816	0.00113754	0.00098193	0.000619773	0.000404246	0.000797382	0.00239407	0.00141266	0.0012461	0.00278869	0.00029772	0.000989532	0.000444944	0.00143243	0.00301755	0.000495844	0.000864485	0.00109676	0.00137141	0.0010125	0.000489862	0.000783545	0.00056066	0.000944766	0.000653552	0.00136337	0.00100957	0.000743994	0.000653999	0.000818163	0.000969966	0.000770734	0.000914852	0.000921973	-0.5461707	0.174894	0.133506	0.105419	0.187551	0.186504	0.212126	0.5472231	-6.988995	0.0595697	0.3291	0.896371	2.71496	0.352924	0.149055	0.161305	0.336716	0.001052479	519.9375
150	-7159.873	-7440.847	280.9739	0.07728558	0.5378268	0.00139723	0.00127939	0.00110699	0.000742974	0.000945004	0.000823968	0.00123786	0.000884107	0.00126014	0.000804539	0.00305447	0.000899782	0.000745702	0.00101816	0.000357076	0.00171539	0.000392413	0.000937073	0.00292665	0.000334716	0.000896377	0.000625105	0.000477748	0.000929962	0.00121683	0.000428045	0.00172762	0.000880997	0.000848148	0.000979061	0.000675558	0.00129982	0.000501981	0.000906318	0.00222346	0.000735429	0.00135233	0.000991813	0.000316994	0.00113072	0.000385372	0.000720763	0.000641748	0.000427064	0.00143175	0.00119388	0.000862437	0.00114298	0.000278501	0.00106055	0.00079172	0.0013092	0.00157827	0.00107936	0.0008649295	-0.6393187	0.135984	0.268214	0.115313	0.185352	0.161567	0.133571	0.6403423	-7.052863	0.0405951	0.275895	0.845954	2.83756	0.35651	0.15057	0.152782	0.340138	0.00102363	625.5604
160	-7161.966	-7434.07	272.1046	0.428426	0.2438494	0.00104487	0.00203782	0.000824996	0.00132352	0.00104346	0.00139386	0.00287135	0.00069876	0.00076002	0.00108837	0.00343504	0.000399682	0.00171442	0.00105581	0.000993328	0.00098466	0.000331587	0.000799036	0.00206777	0.000453516	0.000664273	0.000910929	0.000605257	0.00169923	0.000944984	0.00053188	0.00105303	0.0015951	0.00168414	0.00221484	0.000499266	0.000477717	0.0003458	0.000495992	0.0023429	0.00154943	0.000882034	0.00198594	0.00129932	0.00196833	0.000508924	0.00140589	0.000271116	0.000804375	0.00163432	0.00168304	0.00103787	0.00034778	0.000810184	0.000682817	0.00077297	0.00200608	0.000880888	0.00109212	0.0009867649	-0.1816639	0.272373	0.121182	0.149637	0.136299	0.181448	0.139062	0.1824271	-6.921079	0.00183739	0.0622855	0.488334	3.44754	0.352866	0.144117	0.155911	0.347105	0.0007631991	239.0295
170	-7168.384	-7429.234	260.8493	0.4357517	0.2669146	0.0013424	0.000249812	0.000943447	0.000256252	0.000573531	0.000426709	0.00119246	0.000535533	0.001963	0.000933222	0.00261717	0.000983884	0.000655757	0.000457986	0.00297183	0.00264299	0.00106919	0.00059177	0.00197684	0.00174304	0.000545954	0.00134039	0.00108207	0.00124157	0.000984231	0.00127244	0.00120735	0.00103836	0.000179126	0.00100669	0.00150151	0.00102014	0.000533289	0.000146463	0.00323733	0.00178754	0.000932342	0.0013223	0.000704517	0.00027893	0.000866115	0.000639694	0.00118002	0.000729948	0.000861326	0.00173954	0.000713333	0.0019736	0.00120137	0.000648504	0.000776456	0.00382212	0.00313949	0.000936949	0.0009414249	-0.4460169	0.267937	0.109478	0.124476	0.0489424	0.148321	0.300846	0.447202	-6.968116	0.00299552	0.0791489	0.535825	3.38203	0.348711	0.154196	0.154075	0.343018	0.001185099	377.3541
180	-7140.611	-7428.152	287.5408	0.7354176	0.4911536	0.00050508	0.000149231	0.000818311	0.000375515	0.000413827	0.000476484	0.000655116	0.000607337	0.000819811	0.000472761	0.00356948	0.000412532	0.000870052	0.000749327	0.000973512	0.000651403	0.000316023	0.000411971	0.000827767	0.00107635	0.00131369	0.00112989	0.000515911	0.00135005	0.000791002	0.000387999	0.00123467	0.000558844	0.000555825	0.00036199	0.00035373	0.000631351	0.00214227	0.00131653	0.00193058	0.00167936	0.000272988	0.000854643	0.000579914	0.000310134	0.000749961	0.000270797	0.000358857	0.000742156	0.000258544	0.0012752	0.000731052	0.000433747	0.000907521	0.000536262	0.00053779	0.0041112	0.000580792	0.000661103	0.0006591518	-0.286327	0.222262	0.18397	0.0838092	0.159028	0.0968838	0.254046	0.2884896	-7.324557	0.03176	0.246101	0.813723	2.90842	0.348711	0.154196	0.154075	0.343018	0.002162534	133.4035
190	-7128.494	-7427.79	299.2956	0.5509691	0.2543814	0.000388805	0.000233265	0.000410461	0.000267957	0.000248406	0.000425536	0.00046122	0.00037492	0.000548218	0.000426041	0.00401969	0.000581538	0.000234537	0.000257182	0.000243148	0.000397956	0.000137367	0.000570832	0.000898322	0.00093029	0.000241447	0.000501459	0.000507495	0.000559409	0.000875666	0.000221209	0.000272439	0.000922124	0.00062172	0.000339566	0.00122841	0.000675765	0.00061593	0.000244219	0.000768189	0.00129438	0.000499394	0.000882815	0.00141583	0.000595709	0.000382219	0.000699359	0.00209708	0.000297807	0.000450975	0.00110979	0.000598953	0.000741307	0.000578911	0.000368055	0.000774974	0.00175221	0.000787867	0.000347408	0.0004826003	-0.215319	0.146514	0.153536	0.112977	0.271331	0.154707	0.160935	0.2168972	-7.636322	0.00232228	0.0698719	0.510635	3.41717	0.348711	0.154196	0.154075	0.343018	0.001578198	137.4334
200	-7147.714	-7427.016	279.3013	0.4732371	0.4441218	0.000758078	0.000235689	0.000232877	0.000629815	0.000567874	0.00062481	0.000797426	0.000123089	0.00068044	0.000886156	0.00278022	0.000597262	0.000210994	0.000619693	0.000442616	0.000807073	0.000235271	0.000225227	0.000458774	0.00266203	0.000177822	0.000774126	0.000772076	0.000861474	0.00155996	0.000369387	0.000361101	0.00104968	0.000798504	0.000337641	0.000624094	0.000350912	0.00168852	0.000655931	0.000804136	0.00184207	0.000898888	0.000383473	0.000192477	0.000551264	0.00264226	0.000168865	0.000171242	0.000195962	0.000239876	0.0002438	0.00146611	0.00034227	0.000675216	0.000352651	0.00076351	0.00498985	0.000494313	0.000264627	0.0005192493	-0.1527704	0.260184	0.157146	0.113177	0.1412	0.0979192	0.230374	0.1567328	-7.563126	0.02356	0.213882	0.77493	2.98763	0.351746	0.155524	0.152723	0.340006	0.003962391	39.55512
210	-7146.315	-7437.923	291.6072	0.3879475	0.2431566	0.000959543	0.000145919	0.000191139	0.000967945	0.000317497	0.000873497	0.002582	0.000232048	0.000490989	0.000649069	0.00307922	0.000722266	0.000293743	0.00126643	0.00095348	0.000400949	0.00131098	0.000520041	0.000646691	0.00141829	0.000392144	0.00028797	0.000581008	0.000809817	0.000472381	0.000559956	0.000481477	0.000602735	0.000290377	0.00068556	0.000604058	0.00069056	0.000382373	0.00088728	0.000811785	0.000655485	0.000359036	0.000470733	0.000452126	0.00038155	0.000441148	0.000234444	0.00057875	0.000380565	0.000894613	0.000643	0.000931391	0.000774622	0.00132166	0.000265877	0.000969044	0.00430445	0.000455397	0.00111834	0.0006103218	-0.1858218	0.152749	0.133137	0.134496	0.217961	0.184633	0.177024	0.1883829	-7.401524	0.00180801	0.0617942	0.48683	3.44957	0.362319	0.148266	0.145596	0.343819	0.002561046	73.55699
220	-7152.254	-7441.004	288.7503	0.4295691	0.1455791	0.000167847	0.000166217	0.000605735	0.00104378	0.000404815	0.000614838	0.00214743	0.000544654	0.00133385	0.000590621	0.00109975	0.00108945	0.00112193	0.000365451	0.000626644	0.00100438	0.000808169	0.000555912	0.00166905	0.000714865	0.000840649	0.000282887	0.000336599	0.00070445	0.00061617	0.00123326	0.000503281	0.00158177	0.000225055	0.000516847	0.000377024	0.00131349	0.00056601	0.00081449	0.00164283	0.00132181	0.000824754	0.000449248	0.000388659	0.000814883	0.000224975	0.000264434	0.000587511	0.000909069	0.000486341	0.000908716	0.000598446	0.00095242	0.00208768	0.000751822	0.000581451	0.0031021	0.000574421	0.000276848	0.0006616649	-0.04311127	0.228621	0.0915169	0.111524	0.2395	0.162241	0.166597	0.04762554	-7.320751	4.01161e-05	0.00936234	0.228453	3.76214	0.351882	0.15151	0.152926	0.343682	0.00451427	10.55
230	-7151.853	-7435.01	283.1572	0.693691	0.2153398	0.000395484	0.000622997	0.000410697	0.000458595	0.000330772	0.000587995	0.000161268	0.000200023	0.00147129	0.00165966	0.00178585	0.000376798	0.00125427	0.000755979	0.00103349	0.000904472	0.000767602	0.000942117	0.000673924	0.00123855	0.00139447	0.000544693	0.000985473	0.000998515	0.00101225	0.000752159	0.00030318	0.00039128	0.00192945	0.000769612	0.000425745	0.00037397	0.00151863	0.000650137	0.00108068	0.00146759	0.000314584	0.000246651	0.000225152	0.00211987	0.000746282	0.000266528	0.000664832	0.000796889	0.000564727	0.00107424	0.000501305	0.000865214	0.000458627	0.000681194	0.00342425	0.00191088	0.00114743	0.000319329	0.0007315752	-0.07023331	0.150334	0.156075	0.100664	0.247918	0.101083	0.243926	0.09076503	-7.220311	0.000868609	0.0430671	0.422496	3.53357	0.346678	0.149362	0.152775	0.351185	0.02053173	4.420721
240	-7142.049	-7434.911	292.8623	0.331959	0.3008091	0.00030348	0.000587635	0.000393535	0.000391924	0.000261618	0.00148653	0.000752545	0.000304047	0.000361718	0.000991824	0.00119842	0.000356881	0.000325779	0.0011235	0.00125361	0.00031007	0.000547339	0.000779531	0.000787384	0.000347336	0.000382164	0.00266905	0.000496771	0.000441626	0.000452493	0.000474784	0.000441176	0.000322987	0.000397468	0.000975266	0.000451937	0.000635286	0.000820353	0.000752114	0.00101251	0.0012094	0.00034024	0.000273577	0.000292257	0.0015125	0.000375097	0.000242384	0.000314063	0.000950403	0.000587433	0.000373404	0.0024687	0.000247079	0.000991172	0.000286086	0.00148185	0.003683	0.00123626	0.0002646	0.0005846862	-0.03448006	0.175417	0.201592	0.0804547	0.177705	0.113758	0.251074	0.0679686	-7.444435	0.00536117	0.105125	0.597159	3.29235	0.353777	0.15242	0.150779	0.343024	0.03348853	2.029608
250	-7138.728	-7431.708	292.9798	0.534375	0.9717415	0.000774304	0.000549675	0.000243931	0.000663861	0.000263626	0.00112831	0.00166481	0.000787549	0.000257272	0.000769518	0.00311952	0.000674558	0.000265679	0.00100034	0.000915564	0.000753726	0.000300797	0.000507654	0.000866854	0.001157	0.000426867	0.00252348	0.000373472	0.000438302	0.000311457	0.000470777	0.000417201	0.000311283	0.00063183	0.000379523	0.000608757	0.00116585	0.000708065	0.00100888	0.000890566	0.000645569	0.000853178	0.000242713	0.000765601	0.000992717	0.00128729	0.000173065	0.000178991	0.000233851	0.00035333	0.000236817	0.000427662	0.0010412	0.00087727	0.000477732	0.000615272	0.00193075	0.000530771	0.000464605	0.0006190086	0.07621771	0.231854	0.124278	0.0670167	0.259632	0.153054	0.164165	0.130702	-7.387391	0.131282	0.46809	0.995155	2.40547	0.355957	0.147197	0.151709	0.345138	0.2069197	0.6316557
260	-7146.365	-7434.062	287.6965	0.5678845	0.2618515	0.000998313	0.00112208	0.000189679	0.000731341	0.000336693	0.000781409	0.00096231	0.000536942	0.000533652	0.000595108	0.00212793	0.000749161	0.000398916	0.000441768	0.0014635	0.000339676	0.000236493	0.00142893	0.000828758	0.00204176	0.000377302	0.00220024	0.000676235	0.000573282	0.00117091	0.00112497	0.000801674	0.000680429	0.000380125	0.00074195	0.000625799	0.000527222	0.00143974	0.0013998	0.0016662	0.00162963	0.000812691	0.000380811	0.000359302	0.000270552	0.00104383	0.00100257	0.000773664	0.000954686	0.00116374	0.000675644	0.000794043	0.00043415	0.000600951	0.000474301	0.000925108	0.00219638	0.000788626	0.00106566	0.0007387557	-0.106158	0.114564	0.150763	0.0763267	0.350023	0.0944603	0.213863	0.1601556	-7.210543	0.00271073	0.0753725	0.525821	3.3961	0.353542	0.15599	0.159681	0.330787	0.05399755	2.965978
