Gen	np	tree	lnL
2	2	11	0.001898	0.000944	-7854.603
4	2	11	0.001685	0.000838	-7849.512
6	2	11	0.002060	0.001025	-7855.537
8	2	11	0.002060	0.001176	-7858.852
10	2	11	0.002060	0.000956	-7854.988
12	2	11	0.002408	0.001117	-7850.811
14	2	11	0.002121	0.001107	-7847.854
16	2	11	0.002520	0.001107	-7848.824
18	2	11	0.001915	0.001107	-7846.892
20	2	11	0.002832	0.001107	-7858.693
22	2	11	0.002916	0.001026	-7857.974
24	2	11	0.002519	0.001026	-7849.426
26	2	11	0.002504	0.001207	-7853.381
28	2	11	0.001967	0.001062	-7849.734
30	2	11	0.002313	0.001062	-7850.570
32	2	11	0.002703	0.001241	-7853.046
34	2	11	0.002703	0.000986	-7850.277
36	2	11	0.002241	0.000986	-7850.621
38	2	11	0.002207	0.000986	-7853.560
40	2	11	0.002364	0.000857	-7850.102
42	2	11	0.002364	0.000857	-7852.625
44	2	11	0.002014	0.000942	-7859.723
46	2	11	0.002014	0.001281	-7849.556
48	2	11	0.002014	0.001500	-7849.076
50	2	11	0.002603	0.001644	-7850.841
52	2	11	0.002380	0.001644	-7848.009
54	2	11	0.002839	0.001465	-7850.690
56	2	11	0.002548	0.001775	-7848.055
58	2	11	0.003051	0.002125	-7859.929
60	2	11	0.002579	0.001797	-7851.979
62	2	11	0.002579	0.001797	-7853.499
64	2	11	0.002027	0.001521	-7851.437
66	2	11	0.002862	0.001648	-7854.384
68	2	11	0.002862	0.001954	-7855.038
70	2	11	0.002474	0.002011	-7855.373
72	2	11	0.002134	0.001287	-7853.826
74	2	11	0.002576	0.001287	-7853.039
76	1	10	0.002576	-7846.946
78	1	10	0.002279	-7846.781
80	2	11	0.002599	0.000251	-7853.450
82	2	11	0.001986	0.000251	-7850.212
84	2	11	0.002385	0.000296	-7854.449
86	2	11	0.002385	0.000222	-7853.153
88	2	11	0.002734	0.000222	-7854.509
90	2	11	0.002229	0.000112	-7847.260
92	1	10	0.002737	-7852.524
94	1	10	0.002565	-7852.029
96	2	11	0.001963	0.000086	-7846.828
98	2	11	0.002721	0.000086	-7852.947
100	2	11	0.002222	0.000226	-7852.499
102	2	11	0.002137	0.000274	-7852.796
104	2	11	0.001695	0.000217	-7847.169
106	2	11	0.002168	0.000333	-7856.421
108	2	11	0.002168	0.000582	-7853.157
110	1	10	0.001847	-7849.161
112	2	11	0.002368	0.000496	-7857.630
114	2	11	0.001888	0.000291	-7848.670
116	2	11	0.002040	0.000314	-7852.584
118	1	10	0.002040	-7849.437
120	2	11	0.002040	0.000299	-7857.548
122	2	11	0.002040	0.000299	-7854.094
124	2	11	0.002202	0.000251	-7851.004
126	2	11	0.002552	0.000291	-7858.252
128	2	11	0.002552	0.000291	-7851.718
130	1	10	0.002510	-7859.298
132	2	11	0.002067	0.000343	-7852.755
134	2	11	0.002911	0.000578	-7855.040
136	2	11	0.002938	0.000578	-7850.062
138	2	11	0.002278	0.000909	-7847.108
140	2	11	0.002278	0.000909	-7852.282
142	2	11	0.002278	0.000909	-7858.313
