Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1800	-3712.935	-3706.867	-6.067843	0.2893612	0.1964533	0.271899	0.406061	0.61083	0.132279	0.146571	0.301381	0.350563	0.701023	0.281716	0.53747	0.168901	0.340114	0.164164	0.213974	0.114504	0.141361	0.23198	0.221098	0.2857116	0.1142181	0.0110587	0.547119	0.00668111	0.00132762	0.430201	0.00361285	0.04928923	-1.252772	0.000468941	0.0317548	0.374338	3.59344	0.312427	0.311993	0.121274	0.254306	0.1635074	0.3014496
1810	-3715.021	-3716.59	1.56907	0.3815782	0.2271023	0.0868074	0.233419	0.398979	0.0904922	0.206235	0.195096	0.221	0.413555	0.24852	0.375	0.210833	0.190974	0.167958	0.0852441	0.169022	0.357294	0.216892	0.30726	0.2005284	-0.02066065	0.0119899	0.435383	0.00850747	0.00161803	0.52551	0.0169918	0.02550417	-1.6068	0.00121058	0.0507271	0.450649	3.49741	0.309832	0.28838	0.123421	0.278366	0.00484352	5.265628
1820	-3721.594	-3720.448	-1.145605	0.3562766	0.1699936	0.0883696	0.290523	0.451536	0.10277	0.0945901	0.258687	0.202595	0.595886	0.326113	0.259166	0.168438	0.211481	0.0963847	0.135074	0.219293	0.214224	0.0962334	0.271255	0.1912606	0.1807357	0.00614679	0.466893	0.0153482	0.00164376	0.491772	0.0181968	0.04774113	-1.654118	0.000156932	0.0184518	0.300994	3.6804	0.307285	0.300925	0.133085	0.258705	0.2284769	0.2089539
1830	-3708.388	-3707.513	-0.8758508	0.352257	0.1974054	0.208216	0.341505	0.425545	0.146394	0.216196	0.342544	0.195067	0.420937	0.247879	0.242681	0.161972	0.329639	0.128086	0.158057	0.205407	0.163392	0.301453	0.210437	0.2442757	-0.03475589	0.0115702	0.533686	0.00610812	0.00230545	0.439199	0.00713113	0.1871239	-1.409458	0.000485113	0.0322922	0.376852	3.59037	0.296722	0.2996	0.135801	0.267876	0.152368	1.228105
1840	-3710.628	-3712.107	1.478497	0.3894262	0.1780672	0.126299	0.119185	0.441585	0.0916354	0.213273	0.334666	0.222305	0.238866	0.172527	0.206261	0.100753	0.223916	0.0680076	0.172544	0.0866877	0.249286	0.294389	0.171292	0.1708835	0.3116583	0.0122616	0.565576	0.00971079	0.00888963	0.390631	0.0129312	0.03460505	-1.766773	0.000226877	0.0221572	0.324052	3.65356	0.284509	0.296041	0.134823	0.284628	0.3462633	0.09993854
1850	-3718.17	-3715.877	-2.293706	0.4194651	0.1880322	0.0867318	0.165772	0.392835	0.100336	0.12913	0.147159	0.241987	0.444872	0.178646	0.298132	0.146897	0.121927	0.0802473	0.142034	0.086586	0.454628	0.454119	0.289711	0.1572292	-0.2826163	0.0118009	0.558814	0.00365896	0.0044887	0.414494	0.00674418	0.3028405	-1.85005	0.000342269	0.0271691	0.351709	3.62078	0.293546	0.332575	0.109602	0.264277	0.02022417	14.97418
1860	-3719.944	-3712.818	-7.125865	0.4736458	0.2153151	0.17276	0.0981835	0.348671	0.102944	0.118675	0.377783	0.275781	0.326242	0.162658	0.323775	0.0364971	0.235011	0.0684539	0.0879718	0.0662505	0.222124	0.0791282	0.361703	0.20848	0.01117141	0.0140904	0.50413	0.0016034	0.00419875	0.45537	0.0206072	0.2750822	-1.567912	0.00086797	0.0430515	0.422435	3.53365	0.314654	0.303704	0.128734	0.252909	0.2862536	0.9609737
1870	-3710.552	-3713.527	2.975068	0.3965222	0.211394	0.0977488	0.246561	0.461721	0.0983252	0.0726044	0.136052	0.16358	0.433298	0.178529	0.357346	0.0958072	0.199304	0.0810039	0.173777	0.272303	0.086851	0.130963	0.215359	0.1688607	-0.1247901	0.0205974	0.534659	0.00127371	0.00405046	0.420913	0.0185064	0.1265736	-1.778681	0.000770653	0.0405964	0.412736	3.5459	0.31563	0.308482	0.119	0.256888	0.001783523	70.96832
1880	-3714.945	-3712.425	-2.51989	0.3929952	0.2108499	0.157217	0.218846	0.548987	0.093094	0.156314	0.492634	0.228002	0.474931	0.230744	0.225736	0.146937	0.132717	0.0751194	0.108359	0.143411	0.0864529	0.159357	0.677767	0.1935381	0.008637187	0.022235	0.477118	0.00449687	0.000565291	0.488741	0.00684317	0.057189	-1.642281	0.000757774	0.0402599	0.411377	3.54761	0.278931	0.315917	0.130944	0.274207	0.06582618	0.868788
1890	-3724.232	-3710.569	-13.6627	0.385334	0.1983041	0.100692	0.101512	0.566181	0.0207096	0.0586617	0.129204	0.23466	0.31164	0.251986	0.1981	0.215255	0.247709	0.0837209	0.602737	0.647357	0.0747301	0.326104	0.363351	0.2167777	-0.2029024	0.0146846	0.522682	0.00392639	0.00742108	0.444244	0.00704212	0.2438123	-1.528883	0.00050074	0.0328029	0.379217	3.58748	0.291885	0.310763	0.127618	0.269733	0.04090981	5.95975
1900	-3714.516	-3712.782	-1.733284	0.3742986	0.1836881	0.142334	0.194615	0.393534	0.0865443	0.0530507	0.129868	0.337987	0.565155	0.234221	0.240492	0.257937	0.272012	0.135114	0.270568	0.0730721	0.222457	0.195339	0.403839	0.1882777	-0.08099899	0.0087543	0.523976	0.00464841	0.0127637	0.445344	0.00451436	0.09548993	-1.669837	0.000287678	0.0249268	0.339766	3.63502	0.293446	0.291179	0.133407	0.281969	0.01449094	6.589629
1910	-3711.091	-3708.217	-2.87444	0.3871738	0.1634722	0.115198	0.278421	0.619989	0.126168	0.156211	0.163937	0.242749	0.58257	0.285869	0.314449	0.3159	0.138993	0.0791781	0.149561	0.237317	0.229966	0.214113	0.196918	0.2812405	-0.01259693	0.00930016	0.534955	0.00665334	0.0123904	0.432319	0.00438233	0.04034983	-1.268545	0.000113458	0.015705	0.281986	3.7022	0.285804	0.313722	0.136674	0.263799	0.0277529	1.453896
1920	-3710.032	-3712.221	2.189058	0.3592094	0.1986361	0.106779	0.231458	0.494202	0.107138	0.155422	0.126137	0.210932	0.362979	0.17663	0.353596	0.237349	0.346625	0.0985804	0.177355	0.0923346	0.186539	0.230683	0.257207	0.2162465	-0.0263733	0.0136625	0.531222	0.0104388	0.00945811	0.429302	0.00591645	0.0366654	-1.531336	0.000506601	0.0329923	0.380089	3.58641	0.290006	0.289976	0.136632	0.283386	0.01029209	3.562482
1930	-3716.929	-3711.699	-5.230213	0.3387454	0.2309346	0.280375	0.480765	0.440867	0.10622	0.0609953	0.0922699	0.281556	0.327761	0.174745	0.166992	0.286235	0.194114	0.235076	0.309316	0.136249	0.0434462	0.460969	0.257002	0.2130587	-0.2360763	0.0129527	0.470877	0.00371545	0.0127057	0.496421	0.00332742	0.2361605	-1.546187	0.00133901	0.0533098	0.459519	3.48583	0.301445	0.294965	0.138743	0.264847	8.417346e-05	2805.64
1940	-3705.267	-3709.023	3.756647	0.3797059	0.2048105	0.12653	0.137692	0.282814	0.0383656	0.0801974	0.0765985	0.196904	0.296309	0.193772	0.200906	0.244461	0.386286	0.0978367	0.246821	0.165278	0.105542	0.177381	0.241497	0.1728869	-0.06807461	0.0107222	0.551745	0.0112765	0.0118868	0.410935	0.00343493	0.07401917	-1.755118	0.000624717	0.036596	0.396096	3.56668	0.30835	0.286469	0.134454	0.270728	0.005944561	12.45158
1950	-3710.57	-3711.931	1.360799	0.4807219	0.1906155	0.231928	0.255451	0.345457	0.0900085	0.0828291	0.169719	0.136593	0.294116	0.218359	0.273727	0.222297	0.398023	0.0696509	0.109494	0.287984	0.0777418	0.129841	0.259982	0.2038676	0.03325344	0.0100268	0.552936	0.0165222	0.00657422	0.411822	0.00211926	0.05274691	-1.590284	0.000378099	0.028543	0.358724	3.61235	0.2923	0.324639	0.131962	0.251099	0.08600035	0.6133336
1960	-3715.658	-3714.442	-1.21593	0.3938625	0.2042693	0.20581	0.442965	0.888874	0.144496	0.131986	0.141348	0.260291	0.29223	0.19418	0.320264	0.197853	0.189022	0.172433	0.167724	0.370439	0.181798	0.167644	0.205167	0.2044351	-0.05111548	0.00788326	0.528364	0.00542432	0.0115988	0.432653	0.0140766	0.1154943	-1.587505	0.000613658	0.0362742	0.394708	3.5684	0.300878	0.295955	0.119207	0.283961	0.06437887	1.793979
1970	-3720.288	-3719.916	-0.3721259	0.3745647	0.1876545	0.20519	0.418364	0.322485	0.0846266	0.0826496	0.10168	0.184973	0.256638	0.208173	0.153984	0.119469	0.573427	0.148696	0.309865	0.0758789	0.108084	0.0369842	0.230576	0.1461507	-0.07241431	0.00784436	0.572998	0.00727262	0.0306366	0.363483	0.0177655	0.1075701	-1.923117	0.000337246	0.0269707	0.350678	3.62201	0.302872	0.309338	0.11922	0.26857	0.03515577	3.059813
1980	-3724.775	-3720.087	-4.688014	0.3738491	0.173351	0.291979	0.287298	0.593398	0.1568	0.0807854	0.114827	0.192596	0.381633	0.170798	0.195667	0.0797179	0.391424	0.14506	0.517359	0.131557	0.379737	0.057149	0.190497	0.2342821	-0.06348749	0.00453922	0.5022	0.00631764	0.0238758	0.451013	0.0120547	0.1085927	-1.451229	0.000183694	0.0199526	0.31065	3.66921	0.313186	0.283703	0.133411	0.2697	0.04510525	2.407541
1990	-3711.556	-3709.004	-2.551062	0.3522469	0.2226033	0.206687	0.30091	0.480696	0.130079	0.189055	0.176434	0.226257	0.710804	0.174461	0.315087	0.26657	0.336714	0.101571	0.466795	0.277065	0.214703	0.362498	0.144271	0.2351446	0.02960781	0.0119135	0.546621	0.00576823	0.00882533	0.419445	0.00742676	0.01945572	-1.447555	0.00107067	0.0477479	0.440048	3.51113	0.295744	0.298161	0.13863	0.267466	0.04906354	0.3965414
2000	-3709.839	-3708.981	-0.858489	0.3160294	0.1868828	0.361122	0.503395	0.468585	0.142858	0.137108	0.181591	0.263841	0.298488	0.203661	0.228717	0.148986	0.302439	0.115617	0.256834	0.111425	0.174374	0.470443	0.176495	0.2353456	0.002615051	0.0121269	0.499818	0.00506024	0.0115435	0.4647	0.00675058	0.06782373	-1.4467	0.000327148	0.0265674	0.348566	3.62454	0.299392	0.303995	0.129324	0.267289	0.07043878	0.9628748
2010	-3718.74	-3712.387	-6.35267	0.3778402	0.2009332	0.157807	0.521571	0.59869	0.076028	0.125299	0.142441	0.264606	0.384633	0.178674	0.402963	0.309577	0.489259	0.099312	0.295938	0.0962235	0.0993839	0.34107	0.214306	0.1879655	0.02443614	0.00887689	0.522355	0.00791078	0.00856649	0.444795	0.00749626	0.1140557	-1.671497	0.000548509	0.0343156	0.386089	3.57905	0.308368	0.287841	0.127151	0.27664	0.1384918	0.8235554
2020	-3712.785	-3713.351	0.5660566	0.4241066	0.1779374	0.121188	0.263388	0.639896	0.0850223	0.150577	0.117947	0.152606	0.275912	0.16624	0.29027	0.224036	0.390502	0.103416	0.225462	0.154916	0.0591316	0.082624	0.243288	0.1681261	-0.1603243	0.0123181	0.547129	0.00225335	0.014163	0.415474	0.00866301	0.1853953	-1.783041	0.000225596	0.022095	0.323686	3.65399	0.298014	0.298425	0.127272	0.27629	0.02507099	7.394814
2030	-3711.411	-3708.102	-3.308934	0.443079	0.1861046	0.142384	0.307376	0.709901	0.144084	0.194382	0.408097	0.205232	0.562128	0.20546	0.304837	0.183764	0.273767	0.0732532	0.20074	0.188038	0.359112	0.248729	0.155354	0.2365267	0.1723499	0.0105586	0.549642	0.00661631	0.0105761	0.420364	0.00224364	0.002890631	-1.441694	0.00031719	0.0261634	0.346432	3.62709	0.284996	0.317827	0.128068	0.269109	0.1752405	0.01649522
2040	-3728.922	-3714.865	-14.05715	0.4484163	0.2209267	0.133113	0.363271	0.38287	0.065779	0.442511	0.343209	0.367706	0.326937	0.151116	0.235132	0.0590184	0.17073	0.0919793	0.931282	0.460908	0.137806	0.366955	0.389979	0.1799533	-0.3451442	0.0161193	0.529533	0.00997121	0.00493595	0.430551	0.00888916	0.3858597	-1.715058	0.00102146	0.0466528	0.436044	3.51628	0.305205	0.306183	0.129362	0.25925	0.04071555	9.476962
2050	-3712.793	-3709.05	-3.742941	0.3379413	0.1961861	0.427667	0.210422	0.506682	0.0567258	0.212218	0.441113	0.327946	0.443363	0.234044	0.275567	0.135689	0.243729	0.0819641	0.25738	0.0649931	0.135314	0.242649	0.246419	0.2257266	-0.0513058	0.0113735	0.617843	0.00826314	0.000354418	0.356797	0.00536892	0.05451211	-1.488431	0.000464473	0.0316046	0.373631	3.5943	0.300357	0.313429	0.113805	0.272409	0.003206304	17.00154
2060	-3715.766	-3710.842	-4.923448	0.4002644	0.2194848	0.335156	0.170787	0.359079	0.0801558	0.0775959	0.17058	0.138781	0.255769	0.10254	0.153456	0.426051	0.430341	0.145804	0.299861	0.462639	0.11794	0.396925	0.167933	0.1860946	-0.09841328	0.0133865	0.557873	0.00922863	0.0134927	0.402529	0.00349006	0.2853992	-1.6815	0.000980384	0.0457179	0.432578	3.52072	0.294693	0.297767	0.131539	0.276001	0.1869859	1.526314
2070	-3711.229	-3713.627	2.398402	0.4012925	0.1921066	0.171441	0.125384	0.330055	0.0498311	0.116283	0.0765721	0.222894	0.316694	0.162861	0.16407	0.137915	0.326785	0.141867	0.375689	0.464302	0.206171	0.11284	0.153718	0.1508739	-0.03166613	0.0167272	0.53157	0.0125541	0.0138678	0.419462	0.00581862	0.03625101	-1.891311	0.000399976	0.0293495	0.362745	3.60751	0.29146	0.305705	0.128357	0.274478	0.00458488	7.906643
2080	-3713.056	-3708.742	-4.313939	0.3975739	0.1863546	0.232	0.368857	0.481993	0.0786076	0.219054	0.290034	0.390644	0.472576	0.156939	0.539009	0.328286	0.1884	0.0934428	0.198741	0.121711	0.105709	0.345883	0.202026	0.2599868	-0.1007376	0.0150194	0.593468	0.00486511	0.00535226	0.377833	0.00346211	0.1046163	-1.347124	0.000320365	0.0262929	0.347118	3.62627	0.268051	0.323524	0.131901	0.276525	0.003878671	26.97219
2090	-3715.559	-3714.889	-0.6700535	0.3890454	0.1812134	0.233589	0.175102	0.448714	0.126167	0.275552	0.158236	0.207397	0.598332	0.236894	0.327908	0.259374	0.293758	0.104748	0.13047	0.0479528	0.104777	0.174817	0.258442	0.2147527	-0.04219783	0.0152547	0.586261	0.00755755	0.00461065	0.383752	0.00256408	0.05263741	-1.538268	0.000259596	0.0236888	0.332883	3.64317	0.279749	0.313864	0.115566	0.290821	0.01043959	5.042098
2100	-3702.987	-3707.327	4.340795	0.5659585	0.1909773	0.137175	0.241569	0.391744	0.0590586	0.134654	0.100756	0.134087	0.343375	0.125934	0.1998	0.151022	0.115963	0.0451706	0.108605	0.175833	0.0770689	0.263998	0.31704	0.1574097	-0.08097982	0.0152526	0.546795	0.00516495	0.00321428	0.425367	0.00420529	0.1111941	-1.848903	0.000383326	0.0287378	0.359702	3.61118	0.309058	0.305647	0.128492	0.256803	0.03021431	3.680181
2110	-3713.571	-3714.109	0.537349	0.5397275	0.2057465	0.141613	0.151796	0.607008	0.0456664	0.227034	0.218515	0.303143	0.366274	0.0922367	0.222451	0.192591	0.0982768	0.0643656	0.217124	0.0973044	0.138322	0.130706	0.267434	0.1437943	0.02202556	0.0143348	0.515074	0.00385035	0.00738856	0.447772	0.0115806	0.07455767	-1.939372	0.000644175	0.0371551	0.398489	3.56371	0.298628	0.294682	0.122866	0.283825	0.09658322	0.7719526
2120	-3708.002	-3707.529	-0.4731651	0.5897033	0.1965923	0.117619	0.113744	0.445751	0.06135	0.0704503	0.156055	0.159636	0.314012	0.143186	0.220054	0.145998	0.196836	0.072058	0.0630452	0.0563433	0.287969	0.25193	0.319311	0.1520424	-0.02972535	0.0161475	0.537971	0.0013347	0.00602746	0.429238	0.00928169	0.2579006	-1.883596	0.000471278	0.031833	0.374706	3.59299	0.309717	0.280373	0.120501	0.289409	0.2281752	1.130274
2130	-3710.215	-3710.711	0.4957167	0.461172	0.1497367	0.165685	0.213914	0.44814	0.0706393	0.0499804	0.0927945	0.26503	0.367565	0.198271	0.315103	0.114825	0.280564	0.108222	0.0686604	0.126336	0.147968	0.0431484	0.174361	0.1577122	-0.1269859	0.00588914	0.585134	0.00477517	0.00680062	0.380439	0.0169621	0.1976632	-1.846984	5.22251e-05	0.0106763	0.241032	3.74824	0.314236	0.305017	0.112935	0.267812	0.07067732	2.796699
2140	-3713.903	-3709.821	-4.082111	0.4116257	0.1948775	0.12981	0.158334	0.439463	0.0880198	0.248336	0.286456	0.185154	0.537752	0.21434	0.514063	0.107982	0.41386	0.0853821	0.19554	0.232464	0.193614	0.203818	0.299137	0.2005796	0.1426908	0.0122576	0.578879	0.00303973	0.00886248	0.376372	0.02059	0.1026566	-1.606544	0.000443027	0.0308736	0.370157	3.59853	0.292948	0.321455	0.135621	0.249977	0.2453475	0.4184133
2150	-3716.424	-3714.602	-1.822145	0.3713519	0.1413148	0.114086	0.306781	0.707113	0.108809	0.172319	0.174905	0.252366	0.403578	0.18063	0.151876	0.404083	0.340669	0.0830605	0.162381	0.106873	0.452454	0.141609	0.142955	0.2207362	0.06344188	0.008885	0.534187	0.00184122	0.00641217	0.437485	0.0111901	0.01773589	-1.510787	3.01164e-05	0.00811652	0.215498	3.77635	0.297653	0.315703	0.108967	0.277677	0.08117777	0.2184821
2160	-3712.319	-3709.453	-2.865688	0.5713075	0.1537815	0.147916	0.393443	0.76784	0.0757343	0.0577685	0.122692	0.122253	0.215751	0.111168	0.21855	0.106546	0.189827	0.0972626	0.0980515	0.0891985	0.135972	0.206032	0.597973	0.1287964	0.01212555	0.0092271	0.52818	0.00179669	0.00520422	0.44199	0.0136013	0.156718	-2.049522	6.65842e-05	0.0120481	0.253201	3.73468	0.312591	0.31038	0.115659	0.26137	0.1688435	0.9281847
2170	-3710.3	-3714.934	4.634087	0.5578579	0.1744723	0.192472	0.192564	0.627714	0.0646013	0.284898	0.202276	0.119199	0.275339	0.142432	0.203118	0.121011	0.142684	0.0741754	0.185306	0.0773823	0.222776	0.123559	0.195569	0.1697295	0.00978876	0.0122213	0.49893	0.00260404	0.00631013	0.462804	0.0171313	0.01777755	-1.773549	0.000193352	0.0204667	0.313854	3.66549	0.290647	0.31747	0.121191	0.270693	0.02756631	0.6449014
2180	-3710.953	-3710.385	-0.5681132	0.5870552	0.1869096	0.216757	0.0932111	0.424637	0.0806631	0.12797	0.385526	0.125305	0.28809	0.0971153	0.26279	0.183672	0.133222	0.0568435	0.309434	0.113257	0.296605	0.280736	0.300566	0.1836703	0.2410723	0.0129337	0.555942	0.00161678	0.00941178	0.410021	0.0100754	0.00397115	-1.694613	0.000327495	0.0265814	0.34864	3.62445	0.297147	0.305569	0.125624	0.27166	0.2450434	0.01620591
2190	-3713.031	-3712.368	-0.6632384	0.4541335	0.1687817	0.24717	0.142081	0.458262	0.0698093	0.285142	0.161663	0.198801	0.331166	0.195081	0.329653	0.218413	0.172428	0.0886948	0.0960322	0.211448	0.145002	0.162465	0.392555	0.2524918	0.05493363	0.0120992	0.528685	0.00237614	0.00877914	0.439762	0.00829803	0.02942869	-1.376377	0.000148033	0.0179244	0.297487	3.68444	0.303171	0.289226	0.126682	0.280921	0.08436232	0.3488369
2200	-3714.587	-3710.761	-3.826387	0.5763692	0.1382897	0.184885	0.23824	0.694948	0.0374385	0.131194	0.175651	0.134553	0.236499	0.117125	0.143894	0.383855	0.183636	0.0565634	0.121093	0.364653	0.116535	0.122113	0.664104	0.179849	0.1100029	0.00697671	0.593592	0.00566885	0.00895475	0.378835	0.00597329	0.01253382	-1.715638	2.43111e-05	0.00729523	0.206289	3.78639	0.313041	0.301372	0.129829	0.255757	0.1225368	0.1022862
2210	-3711.91	-3709.094	-2.815477	0.6152896	0.2152922	0.112797	0.315473	0.373466	0.0718105	0.0468354	0.0906551	0.108286	0.217713	0.112624	0.149925	0.186394	0.222506	0.0869111	0.191608	0.295368	0.207131	0.353288	0.286318	0.1958325	-0.5128552	0.0079249	0.580109	0.0121381	0.00896975	0.374901	0.0159571	0.5147684	-1.630496	0.00086738	0.043037	0.422379	3.53372	0.294929	0.30965	0.117448	0.277973	0.001913255	269.0538
2220	-3713.235	-3709.468	-3.766618	0.7941014	0.2121873	0.293498	0.286057	0.560081	0.0587647	0.111806	0.2569	0.133221	0.162443	0.0744209	0.144879	0.0893458	0.0955447	0.0327023	0.250779	0.22456	0.231176	0.131559	0.481092	0.1518596	0.2682185	0.00612759	0.496171	0.0104574	0.00454627	0.476024	0.00667327	0.04270124	-1.884799	0.000789699	0.0410889	0.414711	3.54341	0.320096	0.281502	0.12069	0.277712	0.3109197	0.1373385
2230	-3715.817	-3717.251	1.433812	0.6900507	0.1888536	0.198442	0.132358	0.486438	0.0449201	0.109306	0.22699	0.121606	0.194441	0.103028	0.167262	0.0647399	0.0922204	0.0544379	0.362479	0.0841991	0.123694	0.239565	0.37308	0.1584234	-0.06923941	0.00342367	0.544324	0.0171123	0.00842035	0.404669	0.0220504	0.1461267	-1.842484	0.000353383	0.0276028	0.353947	3.6181	0.280499	0.326797	0.133462	0.259242	0.07688732	1.900531
2240	-3716.172	-3722.16	5.988731	0.6374711	0.1993685	0.115945	0.185852	0.365844	0.0461067	0.0517551	0.088337	0.0926162	0.204982	0.102265	0.0773123	0.0799218	0.281191	0.0685528	0.127802	0.128301	0.166069	0.0930092	0.484594	0.1170722	0.1022419	0.00248098	0.468675	0.0190024	0.0104241	0.484047	0.0153702	0.03162363	-2.144965	0.000519708	0.033412	0.382008	3.58406	0.281313	0.324211	0.122127	0.272349	0.1338655	0.2362343
2250	-3711.897	-3718.269	6.372133	0.7097071	0.2017321	0.156191	0.114318	0.324375	0.0871887	0.0638073	0.108908	0.110146	0.185398	0.0949511	0.111005	0.0992847	0.170133	0.0452852	0.0876892	0.0389127	0.346675	0.0374662	0.452544	0.1259461	0.01382314	0.0042001	0.470767	0.0156264	0.0152104	0.486209	0.00798705	0.01376989	-2.071902	0.000563642	0.0347807	0.388163	3.57649	0.321415	0.301645	0.121786	0.255154	0.02759303	0.499035
2260	-3712.981	-3712.576	-0.4047436	0.5851606	0.1929032	0.142544	0.216439	0.447042	0.0605871	0.223256	0.415476	0.113533	0.243286	0.132421	0.189698	0.0733533	0.148581	0.0660638	0.0852082	0.0491863	0.136305	0.595424	0.307517	0.1728684	-0.007249339	0.00616282	0.551374	0.00621004	0.0150788	0.40706	0.0141145	0.02570387	-1.755225	0.000412028	0.0297842	0.364883	3.60492	0.293182	0.317093	0.11394	0.275785	0.01845453	1.392822
2270	-3714.076	-3712.611	-1.465141	0.5097029	0.1997942	0.152758	0.190948	0.55788	0.0926862	0.148959	0.242837	0.149064	0.49109	0.132723	0.245367	0.119488	0.140344	0.0653107	0.21058	0.184958	0.485672	0.344471	0.0556694	0.1942482	-0.03759265	0.0111998	0.564667	0.00592116	0.0131585	0.391479	0.0135742	0.08615191	-1.638618	0.000527435	0.0336569	0.383121	3.58269	0.287157	0.317739	0.121665	0.273438	0.04855927	1.77416
2280	-3716.858	-3716.206	-0.652063	0.5361691	0.2134562	0.122687	0.161356	0.455944	0.0942486	0.0681883	0.0583343	0.15949	0.264345	0.101959	0.26122	0.0795307	0.120787	0.0694851	0.0717577	0.0632234	0.196563	0.239805	0.829518	0.1610246	0.09476852	0.00869371	0.502124	0.0121216	0.00525059	0.459596	0.0122146	0.05924549	-1.826198	0.000820839	0.0418811	0.417857	3.53944	0.295503	0.314214	0.129384	0.2609	0.154014	0.384676
2290	-3712.11	-3712.257	0.1470793	0.5996552	0.1924225	0.152217	0.194005	0.489838	0.0753734	0.220011	0.353749	0.203679	0.297554	0.137083	0.260811	0.286649	0.110206	0.0858491	0.211332	0.0845043	0.420937	0.156187	0.352457	0.1646203	0.03331118	0.0146211	0.472083	0.00753149	0.00323394	0.496332	0.00619876	0.0009018795	-1.804113	0.000404725	0.0295216	0.363594	3.60648	0.295021	0.310707	0.135087	0.259185	0.03421306	0.02636068
2300	-3723.798	-3712.473	-11.32533	0.5248438	0.1705086	0.188656	0.251795	0.788831	0.0681793	0.20702	0.455976	0.263149	0.418981	0.148845	0.54236	0.190686	0.116717	0.05226	0.166417	0.078111	0.466117	0.411309	0.39037	0.1975699	0.2443403	0.0137692	0.502865	0.00533448	0.00785676	0.458133	0.0120421	0.03420061	-1.621663	0.000160834	0.0186782	0.302482	3.67868	0.274067	0.311154	0.126206	0.288574	0.2785409	0.1227849
2310	-3707.179	-3711.049	3.870296	0.6216539	0.2120583	0.0856002	0.254278	0.400287	0.0868503	0.0833917	0.0841742	0.141968	0.390009	0.104496	0.30511	0.119276	0.0652219	0.100754	0.0913035	0.231219	0.293722	0.24193	0.135089	0.1639542	-0.04881618	0.0171859	0.547197	0.00450711	0.00562271	0.412871	0.0126166	0.08693715	-1.808168	0.000786581	0.0410087	0.41439	3.54381	0.293078	0.304171	0.126226	0.276525	0.03812097	2.28056
2320	-3708.419	-3711.699	3.279879	0.5267322	0.2218335	0.141725	0.31354	0.300323	0.0435821	0.244879	0.24664	0.116361	0.377574	0.104837	0.135983	0.104382	0.157687	0.0520846	0.295707	0.116684	0.198787	0.156762	0.142449	0.1422646	0.02570459	0.0155094	0.546161	0.0140905	0.00444308	0.412089	0.0077071	0.06967133	-1.950066	0.00104788	0.047244	0.438213	3.5135	0.305621	0.282683	0.132172	0.279523	0.09537592	0.7304918
2330	-3715.031	-3710.036	-4.995224	0.5632027	0.1624125	0.125339	0.0658473	0.5912	0.0734762	0.177516	0.172641	0.155089	0.239318	0.132222	0.188513	0.210646	0.197901	0.0444655	0.126393	0.0579584	0.516774	0.159075	0.324037	0.2304422	0.1432331	0.00791332	0.550694	0.0153929	0.0017922	0.415509	0.00869784	0.02961551	-1.467755	0.000107368	0.01528	0.278867	3.70575	0.280039	0.324728	0.139505	0.255728	0.1728486	0.1713379
2340	-3711.081	-3712.912	1.831337	0.4628929	0.1713712	0.148816	0.113809	0.432522	0.0610311	0.253834	0.15474	0.215239	0.235933	0.152163	0.17419	0.298316	0.249661	0.0521125	0.24316	0.19291	0.207444	0.261223	0.189357	0.1907212	0.1390664	0.00645889	0.524709	0.0160396	0.0110796	0.432966	0.00874713	0.03090073	-1.656943	0.000167532	0.0190606	0.304968	3.6758	0.311604	0.309437	0.119014	0.259945	0.1699672	0.1818041
2350	-3720.575	-3718.196	-2.379221	0.4795557	0.2092325	0.145232	0.297419	0.510779	0.0492198	0.149071	0.21125	0.256391	0.346034	0.146397	0.260836	0.215415	0.183904	0.118337	0.0928626	0.143111	0.152095	0.114786	0.621092	0.1402337	-0.01491766	0.00974311	0.517265	0.015812	0.0102279	0.442267	0.00468584	0.08596019	-1.964445	0.000720374	0.0392657	0.407321	3.55269	0.302075	0.306999	0.128344	0.262582	0.07104253	1.209982
2360	-3710.872	-3711.8	0.9277119	0.6023273	0.1706448	0.210998	0.187391	0.352447	0.0434657	0.0728785	0.0962402	0.220758	0.373135	0.145883	0.236529	0.22344	0.127332	0.0771993	0.0429618	0.118122	0.256894	0.113729	0.225771	0.145334	0.07378161	0.00851402	0.554383	0.00922912	0.0104716	0.413015	0.00438781	0.1441329	-1.928721	0.000161878	0.0187384	0.302875	3.67823	0.305086	0.302228	0.131453	0.261232	0.2179145	0.6614194
