Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
9980	-3711.189	-3709.086	-2.103471	0.311829	0.1644162	0.139955	0.199112	0.695194	0.118964	0.187046	0.229101	0.226836	0.663165	0.171035	0.406611	0.166529	0.222298	0.133891	0.154372	0.0970224	0.320314	0.0901778	0.356462	0.1914155	-0.0003191451	0.00880288	0.486044	0.00867062	0.0042718	0.479877	0.0123338	0.05059219	-1.653309	0.000119103	0.0160886	0.284757	3.69904	0.311499	0.295395	0.13567	0.257436	0.05027305	1.006348
9990	-3715.264	-3708.454	-6.809943	0.2948362	0.1580695	0.0919531	0.159316	0.685826	0.135233	0.12338	0.215526	0.214682	0.51897	0.217713	0.363556	0.234564	0.831115	0.160912	0.191761	0.336824	0.177153	0.184475	0.235821	0.1959892	-0.1601919	0.0135683	0.556411	0.00342809	0.00438842	0.411705	0.0104997	0.2622192	-1.629696	8.49768e-05	0.0136024	0.266009	3.7203	0.315416	0.309896	0.112089	0.2626	0.1020274	2.570087
10000	-3723.573	-3714.732	-8.840809	0.3218612	0.1872925	0.236198	0.432616	0.416626	0.106784	0.23093	0.319	0.243074	0.543814	0.206822	0.283766	0.11294	0.259117	0.0956631	0.0235847	0.152115	0.0816241	0.0942495	0.484158	0.1712054	-0.1127935	0.0137228	0.562747	0.00138803	0.00481246	0.395969	0.0213606	0.2337833	-1.764891	0.00033248	0.0267812	0.349688	3.6232	0.288954	0.289498	0.133431	0.288117	0.1209898	1.932256
10010	-3717.317	-3715.292	-2.02485	0.3296787	0.1974312	0.128177	0.239279	0.493991	0.176732	0.173213	0.227538	0.233723	0.36652	0.201258	0.181683	0.210068	0.128446	0.160292	0.881292	0.113776	0.195814	0.122466	0.352072	0.2405265	0.02554859	0.0124345	0.430454	0.00120987	0.00429511	0.538465	0.0131412	0.0775135	-1.424925	0.000485556	0.0323068	0.37692	3.59029	0.301177	0.301745	0.124941	0.272136	0.1030621	0.7521049
10020	-3711.929	-3704.978	-6.950142	0.3847001	0.1978582	0.122987	0.123558	0.420278	0.0941649	0.0948658	0.192809	0.362188	0.554216	0.170019	0.642558	0.373594	0.150384	0.0843491	0.266113	0.227156	0.502382	0.179822	0.239336	0.2113314	-0.2857222	0.0110408	0.549381	0.00529121	0.0107334	0.415584	0.0079702	0.3352104	-1.554328	0.000492941	0.0325491	0.378045	3.58891	0.28178	0.316469	0.127756	0.273996	0.04948824	6.773538
10030	-3718.195	-3716.21	-1.984484	0.3409309	0.1893901	0.277978	0.290734	0.419005	0.164331	0.341876	0.533668	0.272112	0.611056	0.209088	0.322489	0.163151	0.128824	0.0976529	0.281808	0.310565	0.228206	0.15756	0.133744	0.2481877	-0.02985626	0.0133664	0.584194	0.000749379	0.00792456	0.366685	0.0270798	0.03636328	-1.39357	0.00036078	0.0278876	0.355405	3.61635	0.32818	0.277459	0.12806	0.266301	0.006507017	5.588318
10040	-3720.803	-3717.049	-3.75393	0.4307431	0.1817352	0.212538	0.198159	0.29742	0.126394	0.114972	0.147054	0.22647	0.268441	0.175768	0.188522	0.158786	0.159584	0.11313	0.210392	0.274552	0.608453	0.686987	0.38493	0.2320373	-0.3190916	0.0067085	0.566598	0.00597433	0.00287532	0.410407	0.00743601	0.3693355	-1.460857	0.000265342	0.0239474	0.334339	3.64145	0.322584	0.273113	0.140591	0.263711	0.05024391	7.350851
10050	-3713.342	-3710.808	-2.534343	0.4484994	0.1786433	0.221728	0.156455	0.917444	0.115156	0.307354	0.177168	0.157677	0.235466	0.179412	0.207919	0.156394	0.337514	0.0490915	0.136894	0.159845	0.147391	0.18932	0.385659	0.1754756	-0.2194002	0.0099085	0.564476	0.0075922	0.00252309	0.40887	0.00662981	0.2635839	-1.740255	0.000232626	0.022434	0.325676	3.65166	0.295048	0.319665	0.135065	0.250222	0.04418368	5.965638
10060	-3706.883	-3710.57	3.687803	0.4170465	0.1650997	0.184345	0.1267	0.458621	0.0770918	0.198908	0.281906	0.18591	0.318479	0.151725	0.170599	0.156326	0.20947	0.0987189	0.100849	0.263124	0.0544891	0.269735	0.272421	0.1575182	0.02914166	0.0149966	0.555146	0.00512812	0.0063251	0.410104	0.00830045	0.001242676	-1.848214	0.000123321	0.0163693	0.286759	3.69675	0.284119	0.314541	0.127519	0.273821	0.03038434	0.04089857
10070	-3717.858	-3712.546	-5.312034	0.418453	0.2067077	0.152545	0.167447	0.35692	0.0427	0.191055	0.187706	0.221957	0.386693	0.170657	0.28873	0.120136	0.792613	0.124174	0.115447	0.411303	0.240177	0.170734	0.296805	0.2468402	0.1309004	0.0132332	0.556979	0.0057841	0.00641233	0.41576	0.00183132	0.05134287	-1.399014	0.000664592	0.0377326	0.400936	3.56067	0.292638	0.33098	0.120629	0.255753	0.1822432	0.2817271
10080	-3715.864	-3712.397	-3.467113	0.3333135	0.2053341	0.144985	0.116688	0.339191	0.109124	0.0811326	0.258021	0.357101	0.637087	0.217304	0.428281	0.207874	0.237019	0.0983334	0.250846	0.127559	0.470442	0.234388	0.216776	0.170026	-0.08640588	0.00958427	0.591175	0.00526095	0.003778	0.38936	0.000841638	0.1194502	-1.771804	0.00063555	0.0369083	0.397435	3.56502	0.289341	0.326781	0.119996	0.263882	0.0330443	3.61485
10090	-3720.529	-3710.054	-10.4745	0.2613258	0.1704427	0.251107	0.285326	0.636413	0.065697	0.343577	0.498345	0.398377	0.699085	0.286809	0.35543	0.287652	0.146929	0.124031	0.373342	0.251004	0.187788	0.463259	0.413316	0.2654004	-0.2348895	0.00696799	0.508769	0.0052315	0.00713016	0.460475	0.0114267	0.2765984	-1.326516	0.000160331	0.0186492	0.302291	3.6789	0.30757	0.286355	0.142076	0.263999	0.04170887	6.631644
10100	-3718.879	-3712.856	-6.023592	0.1881828	0.1646262	0.13453	0.215256	0.561825	0.217229	0.170159	0.219175	0.332565	0.713795	0.325376	0.406702	0.518208	0.247745	0.274635	0.569612	0.138696	0.293803	0.131497	0.41232	0.3035112	-0.02556753	0.0142319	0.504681	0.00681483	0.00931652	0.456775	0.00818148	0.02899254	-1.192337	0.000120387	0.0161745	0.285372	3.69833	0.303368	0.287011	0.130358	0.279263	0.003425013	8.464942
10110	-3719.333	-3717.807	-1.525916	0.2628619	0.1679497	0.177992	0.190921	0.373533	0.136892	0.249536	0.20127	0.277669	0.360185	0.270597	0.234389	0.203256	0.393923	0.16862	0.184535	0.21268	0.394282	0.225729	0.180318	0.1596297	0.02472269	0.0167142	0.521879	0.00800349	0.0109415	0.438378	0.00408385	0.06264191	-1.834898	0.000142147	0.0175667	0.295072	3.68722	0.316682	0.283336	0.142525	0.257458	0.0873646	0.717017
10120	-3716.179	-3713.464	-2.715188	0.3337899	0.2127546	0.201194	0.11971	0.284807	0.13653	0.239078	0.254511	0.210307	0.501548	0.167744	0.277798	0.22736	0.652802	0.0940324	0.2678	0.257779	0.269097	0.0967774	0.366084	0.2114613	0.09068995	0.0167084	0.521579	0.00695017	0.00689248	0.441717	0.00615332	0.08943741	-1.553713	0.000803518	0.0414424	0.416119	3.54163	0.300421	0.31452	0.135867	0.249192	0.1801274	0.4965232
10130	-3715.544	-3708.751	-6.792754	0.3923123	0.1834297	0.20105	0.139784	0.402715	0.0903631	0.205112	0.301005	0.224845	0.326892	0.182178	0.203211	0.222739	1.26823	0.0808126	0.196209	0.193217	0.277486	0.0862241	0.596369	0.204581	0.02858765	0.00825399	0.453812	0.0111977	0.0109803	0.506661	0.00909554	0.09020307	-1.586791	0.000284647	0.0247962	0.33905	3.63587	0.297247	0.306141	0.132824	0.263788	0.1187907	0.7593444
10140	-3710.777	-3708.541	-2.235994	0.3813583	0.1956866	0.131897	0.101961	0.44358	0.0983	0.0630976	0.0597589	0.251952	0.534049	0.145118	0.316713	0.109523	0.215797	0.120499	0.116971	0.0938359	0.16296	0.188206	0.365242	0.179142	0.4257742	0.00871536	0.513388	0.0126677	0.0034576	0.45278	0.00899225	0.03908933	-1.719577	0.000456201	0.0313247	0.372307	3.59591	0.312035	0.307586	0.127973	0.252406	0.4648635	0.08408776
10150	-3718.662	-3714.009	-4.652863	0.3410656	0.2042104	0.170288	0.336066	0.429894	0.0614079	0.419143	0.239406	0.293616	0.596141	0.205094	0.329565	0.144978	0.136972	0.148865	0.125519	0.056407	0.31142	0.0815906	0.41486	0.2105863	0.09232036	0.0101434	0.620843	0.00477805	0.00834237	0.345019	0.0108744	0.008375039	-1.55786	0.000612462	0.0362392	0.394557	3.56859	0.299401	0.304926	0.12006	0.275613	0.1006954	0.08317201
10160	-3724.837	-3721.086	-3.751002	0.4066579	0.1871695	0.339561	0.275453	0.597368	0.129686	0.0796885	0.170382	0.257261	0.488142	0.278515	0.157864	0.344214	0.296936	0.191635	0.349582	0.310788	0.221872	0.110347	0.228991	0.2234759	-0.1007947	0.0100487	0.620348	0.00567471	0.00871296	0.344743	0.0104725	0.1815758	-1.498452	0.000330873	0.0267169	0.349351	3.6236	0.309822	0.304231	0.131378	0.254568	0.08078119	2.247749
10170	-3713.803	-3711.902	-1.900855	0.3674573	0.2154643	0.188955	0.204348	0.51237	0.0441613	0.114441	0.336436	0.151371	0.384795	0.203708	0.359343	0.307192	0.309524	0.0807753	0.343453	0.107849	0.121173	0.124783	0.293682	0.2047069	-0.04769237	0.0130525	0.482889	0.00340367	0.00131219	0.488956	0.0103865	0.05280746	-1.586176	0.000871834	0.043146	0.422802	3.53318	0.318334	0.29047	0.118541	0.272655	0.005115092	10.32385
10180	-3708.16	-3704.714	-3.446368	0.3942045	0.1715339	0.216752	0.471677	0.361821	0.099115	0.180404	0.28536	0.230607	0.405119	0.14351	0.296131	0.228782	0.191555	0.114216	0.186554	0.0781087	0.126557	0.32585	0.704808	0.2254884	0.1753206	0.0141596	0.523848	0.0067686	0.00279553	0.44402	0.00840901	0.0213463	-1.489487	0.000168818	0.0191331	0.305436	3.67526	0.303077	0.298296	0.13904	0.259587	0.1966669	0.1085403
10190	-3714.505	-3711.111	-3.39332	0.4474693	0.2375717	0.161224	0.146613	0.620433	0.105794	0.103604	0.182627	0.173557	0.275762	0.199175	0.236164	0.456956	0.361213	0.118779	0.401638	0.332406	0.124486	0.243478	0.362981	0.2597747	0.0731247	0.0098476	0.459793	0.0130978	0.00122212	0.503967	0.0120722	0.05649532	-1.347941	0.00158225	0.057873	0.474533	3.46601	0.304756	0.299948	0.139811	0.255485	0.12962	0.4358533
10200	-3724.95	-3719.837	-5.112882	0.4507746	0.1983722	0.519861	0.342606	0.4673	0.0952062	0.171386	0.470933	0.24767	0.282345	0.198578	0.254005	0.188578	0.305672	0.0661395	0.0906825	0.286466	0.122028	0.416742	0.406654	0.240165	0.05046316	0.00991053	0.446636	0.0112393	0.00903485	0.507188	0.0159919	0.03564163	-1.426429	0.000501938	0.0328417	0.379396	3.58726	0.345791	0.297244	0.133803	0.223161	0.0861048	0.4139332
10210	-3711.633	-3712.596	0.9636159	0.4425151	0.1929388	0.127873	0.249239	0.469815	0.0612967	0.0572557	0.107521	0.21776	0.314055	0.189339	0.189217	0.201884	0.233006	0.10057	0.378233	0.0856507	0.212146	0.112158	0.423923	0.169664	0.04503722	0.0100118	0.590762	0.0122706	0.00480112	0.363511	0.0186438	0.01447861	-1.773935	0.000412574	0.0298038	0.364979	3.6048	0.281936	0.307513	0.147783	0.262768	0.05951584	0.2432733
10220	-3707.27	-3709.439	2.168502	0.509233	0.1897563	0.146007	0.0804143	0.399203	0.0614771	0.1079	0.175949	0.165239	0.373007	0.187444	0.193621	0.247079	0.439489	0.0977001	0.112666	0.272907	0.237181	0.0584099	0.250801	0.1862764	0.004031685	0.0164118	0.554719	0.005894	0.0109797	0.40339	0.008605	0.003424891	-1.680524	0.000365894	0.0280828	0.356398	3.61515	0.299822	0.288463	0.12689	0.284826	0.007456575	0.4593115
10230	-3717.987	-3717.142	-0.8446938	0.5057201	0.2244674	0.19979	0.150448	0.528558	0.0530398	0.0808301	0.15817	0.168045	0.34634	0.23012	0.253649	0.135917	0.229073	0.139128	0.0613402	0.0901282	0.335979	0.133277	0.569566	0.1587541	0.06935886	0.0100388	0.562301	0.00620419	0.00382968	0.408904	0.00872261	0.02167171	-1.840399	0.00112724	0.0489751	0.444465	3.50543	0.305667	0.269922	0.127595	0.296815	0.09103057	0.2380707
10240	-3706.604	-3708.051	1.447021	0.4468111	0.1731139	0.188454	0.364024	0.461276	0.106991	0.143066	0.17794	0.175576	0.528568	0.160156	0.237953	0.179141	0.0785323	0.0680904	0.151869	0.13468	0.0887504	0.100264	0.220321	0.1755456	-0.1058555	0.0111503	0.498871	0.0134884	0.00529602	0.465352	0.00584213	0.1888873	-1.739856	0.000181699	0.0198447	0.309971	3.67	0.299202	0.29203	0.133068	0.2757	0.08303178	2.274879
10250	-3716.69	-3714.978	-1.71196	0.4660125	0.2243143	0.249141	0.223609	0.489194	0.0676471	0.0515479	0.130592	0.163985	0.194359	0.140694	0.129202	0.326682	0.132256	0.0648448	0.429772	0.178129	0.131187	0.12138	0.407255	0.1456814	-0.05729998	0.00854062	0.489897	0.00952167	0.00434374	0.480378	0.0073196	0.2100731	-1.926333	0.00112252	0.048874	0.444104	3.5059	0.288889	0.318564	0.121145	0.271402	0.1527732	1.375066
10260	-3709.777	-3707.751	-2.026402	0.4489326	0.1448391	0.0871619	0.188462	0.620836	0.0813517	0.16416	0.184876	0.208389	0.441261	0.192363	0.321513	0.194293	0.180757	0.0631344	0.188765	0.0538285	0.294157	0.0973061	0.380683	0.1874361	0.04847291	0.0052536	0.480634	0.00522441	0.00291064	0.486994	0.0189825	0.06592296	-1.674318	3.82156e-05	0.00913877	0.226209	3.76461	0.306293	0.304371	0.134275	0.255062	0.1143959	0.5762705
10270	-3718.915	-3718.475	-0.4400823	0.3899719	0.1449702	0.123695	0.299812	0.681207	0.155178	0.0775324	0.121196	0.170032	0.37332	0.217526	0.234234	0.255934	0.099008	0.100201	0.209903	0.227381	0.326054	0.175244	0.300117	0.1761296	-0.05787373	0.00542426	0.569632	0.00681424	0.015638	0.387535	0.0149568	0.1179995	-1.736535	3.85468e-05	0.00917813	0.226606	3.76418	0.308832	0.292253	0.131785	0.26713	0.06012576	1.962545
10280	-3710.516	-3713.432	2.916026	0.4339531	0.2144017	0.109431	0.224952	0.56856	0.105772	0.0910502	0.121882	0.187144	0.255066	0.200609	0.323584	0.107325	0.194505	0.113771	0.172334	0.169954	0.240979	0.423987	0.119869	0.205736	-0.04432946	0.00808935	0.553483	0.013054	0.0132307	0.407103	0.0050404	0.05056107	-1.581162	0.000844586	0.042475	0.42019	3.53649	0.328459	0.285967	0.125719	0.259855	0.006231602	8.113654
10290	-3712.024	-3712.547	0.5233924	0.4597744	0.2005705	0.144736	0.176852	0.374007	0.0757852	0.0771683	0.11391	0.187493	0.44407	0.187208	0.232336	0.200365	0.138878	0.0795759	0.104031	0.127577	0.191624	0.222267	0.111393	0.202787	0.09141929	0.00972313	0.540621	0.00840326	0.0155896	0.414183	0.0114802	0.1931487	-1.595599	0.000541735	0.0341053	0.385145	3.58021	0.307878	0.272417	0.137217	0.282488	0.284568	0.6787436
10300	-3715.721	-3711.488	-4.232588	0.4009505	0.1946289	0.224376	0.318103	0.596976	0.062605	0.0850729	0.186411	0.304569	0.476387	0.187033	0.30178	0.120629	0.659146	0.107235	0.156886	0.177042	0.141094	0.266311	0.363518	0.2275756	0.03577288	0.0104606	0.51863	0.0065527	0.00612472	0.452546	0.00568553	0.01620671	-1.480273	0.000439035	0.0307355	0.369495	3.59933	0.293368	0.290997	0.129017	0.286618	0.05197959	0.3117898
10310	-3717.027	-3710.624	-6.403332	0.3859593	0.1765757	0.474135	0.364759	0.516188	0.144157	0.187899	0.16607	0.221493	0.266003	0.178227	0.272546	0.517225	0.334172	0.0660179	0.146249	0.623176	0.160352	0.511076	0.161284	0.2366326	-0.05036613	0.0105042	0.52079	0.00488508	0.00615023	0.454431	0.00323884	0.1081112	-1.441247	0.000212482	0.021448	0.319835	3.6585	0.290423	0.305151	0.132402	0.272023	0.05774506	1.872215
10320	-3714.697	-3710.017	-4.680609	0.3546775	0.1820254	0.124858	0.169066	0.561654	0.0753416	0.0743081	0.147666	0.344932	0.708991	0.236078	0.470937	0.210181	0.173866	0.166416	0.309891	0.260995	0.143339	0.206293	0.279482	0.2152129	0.1856159	0.00757572	0.518006	0.0165501	0.00212773	0.452002	0.00373774	0.03778277	-1.536128	0.000268578	0.0240918	0.335148	3.64049	0.298142	0.297567	0.129628	0.274663	0.2233987	0.1691271
10330	-3710.175	-3714.21	4.035375	0.3696998	0.1893459	0.136576	0.210906	0.324255	0.113961	0.139521	0.187689	0.221417	0.368385	0.189501	0.27835	0.0752462	0.212098	0.111966	0.112101	0.141568	0.170886	0.0519371	0.122465	0.1205858	0.04960812	0.0103883	0.608022	0.0180585	0.00167637	0.35612	0.00573552	0.07225111	-2.115393	0.000360167	0.0278641	0.355285	3.61649	0.283025	0.308095	0.140801	0.268078	0.1218592	0.5929063
10340	-3712.424	-3711.922	-0.5025716	0.3499574	0.1638713	0.109961	0.179861	0.421948	0.101607	0.122588	0.199817	0.26385	0.413748	0.274165	0.382238	0.290774	0.192538	0.0917951	0.124177	0.150397	0.508886	0.178963	0.14784	0.2164156	-0.1922727	0.0155097	0.462686	0.0100979	0.00619579	0.495832	0.00967901	0.1923686	-1.530555	0.000115819	0.0158665	0.283158	3.70086	0.277915	0.327764	0.133499	0.260822	9.584057e-05	2007.173
10350	-3718.457	-3709.724	-8.733049	0.2437159	0.2069678	0.704017	0.352865	0.256165	0.143117	0.201249	0.364436	0.293598	0.48282	0.308758	0.371245	0.802211	0.675344	0.127417	0.17407	0.138207	0.199319	0.331274	0.286124	0.3550349	-0.0200298	0.00921205	0.547599	0.0115083	0.00976415	0.417598	0.00431793	0.02530376	-1.035539	0.000670194	0.0378895	0.401597	3.55984	0.290436	0.295095	0.116528	0.297941	0.005273957	4.797871
10360	-3715.096	-3710.813	-4.282884	0.2853084	0.2325042	0.185321	0.183172	0.260953	0.0870501	0.146178	0.122657	0.288514	0.835021	0.210475	0.76025	0.0804944	0.201794	0.158689	0.204943	0.22513	0.284826	0.222312	0.166268	0.1649733	0.04271245	0.0189035	0.539583	0.00782568	0.015052	0.413907	0.00472881	0.09018826	-1.801972	0.00139413	0.0543789	0.463109	3.48112	0.287558	0.290291	0.1367	0.285452	0.1329007	0.6786138
10370	-3712.882	-3709.508	-3.374308	0.2920562	0.2149963	0.0985678	0.178782	0.298657	0.0587229	0.044985	0.159979	0.286091	0.553653	0.21922	0.290213	0.233166	0.247803	0.175099	0.482592	0.147187	0.269465	0.345824	0.205342	0.2004598	-0.04593136	0.0168928	0.544521	0.00570874	0.00921115	0.417695	0.00597094	0.108114	-1.607141	0.000859758	0.04285	0.421653	3.53464	0.293989	0.295649	0.142676	0.267686	0.06218265	1.738652
10380	-3703.533	-3707.06	3.526887	0.4348913	0.2037522	0.169379	0.235536	0.354814	0.0812499	0.102732	0.0936811	0.314938	0.430348	0.191669	0.27867	0.217796	0.189842	0.118442	0.12385	0.137605	0.267219	0.243554	0.269158	0.1790755	-0.02014838	0.0153433	0.542942	0.0056674	0.00413726	0.414671	0.0172397	0.02503825	-1.719948	0.00060322	0.0359678	0.39338	3.57005	0.296141	0.303049	0.130002	0.270807	0.004889872	5.120431
10390	-3711.944	-3711.504	-0.4401299	0.4044797	0.2080972	0.16143	0.163139	0.425192	0.0829087	0.0695257	0.169406	0.219988	0.479576	0.111902	0.308963	0.151621	0.0753011	0.0943474	0.497687	0.238746	0.161915	0.177544	0.367219	0.1824197	-0.07395433	0.0151381	0.520904	0.00805073	0.00866243	0.433274	0.0139713	0.1027347	-1.701445	0.000694902	0.0385735	0.404458	3.55627	0.294383	0.288332	0.127419	0.289866	0.02878033	3.569614
10400	-3710.959	-3710.153	-0.8061877	0.5646821	0.2424731	0.160662	0.316165	0.42757	0.0815695	0.140467	0.219936	0.150821	0.412666	0.105218	0.362467	0.0708358	0.125929	0.0872948	0.209065	0.165583	0.21483	0.309833	0.252999	0.2103013	-0.03908917	0.0125082	0.527815	0.00815754	0.00759506	0.439022	0.00490239	0.1578646	-1.559214	0.00177933	0.0613106	0.485341	3.45157	0.269022	0.319213	0.133045	0.27872	0.1187755	1.329101
10410	-3716.257	-3716.115	-0.141924	0.512591	0.204063	0.134743	0.12302	0.435063	0.0508975	0.249883	0.261807	0.196515	0.233608	0.140257	0.215658	0.0717293	0.234347	0.0952972	0.0685491	0.156176	0.328501	0.19343	0.340675	0.208906	0.1694607	0.00755179	0.446171	0.0106706	0.0060792	0.525227	0.00430029	0.006464011	-1.565871	0.000609478	0.0361518	0.394178	3.56906	0.278752	0.324196	0.141208	0.255844	0.1759247	0.03674306
10420	-3720.475	-3720.986	0.5111008	0.5093182	0.2000136	0.103748	0.216528	0.370196	0.035414	0.0916827	0.107993	0.106497	0.197725	0.160887	0.208518	0.138309	0.268048	0.0643862	0.482662	0.0662808	0.133684	0.222289	0.134884	0.1598831	0.08636599	0.0183641	0.487894	0.0176657	0.00781351	0.463039	0.0052235	0.1537352	-1.833313	0.000531448	0.0337833	0.383694	3.58199	0.281696	0.308866	0.139487	0.269951	0.2401012	0.6402934
10430	-3723.121	-3717.198	-5.923633	0.5134211	0.2267169	0.235478	0.277769	0.596231	0.0833582	0.265804	0.360059	0.117571	0.353229	0.101604	0.196657	0.315256	0.471034	0.0382312	0.294016	0.225632	0.157644	0.178857	0.265742	0.1922481	-0.1623918	0.00590574	0.52781	0.0167433	0.00572631	0.438863	0.00495077	0.2090848	-1.648969	0.00119814	0.0504697	0.449749	3.49858	0.267932	0.329227	0.138262	0.264579	0.04669298	4.477863
10440	-3710.728	-3712.354	1.62646	0.6451569	0.2110485	0.207938	0.222571	0.46188	0.0560828	0.0419549	0.074232	0.143314	0.24334	0.123058	0.130331	0.121177	0.0452808	0.0623231	0.271271	0.0429747	0.120992	0.0989025	0.321004	0.1641851	0.03456605	0.0114001	0.462183	0.0144627	0.00196972	0.50552	0.00446426	0.02476206	-1.806761	0.000762457	0.0403826	0.411873	3.54698	0.317407	0.290642	0.141525	0.250425	0.05932811	0.4173748
10450	-3706.624	-3710.23	3.606498	0.7194112	0.1769041	0.16292	0.100398	0.452527	0.0675749	0.0669494	0.134473	0.171665	0.228482	0.0843338	0.191415	0.0586337	0.0778319	0.0532945	0.0593637	0.0295728	0.152787	0.276854	0.37749	0.1089717	0.05236373	0.0139557	0.565793	0.0103157	0.00406471	0.402429	0.00344208	0.05620519	-2.216667	0.000215592	0.0216032	0.320765	3.65742	0.275402	0.313888	0.126719	0.283991	0.1085689	0.5176914
10460	-3719.457	-3709.145	-10.31208	0.5514902	0.1854976	0.117806	0.352988	0.482549	0.0771521	0.0951952	0.248712	0.191737	0.931738	0.146313	0.385853	0.120149	0.268365	0.0633643	0.420863	0.202711	0.292257	0.524791	0.547757	0.2475503	-0.009900074	0.0131506	0.488769	0.00718672	0.000822012	0.488707	0.00136502	0.08099278	-1.396141	0.000309578	0.0258503	0.344762	3.62908	0.290894	0.313142	0.126205	0.269759	0.0710927	1.139256
10470	-3706.928	-3708.258	1.330003	0.6498431	0.172393	0.120196	0.202291	0.553579	0.0443521	0.0756022	0.113033	0.149244	0.263105	0.0946659	0.195946	0.24161	0.0906552	0.0747707	0.109583	0.270881	0.517002	0.188716	0.201867	0.1678964	0.07975158	0.0132404	0.521189	0.00741333	0.00176652	0.452459	0.00393166	0.003747894	-1.784408	0.000175734	0.0195185	0.307904	3.6724	0.3099	0.306005	0.113491	0.270604	0.08349947	0.04488524
10480	-3715.824	-3711.521	-4.302834	0.8046675	0.1885684	0.302478	0.306907	0.749188	0.0381673	0.0916647	0.201494	0.139768	0.192026	0.122672	0.12066	0.412437	0.0793503	0.0645322	0.102405	0.086872	0.144936	0.327963	0.356912	0.1600832	-0.2681119	0.00850477	0.528235	0.0126033	0.00685582	0.439719	0.00408212	0.2722316	-1.832062	0.000349494	0.0274518	0.35317	3.61903	0.279292	0.306136	0.12811	0.286462	0.00411969	66.0806
10490	-3711.808	-3712.23	0.4225054	0.7537769	0.1667991	0.180194	0.106072	0.579532	0.0512832	0.0849748	0.147313	0.125315	0.154782	0.11872	0.187775	0.168508	0.097787	0.0271563	0.137403	0.130103	0.32346	0.24521	0.30169	0.1365662	-0.05791872	0.00617564	0.556998	0.0118104	0.00375107	0.412052	0.00921231	0.1836812	-1.990946	0.000134302	0.0170781	0.291723	3.69106	0.288314	0.310852	0.14197	0.258864	0.1257625	1.460541
10500	-3715.966	-3715.228	-0.7386887	0.6379471	0.2065943	0.172178	0.183365	0.401503	0.0654	0.354824	0.329055	0.116162	0.165128	0.166523	0.131722	0.291189	0.151187	0.0689243	0.382554	0.244219	0.0883159	0.150111	0.427403	0.1506742	0.05887242	0.0109098	0.512366	0.0126092	0.006398	0.448302	0.00941528	0.04783802	-1.892636	0.00066216	0.0376643	0.400648	3.56103	0.303998	0.291194	0.131862	0.272946	0.1067104	0.4482975
10510	-3709.686	-3713.209	3.52277	0.5612289	0.1914154	0.0911107	0.123749	0.382606	0.0905123	0.0710411	0.194251	0.166881	0.377542	0.161457	0.178363	0.204974	0.112301	0.0552855	0.0875124	0.367077	0.278752	0.185515	0.155595	0.1284611	0.02089489	0.0155397	0.588241	0.0153023	0.00825966	0.366973	0.00568465	0.04326846	-2.052129	0.000389724	0.0289744	0.360884	3.60975	0.288665	0.320758	0.132735	0.257842	0.06416335	0.6743485
10520	-3708.54	-3708.19	-0.3501462	0.522368	0.2028559	0.192368	0.202188	0.364807	0.0564192	0.0981668	0.0913224	0.177436	0.314265	0.119181	0.136822	0.16665	0.125436	0.0773288	0.309322	0.652592	0.226808	0.111219	0.253226	0.1275628	-0.08041552	0.0133657	0.505943	0.0176186	0.00996063	0.446423	0.00668916	0.1058759	-2.059146	0.000585427	0.0354392	0.391071	3.5729	0.294376	0.292921	0.1401	0.272604	0.02546034	4.158462
10530	-3717.708	-3713.135	-4.573276	0.4759532	0.1651956	0.220752	0.533772	0.523666	0.0996501	0.176617	0.347723	0.135003	0.217115	0.110593	0.242491	0.0656788	0.113631	0.0960463	0.818517	0.139875	0.280177	0.305088	0.190948	0.2285504	0.06241175	0.012592	0.567695	0.00740846	0.00339946	0.406678	0.00222731	0.01893566	-1.475999	0.000123922	0.0164089	0.28704	3.69643	0.285969	0.302345	0.121125	0.290561	0.08134741	0.2327752
10540	-3710.06	-3709.633	-0.4271929	0.4872143	0.1826045	0.0804477	0.273695	0.588909	0.110927	0.128982	0.154022	0.169654	0.28495	0.0964565	0.195547	0.125039	0.204638	0.0568526	0.16795	0.0897363	0.77324	0.220977	0.15562	0.1481036	0.1310755	0.0105001	0.472731	0.0112269	0.00807602	0.492269	0.00519701	0.00103767	-1.909844	0.000275121	0.0243812	0.336759	3.63858	0.307168	0.303267	0.123686	0.265878	0.1321132	0.007854402
