Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-9.70885	0	-9.70885	41.68415	0.1991948	0.00107467	0.00287603	0.0760588	0.0143511	0.000957404	0.00588643	0.0489491	0.01997	0.0137904	0.0665313	0.0502741	0.00224158	0.015379	0.0100163	0.0880685	0.0509641	0.0160773	0.100822	0.04302945	-0.06001226	0.344593	0.146676	0.161025	0.157299	0.0659755	0.124431	42.68751	0.07594325	-3.14587	0.000516577	0.0333122	0.381553	3.58462	0.599125	0.0400107	0.208741	0.152123	0.01593099	4.767014
110	-7.038272	0	-7.038272	20.79221	0.04954648	0.0012012	0.180313	0.0880369	0.0145305	0.00144179	0.067622	0.0468793	0.0139741	0.0158472	0.0575545	0.0492924	0.00092617	0.0332185	0.1052	0.00827299	0.00178763	0.0597348	0.0697323	0.0449958	0.03325407	0.344777	0.0857928	0.154329	0.0978652	0.123898	0.193338	42.57608	0.02584773	-3.101186	3.9281e-13	9.35237e-07	0.00502767	3.99497	0.60025	0.0266574	0.154492	0.218601	0.0591018	0.4373425
120	-23.24165	0	-23.24165	17.36978	0.05760255	0.0014498	0.492	0.203608	0.119011	0.00735766	0.0729886	0.0570563	0.129305	0.130703	0.140475	0.0293522	0.0260354	0.0520339	0.176535	0.171567	0.0217072	0.105067	0.225233	0.13033	0.0128387	0.397476	0.0669104	0.299642	0.104608	0.0686723	0.0626911	30.04173	0.02476702	-2.037685	1.96357e-11	6.60786e-06	0.0113174	3.98868	0.8732	0.0126588	0.0399718	0.0741692	0.03760572	0.6585972
130	-17.68838	0	-17.68838	17.92507	0.1653884	0.00155495	0.144598	0.0634938	0.0274988	0.0273443	0.0397886	0.0330056	0.0913518	0.335449	0.117845	0.0999322	0.104925	0.0461971	0.0706342	0.0931814	0.0414817	0.115547	0.0505799	0.07498847	0.0166848	0.251107	0.0392714	0.391872	0.121037	0.0757872	0.120926	30.87703	0.01305464	-2.590421	0.000125137	0.0164886	0.287604	3.69578	0.345223	0.0133314	0.0434433	0.598002	0.02973944	0.4389672
140	-24.3344	0	-24.3344	29.23983	0.4686248	0.00159977	0.282968	0.0645803	0.083206	0.185749	0.0539902	0.0595965	0.152976	0.182768	0.223147	0.192538	0.0826888	0.00129463	0.15484	0.00499414	0.236242	0.0486159	0.214278	0.1169647	-0.03268302	0.174832	0.0393087	0.31737	0.164582	0.111135	0.192772	29.90762	0.04455559	-2.145883	0.0277305	0.23094	0.796024	2.9453	0.27711	0.0186629	0.147717	0.55651	0.01187257	3.752818
150	-36.37078	0	-36.37078	40.28491	0.9475536	0.0662207	0.559085	0.10559	0.382344	0.133289	0.0444118	0.104607	0.230953	0.3485	0.0589932	0.0455551	0.556933	0.0319973	0.0369403	0.00537821	0.0109148	0.036057	1.14296	0.2176333	-0.009749116	0.112352	0.0332984	0.281709	0.45538	0.0447293	0.0725311	41.88511	0.04275854	-1.524944	0.126374	0.4604	0.990735	2.42249	0.108481	0.0199179	0.24981	0.621791	0.03300942	1.295343
160	-46.74028	0	-46.74028	23.9417	1.062574	0.182972	0.495151	0.306443	1.1929	0.202661	0.538958	0.0407495	0.919842	0.209111	0.110965	0.285033	0.373113	0.0603127	0.106045	0.0204467	0.000193747	0.435748	0.339501	0.2727616	0.00112176	0.237603	0.0198052	0.406279	0.190088	0.11087	0.0353554	44.56991	0.03451559	-1.299157	0.149267	0.494784	1.00964	2.34631	0.292571	0.0236387	0.320801	0.362989	0.03563735	0.9685229
170	-45.322	0	-45.322	19.74061	6.263495	0.889143	0.290773	0.0207243	0.0762185	0.284308	0.622431	0.0892885	1.61353	0.106568	0.371492	0.126403	0.127556	0.121932	0.00586664	0.156425	0.0234766	0.497779	0.130042	0.2315502	-0.002805164	0.164374	0.0235207	0.277988	0.3344	0.177325	0.0223921	35.45913	0.0444659	-1.462959	0.547369	0.829075	1.08066	1.54289	0.473781	0.0835142	0.15126	0.291445	0.04166074	1.067334
180	-28.55791	0	-28.55791	28.24628	4.442115	0.257734	0.28195	0.022887	0.0158153	0.491259	0.0632926	0.049	0.276856	0.0509616	0.158761	0.0295847	0.0326372	0.125965	0.0477886	0.0195643	0.167478	0.191398	0.218054	0.1409983	-0.005173703	0.194539	0.0415122	0.236313	0.221258	0.253808	0.0525702	38.33183	0.02235887	-1.959007	0.477115	0.789232	1.08411	1.64954	0.183659	0.403096	0.161277	0.251969	0.01718516	1.301056
190	-30.82308	0	-30.82308	42.46262	7.090086	0.125343	0.0860861	0.0491764	0.00517618	0.0848614	0.0580123	0.0132	0.0255526	0.0700136	0.0676341	0.122044	0.51619	0.53614	0.610036	0.0171222	0.172514	0.143489	0.014991	0.1844847	0.005080791	0.138025	0.058651	0.228704	0.27798	0.262503	0.0341364	43.27166	0.0118974	-1.690189	0.570976	0.84141	1.07874	1.50887	0.17611	0.263369	0.423936	0.136585	0.01697819	0.700746
200	-20.89665	0	-20.89665	21.74151	50.62741	0.049501	0.0636976	0.227329	0.00523512	0.277757	0.0593991	0.0612697	0.0802311	0.290748	0.132016	0.0621733	0.0956357	0.226622	0.0892498	0.000709881	0.0595494	0.0626237	0.0210153	0.1447477	-0.003014741	0.172818	0.0714662	0.351268	0.194982	0.160048	0.0494175	23.32731	0.01570836	-1.932763	0.827438	0.948903	1.03982	1.18384	0.0564894	0.169294	0.432055	0.342161	0.01269361	1.237501
210	-33.82194	0	-33.82194	12.95351	45.55699	0.376902	0.111024	0.679011	0.0649201	0.601823	0.0632967	0.0810867	0.0468297	0.298444	0.110311	0.279888	0.254448	1.09898	0.365608	0.0202005	0.0963089	0.00923455	0.00888881	0.2089662	-0.008920328	0.262622	0.0344001	0.260989	0.156663	0.146741	0.138585	16.77399	0.01690914	-1.565583	0.818462	0.945834	1.04164	1.19407	0.253267	0.383147	0.148582	0.215004	0.007988813	2.116602
220	-29.54128	0	-29.54128	10.03219	71.26249	0.100231	0.073942	0.046393	0.236628	0.722351	0.159256	0.377906	0.12711	0.572866	0.465724	0.0688263	0.114336	0.347298	0.273931	0.0691104	0.577069	0.0519746	0.0455792	0.2242168	-0.01579759	0.317068	0.0605172	0.102084	0.294676	0.107623	0.118032	10.99697	0.02519104	-1.495142	0.853699	0.957636	1.03435	1.15431	0.0550231	0.629987	0.138274	0.176716	0.009393451	2.681766
230	-34.62461	0	-34.62461	17.07835	88.0326	0.161344	0.251855	0.210483	0.0224221	0.383391	0.0432418	0.0355939	0.269705	0.296163	0.0882365	0.409098	0.42704	0.745439	0.0783157	0.0756021	0.391865	0.148687	0.0304525	0.2408773	-0.05341438	0.419169	0.0626951	0.0525159	0.247077	0.170988	0.0475555	21.60339	0.05943256	-1.423468	0.867963	0.962227	1.03128	1.13853	0.0298846	0.221597	0.313808	0.434711	0.006018189	9.87549
240	-28.06724	0	-28.06724	13.42328	31.44435	0.103227	0.136078	0.472245	0.0479289	0.391322	0.0776073	0.139808	0.477874	0.104527	0.0219298	0.0970766	0.123054	0.151418	0.0297705	0.0621238	0.147683	0.0233302	0.263461	0.1162734	-0.05823282	0.297277	0.078606	0.055717	0.225828	0.266339	0.0762331	24.20471	0.06463146	-2.151811	0.7833	0.93338	1.04848	1.23484	0.0421171	0.398351	0.347739	0.211793	0.006398644	10.10081
250	-26.15727	0	-26.15727	9.7398	47.2943	0.14573	0.189237	0.428781	0.0202885	0.602669	0.142389	0.224978	0.352954	0.0688138	0.0152923	0.262062	0.0202435	0.104118	0.0955163	0.0484815	0.0461107	0.0109672	0.0344467	0.1447854	-0.1953835	0.196196	0.13786	0.0289453	0.264804	0.331388	0.0408069	42.30838	0.2050246	-1.932503	0.821695	0.946944	1.04099	1.19037	0.103624	0.312684	0.289468	0.294224	0.009641108	21.26567
260	-17.95761	0	-17.95761	8.133412	38.09922	0.0649801	0.046642	0.0899001	0.00966062	0.108179	0.0502015	0.33693	0.2617	0.0315223	0.018456	0.0166162	0.0609896	0.0970198	0.0715127	0.087493	0.0185214	0.177562	0.0642185	0.07011177	-0.1488574	0.188117	0.203539	0.0143969	0.280404	0.198421	0.115122	23.58819	0.1543043	-2.657665	0.802238	0.940174	1.04485	1.21274	0.198694	0.359779	0.258846	0.182681	0.005446864	28.32901
270	-17.20565	0	-17.20565	4.494371	86.69691	0.133901	0.129721	0.202589	0.0211768	0.0878634	0.0324019	0.177483	0.327427	0.0215372	0.0332487	0.206258	0.1809	0.273922	0.248818	0.0202296	0.0316277	0.058951	0.00224568	0.2392025	-0.04071656	0.129791	0.384592	0.0249761	0.244668	0.105861	0.110112	6.74223	0.06701437	-1.430445	0.866978	0.961914	1.0315	1.13961	0.268503	0.0980411	0.390663	0.242793	0.02629781	2.548287
280	-17.51842	0	-17.51842	2.889827	62.06047	0.0773949	0.0851789	0.0948045	0.0132434	0.200142	0.0286654	0.378911	0.330541	0.0287661	0.169656	0.0919805	0.482319	0.107379	0.417864	0.446688	0.157235	0.00315011	0.0473061	0.2590507	-0.03442577	0.059388	0.408395	0.0167324	0.338072	0.0983503	0.0790619	3.977682	0.0588677	-1.350731	0.843576	0.954313	1.03649	1.16562	0.26174	0.228683	0.332968	0.17661	0.02444194	2.408471
290	-10.5984	0	-10.5984	1.442108	121.6001	0.0601073	0.181787	0.476279	0.0177126	0.0371948	0.254578	0.346103	0.238732	0.0142321	0.246606	0.0560112	0.0629174	0.117962	0.0458322	0.144999	0.146609	0.0253095	0.1521	0.1492534	-0.1006182	0.0807464	0.423714	0.0489583	0.279964	0.107846	0.0587718	3.239218	0.1268758	-1.90211	0.887199	0.968255	1.02705	1.1175	0.147062	0.169023	0.337517	0.346398	0.02625759	4.831967
300	12.00148	0	12.00148	1.601246	248.6796	0.0303181	0.107748	0.146865	0.00972259	0.0106741	0.00661834	0.0096225	0.0326947	0.00672547	0.0658376	0.0543689	0.00635052	0.139138	0.0511809	0.00290259	0.00607676	0.0144738	0.0863005	0.05531295	-0.1259076	0.146491	0.213121	0.113703	0.282764	0.215434	0.0284871	2.807324	0.1566785	-2.894748	0.920585	0.978279	1.01942	1.08171	0.424507	0.116859	0.396829	0.0618046	0.03077086	5.091781
310	7.096332	0	7.096332	2.676403	801.3608	0.106033	0.0160039	0.150009	0.0229996	0.0135821	0.0130379	0.0209362	0.0152481	0.097966	0.0272857	0.0427295	0.124088	0.0374338	0.083974	0.000415479	0.00140233	0.063475	0.0751507	0.0716988	-0.08061041	0.245256	0.303125	0.0573245	0.276543	0.0865535	0.0311974	3.067898	0.1392866	-2.635281	0.955461	0.988177	1.01111	1.04525	0.375335	0.395761	0.211408	0.0174961	0.05867623	2.373817
320	3.453018	0	3.453018	2.397918	570.5964	0.0441733	0.0964094	0.11076	0.0245396	0.00885696	0.0177151	0.165325	0.032546	0.0584105	0.0739636	0.00992302	0.0657916	0.0926926	0.024868	0.0671009	0.000312318	0.0821372	0.10161	0.06058741	0.005111152	0.192877	0.156799	0.154353	0.438235	0.0423845	0.0153512	4.26664	0.08497149	-2.803668	0.9473	0.985912	1.01309	1.0537	0.348055	0.440757	0.155921	0.0552672	0.09008264	0.9432615
330	-10.24771	0	-10.24771	6.299278	1712.152	0.0724506	0.0635497	0.0627777	0.0509686	0.0358189	0.15916	0.0116654	0.0114184	0.0841549	0.0481005	0.0512378	0.0433002	0.0703198	0.0653225	0.122012	0.00178539	0.294024	0.0236621	0.06970695	0.008684575	0.337995	0.179892	0.188455	0.246924	0.0198874	0.0268457	34.88393	0.1273522	-2.663455	0.96945	0.991988	1.00768	1.03088	0.239861	0.382985	0.333177	0.0439769	0.1360367	0.9361601
340	2.739858	0	2.739858	28.01367	3989.924	0.0480026	0.0518796	0.0174618	0.0291029	0.0197573	0.0378504	0.0127605	0.0029935	0.00668204	0.0572067	0.0158735	0.0266136	0.015284	0.0102076	0.0266866	0.0141235	0.00623728	0.014894	0.02328297	-0.05910447	0.657544	0.157447	0.0920929	0.0567824	0.00767227	0.0284616	44.43738	0.2140424	-3.760033	0.979949	0.994789	1.00507	1.02019	0.143567	0.223485	0.543002	0.0899455	0.1549379	1.381472
350	1.113854	0	1.113854	11.87125	5734.862	0.0160281	0.0134386	0.0130879	0.0295215	0.0949143	0.023795	0.00741014	0.00614533	0.0175693	0.0196839	0.0817755	0.0162717	0.0776067	0.0173895	0.0543653	0.0218048	0.00143608	0.00591751	0.04693504	-0.04205022	0.300259	0.261935	0.383201	0.00995897	0.00723584	0.0374094	37.68834	0.133917	-3.058991	0.983265	0.995663	1.00424	1.01683	0.162313	0.289674	0.3494	0.198614	0.09186681	1.45773
360	-16.90716	0	-16.90716	25.20629	3453.984	0.0851842	0.0920857	0.0221367	0.128145	0.09999	0.102901	0.0322674	0.0355199	0.0836016	0.058957	0.100599	0.208717	0.00745408	0.0390513	0.110541	0.161883	0.0546759	0.0620549	0.07593239	-0.01376617	0.423054	0.202265	0.261401	0.0517161	0.0121856	0.0493782	29.35945	0.06014698	-2.577912	0.978455	0.994393	1.00544	1.02171	0.454234	0.116257	0.343528	0.0859811	0.04638082	1.296807
370	-15.97336	0	-15.97336	42.91083	1810.512	0.0207765	0.0622375	0.00246534	0.0291499	0.221188	0.188322	0.0699464	0.0127414	0.0619586	0.0335859	0.0183416	0.11448	0.0356775	0.00425166	0.115772	0.0713955	0.13557	0.00547232	0.05698232	-0.007313631	0.210638	0.210241	0.410747	0.0833227	0.0203913	0.0646599	48.44191	0.03296122	-2.865014	0.970287	0.992213	1.00747	1.03003	0.617124	0.0558251	0.301863	0.0251886	0.02564759	1.285159
380	-2.283262	0	-2.283262	16.23947	909.0592	0.0794909	0.0345962	0.00939531	0.0422256	0.053964	0.0217724	0.10489	0.00826488	0.0273317	0.099247	0.0526269	0.0211429	0.0184491	0.0134091	0.0492792	0.014286	0.020722	0.0128175	0.06231082	-0.02300719	0.315266	0.176038	0.314635	0.0653576	0.0221749	0.106528	21.69558	0.04882341	-2.77562	0.958162	0.98892	1.01045	1.04247	0.55406	0.137942	0.287273	0.0207242	0.02581622	1.891191
390	-5.140765	0	-5.140765	18.02741	365.0959	0.0374322	0.00827833	0.00819492	0.0676837	0.0742876	0.0192858	0.0412571	0.0213808	0.0120984	0.125089	0.0509909	0.0335498	0.00198672	0.0261674	0.0202705	0.0330351	0.0928237	0.00617101	0.03987928	0.01914233	0.543889	0.122065	0.198597	0.0708218	0.0219284	0.0426995	28.32118	0.0699358	-3.221898	0.934282	0.982235	1.0162	1.06728	0.603322	0.134577	0.255706	0.00639444	0.08907813	0.7851063
400	-8.378995	0	-8.378995	16.88632	346.5471	0.109491	0.0282511	0.028952	0.188661	0.258953	0.019115	0.0165713	0.0429122	0.0502493	0.0710708	0.0695859	0.0483445	0.0567442	0.0246955	0.0777809	0.0154747	0.0381697	0.0355158	0.04199256	0.09755929	0.438128	0.268148	0.116146	0.1125	0.0455337	0.0195457	19.11028	0.0723599	-3.170263	0.932568	0.981745	1.01661	1.06908	0.502226	0.12378	0.367982	0.00601297	0.1699192	0.4258489
410	8.574458	0	8.574458	9.424095	418.6161	0.090342	0.01354	0.0601579	0.0883219	0.00908115	0.0509203	0.00616427	0.00114621	0.0218187	0.0180528	0.0133556	0.00734467	0.0029772	0.00872489	0.0228307	0.0200589	0.00668829	0.00972488	0.0353745	0.0612279	0.223151	0.254427	0.217851	0.122961	0.135202	0.0464078	20.89321	0.108394	-3.341764	0.938575	0.983456	1.01518	1.06279	0.57158	0.082881	0.339521	0.00601785	0.1696219	0.639033
420	10.00528	0	10.00528	6.750427	589.4502	0.0299534	0.00425513	0.0270584	0.0234695	0.0233566	0.0173229	0.0796399	0.00543411	0.00200041	0.0134135	0.00158856	0.0284799	0.000554623	0.00439259	0.00281663	0.0223938	0.0175313	0.00270333	0.02774476	-0.1061664	0.241109	0.139849	0.125849	0.25319	0.137694	0.102309	34.14213	0.2771159	-3.584708	0.948141	0.986147	1.01288	1.05283	0.138319	0.0540069	0.805559	0.0021151	0.1709494	1.62104
430	2.111776	0	2.111776	7.772756	601.8777	0.0117276	0.0268488	0.0897911	0.0136496	0.076447	0.0324063	0.02842	0.0201337	0.000288054	0.042672	0.00444712	0.0443594	0.108796	0.00725941	0.00206115	0.0742379	0.0370447	0.002482	0.03748602	-0.03182103	0.25923	0.127194	0.0936596	0.226555	0.252334	0.0410268	36.19239	0.2823655	-3.283787	0.948674	0.986296	1.01275	1.05228	0.248143	0.444081	0.304814	0.0029627	0.2505445	1.127007
440	-9.260629	0	-9.260629	2.5119	743.0305	0.00100645	0.0275474	0.0490295	0.0036838	0.133035	0.0508001	0.0670942	0.0618505	0.00252835	0.166565	0.00855808	0.0209862	0.023064	0.0189814	0.0288007	0.245266	0.113546	0.0726223	0.04959597	0.06530586	0.141086	0.453116	0.0486245	0.0545824	0.184792	0.1178	43.46075	0.1816094	-3.003846	0.953761	0.987708	1.01152	1.04701	0.232512	0.394042	0.370961	0.00248558	0.2469153	0.7355131
450	-9.228532	0	-9.228532	3.493362	414.57	0.00294513	0.0260951	0.121912	0.0225296	0.0471014	0.107734	0.00359068	0.079588	0.00209561	0.0679849	0.013189	0.0581688	0.00488875	0.0520477	0.0412019	0.167328	0.352625	0.311458	0.08401182	0.1866095	0.301576	0.262235	0.0233666	0.0284645	0.201524	0.182834	14.86055	0.05448555	-2.476798	0.93828	0.983373	1.01525	1.0631	0.296465	0.432763	0.259838	0.0109336	0.2410951	0.225992
460	-8.896873	0	-8.896873	5.226418	365.2799	0.0711348	0.0131513	0.0689635	0.0654798	0.0886135	0.0986648	0.0160941	0.090057	0.00200045	0.0181707	0.123386	0.146048	0.0167857	0.0462732	0.0780829	0.0830513	0.149339	0.0411931	0.06749647	0.3141918	0.198899	0.332982	0.0250601	0.0388505	0.244688	0.159521	24.80801	0.08542618	-2.69568	0.934298	0.982239	1.0162	1.06727	0.10788	0.714572	0.165924	0.0116247	0.399618	0.2137696
470	-7.623597	0	-7.623597	2.401335	184.7554	0.329132	0.0151645	0.197322	0.0504506	0.301868	0.0248876	0.0303406	0.18218	0.00021801	0.0457929	0.0112806	0.0920182	0.309739	0.0189701	0.116704	0.0177286	0.0142182	0.0464551	0.08885692	0.06071641	0.238862	0.347733	0.0111175	0.0268846	0.300714	0.0746887	4.048276	0.2250111	-2.420728	0.908095	0.974593	1.02231	1.095	0.217525	0.347877	0.412776	0.0218211	0.2857275	0.7875024
480	4.59242	0	4.59242	1.762412	201.5866	0.134021	0.0161762	0.196359	0.0919774	0.0932683	0.0228296	0.0195374	0.0801867	7.12475e-05	0.0586855	0.0178158	0.0195249	0.0943647	0.0317738	0.0525506	0.105445	0.00883747	0.0656491	0.06243569	0.2187831	0.263367	0.202556	0.0122417	0.0311633	0.432003	0.0586697	3.194347	0.06662026	-2.773618	0.911947	0.975738	1.02143	1.09089	0.319689	0.409231	0.250381	0.0206986	0.2854034	0.2334249
490	5.589138	0	5.589138	1.247866	229.9479	0.0416085	0.0077341	0.223466	0.043193	0.105473	0.0646325	0.0408909	0.0577827	0.000146528	0.0326151	0.0519922	0.0205289	0.12967	0.200129	0.00573987	0.0245665	0.0271907	0.00918222	0.05143164	0.2661669	0.302951	0.369525	0.0501555	0.0442153	0.176003	0.0571505	2.718509	0.05722243	-2.967502	0.917465	0.977365	1.02015	1.08502	0.144601	0.736192	0.0986819	0.0205256	0.3233893	0.176946
500	15.04114	0	15.04114	1.968446	730.0196	0.0241101	0.0101909	0.0452588	0.0294475	0.0777189	0.0281046	0.080067	0.104199	0.000139819	0.0183167	0.05912	0.0195571	0.0463694	0.0166189	0.00902402	0.0122509	0.0806049	0.00517949	0.04403654	0.3396129	0.390492	0.228175	0.0385	0.0374396	0.144847	0.160546	2.032275	0.03717984	-3.122735	0.953354	0.987596	1.01162	1.04743	0.420786	0.363308	0.192345	0.0235605	0.3767927	0.0986745
510	22.21038	0	22.21038	1.648905	348.2083	0.0307696	0.0144971	0.0906558	0.0171434	0.0536907	0.0194905	0.126297	0.0195506	9.15754e-05	0.019556	0.0216959	0.0697363	0.00159726	0.00486911	0.0267641	0.0174436	0.004387	0.0100217	0.02893856	0.08997967	0.581231	0.254047	0.016296	0.0210098	0.0703303	0.057086	1.974513	0.03038533	-3.54258	0.932727	0.98179	1.01657	1.06891	0.496063	0.222619	0.256546	0.0247714	0.120365	0.2524432
520	16.24817	0	16.24817	1.999407	501.3429	0.0308953	0.026497	0.0434325	0.0232648	0.0290866	0.0237982	0.0809588	0.0286726	3.512e-05	0.0611596	0.105928	0.00407986	0.0146	0.0110031	0.0243854	0.0173406	0.0364166	0.0426147	0.03524747	0.02020815	0.419648	0.360643	0.0411862	0.0364033	0.0716855	0.0704337	3.818868	0.02884382	-3.345361	0.943815	0.984936	1.01392	1.05733	0.402768	0.476704	0.0959322	0.0245959	0.04905197	0.5880258
530	5.68125	0	5.68125	2.479228	875.2328	0.0394139	0.0207399	0.0773845	0.0137818	0.0201931	0.0170641	0.0198154	0.0401437	0.000121166	0.018761	0.266942	0.0717365	0.160545	0.0760701	0.126578	0.0303092	0.080248	0.0964599	0.05833909	0.03275185	0.457906	0.160412	0.00791802	0.104404	0.109711	0.159649	2.998054	0.01553701	-2.841483	0.957367	0.988702	1.01065	1.04329	0.269195	0.495222	0.208312	0.0272706	0.04828886	0.3217514
540	12.61983	0	12.61983	2.369744	1366.889	0.0311606	0.00691757	0.0966575	0.0155419	0.0427021	0.0118172	0.0473603	0.0405031	5.71938e-05	0.0400146	0.122176	0.0175892	0.0367193	0.00941947	0.029333	0.0456245	0.044482	0.0142917	0.04147982	0.01385488	0.394803	0.143338	0.0199911	0.0551116	0.159666	0.227091	4.894643	0.04294665	-3.182548	0.965831	0.991011	1.00857	1.03459	0.0767132	0.720602	0.167017	0.0356673	0.05680153	0.7560826
