Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3706.211	-3724.053	17.84179	4.0617	0.2111088	0.0211479	0.00455012	0.0114939	0.0502056	0.0217844	0.0177221	0.0183116	0.022982	0.00649819	0.0104371	0.00879098	0.000513879	0.00316463	0.022464	0.0239948	0.00796493	0.0060154	0.00567173	0.01155954	-0.146597	0.0154292	0.527634	0.00365461	0.00484977	0.438945	0.00948714	30.52306	0.1552833	-4.460245	0.000763883	0.0404199	0.412024	3.54679	0.293918	0.31489	0.137259	0.253932	0.008686252	17.8769
110	-3703.673	-3717.017	13.3438	5.122955	0.1726232	0.0352526	0.041836	0.0488555	0.0591997	0.0142212	0.012847	0.0190325	0.00823418	0.00303624	0.00623982	0.0168949	0.000581375	0.00170092	0.00959018	0.010945	0.0109774	0.00276259	0.00217704	0.01888339	-0.115739	0.0138235	0.528724	0.0034481	0.00438732	0.439852	0.00976589	40.37249	0.1374364	-3.969473	0.000177622	0.0196223	0.308565	3.67164	0.293434	0.316018	0.137034	0.253515	0.02169743	6.334227
120	-3703.382	-3720.253	16.8706	5.824806	0.1696256	0.0453252	0.00539808	0.00861012	0.0424628	0.0116243	0.013654	0.023319	0.0125938	0.00258852	0.0140123	0.0122732	0.00108807	0.00408308	0.019019	0.0114789	0.0111395	0.000912207	0.00130788	0.0104214	-0.07743687	0.0124962	0.460012	0.00235284	0.0029254	0.512682	0.00953205	35.05965	0.1197819	-4.563894	0.000154188	0.0182908	0.299931	3.68162	0.318231	0.287571	0.137766	0.256432	0.04234506	2.828711
130	-3696.645	-3711.298	14.65333	5.12181	0.1572628	0.0338058	0.0197572	0.0184066	0.0504948	0.0180535	0.0141057	0.0300889	0.0127748	0.00578313	0.0166987	0.00460628	0.00678407	0.0103778	0.0179228	0.00651529	0.0045429	0.00209407	0.000421927	0.01941376	0.002388329	0.0118589	0.523753	0.00519475	0.00401532	0.447227	0.00795124	45.59308	0.1408282	-3.941773	8.12482e-05	0.0133022	0.263607	3.72301	0.286824	0.305782	0.142381	0.265012	0.1432165	0.9833236
140	-3702.737	-3714.303	11.5667	3.83158	0.1605924	0.0207118	0.0113534	0.0178712	0.0237038	0.0206963	0.020512	0.0230454	0.0100065	0.00992528	0.00796903	0.00398342	0.0103769	0.0378115	0.0462847	0.00512849	0.0351478	0.00882397	0.00030215	0.01519512	-0.1033914	0.00890327	0.506084	0.00777013	0.00520091	0.465921	0.0061208	31.81018	0.2717998	-4.186781	9.74934e-05	0.0145644	0.273493	3.71184	0.306158	0.285194	0.146718	0.26193	0.1684084	1.613933
150	-3699.663	-3714	14.33657	3.854388	0.203663	0.0267401	0.0176082	0.00860557	0.0462446	0.0340547	0.0185144	0.0217731	0.0278112	0.0135049	0.0296713	0.00625538	0.0154508	0.0152314	0.0104501	0.010848	0.0689769	0.00395464	0.000532256	0.02192101	-0.1745596	0.0122914	0.586162	0.00688335	0.00672642	0.380076	0.00786056	19.35982	0.1984342	-3.82031	0.000601434	0.0359151	0.39315	3.57033	0.317258	0.277157	0.1322	0.273386	0.02387452	8.311544
160	-3710.69	-3721.907	11.2171	4.145944	0.1843035	0.0548017	0.0179067	0.0205817	0.0715495	0.0228614	0.042698	0.0259974	0.0137445	0.00909854	0.0119788	0.0145308	0.02319	0.0105885	0.0114314	0.00241134	0.0561318	0.00434279	0.000664543	0.02263832	0.06836477	0.00738981	0.542183	0.0044886	0.00629709	0.432371	0.00727079	23.74537	0.1183197	-3.788111	0.000294995	0.0252392	0.341469	3.633	0.313869	0.298678	0.132148	0.255304	0.1866845	0.6337951
170	-3710.322	-3711.873	1.550585	2.013553	0.2254725	0.0637661	0.0223816	0.0128285	0.0885545	0.0584443	0.0441001	0.0189176	0.0323736	0.0209732	0.0655748	0.0347223	0.091222	0.0160972	0.100042	0.0227031	0.0860133	0.0235268	0.000616555	0.03240195	0.2817307	0.0144064	0.521724	0.00563815	0.00327378	0.43997	0.0149872	23.75728	0.1595939	-3.429537	0.00115856	0.0496411	0.446833	3.50237	0.309938	0.290677	0.136218	0.263166	0.4413246	0.3616247
180	-3704.725	-3708.669	3.94413	4.766104	0.1763392	0.0960373	0.0592458	0.0289273	0.127565	0.0651462	0.0311276	0.00926603	0.0186639	0.00582515	0.0206055	0.0325501	0.0288113	0.00364612	0.0126717	0.00604995	0.0562416	0.0451181	0.000778703	0.04441038	0.1340408	0.0127939	0.543204	0.00743211	0.00481852	0.406367	0.0253839	37.33919	0.1114011	-3.114282	0.000210264	0.0213365	0.319164	3.65929	0.298331	0.310872	0.125768	0.265029	0.2454419	0.4538796
190	-3706.911	-3720.855	13.94401	3.509226	0.1530456	0.0489846	0.0101393	0.00567397	0.102827	0.0566842	0.0194803	0.00513359	0.0128114	0.00295498	0.0172859	0.00891998	0.00784934	0.00246763	0.0105169	0.00815657	0.0352947	0.0065936	0.000720858	0.02034982	0.1205688	0.00899967	0.579413	0.00990256	0.00659173	0.37324	0.0218525	48.89693	0.05951394	-3.894683	6.3767e-05	0.0117917	0.250993	3.73715	0.294329	0.314507	0.123036	0.268128	0.1800828	0.330481
200	-3703.622	-3711.456	7.834257	2.485553	0.1989106	0.0736606	0.0294069	0.00621374	0.119647	0.051699	0.0416524	0.0156154	0.0454939	0.00740803	0.0604619	0.0085762	0.00679985	0.0157143	0.0100948	0.0162865	0.0162149	0.00897172	0.00148549	0.02907491	0.07242112	0.00785072	0.498007	0.0118606	0.00457034	0.462242	0.0154701	23.22445	0.08085534	-3.53788	0.000511486	0.0331494	0.380809	3.58553	0.29741	0.29751	0.136046	0.269034	0.1532765	0.5275131
210	-3701.904	-3717.104	15.20005	4.364234	0.2334508	0.0300587	0.0117991	0.00735954	0.0356676	0.022076	0.018218	0.0115284	0.0204839	0.00650213	0.0306004	0.0246407	0.0198223	0.0309229	0.0116467	0.0124045	0.00268773	0.00448027	0.000236896	0.01911701	-0.0461361	0.0074168	0.556503	0.0109782	0.00783847	0.397959	0.0193045	46.49968	0.1788926	-3.957177	0.00142809	0.0550268	0.465263	3.47828	0.301515	0.289352	0.133543	0.27559	0.1327565	1.347524
220	-3701.946	-3714.839	12.89249	5.421484	0.1984571	0.0359712	0.00684907	0.00394376	0.0401303	0.0192866	0.0127154	0.0122206	0.0178248	0.00562718	0.0160228	0.0103885	0.0247249	0.0609198	0.00619703	0.0101437	0.0185316	0.00881661	0.000583329	0.01772595	-0.04243201	0.0113945	0.497474	0.00698316	0.0048176	0.470658	0.00867223	32.24524	0.1972154	-4.032725	0.000503435	0.0328901	0.379619	3.58699	0.32323	0.310191	0.126141	0.240438	0.1547834	1.274138
230	-3698.571	-3713.236	14.6652	6.633604	0.16601	0.0262266	0.0141198	0.0127961	0.0457409	0.0184921	0.0155726	0.0296642	0.0204116	0.0044866	0.0113163	0.00323583	0.0126268	0.00547036	0.00569654	0.00391946	0.0131318	0.0317514	0.000555131	0.01610836	-0.1334301	0.0132869	0.516101	0.00707418	0.00206148	0.453772	0.00770467	33.90758	0.2992	-4.128417	0.000129115	0.0167471	0.289421	3.6937	0.302962	0.282631	0.128177	0.28623	0.1657699	1.804912
240	-3695.243	-3713.689	18.44558	6.690921	0.2287639	0.0162343	0.0108535	0.00976709	0.0251012	0.012754	0.0125617	0.0411427	0.0194416	0.00301058	0.0114097	0.00533365	0.0127706	0.015567	0.0141958	0.0070026	0.0027665	0.00260768	0.000370045	0.01217465	-0.06806809	0.0123509	0.550864	0.00900647	0.00227565	0.417633	0.00787044	28.52043	0.2272402	-4.408399	0.00126521	0.0518421	0.454513	3.49238	0.292989	0.310107	0.128964	0.26794	0.1591721	1.427638
250	-3705.568	-3717.67	12.10198	6.745137	0.1636445	0.0260932	0.0198951	0.0198083	0.0335556	0.0183104	0.0104396	0.0501837	0.0387145	0.00486575	0.03366	0.00359541	0.00778766	0.00524277	0.00287307	0.0044423	0.0312884	0.0135443	0.000451114	0.02124854	-0.2404336	0.0147476	0.575367	0.00786157	0.00390958	0.385183	0.0129313	37.42764	0.3532051	-3.851467	0.000114473	0.0157746	0.282492	3.70162	0.296044	0.291946	0.155347	0.256663	0.1127715	3.132043
260	-3708.38	-3722.459	14.07973	6.063536	0.183782	0.0182603	0.0162489	0.0225304	0.0363868	0.0205718	0.00793595	0.0216886	0.012511	0.00313015	0.0142741	0.00303022	0.00438748	0.0201499	0.00491948	0.00311682	0.0311816	0.00265828	0.00055488	0.01806337	-0.114937	0.0196621	0.428978	0.0100818	0.00441721	0.525735	0.0111251	39.4915	0.3146708	-4.013869	0.000288786	0.0249744	0.340026	3.63471	0.296675	0.290185	0.154731	0.258409	0.1997338	1.575451
270	-3702.165	-3714.216	12.05171	7.08123	0.1752732	0.0264331	0.0288922	0.00836316	0.031981	0.0124121	0.0110433	0.0130663	0.0438092	0.00290404	0.0448083	0.00540469	0.00149669	0.034333	0.0132847	0.00519252	0.00555341	0.00237254	0.00366336	0.01641276	0.09087215	0.0170126	0.509221	0.0137197	0.00323624	0.450904	0.00590665	41.44895	0.09288974	-4.109696	0.000200477	0.0208377	0.316136	3.66283	0.3027	0.296079	0.137564	0.263657	0.1837619	0.5054897
280	-3690.04	-3711.559	21.51913	6.753938	0.1941837	0.020639	0.00739655	0.00269311	0.0244285	0.016937	0.0133174	0.016502	0.012179	0.00360736	0.0148092	0.00618241	0.00514953	0.0115174	0.00638211	0.00682271	0.00276342	0.000670599	0.00295542	0.009184373	0.001332809	0.0132412	0.466153	0.00959713	0.00379647	0.50225	0.00496144	32.07093	0.1536671	-4.690252	0.000431949	0.0304889	0.368308	3.60077	0.297746	0.307599	0.135313	0.259342	0.155	0.9914012
290	-3702.808	-3720.758	17.94932	5.854001	0.1472372	0.0262857	0.0070837	0.00347008	0.0318758	0.00959775	0.0093247	0.0351499	0.00773039	0.00247375	0.00656502	0.0115756	0.00531951	0.00242739	0.0129173	0.00808049	0.00344693	0.00509526	0.00252076	0.01918773	0.1255641	0.00664755	0.556548	0.00783616	0.00637787	0.420863	0.00172808	27.62316	0.07104304	-3.953484	4.46462e-05	0.00987462	0.233477	3.7566	0.327329	0.293114	0.132427	0.24713	0.1966071	0.3613452
300	-3697.007	-3712.792	15.78414	6.50203	0.1577418	0.0533353	0.0117002	0.0059257	0.0593312	0.0181203	0.0153876	0.0319761	0.0329544	0.0048288	0.0205367	0.020378	0.00858957	0.000973459	0.0090914	0.00988523	0.000869939	0.0129096	0.000806546	0.01951397	0.09067897	0.010343	0.555737	0.00478209	0.00581647	0.420249	0.00307225	22.52926	0.03880414	-3.936625	8.34465e-05	0.0134801	0.265034	3.7214	0.311681	0.298292	0.12102	0.269007	0.1294831	0.299685
310	-3699.691	-3720.919	21.22849	5.370913	0.1889877	0.0183806	0.0140117	0.00718836	0.0222935	0.0193376	0.0113048	0.0187687	0.0063323	0.00655327	0.00810703	0.00785133	0.00535002	0.00757931	0.0120124	0.00844482	0.012301	0.0021922	9.29215e-05	0.009238443	-0.02095746	0.00963197	0.5513	0.00355848	0.0172795	0.414198	0.00403225	30.36052	0.1890918	-4.684382	0.00035522	0.0276738	0.354311	3.61766	0.283785	0.303106	0.115044	0.298065	0.1681343	1.124647
320	-3701.067	-3717.626	16.55902	7.290956	0.1922815	0.0374483	0.013914	0.0050289	0.0394	0.0147722	0.0159739	0.0229796	0.00490039	0.00511288	0.00397995	0.00846155	0.0167232	0.00218015	0.0283091	0.00246191	0.0132963	0.00760726	0.000344361	0.009274174	0.003203145	0.00679438	0.507755	0.00374598	0.0152912	0.4649	0.00151297	26.42704	0.07900669	-4.680522	0.000402599	0.0294447	0.363215	3.60694	0.300708	0.32118	0.116116	0.261996	0.08220983	0.961037
330	-3698.817	-3714.948	16.13106	9.479136	0.1830651	0.0203192	0.0271782	0.010966	0.0335599	0.0119275	0.0102124	0.0260091	0.00421457	0.00447044	0.00292749	0.0100674	0.0146473	0.0104747	0.00629046	0.00254818	0.00702571	0.00288764	0.00167531	0.01193261	0.1125939	0.00802367	0.530499	0.00702521	0.0149365	0.437881	0.00163469	36.82797	0.08267937	-4.42848	0.000280408	0.0246124	0.338039	3.63707	0.287749	0.326277	0.119936	0.266038	0.1952733	0.4234034
340	-3701.464	-3718.366	16.90232	5.030527	0.1837466	0.0262823	0.0276835	0.00819551	0.0366467	0.0223218	0.0184973	0.0359578	0.00680579	0.00950196	0.00823054	0.00712248	0.0209392	0.0079505	0.00541138	0.00538755	0.0199886	0.000117085	0.00531598	0.01089291	-0.06364796	0.00828475	0.607696	0.00790749	0.00992097	0.363371	0.00281969	19.94921	0.1053723	-4.519643	0.000288369	0.0249565	0.339928	3.63483	0.304172	0.284296	0.130311	0.281221	0.04172435	2.525439
350	-3711.68	-3720.79	9.110475	2.92463	0.1907265	0.057116	0.0447012	0.0298615	0.0798849	0.033234	0.0308182	0.0420601	0.00809282	0.0119868	0.00886988	0.0102543	0.0113499	0.00695472	0.0464019	0.00684749	0.0179563	0.00192439	0.00782527	0.01669869	0.02027956	0.00967061	0.550901	0.0140998	0.00857249	0.412696	0.00405988	17.27404	0.05794959	-4.092425	0.000379698	0.0286028	0.359025	3.61199	0.280546	0.324921	0.12019	0.274343	0.07822915	0.7407672
360	-3710.405	-3719.556	9.151987	4.004337	0.1730153	0.0440522	0.0609391	0.0432018	0.0458586	0.031584	0.0234763	0.0799708	0.0425892	0.00653333	0.0259359	0.0223311	0.0218118	0.0131034	0.0215753	0.00981554	0.0103288	0.011268	0.000438969	0.03146732	0.03483392	0.00839638	0.614641	0.0152897	0.00465421	0.346584	0.0104352	11.87604	0.1703279	-3.458806	0.000180875	0.0197999	0.309689	3.67033	0.29015	0.301543	0.124304	0.284004	0.2051619	0.8302125
370	-3701.961	-3713.68	11.71895	4.161172	0.1800824	0.0301133	0.0137684	0.0120767	0.0513953	0.0277221	0.0225333	0.0737036	0.0511417	0.00255724	0.0528156	0.0645922	0.0103503	0.00578403	0.0316746	0.00503899	0.0257956	0.00660389	0.000376871	0.02436067	0.06692603	0.00303619	0.530543	0.0137853	0.0034537	0.439298	0.00988325	11.65953	0.0242021	-3.714785	0.000247458	0.0231327	0.329719	3.6469	0.305394	0.323639	0.131487	0.23948	0.09112813	0.2655832
380	-3709.701	-3716.946	7.245227	5.705329	0.165574	0.0175385	0.0858281	0.0568879	0.0672656	0.0415042	0.0170346	0.0991818	0.0246591	0.00406696	0.0306011	0.0204389	0.0292512	0.00952005	0.0452543	0.00560839	0.000415004	0.0214232	0.00437922	0.0411619	0.08899159	0.00225308	0.529629	0.0155468	0.00255224	0.447245	0.0027738	9.865043	0.0710608	-3.190242	0.000126315	0.0165656	0.288147	3.69516	0.323387	0.285458	0.133761	0.257393	0.1600524	0.4439846
390	-3707.312	-3716.014	8.702342	4.931733	0.1744415	0.0163242	0.00903413	0.00148103	0.0453994	0.0261676	0.0150763	0.10052	0.0138371	0.00813175	0.0366955	0.0321827	0.0237761	0.00238816	0.140815	0.013227	0.000174021	0.0119996	0.00750306	0.02594726	0.2231386	0.00790682	0.52178	0.0123771	0.00836473	0.447688	0.00188352	10.44271	0.02837895	-3.651689	0.000193081	0.0204525	0.313766	3.66559	0.309805	0.318428	0.125184	0.246583	0.2515176	0.1128309
400	-3697.262	-3712.803	15.54094	5.234057	0.1604942	0.0204523	0.016279	0.00366757	0.0244444	0.0172537	0.00988191	0.0575195	0.0168627	0.00533359	0.0419052	0.0119355	0.0121452	0.0246525	0.0134828	0.00859453	0.0018566	0.0495908	0.00891821	0.01832429	0.07677542	0.00895657	0.505291	0.0100479	0.00740331	0.466923	0.00137739	13.84981	0.06585832	-3.999528	9.69812e-05	0.0145263	0.273203	3.71217	0.30757	0.319757	0.127869	0.244804	0.1426337	0.4617303
410	-3699.373	-3714.96	15.58702	4.760687	0.179363	0.0240683	0.00743844	0.00727616	0.0235811	0.0214291	0.0138031	0.046685	0.00929708	0.00481227	0.0144791	0.02178	0.0112751	0.00139848	0.0162474	0.0112657	0.0295029	0.0403977	0.0119558	0.02187529	0.1249742	0.0135322	0.482907	0.0129163	0.0114044	0.478033	0.0012077	15.75295	0.05486035	-3.822398	0.000239959	0.0227822	0.3277	3.64928	0.299789	0.288369	0.13984	0.272001	0.1798345	0.3050602
420	-3703.806	-3721.123	17.3171	4.797146	0.1575693	0.0134764	0.00760587	0.00495694	0.0282788	0.0150045	0.0152275	0.0348088	0.0218076	0.00354493	0.0354155	0.0225142	0.015473	0.0113641	0.0115973	0.0111336	0.0248127	0.0228871	0.00510602	0.01337833	-0.1061703	0.00764928	0.510434	0.00977422	0.00913261	0.461836	0.00117417	10.46767	0.2091505	-4.314119	8.26499e-05	0.0134159	0.26452	3.72198	0.290828	0.322168	0.129937	0.257066	0.1029802	2.030978
430	-3715.046	-3728.383	13.33736	5.163393	0.1755683	0.0301639	0.00624894	0.0021235	0.0430387	0.0222188	0.0314958	0.0769875	0.00960059	0.00436552	0.0432331	0.0278353	0.0229314	0.00967817	0.00358453	0.0485948	0.0102928	0.0147576	0.0125346	0.02588803	0.03880334	0.0112356	0.503395	0.00300945	0.00746545	0.472056	0.00283876	13.04823	0.04177383	-3.653975	0.000203152	0.0209752	0.316975	3.66185	0.27911	0.325081	0.11837	0.277439	0.08057718	0.5184326
440	-3706.672	-3722.416	15.74336	6.206894	0.1653532	0.0220911	0.0156395	0.00479389	0.0324972	0.0158355	0.0139977	0.040138	0.0125855	0.00238708	0.0286862	0.0165547	0.0111782	0.005611	0.0122403	0.00560702	0.00668122	0.0220734	0.013649	0.02223228	0.2345033	0.014614	0.542894	0.00459658	0.00343439	0.432655	0.00180611	18.17743	0.01408526	-3.80621	0.000124915	0.0164741	0.287501	3.6959	0.314621	0.305117	0.11767	0.262592	0.2485886	0.05666092
450	-3696.59	-3714.043	17.4524	5.375851	0.1741208	0.0137963	0.00781806	0.00313948	0.023322	0.0171026	0.0144975	0.0620775	0.00798992	0.00235417	0.0289698	0.0364522	0.023837	0.014641	0.0172953	0.00617895	0.029761	0.0206792	0.00209397	0.01558127	0.09432737	0.0181559	0.526853	0.00374274	0.00167129	0.447788	0.00178835	11.43066	0.01599071	-4.161686	0.000190285	0.0203048	0.312851	3.66665	0.286158	0.3045	0.154152	0.25519	0.1103181	0.1449509
460	-3702.238	-3714.94	12.70192	4.992866	0.1871222	0.0256443	0.0326727	0.0228391	0.0237383	0.0172622	0.0171629	0.0325969	0.0204259	0.00124758	0.0407176	0.0248518	0.0120089	0.0227899	0.0113573	0.00315669	0.00640095	0.0142537	0.11342	0.02302336	0.06621092	0.0215932	0.515922	0.00384624	0.00495539	0.451916	0.00176707	11.54359	0.03240612	-3.771246	0.000330256	0.0266922	0.349222	3.62376	0.304203	0.286095	0.136015	0.273687	0.09861704	0.3286057
470	-3703.471	-3714.952	11.48061	3.782835	0.1992745	0.0275813	0.00675853	0.00525523	0.061982	0.0391891	0.0290959	0.113083	0.0305691	0.000649774	0.0368852	0.0282772	0.0475154	0.0164232	0.019049	0.0221229	0.00521965	0.0129299	0.0112806	0.02487646	0.02825561	0.0200324	0.512925	0.00263186	0.00515962	0.457755	0.00149655	9.852969	0.05694349	-3.693833	0.000518011	0.033358	0.381762	3.58436	0.315476	0.292448	0.118156	0.27392	0.08519911	0.6683579
480	-3714.892	-3723.75	8.858403	3.748578	0.2397876	0.0237093	0.00901564	0.00259319	0.0495386	0.023073	0.0153759	0.0388606	0.037042	0.00062653	0.0385715	0.0134437	0.0204963	0.0113901	0.0216584	0.0137714	0.0155096	0.107795	0.0818659	0.03901344	-0.09898545	0.023392	0.472782	0.00363732	0.00530679	0.49322	0.00166168	10.43937	0.1963383	-3.243849	0.00166949	0.0594203	0.479449	3.45946	0.287208	0.285446	0.133358	0.293988	0.09735289	2.01677
490	-3708.854	-3717.905	9.050702	4.406795	0.209961	0.0276056	0.0448447	0.027286	0.0432729	0.023619	0.0118149	0.0504575	0.00934122	0.000400788	0.0196904	0.0212033	0.0875992	0.0565654	0.0218099	0.0101568	0.0135394	0.00768968	0.00731249	0.02803763	-0.02107779	0.0206162	0.586338	0.00598229	0.00570303	0.378795	0.00256589	11.44673	0.1722101	-3.574208	0.000737057	0.0397124	0.409151	3.5504	0.287587	0.311738	0.133534	0.267141	0.1511323	1.139466
500	-3705.655	-3718.412	12.75663	4.854701	0.200742	0.0236584	0.0109967	0.00506568	0.0390029	0.017008	0.0357575	0.0298313	0.0132108	0.000628575	0.0364592	0.0277892	0.0146873	0.000295832	0.0339999	0.0595289	0.00505874	0.0272696	0.0338056	0.01886203	-0.0061426	0.0199649	0.542708	0.00259021	0.008289	0.421756	0.00469178	11.64422	0.1195459	-3.970605	0.000544931	0.0342047	0.385592	3.57966	0.296584	0.312894	0.113096	0.277426	0.1134033	1.054166
510	-3706.08	-3723.871	17.79025	4.542739	0.2332873	0.0252624	0.031893	0.0166958	0.0236019	0.0160612	0.0234329	0.026658	0.00608028	0.000685967	0.0124194	0.0168558	0.0286063	0.00211106	0.0443491	0.00842713	0.00378877	0.020729	0.00353387	0.01886706	-0.06962371	0.0234981	0.556665	0.00474781	0.00922935	0.399835	0.00602441	12.54915	0.1251456	-3.970338	0.00142218	0.0549147	0.464891	3.47877	0.298419	0.284975	0.137463	0.279143	0.05552188	2.253987
