Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
928	0	-3718.381	-3715.044	-3.337314	0.6598498	0.2029092	0.355937	0.0614757	0.215726	0.238654	0.144748	0.0805482	0.0685304	0.0752147	0.132544	0.0720742	0.584114	0.0662303	0.0351947	0.138526	0.0830144	0.0155395	0.199028	0.708445	0.1229555	0.002783079	0.0125504	0.562604	0.00514442	0.0158776	0.394655	0.00916847	0.08182569	0.000586473	0.0354705	0.391208	3.57274	0.292641	0.301344	0.111574	0.294441	0.08460877	0.9671065
929	1	-3719.401	-3704.332	-15.06846	0.2868136	0.1929833	0.446068	0.385259	0.285522	0.78445	0.114694	0.218688	0.405876	0.355506	0.202718	0.0862781	0.286118	0.707969	0.296842	0.117669	0.088112	0.330145	0.18193	0.149721	0.4596583	0.1019923	0.0117361	0.492498	0.0119156	0.00318099	0.476186	0.00448308	0.02170795	0.000413256	0.0298282	0.365098	3.60466	0.293796	0.299207	0.138968	0.268029	0.1237003	0.1754883
930	0	-3715.837	-3713.553	-2.284096	0.6020759	0.1879525	0.6082	0.0438855	0.293678	0.231382	0.198875	0.122559	0.0997612	0.0466392	0.200571	0.133276	0.0112823	0.0697247	0.104605	0.00551966	0.225086	0.0610769	0.289821	0.480812	0.1619342	-0.1280902	0.011748	0.486825	0.00403164	0.0224707	0.469282	0.00564217	0.1662207	0.000341204	0.0271272	0.351491	3.62104	0.322448	0.281442	0.132177	0.263932	0.03813042	4.359266
931	1	-3732.223	-3712.748	-19.47455	0.2335316	0.143705	0.672138	0.841536	0.443369	0.816527	0.0759652	0.36125	0.552726	0.269356	0.202203	0.220782	0.27018	0.365296	0.412014	0.142239	0.255617	0.809218	0.178385	0.351676	0.3852894	0.06075337	0.0128548	0.558694	0.00216175	0.00403968	0.417329	0.00492124	0.1269361	3.54412e-05	0.00880212	0.222765	3.7684	0.294713	0.289714	0.128189	0.287384	0.1876895	0.6763091
932	0	-3714.705	-3714.1	-0.6050233	0.5811169	0.2190112	0.373217	0.0461019	0.139294	0.183661	0.116092	0.132621	0.48651	0.220361	0.17799	0.139678	0.0360672	0.0482757	0.26744	0.0651306	0.198818	0.169254	0.147511	0.252404	0.15155	-0.02844886	0.0156942	0.547911	0.0106662	0.0193459	0.404024	0.00235938	0.04170946	0.000967143	0.0454123	0.431435	3.52219	0.317476	0.301948	0.115459	0.265117	0.0132606	3.145368
933	1	-3720.707	-3708.144	-12.5636	0.4707658	0.1715597	0.646275	0.107965	0.246591	0.5671	0.424186	0.701806	0.403585	0.178103	0.149717	0.104036	0.570078	0.191494	0.0190762	0.0581102	0.463122	0.0582185	0.22126	0.363506	0.2043751	-0.08862773	0.00938908	0.557952	0.0059938	0.00122199	0.416774	0.00866915	0.09217578	0.000169022	0.0191446	0.30551	3.67518	0.283006	0.317066	0.134946	0.264982	0.00354805	25.97928
934	0	-3719.614	-3711.819	-7.794713	0.5478333	0.1641392	0.597388	0.0110973	0.299537	0.258035	0.171724	0.0961646	0.192233	0.193876	0.115229	0.111833	0.0254992	0.0618298	0.292294	0.113857	0.169694	0.468803	0.358815	0.496626	0.1370927	0.044853	0.0122914	0.566461	0.00820204	0.0174169	0.391753	0.00387503	0.0460515	0.000117425	0.0159755	0.283945	3.69996	0.287199	0.316383	0.122816	0.273602	0.0909045	0.5065921
935	1	-3722.62	-3715.275	-7.344681	0.4199938	0.2025603	0.987932	0.171877	0.225946	0.586922	0.0819255	0.106397	0.434425	0.201825	0.197044	0.155833	0.0502979	0.0961886	0.0138031	0.0816278	0.255988	0.0214223	0.340171	0.243721	0.179271	0.123283	0.0120834	0.449346	0.00673831	0.00147723	0.522075	0.00827974	0.01524343	0.00057964	0.0352655	0.390307	3.57385	0.303407	0.296035	0.141009	0.259549	0.1385265	0.1100399
936	0	-3720.982	-3714.077	-6.905094	0.4221717	0.1826755	0.637613	0.0304142	0.331757	0.413761	0.261515	0.199742	0.147052	0.0766263	0.342891	0.495468	0.228842	0.0581964	0.113534	0.0821243	0.120154	0.0815071	0.14033	0.390554	0.1635984	0.04428802	0.0143872	0.584156	0.0081142	0.0121845	0.378495	0.00266292	0.03593031	0.000275931	0.0244167	0.336957	3.63835	0.311863	0.312738	0.117549	0.25785	0.08021834	0.4479065
937	1	-3728.125	-3717.917	-10.20865	0.5233074	0.1583201	0.583471	0.227037	0.245442	0.463317	0.182681	0.232167	0.282566	0.147013	0.469588	0.0346728	0.515399	0.0692679	0.0249298	0.0475191	0.184886	0.279564	0.223944	0.726747	0.2481111	0.05410645	0.0120327	0.447462	0.00260552	0.00628435	0.519885	0.0117305	0.05227146	8.61614e-05	0.0136964	0.266754	3.71946	0.30434	0.296444	0.14479	0.254426	0.1063779	0.4913751
938	0	-3715.132	-3713.889	-1.243132	0.5198667	0.1940912	0.444778	0.0977073	0.158494	0.356296	0.207145	0.134978	0.0405736	0.00844665	0.141042	0.215263	0.186178	0.193908	0.216573	0.000706715	0.15735	0.107125	0.160144	0.432909	0.1373111	0.03017614	0.0143623	0.583143	0.00154861	0.0149358	0.377074	0.00893599	0.008623625	0.000430487	0.0304377	0.368061	3.60107	0.297958	0.316411	0.119074	0.266557	0.03879976	0.2222597
939	1	-3719.897	-3713.749	-6.147778	0.6210762	0.1874206	0.404508	0.300412	0.297622	0.665872	0.0555917	0.109531	0.305429	0.193258	0.122846	0.0151031	0.505564	0.0118411	0.142248	0.053059	0.181242	0.301452	0.266474	0.303129	0.2091794	-0.04390668	0.0130009	0.498371	0.00513963	0.00917001	0.463852	0.0104662	0.05148515	0.00033416	0.0268482	0.350038	3.62278	0.319027	0.298103	0.122615	0.260255	0.007578477	6.793601
940	0	-3726.702	-3714.759	-11.94283	0.3822547	0.156577	0.620745	0.105716	0.269183	0.77242	0.353499	0.160014	0.0999988	0.073493	0.523522	0.207808	0.0128882	0.0933953	0.677307	0.191897	0.231194	0.00168609	0.196765	0.47175	0.2401463	0.08970954	0.00941891	0.520394	0.00476767	0.0181672	0.435766	0.0114859	0.1082691	7.81791e-05	0.0130499	0.261563	3.72531	0.298041	0.299508	0.14238	0.260071	0.1979787	0.5468727
941	1	-3712.196	-3710.833	-1.363535	0.5125823	0.2186203	0.438001	0.116725	0.145738	0.42172	0.106323	0.243318	0.280984	0.124575	0.117349	0.0399136	0.0140151	0.183136	0.0529226	0.0633699	0.00154312	0.140058	0.435801	0.239783	0.1907432	-0.02313924	0.0124703	0.478031	0.00599553	0.00589083	0.493423	0.00418899	0.07697479	0.000956306	0.0451605	0.43049	3.52339	0.302342	0.295978	0.149384	0.252296	0.05383556	1.429813
942	0	-3721.777	-3717.655	-4.122273	0.5604593	0.189852	0.536412	0.0488896	0.269304	0.278179	0.164836	0.216223	0.259084	0.139589	0.293966	0.168041	0.16499	0.0714372	0.0682787	0.429668	0.0918073	0.0159404	0.108766	0.447089	0.2445755	0.01086907	0.00985383	0.43283	0.00735964	0.0157939	0.516842	0.0173207	0.00519546	0.000367239	0.0281339	0.356658	3.61484	0.31259	0.318413	0.120103	0.248894	0.01606453	0.3234119
943	1	-3720.425	-3714.814	-5.610242	0.5344107	0.181855	0.649555	0.136492	0.15096	0.242933	0.0472663	0.110453	0.152187	0.13388	0.150071	0.0654274	0.0378575	0.206997	0.37581	0.0796112	0.0884538	0.624842	0.148558	0.354029	0.263374	-0.0006704976	0.00900464	0.577887	0.00328971	0.0126085	0.388388	0.00882229	0.0681899	0.000266674	0.024007	0.334673	3.64105	0.309775	0.293318	0.129805	0.267102	0.0675194	1.00993
944	0	-3724.828	-3713.488	-11.34066	0.3978734	0.182881	0.874108	0.0291218	0.402204	0.313815	0.25714	0.25562	0.269214	0.242325	0.805637	0.465244	0.0105859	0.0677219	0.193628	0.0412236	0.372649	0.0421813	0.228204	0.363974	0.2305396	-0.09920043	0.0102149	0.497328	0.00341269	0.00812569	0.465032	0.0158869	0.1250463	0.000278286	0.0245198	0.337528	3.63767	0.305599	0.305217	0.129843	0.259341	0.0258459	4.838149
945	1	-3713.57	-3708.686	-4.883065	0.5313675	0.2083578	0.513198	0.36315	0.161623	0.338608	0.0129467	0.0534305	0.170427	0.152076	0.231394	0.0748521	0.0204656	0.177618	0.486518	0.246436	0.0621352	0.00624426	0.108631	0.37796	0.2296383	0.1793487	0.00701979	0.620114	0.00448847	0.0129768	0.349696	0.00570515	0.02134063	0.000700694	0.038732	0.405117	3.55545	0.288252	0.310658	0.131173	0.269917	0.2006893	0.1063367
946	0	-3722.765	-3710.575	-12.19029	0.3325102	0.1810593	0.374663	0.00862847	0.606868	0.715653	0.316124	0.235222	0.108491	0.0740118	0.14796	0.106099	0.502422	0.336127	0.281368	0.124055	0.183113	0.0682286	0.601672	0.423794	0.2540579	-0.08234018	0.0126915	0.52475	0.0029731	0.00952905	0.439044	0.0110119	0.1661675	0.000257917	0.0236126	0.332453	3.64368	0.29165	0.31103	0.132557	0.264762	0.08382728	1.98226
947	1	-3708.861	-3706.587	-2.27449	0.6010223	0.1759008	0.534949	0.117221	0.249879	0.266286	0.042903	0.0760526	0.216148	0.141779	0.132141	0.0708357	0.165075	0.150983	0.0194806	0.0743566	0.0391933	0.0187563	0.388805	0.479537	0.1612959	-0.09578775	0.0132684	0.547334	0.00338774	0.00290648	0.426784	0.00631878	0.1653188	0.000206197	0.0211307	0.31792	3.66074	0.291231	0.310775	0.123917	0.274077	0.06953105	2.377625
948	0	-3713.527	-3703.666	-9.861447	0.42753	0.1991861	0.475064	0.0498202	0.310985	0.543199	0.302318	0.163134	0.096172	0.0598995	0.168795	0.191823	0.360621	0.0868796	0.375119	0.333767	0.100206	0.0664005	0.129355	0.378766	0.1552331	-0.01477607	0.0178195	0.489043	0.00513411	0.00280813	0.478021	0.00717403	0.1892618	0.000516422	0.0333073	0.38153	3.58465	0.297067	0.311696	0.129926	0.261311	0.1744858	1.084684
949	1	-3712.683	-3710.075	-2.608268	0.6173612	0.1732678	0.592897	0.18127	0.156042	0.33484	0.076951	0.122979	0.204869	0.121126	0.189053	0.0311262	0.515037	0.0422741	0.182408	0.0715929	0.00571849	0.0969553	0.109338	0.151573	0.1380055	0.2153	0.00639342	0.569496	0.0109339	0.00274711	0.402798	0.00763151	0.01126608	0.000182992	0.0199147	0.310412	3.66949	0.285522	0.318162	0.129217	0.267098	0.226566	0.04972538
950	0	-3709.796	-3707.336	-2.459492	0.5404664	0.1939736	0.489905	0.0518881	0.25644	0.358208	0.161283	0.174204	0.226334	0.130337	0.105481	0.0941056	0.463844	0.0563792	0.0779677	0.239505	0.107856	0.0874709	0.0817107	0.35351	0.1690468	-0.02663704	0.0114552	0.58328	0.00930679	0.010096	0.376961	0.00890067	0.04263492	0.000428635	0.0303728	0.367747	3.60145	0.290708	0.314934	0.127757	0.2666	0.01599788	2.665035
951	1	-3718.989	-3713.713	-5.275938	0.9079823	0.1716738	0.834549	0.262116	0.0943948	0.15484	0.0117522	0.0339236	0.116699	0.0919302	0.330667	0.0149749	0.606597	0.0305464	0.062517	0.0847202	0.0744842	0.337411	0.303951	0.0388315	0.2263456	-0.03354383	0.00642548	0.572352	0.00588634	0.00344514	0.404818	0.00707285	0.1506658	0.00016993	0.0191956	0.305838	3.6748	0.303624	0.300947	0.113884	0.281545	0.1171219	1.286401
952	0	-3723.786	-3707.642	-16.14399	0.2266955	0.1923535	0.482283	0.081609	0.638311	0.858458	0.609233	0.405468	0.0884614	0.0600881	0.308945	0.163923	0.163027	0.213151	0.105652	0.712458	0.562881	0.0661063	0.0727734	0.351425	0.3387364	0.2878518	0.0133326	0.535258	0.0124139	0.00788946	0.422017	0.00908929	0.05056197	0.000403684	0.029484	0.363408	3.6067	0.283837	0.311923	0.128613	0.275628	0.3384138	0.1494087
953	1	-3721.405	-3711.482	-9.923194	0.8076257	0.1781174	0.597379	0.249267	0.110681	0.255013	0.0170572	0.085306	0.116021	0.11974	0.0777341	0.0398972	0.700823	0.159715	0.0148048	0.197461	0.0154425	0.689181	0.672536	0.299066	0.2152977	0.1089941	0.0108922	0.564883	0.00794913	0.00180828	0.407658	0.00680944	0.1068755	0.000227373	0.0221812	0.324194	3.6534	0.311409	0.286701	0.124036	0.277854	0.2158696	0.4950928
954	0	-3716.211	-3709.351	-6.859995	0.4252482	0.1669526	0.424977	0.0349948	0.463719	0.573039	0.312077	0.203687	0.154941	0.10035	0.247128	0.0519088	0.361248	0.0821378	0.16776	0.0304985	0.127569	0.020374	0.305857	0.426075	0.2376222	0.01131397	0.0162251	0.506513	0.0074824	0.00653002	0.458255	0.00499463	0.08634664	0.00013533	0.0171429	0.292171	3.69055	0.291072	0.280882	0.145399	0.282648	0.0976606	0.8841501
955	1	-3724.102	-3712.971	-11.1318	0.4652618	0.1660374	0.722598	0.459346	0.180911	0.855816	0.218192	0.316133	0.754764	0.186258	0.129456	0.0761446	0.427961	0.0989194	0.0610034	0.0773922	0.0240387	0.29793	0.192632	0.173254	0.2859465	-0.02778371	0.00743753	0.559987	0.00559975	0.0112207	0.408247	0.00750835	0.07093558	0.000129292	0.0167585	0.289501	3.69361	0.290255	0.288365	0.146121	0.275259	0.04315187	1.643859
956	0	-3710.798	-3708.705	-2.093327	0.6911993	0.1820929	0.5158	0.0333319	0.1268	0.249068	0.148579	0.137413	0.0364381	0.0130259	0.217101	0.12907	0.435827	0.136656	0.0505147	0.0599841	0.366534	0.0344003	0.316785	0.450721	0.1621091	-0.02742382	0.00914781	0.428934	0.00534165	0.00729155	0.540439	0.00884613	0.03700469	0.000269335	0.0241255	0.335336	3.64027	0.308603	0.301003	0.130463	0.259931	0.009580866	3.862353
957	1	-3722.293	-3712.333	-9.960629	0.5431197	0.2052781	0.417559	0.196684	0.165492	0.188407	0.0245661	0.0306692	0.0986164	0.102375	0.0833382	0.0840672	0.082198	0.0631806	0.537894	0.564457	0.424501	0.224824	0.445079	0.21998	0.129518	0.05441117	0.0158326	0.506947	0.00706652	0.0128379	0.456309	0.0010075	0.1410389	0.000634385	0.0368749	0.397292	3.5652	0.301484	0.29693	0.146187	0.2554	0.1954501	0.721611
958	0	-3718.098	-3710.674	-7.423807	0.7809273	0.1919636	0.621308	0.0511	0.200609	0.624525	0.241676	0.175878	0.0350285	0.0118187	0.188467	0.17201	0.492081	0.186344	0.061074	0.145217	0.0433321	0.00414266	0.537102	0.255752	0.2288887	0.07087669	0.0077663	0.474786	0.00936467	0.00775257	0.495515	0.00481533	0.08850425	0.000397839	0.0292717	0.36236	3.60797	0.304365	0.30141	0.142106	0.252119	0.1593809	0.5553001
959	1	-3712.966	-3712.134	-0.8317425	0.5912481	0.2136874	0.332573	0.217156	0.118945	0.251903	0.100323	0.114614	0.159008	0.122032	0.0302929	0.0708826	0.149362	0.0985856	0.166035	0.028213	0.268421	0.185196	0.175258	0.433606	0.1288582	-0.0824053	0.0157104	0.587478	0.00641472	0.0120963	0.377562	0.000738831	0.11816	0.000826601	0.042026	0.418428	3.53872	0.286048	0.306186	0.120478	0.287288	0.03575472	3.304739
960	0	-3719.023	-3707.812	-11.21157	0.501015	0.1474524	1.09748	0.0840335	0.205742	0.430702	0.138702	0.141512	0.0591284	0.0393256	0.246341	0.118951	0.627275	0.167885	0.44108	0.0825955	0.207079	0.0952455	0.50206	0.0311056	0.2308065	0.2548901	0.0100027	0.578699	0.00509551	0.00530782	0.392982	0.00791326	0.05033987	4.52625e-05	0.00994225	0.234129	3.75588	0.299224	0.300356	0.134145	0.266275	0.30523	0.1649244
961	1	-3724.391	-3723.648	-0.7423845	0.4207759	0.1880613	0.271468	0.204362	0.269387	0.249059	0.114664	0.175124	0.165963	0.09505	0.0841161	0.0603968	0.124834	0.14074	0.118929	0.0734204	0.153504	0.00312972	0.2143	0.40577	0.1357693	0.1231425	0.0137818	0.562906	0.00823941	0.0185836	0.39549	0.00100011	0.0668525	0.000342658	0.0271844	0.351788	3.62068	0.294194	0.308164	0.112568	0.285073	0.189995	0.3518646
962	0	-3714.796	-3708.967	-5.829187	0.8284328	0.1896344	0.593387	0.0515158	0.162294	0.230658	0.219019	0.0939385	0.30517	0.196108	0.205763	0.259572	1.03636	0.0370328	0.154482	0.0094154	0.0323125	0.120493	0.151894	0.0438901	0.2186762	0.0417145	0.00915654	0.554488	0.0106869	0.00196844	0.416143	0.0075572	0.06304449	0.000364186	0.0280177	0.356068	3.61555	0.289365	0.31191	0.139707	0.259019	0.104759	0.6018051
963	1	-3717.258	-3709.354	-7.903631	0.391539	0.1796032	0.384851	0.686211	0.175887	0.297373	0.0442403	0.0556229	0.222477	0.215357	0.534824	0.0542728	0.0426129	0.269479	0.011876	0.294913	0.105785	0.108623	0.102032	0.195782	0.1826361	0.1566182	0.0122866	0.501836	0.0075211	0.0111065	0.466318	0.000932014	0.1594498	0.000242444	0.0228989	0.328375	3.64848	0.30425	0.298156	0.130314	0.267279	0.316068	0.5044794
964	0	-3713.652	-3709.267	-4.385317	0.6947698	0.2198645	0.500662	0.0745637	0.181072	0.268731	0.169064	0.13386	0.152223	0.0929029	0.167503	0.114622	0.766328	0.0576288	0.0319026	0.129269	0.163433	0.27919	0.348666	0.181034	0.2135504	0.06443631	0.0148013	0.533685	0.0131936	0.00118097	0.43474	0.00239981	0.006821217	0.000991091	0.0459635	0.433493	3.51955	0.3093	0.300781	0.131688	0.258231	0.07125753	0.09572626
965	1	-3721.68	-3712.25	-9.42986	0.4603757	0.1759	0.569672	0.484877	0.208343	0.801161	0.170887	0.249457	0.397878	0.11652	0.13756	0.081128	0.0704746	0.11526	0.0718736	0.0589399	0.29959	0.25396	0.131484	0.255707	0.2739545	-0.1541675	0.0137345	0.497107	0.00945991	0.0140402	0.464761	0.000896923	0.2030427	0.000206189	0.0211303	0.317918	3.66075	0.31254	0.306636	0.125334	0.25549	0.04887525	4.154305
966	0	-3710.239	-3712.532	2.292977	0.668745	0.1804158	0.322047	0.0572352	0.111914	0.126339	0.0887902	0.0862463	0.148697	0.0412686	0.134897	0.141217	0.0197499	0.0595894	0.0837146	0.171127	0.101471	0.093	0.221921	0.374557	0.1115748	0.1658598	0.0115808	0.565893	0.00827867	0.0105167	0.391288	0.0124427	0.07050552	0.000250992	0.023296	0.330653	3.6458	0.307471	0.306362	0.113324	0.272843	0.2363654	0.2982904
967	1	-3715.205	-3707.246	-7.95967	0.5449514	0.1967564	0.649702	0.375232	0.168966	0.52178	0.0744996	0.15921	0.346686	0.0961276	0.286375	0.0419888	0.164944	0.270756	0.113418	0.0536959	0.209929	0.0461266	0.21054	0.150036	0.2745106	-0.001069934	0.00730409	0.498906	0.0128674	0.014091	0.466443	0.000388555	0.1472573	0.000474046	0.0319254	0.375139	3.59246	0.319496	0.291997	0.133159	0.255347	0.1461874	1.007319
968	0	-3712.498	-3709.686	-2.812183	0.633916	0.2055961	0.532399	0.0678792	0.146369	0.193637	0.126207	0.140145	0.137392	0.0504073	0.473218	0.207761	0.288049	0.0883919	0.0182718	0.249012	0.177936	0.00681913	0.0943786	0.434879	0.1467249	0.002061864	0.0120892	0.553375	0.00710616	0.00975212	0.407967	0.00971096	0.052522	0.00064102	0.037065	0.398105	3.56419	0.284785	0.307099	0.130531	0.277585	0.05458386	0.9622258
969	1	-3716.96	-3713.732	-3.227951	0.4776401	0.1798368	0.395386	0.199249	0.137681	0.285399	0.0297316	0.0288917	0.286249	0.198054	0.261014	0.0226478	0.267875	0.182543	0.158548	0.126275	0.181775	0.188607	0.178678	0.151702	0.1723623	0.2524618	0.0147677	0.52409	0.0108295	0.0176802	0.432144	0.000488836	0.01552225	0.000244879	0.0230128	0.329031	3.64771	0.285285	0.311458	0.136487	0.266769	0.2679841	0.05792228
970	0	-3715.993	-3708.42	-7.572681	0.6473239	0.1670308	0.615395	0.0372077	0.159453	0.161401	0.0958627	0.120207	0.0652064	0.0286383	0.12386	0.0935258	0.230771	0.0849071	0.382621	0.332225	0.198167	0.121181	0.288729	0.42231	0.1112723	0.01334878	0.00653531	0.605716	0.00658887	0.00975791	0.360002	0.0114003	0.112348	0.000135855	0.017176	0.292398	3.69029	0.305018	0.30703	0.12714	0.260812	0.1256968	0.8938018
971	1	-3712.607	-3709.585	-3.021865	0.5486681	0.1874654	0.511951	0.109018	0.141329	0.28282	0.0210857	0.0404216	0.102341	0.108746	0.15801	0.0495624	0.12666	0.220794	0.183475	0.175782	0.321722	0.164382	0.318958	0.221222	0.2630143	0.02964695	0.0111234	0.546633	0.0182738	0.00224263	0.421383	0.000344124	0.01649697	0.00033475	0.0268716	0.350161	3.62263	0.308547	0.302563	0.12974	0.25915	0.04614392	0.3575112
972	0	-3723.111	-3710.804	-12.30671	0.4588848	0.1726178	0.522033	0.0610694	0.293211	0.489591	0.248366	0.118855	0.17419	0.0617872	1.05103	0.294206	0.370248	0.0486761	0.101229	0.242236	0.0818987	0.0881149	0.0905875	0.403337	0.3479748	-0.1163512	0.00732868	0.567301	0.00616364	0.013963	0.395144	0.0100996	0.2125587	0.000177578	0.0196199	0.308549	3.67165	0.299614	0.313482	0.112488	0.274416	0.09620741	2.209379
973	1	-3723.023	-3710.95	-12.07322	0.7023175	0.1725922	0.604633	0.237752	0.172177	0.275495	0.201728	0.632303	0.134654	0.11154	0.205898	0.0357168	0.0622404	0.385911	0.266128	0.0269932	0.0992316	0.761863	0.252913	0.498241	0.2110189	-0.1900451	0.00267494	0.544494	0.0232518	0.00306516	0.426128	0.000385412	0.249453	0.000177367	0.0196083	0.308476	3.67174	0.289665	0.313346	0.128603	0.268386	0.05940794	4.198984
974	0	-3732.507	-3715.996	-16.51124	0.4237941	0.1756508	0.98675	0.10088	0.225574	0.398377	0.251665	0.170459	0.155073	0.276715	0.199103	0.206098	0.351326	0.0924655	0.152464	0.163509	0.386869	0.140264	1.43729	0.0399593	0.4523569	-0.1430795	0.00337823	0.519632	0.011271	0.0123541	0.446203	0.00716126	0.1925698	0.000203904	0.0210137	0.31721	3.66157	0.260266	0.310798	0.13196	0.296976	0.04949031	3.891061
975	1	-3716.208	-3709.322	-6.886116	0.8443089	0.213442	0.705246	0.257746	0.142248	0.31695	0.140573	0.16857	0.186718	0.0867386	0.213454	0.0410634	0.00581879	0.0496827	0.126925	0.0244322	0.0957813	0.372915	0.444983	0.65706	0.2066062	-0.07118721	0.00430379	0.55464	0.0230574	0.00926335	0.408125	0.000610769	0.1496625	0.000820485	0.0418722	0.417821	3.53949	0.295141	0.309834	0.120367	0.274657	0.07847527	1.907129
976	0	-3725.409	-3714.722	-10.6869	0.456662	0.1788302	1.06564	0.0664197	0.189997	0.194442	0.189903	0.178221	0.0876269	0.101565	0.324387	0.196101	0.373594	0.0996205	0.278636	0.360796	0.0891644	0.146143	0.339577	0.107229	0.2090752	-0.1235295	0.00556349	0.53908	0.0135187	0.00359452	0.43327	0.00497352	0.2919895	0.000234513	0.0225242	0.326202	3.65104	0.303568	0.288796	0.12799	0.279646	0.16846	1.733287
977	1	-3727.643	-3718.794	-8.848883	0.5172975	0.2423525	0.305828	0.119529	0.172234	0.533299	0.130119	0.165203	0.355408	0.121565	0.0722849	0.0370189	0.0508992	0.0623328	0.579627	0.0504507	0.428696	0.167788	0.505818	0.456471	0.2042101	-0.01728734	0.0123873	0.463665	0.0216976	0.00900311	0.49278	0.000466519	0.1556807	0.0017743	0.0612253	0.485078	3.45192	0.324519	0.30422	0.119058	0.252203	0.1383934	1.124914
978	0	-3718.841	-3709.384	-9.457601	0.5860895	0.1725498	0.629368	0.0740567	0.250364	0.158689	0.164217	0.148141	0.264695	0.137508	0.500615	0.337364	0.17972	0.0500969	0.178552	0.0753795	0.498788	0.0815365	0.141211	0.405608	0.3124206	-0.1402298	0.0118465	0.494968	0.00752053	0.00284441	0.481922	0.000898772	0.181583	0.000177019	0.0195892	0.308354	3.67188	0.307155	0.284099	0.137708	0.271038	0.04135324	4.391022
979	1	-3723.395	-3717.09	-6.304265	0.3341605	0.1974928	0.419945	0.204273	0.190568	0.590085	0.15736	0.237028	0.366864	0.313731	0.122754	0.118003	0.0242931	0.318898	0.230602	0.116306	0.114269	0.00193161	0.181937	0.367683	0.1996102	-0.09136309	0.00463896	0.530138	0.0190503	0.0118047	0.432657	0.00171085	0.127812	0.000486617	0.0323417	0.377083	3.59009	0.260012	0.331688	0.133326	0.274974	0.03644888	3.506609
980	0	-3716.204	-3710.38	-5.824017	0.5825051	0.1859386	0.416767	0.0429467	0.147872	0.185835	0.190306	0.100784	0.213483	0.0604166	0.176007	0.168429	0.0664219	0.045165	0.0346684	0.208787	0.309968	0.390261	0.280028	0.256889	0.120983	0.2709471	0.00994927	0.534173	0.0081162	0.00682843	0.431889	0.00904486	0.05817317	0.000315095	0.0260776	0.345975	3.62763	0.310459	0.300161	0.129143	0.260237	0.3291203	0.1767535
981	1	-3725.003	-3713.82	-11.18342	0.3505221	0.163748	0.516989	0.190843	0.220669	0.664542	0.17824	0.0791555	0.568175	0.244559	0.101592	0.174766	0.309526	0.490236	0.141321	0.0570359	0.209657	0.0753951	0.672792	0.316787	0.274736	0.1373533	0.0084608	0.561248	0.00880404	0.00845097	0.410696	0.00233964	0.003436285	0.000115086	0.0158165	0.282796	3.70127	0.322009	0.295561	0.12255	0.25988	0.1407896	0.02440724
982	0	-3725.494	-3721.285	-4.209157	0.6496344	0.1627743	0.377272	0.0581283	0.246598	0.357564	0.308456	0.0995826	0.0525431	0.0268073	0.480423	0.563605	0.0289478	0.11347	0.21877	0.183561	0.0719897	0.104185	0.0863918	0.32865	0.1497697	0.06099861	0.0158889	0.530001	0.00905548	0.00456881	0.428516	0.0119701	0.007966411	0.000109418	0.0154244	0.279933	3.70453	0.272366	0.334385	0.127306	0.265943	0.06896502	0.1155138
983	1	-3713.613	-3709.695	-3.917625	0.4786313	0.2166793	0.441826	0.230553	0.255042	0.476229	0.0621445	0.0810019	0.258823	0.157269	0.336201	0.0975012	0.128614	0.0595598	0.168591	0.0889894	0.172592	0.105632	0.267425	0.204198	0.1378615	-0.002474479	0.00776281	0.543042	0.0107491	0.00798478	0.426681	0.00378053	0.0419545	0.000903722	0.0439177	0.425773	3.52941	0.309049	0.295686	0.140749	0.254516	0.03948002	1.062677
984	0	-3721.532	-3714.527	-7.005184	0.5274089	0.174363	0.365062	0.03222	0.486366	0.715353	0.184721	0.191747	0.193573	0.126948	0.42055	0.307422	0.0564477	0.064657	0.0140184	0.114537	0.100301	0.15874	0.176943	0.207385	0.1964207	0.004079585	0.0169558	0.521641	0.00446107	0.00769746	0.447139	0.00210606	0.1602747	0.000192393	0.0204162	0.313542	3.66585	0.261506	0.31526	0.142132	0.281102	0.1643543	0.9751781
985	1	-3719.779	-3717.131	-2.648358	0.4539836	0.2454121	0.427981	0.0932932	0.191255	0.23902	0.0868269	0.0438047	0.161207	0.148416	0.0847892	0.0639357	0.292462	0.160426	0.032416	0.134297	0.182778	0.030218	0.666779	0.26041	0.2030809	-0.05449554	0.0188402	0.490862	0.00958199	0.0132377	0.465866	0.00161241	0.111448	0.00190479	0.0633973	0.49171	3.44299	0.307561	0.292972	0.146177	0.25329	0.05695244	1.956861
