Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3186	0	-3728.165	-3716.479	-11.68557	0.5572537	0.1597325	0.51932	0.0474441	0.371216	1.08649	0.510615	0.10367	0.201433	0.402127	0.249775	0.0775205	0.284748	0.0572733	0.0639164	0.509215	0.0903725	0.215256	0.204298	0.331162	0.3053179	0.02382709	0.0095075	0.573118	0.00873843	0.00656512	0.401105	0.000966016	0.04767831	9.30783e-05	0.0142326	0.270947	3.71473	0.313132	0.307447	0.136	0.243422	0.0715054	0.6667792
3187	1	-3718.466	-3710.998	-7.468234	0.6521058	0.2063206	0.739597	0.325522	0.152962	0.378933	0.0355644	0.0835703	0.199937	0.107285	0.218545	0.070896	0.010732	0.19605	0.0397487	0.0881282	0.166233	0.0121518	0.304524	0.862519	0.2268171	0.03952638	0.0151197	0.480503	0.00365759	0.00380078	0.484391	0.0125279	0.1235116	0.000656315	0.0374996	0.399952	3.56189	0.282815	0.28725	0.155846	0.274089	0.163038	0.7575634
3188	0	-3719.118	-3711.113	-8.00494	0.7093177	0.1804866	0.643391	0.0593867	0.235355	0.347582	0.135764	0.0971682	0.0175328	0.0294408	0.21898	0.130633	0.223559	0.116982	0.14664	0.0822828	0.201528	0.277257	0.565616	0.418535	0.2854648	-0.1742142	0.00903342	0.554134	0.00779167	0.00585607	0.4218	0.00138427	0.204332	0.000251747	0.0233307	0.330851	3.64557	0.32609	0.290724	0.135261	0.247924	0.03011785	6.784416
3189	1	-3717.125	-3709.601	-7.523432	0.8060796	0.1770131	0.81118	0.345414	0.118835	0.263649	0.111291	0.30811	0.193232	0.0736223	0.156712	0.0662073	0.073154	0.0503235	0.211153	0.0368876	0.0960145	0.013452	0.282432	1.02344	0.2251425	0.07178176	0.008028	0.539774	0.00657777	0.0038944	0.426001	0.0157244	0.05364457	0.000216631	0.0216548	0.321074	3.65705	0.310678	0.305086	0.14292	0.241316	0.1254263	0.4276978
3190	0	-3713.232	-3706.988	-6.244512	0.6421304	0.1921873	0.748893	0.0513113	0.244067	0.458138	0.169529	0.134075	0.0718437	0.0349321	0.267015	0.278034	0.136444	0.0732179	0.0171963	0.0798137	0.266584	0.0654472	0.21552	0.360631	0.3093475	0.1004938	0.0138513	0.550913	0.00474984	0.00483517	0.42082	0.00483133	0.001619084	0.000401184	0.0293934	0.362961	3.60724	0.296491	0.281193	0.137751	0.284565	0.1021129	0.01585582
3191	1	-3715.411	-3708.91	-6.500704	0.7832371	0.1874209	0.443532	0.116069	0.109736	0.197259	0.00926431	0.0445077	0.203341	0.0586038	0.108797	0.0421993	0.70655	0.0599389	0.161388	0.0982609	0.303554	0.100673	0.321707	0.496714	0.1856131	0.2615041	0.00914494	0.602757	0.00749294	0.00631164	0.367696	0.00659822	0.05481659	0.000334165	0.0268483	0.350039	3.62278	0.298197	0.318895	0.126819	0.256089	0.3163207	0.1732943
3192	0	-3714.743	-3708.788	-5.955128	0.588449	0.19861	0.603837	0.0622903	0.287331	0.35742	0.315337	0.0917621	0.0976691	0.0455344	0.45699	0.278566	0.0928864	0.0718969	0.130783	0.0730514	0.0804576	0.237887	0.237881	0.157571	0.2070134	0.2780878	0.0128368	0.510561	0.00847018	0.00599199	0.451604	0.0105354	0.02353048	0.00050614	0.0329775	0.38002	3.5865	0.309591	0.304437	0.130704	0.255268	0.3016183	0.0780141
3193	1	-3722.444	-3709.043	-13.40119	0.7151538	0.2082336	0.593956	0.427444	0.121222	0.351233	0.0361314	0.100711	0.31939	0.0789834	0.270724	0.0353172	0.565386	0.163423	0.17509	0.0436298	0.300693	0.0446434	0.174067	0.483153	0.2144241	-0.7219562	0.010481	0.47011	0.00911122	0.00825486	0.498575	0.00346777	0.7260673	0.00069793	0.0386564	0.404803	3.55584	0.304368	0.296125	0.127371	0.272136	0.004111122	176.6105
3194	0	-3711.598	-3713.215	1.617092	0.5472819	0.1868299	0.459285	0.0755874	0.109906	0.255254	0.18079	0.146107	0.0574571	0.022611	0.106598	0.167003	0.0410787	0.177338	0.319084	0.0160038	0.0265387	0.0489238	0.208742	0.46563	0.1402398	0.02434709	0.00800532	0.547124	0.0121805	0.00572855	0.42173	0.00523224	0.006079	0.000326464	0.0265399	0.348421	3.62471	0.316491	0.283846	0.13149	0.268173	0.03042609	0.1997956
3195	1	-3717.438	-3709.991	-7.446875	0.9666411	0.1794545	0.59105	0.192943	0.0993018	0.170192	0.0678904	0.281751	0.110509	0.103493	0.12535	0.0111816	0.459923	0.00115719	0.283552	0.030673	0.119123	0.0258727	1.25788	0.419016	0.2063629	0.04053549	0.00992288	0.49308	0.0110149	0.00779466	0.473929	0.00425888	0.03833624	0.000240903	0.0228266	0.327957	3.64898	0.328329	0.282878	0.128832	0.259962	0.07887172	0.4860581
3196	0	-3715.704	-3715.541	-0.1622893	0.6582847	0.1812154	0.335333	0.0597037	0.149363	0.258268	0.182262	0.140039	0.1101	0.0812187	0.21922	0.108898	0.193365	0.0348616	0.0835384	0.162078	0.138132	0.256847	0.238086	0.285859	0.1633991	-0.06700229	0.0086337	0.5793	0.011092	0.00811568	0.378885	0.0139729	0.09001217	0.000259618	0.0236898	0.332889	3.64316	0.294005	0.323642	0.112519	0.269834	0.02300989	3.911891
3197	1	-3716.162	-3708.378	-7.783538	0.8847547	0.1648054	0.883011	0.335351	0.106401	0.253691	0.0163619	0.0305107	0.120182	0.143098	0.215677	0.0327186	0.418744	0.349572	0.460159	0.093688	0.0243827	0.0943048	0.350072	0.312112	0.1947537	0.02838669	0.00654198	0.514892	0.00717179	0.00628197	0.46122	0.00389232	0.08178367	0.000121491	0.0162481	0.285898	3.69773	0.332822	0.286749	0.124799	0.255629	0.1101704	0.7423382
3198	0	-3715.26	-3715.143	-0.1165137	0.5972414	0.1787521	0.433102	0.0640276	0.163233	0.223342	0.294303	0.142931	0.0911007	0.0288653	0.197517	0.0577685	0.0197851	0.0591805	0.279498	0.00222994	0.0419046	0.117681	0.262611	0.499156	0.2005765	-0.009255119	0.0112693	0.608751	0.0123547	0.00125968	0.364042	0.00232274	0.04307496	0.000233724	0.0224865	0.325983	3.6513	0.307818	0.298636	0.125902	0.267644	0.03381984	1.273659
3199	1	-3710.837	-3710.251	-0.5863824	0.7864712	0.1816702	0.510692	0.136433	0.161872	0.261606	0.0215859	0.0402077	0.141867	0.0926041	0.171227	0.0433578	0.463394	0.412704	0.130067	0.073321	0.0582679	0.0867083	0.286502	0.0250124	0.1550829	0.04149022	0.0150328	0.535142	0.0107614	0.00343272	0.434289	0.00134212	0.03094695	0.000264621	0.0239151	0.334158	3.64166	0.275317	0.291641	0.152464	0.280577	0.07243717	0.4272247
3200	0	-3721.028	-3713.767	-7.261081	0.5043922	0.1909941	0.469149	0.0574189	0.668422	0.556235	0.111159	0.135434	0.0293719	0.0541129	0.205372	0.163184	0.0391902	0.211173	0.536722	0.00572712	0.0899275	0.113722	0.275704	0.432416	0.1915488	-0.0610063	0.0134607	0.473504	0.0125898	0.00100367	0.495038	0.00440412	0.131378	0.000383569	0.0287469	0.359747	3.61112	0.283024	0.324992	0.134126	0.257858	0.07037169	1.866915
3201	1	-3719.214	-3710.673	-8.541039	0.6331054	0.1584802	0.483028	0.304913	0.19078	0.267069	0.17022	0.638037	0.277106	0.125255	0.14407	0.0600554	1.03701	0.00716873	0.318395	0.0612435	0.0570056	0.121149	0.125546	0.0221829	0.3166269	-0.05967088	0.00945471	0.590864	0.00687153	0.00721732	0.385137	0.000455448	0.06914962	8.6925e-05	0.0137567	0.26723	3.71893	0.309928	0.29269	0.126737	0.270645	0.009478748	7.295227
3202	0	-3715.871	-3707.056	-8.814752	0.3937921	0.16755	0.547624	0.0151379	0.336395	0.63911	0.29041	0.17601	0.206634	0.147916	0.286731	0.185003	0.533472	0.0736961	0.0771625	0.168813	0.248852	0.131927	0.203156	0.29621	0.2206905	-0.1719971	0.00706622	0.555915	0.0113266	0.00323055	0.412629	0.00983221	0.1801362	0.000139384	0.0173962	0.29391	3.68855	0.310067	0.29341	0.1254	0.271123	0.008139161	22.13204
3203	1	-3717.14	-3708.186	-8.953824	0.5747721	0.1976998	0.657673	0.240315	0.218399	0.43722	0.242068	0.430557	0.30181	0.230711	0.134263	0.0161276	0.42729	0.299961	0.231119	0.0451972	0.0645642	0.0553425	0.341578	0.36109	0.1979541	0.0301072	0.0103366	0.535072	0.00385025	0.0176979	0.429792	0.00325082	0.02832642	0.000490193	0.0324591	0.377628	3.58942	0.309735	0.293063	0.123122	0.27408	0.05843362	0.4847624
3204	0	-3721.516	-3711.291	-10.22453	0.6489584	0.1595091	0.505074	0.0331077	0.334486	0.165124	0.471252	0.0910286	0.0825424	0.0219337	0.11438	0.0852084	0.199913	0.0460388	0.236072	0.00652682	0.698681	0.0936007	0.687426	0.743572	0.2714546	0.0002489331	0.00662513	0.585378	0.0079367	0.00460953	0.38829	0.00715998	0.1207748	9.19569e-05	0.0141471	0.270285	3.71548	0.312893	0.297762	0.115751	0.273594	0.1210237	0.9979431
3205	1	-3720.772	-3715.805	-4.966619	0.9480522	0.2352187	0.631973	0.485573	0.195559	0.240572	0.0537442	0.0797452	0.179062	0.0864139	0.294219	0.027393	0.215549	0.0212055	0.147285	0.0359219	0.0158208	0.200092	0.190081	0.484181	0.2246918	0.03811099	0.0161427	0.498593	0.00593906	0.00875405	0.445776	0.0247958	0.09084404	0.00149295	0.0562427	0.46926	3.473	0.303812	0.29514	0.13152	0.269527	0.128955	0.7044629
3206	0	-3711.789	-3708.745	-3.043301	0.7076818	0.1994044	0.547642	0.0502803	0.0926263	0.172694	0.0806857	0.093346	0.0520462	0.02625	0.258081	0.0802307	0.131185	0.108733	0.334958	0.227816	0.0090295	0.356847	0.19752	0.354614	0.1378507	-0.166555	0.0131088	0.538902	0.00874346	0.00153285	0.431637	0.00607601	0.2128938	0.000520356	0.0334326	0.382102	3.58395	0.304209	0.302143	0.134683	0.258966	0.04633879	4.594288
3207	1	-3717.743	-3710.229	-7.513947	0.5195976	0.191727	0.704848	0.34075	0.183973	0.445455	0.0434767	0.0749833	0.433963	0.126225	0.389792	0.0281782	0.239838	0.0908817	0.275244	0.0756465	0.117972	0.0385421	0.296262	0.00816841	0.2022205	-0.2255052	0.0164983	0.462079	0.0076652	0.00404558	0.503805	0.00590721	0.2962264	0.000394321	0.0291432	0.361723	3.60874	0.322025	0.296559	0.134372	0.247043	0.0707212	4.18865
3208	0	-3716.821	-3713.215	-3.605735	0.8503321	0.1854833	0.40483	0.0465639	0.101136	0.116015	0.113388	0.0687632	0.117873	0.0567232	0.663956	0.519452	0.322554	0.0489504	0.225636	0.0998923	0.18789	0.00182644	0.110222	0.491383	0.1910319	0.05375619	0.0129252	0.574872	0.00533653	0.00116697	0.392639	0.0130603	0.007211981	0.000309401	0.0258429	0.344723	3.62912	0.307623	0.303477	0.119545	0.269354	0.06096817	0.1182909
3209	1	-3711.578	-3708.669	-2.908983	0.9604045	0.2311215	0.57735	0.476177	0.135993	0.197466	0.106309	0.182863	0.134105	0.0674943	0.306707	0.0158667	0.258578	0.250493	0.0303369	0.0246921	0.0856431	0.0681343	0.39776	0.130801	0.2413851	-0.02998334	0.01972	0.512167	0.00980216	0.00426661	0.451244	0.00280054	0.0353807	0.0013455	0.0534368	0.459948	3.48527	0.287024	0.29538	0.135472	0.282124	0.005397354	6.555194
3210	0	-3725.323	-3718.501	-6.82226	0.6383886	0.1636184	0.732436	0.0166846	0.221424	0.343892	0.139007	0.0795178	0.0143678	0.0283442	0.297541	0.133571	0.598338	0.109819	0.0193546	0.141153	0.454863	0.276693	0.552481	0.015697	0.1783497	0.01770112	0.0124345	0.576228	0.0120546	0.00592645	0.377732	0.0156245	0.05530389	0.000114319	0.015764	0.282415	3.70171	0.303304	0.327036	0.115763	0.253897	0.07300502	0.7575355
3211	1	-3715.595	-3708.292	-7.303398	0.9754592	0.2088515	0.487775	0.200008	0.140087	0.507618	0.639276	0.71572	0.355769	0.0622798	0.277288	0.0278175	0.355797	0.0267171	0.0403194	0.0383265	0.0539525	0.141405	0.262147	0.122223	0.2031221	-0.01154072	0.0210186	0.545894	0.0133687	0.00278936	0.413954	0.00297617	0.03717788	0.000711756	0.0390329	0.406362	3.55389	0.292158	0.299101	0.137895	0.270846	0.02563716	1.450156
3212	0	-3721.511	-3714.545	-6.966207	0.7482421	0.1766504	0.583554	0.0344341	0.144173	0.168844	0.099698	0.0757449	0.0200401	0.0226642	0.237733	0.262492	0.797551	0.120798	0.171247	0.182927	0.248297	0.0437743	0.147268	0.075842	0.2782411	0.004735418	0.00418387	0.531894	0.00906203	0.0194157	0.421128	0.0143165	0.157107	0.000213186	0.0214832	0.320046	3.65826	0.297325	0.295551	0.122993	0.284131	0.1618425	0.9707406
3213	1	-3714.034	-3711.402	-2.631529	0.8513153	0.2292285	0.613425	0.266179	0.140984	0.408432	0.0237169	0.0207043	0.264547	0.0816237	0.178539	0.0260567	0.246173	0.212805	0.0152254	0.165943	0.304861	0.0622237	0.373733	0.00846817	0.1874946	-0.0166526	0.018503	0.500291	0.0111957	0.00320682	0.464845	0.00195863	0.06817995	0.00128077	0.0521551	0.455589	3.49098	0.310758	0.270988	0.131495	0.286759	0.05152735	1.32318
3214	0	-3723.603	-3715.65	-7.952856	0.9252511	0.1536891	0.524104	0.0485229	0.481014	0.484699	0.227163	0.0965474	0.203603	0.164086	0.138204	0.132069	1.05624	0.0341582	0.110939	0.0283484	0.00915264	0.0181718	0.289191	0.0401341	0.1652542	-0.1585233	0.00650314	0.561706	0.00644777	0.0218699	0.395388	0.00808587	0.2058122	6.62252e-05	0.0120158	0.252924	3.73499	0.30556	0.320499	0.112674	0.261267	0.04728893	4.352229
3215	1	-3724.769	-3714.398	-10.37153	0.7688875	0.2444216	0.672741	0.195001	0.223284	1.06586	0.170704	0.23696	0.49548	0.0822947	0.225219	0.0168196	0.238014	0.162819	0.0797815	0.109026	0.00380043	0.133862	0.35172	0.384307	0.2146525	0.1898253	0.0195278	0.509291	0.00930494	0.0100018	0.450232	0.00164258	0.008481545	0.00186189	0.0626919	0.489573	3.44587	0.320209	0.296281	0.129186	0.254324	0.1983068	0.04276981
3216	0	-3724.417	-3724.493	0.07570252	0.9403563	0.2042598	0.647376	0.06676	0.0711687	0.156869	0.0876026	0.0891464	0.0211846	0.0231015	0.28482	0.427255	0.121563	0.131638	0.165575	0.242967	0.0397221	0.0685059	0.203631	0.0972836	0.1840728	0.0501183	0.00709419	0.529229	0.00703378	0.0197985	0.431323	0.00552195	0.02547196	0.000613464	0.0362685	0.394684	3.56843	0.291408	0.320651	0.107214	0.280727	0.07559025	0.3369741
3217	1	-3718.164	-3710.947	-7.217228	0.819392	0.2079513	0.384325	0.445834	0.11114	0.287767	0.0687152	0.257485	0.21262	0.0707157	0.42127	0.0152344	0.281186	0.031398	0.0927897	0.0514953	0.172898	0.290053	0.160253	0.820507	0.1825258	-0.1456364	0.0176133	0.480264	0.00740585	0.00559157	0.485684	0.00344087	0.1558583	0.000691676	0.0384849	0.404089	3.55673	0.305621	0.289791	0.133474	0.271114	0.01022193	15.24745
3218	0	-3718.304	-3709.437	-8.866655	0.8055601	0.2052874	0.853068	0.0457163	0.159197	0.236461	0.0926913	0.108777	0.0409767	0.0241817	0.400691	0.308123	0.524708	0.0590681	0.143467	0.0601039	0.264556	0.0574167	0.0898783	0.135808	0.1357441	0.04061929	0.00863469	0.528326	0.00549301	0.0216352	0.430587	0.00532435	0.2321643	0.000634578	0.0368804	0.397316	3.56517	0.309963	0.294335	0.132854	0.262847	0.2727836	0.8510933
3219	1	-3727.178	-3716.707	-10.47033	0.8790495	0.1899504	0.628187	0.125431	0.0776546	0.154446	0.270974	0.218728	0.068408	0.0782182	0.125241	0.0608147	0.137896	0.125439	0.261137	0.0185061	0.164363	0.350417	0.490354	0.586664	0.2157242	0.227899	0.0121407	0.555761	0.011475	0.00535894	0.412579	0.00268506	0.1679137	0.000368627	0.0281865	0.356924	3.61452	0.319198	0.302954	0.11933	0.258518	0.3958127	0.4242252
3220	0	-3719.63	-3713.4	-6.230232	0.5671516	0.1980416	0.719369	0.0366433	0.26683	0.138288	0.246693	0.118903	0.0936399	0.0281575	0.227244	0.109653	0.125924	0.0975708	0.467518	0.0191912	0.0506164	0.0551797	0.702118	0.536404	0.2227842	0.03926792	0.0143214	0.512626	0.00621203	0.00867974	0.454316	0.00384473	0.05699622	0.000496139	0.0326534	0.378527	3.58832	0.284947	0.304764	0.132994	0.277295	0.09626414	0.5920815
3221	1	-3724.266	-3713.117	-11.14984	0.8886566	0.1935485	0.923153	0.684306	0.0783687	0.114948	0.412642	0.183855	0.131284	0.0711149	0.535024	0.0371052	0.0712497	0.163464	0.561035	0.0322567	0.0196546	0.352176	0.147717	0.940568	0.3064591	-0.006932934	0.0100774	0.559098	0.00622764	0.00699435	0.415056	0.00254685	0.01114525	0.000421983	0.0301385	0.366611	3.60283	0.313268	0.293056	0.127273	0.266403	0.004212312	2.645874
3222	0	-3717.18	-3711.2	-5.980364	0.6418821	0.1979435	0.472034	0.0922244	0.255216	0.389304	0.233144	0.17418	0.0688459	0.0588743	0.115621	0.142581	0.567147	0.0520057	0.0979543	0.268713	0.0384832	0.0354401	0.385134	0.400465	0.2232957	-0.1336085	0.00851352	0.518871	0.00388713	0.0063015	0.45985	0.00257738	0.1720225	0.000494428	0.0325976	0.378269	3.58864	0.303314	0.293247	0.134228	0.269211	0.03841404	4.478116
3223	1	-3717.321	-3718.124	0.8035843	0.6592891	0.1795319	0.357128	0.25194	0.127056	0.30599	0.0267388	0.0415074	0.214951	0.0670887	0.187577	0.0450733	0.394243	0.0202815	0.06393	0.0879802	0.0944178	0.0251303	0.205988	0.277748	0.1599993	0.001513132	0.00691675	0.536605	0.00296084	0.011875	0.428519	0.0131233	0.08309427	0.000241704	0.0228643	0.328175	3.64872	0.294042	0.290268	0.127549	0.28814	0.0846074	0.9821158
3224	0	-3727.764	-3719.573	-8.190676	0.227478	0.2112647	0.247454	0.142686	0.230073	0.52357	0.396219	0.257845	0.0975258	0.135715	0.247606	0.0931	0.161427	0.261007	0.19331	0.622059	0.163549	0.00845644	0.0768543	0.576503	0.1804628	-0.0121675	0.015755	0.575188	0.00563493	0.00435943	0.394296	0.00476643	0.08060283	0.000767578	0.0405164	0.412413	3.5463	0.278033	0.302778	0.135175	0.284014	0.06843533	1.177796
3225	1	-3717.725	-3714.864	-2.861172	0.9484968	0.1978676	0.457738	0.3548	0.0570359	0.244614	0.0857742	0.184408	0.15472	0.076417	0.1823	0.0217963	0.364756	0.0211519	0.14985	0.0536769	0.487389	0.194105	0.386079	0.127988	0.1945043	-0.005930304	0.00863549	0.521004	0.00602988	0.00698348	0.425209	0.032138	0.02348953	0.000493106	0.0325544	0.37807	3.58888	0.309222	0.30247	0.130971	0.257336	0.01755923	1.337732
3226	0	-3734.516	-3720.162	-14.35371	0.254231	0.168907	0.896703	0.0916692	0.478103	0.705179	0.448919	0.228112	0.0663096	0.0670256	0.518816	0.204373	0.15878	0.353221	0.160352	0.0435268	0.139003	0.171197	0.317328	0.347454	0.3381124	0.001427572	0.00530556	0.57742	0.00616918	0.0122186	0.395826	0.0030605	0.18145	0.000148935	0.0179786	0.29785	3.68402	0.303786	0.315642	0.11053	0.270042	0.1828776	0.9921938
3227	1	-3719.302	-3715.87	-3.431606	0.8272642	0.2227524	0.545897	0.288718	0.136595	0.20676	0.0185683	0.0769239	0.163588	0.0604793	0.118803	0.0346105	0.890816	0.196366	0.0278575	0.0525487	0.299493	0.0321891	0.311109	0.0761734	0.2199796	0.06954441	0.0174374	0.516634	0.00631053	0.00261122	0.421642	0.0353652	0.01342035	0.00107512	0.0478456	0.440402	3.51068	0.317613	0.293	0.114713	0.274674	0.08296476	0.1617596
3228	0	-3720.16	-3707.012	-13.14768	0.3367553	0.1749457	0.543688	0.102891	0.749454	1.28138	0.370748	0.277908	0.105668	0.02968	0.257966	0.113553	0.254009	0.141824	0.146476	0.101381	0.315271	0.324821	0.47073	0.240213	0.3520373	0.01902526	0.0106348	0.492644	0.00746749	0.00978763	0.475719	0.00374722	0.01696566	0.00019754	0.0206856	0.315203	3.66391	0.29524	0.324256	0.125479	0.255025	0.03599092	0.4713873
3229	1	-3718.994	-3714.163	-4.831143	0.9291892	0.2271218	0.680768	0.26383	0.268248	0.479743	0.0113515	0.0306144	0.0955534	0.102423	0.171479	0.0420974	0.295589	0.00247831	0.0574622	0.368441	0.053129	0.267664	0.680498	0.038027	0.2065678	0.07293343	0.0146791	0.563878	0.00176565	0.00311369	0.400865	0.0156992	0.0002235971	0.00121121	0.0507402	0.450695	3.49735	0.29543	0.297684	0.129943	0.276943	0.07315702	0.003056399
3230	0	-3721.776	-3709.04	-12.73592	0.3882341	0.1770513	0.472829	0.0489812	0.302812	0.473801	0.308542	0.19026	0.0466645	0.0336866	0.11886	0.0593409	0.698428	0.228873	0.16318	0.603986	0.163393	0.0799076	1.06323	0.723754	0.2863162	0.03847909	0.0112829	0.529052	0.00944792	0.00466024	0.435968	0.0095885	0.02168616	0.000216996	0.0216729	0.321182	3.65693	0.296515	0.299107	0.126797	0.27758	0.06016526	0.3604433
3231	1	-3715.491	-3713.326	-2.164625	0.8292123	0.2410379	0.624404	0.143181	0.138877	0.158053	0.0352829	0.0187926	0.128472	0.0965826	0.242826	0.0422354	0.343236	0.184516	0.145025	0.102663	0.14297	0.148798	0.568906	0.0864589	0.1454292	-0.04456268	0.0166429	0.471802	0.00193419	0.00424576	0.498328	0.00704734	0.06662644	0.00172006	0.0602984	0.482201	3.45578	0.288016	0.304416	0.138724	0.268845	0.02206375	3.019724
3232	0	-3722.487	-3717.022	-5.464757	0.5784192	0.1391436	0.544037	0.0290573	0.256636	0.323482	0.194587	0.176484	0.192002	0.140126	0.253669	0.0677949	0.179004	0.0437837	0.0539951	0.357841	0.108294	0.131566	0.35097	0.330667	0.2320713	0.03678604	0.00662493	0.580458	0.0118295	0.00279688	0.391476	0.00681468	0.0789544	2.58505e-05	0.00752183	0.20889	3.78356	0.2912	0.297769	0.142134	0.268897	0.1157404	0.6821678
3233	1	-3716.42	-3711.43	-4.990778	0.9013313	0.2141144	0.80375	0.436118	0.108421	0.138847	0.037443	0.118657	0.0931364	0.0600204	0.39103	0.0285821	0.270227	0.18467	0.161377	0.0563129	0.362802	0.0278017	0.309389	0.120895	0.1854797	0.01869515	0.0163204	0.445377	0.00853628	0.00255457	0.511205	0.0160066	0.08426626	0.00083732	0.0422942	0.419482	3.53739	0.306453	0.292066	0.147399	0.254081	0.1029614	0.8184257
3234	0	-3712.374	-3713.774	1.399674	0.5684891	0.2070028	0.366832	0.0537936	0.174578	0.277876	0.129157	0.0834361	0.0355104	0.0225182	0.314982	0.160358	0.277	0.0842935	0.277624	0.0183895	0.244773	0.025443	0.289989	0.118376	0.144087	-0.01157903	0.00816531	0.443581	0.0157108	0.00357336	0.519919	0.00905059	0.01236863	0.000670951	0.0379106	0.401686	3.55973	0.30513	0.297162	0.138185	0.259523	0.0007896014	15.66439
3235	1	-3717.16	-3720.851	3.691228	0.7258984	0.2243437	0.327439	0.127677	0.111477	0.191893	0.0442336	0.152027	0.117208	0.0626312	0.320074	0.0762627	0.38634	0.0932968	0.111229	0.0648239	0.0626548	0.0613917	0.150524	0.00378535	0.1525971	0.09458797	0.0185324	0.58025	0.00976286	0.00269738	0.384483	0.00427436	0.003744121	0.00112342	0.0488934	0.444173	3.50581	0.286261	0.287547	0.14162	0.284572	0.0983321	0.03807629
3236	0	-3715.791	-3712.602	-3.188779	0.6869482	0.1544183	0.603797	0.0581239	0.197757	0.432971	0.204945	0.1239	0.140362	0.0490608	0.138812	0.190281	0.0784071	0.0431203	0.124029	0.182741	0.267096	0.0386096	0.218666	0.427516	0.1790028	0.002133306	0.00919537	0.539341	0.0128977	0.00336573	0.426825	0.0083753	0.06314755	6.90996e-05	0.0122725	0.255109	3.73255	0.292284	0.312017	0.130774	0.264924	0.06528085	0.9673211
3237	1	-3709.594	-3709.767	0.1728302	0.8845107	0.2016521	0.559171	0.167948	0.204095	0.28185	0.0207652	0.0682048	0.220635	0.123702	0.283323	0.0481011	0.345071	0.146096	0.108693	0.0764427	0.0328186	0.1061	0.270058	0.00492017	0.1578413	0.008253157	0.0105444	0.511057	0.0145515	0.0068304	0.450786	0.00623049	0.02734341	0.000562114	0.034734	0.387956	3.57675	0.297768	0.31458	0.132767	0.254885	0.03559656	0.7681474
3238	0	-3716.671	-3709.136	-7.53557	0.454084	0.2034723	0.354333	0.0219091	0.426087	0.613796	0.289009	0.156657	0.150834	0.11934	0.271161	0.180527	0.206388	0.0707301	0.0370288	0.421239	0.397277	0.0842697	0.247712	0.323176	0.2314961	0.00830353	0.0111494	0.461121	0.00848872	0.0043077	0.496384	0.0185499	0.06329016	0.000597624	0.0358024	0.392659	3.57094	0.290384	0.309988	0.136427	0.263201	0.07159369	0.8840187
3239	1	-3722.585	-3718.457	-4.1284	0.642682	0.1787822	0.663204	0.19922	0.0740729	0.217535	0.0329554	0.130593	0.119843	0.0855038	0.148752	0.0350036	0.435425	0.393825	0.811392	0.0488708	0.182457	0.0314698	0.0890604	0.0666401	0.2266284	0.006992827	0.00891995	0.546585	0.00946052	0.00342209	0.428617	0.00299541	0.02366671	0.000234028	0.022501	0.326067	3.6512	0.265308	0.331626	0.128702	0.274364	0.03065954	0.77192
3240	0	-3726.361	-3720.983	-5.377834	0.4635508	0.2002882	0.436748	0.0155851	0.408624	0.503209	0.128604	0.107957	0.244337	0.122603	0.274808	0.0956314	0.18595	0.0975818	0.104307	0.0750716	0.30562	0.168274	0.219467	0.288827	0.210448	-0.1427846	0.00626447	0.498551	0.00724537	0.00422632	0.453078	0.0306353	0.1745595	0.000536502	0.0339419	0.38441	3.58111	0.295391	0.286689	0.138895	0.279026	0.03177497	5.493618
3241	1	-3714.506	-3712.99	-1.516836	0.7339724	0.196751	0.421262	0.299749	0.142618	0.258063	0.0439553	0.0208531	0.152947	0.104831	0.197479	0.0603718	0.0562933	0.185042	0.118632	0.119512	0.0899686	0.0228933	0.403776	0.442668	0.1647397	0.009728605	0.011536	0.494985	0.00566191	0.00335681	0.480517	0.00394311	0.07903406	0.000473956	0.0319224	0.375125	3.59248	0.277567	0.311583	0.128458	0.282391	0.08876267	0.8903976
3242	0	-3715.253	-3711.674	-3.579174	0.5592682	0.2043227	0.367601	0.0566849	0.236903	0.328774	0.261593	0.114395	0.0525758	0.0248593	0.15638	0.10104	0.314081	0.0596955	0.0805411	0.209749	0.125116	0.0106444	0.47243	0.540997	0.1750861	-0.1420892	0.0131108	0.518598	0.0018281	0.00436894	0.448642	0.0134524	0.1602157	0.000614743	0.0363059	0.394845	3.56823	0.321454	0.289158	0.129774	0.259614	0.01812649	8.838762
