Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3280	-3736.731	-3722.134	-14.59638	0.2870561	0.2467872	0.2594547	-0.05609396	0.013934	0.492482	0.011982	0.00631165	0.467066	0.00822369	0.06465382	0.00196539	0.0643798	0.494661	3.43899	0.289386	0.293808	0.133024	0.283782	0.008559857	7.553143
3290	-3740.048	-3723.92	-16.12764	0.2502226	0.1990415	0.3107131	-0.1045439	0.0132534	0.456748	0.0112368	0.00806327	0.497131	0.0135679	0.1500621	0.000513827	0.0332244	0.381152	3.58511	0.3012	0.305802	0.145578	0.24742	0.04551825	3.296747
3300	-3735.24	-3720.701	-14.53901	0.24335	0.1788546	0.3058284	-0.003172868	0.0113398	0.519563	0.00544086	0.00208578	0.449961	0.0116089	0.006995426	0.000234762	0.022536	0.326271	3.65096	0.308945	0.310408	0.125143	0.255504	0.003822558	1.830038
3310	-3737.749	-3722.342	-15.40687	0.2101978	0.1744259	0.3099447	0.09534078	0.016608	0.550499	0.00118818	0.00745999	0.404296	0.0199493	0.01062251	0.000192944	0.0204452	0.313722	3.66564	0.289715	0.299131	0.132381	0.278774	0.1059633	0.1002471
3320	-3736.777	-3719.628	-17.14846	0.2129108	0.1730213	0.3728795	0.003062141	0.0152907	0.528416	0.000537527	0.00264027	0.439832	0.0132834	0.1247604	0.000180925	0.0198026	0.309706	3.67031	0.29392	0.299777	0.123121	0.283182	0.1278225	0.9760438
3330	-3735.715	-3719.917	-15.79723	0.2099322	0.1931047	0.3749053	-0.07043482	0.0109613	0.557843	0.000824455	0.00446616	0.417099	0.00880583	0.07671972	0.000415118	0.0298947	0.365423	3.60427	0.296826	0.316406	0.125786	0.260981	0.006284895	12.207
3340	-3739.172	-3720.988	-18.18393	0.2062327	0.1839756	0.3793823	-0.02871181	0.0136777	0.583535	0.00133658	0.00938375	0.384312	0.0077553	0.2015013	0.000291079	0.0250725	0.340562	3.63407	0.293622	0.316801	0.11844	0.271138	0.1727895	1.166166
3350	-3740.923	-3725.797	-15.12622	0.240011	0.1729126	0.3439527	0.008775809	0.0157581	0.589695	0.000272217	0.00821051	0.380595	0.00547008	0.01416045	0.000180019	0.0197533	0.309395	3.67067	0.293373	0.298234	0.127892	0.280501	0.02293626	0.6173828
3360	-3739.156	-3724.324	-14.83221	0.2593154	0.1745158	0.2916327	-0.05072961	0.0144234	0.599468	0.00115322	0.00834658	0.370841	0.00576775	0.05767689	0.000193733	0.0204867	0.313978	3.66534	0.300118	0.301913	0.116408	0.281561	0.006947277	8.302086
3370	-3737.931	-3723.199	-14.73229	0.2654951	0.216086	0.2539395	0.02844632	0.0143386	0.507603	0.00585442	0.00387807	0.449589	0.0187375	0.03393314	0.000888052	0.0435403	0.424324	3.53125	0.319511	0.266046	0.141675	0.272768	0.06237946	0.5439793
3380	-3742.99	-3727.674	-15.31635	0.2925409	0.2604579	0.2497378	-0.01270604	0.0171139	0.422487	0.00995209	0.00159575	0.536606	0.0122447	0.0882231	0.0026354	0.0743396	0.523027	3.4	0.297113	0.288564	0.141139	0.273184	0.07551706	1.168254
3390	-3735.266	-3720.548	-14.71741	0.2943223	0.1878195	0.2419327	0.01782307	0.0123416	0.544644	0.0105945	0.00292484	0.414399	0.015096	0.04470711	0.000339433	0.0270573	0.351128	3.62148	0.298333	0.308318	0.130608	0.262741	0.06253018	0.7149686
3400	-3739.313	-3723.445	-15.86833	0.2850699	0.2304897	0.291988	0.04563381	0.0138735	0.527339	0.00721281	0.00337417	0.431114	0.0170867	0.06883975	0.00132366	0.0530079	0.458497	3.48717	0.298309	0.297736	0.140694	0.26326	0.1144736	0.6013594
3410	-3737.844	-3722.931	-14.91348	0.279287	0.202145	0.2349492	-0.1262152	0.0143215	0.565829	0.00495169	0.00334573	0.402513	0.00903893	0.1340236	0.000571577	0.035022	0.389233	3.57517	0.280628	0.313581	0.130837	0.274954	0.007808383	17.16407
3420	-3739.982	-3725.102	-14.88058	0.2667969	0.2177995	0.2910758	-0.005347115	0.0124326	0.510647	0.000832069	0.00240877	0.458583	0.0150964	0.03782003	0.00093382	0.0446335	0.4285	3.52593	0.29604	0.309581	0.133532	0.260847	0.03247291	1.164664
3430	-3735.426	-3720.667	-14.7599	0.2706785	0.1980174	0.2254083	-0.0958447	0.0187665	0.510397	0.00685271	0.00399202	0.458358	0.00163359	0.1138412	0.000495716	0.0326396	0.378464	3.5884	0.302365	0.302588	0.136384	0.258663	0.0179965	6.32574
3440	-3747.014	-3729.995	-17.01895	0.253597	0.239689	0.3211983	0.09349472	0.0201332	0.522459	0.00329349	0.00418596	0.447144	0.00278468	0.09926564	0.00166554	0.0593513	0.479231	3.45975	0.317374	0.26851	0.139592	0.274524	0.1927604	0.5149692
3450	-3739.355	-3724.326	-15.0298	0.2517518	0.2082102	0.2675233	0.05325547	0.0200714	0.520855	0.0034866	0.00891104	0.445772	0.000904104	0.03222848	0.000697411	0.0386422	0.404744	3.55592	0.265562	0.320432	0.143385	0.270621	0.08548396	0.3770121
3460	-3733.317	-3717.827	-15.48963	0.2499499	0.211121	0.332653	0.06363347	0.0112072	0.504694	0.00743841	0.00922181	0.461003	0.00643609	0.01546172	0.000764172	0.0404275	0.412054	3.54675	0.302177	0.30828	0.130371	0.259171	0.0790952	0.1954824
3470	-3741.454	-3726.733	-14.72057	0.2697082	0.186767	0.244516	0.08142426	0.0105305	0.526723	0.0056351	0.00716584	0.447152	0.00279355	0.01144225	0.000325652	0.0265071	0.348249	3.62492	0.300941	0.308057	0.12458	0.266423	0.09286651	0.1232118
3480	-3742.525	-3727.996	-14.52926	0.2892818	0.2289974	0.2628944	-0.03319631	0.0119471	0.48921	0.01002	0.00743355	0.476287	0.00510296	0.04594321	0.00127301	0.0519993	0.455054	3.49167	0.31538	0.295099	0.106772	0.282749	0.0127469	3.604266
3490	-3737.341	-3721.099	-16.24167	0.2903973	0.2381063	0.2463628	0.1192932	0.0206779	0.486428	0.00780379	0.00791042	0.473579	0.00360138	0.0792293	0.00160302	0.0582453	0.475723	3.46443	0.300561	0.293466	0.139768	0.266205	0.1985225	0.3990948
3500	-3738.004	-3722.99	-15.0138	0.2901488	0.1982298	0.2738343	-0.09986921	0.00854354	0.489694	0.0120652	0.010473	0.476758	0.00246649	0.1033302	0.000499434	0.0327605	0.379022	3.58772	0.318414	0.281462	0.142657	0.257467	0.00346097	29.85585
3510	-3739.356	-3722.091	-17.265	0.2394405	0.201407	0.2927938	-0.07866146	0.00732687	0.51185	0.00797296	0.00640541	0.455497	0.0109471	0.2149808	0.000557448	0.0345911	0.38732	3.57753	0.306849	0.288967	0.132387	0.271798	0.1363193	1.577038
3520	-3745.953	-3729.875	-16.07782	0.2724825	0.2273138	0.226042	-0.223199	0.00569489	0.513659	0.0133429	0.0079231	0.457107	0.00227332	0.2519567	0.00121744	0.0508686	0.451143	3.49677	0.323024	0.27868	0.129052	0.269244	0.02875767	8.761375
3530	-3741.956	-3726.33	-15.62565	0.273223	0.1945936	0.2596286	0.1350909	0.00629326	0.559599	0.0117351	0.00627602	0.403182	0.0129148	0.02974943	0.000438469	0.0307159	0.369401	3.59944	0.312171	0.299822	0.122348	0.265659	0.1648404	0.1804742
3540	-3743.968	-3727.786	-16.18213	0.2776882	0.1918457	0.2384003	-0.2787866	0.0148914	0.492479	0.00528289	0.00108988	0.463721	0.0225358	0.2846169	0.000396084	0.0292077	0.362043	3.60835	0.282841	0.315426	0.136312	0.265421	0.005830327	48.81663
3550	-3737.486	-3721.724	-15.76205	0.2384576	0.2021078	0.3079706	0.03352861	0.0124908	0.549426	0.0028849	0.000820768	0.41564	0.0187376	0.06242421	0.00057086	0.0350003	0.389137	3.57529	0.313188	0.292776	0.122858	0.271178	0.09595283	0.6505719
3560	-3738.351	-3723.183	-15.16807	0.2246865	0.222306	0.3234063	-0.03917865	0.0212637	0.499313	0.00720667	0.00247223	0.461992	0.00775196	0.05341515	0.00106183	0.047553	0.43934	3.51205	0.272792	0.297943	0.153301	0.275964	0.01423651	3.751984
3570	-3737.709	-3720.668	-17.04087	0.2586317	0.192458	0.3289974	-0.2265363	0.0142945	0.506005	0.00390237	0.00639997	0.468184	0.00121346	0.2554797	0.00040526	0.0295409	0.363689	3.60637	0.287591	0.300293	0.134409	0.277707	0.02894344	8.82686
3580	-3739.53	-3723.289	-16.2411	0.2596515	0.1858468	0.3213006	-0.08312107	0.0127862	0.502005	0.011011	0.00576709	0.464482	0.00394871	0.1414811	0.000313941	0.0260303	0.345723	3.62793	0.330458	0.287406	0.127602	0.254534	0.05836003	2.424281
3590	-3737.656	-3722.236	-15.41976	0.2673699	0.2057349	0.2984248	0.02714959	0.0108691	0.500892	0.0171618	0.00194613	0.463453	0.0056787	0.04834159	0.00064393	0.0371481	0.398459	3.56375	0.300434	0.297449	0.130346	0.271772	0.07549118	0.6403607
3600	-3742.188	-3727.225	-14.96285	0.3288291	0.2457745	0.2539732	-0.01934011	0.0153818	0.536681	0.0154505	0.00473714	0.420166	0.00758387	0.06904988	0.00192064	0.0636558	0.49249	3.44193	0.299963	0.29041	0.145825	0.263801	0.04970977	1.389061
3610	-3748.773	-3734.767	-14.00617	0.3228337	0.1986544	0.2434036	-0.0006933074	0.0122861	0.522666	0.0157943	0.00472459	0.418483	0.0260467	0.01087724	0.000506927	0.0330028	0.380137	3.58635	0.272804	0.303432	0.156957	0.266807	0.01018393	1.068079
3620	-3737.792	-3721.056	-16.7362	0.3279734	0.2004502	0.2365627	0.219893	0.015753	0.524416	0.0064387	0.00326037	0.442142	0.00799023	0.05822715	0.000539501	0.0340356	0.384832	3.58059	0.31469	0.295981	0.129074	0.260256	0.2781202	0.2093597
3630	-3742.79	-3726.045	-16.74498	0.3132763	0.2137756	0.2639455	0.3213431	0.0152896	0.51771	0.00512267	0.00603105	0.449736	0.00610983	0.0001027212	0.000828809	0.0420814	0.418646	3.53844	0.27015	0.312976	0.141674	0.2752	0.3214458	0.0003195598
3640	-3737.274	-3722.683	-14.5906	0.3041765	0.1960067	0.2546976	0.001661939	0.0171052	0.540872	0.0146441	0.00904723	0.412724	0.00560701	0.03706018	0.00046149	0.031504	0.373156	3.59488	0.300901	0.305659	0.131279	0.262161	0.03872212	0.9570804
3650	-3742.424	-3724.235	-18.18886	0.3362896	0.2513879	0.2343038	0.4198501	0.0174386	0.540197	0.00910535	0.00730896	0.414841	0.0111091	0.03895892	0.00217707	0.0676941	0.504403	3.42573	0.278444	0.322544	0.127147	0.271864	0.458809	0.08491315
3660	-3746.19	-3729.749	-16.44162	0.3013571	0.2109105	0.2469113	-0.02610113	0.00761877	0.499853	0.0131337	0.0163098	0.459335	0.00374919	0.1590685	0.000759201	0.0402973	0.411529	3.54741	0.293241	0.306061	0.140968	0.259731	0.1329674	1.196297
3670	-3744.4	-3727.375	-17.02499	0.3193754	0.1958353	0.229404	0.3049752	0.00531159	0.57189	0.0165124	0.0116024	0.389208	0.00547515	0.03468966	0.000458651	0.0314079	0.372701	3.59543	0.303631	0.30378	0.134794	0.257795	0.3396649	0.1021291
3680	-3741.164	-3725.542	-15.62176	0.3207628	0.180523	0.2409247	0.02009874	0.0100351	0.600321	0.0154848	0.00434416	0.367929	0.00188542	0.09244817	0.000252136	0.0233486	0.330953	3.64545	0.281832	0.309806	0.124633	0.283729	0.1125469	0.821419
3690	-3742.403	-3726.072	-16.33028	0.2895293	0.2348504	0.2249787	-0.05580612	0.00880517	0.55902	0.0232144	0.00339597	0.404939	0.000626095	0.1821273	0.00147928	0.0559888	0.46843	3.4741	0.304348	0.302457	0.124037	0.269158	0.1263211	1.44178
3700	-3743.291	-3727.961	-15.33074	0.2949352	0.2054719	0.2399443	0.02997296	0.00985503	0.623378	0.0193763	0.0059866	0.337989	0.00341412	0.075485	0.000638423	0.0369907	0.397787	3.56458	0.289675	0.300662	0.141298	0.268365	0.105458	0.7157829
3710	-3744.592	-3729.582	-15.00936	0.3174955	0.212474	0.2167985	0.1511104	0.0104017	0.490467	0.0143124	0.0120545	0.468037	0.00472777	0.008190062	0.000796662	0.0412674	0.415423	3.54251	0.293842	0.313138	0.135396	0.257623	0.1593004	0.05141268
3720	-3743.914	-3726.702	-17.21151	0.33092	0.2224628	0.2338532	0.1835858	0.0163552	0.524158	0.00743443	0.00958412	0.427556	0.0149118	0.1025535	0.00106648	0.0476557	0.439713	3.51156	0.272674	0.31919	0.127937	0.280199	0.2861393	0.3584042
3730	-3738.287	-3722.168	-16.11905	0.2863197	0.1976349	0.2181811	-0.02470107	0.0141778	0.517355	0.00679619	0.00996351	0.445864	0.00584355	0.1584731	0.00048907	0.0324223	0.377457	3.58963	0.295183	0.312398	0.129793	0.262626	0.133772	1.184651
3740	-3740.338	-3725.747	-14.59065	0.3099419	0.2593477	0.2264434	-0.03449743	0.0207905	0.528926	0.00700841	0.0108732	0.417978	0.0144242	0.07182153	0.00257634	0.0735188	0.520788	3.40312	0.28672	0.300306	0.136432	0.276542	0.0373241	1.924267
3750	-3741.418	-3726.534	-14.88396	0.3175853	0.1930129	0.2085044	0.0502038	0.0110875	0.520508	0.00689687	0.00951506	0.437471	0.0145217	0.05603962	0.000413709	0.0298443	0.365177	3.60456	0.287101	0.300679	0.137462	0.274758	0.1062434	0.5274644
3760	-3740.7	-3725.596	-15.10365	0.2909867	0.2350651	0.2807598	0.09661656	0.0110976	0.52098	0.0154219	0.00610908	0.437867	0.00852491	0.005350057	0.00148724	0.0561368	0.468914	3.47346	0.302885	0.296389	0.14571	0.255017	0.1019666	0.05246872
3770	-3734.429	-3719.364	-15.0656	0.2288495	0.1882499	0.3015223	-0.05228414	0.0118061	0.523897	0.00910426	0.00866936	0.440319	0.00620458	0.06781309	0.000345189	0.0272837	0.352302	3.62007	0.315235	0.278758	0.122587	0.28342	0.01552895	4.366881
3780	-3740.369	-3721.674	-18.69561	0.2163319	0.1957211	0.3418119	-0.329951	0.00912954	0.533183	0.00723555	0.00928074	0.422654	0.0185173	0.3977249	0.000456769	0.031344	0.372398	3.5958	0.299174	0.316948	0.12087	0.263008	0.06777395	5.868404
3790	-3739.494	-3724.165	-15.3296	0.2354657	0.2104991	0.3233301	-0.003253492	0.0160517	0.398589	0.00597003	0.00616536	0.566246	0.0069779	0.04508017	0.000749549	0.0400435	0.4105	3.54871	0.298563	0.287613	0.14933	0.264494	0.04182668	1.077785
3800	-3737.727	-3719.849	-17.87824	0.2353059	0.2001308	0.3083116	-0.2807101	0.0176534	0.500416	0.00536063	0.00564772	0.460915	0.0100076	0.34427	0.000533602	0.033851	0.383999	3.58162	0.279929	0.306471	0.13181	0.281791	0.06355987	5.416467
3810	-3738.883	-3723.482	-15.40089	0.2390986	0.1736487	0.2847134	0.0459678	0.012796	0.592902	0.00970351	0.00253189	0.36777	0.0142964	0.0480175	0.000186222	0.0200884	0.311502	3.66822	0.273133	0.302657	0.135553	0.288657	0.0939853	0.5109044
3820	-3740.224	-3724.345	-15.87951	0.2338342	0.1817952	0.3341718	0.04324823	0.0125405	0.603151	0.00542748	0.00106337	0.374128	0.00368975	0.04799141	0.000266009	0.0239772	0.334507	3.64125	0.269513	0.326062	0.130005	0.27442	0.09123965	0.525993
3830	-3743.083	-3724.74	-18.34306	0.2314016	0.1983413	0.2935346	-0.4654601	0.0153072	0.594376	0.00745571	0.000345474	0.377208	0.00530708	0.4808389	0.000501395	0.0328241	0.379315	3.58736	0.304208	0.309386	0.12809	0.258316	0.01537878	31.26638
3840	-3741.915	-3721.801	-20.11437	0.2241941	0.1771901	0.3210593	-0.5137428	0.0136337	0.596007	0.0106191	7.41788e-05	0.3729	0.00676561	0.5924806	0.000218327	0.0217388	0.321575	3.65647	0.288174	0.304488	0.120792	0.286546	0.07873782	7.524727
3850	-3734.882	-3719.396	-15.48555	0.244164	0.1848327	0.3261906	-0.07631051	0.0116004	0.546784	0.00774803	0.00235492	0.425692	0.00582136	0.08835585	0.000301394	0.0255092	0.34293	3.63126	0.292369	0.304831	0.13557	0.26723	0.01204534	7.33527
3860	-3734.578	-3719.764	-14.81371	0.2513044	0.20745	0.3011244	-0.0180645	0.00863755	0.587759	0.0089462	0.00809397	0.381781	0.00478307	0.03453938	0.000680667	0.0381809	0.40282	3.55832	0.280335	0.316668	0.126366	0.27663	0.01647489	2.096487
3870	-3734.543	-3719.165	-15.37775	0.2437535	0.1761071	0.2948431	-0.07276607	0.0104646	0.545414	0.00972438	0.00728289	0.420886	0.00622876	0.0997828	0.000208104	0.0212275	0.318506	3.66006	0.305205	0.313511	0.120752	0.260532	0.02701673	3.693371
3880	-3743.359	-3726.662	-16.69732	0.1837622	0.2224877	0.3521631	0.0308461	0.0155978	0.468392	0.0113753	0.00513071	0.492708	0.00679649	0.09872993	0.00106722	0.047672	0.439772	3.51149	0.272039	0.321788	0.138404	0.267769	0.129576	0.7619459
3890	-3742.64	-3726.618	-16.02122	0.1665353	0.1659397	0.3692903	-0.07430194	0.014681	0.469504	0.00537719	0.00972577	0.493877	0.00683422	0.09780146	0.00012866	0.0167178	0.289216	3.69394	0.320232	0.267039	0.147583	0.265146	0.02349952	4.161849
3900	-3739.367	-3722.234	-17.13346	0.1626858	0.1756075	0.3957964	0.228228	0.0135088	0.489576	0.00546631	0.00899237	0.475009	0.00744762	0.001864352	0.000203509	0.0209935	0.317086	3.66172	0.282936	0.308265	0.142669	0.26613	0.2300924	0.008102625
3910	-3742.198	-3724.357	-17.84078	0.1609516	0.16494	0.392695	0.02531435	0.0138868	0.449466	0.00536977	0.00502653	0.518165	0.00808628	0.146925	0.000122325	0.0163035	0.286292	3.69728	0.3124	0.305206	0.139633	0.242761	0.1722393	0.853028
3920	-3742.721	-3727.01	-15.71038	0.1781712	0.1947116	0.3424181	-0.01419563	0.0135449	0.486511	0.0106542	0.0088346	0.46876	0.0116953	0.06397156	0.000440359	0.0307814	0.369715	3.59906	0.292135	0.306745	0.154689	0.246431	0.04977593	1.285191
3930	-3741.735	-3724.523	-17.21246	0.1864387	0.1755641	0.355585	-0.1545936	0.0087359	0.475161	0.0087522	0.00513023	0.494817	0.00740413	0.2215548	0.000203113	0.0209733	0.316963	3.66186	0.289644	0.296476	0.153937	0.259942	0.06696113	3.308707
3940	-3740.581	-3723.767	-16.81466	0.1937303	0.191526	0.3456941	0.1943094	0.00895933	0.482678	0.00441096	0.00527357	0.487262	0.0114156	0.02958799	0.000391352	0.0290343	0.361182	3.60939	0.326962	0.287865	0.142142	0.243031	0.2238974	0.1321497
3950	-3736.509	-3719.559	-16.94943	0.1905282	0.1889619	0.400814	-0.1486822	0.0118357	0.493556	0.00671955	0.00407333	0.482725	0.00109091	0.1721385	0.000354867	0.0276601	0.354241	3.61774	0.305694	0.290698	0.132896	0.270712	0.0234563	7.338693
3960	-3739.889	-3723.724	-16.16447	0.1860395	0.1611174	0.3653041	-0.06321997	0.0104793	0.492688	0.00786532	0.00949979	0.476383	0.00308428	0.1020604	0.000100267	0.014769	0.275046	3.71008	0.294845	0.282337	0.137923	0.284896	0.03884039	2.627686
3970	-3736.957	-3719.168	-17.78902	0.1814225	0.153229	0.3635076	-0.08346596	0.00832596	0.558054	0.0108264	0.010777	0.41063	0.0013861	0.2189752	6.44601e-05	0.0118553	0.251543	3.73654	0.30187	0.293307	0.133552	0.271271	0.1355092	1.615943
3980	-3734.983	-3719.532	-15.45068	0.2010468	0.1845403	0.3281082	-0.04503542	0.0130593	0.511065	0.00825166	0.0173858	0.449716	0.000521813	0.07242024	0.000297846	0.0253599	0.342123	3.63222	0.300131	0.294066	0.137105	0.268698	0.02738482	2.64454
3990	-3738.36	-3720.694	-17.66624	0.208676	0.1832549	0.3272381	-0.2527682	0.0092031	0.513763	0.00474918	0.0104063	0.458904	0.0029745	0.3080592	0.000282608	0.024708	0.338565	3.63644	0.299009	0.321755	0.127092	0.252144	0.05529101	5.571598
4000	-3738.837	-3723.443	-15.39391	0.2077305	0.2013879	0.3234586	0.07347096	0.011583	0.519242	0.00978689	0.0127117	0.440766	0.0059099	0.01210519	0.000557087	0.03458	0.387271	3.57759	0.307889	0.312969	0.121077	0.258065	0.08557614	0.1414552
4010	-3740.003	-3722.935	-17.06835	0.1821831	0.159919	0.3313483	-0.2834928	0.0102154	0.520396	0.010911	0.00727412	0.441745	0.00945855	0.2898934	9.40228e-05	0.0143043	0.2715	3.7141	0.304198	0.303577	0.140983	0.251242	0.006400612	45.29151
4020	-3736.096	-3720.922	-15.17422	0.2087833	0.199115	0.338815	-0.03275014	0.0102117	0.485962	0.010189	0.00968421	0.479579	0.00437414	0.04123013	0.000515144	0.0332665	0.381344	3.58487	0.294182	0.320254	0.128205	0.257358	0.008479995	4.862047
4030	-3737.633	-3722.502	-15.13086	0.2153755	0.1837593	0.3334452	-0.0242258	0.00880396	0.550045	0.0117632	0.0121496	0.413467	0.00377115	0.03785693	0.000288518	0.0249629	0.339963	3.63479	0.279184	0.299067	0.13378	0.287969	0.01363113	2.777241
4040	-3737.18	-3719.628	-17.55226	0.2011948	0.1763358	0.3253094	-0.1415511	0.0102212	0.50608	0.0110926	0.0111785	0.459931	0.00149617	0.252496	0.000210232	0.021335	0.319155	3.6593	0.28876	0.299384	0.124423	0.287433	0.1109448	2.275869
4050	-3739.543	-3719.442	-20.10092	0.286922	0.2094768	0.2409054	0.5666545	0.0131436	0.496309	0.0139053	0.0108424	0.463735	0.00206462	0.07542801	0.00072594	0.0394153	0.407936	3.55192	0.306698	0.290142	0.138314	0.264847	0.6420825	0.117474
4060	-3737.8	-3721.935	-15.86443	0.2832837	0.1923297	0.2710869	0.02176135	0.0153641	0.592812	0.00931435	0.0111231	0.37114	0.000246476	0.09309317	0.000403325	0.029471	0.363344	3.60678	0.294983	0.286962	0.126584	0.291471	0.1148545	0.8105312
4070	-3741.484	-3723.46	-18.02465	0.2955352	0.2029129	0.2497697	0.04693906	0.0140768	0.519639	0.00443392	0.0109792	0.449791	0.00108013	0.2165508	0.000586546	0.0354727	0.391217	3.57272	0.300046	0.303025	0.122067	0.274862	0.2634899	0.8218563
4080	-3744.742	-3725.524	-19.21823	0.2604614	0.1758532	0.2877568	-0.5150779	0.0134317	0.520138	0.00677837	0.00969726	0.447994	0.00196053	0.5467617	0.000205759	0.0211084	0.317785	3.6609	0.290521	0.303886	0.134939	0.270654	0.03168387	17.25678
4090	-3738.159	-3723.505	-14.6541	0.2949959	0.2091664	0.2313536	0.01121403	0.0206056	0.516751	0.00766492	0.00816931	0.445077	0.0017318	0.04993063	0.000718874	0.0392253	0.407155	3.5529	0.304686	0.271939	0.139392	0.283983	0.06114467	0.8165984
4100	-3736.94	-3722.545	-14.39424	0.2876555	0.1987761	0.2385816	0.05872887	0.0164901	0.529243	0.00741554	0.00896032	0.436892	0.000998342	0.007183693	0.000509088	0.0330724	0.380456	3.58596	0.28419	0.295933	0.134902	0.284975	0.06591256	0.1089882
4110	-3741.048	-3724.01	-17.03735	0.2677897	0.2099205	0.3059022	-0.0101294	0.0132111	0.528916	0.0110599	0.00895478	0.436622	0.00123641	0.1570491	0.000736123	0.0396875	0.40905	3.55053	0.302279	0.310283	0.128961	0.258476	0.1469197	1.068945
4120	-3734.128	-3718.205	-15.92274	0.2224322	0.1811568	0.3110559	-0.09381873	0.00915567	0.593086	0.0102773	0.00670002	0.380419	0.000361749	0.1350703	0.000258979	0.0236608	0.332725	3.64335	0.300392	0.303166	0.120785	0.275657	0.04125159	3.274306
4130	-3738.165	-3721.057	-17.10817	0.2266508	0.2110128	0.3473098	-0.09174898	0.0118238	0.518846	0.00637946	0.0141518	0.448395	0.000404483	0.1835164	0.000761613	0.0403605	0.411784	3.54709	0.29622	0.308864	0.1276	0.267316	0.09176738	1.999799
4140	-3740.375	-3723.621	-16.75376	0.2158045	0.2105762	0.3362702	0.1789388	0.0109784	0.584497	0.00816952	0.00543635	0.390706	0.000212209	0.03701719	0.000751353	0.040091	0.410693	3.54846	0.272203	0.325896	0.128616	0.273285	0.215956	0.1714108
4150	-3738.335	-3720.34	-17.99494	0.2212164	0.1969259	0.3390609	-0.2840986	0.00959986	0.470709	0.0128772	0.0120266	0.494606	0.0001811	0.3410658	0.00047692	0.0320211	0.375587	3.59191	0.290835	0.310852	0.136594	0.26172	0.05696719	5.987057
4160	-3740.298	-3723.348	-16.95052	0.2190225	0.1622003	0.3163366	0.1882475	0.0119491	0.563935	0.0108679	0.0035122	0.409564	0.000172034	0.04958253	0.000106179	0.0151957	0.278242	3.70646	0.287088	0.324091	0.132761	0.25606	0.23783	0.2084789
4170	-3737.49	-3721.164	-16.32555	0.2166535	0.1966523	0.3477102	0.06963985	0.00807731	0.519781	0.0139524	0.00915483	0.448799	0.000235949	0.05408379	0.000472289	0.0318668	0.374864	3.5928	0.311712	0.304668	0.134756	0.248864	0.1237236	0.4371338
4180	-3735.873	-3720.358	-15.5144	0.2258646	0.2051001	0.3110063	0.05563534	0.0091939	0.467298	0.0116351	0.00823046	0.503248	0.000394314	0.03405973	0.000630692	0.0367686	0.396837	3.56576	0.304223	0.289366	0.147555	0.258857	0.08969507	0.379728
4190	-3736.379	-3721.444	-14.93501	0.2507528	0.2078498	0.2327455	-0.0723718	0.0170625	0.479885	0.0146822	0.00647037	0.475669	0.00623156	0.1096772	0.000689436	0.0384232	0.403833	3.55705	0.293817	0.291788	0.142467	0.271928	0.03730542	2.939981
4200	-3742.693	-3727.611	-15.08232	0.2458448	0.2444935	0.3242448	0.02389155	0.0117814	0.47702	0.0207773	0.00721734	0.48123	0.00197363	0.01542377	0.00186498	0.0627431	0.489728	3.44566	0.284108	0.293716	0.148452	0.273724	0.03931532	0.3923094
4210	-3744.341	-3727.43	-16.91183	0.2312901	0.1754097	0.287631	-0.2634499	0.00161808	0.592456	0.0162544	0.0106182	0.376473	0.00258044	0.2927648	0.000201711	0.0209013	0.316524	3.66237	0.286111	0.32229	0.117071	0.274529	0.02931485	9.986909
4220	-3747.166	-3728.244	-18.92176	0.2494712	0.189115	0.3306911	-0.2523448	0.00147297	0.519202	0.0116691	0.0131841	0.447356	0.00711623	0.3758804	0.000356973	0.0277414	0.354657	3.61724	0.281741	0.303676	0.146274	0.268309	0.1235356	3.042688
4230	-3740.37	-3725.405	-14.96593	0.2381819	0.1817592	0.3028982	-0.006478284	0.0044432	0.461907	0.0121325	0.00780469	0.503046	0.0106675	0.0361679	0.000265608	0.0239593	0.334406	3.64137	0.291798	0.331727	0.117897	0.258579	0.02968962	1.2182
4240	-3743.137	-3724.654	-18.48343	0.2248016	0.2055317	0.3101676	-0.4631814	0.0109193	0.529308	0.0103414	0.011873	0.432971	0.0045879	0.4718005	0.000639672	0.0370265	0.39794	3.56439	0.296417	0.297458	0.138144	0.267982	0.008619101	54.73895
4250	-3735.185	-3718.512	-16.67338	0.2700458	0.2050018	0.2592716	0.1005894	0.01285	0.490495	0.00945485	0.00598334	0.476172	0.00504568	0.1077193	0.000628659	0.0367099	0.396585	3.56608	0.320824	0.276805	0.135598	0.266773	0.2083087	0.5171136
4260	-3740.028	-3723.294	-16.7346	0.2561876	0.2218829	0.2504004	-0.1707075	0.0130773	0.49192	0.0148696	0.00589822	0.465605	0.00862995	0.2525508	0.00104933	0.0472763	0.438331	3.51334	0.318321	0.298319	0.135337	0.248024	0.08184327	3.085785
4270	-3735.919	-3719.163	-16.75614	0.2395482	0.2078124	0.3176034	0.1281118	0.0143933	0.55385	0.00638746	0.0113423	0.412149	0.00187823	0.06950611	0.000688613	0.0384006	0.403738	3.55717	0.300947	0.293989	0.133623	0.271441	0.1976179	0.3517197
