Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5220	-3796.899	-3708.762	-88.13682	6.136754	0.1776245	0.0444389	0.129096	0.0100441	0.063513	0.0259665	0.0392351	0.021227	0.0182993	0.0315478	0.00632061	0.0268533	0.0144658	0.00646296	0.00554126	0.00108066	0.103056	0.00262905	0.0650259	0.00298165	0.0287272	0.0319117	0.0914846	0.0110559	0.0642596	0.0279917	0.0283317	0.0529004	0.00444242	0.0925995	0.0283256	0.0646304	0.000720937	0.0117336	0.00190699	0.00309913	0.0305334	0.0190904	0.0170751	0.043762	0.00801784	0.0282491	0.0121729	0.02647396	0.03008438	0.0132586	0.52609	0.00404458	0.00708489	0.447776	0.00174577	8.261164	0.1443332	6	37.3339	0.444197	0.000222531	0.0219455	0.322803	3.65503	0.299965	0.311491	0.130349	0.258196	0.1744176	0.8275152
5230	-3803.867	-3709.899	-93.96828	6.136754	0.1797681	0.0687036	0.0199235	0.0167974	0.000466461	0.0328922	0.0628095	0.0246426	0.0137611	0.0225235	0.00478588	0.0361551	0.0176515	0.0198589	0.0232555	0.00176619	0.114919	0.00674353	0.0573292	0.0269335	0.0766059	0.0633802	0.108313	0.0400428	0.0677367	0.0408863	0.00524164	0.0050229	0.020118	0.0452434	0.0226283	0.0846213	0.00633659	0.00586377	0.0156974	0.0534724	0.0145584	0.0717785	0.114744	0.0249665	0.0190221	0.0246084	0.0330563	0.03445737	0.03008438	0.0132808	0.526968	0.00596899	0.00387869	0.448523	0.00138067	8.261164	0.1443332	6	37.3339	0.444197	0.000244161	0.0229792	0.328838	3.64794	0.313256	0.296184	0.132919	0.257641	0.1744176	0.8275152
5240	-3788.804	-3714.297	-74.50693	6.136754	0.1932632	0.0281029	0.0554551	0.0377662	0.0206783	0.022966	0.0403734	0.032403	0.00929277	0.0180486	0.0110244	0.0256636	0.0138913	0.00353538	0.00925614	0.0142843	0.107995	0.00241823	0.0537208	0.011542	0.0115408	0.00131558	0.0105842	0.017605	0.0287965	0.0359971	0.0616194	0.00361651	0.0433553	0.00763767	0.0208303	0.0622568	0.00533735	0.00102046	0.00160361	0.0240086	0.0210061	0.00838192	0.0176518	0.00637393	0.0217015	0.011772	0.0223226	0.02049798	0.03008438	0.0134877	0.559117	0.00613059	0.0120364	0.408542	0.000686271	8.261164	0.1443332	6	37.3339	0.444197	0.000417561	0.0299817	0.365848	3.60375	0.281621	0.312939	0.140438	0.265002	0.1744176	0.8275152
5250	-3800.687	-3716.657	-84.0302	6.136754	0.2036221	0.0226815	0.0119694	0.0497277	0.012437	0.00733805	0.0574998	0.0379235	0.00891255	0.0198166	0.00705473	0.0360778	0.0233609	0.00367176	0.0018364	0.0636579	0.0750567	0.00624821	0.0883616	0.00301401	0.0247278	0.0101283	0.00257537	0.0076218	0.026476	0.0559562	0.0128529	0.0552673	0.0401176	0.0632523	0.0196461	0.0921056	0.00279052	0.00884842	0.0224812	0.014603	0.00385583	0.0984488	0.0526947	0.0159657	0.0565219	0.0311292	0.0241617	0.0348832	0.03008438	0.00818292	0.507747	0.00681984	0.00632772	0.461224	0.00969901	8.261164	0.1443332	6	37.3339	0.444197	0.000600613	0.0358908	0.393045	3.57046	0.302945	0.308321	0.129698	0.259037	0.1744176	0.8275152
5260	-3786.88	-3710.75	-76.1304	6.136754	0.200299	0.0335808	0.0210788	0.0108138	0.0294359	0.0106716	0.055308	0.0263329	0.00953579	0.0276362	0.00795281	0.0349369	0.0120945	0.0108094	0.057831	0.0135115	0.0786946	0.0035885	0.0749183	0.000377157	0.0335518	0.00588195	0.00482005	0.022781	0.0257187	0.0258155	0.0164766	0.00421677	0.00621379	0.013871	0.0278767	0.0364633	9.32875e-05	0.0083118	0.00325089	0.00787201	0.00431644	0.00536044	0.0651418	0.0087232	0.0221269	0.055198	0.0386809	0.01882636	0.03008438	0.0108654	0.541824	0.0127599	0.0107571	0.416169	0.00762465	8.261049	0.1443332	6	37.3339	0.444197	0.000536702	0.0339482	0.384438	3.58108	0.299713	0.297017	0.132156	0.271114	0.1744176	0.8275152
5270	-3791.067	-3713.289	-77.778	6.136754	0.2072051	0.0535941	0.0194647	0.073212	0.0103384	0.0747685	0.0450414	0.0223361	0.00708364	0.0375099	0.012256	0.0287939	0.0104111	0.0283273	0.0103287	0.00986802	0.0959162	0.00194007	0.0523269	0.0673437	0.0138828	0.0170367	0.00744711	0.0281647	0.0233214	0.0132929	0.0235411	0.0327871	0.00466195	0.0230745	0.0211875	0.0496509	0.00414629	0.0122535	0.000310658	0.00387232	0.000250697	0.0175358	0.0331324	0.00545133	0.0200682	0.0648151	0.0311529	0.02463009	0.03008438	0.0140028	0.548935	0.00506043	0.00851063	0.418914	0.00457773	8.261049	0.1443332	6	37.3339	0.444197	0.000675334	0.0380328	0.402199	3.55909	0.300892	0.293445	0.127558	0.278105	0.1744176	0.8275152
5280	-3798.492	-3713.175	-85.31733	6.136754	0.180095	0.0638334	0.0230123	0.0529956	0.0476265	0.00963856	0.0484584	0.00750919	0.015617	0.022353	0.00707935	0.0182244	0.0127059	0.00165985	0.00781566	0.0365805	0.112065	0.00281093	0.0481507	0.00128124	0.0260642	0.0524404	0.0228048	0.0513603	0.0339874	0.0244558	0.0426811	0.061184	0.0246545	0.0770436	0.0242216	0.0580105	0.00567745	0.00945345	0.00609362	0.00741616	0.0464279	0.0116739	0.00573718	0.0925382	0.0198918	0.0757279	0.00879925	0.03397136	0.03008438	0.00844263	0.462457	0.005987	0.00560122	0.512334	0.00517825	8.261049	0.1443332	6	37.3339	0.444197	0.000247591	0.0231388	0.329755	3.64686	0.305013	0.279184	0.147919	0.267884	0.1744176	0.8275152
5290	-3801.998	-3715.185	-86.81274	5.909146	0.1944126	0.0915081	0.0924447	0.0045697	0.00927146	0.0241103	0.0389283	0.0246474	0.0147808	0.0357151	0.00407901	0.0282648	0.011115	0.0465629	0.0180503	0.0294468	0.113161	0.00576831	0.0635932	0.0257747	0.0602527	0.00166631	0.0115977	0.00159569	0.0288631	0.00745007	0.00115304	0.012983	0.0101175	0.0284142	0.0176253	0.062256	0.00201327	0.00241203	0.0349845	0.0107193	0.0408678	0.0175621	0.0528642	0.0864067	0.0437691	0.0144709	0.0644059	0.0346895	0.03008438	0.00700649	0.5993	0.00826087	0.00377514	0.373859	0.00779864	8.987208	0.1443332	6	37.3339	0.444197	0.000435581	0.0306155	0.368918	3.60003	0.295201	0.302348	0.124152	0.278299	0.1744176	0.8275152
5300	-3792.827	-3712.81	-80.01725	5.909146	0.1771631	0.0577313	0.0551706	0.00796499	0.0790799	0.0288175	0.0520134	0.00233092	0.0142545	0.0272026	0.00548686	0.0483465	0.0162846	0.0113698	0.00168438	0.0123183	0.114839	0.00515902	0.0602486	0.0175897	0.0139351	0.0200241	0.00329469	0.0152326	0.0345063	0.030923	0.00409887	0.00816952	0.0334541	0.00622363	0.0244314	0.0310445	0.0020985	0.000379035	0.0511903	0.0641495	0.027676	0.0145229	0.00303883	0.0387721	0.00869335	0.0321714	0.0114659	0.0221664	0.03008438	0.01604	0.483012	0.0131776	0.00941855	0.477747	0.000604668	8.987208	0.1443332	6	37.3339	0.444197	0.000218068	0.021726	0.321498	3.65656	0.297063	0.31565	0.129759	0.257529	0.1744176	0.8275152
5310	-3799.031	-3714.225	-84.80582	5.909146	0.2000279	0.067153	0.0298504	0.0331202	0.00948962	0.0376072	0.0360998	0.0597774	0.00990673	0.0206621	0.00447773	0.0356	0.0170844	0.0148061	0.0514129	0.00962693	0.111437	0.00340643	0.0582783	0.00494133	0.0554061	0.0274942	0.00196047	0.00277281	0.0444343	0.0732635	0.0392057	0.00704588	0.00112354	0.116931	0.0365705	0.0251663	0.0064053	0.00177134	0.00735891	0.00716364	0.0236011	0.0179574	0.0377454	0.00149425	0.00175406	0.0118207	0.0819449	0.03009499	0.03008438	0.0122141	0.47572	0.0162422	0.00544454	0.489917	0.000462521	8.987208	0.1443332	6	37.3339	0.444197	0.00053171	0.0337916	0.383731	3.58195	0.294535	0.298246	0.139617	0.267601	0.1744176	0.8275152
5320	-3816.013	-3710.752	-105.2611	5.909146	0.1849075	0.0566931	0.181543	0.0891725	0.0057145	0.0258319	0.0443634	0.00386594	0.0186528	0.02602	0.00636642	0.0262283	0.0165723	0.0223063	0.0104387	0.00317918	0.114905	0.00640953	0.0612102	0.0706062	0.208371	0.0525202	0.135632	0.0316867	0.0582057	0.0100367	0.0113296	0.0225771	0.123374	0.0286282	0.0259776	0.11759	0.000346396	0.00797487	0.0259964	0.0364337	0.0332025	0.0960987	0.00644407	0.0113158	0.00698897	0.0940515	0.0374684	0.03780138	0.03008438	0.0104	0.556993	0.0127887	0.00258216	0.417152	8.40083e-05	8.987208	0.1443332	6	37.3339	0.444197	0.000302307	0.0255475	0.343136	3.63101	0.274222	0.323279	0.134985	0.267514	0.1744176	0.8275152
5330	-3800.176	-3715.089	-85.08674	5.909146	0.1852647	0.0772889	0.0640828	0.017058	0.00440731	0.0188662	0.0376155	0.0106968	0.0211303	0.0344421	0.00282052	0.0319394	0.0190846	0.0720451	0.048122	0.0566037	0.130694	0.00568111	0.0409536	0.022911	0.0114884	0.0078815	0.0145296	0.010737	0.0383691	0.0389027	0.0145016	0.0239729	0.00242821	0.0658975	0.0279009	0.0461367	0.00150119	0.00494917	0.0400118	0.0196973	0.0467034	0.0251213	0.0182348	0.0113771	0.0230477	0.000601995	0.0205774	0.03543727	0.03008438	0.0100454	0.559211	0.00994651	0.001367	0.418813	0.000617248	8.987208	0.1443332	6	37.3339	0.444197	0.000306693	0.0257306	0.344121	3.62984	0.330154	0.292888	0.110884	0.266074	0.1744176	0.8275152
5340	-3805.209	-3710.606	-94.60273	5.909146	0.1689552	0.0579957	0.0185865	0.00076332	0.0380479	0.0556592	0.0343064	0.0527157	0.0118106	0.0310828	0.00926245	0.0304036	0.0178912	0.000358328	0.132248	0.0107964	0.13336	0.00627493	0.0434542	0.0767827	0.00613591	0.0190817	0.0432131	0.0502094	0.0499037	0.0158985	0.0330945	0.014439	0.00883433	0.0577297	0.0164257	0.0638697	0.000432999	0.0109543	0.00140562	0.030491	0.0963787	0.123316	0.0739107	0.0378093	0.00576223	0.031233	0.00963715	0.03343448	0.03008438	0.00653879	0.571954	0.00926339	0.0110128	0.399737	0.00149358	8.987208	0.1443332	6	37.3339	0.444197	0.000149283	0.0179994	0.297989	3.68386	0.316606	0.298754	0.129484	0.255156	0.1744176	0.8275152
5350	-3803.785	-3717.309	-86.47636	5.909146	0.1896459	0.0536709	0.0597861	0.00464886	0.0331093	0.0283161	0.0410324	0.126152	0.0191954	0.0328184	0.00306533	0.0317413	0.00980576	0.0129588	0.00396465	0.032586	0.0769492	0.00263178	0.0449761	0.0392081	0.0179066	0.0448027	0.0521368	0.0288382	0.0157289	0.0126743	0.0101339	0.0234145	0.00667822	0.0149212	0.0272111	0.0688065	0.00103433	0.0157407	0.0193284	0.0545738	0.000561868	0.00597372	0.0454838	0.0681794	0.00973513	0.0323665	0.0510584	0.02661556	0.03008438	0.00635603	0.553147	0.0162569	0.011203	0.412539	0.000498175	8.987208	0.1443332	6	37.3339	0.444197	0.000364348	0.0280239	0.356099	3.61551	0.297885	0.29993	0.135876	0.266309	0.1744176	0.8275152
5360	-3806.69	-3714.15	-92.54034	5.909146	0.2014789	0.0482178	0.10808	0.0804481	0.0426093	0.128536	0.0412228	0.106879	0.00936805	0.0225695	0.00524314	0.0278948	0.0156906	0.0479862	0.0108542	0.00118034	0.127875	0.00101979	0.0529687	0.00220959	0.00965115	0.00751054	0.0374024	0.0287638	0.0150929	0.0322016	0.0173112	0.0443608	0.0200297	0.0227484	0.0333057	0.0434611	0.00661988	0.00297817	0.0664869	0.0731002	0.034438	0.0278279	0.0148203	0.0144363	0.0128235	0.0327629	0.00254566	0.04015204	0.03008438	0.00638938	0.552257	0.0127844	0.0141441	0.411874	0.0025509	8.987208	0.1443332	6	37.3339	0.444197	0.000558814	0.034633	0.387507	3.5773	0.300409	0.296304	0.123484	0.279803	0.1744176	0.8275152
5370	-3792.34	-3712.195	-80.14488	5.909146	0.1793386	0.0406303	0.0328145	0.0789761	0.00453515	0.0107884	0.0655485	0.0148483	0.0107922	0.0231874	0.00948672	0.0268032	0.0175697	0.00470705	0.0337287	0.0175309	0.118556	0.00466216	0.0427933	0.0625396	0.0344114	0.0271704	0.0378265	0.0190867	0.0365025	0.0454608	0.00618991	0.00281183	0.015414	0.0169942	0.0187249	0.0561869	0.000632748	0.00475458	0.00202608	0.00830478	0.000679261	0.0377697	0.00311643	0.00960874	0.00405995	0.0521965	0.0546567	0.02704981	0.03008438	0.0102769	0.569646	0.00529442	0.0144442	0.398124	0.00221481	8.987208	0.1443332	6	37.3339	0.444197	0.000239707	0.0227703	0.327632	3.64936	0.281822	0.318618	0.127182	0.272379	0.1744176	0.8275152
5380	-3807.719	-3718.908	-88.81061	5.909146	0.1934198	0.0575167	0.0228411	0.00294307	0.0118536	0.0845147	0.0532911	0.00957708	0.00862177	0.0310647	0.0136226	0.0358744	0.0160669	0.0278149	0.00095935	0.0408432	0.107002	0.00175123	0.0380811	0.0738002	0.0325275	0.0814004	0.000987911	0.00382985	0.0238875	0.109168	0.0278644	0.0297936	0.0280369	0.000721523	0.020677	0.0400289	0.00545274	0.0187172	0.0210384	0.00579151	0.0220693	0.018919	0.0256332	0.0529601	0.0109776	0.0575289	0.0927653	0.03171977	0.03008438	0.0102791	0.546903	0.0054276	0.0157153	0.397957	0.0237175	8.987208	0.1443332	6	37.3339	0.444197	0.000419984	0.0300677	0.366267	3.60325	0.293615	0.31067	0.12603	0.269685	0.1744176	0.8275152
5390	-3809.089	-3718.712	-90.3768	5.909146	0.1858327	0.0615194	0.0169647	0.0977487	0.0031917	0.0101103	0.0368077	0.0217587	0.00967506	0.0255466	0.0081861	0.0334137	0.0265735	0.0162865	0.0109995	0.0849372	0.104457	0.000675211	0.0651302	0.035109	0.0426333	0.019539	0.0195259	0.0177099	0.0536782	0.0337721	0.014022	0.014229	0.0671888	0.00936308	0.0157765	0.134333	0.00459748	0.00645355	0.0379318	0.037254	0.00387433	0.0648156	0.00344254	0.0392678	0.0137814	0.000742314	0.0640186	0.02654741	0.03008438	0.0146809	0.517969	0.00786554	0.00872811	0.436325	0.014431	8.987208	0.1443332	6	37.3339	0.444197	0.000313764	0.026023	0.345684	3.62798	0.299333	0.293909	0.125915	0.280843	0.1744176	0.8275152
5400	-3803.027	-3713.5	-89.52765	5.909146	0.2198766	0.0505456	0.0192342	0.0327262	0.0391543	0.0298204	0.0573248	0.0230991	0.0115691	0.0388797	0.014432	0.0353686	0.018048	0.0051446	0.124531	0.00508431	0.108498	0.00200756	0.0657389	0.00605413	0.0934962	0.00341689	0.0130468	0.00139553	0.0606243	0.0520019	0.0225746	0.0209364	0.00815788	0.0346614	0.0164601	0.0392682	0.00234492	0.0115743	0.0507359	0.0204612	0.00663913	0.0652758	0.00276263	0.0142916	0.01992	0.040914	0.0371664	0.02325629	0.03008438	0.00822809	0.470678	0.00877664	0.00876576	0.493704	0.0098482	8.987208	0.1443332	6	37.3339	0.444197	0.000991432	0.0459713	0.433522	3.51952	0.313379	0.296939	0.124985	0.264696	0.1744176	0.8275152
5410	-3806.308	-3711.551	-94.75702	5.909146	0.1541682	0.0572265	0.0155723	0.0559717	0.0813708	0.0373981	0.0504865	0.000805241	0.0170832	0.0267367	0.00892056	0.0303607	0.0188949	0.0388602	0.035684	0.0182819	0.135632	0.00507266	0.0919806	0.00952661	0.111144	0.0148579	0.04817	0.0172743	0.0770814	0.0391607	0.0167512	0.049344	0.0476349	0.0837359	0.0193643	0.0510057	0.000242326	0.00421872	0.0158531	0.0269214	0.0281265	0.00603428	0.0901461	0.0138815	0.0213294	0.0398008	0.00746866	0.04144346	0.03008438	0.00485283	0.477111	0.00638034	0.0028682	0.496533	0.0122547	8.987208	0.1443332	6	37.3339	0.444197	6.8103e-05	0.0121841	0.25436	3.73339	0.292048	0.330744	0.1283	0.248909	0.1744176	0.8275152
5420	-3793.614	-3710.785	-82.82805	5.909146	0.1956331	0.0584981	0.0479483	0.00730587	0.0353283	0.00533617	0.0402419	2.0344e-05	0.0141864	0.0237989	0.0087575	0.025202	0.0135225	0.0330363	0.00943177	0.0417016	0.127409	0.00325972	0.0408361	0.0413295	0.0430452	0.0116847	0.00486983	0.01472	0.0338824	0.0142988	0.0105841	0.00133131	0.0136427	0.081061	0.0227871	0.0434709	0.00217687	0.00733719	0.0255476	0.0253486	0.0524665	0.0990314	0.0500907	0.0210043	0.0114115	0.0127153	0.00166903	0.03124838	0.03008438	0.0116619	0.488763	0.00612689	0.0242249	0.467563	0.00166081	8.987208	0.1443332	6	37.3339	0.444197	0.000455321	0.0312948	0.372165	3.59609	0.297551	0.301172	0.124835	0.276442	0.1744176	0.8275152
5430	-3811.407	-3710.19	-101.2169	5.909021	0.2040069	0.0724956	0.00758345	0.0247544	0.0343462	0.0534388	0.0431806	0.133947	0.0143221	0.0293027	0.00997652	0.0310468	0.010809	0.00268154	0.0116886	0.0415203	0.123111	0.00293816	0.0444287	0.159565	0.00330575	0.0133922	0.0354197	0.0778454	0.0468333	0.0798836	0.00604113	0.0217921	0.0782877	0.132388	0.016344	0.0837992	9.30846e-05	0.0148958	0.00757893	0.0108545	0.0945396	0.122709	0.00441386	0.0578571	0.00198052	0.122679	0.00546335	0.05181383	0.03008438	0.011031	0.526689	0.0112631	0.006921	0.44231	0.00178608	8.987323	0.1443332	6	37.3339	0.444197	0.000608345	0.0361186	0.394034	3.56924	0.288545	0.291253	0.125316	0.294886	0.1744176	0.8275152
5440	-3826.62	-3711.897	-114.7232	5.909021	0.1684619	0.0437888	0.171097	0.0298208	0.110823	0.0586867	0.040606	0.027084	0.037037	0.0218749	0.00940408	0.0292558	0.0133562	0.136414	0.0429516	0.0220071	0.168206	0.00280247	0.0636648	0.0896434	0.0813929	0.0112861	0.0377362	0.0100511	0.0377713	0.0235151	0.00378209	0.0688068	0.201501	0.0595179	0.0243358	0.229685	0.000798102	0.0462114	0.00356459	0.180042	0.0527009	0.219947	0.000369593	0.0579632	0.0151891	0.0606331	0.0934554	0.05827306	0.03008438	0.0135411	0.538042	0.00787231	0.00977708	0.429016	0.00175169	8.987323	0.1443332	6	37.3339	0.444197	0.00014575	0.0177865	0.296559	3.68551	0.29861	0.302349	0.126306	0.272735	0.1744176	0.8275152
5450	-3820.807	-3711.23	-109.5773	5.909021	0.1894703	0.0282118	0.275417	0.018568	0.132379	0.0689428	0.0525754	0.120179	0.0174333	0.0188316	0.010673	0.0311555	0.011949	0.02243	0.261183	0.0309792	0.147522	0.00417244	0.0940721	0.00104154	0.0435731	0.0140225	0.0575227	0.0160182	0.0419933	0.0541914	0.00650025	0.0420266	0.0296268	0.0298164	0.0162827	0.125127	0.00435848	0.0112214	0.00600324	0.0113544	0.0768484	0.0219298	0.199343	0.00181584	0.0194905	0.232969	0.0952495	0.05856518	0.03008438	0.0143046	0.486375	0.00534345	0.00534327	0.48639	0.00224323	8.790272	0.1443332	6	37.3339	0.444197	0.000361896	0.0279303	0.355622	3.61609	0.303121	0.28922	0.140514	0.267145	0.1744176	0.8275152
5460	-3818.316	-3712.549	-105.7677	5.909021	0.1912229	0.0434126	0.0497973	0.11588	0.0360207	0.134401	0.0413323	0.0230373	0.0121591	0.0232514	0.0159375	0.0243705	0.00978873	0.0173936	0.0390851	0.0624161	0.148074	0.00144142	0.0501356	0.183777	0.00803512	0.240003	0.0198546	0.0950783	0.0450098	0.00293092	0.00395856	0.016701	0.0698604	0.0614845	0.0161704	0.111365	0.00367475	0.0195443	0.00574441	0.0646886	0.147869	0.0686612	0.000502817	0.023572	0.0342982	0.0297139	0.036756	0.05655662	0.03008438	0.0144063	0.458929	0.00813919	0.00509203	0.512797	0.000636695	8.790272	0.1443332	6	37.3339	0.444197	0.000386903	0.0288703	0.360365	3.61038	0.281838	0.315914	0.143324	0.258925	0.1744176	0.8275152
5470	-3816.826	-3709.948	-106.8784	5.909021	0.1557959	0.0448251	0.0602378	0.0250491	0.0275481	0.127526	0.0411564	0.037749	0.0136669	0.0320274	0.00677537	0.0213657	0.0146082	0.0602235	0.219737	0.00175175	0.138068	0.00420803	0.0626806	0.00752609	0.0207435	0.153498	0.0481398	0.101375	0.0376154	0.0061702	0.00833729	0.0249916	0.0762219	0.0736531	0.0191722	0.111911	0.000913864	0.0190726	0.0051084	0.0157869	0.00265838	0.00220308	0.0615813	0.326252	0.0224303	0.016447	0.0586549	0.06567105	0.03008438	0.00883411	0.557835	0.0118266	0.00779106	0.41249	0.00122379	8.790272	0.1443332	6	37.3339	0.444197	7.47933e-05	0.0127656	0.259231	3.72793	0.290726	0.323432	0.122254	0.263587	0.1744176	0.8275152
5480	-3810.846	-3713.848	-96.99765	5.908965	0.1769092	0.0431052	0.0186726	0.0115845	0.0393367	0.020978	0.041824	0.0439626	0.0143278	0.0290981	0.00746713	0.0381701	0.0115857	0.18671	0.0208494	0.0209824	0.119036	0.00600101	0.103776	0.000647939	0.0905818	0.0761484	0.0436191	0.0821527	0.0312191	0.0288584	0.00645423	0.0944575	0.0556352	0.0407628	0.0258109	0.0905972	0.00131039	0.00991619	0.000512231	0.00433465	0.215484	0.100069	0.08299	0.0149634	0.0148187	0.00634041	0.0102272	0.04715162	0.03008438	0.00794213	0.568662	0.0128968	0.00968854	0.400562	0.000249234	8.928944	0.1443332	6	37.3339	0.444197	0.000215641	0.0216056	0.32078	3.6574	0.309384	0.28069	0.140128	0.269798	0.1744176	0.8275152
5490	-3807.504	-3714.546	-92.95852	5.908965	0.1937167	0.0595492	0.0170096	0.00380156	0.00249602	0.0732958	0.0377024	0.0396383	0.0129185	0.0247031	0.0129647	0.0253074	0.0159174	0.00285538	0.0394047	0.00595	0.149487	0.00192009	0.0349476	0.0618228	0.0912775	0.0930758	0.000788727	0.173309	0.0313176	0.0168377	0.00374768	0.00281814	0.0028546	0.0468114	0.0223887	0.0727533	0.000151183	0.00161604	0.0116015	0.0105306	0.000607128	0.00665999	0.0564642	0.0519154	0.00585474	0.00403413	0.0416514	0.04474465	0.03008438	0.0085642	0.457892	0.0103314	0.0138896	0.507826	0.00149731	8.928944	0.1443332	6	37.3339	0.444197	0.000424605	0.0302311	0.367061	3.60228	0.314449	0.279904	0.143095	0.262552	0.1744176	0.8275152
5500	-3812.801	-3711.383	-101.4181	5.908753	0.1741352	0.0401654	0.0258338	0.0140799	0.0729185	0.0279081	0.0376419	0.0640953	0.0223589	0.0252724	0.00737232	0.0267289	0.00876655	0.0754506	0.08395	0.0106335	0.160722	0.00728942	0.0495998	0.0454324	0.0584943	0.145372	0.0250278	0.109423	0.0276089	0.0779773	0.0042003	0.117774	0.00686921	0.03187	0.0157785	0.0959853	0.00315105	0.000712865	0.00454749	0.0591421	0.00322582	0.0110002	0.063542	0.0802264	0.00197101	0.00958136	0.00749028	0.0505765	0.03008438	0.00485458	0.577458	0.00805332	0.0130838	0.39585	0.000700297	8.92894	0.1443332	6	37.3339	0.444197	0.000190409	0.0203114	0.312892	3.66661	0.286221	0.312413	0.126693	0.274673	0.1744176	0.8275152
5510	-3824.031	-3712.282	-111.7497	5.908753	0.1690062	0.0530291	0.0130456	0.0502076	0.0410212	0.0777153	0.0515273	0.0367312	0.0171605	0.0284818	0.00801729	0.0219018	0.0114369	0.034751	0.104629	0.0143736	0.138843	0.00119875	0.0558948	0.0531184	0.0774183	0.00384266	0.0322581	0.162093	0.0555025	0.0457152	0.0149326	0.0950005	0.0410713	0.0596046	0.0203082	0.104336	0.00389523	0.00684964	0.00427179	0.202841	0.101958	0.0604796	0.0338838	0.245398	0.0186123	0.0235565	0.0850088	0.05433583	0.03008438	0.00539622	0.58426	0.00528786	0.0132379	0.386294	0.0055235	8.92894	0.1443332	5	37.3339	0.444197	0.000149652	0.0180215	0.298137	3.68369	0.291046	0.308769	0.113664	0.28652	0.1744176	0.8275152
5520	-3799.717	-3714.57	-85.14779	6.241998	0.1788727	0.0209732	0.00660396	0.00293719	0.023432	0.0125466	0.0314307	0.0919667	0.0176168	0.0224649	0.0114454	0.0314052	0.0168689	0.0598171	0.00821917	0.0156916	0.118948	0.0010219	0.0867306	0.00676451	0.029468	0.0403519	0.00795686	0.12094	0.0260888	0.0499487	0.0144039	0.0307159	0.00128448	0.0578677	0.0249848	0.151661	0.000691442	0.0192553	0.00396319	0.0270949	0.0160715	0.0311471	0.0116948	0.00354271	0.0144989	0.0470773	0.00657614	0.03733257	0.03008438	0.00532245	0.453052	0.0164515	0.00815741	0.512667	0.00435003	8.928729	0.1443332	6	37.3339	0.444197	0.000234945	0.0225447	0.326322	3.6509	0.293904	0.309462	0.13771	0.258924	0.1744176	0.8275152
5530	-3809.214	-3718.548	-90.66587	6.241998	0.2084313	0.0635836	0.0208147	0.0888693	0.0496492	0.00991197	0.0737461	0.000345502	0.0102478	0.0140571	0.00697867	0.037514	0.0263758	0.0504018	0.0642643	0.0350234	0.0932677	0.00299107	0.0772629	0.00951194	0.0869743	0.0986027	0.0526567	0.0193984	0.0291261	0.0391696	0.0119253	0.0358445	0.0113245	0.0209846	0.00697325	0.140551	0.000674019	0.00471691	0.00410697	0.148585	0.0777066	0.00499127	0.0215342	0.0171424	0.030043	0.0154618	0.00196709	0.03494682	0.03008438	0.0071707	0.456161	0.00951406	0.0022588	0.516185	0.00871034	8.928852	0.1443332	6	37.3339	0.444197	0.000702332	0.0387767	0.405302	3.55522	0.327814	0.282838	0.130504	0.258843	0.1744176	0.8275152
5540	-3786.217	-3710.692	-75.52519	6.242113	0.2090609	0.0341007	0.0107456	0.095434	0.0167078	0.021536	0.0463552	0.00199106	0.0163216	0.0208824	0.00332666	0.0405111	0.0167958	0.00789078	0.0114204	0.0201157	0.0979615	0.00489411	0.0455696	0.00833655	0.00482911	0.0788326	0.0268037	0.00659523	0.0241722	0.0540184	0.00413634	0.0572984	0.0398263	0.016776	0.00583144	0.0288549	0.00800869	0.00304093	0.00424464	0.00250162	0.085588	0.0113152	0.00233529	0.0120184	0.0281797	0.0176902	0.0241379	0.0353231	0.03008438	0.012622	0.545788	0.00410619	0.00231929	0.422209	0.0129561	8.928852	0.1443332	6	37.3339	0.444197	0.000716483	0.0391608	0.406889	3.55323	0.289873	0.31819	0.134922	0.257015	0.1744176	0.8275152
