Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3788.22	-3717.089	-71.1317	7.776857	0.1922115	0.00122153	0.00640361	0.0166865	0.000274859	0.000163282	0.0291709	0.0165362	0.0102642	0.0136025	0.0074266	0.0219842	0.0104113	0.00894747	0.0150699	0.00747063	0.072266	0.00552304	0.0573089	0.00904773	0.0151806	0.0283748	0.0265058	0.0148628	0.0267799	0.0185193	0.00229451	0.0236098	0.0268549	0.00818748	0.00516942	0.00736882	0.0180114	3.91264e-06	4.93519e-07	0.00157732	0.00403436	0.0393339	0.0161185	0.0091701	0.00657431	0.00406753	0.00494317	0.01611619	-0.03715805	0.00928743	0.474856	0.00946424	0.00267022	0.50048	0.00324137	22.77547	0.1467029	8	38.3214	0.288895	0.000401547	0.0294066	0.363027	3.60717	0.290365	0.301866	0.156469	0.2513	0.1095449	1.339204
110	-3782.563	-3713.573	-68.98972	7.776857	0.1735002	0.00108362	0.00427523	0.0163634	0.000387211	0.000207527	0.0293304	0.0101491	0.0127648	0.0120877	0.0051951	0.0225747	0.0148167	0.00669911	0.0159883	0.00593783	0.0714068	0.00530316	0.0497135	0.00753251	0.00751306	0.0394749	0.0123341	0.00636255	0.0300679	0.0230204	0.00244668	0.0244937	0.050988	0.00753863	0.00521554	0.0101818	0.0149083	1.26955e-05	5.6005e-07	0.00264626	0.00235715	0.0355029	0.0150825	0.0164366	0.00257113	0.00248077	0.00643879	0.01560802	-0.02126879	0.00562827	0.474315	0.0121121	0.00336166	0.499909	0.00467419	20.14887	0.1308137	8	37.95585	0.3631574	0.000184958	0.0200206	0.311077	3.66872	0.326315	0.295382	0.1324	0.245903	0.1095449	1.194156
120	-3785.33	-3716.276	-69.05469	7.776857	0.1804393	0.000751599	0.00182216	0.0110857	0.000887555	9.35475e-05	0.0342785	0.0223995	0.0177471	0.0177525	0.0100973	0.0173789	0.0142995	0.00669269	0.0227651	0.0069266	0.0547067	0.00555017	0.0369225	0.00814846	0.013215	0.0484997	0.0202015	0.00412327	0.0503312	0.0114305	0.00199429	0.0169671	0.0400235	0.0134173	0.00222594	0.0108071	0.00883957	7.6604e-05	4.64824e-07	0.00464547	0.00329709	0.0220489	0.0199822	0.0188052	0.00202518	0.00237588	0.00726706	0.01201361	0.02695732	0.00813178	0.489407	0.00515505	0.00246056	0.481321	0.0135248	20.14887	0.1068582	8	38.49792	0.3488949	0.000251242	0.0233075	0.330719	3.64572	0.329448	0.306996	0.127239	0.236317	0.1338155	0.7985486
130	-3798.454	-3717.217	-81.23729	7.776857	0.1999979	0.00142437	0.000977054	0.0189237	0.00102092	7.45464e-05	0.0291794	0.01744	0.0238323	0.0175577	0.0106217	0.0283917	0.0139149	0.00858125	0.0305469	0.00606744	0.0665033	0.00604009	0.0543908	0.00737421	0.0194627	0.0521471	0.0418672	0.00438155	0.0641217	0.0110912	0.00212457	0.0266204	0.0436386	0.0128649	0.00320152	0.0154599	0.0115142	7.22565e-05	4.41808e-07	0.00256619	0.00627706	0.0286837	0.0243558	0.0167935	0.00394938	0.00474287	0.0100798	0.01392804	0.02695732	0.0115444	0.42839	0.0103925	0.0027383	0.5389	0.00803415	20.14887	0.1068582	7	38.67741	0.3488949	0.00053116	0.0337743	0.383652	3.58204	0.284121	0.304654	0.144753	0.266472	0.1338155	0.7985486
140	-3779.355	-3712.111	-67.24363	6.563579	0.1711287	0.00126205	0.000622487	0.0189379	0.000865397	6.54632e-05	0.0277423	0.0128304	0.0103886	0.0148525	0.00382699	0.0227288	0.0121522	0.0103459	0.0155686	0.00408586	0.058438	0.00380518	0.0365606	0.00423817	0.0137934	0.0243007	0.0369169	0.00601536	0.0351109	0.00646269	0.0013882	0.00678469	0.0167375	0.0153041	0.00457226	0.0187907	0.00810817	5.16565e-05	4.84995e-07	0.00255788	0.00693057	0.0191245	0.00226468	0.0121757	0.00517671	0.00214799	0.0116061	0.01187654	0.03391739	0.0144851	0.493163	0.0125417	0.00208887	0.467312	0.010409	20.14887	0.1137154	6	38.6136	0.3364741	0.000165628	0.0189527	0.304269	3.67661	0.284131	0.306419	0.144128	0.265321	0.1476328	0.7702584
150	-3781.743	-3713.175	-68.5678	6.563579	0.1905959	0.00084964	0.000650488	0.00804372	0.00110722	7.39767e-05	0.0260014	0.0153571	0.00570412	0.0152562	0.00464433	0.0180769	0.014717	0.00655804	0.00775388	0.00299492	0.0479429	0.00366792	0.0351652	0.00459585	0.00997657	0.0189033	0.0186534	0.00477901	0.0294796	0.0057858	0.00131329	0.00551798	0.0187844	0.0111058	0.00571592	0.0304468	0.00407755	4.5446e-05	3.69527e-07	0.00936704	0.0073212	0.0118008	0.0016635	0.0111617	0.00292528	0.00151276	0.0195497	0.01259651	0.03530663	0.0154617	0.528901	0.00680687	0.00246723	0.439528	0.00683589	20.14887	0.106814	5	39.25141	0.3051166	0.000377817	0.0285325	0.358671	3.61242	0.287587	0.295	0.137092	0.280321	0.1421206	0.7515728
160	-3801.056	-3718.17	-82.88548	6.563579	0.1239751	0.00191937	0.000921781	0.0112642	0.00178008	0.000189024	0.0305247	0.0217714	0.0143384	0.0173765	0.00591347	0.0229617	0.0118768	0.0142587	0.0175369	0.00333544	0.0748894	0.00370906	0.0498007	0.00570529	0.0184171	0.00902606	0.0326401	0.00950146	0.0627724	0.00453443	0.00173612	0.00514493	0.0216136	0.0175952	0.00558238	0.0371476	0.00427861	3.61859e-05	1.29455e-06	0.00850882	0.00586595	0.023269	0.00239495	0.0191061	0.0191263	0.0040457	0.0312452	0.01382641	-0.02872122	0.0127268	0.52155	0.00233166	0.00306869	0.453963	0.00635961	20.14887	0.1496225	6	40.92984	0.2961335	7.65735e-06	0.00410126	0.162831	3.83306	0.281809	0.299317	0.134449	0.284424	0.1209012	1.237559
170	-3798.501	-3714.777	-83.7237	7.864584	0.1604431	0.00277919	0.00106825	0.00702952	0.00177157	0.000449235	0.0475205	0.0367988	0.00995111	0.0167617	0.0114187	0.0289501	0.0109686	0.0101194	0.0395595	0.00287025	0.0760752	0.0052372	0.0436473	0.00818274	0.0135461	0.0129721	0.0427488	0.00591389	0.0439362	0.00871922	0.00261158	0.00406977	0.0227958	0.0470448	0.00958633	0.0135835	0.0773041	1.74899e-05	5.65352e-07	0.00572039	0.0069775	0.0142027	0.00247204	0.0137639	0.0192026	0.0049397	0.0433975	0.01673008	-0.03264271	0.0131964	0.518402	0.00500431	0.00787789	0.448009	0.00751057	20.18515	0.1264761	8	40.90467	0.3245855	9.67157e-05	0.0145065	0.273052	3.71234	0.28857	0.294636	0.136818	0.279976	0.09383344	1.347879
180	-3779.953	-3713.222	-66.73076	6.537821	0.1731674	0.00334091	0.000680078	0.0101067	0.00351635	0.000326719	0.0253646	0.0167416	0.0179547	0.0201244	0.010005	0.0275022	0.0159447	0.00662802	0.0263653	0.00283369	0.0788768	0.00467137	0.0537657	0.0103341	0.00374561	0.0070544	0.0190016	0.00700127	0.0318721	0.00425144	0.00155641	0.00233666	0.0184866	0.0445952	0.00653497	0.018437	0.00447793	9.63542e-06	7.83702e-07	0.00553989	0.0104438	0.0051819	0.00353244	0.0240971	0.0114021	0.00348363	0.0345785	0.01200093	0.01957741	0.0080397	0.526766	0.00745359	0.00470722	0.44488	0.00815407	20.16473	0.1304117	8	39.55926	0.331454	0.000182148	0.019869	0.310125	3.66982	0.305238	0.311655	0.144721	0.238386	0.1499891	0.8694745
190	-3772.506	-3709.159	-63.34681	6.537821	0.1469564	0.00730411	0.000602887	0.00826683	0.00282668	0.000359141	0.0314408	0.0149543	0.00951023	0.0132147	0.00642502	0.0198057	0.0123028	0.00385612	0.0114422	0.00182811	0.113383	0.00393496	0.101724	0.0106508	0.0052976	0.0056462	0.0116142	0.0110144	0.02031	0.00464085	0.00138655	0.00439261	0.011096	0.011905	0.00447997	0.016719	0.00549258	4.34169e-06	6.78993e-07	0.00555801	0.0236035	0.00349087	0.00313287	0.0134484	0.0106036	0.00310743	0.0280059	0.01647023	0.05121127	0.00580871	0.548549	0.00535848	0.0085788	0.4294	0.00230555	20.16473	0.1304117	8	39.55926	0.331454	4.38519e-05	0.00978676	0.232627	3.75754	0.305614	0.295956	0.12963	0.2688	0.181623	0.7180353
200	-3786.206	-3713.929	-72.27691	6.537821	0.1364922	0.00477742	0.00124101	0.0108185	0.00403469	0.000780034	0.0271558	0.0118538	0.0129388	0.0226117	0.0046301	0.0325457	0.00964171	0.00340674	0.0145544	0.00302532	0.143702	0.00632348	0.105926	0.0204447	0.00447133	0.0054092	0.0144322	0.0198221	0.0345949	0.00966723	0.000676136	0.00499541	0.0105231	0.0204879	0.00467257	0.0279612	0.00643782	1.04067e-05	6.0522e-07	0.0124112	0.0157401	0.00329635	0.00524384	0.0163096	0.0163222	0.00413683	0.0392147	0.0168245	0.04578467	0.00739298	0.472029	0.00966126	0.0073821	0.501219	0.00231617	20.16473	0.1304117	8	39.86581	0.3961887	2.13104e-05	0.00683171	0.200813	3.79233	0.298466	0.316403	0.134069	0.251062	0.1761964	0.7401498
210	-3782.332	-3709.588	-72.74383	6.537821	0.1588688	0.00894981	0.00165881	0.00862872	0.00780065	0.00201002	0.0313154	0.00892737	0.0109411	0.0176406	0.00254208	0.0285585	0.0182714	0.00365138	0.0334258	0.00227518	0.096619	0.00640314	0.08869	0.0345364	0.00290374	0.0102433	0.0195081	0.036918	0.0181777	0.00881033	0.000704793	0.00693579	0.0172056	0.0299011	0.00498607	0.0338033	0.00613577	1.72234e-05	5.65367e-07	0.00524058	0.00626865	0.00102268	0.0212621	0.0301398	0.00490127	0.00197364	0.0330946	0.02077915	0.0119558	0.010187	0.495079	0.00726604	0.00420139	0.477484	0.00578274	20.16473	0.1452557	8	39.80816	0.3961887	8.87999e-05	0.0139034	0.268385	3.71762	0.307863	0.32009	0.118095	0.253952	0.1572115	0.9239509
220	-3777.901	-3709.806	-68.0952	6.537821	0.195517	0.0339811	0.000650272	0.00442863	0.00388132	0.00108518	0.036787	0.0151467	0.0162632	0.0212161	0.00498616	0.0398357	0.0180292	0.00110539	0.0200206	0.00148793	0.0889973	0.00648282	0.0700913	0.00923304	0.00605948	0.00845108	0.0258925	0.0118281	0.0273359	0.00591187	0.00119041	0.0118327	0.0138625	0.0146381	0.00673642	0.0190726	0.00368522	1.29515e-05	2.99405e-07	0.00782233	0.010353	0.000955104	0.00532037	0.045555	0.00901567	0.000967601	0.0139915	0.01780892	0.0119558	0.0129043	0.506526	0.00852755	0.00891733	0.459101	0.00402386	20.16473	0.1452557	8	39.80816	0.3961887	0.000453417	0.0312299	0.371857	3.59646	0.305691	0.317635	0.117352	0.259321	0.1572115	0.9239509
230	-3778.334	-3713.664	-64.66997	6.537821	0.1691836	0.0308615	0.000404866	0.00159469	0.00301972	0.00161725	0.0223117	0.01464	0.0102836	0.014954	0.00842291	0.0163442	0.0139446	0.00118531	0.0408425	0.00142984	0.096358	0.00291893	0.0402553	0.00382191	0.00751053	0.00830704	0.0308364	0.0129861	0.00945995	0.0165127	0.000658446	0.0187866	0.00599596	0.0221303	0.00803609	0.0150167	0.0101174	5.78762e-07	1.32467e-06	0.0335412	0.0017449	0.00254258	0.0062086	0.0476886	0.00320518	0.00163272	0.0105324	0.01287861	-0.04253912	0.0187815	0.566911	0.00933246	0.0101544	0.390836	0.00398422	20.16473	0.1803577	8	39.65704	0.3463642	0.000150941	0.0180984	0.298651	3.6831	0.299723	0.313961	0.115417	0.270899	0.1378186	1.30866
240	-3791.028	-3711.321	-79.70713	5.718796	0.2322855	0.040221	0.000982771	0.00153429	0.0224193	0.012924	0.0302792	0.0740404	0.00821788	0.0288147	0.00658967	0.0240143	0.0224538	0.000913212	0.0286944	0.000536564	0.076493	0.00242325	0.0539408	0.00575963	0.0039942	0.0115937	0.0540318	0.0220422	0.0140725	0.0279988	0.000430092	0.0130796	0.00301538	0.0259337	0.0182963	0.0310175	0.00763439	3.49703e-06	6.42451e-06	0.0615828	0.00238179	0.0101399	0.00812105	0.037797	0.00411012	0.0025405	0.0182137	0.01953263	-0.03531286	0.015354	0.513654	0.00842143	0.00914621	0.449206	0.00421765	20.16473	0.1612717	7	38.82578	0.4162754	0.00138636	0.0542296	0.462611	3.48177	0.285499	0.299061	0.138357	0.277083	0.1259589	1.280352
250	-3789.928	-3708.109	-81.81839	5.601864	0.1726127	0.0139512	0.00136384	0.0010545	0.0281468	0.0550413	0.0317812	0.0198111	0.0122925	0.0205177	0.0033316	0.0225895	0.0143408	0.000438826	0.00599536	0.000947859	0.0763253	0.00535645	0.0205445	0.0145785	0.00215968	0.0247881	0.0365416	0.0914596	0.0746868	0.0596755	0.000502853	0.0180822	0.00285587	0.0141572	0.00747465	0.033061	0.0107878	2.20339e-05	4.02827e-06	0.00816173	0.00173269	0.0176578	0.017961	0.024562	0.00941786	0.0156553	0.0118222	0.02295991	0.01092936	0.0148147	0.508631	0.00877911	0.00579168	0.45533	0.00665391	20.16473	0.1427701	7	39.0219	0.3882594	0.000177536	0.0196176	0.308535	3.67167	0.283707	0.308221	0.121908	0.286164	0.1536995	0.9288914
260	-3774.597	-3708.635	-65.96248	5.601864	0.1555574	0.0167567	0.00159804	0.00424438	0.0272352	0.0159665	0.0348929	0.00470407	0.011103	0.0200132	0.00464086	0.0151744	0.0124463	0.000454811	0.00201696	0.000568892	0.0588381	0.00431995	0.0301869	0.0190545	0.0029442	0.00836001	0.0120027	0.077254	0.0169868	0.0349346	0.000371786	0.0188046	0.00162458	0.0101129	0.00965575	0.0163916	0.00647724	8.13118e-05	7.08475e-06	0.00447256	0.00159226	0.0204624	0.0248108	0.018223	0.00516693	0.00673741	0.0225088	0.01622128	0.01239446	0.0112147	0.58836	0.00975906	0.00429097	0.380533	0.00584259	20.16473	0.1446263	8	38.90038	0.386909	7.37824e-05	0.0126795	0.258518	3.72873	0.300323	0.298825	0.119208	0.281644	0.1570208	0.9210648
270	-3773.224	-3710.209	-63.01453	5.601864	0.1768454	0.0224454	0.00358203	0.00723634	0.0438695	0.00857949	0.0296117	0.0111383	0.0151351	0.0150115	0.00379389	0.0244858	0.0158864	0.00197588	0.0114925	0.000271451	0.0515258	0.0058003	0.0270969	0.0101729	0.00196387	0.00712496	0.00598631	0.014098	0.0362914	0.00863958	0.000755352	0.0173301	0.00321947	0.00873942	0.00595701	0.01548	0.00895916	0.000122154	2.87106e-06	0.00979125	0.000997399	0.0374829	0.0322393	0.0191596	0.0023303	0.0067448	0.0162525	0.01530214	0.02210427	0.00732298	0.502197	0.00655884	0.00399429	0.475447	0.0044797	20.16473	0.1349165	8	38.87843	0.3406704	0.000215034	0.0215754	0.320599	3.65761	0.294579	0.29311	0.128131	0.28418	0.1570208	0.8592271
280	-3772.985	-3714.407	-58.57816	5.601864	0.1459743	0.0213721	0.00168754	0.00596573	0.0095456	0.00791817	0.05435	0.0215004	0.0253475	0.0140433	0.00320434	0.0314346	0.0134579	0.00274149	0.0101884	0.000702351	0.070673	0.00295507	0.0192624	0.0143503	0.000817641	0.00305995	0.004898	0.00609457	0.0220937	0.0106608	0.000391953	0.0138489	0.00209581	0.00541291	0.00616749	0.0113592	0.00939866	5.90578e-05	1.35412e-06	0.000678431	0.00142232	0.0130549	0.0277331	0.0205229	0.00423681	0.00642143	0.0104052	0.01058552	0.03059353	0.0126125	0.523068	0.00581989	0.00343746	0.449445	0.00561677	20.16473	0.1206722	8	39.03842	0.3874755	4.11615e-05	0.00948303	0.229652	3.76082	0.298387	0.296898	0.116863	0.287853	0.1512657	0.7977498
290	-3781.608	-3709.33	-72.27758	5.601864	0.1890075	0.0300459	0.0212755	0.00986739	0.00836013	0.00458675	0.0744986	0.0118673	0.0230402	0.0227989	0.00763951	0.04432	0.0140167	0.00418635	0.0146502	0.00107698	0.0844347	0.00367161	0.0342853	0.00749147	0.00492917	0.00397133	0.0194948	0.00927168	0.0269861	0.0176622	0.000618496	0.0302769	0.0299486	0.002255	0.0134547	0.0302086	0.0192395	6.53174e-05	7.66624e-07	0.00213151	0.00490547	0.0261401	0.0181633	0.031594	0.00304947	0.00524831	0.0160152	0.01701866	0.02460971	0.00784834	0.495168	0.00727241	0.00623348	0.478872	0.00460501	20.16473	0.124202	8	38.51229	0.4006588	0.000355493	0.0276843	0.354365	3.6176	0.30644	0.316121	0.116969	0.26047	0.1488117	0.8346251
300	-3782.022	-3708.907	-73.11434	5.601864	0.1809531	0.0188892	0.0327668	0.0149126	0.00741998	0.00320315	0.0627357	0.0128345	0.0148186	0.0210004	0.00737105	0.0404869	0.0178333	0.00749777	0.0269393	0.00229823	0.101866	0.00523465	0.0417188	0.00192448	0.00142604	0.00402555	0.0277628	0.0172161	0.0396534	0.000979148	0.000416383	0.00808776	0.0216799	0.0042564	0.00848744	0.0182267	0.0134937	2.87525e-05	2.28166e-07	0.00177923	0.00244174	0.017535	0.0234334	0.013584	0.00432503	0.00154046	0.0144765	0.01146366	0.01471742	0.00849053	0.426004	0.00907408	0.00610292	0.541991	0.00833752	16.90264	0.1228903	8	38.43874	0.4437191	0.000256764	0.0235602	0.332156	3.64403	0.312833	0.295984	0.138394	0.252789	0.1376077	0.893048
