Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3721.133	-3711.074	-10.05866	0.3706377	0.1634534	0.536799	0.238697	0.264672	0.621435	0.141355	0.102804	0.731855	0.313786	0.10285	0.018061	0.0862657	0.308918	0.221445	0.0696709	0.0895394	0.417228	0.480283	0.246634	0.2298978	0.102898	0.00521444	0.51558	0.0129576	0.00425391	0.455381	0.00661301	0.01021753	0.000113348	0.0156974	0.281931	3.70226	0.318457	0.30731	0.132912	0.241321	0.1131155	0.09032829
110	-3733.003	-3719.291	-13.71226	0.3380508	0.1793248	0.603483	0.269825	0.487681	0.545991	0.0887368	0.206734	0.411882	0.258514	0.0903335	0.0178315	0.0319081	0.17363	1.02721	0.186539	0.209001	0.284569	0.523495	0.425876	0.3777073	0.05083542	0.00826463	0.489708	0.012285	0.00495818	0.473603	0.0111808	0.008296197	0.000239566	0.0227636	0.327593	3.6494	0.339052	0.284249	0.119771	0.256928	0.05913162	0.1403005
120	-3718.293	-3713.372	-4.920788	0.402206	0.1905187	0.437233	0.281176	0.294022	0.490739	0.0498617	0.106543	0.312563	0.217616	0.0879328	0.0189735	0.147486	0.215214	0.444399	0.0788644	0.129735	0.179346	0.102966	0.411622	0.1865282	0.03929485	0.0098073	0.567421	0.00676781	0.00416218	0.391033	0.0208089	0.003662989	0.00037671	0.028491	0.358463	3.61267	0.281304	0.299578	0.131837	0.287281	0.04295784	0.08526939
130	-3716.973	-3711.578	-5.394797	0.5319154	0.1758574	0.483214	0.228727	0.338148	0.534233	0.0747661	0.128691	0.428285	0.129969	0.151624	0.0200985	0.389602	0.0983686	0.0721554	0.0617649	0.105731	0.352683	0.149573	0.376152	0.2203822	0.02800789	0.00995432	0.582357	0.00407758	0.00284408	0.384244	0.0165229	0.002450499	0.000205798	0.0211104	0.317797	3.66089	0.278019	0.307756	0.130298	0.283927	0.03045839	0.08045399
140	-3715.867	-3710.221	-5.645935	0.5208287	0.19789	0.545892	0.183603	0.191161	0.507853	0.0347317	0.0512207	0.423959	0.111035	0.0667547	0.0217556	0.242547	0.10417	0.063505	0.148401	0.108673	0.121858	0.249536	0.487026	0.1386735	0.1924362	0.0130211	0.562779	0.014571	0.00433701	0.398243	0.00704853	0.001606372	0.000493495	0.0325671	0.378129	3.58881	0.281532	0.311645	0.131944	0.274879	0.1940425	0.008278455
150	-3715.598	-3710.256	-5.34174	0.41837	0.1998635	0.308776	0.268684	0.169266	0.348849	0.0753109	0.156909	0.390741	0.155754	0.240659	0.0486284	0.121781	0.225003	0.254616	0.100446	0.121839	0.604476	0.255049	0.147779	0.1882405	0.09774971	0.0113751	0.536553	0.00615266	0.011847	0.42399	0.0100818	0.0008915311	0.0005287	0.0336968	0.383302	3.58247	0.280336	0.31457	0.131383	0.273711	0.09864124	0.009038117
160	-3716.796	-3711.85	-4.945908	0.4499675	0.1909942	0.378005	0.179101	0.470614	0.304755	0.0696209	0.122723	0.483221	0.172582	0.118373	0.0448651	0.415751	0.113853	0.0110211	0.105196	0.296624	0.236998	0.296747	0.157243	0.1836612	0.05728444	0.00896894	0.542699	0.00582194	0.0161056	0.413794	0.0126112	0.001190401	0.000383571	0.0287469	0.359748	3.61112	0.30983	0.301678	0.125999	0.262493	0.05847484	0.0203575
170	-3719.568	-3709.75	-9.817511	0.4388827	0.19242	0.452732	0.570209	0.533318	0.794923	0.214048	0.333764	0.517291	0.226376	0.406533	0.0491212	0.117273	0.0792163	0.0648127	0.0945935	0.0918143	0.227831	0.193066	0.136775	0.283567	0.02743748	0.0103598	0.505404	0.00406232	0.00881902	0.454614	0.0167412	0.00221083	0.000404686	0.0295202	0.363587	3.60649	0.303381	0.311289	0.124973	0.260357	0.02964831	0.07456848
180	-3723.155	-3714.811	-8.343643	0.5681827	0.176336	0.938525	0.379692	0.347975	0.681434	0.168561	0.159781	0.312178	0.098847	0.255444	0.0149987	0.0799526	0.0213321	0.207992	0.0935829	0.173764	0.129795	0.525369	0.237958	0.2588788	0.00201501	0.0112373	0.534887	0.0036052	0.00465697	0.424844	0.0207692	0.001329259	0.000210233	0.021335	0.319155	3.6593	0.290938	0.312417	0.116131	0.280514	0.003344269	0.3974737
190	-3732.133	-3719.027	-13.1061	0.633695	0.1744323	0.608688	0.365643	0.468529	1.21793	0.224362	0.127906	0.558314	0.12761	0.24097	0.0635933	0.342387	0.0283778	0.261866	0.0696595	0.08648	0.245672	0.474437	0.352119	0.3696452	0.0013463	0.0159975	0.523445	0.00173954	0.00515852	0.433686	0.0199734	0.002945089	0.000193001	0.0204482	0.31374	3.66562	0.311713	0.30539	0.112106	0.270791	0.004291389	0.6862788
200	-3720.729	-3715.686	-5.042113	0.6959598	0.1681914	1.0615	0.34662	0.132243	0.343081	0.0320119	0.0167699	0.163209	0.161357	0.221351	0.0479351	0.085756	0.115736	0.0036852	0.146764	0.0347456	0.153642	0.444685	0.534557	0.2348053	-0.0101231	0.00855434	0.502174	0.00109216	0.00600682	0.463322	0.0188501	0.01266459	0.000143839	0.0176703	0.295774	3.68641	0.310437	0.319236	0.117188	0.253139	0.002541493	4.983129
210	-3723.058	-3717.141	-5.916754	0.7690775	0.1376907	1.0404	0.198983	0.120126	0.22832	0.0164588	0.025607	0.159161	0.112347	0.0591616	0.0597668	0.218216	0.21028	0.200603	0.071812	0.126379	0.244299	0.588889	0.349006	0.1859406	0.01458021	0.008993	0.479934	0.000981873	0.00279686	0.493824	0.0134696	0.05052497	2.32758e-05	0.00713874	0.204464	3.78837	0.303047	0.303855	0.125026	0.268072	0.06510517	0.7760515
220	-3726.42	-3716.213	-10.20708	0.7054656	0.1738505	1.0768	0.852346	0.07164	0.158066	0.119569	0.129456	0.0897006	0.101141	0.232115	0.0669058	0.288662	0.447346	0.242939	0.0425665	0.284418	0.258704	0.232955	0.171078	0.1797237	-0.03294081	0.00741412	0.561498	0.000375339	0.00410433	0.414065	0.0125434	0.05651836	0.000187951	0.0201808	0.312079	3.66755	0.306055	0.30687	0.107933	0.279141	0.02357755	2.397126
230	-3723.11	-3716.23	-6.879846	0.9582954	0.1359201	0.986246	0.551819	0.116459	0.191563	0.0466413	0.111142	0.137343	0.0550257	0.152031	0.0283748	0.519713	0.0301457	0.317833	0.0412695	0.147416	0.410238	0.14301	0.138376	0.2092219	-0.0990501	0.00849364	0.522427	0.000589838	0.00431852	0.4567	0.00747074	0.1333337	2.04203e-05	0.006688	0.199071	3.79422	0.268808	0.328096	0.131376	0.271721	0.03428358	3.889141
240	-3718.671	-3714.156	-4.514857	0.9039105	0.180637	0.782533	0.403602	0.0903268	0.208852	0.0241314	0.0680305	0.118037	0.0902279	0.136082	0.0309194	0.661721	0.098229	0.0126562	0.0545969	0.0396793	0.0968944	0.292818	0.0967779	0.2040178	-0.02649355	0.00826086	0.532697	0.00129935	0.00833829	0.445379	0.00402595	0.1704783	0.000253357	0.0234046	0.331272	3.64507	0.289457	0.308293	0.138783	0.263467	0.1439848	1.184002
250	-3722.363	-3710.357	-12.00525	0.8909296	0.2012607	0.706649	0.613998	0.138851	0.170874	0.0110061	0.0287301	0.156878	0.092358	0.354074	0.0454564	0.930354	0.295339	0.00529972	0.09394	0.121448	0.0359737	0.320573	0.0281655	0.2897322	0.1230303	0.00961979	0.528461	0.000930715	0.0159088	0.437082	0.00799712	0.1924438	0.000554677	0.0345059	0.38694	3.578	0.298901	0.306832	0.122203	0.272064	0.3154741	0.6100147
260	-3717.616	-3712.663	-4.952722	0.9091273	0.173873	0.926869	0.43193	0.0918633	0.200789	0.029881	0.103105	0.168532	0.0804589	0.171435	0.0332452	0.463837	0.19159	0.0586841	0.0322429	0.141426	0.0444305	0.544484	0.136132	0.1813369	0.01849329	0.012604	0.465426	0.00107516	0.0177203	0.487823	0.0153508	0.048852	0.000188144	0.0201911	0.312143	3.66748	0.317123	0.305476	0.130866	0.246535	0.06734529	0.7253959
270	-3730.934	-3716.935	-13.99842	0.941351	0.1695051	0.845257	0.147449	0.0916494	0.134514	0.0779765	0.137153	0.188666	0.0695597	0.23232	0.0683043	0.871746	0.383569	0.0208139	0.0281776	0.225692	0.00536556	0.779044	0.230371	0.2897489	0.4323543	0.00936364	0.479824	0.000645831	0.0145662	0.489496	0.00610454	0.05634652	0.000153298	0.0182383	0.299582	3.68203	0.311222	0.29527	0.126217	0.26729	0.4887009	0.1152986
280	-3726.124	-3709.747	-16.37626	0.7210175	0.1555154	0.808858	0.262305	0.282525	0.405469	0.082324	0.176332	0.271618	0.158529	0.139315	0.0588895	1.21135	0.0818117	0.0285685	0.0473308	0.013068	0.00835909	0.31816	0.209434	0.4844541	-0.225714	0.0110959	0.56859	0.00322131	0.00879671	0.398729	0.00956644	0.3020724	7.36057e-05	0.0126643	0.258392	3.72887	0.30354	0.306853	0.125107	0.264501	0.0763584	3.955981
290	-3715.846	-3712.942	-2.904622	0.720064	0.2062479	0.789562	0.220165	0.17039	0.301761	0.0261593	0.0624425	0.140276	0.131669	0.28538	0.0433779	0.325524	0.0871386	0.0064936	0.108852	0.0320586	0.0205908	0.391853	0.00691826	0.1818149	-0.1075881	0.0100753	0.590857	0.000876316	0.00658665	0.381465	0.0101403	0.2020988	0.000654768	0.0374559	0.399766	3.56212	0.277417	0.320601	0.125631	0.276351	0.09451069	2.13837
300	-3720.695	-3714.522	-6.172848	0.7045581	0.1735681	0.971334	0.444329	0.118536	0.144687	0.0637921	0.294034	0.121312	0.164876	0.215598	0.0366182	0.440048	0.108214	0.108726	0.0619888	0.00284047	0.0200541	0.355564	0.0979743	0.1973894	0.2640003	0.0152977	0.562277	0.00125384	0.00740406	0.405329	0.00843852	0.01260394	0.000185535	0.0200516	0.311271	3.66849	0.30725	0.304764	0.127291	0.260695	0.2766043	0.04556669
310	-3720.088	-3712.357	-7.731503	0.9315308	0.2193547	0.635829	0.210264	0.239073	0.526046	0.0451685	0.209842	0.379866	0.150815	0.130813	0.0315762	0.433907	0.0789223	0.156019	0.0452223	0.0248833	0.0113177	0.493128	0.248677	0.169336	0.1197458	0.0179615	0.483594	0.00610422	0.0150936	0.468317	0.00892983	0.07341708	0.000976733	0.0456339	0.432264	3.52113	0.301085	0.2895	0.147995	0.261419	0.1931629	0.3800786
320	-3719.893	-3715.265	-4.627554	0.93106	0.1832531	0.488628	0.268871	0.170903	0.20672	0.139639	0.280727	0.177697	0.125422	0.122885	0.0431175	0.312273	0.145103	0.0552137	0.0211731	0.0154344	0.237218	0.576067	0.0437595	0.1397735	0.1320217	0.0185759	0.507987	0.0108162	0.0117186	0.442062	0.00884118	0.0649292	0.000282588	0.0247071	0.338561	3.63645	0.315563	0.295811	0.11854	0.270085	0.1969509	0.329672
330	-3716.478	-3709.7	-6.778193	0.8222085	0.1980861	0.510452	0.587219	0.100978	0.367939	0.0166103	0.0301507	0.160761	0.108735	0.276618	0.0524869	0.675035	0.0498062	0.130639	0.29281	0.0337434	0.0229985	0.14207	0.396026	0.160188	-0.1406245	0.00824756	0.554034	0.00760078	0.00752662	0.413239	0.00935244	0.1645124	0.000496917	0.0326787	0.378644	3.58818	0.308967	0.298812	0.119396	0.272825	0.02388785	6.886864
340	-3722.887	-3716.585	-6.302045	0.692035	0.191405	0.722515	0.558388	0.191146	0.454143	0.0306666	0.036158	0.133455	0.0616974	0.335996	0.0345192	0.567472	0.0567022	0.350618	0.163724	0.0168443	0.019016	0.231186	0.027075	0.2488127	-0.03840152	0.00660194	0.618847	0.00907078	0.0075966	0.350127	0.00775749	0.0896245	0.000389572	0.0289688	0.360856	3.60979	0.301577	0.296951	0.121244	0.280228	0.05122298	1.749693
350	-3715.963	-3713.379	-2.584461	0.7138265	0.2059005	0.664106	0.262775	0.126404	0.212127	0.0248885	0.116922	0.118683	0.0916822	0.0929277	0.0384659	0.348638	0.0646684	0.802556	0.0700485	0.00132626	0.074207	0.362088	0.024055	0.2132167	0.01404142	0.0101761	0.600448	0.00972615	0.0097664	0.361001	0.00888202	0.01557789	0.000647416	0.0372474	0.398881	3.56322	0.271209	0.319655	0.115693	0.293443	0.02961932	0.5259369
360	-3715.251	-3714.093	-1.158013	0.6861649	0.1797718	0.734978	0.375576	0.150047	0.274876	0.0515579	0.0800137	0.157933	0.114809	0.175092	0.0309519	0.257869	0.0448605	0.222814	0.0916121	0.00317986	0.0609233	0.452427	0.0692939	0.1778413	-0.0173251	0.0125838	0.590515	0.00506575	0.00520632	0.381772	0.00485637	0.02078642	0.000244199	0.022981	0.328848	3.64793	0.341135	0.279043	0.123661	0.256161	0.003461318	6.005348
370	-3717.165	-3712.654	-4.511584	0.4189144	0.2303085	0.769147	0.214735	0.139383	0.329608	0.0589845	0.19827	0.203578	0.188802	0.148099	0.0332897	0.510255	0.316754	0.184252	0.108935	0.10105	0.0824082	0.296393	0.0492249	0.1905253	-0.0363475	0.00911306	0.476189	0.0109738	0.00624851	0.493896	0.00357922	0.03942732	0.00131744	0.0528852	0.45808	3.48772	0.315046	0.302981	0.124361	0.257612	0.003079823	12.80181
380	-3723.037	-3710.689	-12.34849	0.4148517	0.168243	0.582391	0.215872	0.241807	0.648925	0.0350517	0.233026	0.408488	0.373331	0.194136	0.021738	0.211086	0.168655	0.163216	0.371649	0.00250842	0.124877	0.221592	0.302468	0.3164845	-0.4094206	0.00975778	0.543839	0.0101118	0.0107867	0.423377	0.00212738	0.432485	0.000144202	0.0176924	0.295924	3.68624	0.319333	0.282408	0.136136	0.262123	0.0230644	18.75119
390	-3721.114	-3714.92	-6.194113	0.4996373	0.1885133	0.626979	0.14142	0.346756	0.329167	0.0595726	0.126878	0.275577	0.161491	0.155448	0.038208	0.603637	0.0382713	0.109094	0.0859675	0.0319098	0.0499567	0.504952	0.30695	0.1956879	-0.08209269	0.0109892	0.536432	0.0106463	0.0188355	0.422325	0.000771949	0.1324978	0.000348746	0.0274227	0.35302	3.61921	0.289151	0.29799	0.137986	0.274873	0.05040508	2.628659
400	-3718.801	-3712.247	-6.55402	0.7699214	0.1568524	0.57719	0.266259	0.200422	0.364893	0.0526328	0.108612	0.269077	0.138661	0.639894	0.0239877	0.178904	0.0351139	0.126733	0.0252506	0.0518026	0.457017	0.145692	0.387379	0.199122	-0.1073452	0.00579539	0.537481	0.0132082	0.0119905	0.43118	0.000344279	0.1482768	7.94004e-05	0.0131509	0.262384	3.72439	0.292695	0.316173	0.135917	0.255215	0.04093157	3.622552
410	-3708.775	-3707.051	-1.723459	0.7098208	0.1482305	0.741996	0.0995435	0.104872	0.290809	0.0397542	0.131611	0.214923	0.086019	0.176158	0.0471025	0.264239	0.0718166	0.043251	0.0487136	0.127477	0.0273922	0.219969	0.611009	0.2006267	-0.001708652	0.0049923	0.53959	0.01326	0.00919892	0.432871	8.75921e-05	0.02751244	4.75468e-05	0.010189	0.236482	3.75328	0.289256	0.308394	0.136694	0.265657	0.02580379	1.066217
420	-3715.49	-3710.836	-4.65347	0.5684041	0.171995	0.706721	0.328563	0.172564	0.263082	0.0517227	0.108862	0.232212	0.122632	0.107185	0.0347983	0.242273	0.201467	0.0967844	0.0962886	0.0158034	0.14435	0.341403	0.178997	0.2441267	-0.02022421	0.00433758	0.54581	0.0189957	0.00751361	0.423183	0.000159457	0.1153333	0.000172504	0.0193395	0.306762	3.67373	0.299946	0.30963	0.138316	0.252108	0.09510911	1.212642
430	-3716.148	-3709.423	-6.72558	0.6112916	0.1861722	0.584368	0.145221	0.14455	0.332744	0.0308812	0.0424983	0.235438	0.126638	0.0784017	0.053913	0.265103	0.148386	0.237643	0.285957	0.435665	0.0746298	0.698339	0.457551	0.2448219	-0.00668163	0.00757725	0.561358	0.0159332	0.00578845	0.409134	0.000208967	0.0189902	0.000318046	0.0261984	0.346617	3.62687	0.29229	0.309689	0.141007	0.257014	0.01230857	1.542844
440	-3716.695	-3711.185	-5.50908	0.8320204	0.2470989	0.558884	0.219969	0.152353	0.389349	0.0309799	0.0666762	0.234712	0.101159	0.195615	0.037418	0.125281	0.0602975	0.0882711	0.0431587	0.363123	0.0493409	0.223461	0.933724	0.1967783	0.1425092	0.00818692	0.491757	0.00926104	0.00657905	0.483857	0.000358533	0.008621598	0.00197929	0.064603	0.495328	3.43809	0.307627	0.280429	0.14594	0.266004	0.1511308	0.05704726
450	-3714.441	-3710.893	-3.547801	0.8713806	0.1956445	0.655718	0.290121	0.0916587	0.227266	0.0271534	0.0380841	0.166054	0.160812	0.151232	0.053057	0.125309	0.223928	0.299965	0.0571573	0.045293	0.206832	0.316724	0.366737	0.2193445	0.03712961	0.00712885	0.500992	0.0121207	0.00930883	0.469515	0.000933907	0.04140342	0.000455508	0.0313012	0.372195	3.59605	0.322133	0.293651	0.132917	0.251299	0.07853303	0.5272103
460	-3717.991	-3710.699	-7.292149	0.84701	0.1542429	0.5163	0.188635	0.0693324	0.153637	0.0912503	0.41272	0.107796	0.254675	0.1358	0.0362131	0.578364	0.307637	0.0369592	0.207713	0.0113399	0.150761	0.910392	0.209253	0.2569382	-0.006843354	0.0111526	0.560798	0.00621868	0.00771806	0.40732	0.00679322	0.0379645	6.83997e-05	0.0122105	0.254584	3.73314	0.291971	0.31198	0.120472	0.275577	0.03112115	1.219894
470	-3712.599	-3706.138	-6.461513	0.8843456	0.2126188	0.486621	0.283672	0.129884	0.279282	0.0241736	0.0540046	0.191094	0.117452	0.160344	0.0466553	0.501541	0.150019	0.169204	0.0555055	0.0328824	0.0106654	0.269403	0.232915	0.2935049	0.04877992	0.0140664	0.539669	0.00457009	0.0011997	0.433665	0.00682897	0.1280821	0.000800196	0.0413577	0.415782	3.54206	0.305663	0.294127	0.123427	0.276783	0.176862	0.7241922
480	-3718.374	-3712.149	-6.22502	0.9063152	0.1373324	1.21891	0.25312	0.0670198	0.135291	0.0100983	0.0184201	0.106249	0.068193	0.111874	0.0143612	0.365834	0.171659	0.0519819	0.105256	0.193949	0.40222	0.646407	0.106705	0.1975775	0.02404844	0.00951619	0.607912	0.00558829	0.00232661	0.36921	0.00544636	0.05393957	2.26736e-05	0.0070461	0.203373	3.78956	0.292366	0.305372	0.131879	0.270382	0.07798801	0.6916393
490	-3721.295	-3710.058	-11.23707	0.8603352	0.1792585	0.720181	0.731242	0.210881	0.27215	0.0738717	0.165149	0.189251	0.0936003	0.980697	0.00880281	0.563109	0.0619738	0.313097	0.0310107	0.0534522	0.281652	0.242407	0.277209	0.2758798	-0.0001607906	0.00870474	0.526298	0.00867542	0.0032872	0.448593	0.00444091	0.05803501	0.000238884	0.0227315	0.327407	3.64962	0.299332	0.339035	0.118768	0.242865	0.05787422	1.002778
500	-3715.079	-3711.732	-3.346813	0.6301389	0.1961149	0.50907	0.235987	0.150368	0.257448	0.117636	0.326079	0.182575	0.120685	0.281428	0.0072885	0.314258	0.23618	0.0823318	0.0396247	0.195263	0.045093	0.300861	0.149797	0.1530757	-0.06499435	0.0107572	0.532743	0.00989963	0.0029359	0.420052	0.0236116	0.08341889	0.000463287	0.0315647	0.373442	3.59453	0.300195	0.311545	0.129885	0.258375	0.01842454	4.527597
510	-3718.269	-3713.827	-4.44187	0.5794983	0.2188634	0.660618	0.365042	0.148941	0.346078	0.0376846	0.0735167	0.178293	0.1057	0.208879	0.0217147	0.13638	0.178905	0.200978	0.0554255	0.207672	0.126623	0.231562	0.148289	0.206301	-0.06775883	0.0100922	0.553064	0.00980562	0.00117196	0.397527	0.0283393	0.1728824	0.000963035	0.045317	0.431078	3.52264	0.29642	0.2973	0.129606	0.276675	0.1051236	1.644563
520	-3722.572	-3715.324	-7.248223	0.5510599	0.187797	0.46181	0.225635	0.419249	0.857787	0.0518119	0.467475	0.61034	0.219887	0.13304	0.0350866	0.105729	0.0475867	0.127359	0.0388129	0.0673491	0.0914254	0.336172	0.232177	0.2293336	0.0005381951	0.00847471	0.511839	0.0111277	0.000866747	0.454554	0.0131378	0.01688812	0.000339134	0.0270455	0.351067	3.62155	0.281208	0.319877	0.139448	0.259466	0.01742631	0.9691159
530	-3734.256	-3719.927	-14.32907	0.5541175	0.177797	0.724824	0.802693	0.205964	0.364146	0.019283	0.312182	0.28006	0.16781	0.864075	0.109856	0.220651	0.100773	0.622018	0.0192105	0.216485	0.342679	0.203808	0.558496	0.2452271	-0.0709917	0.00495945	0.441921	0.00803087	0.00284329	0.531035	0.0112103	0.07690095	0.000224217	0.0220279	0.32329	3.65446	0.300077	0.316338	0.135405	0.24818	0.005909244	13.01367
540	-3715.475	-3709.445	-6.029455	0.528004	0.1982741	0.456655	0.35032	0.14839	0.315312	0.116683	0.219308	0.213558	0.139419	0.108931	0.0642721	0.198329	0.250019	0.127612	0.0918612	0.167174	0.157238	0.21933	0.235529	0.2873046	-0.08038579	0.0129847	0.469172	0.00826012	0.00613364	0.493126	0.0103237	0.1325692	0.000500213	0.0327858	0.379139	3.58758	0.305389	0.305414	0.129054	0.260143	0.05218341	2.540447
550	-3718.385	-3712.301	-6.08419	0.3609937	0.2109096	0.415352	0.146839	0.252237	0.769725	0.0747677	0.15787	0.607814	0.269094	0.0852168	0.0621595	0.154795	0.163907	0.188622	0.143916	0.0864475	0.00132693	0.377234	0.183341	0.2330832	-0.05018287	0.0167606	0.500478	0.00494202	0.00716448	0.464774	0.0058815	0.07057803	0.00075918	0.0402968	0.411526	3.54742	0.309347	0.312559	0.124622	0.253472	0.02039516	3.460529
560	-3719.831	-3709.392	-10.43832	0.5484757	0.1826592	0.713435	0.292981	0.326734	0.797957	0.0757523	0.14537	0.255715	0.179061	0.100295	0.10083	0.096174	0.0793731	0.546712	0.0536225	0.00774502	0.139535	0.222439	0.867032	0.2960022	0.1146074	0.0143262	0.522252	0.00396995	0.00798342	0.445774	0.00569409	0.002626233	0.000275745	0.0244085	0.336911	3.6384	0.288112	0.31266	0.126755	0.272474	0.1172336	0.02240171
