Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1240	-3719.008	-3709.933	-9.075225	0.4200927	0.1464124	0.814386	0.58767	0.207567	0.388316	0.115613	0.263702	0.265118	0.16342	0.308414	0.100134	0.0389496	0.0237786	0.528612	0.0584595	0.303409	0.122907	0.048633	0.449741	0.3072397	-0.02830493	0.00494372	0.53091	0.00971058	0.00283216	0.448835	0.00276834	0.02970064	4.23452e-05	0.00961785	0.230979	3.75936	0.30263	0.307159	0.131575	0.258636	0.001395702	21.28007
1250	-3714.692	-3715.473	0.781146	0.6292101	0.1390818	0.48985	0.20338	0.140816	0.419618	0.0416353	0.0639463	0.222285	0.0983669	0.168803	0.0231428	0.0670323	0.0693969	0.0883263	0.0684095	0.0641658	0.187328	0.0352235	0.475389	0.1833192	0.03625803	0.0145244	0.514992	0.00787195	0.00443811	0.453486	0.00468701	0.01049294	2.57364e-05	0.00750528	0.208701	3.78377	0.298729	0.303186	0.137678	0.260407	0.04675097	0.2244433
1260	-3719.255	-3712.391	-6.863438	0.7165357	0.1751854	0.527629	0.245563	0.107644	0.227832	0.282897	0.27715	0.270065	0.0942043	0.172943	0.0673818	0.19766	0.104725	0.0101456	0.0497362	0.174222	0.0790701	0.4034	1.03379	0.2380236	-0.0153397	0.00988168	0.514559	0.00653198	0.00539592	0.453104	0.0105275	0.04349228	0.000199687	0.0207969	0.315886	3.66312	0.296003	0.301403	0.143718	0.258876	0.02815258	1.544877
1270	-3717.213	-3711.186	-6.027027	0.6575106	0.1816406	0.655432	0.341623	0.216697	0.386865	0.0423462	0.160747	0.235743	0.173836	0.183879	0.0417011	0.290798	0.0452054	0.160685	0.0370197	0.243795	0.0345326	0.217546	0.587617	0.2671688	-0.0228782	0.00641463	0.489673	0.00418014	0.00252757	0.484997	0.0122073	0.03878034	0.000264293	0.0239004	0.334076	3.64176	0.315238	0.304418	0.128879	0.251465	0.01590214	2.438686
1280	-3714.433	-3712.976	-1.457033	0.7153439	0.1999457	0.643678	0.365465	0.0943561	0.299867	0.00550324	0.0234688	0.225182	0.0958626	0.188306	0.0444302	0.393269	0.120225	0.0502533	0.179947	0.101951	0.16628	0.331127	0.0146086	0.1557294	0.004060783	0.0150874	0.551391	0.00672983	0.0104622	0.395741	0.0205886	0.0230079	0.000530204	0.0337442	0.383516	3.58221	0.314216	0.287042	0.131959	0.266783	0.02706868	0.8499822
1290	-3716.316	-3710.98	-5.335218	0.5080209	0.1687865	0.576865	0.217397	0.131005	0.279217	0.0476686	0.207487	0.169095	0.0900877	0.149047	0.0289109	0.65187	0.385507	0.173169	0.0507827	0.246799	0.0340876	0.26641	0.263887	0.196924	-0.03150374	0.0139055	0.552417	0.00120626	0.00302953	0.413204	0.0162386	0.0694365	0.000148067	0.0179264	0.297501	3.68442	0.286028	0.306613	0.13436	0.272999	0.03793276	1.830515
1300	-3725.843	-3710.205	-15.63791	0.5410962	0.1771838	0.824156	0.267511	0.378679	0.627788	0.0655991	0.0545542	0.610625	0.172178	0.105784	0.0403471	0.618105	0.2758	0.349018	0.113169	0.0627278	0.060674	0.531968	0.028584	0.2210222	0.05357322	0.0142785	0.517501	0.000903867	0.00334144	0.452385	0.0115901	0.2760265	0.000218266	0.0217358	0.321557	3.65649	0.288931	0.309192	0.12658	0.275296	0.3295997	0.8374598
1310	-3716.426	-3707.731	-8.694341	0.9744548	0.1953268	0.709528	0.218717	0.311397	0.461031	0.302761	0.294769	0.449991	0.0809084	0.232384	0.0429468	0.33366	0.0379342	0.406514	0.0150411	0.0838598	0.171804	0.30131	0.142278	0.2207901	0.1415098	0.0187674	0.506687	0.00589591	0.00105279	0.463912	0.00368448	0.001329918	0.000450308	0.0311237	0.371351	3.59707	0.28972	0.29574	0.136674	0.277866	0.1428398	0.00931056
1320	-3708.295	-3708.01	-0.2850373	0.9147303	0.1917078	0.473638	0.197712	0.086814	0.126983	0.0346749	0.037948	0.108102	0.0973685	0.155852	0.0314543	0.253988	0.0497655	0.252678	0.0470075	0.0785527	0.194181	0.439898	0.121706	0.1377261	0.161047	0.0170864	0.511047	0.00721685	0.00661605	0.453174	0.00485978	0.05294123	0.000394037	0.0291328	0.361671	3.6088	0.309029	0.303703	0.133787	0.25348	0.2139882	0.2474026
1330	-3721.924	-3712.458	-9.466134	0.740775	0.1806272	0.510963	0.391361	0.275919	0.372344	0.0311192	0.0234061	0.328711	0.161856	0.404639	0.0428491	0.167268	0.197059	0.0400478	0.193393	0.0283988	0.159059	0.122827	0.750725	0.1990187	-0.2768511	0.016644	0.518227	0.0108973	0.00312718	0.441441	0.00966274	0.3345921	0.000253252	0.0233998	0.331245	3.6451	0.297374	0.311123	0.135925	0.255578	0.05774097	5.794708
1340	-3718.759	-3712.804	-5.955306	0.656248	0.2194791	0.324003	0.143321	0.213096	0.254783	0.00924989	0.0266145	0.236498	0.169114	0.0585624	0.0365736	0.61387	0.209899	0.13849	0.162929	0.000902427	0.157168	0.201424	1.05414	0.280021	-0.02093522	0.0114096	0.527133	0.00984546	0.00453682	0.442221	0.00485447	0.02727326	0.000980224	0.0457142	0.432564	3.52074	0.295375	0.289277	0.133362	0.281987	0.00633804	4.303106
1350	-3722.942	-3715.285	-7.656867	0.4272554	0.1812066	0.341906	0.520315	0.167803	0.317613	0.0463033	0.0853099	0.287906	0.140019	0.158949	0.157869	0.0495074	0.275823	0.0629698	0.243152	0.00643969	0.130005	0.366824	0.515774	0.2627181	0.1921318	0.012633	0.597599	0.00932009	0.0063286	0.372517	0.00160215	0.06484645	0.000259521	0.0236854	0.332864	3.64319	0.292114	0.305304	0.129586	0.272996	0.2569782	0.2523422
1360	-3724.898	-3716.191	-8.706454	0.3206236	0.1442275	0.395411	0.385861	0.321265	0.766189	0.0906673	0.155304	0.295722	0.177295	0.360811	0.122047	0.0624696	0.372258	0.23747	0.211203	0.083257	0.000648496	0.0828328	0.348066	0.1847743	0.05711666	0.0148712	0.499574	0.00820715	0.0115651	0.462079	0.00370353	0.06929221	3.66988e-05	0.0089563	0.224352	3.76665	0.298999	0.300806	0.132641	0.267554	0.1264089	0.5481594
1370	-3721.231	-3711.633	-9.598501	0.4494699	0.1701346	0.3717	0.253082	0.327194	0.433317	0.178015	0.357947	0.130703	0.152908	0.163634	0.0577312	0.121529	0.27934	0.0663999	0.117486	0.498096	0.01032	0.201748	0.933852	0.2571402	-0.1924814	0.0106208	0.550904	0.0045838	0.00895082	0.422112	0.00282902	0.1986439	0.000157993	0.0185136	0.301402	3.67993	0.30577	0.297016	0.135644	0.261569	0.00616252	32.2342
1380	-3710.362	-3704.692	-5.66921	0.65827	0.1680998	0.48224	0.189414	0.121309	0.223181	0.0794525	0.189874	0.157795	0.115748	0.199988	0.0518637	0.0106603	0.497672	0.433396	0.0487972	0.0704971	0.404465	0.218423	0.596671	0.1694588	0.01378903	0.00879273	0.562888	0.007048	0.0169149	0.40006	0.00429673	0.01259968	0.000143196	0.017631	0.295508	3.68672	0.300834	0.307248	0.12159	0.270328	0.02638871	0.4774648
1390	-3715.037	-3707.14	-7.896741	0.5718952	0.204016	0.568154	0.217304	0.21261	0.703899	0.103386	0.0878258	0.760653	0.138019	0.0659524	0.0570649	0.177725	0.163146	0.0858484	0.0607045	0.125715	0.0875895	0.277949	0.554005	0.1742091	0.0324106	0.00771831	0.497589	0.011385	0.0155113	0.466863	0.000934012	0.01899888	0.00060853	0.036124	0.394058	3.56921	0.300827	0.301865	0.127339	0.269969	0.05140948	0.3695598
1400	-3731.326	-3714.459	-16.86648	0.2332076	0.1932825	0.856918	0.12249	0.508191	0.656499	0.125715	0.185795	0.65401	0.407506	0.0794974	0.26674	0.127532	0.30035	1.07093	0.185474	0.177457	0.0508157	0.49221	0.324226	0.290643	-0.1340976	0.00357098	0.508075	0.00889116	0.0119219	0.450535	0.0170062	0.1924984	0.000417858	0.0299922	0.365899	3.60369	0.302908	0.284397	0.127685	0.28501	0.05840085	3.296158
1410	-3717.348	-3706.951	-10.39722	0.239986	0.1592645	0.556965	0.148594	0.301167	0.579702	0.0769474	0.294308	0.373274	0.246917	0.139313	0.10536	0.273044	0.453559	0.233988	0.0978229	0.433963	0.148494	0.265088	0.21621	0.2642808	-0.01065085	0.00558171	0.504701	0.00740231	0.00732177	0.466621	0.00837218	0.0957966	9.07409e-05	0.0140538	0.269559	3.7163	0.308459	0.317123	0.130025	0.244392	0.08514575	1.12509
1420	-3731.062	-3714.586	-16.47598	0.3269202	0.1872526	0.478554	0.153485	0.420269	0.849748	0.359127	0.243361	0.393643	0.310062	0.0751592	0.0571927	0.402602	0.146749	0.0844458	0.0651166	0.638956	0.183588	0.464591	0.242726	0.3836679	0.2561175	0.00418908	0.50259	0.0125757	0.00787249	0.464669	0.00810445	0.08824569	0.000331959	0.0267603	0.349579	3.62333	0.297748	0.325721	0.13046	0.246072	0.3443632	0.2562576
1430	-3724.394	-3712.989	-11.40483	0.5143189	0.1514432	0.519715	0.343462	0.272326	0.610349	0.393113	0.283191	0.508787	0.252146	0.15231	0.0152952	0.107527	0.244287	0.442523	0.0625764	0.0578658	0.206738	0.184218	0.580858	0.224369	-0.09756796	0.00590156	0.573819	0.0109708	0.00467711	0.385405	0.0192263	0.1206839	5.79528e-05	0.0112438	0.246175	3.74252	0.292863	0.31491	0.130498	0.26173	0.02311593	5.220811
1440	-3723.469	-3716.076	-7.392995	0.529117	0.1982338	0.614733	0.213399	0.177238	0.317029	0.0173503	0.0454525	0.254067	0.128872	0.118556	0.0229494	0.102866	0.290471	0.120575	0.322641	0.0418952	0.325843	0.83443	0.115652	0.2489203	-0.133501	0.00711099	0.533876	0.0156422	0.00710597	0.420294	0.0159712	0.1805113	0.000499505	0.0327628	0.379033	3.5877	0.289373	0.315515	0.120645	0.274467	0.04701023	3.83983
1450	-3718.924	-3712.58	-6.343866	0.6415649	0.2057033	0.535963	0.386109	0.26487	0.504626	0.0545085	0.0686236	0.249632	0.176012	0.243846	0.0383006	0.0466398	0.213121	0.050656	0.067439	0.0708761	0.0328266	0.234647	0.618964	0.1902684	0.2585592	0.00568716	0.576221	0.00999671	0.00841617	0.390067	0.00961119	0.003549206	0.000643266	0.0371292	0.398378	3.56385	0.283847	0.3034	0.141028	0.271725	0.2621084	0.01354099
1460	-3720.718	-3713.961	-6.757459	0.8513725	0.2021023	0.531664	0.232155	0.194143	0.300229	0.0358405	0.0293815	0.12654	0.115255	0.153935	0.0332886	0.793508	0.0561952	0.289985	0.0794039	0.0770086	0.176463	0.149316	0.061026	0.2991519	-0.1244216	0.00584457	0.566999	0.00636485	0.0204724	0.383824	0.0164956	0.1811062	0.000570754	0.0349971	0.389123	3.57531	0.293691	0.310453	0.113189	0.282668	0.05668469	3.194976
1470	-3717.469	-3709.387	-8.081669	0.7424008	0.2083236	0.587474	0.197079	0.148167	0.218778	0.0150664	0.0409095	0.107878	0.111424	0.111485	0.0403613	0.361458	0.0696301	0.33614	0.200202	0.0572865	0.0194844	0.566079	0.209275	0.2532442	-0.4722679	0.00694615	0.512185	0.00589172	0.0193061	0.449238	0.00643315	0.4828823	0.000699931	0.0387112	0.40503	3.55556	0.312933	0.291992	0.133552	0.261523	0.01061441	45.49307
1480	-3713.2	-3711.319	-1.880975	0.7300781	0.1561022	0.603487	0.134644	0.184376	0.212207	0.00981155	0.0172325	0.204974	0.12457	0.112302	0.0348093	0.479721	0.130531	0.0180092	0.204114	0.0339512	0.0371569	0.357803	0.0572684	0.1571738	0.2366291	0.00690262	0.588899	0.00607527	0.013012	0.378788	0.00632335	0.04129015	7.61072e-05	0.0128767	0.260146	3.7269	0.315921	0.304024	0.12543	0.254625	0.2779193	0.1485689
1490	-3719.843	-3711.763	-8.079269	0.7288428	0.2131762	1.04452	0.223181	0.11784	0.164092	0.165597	0.202869	0.0925029	0.0763595	0.364704	0.0516484	0.292545	0.150391	0.250376	0.0456717	0.601017	0.0392528	0.245956	0.340216	0.1965909	-0.01478726	0.00427878	0.522785	0.00647491	0.0128606	0.451759	0.00184215	0.06838756	0.000813895	0.0417058	0.417164	3.54032	0.296047	0.298096	0.137468	0.268389	0.0536003	1.27588
1500	-3715.188	-3712.187	-3.001015	0.7805158	0.1923689	0.586721	0.223129	0.0833008	0.317053	0.03156	0.0333249	0.184749	0.139117	0.133902	0.0260829	0.647897	0.0793747	0.0805069	0.0559114	0.0687108	0.219069	0.217743	0.326654	0.1760005	0.009023265	0.0176437	0.531846	0.00926071	0.00670222	0.430596	0.00395184	0.06401221	0.000403916	0.0294924	0.36345	3.60665	0.283329	0.297441	0.133654	0.285576	0.07303548	0.8764537
1510	-3717.327	-3707.027	-10.3	0.530612	0.2028236	0.808576	0.189012	0.137258	0.303938	0.0673616	0.182481	0.218276	0.115695	0.145426	0.0519879	0.289247	0.318324	0.284669	0.0393338	0.144008	0.158844	0.917911	0.0842456	0.2511893	-0.3335669	0.0083788	0.577039	0.0075943	0.00328959	0.402256	0.0014422	0.3483172	0.000584791	0.0354201	0.390987	3.57301	0.309472	0.294892	0.119303	0.276333	0.01475035	23.61416
1520	-3713.928	-3708.683	-5.245162	0.5774384	0.2054822	0.486252	0.265104	0.183988	0.486581	0.0335339	0.11259	0.289633	0.113577	0.222281	0.0189061	0.975325	0.125353	0.0963044	0.0749641	0.11909	0.0874489	0.220248	0.164007	0.2172865	-0.03839533	0.0142093	0.5892	0.00365975	0.0033492	0.388416	0.00116662	0.03965188	0.000638637	0.0369968	0.397814	3.56455	0.293883	0.30811	0.116807	0.2812	0.001256549	31.55618
1530	-3714.959	-3709.514	-5.445619	0.8111199	0.2218017	0.569355	0.351487	0.146559	0.463954	0.0776182	0.178344	0.3864	0.0783454	0.335455	0.0161656	0.499413	0.0220416	0.119955	0.0599342	0.254227	0.0279486	0.223859	0.262031	0.2483437	-0.009186997	0.0143211	0.525641	0.00462288	0.00709108	0.444003	0.004321	0.01680862	0.00104695	0.0472232	0.438137	3.51359	0.280274	0.305092	0.147656	0.266978	0.007621626	2.205385
1540	-3721.842	-3712.065	-9.776802	0.8036215	0.1873849	0.898403	1.0237	0.103629	0.187529	0.013074	0.0262832	0.164583	0.116795	0.540288	0.0273867	0.330047	0.0948184	0.35491	0.0669952	0.155021	0.0197023	0.561456	0.0961678	0.2235977	-0.03726967	0.0221671	0.547741	0.00777073	0.00198634	0.415989	0.00434621	0.1049922	0.000333692	0.0268295	0.349941	3.6229	0.280117	0.299845	0.139002	0.281036	0.06772252	1.550329
1550	-3714.769	-3709.738	-5.030328	0.8140265	0.1931131	0.516114	0.434171	0.0901074	0.624469	0.0451081	0.0664347	0.474709	0.0692814	0.154729	0.039875	0.487934	0.0550555	0.0495024	0.052087	0.073251	0.0803335	0.216551	0.371648	0.2663024	-0.002971522	0.0169165	0.499833	0.00876996	0.0015758	0.46948	0.00342521	0.008347257	0.000415247	0.0298993	0.365446	3.60424	0.279917	0.305194	0.121714	0.293176	0.005375734	1.552766
1560	-3716.015	-3706.67	-9.344229	0.558759	0.1550326	0.867363	0.225234	0.136993	0.372796	0.0265004	0.0583268	0.269018	0.173127	0.225417	0.0386449	1.13204	0.246006	0.257013	0.0798182	0.0687704	0.0351561	0.222616	0.151786	0.2844054	-0.04507477	0.0138936	0.512397	0.00772459	0.00244683	0.460173	0.00336496	0.1030528	7.15952e-05	0.0124911	0.256948	3.73049	0.295347	0.303853	0.12529	0.275511	0.057978	1.777446
1570	-3715.676	-3709.679	-5.996798	0.5438234	0.1676751	0.490151	0.270098	0.269167	0.478776	0.0328653	0.0873585	0.261108	0.161571	0.109684	0.0428352	0.7349	0.0493601	0.197111	0.0894529	0.112576	0.107246	0.15744	0.237934	0.1803346	-0.1360591	0.0101538	0.515013	0.00543973	0.00331993	0.462691	0.00338214	0.173121	0.000140244	0.0174495	0.294273	3.68814	0.292737	0.313804	0.131869	0.261589	0.03706191	4.67113
1580	-3721.504	-3710.473	-11.03113	0.6643001	0.1669126	0.810554	0.125774	0.100174	0.458432	0.0169492	0.047326	0.268982	0.155694	0.0878627	0.0371084	0.224127	0.382004	0.100209	0.135065	0.147642	0.456022	0.89305	0.532877	0.1867996	0.1029205	0.00741928	0.50362	0.00539123	0.00938372	0.470666	0.00351983	0.008966388	0.000135062	0.017126	0.292054	3.69068	0.342829	0.282748	0.121926	0.252497	0.1118868	0.080138
1590	-3722.577	-3712.921	-9.656734	0.4037209	0.1815225	0.552168	0.284693	0.205332	0.895788	0.028151	0.110757	0.424688	0.156634	0.102167	0.08017	0.455212	0.163259	0.171918	0.119565	0.025596	0.104428	0.245049	0.245034	0.1678923	-0.05309898	0.00717403	0.459417	0.00896102	0.0103315	0.506904	0.00721284	0.1708968	0.000262989	0.0238418	0.333746	3.64215	0.293355	0.314822	0.15059	0.241233	0.1177978	1.450764
1600	-3714.733	-3713.344	-1.389029	0.508478	0.1882002	0.560024	0.180974	0.168597	0.292782	0.0402934	0.111911	0.243598	0.172866	0.115107	0.0869619	0.0218486	0.056039	0.105725	0.0988948	0.066621	0.0089147	0.299647	0.628133	0.181844	-0.0158681	0.00675551	0.49139	0.00683259	0.0101138	0.477332	0.00757644	0.05455715	0.000344521	0.0272575	0.352167	3.62023	0.291025	0.297603	0.131128	0.280244	0.03868905	1.410144
1610	-3717.714	-3709.05	-8.663445	0.5625048	0.1588403	0.736936	0.242821	0.17173	0.383115	0.0260975	0.067058	0.306026	0.163176	0.0889748	0.0469208	0.949187	0.812101	0.00198595	0.0841674	0.0680594	0.136609	0.165097	0.350521	0.2260944	-0.02206752	0.00818072	0.515197	0.00625405	0.00684861	0.45178	0.011739	0.03803637	8.86613e-05	0.0138926	0.2683	3.71772	0.295649	0.319619	0.11835	0.266382	0.01596885	2.38191
1620	-3716.71	-3713.201	-3.508882	0.5789377	0.1585253	0.577403	0.167295	0.165954	0.324333	0.0309505	0.135116	0.266996	0.225979	0.199073	0.0279234	0.0110546	0.110905	0.057197	0.0775809	0.0183448	0.21268	0.214486	0.449733	0.1753813	0.07819286	0.0122139	0.497804	0.00301961	0.00185156	0.476242	0.0088687	0.112996	8.71409e-05	0.0137736	0.267364	3.71878	0.294082	0.304368	0.143626	0.257924	0.1911888	0.5910176
1630	-3721.058	-3716.947	-4.110393	0.6627523	0.1794839	0.600439	0.22009	0.189757	0.426668	0.0398666	0.119754	0.301803	0.113998	0.190506	0.0478155	0.448308	0.0517252	0.090802	0.0755718	0.0494818	0.0457574	0.289529	0.113012	0.1503306	-0.02670549	0.0127058	0.477271	0.00639443	0.00304385	0.495424	0.00516057	0.1457226	0.000241207	0.0228409	0.32804	3.64888	0.329758	0.303671	0.134592	0.231979	0.1190171	1.224384
1640	-3718.547	-3714.032	-4.514538	0.8409811	0.2138963	0.748962	0.397716	0.160033	0.23383	0.0257193	0.119186	0.153524	0.0678772	0.250795	0.0139097	0.747373	0.0738436	0.152695	0.0581192	0.0264175	0.252639	0.168293	0.0306306	0.1691599	-0.1346231	0.0173682	0.460628	0.00622289	0.000334555	0.507919	0.00752723	0.1447435	0.000831833	0.0421571	0.418944	3.53807	0.313193	0.297938	0.130335	0.258534	0.01012032	14.30226
1650	-3726.308	-3710.423	-15.88522	0.4638065	0.2071717	0.718902	0.345807	0.305836	0.646934	0.106707	0.0921451	0.382469	0.217526	0.198658	0.0172883	0.316167	0.0914406	0.674946	0.104979	0.0730308	0.0440742	0.342551	0.311927	0.3175381	-0.4278349	0.008494	0.435835	0.00744794	0.00072107	0.536098	0.011404	0.5478434	0.000674608	0.0380126	0.402115	3.5592	0.307671	0.296876	0.134889	0.260565	0.1200085	4.565038
1660	-3714.484	-3705.063	-9.421757	0.6231083	0.1687704	0.999339	0.360443	0.231438	0.698663	0.0381491	0.0574031	0.381432	0.197824	0.16273	0.0520432	0.388797	0.153301	0.444986	0.0748756	0.0578423	0.0853953	0.429009	0.210893	0.2217109	-0.01438225	0.0101624	0.521444	0.0089109	0.00541914	0.447255	0.00680927	0.02130942	0.000147952	0.0179195	0.297454	3.68448	0.289085	0.316299	0.128047	0.266568	0.00692717	3.076208
1670	-3722.382	-3709.291	-13.09067	0.5048617	0.1800472	0.941054	0.438092	0.310726	0.650214	0.060428	0.237285	0.305384	0.282367	0.17652	0.0357509	0.848255	0.17204	0.415815	0.0655286	0.0778082	0.0525912	0.136911	0.194892	0.3619881	0.0902192	0.0107238	0.504802	0.00587068	0.00963465	0.462868	0.00610039	0.03645188	0.000247087	0.0231155	0.329621	3.64702	0.294636	0.299056	0.134733	0.271576	0.1266711	0.287768
1680	-3727.169	-3713.45	-13.71862	0.8464502	0.1985039	0.434071	0.340091	0.690754	0.71445	0.0599301	0.0810823	0.126414	0.130304	0.334209	0.0340464	0.9111	0.474272	0.0136853	0.0485177	0.0658998	0.127629	0.106372	0.70591	0.2860499	-0.09793859	0.00977642	0.597977	0.00775067	0.0201311	0.353733	0.0106311	0.1992255	0.000504261	0.0329168	0.379742	3.58684	0.308517	0.292668	0.122577	0.276237	0.1012869	1.966943
1690	-3721.265	-3713.567	-7.698541	0.7456834	0.2188607	0.536643	0.455632	0.157838	0.246794	0.0577296	0.145908	0.2041	0.117229	0.431538	0.048136	0.172815	0.0962478	0.312266	0.05583	0.0601546	0.111055	0.274428	0.118059	0.2697139	0.1660035	0.017998	0.440932	0.00520289	0.0111512	0.514641	0.0100754	0.1081157	0.00096296	0.0453153	0.431071	3.52265	0.330217	0.28511	0.146598	0.238075	0.2741192	0.3944111
1700	-3716.825	-3714.648	-2.176258	0.5687225	0.1873227	0.580299	0.073872	0.117185	0.192827	0.1022	0.126096	0.156994	0.107458	0.128718	0.0836308	0.163099	0.160172	0.113353	0.0207299	0.199432	0.0417604	0.464583	0.170138	0.198954	-0.04279394	0.0131696	0.541159	0.00878639	0.00454944	0.424994	0.00734192	0.155924	0.000332877	0.026797	0.34977	3.6231	0.27974	0.293608	0.139575	0.287077	0.11313	1.378272
1710	-3715.973	-3709.252	-6.720586	0.5967123	0.2079083	0.454474	0.281503	0.212455	0.303688	0.245984	0.316999	0.16997	0.132706	0.345138	0.0727994	0.53122	0.132359	0.338375	0.0222586	0.172466	0.0165198	0.120736	0.210649	0.2337221	-0.05133663	0.0104804	0.521788	0.00886512	0.00385819	0.442403	0.0126054	0.113127	0.000690726	0.0384587	0.403981	3.55687	0.299137	0.303366	0.126841	0.270655	0.06179036	1.830819
1720	-3715.379	-3713.068	-2.311644	0.5809624	0.2238028	0.420836	0.186867	0.117226	0.25436	0.0228274	0.0432625	0.136044	0.115039	0.100932	0.0426938	0.108169	0.194996	0.0980686	0.0622229	0.343592	0.0981014	0.354753	0.292758	0.1858471	0.02001675	0.0116825	0.495071	0.0113158	0.0064943	0.458864	0.0165721	0.1457559	0.00110684	0.0485364	0.442894	3.50746	0.306759	0.303733	0.116904	0.272604	0.1657726	0.8792518
1730	-3718.355	-3714.767	-3.588022	0.7373853	0.2123416	0.441083	0.272484	0.173567	0.37823	0.127224	0.177924	0.319557	0.0829353	0.0877533	0.0303532	0.107853	0.0131132	0.107006	0.0605026	0.252862	0.129104	0.148869	0.617159	0.1616411	-0.1166505	0.00620227	0.509065	0.011042	0.00667787	0.449972	0.0170406	0.1326951	0.000793441	0.0411849	0.415094	3.54293	0.302065	0.305995	0.139307	0.252633	0.01604457	8.270402
1740	-3729.613	-3720.413	-9.200847	0.512656	0.2131181	0.788013	0.30175	0.16173	0.211467	0.118731	0.420133	0.311448	0.357283	0.182453	0.0781479	0.0395711	0.182793	0.0958583	0.0850018	0.0952667	0.268564	0.631018	0.181561	0.1679761	0.1012436	0.00954989	0.476726	0.0159844	0.0113507	0.484073	0.00231603	0.02727258	0.000812461	0.0416695	0.41702	3.5405	0.32776	0.295997	0.131422	0.244821	0.1285161	0.2122113
1750	-3716.445	-3707.938	-8.506661	0.6344123	0.1768744	0.585973	0.516972	0.115616	0.409097	0.0842437	0.147102	0.241464	0.106932	0.176933	0.0454811	0.271527	0.237157	0.0215197	0.047491	0.376843	0.0122686	0.179051	0.300264	0.2299626	0.1775402	0.00725857	0.488566	0.0112403	0.00895789	0.482534	0.00144308	0.1329757	0.000215309	0.0215892	0.320681	3.65751	0.318265	0.297814	0.128775	0.255146	0.3105159	0.4282411
1760	-3719.64	-3715.346	-4.293833	0.4914672	0.1805203	0.656917	0.728553	0.258974	0.370785	0.0246207	0.0760479	0.272243	0.169003	0.146699	0.0772299	0.0552507	0.257804	0.0404318	0.168621	0.083027	0.0255326	0.180845	0.257678	0.2197739	0.03638996	0.00970625	0.460803	0.0118643	0.00464769	0.50932	0.0036591	0.005573837	0.000252107	0.0233473	0.330946	3.64545	0.296898	0.321111	0.118898	0.263092	0.0419638	0.1328249
1770	-3717.848	-3713.448	-4.400227	0.5641569	0.1913365	0.479045	0.409273	0.111982	0.219744	0.0581724	0.357221	0.152273	0.127029	0.23636	0.0609423	0.0772592	0.453049	0.0873371	0.101509	0.155588	0.0525079	0.20431	0.405926	0.2494855	0.03596535	0.0100975	0.479378	0.010207	0.00327497	0.496267	0.000776329	0.005396332	0.000388565	0.0289317	0.360671	3.61001	0.331672	0.282742	0.140357	0.245229	0.04136169	0.1304669
1780	-3716.99	-3708.012	-8.978061	0.4777031	0.1978021	0.762162	0.327979	0.170277	0.477375	0.162354	0.283508	0.18809	0.134282	0.333519	0.0644915	0.193634	0.496003	0.193473	0.0611036	0.232911	0.184097	0.230715	0.207521	0.2677025	0.08615563	0.00763745	0.627475	0.00971846	0.00587578	0.348636	0.000657481	0.01462281	0.000491968	0.0325172	0.377897	3.58909	0.302429	0.314037	0.1153	0.268234	0.1007784	0.1450986
1790	-3719.247	-3709.484	-9.763005	0.5315434	0.1923477	0.561394	0.179095	0.142405	0.4344	0.0684238	0.0913535	0.27358	0.168631	0.157971	0.021539	0.161239	0.105591	0.113504	0.0812607	1.00774	0.153055	0.496819	0.516398	0.1725243	-0.02170078	0.00812776	0.536976	0.00578525	0.0128132	0.434394	0.00190392	0.05215361	0.000403596	0.0294808	0.363393	3.60672	0.307721	0.286832	0.147594	0.257852	0.03045283	1.712603
1800	-3710.453	-3706.631	-3.821817	0.5692828	0.1901739	0.615937	0.259566	0.139945	0.301894	0.0117523	0.0680773	0.240836	0.176442	0.230362	0.0571663	0.267172	0.197273	0.344138	0.108268	0.0667672	0.139472	0.0813827	0.446229	0.212897	-0.01623339	0.010373	0.570817	0.00500526	0.0103189	0.399294	0.00419155	0.0348598	0.00037179	0.0283061	0.35753	3.61379	0.314275	0.305568	0.130495	0.249662	0.01862642	1.871525
1810	-3717.562	-3713.57	-3.99239	0.7393336	0.1936656	0.512962	0.32801	0.154417	0.275143	0.0648266	0.194227	0.172138	0.0834453	0.26914	0.0648317	0.404234	0.0589904	0.163749	0.0751381	0.00201486	0.205728	0.0811592	0.730951	0.1961953	0.0006126612	0.0146506	0.509609	0.00268422	0.00583995	0.447722	0.0194948	0.01739539	0.000423808	0.030203	0.366924	3.60245	0.309684	0.302819	0.123829	0.263667	0.01800805	0.9659785
