Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
10810	-3778.104	-3713.658	-64.44687	6.559817	0.1969093	0.00896878	0.0270233	0.012618	0.0154913	0.010882	0.00357909	0.00122252	0.0157477	0.0174658	0.00623885	0.0112665	0.00277441	0.0338336	0.000540131	0.0252743	0.019258	0.00408739	0.000677115	0.0228452	0.0503629	0.0146141	0.00822197	0.00160141	0.0230118	0.00712389	0.00694928	0.0103065	0.00274136	0.0249457	0.0172359	0.00562624	0.00432396	0.0177755	0.0290801	0.00426143	0.00552098	0.0204867	0.00487597	0.0109191	0.00825361	0.0177698	0.00863425	0.01768012	0.01676294	0.014439	0.475264	0.0117072	0.000791973	0.473647	0.0241504	14.69544	0.1669935	4	37.79342	0.4056712	0.000476637	0.0320117	0.375543	3.59197	0.318786	0.286131	0.130971	0.264112	0.1837564	0.9087763
10820	-3798.473	-3712.622	-85.85136	6.559817	0.1850303	0.00967491	0.037968	0.0243363	0.013257	0.0119516	0.00526577	0.0517437	0.0284904	0.00567068	0.0237949	0.0153696	0.00911544	0.0497039	0.0230119	0.032737	0.0170458	0.00180036	0.0146122	0.0154267	0.00481154	0.0191382	0.0345411	0.00270716	0.00971501	0.0313211	0.0011529	0.0371972	0.0609183	0.0352176	0.0348549	0.00599677	0.0377812	0.0251567	0.017868	0.00612423	0.0216312	0.0280106	0.0101133	0.0191552	0.0136548	0.00385479	0.0903052	0.02430508	0.01676294	0.0117087	0.477237	0.00951036	0.00168078	0.475613	0.0242506	14.69544	0.1669935	4	37.79342	0.4056712	0.000303809	0.0256103	0.343475	3.63061	0.297066	0.306199	0.139004	0.257731	0.1837564	0.9087763
10830	-3805.51	-3715.553	-89.95755	6.559817	0.2047531	0.00724924	0.0411125	0.021334	0.0118747	0.0114002	0.00317305	0.00702324	0.00474553	0.0927444	0.0150087	0.0739761	0.0435048	0.0516342	0.0780377	0.022467	0.00901065	0.00682536	0.00306995	0.018862	0.0458085	0.0593187	0.00673078	0.0119373	0.00237708	0.00835852	0.0190317	0.0545147	0.0310944	0.0354322	0.0323035	0.0163803	0.0129619	0.0245982	0.050689	0.00426192	0.003459	0.0178298	0.0181644	0.000871126	0.0136727	0.0335745	0.0106694	0.02712147	0.01676294	0.0126878	0.467481	0.0128059	0.00421521	0.485983	0.0168274	14.69544	0.1669935	4	37.79342	0.4056712	0.000623539	0.0365618	0.395949	3.56687	0.310094	0.314534	0.125268	0.250104	0.1837564	0.9087763
10840	-3790.659	-3705.406	-85.25224	6.559817	0.1932776	0.00941512	0.0270387	0.0230813	0.0157787	0.0129908	0.00704227	0.105671	0.0383996	0.00541166	0.00122713	0.0351503	0.0200463	0.0354197	0.0156721	0.0276898	0.0206721	0.00432172	0.000535542	0.00499505	0.00609571	0.0328153	0.00421418	0.0332732	0.0382996	0.0284817	0.0145634	0.0503121	0.0479226	0.00289547	0.0268631	0.00837453	0.000387859	0.0152593	0.0726123	0.00506123	0.00816913	0.0128464	0.0149068	0.0218374	0.02574	0.0290733	0.00257921	0.01777298	0.01676294	0.0106928	0.531301	0.00309689	0.00773745	0.432196	0.0149756	14.69544	0.1669935	4	37.79342	0.4056712	0.000417783	0.0299896	0.365886	3.60371	0.295877	0.314248	0.124173	0.265702	0.1837564	0.9087763
10850	-3788.612	-3709.767	-78.84493	6.559817	0.2335907	0.00774425	0.0274497	0.0252384	0.0119	0.0141804	0.00347762	0.019094	0.0491165	0.0301877	0.057602	0.0311428	0.00269604	0.025593	0.037278	0.0404968	0.0349787	0.00472562	0.000414483	0.0332542	0.0151517	0.00113283	0.0126813	0.000301936	0.00171545	0.0170001	0.0232031	0.00467219	0.0196493	0.00215781	0.0467244	0.0236299	0.0491	0.0157292	0.0174428	0.00547324	0.007077	0.0171044	0.0253596	0.00581691	0.00290979	0.0204416	0.00946603	0.0183684	0.01676294	0.0144878	0.533728	0.00306752	0.00777279	0.43417	0.00677422	14.69544	0.1669935	4	37.79342	0.4056712	0.00143315	0.0551227	0.46558	3.47786	0.306241	0.315254	0.121333	0.257172	0.1837564	0.9087763
10860	-3782.938	-3714.329	-68.60937	6.559817	0.1585229	0.00940712	0.0303578	0.0226814	0.019577	0.0101909	0.00344895	0.0126081	0.026901	0.00990086	0.000384919	0.0225434	0.0297318	0.0413191	0.00112312	0.0231472	0.0324712	0.00490485	0.000872965	0.00942877	0.00539293	0.0120093	0.00789711	0.0137027	0.00173465	0.0110784	0.0329402	0.00975287	0.0182407	0.0520163	0.0346606	0.00180777	0.0256351	0.0113224	0.00310629	0.007323	0.0107726	0.00188361	0.0101221	0.000701687	0.0163729	0.0105536	0.0173893	0.01571377	0.01676294	0.00736817	0.502072	0.00357773	0.0055578	0.468477	0.0129468	14.69544	0.1669935	4	37.79342	0.4056712	8.71294e-05	0.0137727	0.267357	3.71878	0.28572	0.31043	0.136397	0.267453	0.1837564	0.9087763
10870	-3802.532	-3711.615	-90.917	6.559817	0.1909548	0.0121706	0.0293935	0.0202265	0.0116367	0.0155193	0.00654106	0.01042	0.0237738	0.0448675	0.0834176	0.00353435	0.0106185	0.0273347	0.0584489	0.0237896	0.0296974	0.00329224	0.030899	0.0435055	0.00969392	0.0320943	0.0105685	0.0218289	0.0558945	0.0187836	0.0110422	0.0119658	0.0158822	0.0698151	0.0542977	0.00447115	0.0113268	0.0218964	0.0487851	0.00718421	0.00206123	0.0316252	0.0165504	0.0105447	0.0176474	0.0665237	0.00892771	0.02080354	0.01676294	0.0102193	0.565003	0.00635984	0.0184393	0.395077	0.00490201	14.69544	0.1669935	4	37.79342	0.4056712	0.000382999	0.0287257	0.359641	3.61125	0.302124	0.31801	0.120211	0.259655	0.1837564	0.9087763
10880	-3793.659	-3707.817	-85.84233	6.559817	0.1757261	0.0109015	0.0316244	0.016803	0.011211	0.0104217	0.00207641	0.0173025	0.0468873	0.0150352	0.0117341	0.0422947	0.014783	0.0367462	0.0345461	0.0360346	0.0195635	0.005336	0.0352548	0.03891	0.0289532	0.0245326	0.00563917	0.0137832	0.0160838	0.0440243	0.0374862	0.0255359	0.066346	0.00487917	0.0492416	0.0243312	0.0426226	0.0111402	0.00382294	0.00678071	0.0097772	0.0299495	0.0223731	0.0180574	0.0081919	0.00230538	0.00692662	0.02010596	0.01676294	0.0045244	0.517697	0.00972063	0.00867735	0.454946	0.00443438	14.69544	0.1669935	4	37.79342	0.4056712	0.000204593	0.021049	0.317424	3.66132	0.303445	0.287129	0.145947	0.263479	0.1837564	0.9087763
10890	-3792.015	-3710.177	-81.83765	6.559817	0.1979313	0.0101731	0.0241707	0.0179261	0.0137756	0.0111369	0.0046335	0.00827859	0.0191771	0.00753946	0.0886048	0.00771791	0.0190237	0.0447237	0.0424866	0.0349389	0.00872273	0.00343309	0.00737669	0.000107913	0.00745085	0.0010218	0.0357653	0.00929136	0.0429591	0.000162791	0.0108819	0.0328886	0.0184233	0.041361	0.0354509	0.00611188	0.0353921	0.0111386	0.0200763	0.0070143	0.00250577	0.0250595	0.0159066	0.0183758	0.0216929	0.0469069	0.0295028	0.0236327	0.01676294	0.0105011	0.558058	0.00898955	0.0119176	0.401716	0.00881819	14.69544	0.1669935	4	37.79342	0.4056712	0.000494215	0.0325907	0.378237	3.58868	0.27766	0.31508	0.133545	0.273715	0.1837564	0.9087763
10900	-3791.371	-3717.044	-74.32756	6.559817	0.171696	0.00956954	0.0321897	0.0238949	0.0103037	0.012833	0.000297792	0.00599806	0.00662472	0.0159491	0.0342849	0.00304579	0.00106849	0.0442083	0.0042645	0.038239	0.00389149	0.000815316	0.0306929	0.0392747	0.00173338	0.00204845	0.0135185	0.0126146	0.0390164	0.0104956	0.0112827	0.02299	0.0137458	0.00716919	0.0331474	0.031261	0.0168176	0.0244901	0.0277294	0.00977106	0.00428931	0.00788077	0.0399244	0.000194094	0.0358728	0.00551881	0.0241583	0.01939901	0.01676294	0.00881591	0.564685	0.00625463	0.0126425	0.404296	0.00330517	14.69544	0.1669935	4	37.79342	0.4056712	0.000170107	0.0192055	0.305902	3.67472	0.303309	0.31441	0.130444	0.251837	0.1837564	0.9087763
10910	-3777.422	-3711.416	-66.00597	6.559817	0.1622536	0.00911549	0.0309194	0.0205272	0.0136647	0.0114877	0.00523678	0.00814398	0.00459923	0.04413	0.0101552	0.00747693	0.0219927	0.0279137	0.0200158	0.0450601	0.0167798	0.00717291	0.0230363	0.00286061	0.00152019	0.00242991	0.00190385	0.0185562	0.00342237	0.00700868	0.0357262	0.00960869	0.0186879	0.00914002	0.0118896	0.00564179	0.00268695	0.0109181	0.00868034	0.00329823	0.00897506	0.0226223	0.00890731	0.022961	0.00299445	0.0177421	0.0115578	0.0171149	0.01676294	0.0132661	0.555628	0.00358469	0.00567482	0.419618	0.00222854	14.69544	0.1669935	4	37.79342	0.4056712	0.000106476	0.0152168	0.278399	3.70628	0.319433	0.309361	0.120378	0.250829	0.1837564	0.9087763
10920	-3790.148	-3709.168	-80.97965	6.559817	0.1650817	0.0155223	0.0370655	0.0210834	0.0143667	0.0146964	0.00630389	0.0246994	0.0159995	0.00911073	0.0394122	0.00627149	0.0114859	0.0602921	0.0471698	0.0634309	0.0139297	0.00449108	0.0191681	0.00741123	0.0557243	0.00830528	0.000366589	0.00218732	0.0277434	0.00411137	0.0892962	0.0235505	0.025221	0.00822095	0.0404993	0.00425461	0.0173338	0.00710677	0.00873439	0.0100321	0.00883162	0.0148725	0.0192248	0.00283831	0.00847722	0.0034144	0.0201375	0.02028439	0.01676294	0.00922838	0.577002	0.00459494	0.00372236	0.401677	0.0037757	14.69544	0.1669935	4	37.79342	0.4056712	0.000123209	0.0163619	0.286707	3.69681	0.295881	0.324542	0.120907	0.25867	0.1837564	0.9087763
10930	-3792.231	-3710.41	-81.82122	6.559817	0.1511348	0.00916477	0.0405677	0.0167294	0.0168924	0.00935436	0.00334611	0.00337335	0.00606368	0.00741427	0.0424486	0.0154572	0.0241192	0.0347475	0.0397846	0.0377992	0.0132331	0.00708895	0.0360395	0.0106384	0.0235192	0.0493306	0.0440019	0.0197683	0.00417724	0.0378762	0.000428993	0.00542942	0.0307645	0.0538145	0.0572394	0.00298055	0.0148458	0.0170901	0.0221126	0.00590212	0.00748924	0.026221	0.0116308	0.00657531	0.00109599	0.0392179	0.00238071	0.01925032	0.01676294	0.00938709	0.586925	0.00674078	0.00394397	0.388256	0.00474761	14.69544	0.1669935	4	37.79342	0.4056712	5.68831e-05	0.0111401	0.245247	3.74356	0.300735	0.280075	0.134797	0.284393	0.1837564	0.9087763
10940	-3785.276	-3705.683	-79.59375	6.559817	0.1622028	0.00735363	0.0334959	0.0241689	0.0108571	0.0110535	0.00588621	0.0321579	0.0110669	0.000331533	0.0274058	0.0350061	0.0151252	0.0357535	0.0181894	0.0626021	0.012994	0.00542546	0.00743001	0.0702035	0.0193415	0.0261405	0.0135915	0.0256122	0.00105341	0.0101605	0.0348883	0.0545978	0.0103708	0.00728239	0.0318515	0.00708289	0.0746167	0.00698631	0.000610424	0.00493001	0.00531976	0.00290134	0.031037	0.00267717	0.000101135	0.000284572	0.0142355	0.02102796	0.01676294	0.00801466	0.600099	0.0061836	0.00652032	0.37466	0.004523	14.69544	0.1669935	4	37.79342	0.4056712	0.000106193	0.0151967	0.278249	3.70645	0.291419	0.309757	0.126898	0.271926	0.1837564	0.9087763
10950	-3790.508	-3711.984	-78.52335	6.559817	0.1953097	0.00866927	0.0355204	0.024632	0.0111446	0.0121711	0.00225203	0.0165176	0.0800986	0.026203	0.0144387	0.00729016	0.0116423	0.0343877	0.0143794	0.035136	0.0237154	0.00382784	0.0059286	0.0144391	0.0199578	0.00994518	0.0166335	0.0060856	0.0182285	0.0444733	0.0277603	0.0235159	0.0019118	0.0576406	0.0495	0.0137589	0.00277325	0.017498	0.00724265	0.0062651	0.00474464	0.00803988	0.0298961	0.00217399	0.00289583	0.0140845	0.0274277	0.01874642	0.01676294	0.00356316	0.5392	0.00894663	0.00367473	0.441115	0.00350097	14.69544	0.1669935	4	37.79342	0.4056712	0.00045003	0.0311142	0.371306	3.59713	0.334811	0.293944	0.127735	0.243511	0.1837564	0.9087763
10960	-3775.134	-3706.662	-68.47184	6.559817	0.2114015	0.00783769	0.0364365	0.0210739	0.0147864	0.0130284	0.00279256	0.00526587	0.007498	0.00484055	0.00612959	0.0011143	0.0120237	0.0372867	0.00384937	0.0407178	0.0270256	0.00677105	0.010921	0.00625415	0.0238134	0.0116625	0.0126112	0.000185741	0.010473	0.0166386	0.0127741	0.00783546	0.028888	0.0048683	0.0466228	0.00654907	0.00283191	0.0125664	0.0244311	0.00481377	0.00856583	0.0154882	0.0151801	0.000593446	0.0105898	0.0301131	0.0163253	0.02017782	0.01676294	0.00871293	0.510532	0.00880909	0.0054175	0.463081	0.00344714	14.69544	0.1669935	4	37.79342	0.4056712	0.000770831	0.0406011	0.412754	3.54587	0.324203	0.299091	0.134441	0.242265	0.1837564	0.9087763
10970	-3792.283	-3706.205	-86.07805	6.559817	0.1679462	0.00835911	0.0240297	0.0204968	0.0129951	0.0114859	0.00742755	0.00126823	0.0288356	0.0262347	0.0110539	0.0288386	0.0228636	0.0364879	0.0203495	0.0128401	0.0152416	0.00263932	0.00795011	0.0809	0.00951912	0.113938	0.0140767	0.0762715	0.035263	0.0163151	0.00821965	0.000914549	0.000885121	0.0572892	0.0457163	0.0272666	0.00272227	0.0105321	0.0516757	0.00688868	0.0116025	0.0148544	0.035732	0.000581909	0.00649002	0.00515707	0.0099806	0.01958313	0.01676294	0.0110879	0.509382	0.0112637	0.00300643	0.463115	0.00214572	14.69544	0.1669935	4	37.79342	0.4056712	0.000142123	0.0175652	0.295062	3.68723	0.293488	0.310252	0.133454	0.262806	0.1837564	0.9087763
10980	-3794.656	-3716.321	-78.33473	6.559817	0.2002677	0.015575	0.0262956	0.0115637	0.0113856	0.0132672	0.00836661	0.00676221	0.00154978	0.0236147	0.0158449	0.0349231	0.0270813	0.0319834	0.0317331	0.0359586	0.0197447	0.00561062	0.0246956	0.00841541	0.0110644	0.0107649	0.0167311	0.0199896	0.00852551	0.0611256	0.0040322	0.0203913	0.00346017	0.00764947	0.0225405	0.0233063	0.0491476	0.0175846	0.0177046	0.00699709	0.0219285	0.00564985	0.003849	0.042436	0.0123204	0.0167222	0.0309217	0.01741083	0.01676294	0.00661322	0.468861	0.00870613	0.00366035	0.496337	0.0158222	14.69544	0.1669935	4	37.79342	0.4056712	0.000536124	0.03393	0.384356	3.58118	0.309496	0.294215	0.140387	0.255903	0.1837564	0.9087763
10990	-3787.636	-3707.979	-79.65703	6.559817	0.1764898	0.00962183	0.032199	0.0210963	0.0095849	0.0108004	0.00404269	0.00916485	0.0204815	0.0196109	0.0426871	0.0540887	0.000328703	0.0409935	0.00150357	0.0171615	0.0298777	0.00746932	0.00304684	0.00398285	0.0114656	0.000886228	0.0164298	0.0232074	0.0130377	0.0514481	0.00901254	0.000311536	0.0028146	0.0270463	0.0488992	0.0491435	0.0336532	0.00419581	0.0654967	0.00613993	0.00954101	0.0253029	0.0015667	0.0551221	0.00810608	0.00849005	0.00744388	0.01931417	0.01676294	0.0139506	0.502176	0.00230462	0.00233675	0.464427	0.014805	14.69544	0.1669935	4	37.79342	0.4056712	0.000211674	0.0214075	0.319591	3.65879	0.298321	0.294254	0.142922	0.264503	0.1837564	0.9087763
11000	-3783.078	-3712.882	-70.1959	6.559817	0.1652719	0.00712236	0.0238424	0.0176399	0.0111227	0.0126005	0.00748088	0.0084374	0.0142876	0.0020742	0.0201996	0.0123119	0.000683884	0.0290872	0.000292891	0.0109266	0.0403389	0.0037017	0.0103942	0.0117125	0.00215902	0.00590922	0.0210095	0.0110468	0.0158945	0.00426549	0.0238404	0.0167576	0.0193062	0.0763274	0.065904	0.0125235	0.00295431	0.00161351	0.0178046	0.00808864	0.00315367	0.0136552	0.000241121	0.0546226	0.0092447	0.0108847	0.00375435	0.01323808	0.01676294	0.00993339	0.466088	0.00644374	0.00264573	0.493623	0.0212658	14.69544	0.1669935	4	37.79342	0.4056712	0.000124402	0.0164404	0.287263	3.69617	0.287073	0.308478	0.137653	0.266797	0.1837564	0.9087763
11010	-3785.045	-3708.407	-76.63713	6.559817	0.1595353	0.0105121	0.0298563	0.0140901	0.00936035	0.0119476	0.00384844	0.00721974	0.0116395	0.0815461	0.00419881	0.00635667	0.0349542	0.0287406	0.0134618	0.0105594	0.023387	0.00413759	2.70148e-05	0.0256674	0.00921569	0.00539802	0.0107899	0.0670736	0.00191806	0.0104086	0.00207572	0.00354199	0.0546668	0.0864555	0.0422185	0.00900247	0.00595612	0.0114639	0.00411426	0.00703669	0.0111743	0.00430903	0.00441793	0.0539717	0.00545526	0.00240536	0.0145425	0.01893918	0.01676294	0.00867725	0.563508	0.00862262	0.00536774	0.400533	0.0132917	14.69544	0.1669935	4	37.79342	0.4056712	9.20878e-05	0.0141571	0.270362	3.71539	0.292448	0.301354	0.141748	0.264449	0.1837564	0.9087763
11020	-3776.45	-3706.216	-70.23382	6.559817	0.2002611	0.0113077	0.0360827	0.022762	0.0129889	0.0133142	0.00505072	0.0220999	0.00258757	0.000248929	0.0017039	0.0279104	0.00063283	0.0386592	0.00257351	0.0336413	0.0280131	0.0034755	0.0103624	0.00111761	0.0134676	0.0265636	0.00952407	0.00903847	0.0479356	0.00545669	0.00486557	0.0159438	0.00266354	0.00542514	0.047781	0.0384115	0.0183248	0.016674	0.0035586	0.00352749	0.00117122	0.0120887	0.00629897	0.0245892	0.0153404	0.0126374	0.0224935	0.01888425	0.01676294	0.0092603	0.536725	0.00752828	0.00222543	0.440133	0.00412727	14.69544	0.1669935	4	37.79342	0.4056712	0.000536003	0.0339263	0.384339	3.5812	0.289853	0.309056	0.129883	0.271208	0.1837564	0.9087763
11030	-3771.929	-3710.946	-60.98267	6.559817	0.1788436	0.00639018	0.0347228	0.0233996	0.0157173	0.00925153	0.00383821	0.00524253	0.00473413	0.00267524	0.00876082	0.00277175	0.00328742	0.0273829	0.016766	0.0361058	0.0176772	0.00204372	0.00371211	0.00148598	0.00878097	0.00299852	0.0104077	0.00548321	0.0141623	0.0112476	0.0100871	0.043552	0.00132847	0.00322855	0.0196969	0.00470209	0.0128723	0.0111011	0.00287959	0.00507231	0.0102147	0.00139646	0.0185514	0.0405467	0.0252125	0.0295556	0.00158948	0.01100636	0.01676294	0.00938111	0.563427	0.0141186	0.0133285	0.398059	0.00168588	14.69544	0.1669935	4	37.79342	0.4056712	0.00023465	0.0225307	0.32624	3.65099	0.300607	0.316514	0.120296	0.262583	0.1837564	0.9087763
11040	-3799.543	-3712.617	-86.92612	6.559817	0.2026743	0.00662812	0.0314113	0.0190054	0.0127904	0.0102415	0.00207957	0.0712217	0.0129744	0.0271163	0.012034	0.021804	0.018752	0.0333136	0.0219181	0.0311948	0.0125559	0.00435378	0.0052686	0.0208703	0.0710935	0.0551335	0.0283331	0.0104229	0.0962875	0.0116865	0.00988086	0.022415	0.0217709	0.0367227	0.0121535	0.0333269	0.0423478	0.018406	0.0148139	0.00477063	0.00376761	0.0198599	0.0108144	0.000457648	0.010643	0.0370894	0.00202649	0.02779602	0.01676294	0.00471823	0.560907	0.010665	0.018784	0.396279	0.00864652	14.69544	0.1669935	4	37.79342	0.4056712	0.000581866	0.0353324	0.390602	3.57348	0.301767	0.302732	0.125278	0.270222	0.1837564	0.9087763
11050	-3786.275	-3713.388	-72.88703	6.559817	0.194594	0.00748116	0.0271285	0.0283917	0.00860157	0.0139664	0.00356895	0.0401942	0.0170432	0.0621817	0.00884715	0.0168262	0.0110223	0.0415229	0.0213604	0.0335518	0.0187446	0.00415097	0.0419858	0.0014853	0.0185108	0.0163543	0.0379425	0.006841	0.0191422	0.00863526	0.001637	0.0308079	0.00806056	0.0255762	0.0229963	0.0110108	0.00267845	0.0188074	0.00591573	0.00906589	0.000945233	0.014864	0.0133884	8.5804e-05	0.00393313	0.000569708	0.00181364	0.01901682	0.01676294	0.00731291	0.562169	0.0093631	0.0188262	0.39717	0.005158	14.69544	0.1669935	4	37.79342	0.4056712	0.000438475	0.0307161	0.369402	3.59944	0.317374	0.308807	0.119479	0.25434	0.1837564	0.9087763
11060	-3781.516	-3709.064	-72.45146	6.559817	0.174708	0.00763228	0.0250885	0.0227788	0.0141595	0.0089297	0.0063639	0.0143871	0.0135832	0.00280701	0.000813242	0.00565088	0.000578922	0.0347624	0.0354874	0.0577408	0.0249436	0.00597336	0.0109586	0.0407074	0.0160104	0.000998462	0.0232237	0.00124035	0.0117552	0.0662991	0.0280496	0.00890657	0.00822034	0.000696336	0.0268074	0.0291766	0.00156534	0.0191181	0.0283192	0.00824108	0.00629813	0.0123933	0.0162273	0.000818792	0.00670604	0.00647965	0.0149739	0.01951329	0.01676294	0.00546781	0.577441	0.00911496	0.0164715	0.386645	0.00486005	14.69544	0.1669935	4	37.79342	0.4056712	0.000195428	0.0205755	0.314526	3.6647	0.304898	0.298525	0.118574	0.278003	0.1837564	0.9087763
11070	-3785.553	-3712.67	-72.8829	6.559817	0.1841842	0.00729471	0.033209	0.0169618	0.0177828	0.0111845	0.00843405	0.00201485	0.00990407	0.122057	0.00597943	0.0209988	0.0151492	0.0240242	0.0300783	0.0280952	0.0250703	0.00443405	0.00325274	0.0152682	0.00198892	0.0171361	0.000823443	0.0131038	0.00886392	0.0109426	0.0102101	0.00724617	0.00788156	0.000582253	0.0338641	0.0320677	0.00143198	0.00956145	0.0128351	0.00384469	0.0122842	0.009098	0.00894744	0.0255801	0.00912464	0.0330158	0.0236681	0.01671214	0.01676294	0.0184709	0.563002	0.0111046	0.0151684	0.388389	0.00386428	14.69544	0.1669935	4	37.79342	0.4056712	0.000293566	0.0251785	0.341139	3.63339	0.287066	0.319148	0.132041	0.261744	0.1837564	0.9087763
11080	-3788.915	-3716.214	-72.70109	6.559817	0.1772887	0.0144746	0.0260321	0.0306932	0.010511	0.0198631	0.00234085	0.0163378	0.00979919	0.0179877	0.0378878	0.0167169	0.00673364	0.0244386	0.00236799	0.0388516	0.0191186	0.00410247	0.0254431	0.0126697	0.0154802	0.00502719	0.000168565	0.00560172	0.0362494	0.0113418	0.0375503	0.00499815	0.0195715	0.0171419	0.0477723	0.00986598	0.00017692	0.00274798	0.00158835	0.00619472	0.00408173	0.0151361	0.0265067	0.011864	0.0151163	0.0439259	0.0168097	0.01734422	0.01676294	0.0100549	0.490212	0.00564816	0.0101907	0.479928	0.00396589	14.69544	0.1669935	4	37.79342	0.4056712	0.000219276	0.0217856	0.321853	3.65614	0.3172	0.309692	0.13199	0.241118	0.1837564	0.9087763
11090	-3780.1	-3710.231	-69.86881	6.559817	0.1760544	0.00332454	0.0350022	0.0215268	0.0113935	0.0123145	0.0107985	0.0103879	0.00233604	0.0218749	0.0119704	0.00175613	0.000480834	0.0441621	0.0190845	0.0452779	0.0280954	0.00397539	0.018642	0.0350206	0.00232451	0.0236941	0.00602285	0.00881584	0.00747586	0.0253691	0.0683728	0.0146804	0.00718241	0.000606037	0.0220125	0.00339884	0.0126232	0.00788155	0.0112863	0.00425641	0.00489279	0.00825825	0.0133105	0.00837847	0.0098048	0.0175389	0.0156115	0.01329189	0.01676294	0.0116533	0.474365	0.00571897	0.0128818	0.494831	0.000549581	14.69544	0.1669935	4	37.79342	0.4056712	0.000207615	0.0212027	0.318356	3.66023	0.298283	0.297485	0.134795	0.269438	0.1837564	0.9087763
11100	-3778.275	-3704.714	-73.56152	6.559817	0.2002229	0.00607016	0.029298	0.0147096	0.0123254	0.0107431	0.00735812	0.0563547	0.00158332	0.0172241	0.00163662	0.000506185	0.00455058	0.0403773	0.00742098	0.0261215	0.0241312	0.00519168	0.00994058	0.000173511	0.0348477	0.0031741	0.0260308	0.0392416	0.0548711	0.0167866	0.0379887	0.0238163	0.0197173	0.00174027	0.030679	0.0476258	0.00769758	0.00242434	0.0138533	0.00528242	0.00813294	0.0139231	0.0149532	0.0150616	0.00186404	0.00231197	0.00882711	0.01699784	0.01676294	0.0167658	0.493805	0.00830086	0.00798808	0.4724	0.000740512	14.69544	0.1669935	4	37.79342	0.4056712	0.000535299	0.0339042	0.38424	3.58132	0.305446	0.304629	0.137408	0.252517	0.1837564	0.9087763
11110	-3787.37	-3712.86	-74.50995	6.559817	0.1847132	0.00506445	0.0251963	0.0219758	0.0113884	0.00968254	0.00706649	0.0180396	0.00306822	0.0108189	0.0129456	0.0802073	0.000644595	0.0493875	0.00329154	0.0186359	0.0290143	0.00498929	0.0126654	0.036391	0.0262385	0.00769605	0.0306935	0.00821966	0.0136204	0.0136032	0.0447932	0.00831653	0.034387	0.0233144	0.0263742	0.00573108	0.00118302	0.00651686	0.016467	0.00920507	0.0113135	0.015986	0.00593119	0.00958815	0.0109875	0.0268734	0.00394621	0.01815485	0.01676294	0.0137332	0.446155	0.00622753	0.0082379	0.524576	0.00107004	14.69544	0.1669935	4	37.79342	0.4056712	0.000299941	0.0254481	0.3426	3.63165	0.325566	0.284045	0.134768	0.255621	0.1837564	0.9087763
11120	-3792.831	-3707.291	-85.54033	6.559817	0.1831213	0.00479605	0.0259868	0.0153796	0.0110975	0.0112273	0.0057187	0.0101257	0.0107198	0.0358974	0.0679937	0.0139165	0.0115975	0.0305948	0.0695149	0.0344125	0.0266453	0.00231466	0.00490481	0.0132353	0.0342046	0.0101903	0.0504607	0.0122458	0.0211458	0.0202858	0.0303989	0.0960137	0.0631483	0.00427665	0.00400299	0.0182373	0.0682209	0.00620848	0.00569682	0.00794532	0.0082826	0.0205727	0.0119513	0.00233843	0.00945002	0.0260011	0.00123807	0.02242356	0.01676294	0.0110726	0.493671	0.0117649	0.0131699	0.466748	0.00357368	14.69544	0.1669935	4	37.79342	0.4056712	0.000281059	0.0246407	0.338195	3.63688	0.312575	0.285876	0.13297	0.268579	0.1837564	0.9087763
11130	-3798.51	-3712.829	-85.68106	6.559817	0.2272777	0.00417052	0.0261818	0.0224442	0.0138719	0.00791879	0.00458696	0.0238705	0.00552665	0.0413405	0.00221254	0.00528429	0.0273342	0.0364298	0.0622022	0.0261105	0.0363193	0.00556591	0.0285178	0.00724066	0.0332972	0.00447093	0.00376118	0.0259205	0.0265608	0.0766771	0.0332837	0.0934667	0.0252094	0.0346283	0.00319071	0.00963762	0.0363311	0.0103604	0.00069026	0.00362066	0.00915341	0.0129882	0.0292721	0.0420757	0.000768999	0.0346018	0.00266503	0.023771	0.01676294	0.0106649	0.467161	0.0138614	0.00640539	0.495893	0.00601445	14.69544	0.1669935	4	37.79342	0.4056712	0.00121627	0.0508445	0.451059	3.49688	0.313377	0.295526	0.137915	0.253182	0.1837564	0.9087763
