Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
860	-3783.387	-3716.256	-67.13058	5.875502	0.186134	0.0222132	0.0313812	0.0427708	0.0285186	0.0191046	0.00804185	0.00192915	0.00543921	0.00597303	0.032764	0.0185898	0.000757296	0.0297801	0.0035328	0.0111474	0.0239174	0.00336523	0.0113176	0.0310102	0.00398482	0.00341609	0.0151858	0.0192334	0.00721878	0.00444811	0.000911813	0.00818081	0.00325851	0.0568875	0.0364701	0.0126309	0.000481202	0.0234401	0.00866326	0.0127906	0.0318233	0.0638467	0.00980997	0.0026377	0.0336994	0.00468979	0.00163096	0.02240549	0.01542873	0.0164405	0.578402	2.63431e-05	0.00133249	0.381669	0.0221289	35.04873	0.1621257	4	37.74794	0.3921908	0.000317562	0.0261787	0.346512	3.62699	0.287372	0.297867	0.129136	0.285625	0.1775544	0.9131042
870	-3786.417	-3713.087	-73.33035	5.875502	0.2020013	0.0216471	0.0359047	0.0239951	0.0308376	0.0220096	0.0122611	0.00803517	0.0293227	0.00556445	0.0441301	0.0266861	0.00104018	0.0465462	0.00302516	0.0234217	0.0277331	0.00116692	0.0180607	0.075193	0.000115324	0.0181902	0.0228815	0.00298242	0.00882092	0.0173379	0.0141686	0.00324114	0.0170037	0.0607413	0.0474348	0.0244547	0.00218947	0.0114883	0.0162402	0.0102263	0.0409903	0.0186072	0.0149827	0.00499997	0.0219228	0.00234185	0.00304762	0.01900661	0.01542873	0.013984	0.510263	1.94293e-05	0.00117551	0.455036	0.019522	35.04873	0.1621257	4	37.74794	0.3921908	0.000568807	0.0349379	0.388861	3.57563	0.313798	0.29196	0.131791	0.26245	0.1775544	0.9131042
880	-3780.116	-3716.235	-63.88074	5.875502	0.1601481	0.014723	0.0461804	0.030846	0.0289271	0.0248517	0.0158753	0.00707254	0.0126458	0.00320033	0.0114771	0.0116154	0.00407067	0.0191568	0.0150537	0.0142118	0.0444988	0.0029837	0.0062664	0.00257721	2.52069e-05	0.00133587	0.0491453	0.00105369	0.00834497	0.0231984	0.0138282	0.015683	0.00269286	0.015407	0.0420227	0.00695827	0.0241299	0.0279664	0.00727901	0.0134504	0.0068215	0.0371209	0.00776534	0.00572862	0.000281994	0.0249655	0.0175904	0.01771519	0.01542873	0.0126473	0.567779	0.000175937	0.000454782	0.401709	0.0172342	35.04873	0.1621257	4	37.74794	0.3921908	9.51923e-05	0.0143925	0.272178	3.71333	0.289967	0.30674	0.135665	0.267628	0.1775544	0.9131042
890	-3785.877	-3715.555	-70.32284	5.875502	0.1401088	0.0208599	0.0590907	0.0540562	0.0249529	0.031419	0.00862685	0.0153495	0.00805008	0.0198417	0.0166854	0.046014	0.0194437	0.0282587	0.0051026	0.0114079	0.0566522	0.00557751	0.000802766	0.0367107	0.00922785	0.00974408	0.00987981	0.00986406	0.0179186	0.00726516	0.0269807	0.00403068	0.00849024	0.00145876	0.0502207	0.0459363	0.00807958	0.0220703	0.00166684	0.00710413	0.00362039	0.0341982	0.0113622	0.00524509	0.00101078	0.0193066	8.20304e-05	0.01802327	0.01542873	0.0156513	0.520727	0.0014603	0.00139208	0.447078	0.013691	35.04873	0.1621257	4	37.74794	0.3921908	2.76829e-05	0.0077829	0.211828	3.78036	0.290633	0.307444	0.138206	0.263718	0.1775544	0.9131042
900	-3791.313	-3717.735	-73.57859	5.875502	0.1565484	0.0169952	0.0509845	0.0382045	0.0458685	0.0273902	0.0181522	0.00263758	0.0322815	0.00651269	0.00492539	0.0145548	0.00200124	0.0338244	0.0514819	0.0159214	0.0256902	0.00623629	0.00351495	0.0441206	0.00820348	0.0102493	0.0325958	0.00941476	0.0182874	0.0020083	0.0214958	0.000878528	0.00552379	0.0194793	0.0258958	0.00253905	0.000387287	0.0231288	0.0179375	0.00740241	0.0600911	0.0659146	0.00298478	0.0100391	0.0106196	0.0246905	0.0155621	0.01702845	0.01542873	0.0106103	0.449031	0.0044996	0.00407318	0.520069	0.0117172	35.04873	0.1621257	4	37.74794	0.3921908	7.8053e-05	0.0130394	0.261477	3.72541	0.290863	0.33486	0.137023	0.237255	0.1775544	0.9131042
910	-3781.247	-3709.345	-71.90194	5.875502	0.1680881	0.0377066	0.0448054	0.0509109	0.03134	0.0236379	0.0127111	0.00884277	0.0143819	0.0200609	0.00346171	0.0186003	0.00204509	0.0406566	0.0201981	0.0371859	0.0289542	0.00649581	0.0220559	0.00095165	0.0215465	0.016458	0.0188836	0.00305997	0.0177508	0.0061787	0.0226781	0.00694719	0.0496157	0.0348538	0.0407422	0.0135833	0.0128322	0.00808312	0.00309588	0.00619563	0.00712684	0.0618485	0.00846714	0.001557	0.0119569	0.00160034	0.00953397	0.0213098	0.01542873	0.00445041	0.503236	0.00999051	0.00455537	0.466719	0.0110485	35.04873	0.1621257	4	37.74794	0.3921908	0.000143114	0.017626	0.295474	3.68676	0.320647	0.282311	0.137058	0.259984	0.1775544	0.9131042
920	-3781.082	-3708.742	-72.34016	5.875502	0.1886634	0.0318246	0.0500301	0.037022	0.020931	0.0194695	0.00916623	0.0259566	0.0331552	0.00740948	0.00751818	0.0121319	0.0499401	0.0307277	0.00697825	0.0314172	0.0218316	0.00724436	0.0078192	0.015758	0.0510428	0.00625742	0.00626388	0.00202918	0.0114786	0.010083	0.0165476	0.00627955	0.031773	0.0104021	0.0362779	0.0017791	0.0122738	0.0268075	0.0519581	0.00571289	0.00230799	0.059401	0.0101471	0.00426332	0.000755459	0.00221806	0.0202105	0.0165627	0.01542873	0.0142043	0.527588	0.00731737	0.00176449	0.435491	0.0136351	35.04873	0.1621257	4	37.74794	0.3921908	0.000350786	0.0275021	0.353429	3.61872	0.293143	0.301063	0.136008	0.269786	0.1775544	0.9131042
930	-3809.796	-3714.187	-95.60902	5.875502	0.1594363	0.0109429	0.0504706	0.0391494	0.0364883	0.0422818	0.01264	0.0708988	0.0326112	0.0550622	0.029739	0.067267	0.0498717	0.0432675	0.212323	0.00792799	0.0406864	0.00501712	0.0427927	0.016803	0.0467234	0.0129156	0.0114205	0.000254577	0.0232434	0.0998972	0.0363372	0.019881	0.00187499	0.064166	0.019314	0.0125575	0.0454956	0.0180702	0.01188	0.00773182	0.029533	0.0318411	0.0112441	0.00292414	9.4113e-05	0.00641663	0.00924809	0.02633289	0.01542873	0.00955396	0.538786	0.00460806	0.00174659	0.431074	0.0142318	35.04873	0.1621257	4	37.74794	0.3921908	9.15933e-05	0.0141193	0.270069	3.71572	0.293136	0.310795	0.135714	0.260355	0.1775544	0.9131042
940	-3790.129	-3712.11	-78.01923	5.875502	0.2102902	0.0110644	0.0647725	0.0219387	0.0266434	0.0294906	0.0234509	0.0165574	0.0149998	0.0180633	0.0387739	0.00575531	0.0149779	0.0308581	0.0569572	0.00792995	0.0327552	0.00778508	0.0071494	0.0439456	0.010582	0.00666209	0.0208264	0.0142892	0.0173793	0.00726687	0.0240288	0.041137	0.0144067	0.049709	0.0182094	0.000851111	0.0253833	0.000245501	0.0140075	0.0109501	0.0546874	0.0696096	0.0102207	0.00229015	0.00657048	0.00348776	0.00478635	0.01616489	0.01542873	0.0135629	0.512261	0.00450589	0.00452036	0.449939	0.0152103	35.04873	0.1621257	4	37.74794	0.3921908	0.000744682	0.0399148	0.409977	3.54936	0.304492	0.295801	0.128868	0.27084	0.1775544	0.9131042
950	-3777.961	-3708.977	-68.98415	5.875502	0.1821258	0.0199408	0.0616612	0.0486889	0.031502	0.0198978	0.0183633	0.00188277	0.0157214	0.00967135	0.00663215	0.0131	0.00647422	0.0358217	0.00203596	0.00273532	0.0294052	0.00523186	0.0239521	0.0057429	0.0555408	0.0546846	0.00890383	0.013344	0.00856265	0.0171709	0.0198763	0.013684	0.00470689	0.0372188	0.0247856	0.00291996	0.00255931	0.000689987	0.000448178	0.0104102	0.0333409	0.0351874	0.00391892	0.00336513	0.0259932	0.00298379	0.0205199	0.01848081	0.01542873	0.00852492	0.549064	0.00324979	0.00538254	0.424767	0.0090111	35.04873	0.1621257	4	37.74794	0.3921908	0.000269703	0.0241418	0.335428	3.64016	0.306117	0.311623	0.123243	0.259018	0.1775544	0.9131042
960	-3785.329	-3708.092	-77.23742	5.875502	0.1809017	0.0381863	0.0497828	0.0349348	0.0293154	0.0268614	0.0134708	0.0233228	0.0456773	0.00607462	0.0006902	0.0325539	0.0285417	0.0328942	0.0391121	0.0102617	0.0297153	0.00456841	0.0309459	0.0173018	0.0105635	0.0157577	0.0105855	0.00408402	0.0740111	0.0148303	0.0164697	0.0103613	0.0105597	0.0149083	0.0627901	0.0133354	0.00350322	0.0112321	0.000147282	0.00922549	0.0548491	0.0405182	0.0117766	0.0042332	0.0124281	0.0103509	0.0119995	0.02093149	0.01542873	0.00783515	0.541173	0.00829345	0.017651	0.417031	0.00801675	35.04873	0.1621257	4	37.74794	0.3921908	0.000256208	0.0235349	0.332013	3.6442	0.293465	0.319055	0.113537	0.273943	0.1775544	0.9131042
970	-3790.435	-3706.814	-83.62082	5.875502	0.182057	0.0300124	0.0475284	0.0274075	0.0283297	0.0263719	0.0129833	0.172073	0.00700825	0.0422252	0.0289828	0.00766686	0.0128969	0.0259855	0.0602188	0.0116987	0.026265	0.00347437	0.022869	0.0268017	0.0309982	0.0124093	0.0100841	0.00726432	0.0054397	0.0261428	0.0217505	0.00100866	0.0018694	0.0366931	0.0508904	0.0303609	0.010519	0.0232279	0.0213181	0.0081738	0.0279605	0.028185	0.0161773	0.00207449	0.023854	0.00423813	0.027904	0.03107887	0.01542873	0.00817094	0.598836	0.00660876	0.01267	0.372075	0.00163869	35.04873	0.1621257	4	37.74794	0.3921908	0.000268931	0.0241075	0.335236	3.64039	0.306776	0.299451	0.118686	0.275087	0.1775544	0.9131042
980	-3798.64	-3715.33	-83.30999	5.875502	0.1860935	0.0220849	0.045469	0.0328525	0.0278804	0.0194643	0.0144134	0.0294519	0.012104	0.00845094	0.105704	0.00355192	0.0021571	0.0278559	0.00686712	0.00777384	0.026017	0.000756089	0.13721	0.00306628	0.00274035	0.00587877	0.0231251	4.74015e-05	0.0329608	0.0110921	0.022024	0.00305722	0.02497	0.0788367	0.0451769	0.0123958	0.0455878	0.00395591	0.0293176	0.0146562	0.040042	0.00515237	0.00948358	0.00358127	0.103466	0.0013213	0.0108848	0.02321542	0.01542873	0.00789791	0.546861	0.00451865	0.0140104	0.424076	0.00263614	35.04873	0.1621257	4	37.74794	0.3921908	0.00031705	0.0261577	0.346401	3.62712	0.308235	0.277951	0.13735	0.276464	0.1775544	0.9131042
990	-3786.782	-3709.708	-77.07435	5.875502	0.1667906	0.023758	0.0428422	0.034432	0.0297568	0.0213935	0.010441	0.00131956	0.0167708	0.0113943	0.00165815	0.0217007	0.0203923	0.0417769	0.0156507	0.0104693	0.0317573	0.00153721	0.0196994	0.0214739	0.000142537	0.00633009	0.0675758	0.00167445	0.0265733	0.0189089	0.0112083	0.0279035	0.122561	0.013871	0.0640302	0.00509452	0.0329243	0.00685177	0.0213542	0.00756409	0.0138422	0.0575803	0.012043	0.00824364	0.00929473	0.00183675	0.00399371	0.02113667	0.01542873	0.0109418	0.544239	0.00424715	0.0139432	0.422042	0.00458668	35.04873	0.1621257	4	37.74794	0.3921908	0.000134246	0.0170745	0.291699	3.69109	0.303714	0.295343	0.118579	0.282365	0.1775544	0.9131042
1000	-3786.655	-3707.421	-79.23346	5.875502	0.1860789	0.0225673	0.0505502	0.0263443	0.0287672	0.0236024	0.0143835	0.0121394	0.027751	0.0854094	0.0416162	0.00301766	0.00275957	0.0303351	0.00334849	0.00679651	0.0308521	0.00255028	0.0111157	0.0064333	0.0073551	0.015396	0.0216414	0.00237991	0.0139284	0.022705	0.0234388	0.00433772	0.0108857	0.0264122	0.0564003	0.0255081	0.0231653	0.0090341	0.0248034	0.00935268	0.0636905	0.0836549	0.0186918	0.010196	0.0131828	0.00637165	0.0370015	0.02601561	0.01542873	0.00984576	0.522849	0.0123218	0.00333858	0.446089	0.0055556	35.04873	0.1621257	4	37.74794	0.3921908	0.000316865	0.0261502	0.346361	3.62717	0.316048	0.285445	0.125604	0.272902	0.1775544	0.9131042
1010	-3788.806	-3710.029	-78.77676	5.875502	0.2009023	0.0181986	0.0473905	0.0360254	0.0229961	0.0328185	0.00940833	0.01333	0.00858034	0.0416497	0.0345675	0.0229918	0.0100872	0.0419094	0.0353434	0.00712311	0.0259346	0.00166782	0.00385422	0.0446309	0.0163393	0.0217071	0.052972	0.0140864	2.17829e-05	0.00391831	0.0167125	0.0124469	0.013658	0.0492522	0.0310126	0.00135778	0.0368597	0.0241706	0.0178324	0.00731365	0.0601434	0.0397192	0.0107251	0.00462171	0.0224437	0.00363204	0.0334293	0.02040742	0.01542873	0.00981706	0.513096	0.00979172	0.0137554	0.449512	0.00402805	35.04873	0.1621257	4	37.74794	0.3921908	0.000547929	0.0342976	0.386009	3.57915	0.315787	0.277087	0.137102	0.270024	0.1775544	0.9131042
1020	-3792.294	-3707.785	-84.50888	5.875502	0.1686815	0.0233115	0.0481335	0.0391518	0.0236653	0.030503	0.0142421	0.0188452	0.0279521	0.0494433	0.0379324	0.0143519	0.0248217	0.0344011	0.00539295	0.00467223	0.0373786	0.00245149	0.0223787	0.133576	0.0139277	0.0397919	0.0385136	0.00177357	0.00850781	0.0138228	0.0179307	0.0117261	0.0205085	0.0226195	0.035476	0.000589974	0.0274769	0.0144119	0.0785866	0.00394356	0.0246363	0.0352282	0.0120533	0.0142926	0.0266328	0.0111408	0.0278568	0.02792002	0.01542873	0.00533285	0.529653	0.00724422	0.0119276	0.441754	0.00408877	35.04873	0.1621257	4	37.74794	0.3921908	0.000147314	0.0178811	0.297196	3.68478	0.312779	0.291672	0.131166	0.264383	0.1775544	0.9131042
1030	-3779.879	-3708.74	-71.13858	5.979892	0.1777628	0.0159404	0.0346401	0.0367585	0.0248189	0.0186164	0.0124794	0.0244949	0.0729374	0.00204944	0.00646922	0.00219248	0.011283	0.0373305	0.0391052	0.00463243	0.01818	0.00197714	0.00709144	0.0252875	0.00581374	0.0490732	0.0685832	0.00417997	0.0098032	0.0171497	0.0313163	0.00986868	0.000933058	0.00315697	0.0119908	0.00164204	0.0202017	0.0048146	0.0030576	0.0088928	0.0573371	0.0507198	0.00743829	0.009931	0.00890947	0.00901514	0.0372248	0.02223359	0.01406182	0.00856651	0.537791	0.0129432	0.00951357	0.429369	0.00181659	34.04291	0.164753	5	37.7432	0.3915961	0.000223882	0.0220116	0.323193	3.65457	0.285227	0.308982	0.139722	0.266069	0.1788149	0.921361
1040	-3786.283	-3708.092	-78.19157	5.614844	0.150016	0.0192932	0.0467163	0.0339563	0.0262014	0.0190325	0.00662081	0.00798772	0.0586782	0.0269427	0.0451099	0.0312952	0.0151132	0.0334045	0.00862123	0.0639617	0.0172434	0.00261067	0.00719078	0.0590425	0.0113248	0.0157301	0.0027426	0.00745437	0.0171405	0.00103164	0.0442079	0.0251348	0.00198988	0.0243159	0.0365912	0.00694787	0.000652874	0.0126872	0.010866	0.0159808	0.0264165	0.0366189	0.037086	0.00396083	0.0301959	0.00984057	0.00867747	0.0238285	0.01661542	0.00944079	0.541201	0.0048432	0.00957389	0.432092	0.00284906	34.03917	0.1639384	6	37.71352	0.3896537	5.31307e-05	0.010768	0.241875	3.7473	0.314531	0.28526	0.12975	0.270459	0.1805538	0.9079752
1050	-3781.455	-3710.879	-70.57616	5.614844	0.1500647	0.0074777	0.0359017	0.0239245	0.0219808	0.0194878	0.00634213	0.00400894	0.0367648	0.00512727	0.0368835	0.0537842	0.0012691	0.0204358	0.0435318	0.00109815	0.0223997	0.00395709	0.0187042	0.0150193	0.00755554	0.0229822	0.00259533	0.00341355	0.0165038	0.0151341	0.00100428	0.0554216	0.0549301	0.0473703	0.0278483	0.00447424	0.0195737	0.0112564	0.0330235	0.0149702	0.0377915	0.0109764	0.0173035	0.00309273	0.0108046	0.00960297	0.00193477	0.02111107	0.01209551	0.0101661	0.582781	0.00515808	0.0156267	0.376486	0.00978134	35.16292	0.167272	5	37.71672	0.3898094	5.32901e-05	0.0107841	0.242022	3.74714	0.290134	0.308021	0.128862	0.272984	0.1793675	0.9325658
1060	-3774.639	-3712.162	-62.47711	5.769669	0.1652826	0.00844766	0.0369194	0.0298475	0.0237704	0.0247085	0.00704994	0.00240729	0.00446895	0.00735401	0.00089662	0.00386691	0.011627	0.0233289	0.00281054	0.00468516	0.0281312	0.00618082	0.00452239	0.00184279	0.0195363	0.000467665	0.00496287	0.0130079	0.00255999	0.0835312	0.000141113	0.025013	0.00199451	0.0160605	0.0426859	0.00181381	0.0743225	0.0176229	0.0185516	0.0130332	0.0232158	0.0229654	0.036516	0.00193144	0.00817363	0.00519012	0.00273419	0.0151362	0.01812226	0.00310355	0.519459	0.00570716	0.0139288	0.448636	0.00916502	34.11678	0.1653865	5	37.78521	0.3933947	0.000124469	0.0164449	0.287295	3.69614	0.294237	0.324325	0.115842	0.265595	0.1835087	0.9012458
1070	-3769.094	-3712.355	-56.7386	6.564093	0.1991315	0.0107111	0.0386053	0.0266649	0.0319594	0.0255086	0.00650937	0.0113937	0.00918523	0.0131346	0.00330318	0.00606266	0.0223454	0.0254864	0.00639977	0.00152061	0.0149232	0.00691367	0.00268187	0.0144571	0.00109375	0.00038827	0.0109357	0.000641088	0.0138872	0.0217205	0.00303471	0.0284914	0.0025596	0.00367	0.0246185	0.00542559	0.00829635	0.0248296	0.000179476	0.00955192	0.0384367	0.0322712	0.031864	0.00406698	0.00575048	0.0171494	0.00476909	0.01309039	0.01572706	0.00918671	0.575045	0.00316024	0.0171861	0.384279	0.0111433	36.89466	0.1662142	6	37.80907	0.3943778	0.000515441	0.033276	0.381388	3.58482	0.303946	0.307702	0.127727	0.260626	0.1819412	0.9135597
1080	-3782.873	-3712.911	-69.96222	6.564093	0.1665417	0.0196402	0.0495121	0.0370918	0.0306695	0.0206825	0.00721513	0.0135749	0.012357	0.0169164	0.00158025	0.000903566	0.026559	0.0145038	0.0264892	0.00606677	0.0382647	0.00228671	0.00227891	0.0400053	0.00188545	0.00879644	0.00373391	0.0011502	0.0407561	0.059521	0.0113821	0.00820612	0.00255448	0.0220169	0.0178187	0.0215283	0.0486808	0.0276995	0.00968039	0.0105749	0.0256277	0.0277316	0.0340454	0.0105707	0.0105542	0.0139555	0.00110378	0.0208444	0.01712273	0.00856842	0.534653	0.00478977	0.00941139	0.439297	0.00328101	36.89466	0.1662142	6	37.823	0.3901137	0.000132593	0.0169698	0.290973	3.69192	0.275121	0.324121	0.1399	0.260858	0.1833369	0.9066051
1090	-3789.954	-3706.9	-83.05423	6.545817	0.1683161	0.00811164	0.0490338	0.0394892	0.0392613	0.0193163	0.00715483	0.00276748	0.0598558	0.0323711	0.00611345	0.0299382	0.0386761	0.0327166	0.0367685	0.0331126	0.025227	0.00223745	0.0127494	0.0138433	0.0419223	0.0182759	0.0238406	0.00808444	0.00243235	0.00418625	0.000925132	0.00479814	0.00656238	0.0305757	0.0283958	0.0143132	0.0112662	0.023881	0.00440058	0.0180267	0.0124903	0.0261626	0.034513	0.00129141	0.0766008	0.0571643	0.00550366	0.02314688	0.0173781	0.0070699	0.542091	0.00625409	0.00875906	0.434742	0.00108349	35.87196	0.1664455	5	37.76152	0.3971919	0.000144717	0.0177238	0.296136	3.686	0.292772	0.318117	0.118573	0.270538	0.1838236	0.9054632
1100	-3793.555	-3709.686	-83.86874	6.545817	0.1879573	0.00588429	0.0410791	0.0319121	0.0269801	0.0328332	0.00995204	0.00394141	0.00329329	0.0302921	0.0334747	0.0253101	0.00889401	0.0358472	0.0188603	0.0165467	0.0227714	0.00115308	0.0747591	0.00159357	0.0296284	0.00142109	0.0534175	0.0260781	0.0145093	0.0108738	0.0013712	0.0383728	0.0248394	0.0419544	0.0570269	0.0118054	0.0155054	0.0383824	0.00840902	0.0129779	0.0399703	0.0373276	0.0169586	0.00490202	0.023806	0.0418672	0.0147187	0.02515625	0.0173781	0.0102767	0.541073	0.00700154	0.0117973	0.427777	0.00207424	17.51915	0.1664455	5	37.76152	0.3972342	0.000341269	0.0271297	0.351504	3.62102	0.287405	0.300067	0.128151	0.284377	0.1838236	0.9054632
1110	-3804.996	-3707.5	-97.49597	6.457102	0.1962784	0.012019	0.0473658	0.031065	0.0220511	0.0204977	0.00266419	0.0379999	0.0474853	0.0783541	0.0441697	0.0144186	0.0343033	0.0352015	0.0271389	0.000257341	0.0221579	0.00357464	0.0434282	0.0462644	0.0187221	0.118711	0.0886092	0.00693467	0.00692136	0.0360166	0.00603816	0.0413907	0.137255	0.0432917	0.0259286	0.00753579	0.0512301	0.0318783	0.00936365	0.0179113	0.0161286	0.0489831	0.0116754	0.00653599	0.016825	0.0322672	0.0355721	0.03448536	0.0183974	0.00983085	0.508532	0.0116954	0.0119924	0.454319	0.00363044	17.52947	0.1664455	5	37.75414	0.4017073	0.000466012	0.0316564	0.373875	3.594	0.291374	0.306145	0.137323	0.265159	0.1848429	0.9004701
1120	-3791.305	-3704.937	-86.36815	6.428194	0.1893327	0.00471255	0.0578751	0.0285287	0.0243694	0.027071	0.00305595	0.114423	0.0202834	0.0472128	0.103105	0.014349	0.0137191	0.0277265	0.00319432	0.0297329	0.0225931	0.00272948	0.00629762	0.00766176	0.0117776	0.00371953	0.00416803	0.00383975	0.00192786	0.0755535	0.00759739	0.00971438	0.00157128	0.00128864	0.032794	0.0069277	0.00288691	0.0226091	0.0342514	0.0321677	0.0441836	0.0344654	0.0091729	0.00793291	0.00205802	0.002605	0.0114221	0.02206372	0.01602322	0.00691785	0.534976	0.00494084	0.0144432	0.434473	0.00424897	17.40205	0.1667013	4	37.77195	0.4030695	0.000359984	0.0278571	0.355249	3.61653	0.289059	0.307731	0.133498	0.269712	0.1827245	0.9123094
1130	-3796.429	-3711.76	-84.66875	6.872897	0.1859514	0.00463072	0.0582491	0.0467541	0.0324039	0.0242096	0.0029461	0.00518712	0.0104789	0.0107168	0.0307129	0.0140962	0.00277149	0.0246012	0.0382829	0.0127543	0.0176212	0.00517546	0.0288596	0.00516584	0.00739167	0.0138499	0.0197317	0.00684719	0.00129757	0.0485617	0.040372	0.0143155	0.0100412	0.00108823	0.0369509	0.000795286	0.0581021	0.00737794	0.0441991	0.0192787	0.0471695	0.00687228	0.0171082	0.00189205	0.00571717	0.0283286	0.00354255	0.01880824	0.01602322	0.00463832	0.555383	0.0084903	0.0140744	0.409758	0.00765536	17.40205	0.1667013	4	37.79573	0.4030695	0.000315257	0.0260843	0.346011	3.62759	0.28762	0.327834	0.109356	0.27519	0.1827245	0.9123094
1140	-3785.32	-3705.709	-79.61111	6.872897	0.1748151	0.00546744	0.0447546	0.0343194	0.0241954	0.0252931	0.00281756	0.000159353	0.0157613	0.00897454	0.00115314	0.0151045	0.0464536	0.0444668	0.00776621	0.00207658	0.0161396	0.00379978	0.0135875	0.0108061	0.00693852	0.0315517	0.00504181	0.0051536	0.0109002	0.0216023	0.00570843	0.00845488	0.0327102	0.0288403	0.0312293	0.00974134	0.0064588	0.0221371	0.0500063	0.0308507	0.0264443	0.0276213	0.00845704	0.000466017	0.0114446	0.0455564	0.0616402	0.02091537	0.01739208	0.0117344	0.55882	0.00499847	0.0104437	0.410819	0.00318502	17.40205	0.1667013	4	37.79573	0.4030695	0.000196377	0.020625	0.314831	3.66435	0.296375	0.301726	0.11201	0.289889	0.1840934	0.9055258
1150	-3797.995	-3710.173	-87.82272	6.872897	0.1434616	0.00592829	0.0419498	0.0296459	0.0310821	0.0232852	0.00646548	0.0582699	0.0492255	0.020075	0.0229063	0.00881868	0.0234037	0.0278758	0.0086719	0.0152041	0.0296003	0.00322994	0.0101622	0.090453	0.0322551	0.0263812	0.000468784	0.010378	0.0533685	0.0143694	0.0130737	0.00196655	0.0339969	0.00181509	0.0529102	0.019354	0.0154194	0.0173244	0.0549182	0.0325192	0.010668	0.0230134	0.00548498	0.000776286	0.0130029	0.00287442	0.0372303	0.02019995	0.01739208	0.0073914	0.556328	0.00990718	0.00325212	0.42142	0.00170196	17.40205	0.1667013	4	37.79573	0.4030695	3.48673e-05	0.00873083	0.222026	3.76921	0.299506	0.304641	0.12181	0.274042	0.1840934	0.9055258
1160	-3802.924	-3713.536	-89.38787	6.872897	0.1835551	0.00586538	0.0481464	0.0338154	0.0347718	0.0255783	0.00353656	0.0362162	0.0909002	0.0389871	0.0149676	0.015111	0.0166988	0.0109438	0.003069	0.0309922	0.0435803	0.00425733	0.00498569	0.0181059	0.0102773	0.000607331	0.0224773	0.00818855	0.0329296	0.0138468	0.0273961	0.0378483	0.0202594	0.00658541	0.0564462	0.0353249	0.0343356	0.016663	0.0142741	0.0289973	0.0257181	0.018556	0.00860061	0.00758491	0.00100628	0.00964456	0.0315305	0.03431598	0.01739208	0.00504061	0.539696	0.0125458	0.0161472	0.422865	0.00370538	17.40205	0.1667013	4	37.79573	0.4030695	0.000286116	0.0248596	0.339398	3.63546	0.278333	0.326288	0.126938	0.26844	0.1840934	0.9055258
1170	-3781.258	-3707.406	-73.85131	6.872897	0.1830704	0.00477789	0.0513704	0.0244042	0.0283865	0.0220333	0.00398915	0.0290692	0.000463355	0.00121074	0.0116787	0.0158154	0.0659943	0.0227198	0.00465837	0.00681253	0.0304609	0.00304126	0.00292669	0.0035476	0.00631852	0.00521019	0.00296612	0.00273794	0.0216029	0.0210413	0.00273731	0.00380921	0.00895822	0.0619724	0.0341287	0.00308802	0.00435101	0.013424	0.0216915	0.0297232	0.0288733	0.0318033	0.00695362	0.00640667	0.00358082	0.0187583	0.0371501	0.01650613	0.01739208	0.00726027	0.542279	0.00968861	0.00753986	0.431908	0.00132426	17.40205	0.1667013	4	37.79573	0.4030695	0.00028047	0.0246151	0.338054	3.63705	0.292925	0.291865	0.131625	0.283586	0.1840934	0.9055258
1180	-3788.782	-3705.452	-83.32921	6.872897	0.1655693	0.00436014	0.0424862	0.0324258	0.0278579	0.0210886	0.00374757	0.00051005	0.00180052	0.000622218	0.00198007	0.0298054	0.0527012	0.0293602	0.0242199	0.0110072	0.0212677	0.00233471	0.0222946	0.0230035	0.03259	0.00114782	0.0624088	0.0418782	0.0485661	0.0402896	0.0101841	0.0185355	0.0204898	0.0447164	0.028456	0.00121916	0.0253194	0.0127704	0.00679242	0.0442132	0.0205024	0.0349607	0.00804907	0.000620578	0.020317	0.00897235	0.00316957	0.02070678	0.01586714	0.0126516	0.525426	0.0131315	0.00302721	0.440662	0.00510205	17.40205	0.1682263	4	37.79573	0.4067086	0.000126285	0.0165636	0.288133	3.69518	0.302297	0.306115	0.129033	0.262555	0.1840934	0.9138093
