Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3714.949	-3716.86	1.910679	0.6727817	0.2429927	0.307863	0.303191	0.36404	0.119525	0.295642	0.162624	0.111843	0.0881326	0.171338	0.0641863	0.0785231	0.314017	0.130151	0.166734	0.336372	0.156042	0.145623	0.391712	0.141613	0.002250095	0.00959876	0.477933	0.00213133	0.0156137	0.470924	0.0237991	0.0005553449	-1.954658	0.00180111	0.0616782	0.486473	3.45005	0.315538	0.287656	0.1426	0.254206	0.00280544	0.1979529
110	-3710.222	-3712.094	1.871849	0.628702	0.2327023	0.187693	0.163432	0.271522	0.101041	0.233049	0.143601	0.084967	0.0342132	0.111378	0.0477386	0.0621727	0.231521	0.104195	0.164226	0.435702	0.245102	0.0720746	0.323226	0.179968	0.00538625	0.00855194	0.525905	0.0124265	0.00863652	0.434723	0.00975721	0.0004881809	-1.714976	0.00140119	0.0545143	0.463561	3.48052	0.301041	0.295828	0.124994	0.278137	0.005874431	0.08310267
120	-3709.989	-3710.701	0.712597	0.6399373	0.1875297	0.192846	0.202487	0.482053	0.0918182	0.232253	0.13272	0.143822	0.0908109	0.219883	0.0558363	0.0772261	0.199076	0.18117	0.145541	0.150209	0.452443	0.394251	0.453898	0.1621371	0.01330946	0.00802122	0.502045	0.00724827	0.00962342	0.464362	0.00869991	0.001195006	-1.819313	0.000335597	0.0269053	0.350336	3.62242	0.287259	0.303074	0.124717	0.28495	0.01450447	0.08238883
130	-3709.197	-3714.506	5.308574	0.6543662	0.159092	0.159157	0.153691	0.451018	0.132577	0.212198	0.179256	0.148081	0.0701564	0.305781	0.0607656	0.0493242	0.0890603	0.118946	0.166757	0.103431	0.331597	0.279648	0.177778	0.1494145	0.01375279	0.00839056	0.555979	0.0106308	0.0127292	0.402164	0.010107	0.0008622365	-1.901031	8.98905e-05	0.0139881	0.269047	3.71687	0.28964	0.297297	0.125751	0.287312	0.01461503	0.05899656
140	-3707.401	-3713.571	6.170345	0.5601	0.1804288	0.168221	0.101594	0.469862	0.10888	0.221801	0.176555	0.13714	0.0309602	0.103728	0.0455739	0.0571176	0.245647	0.113487	0.0645716	0.0872974	0.237561	0.0947782	0.183783	0.09465428	0.02554745	0.014145	0.58977	0.00640723	0.0169819	0.368743	0.00395318	0.0006956688	-2.357524	0.00025113	0.0233023	0.330689	3.64576	0.321779	0.280621	0.121327	0.276274	0.02624312	0.02650862
150	-3707.855	-3711.464	3.608935	0.618645	0.198992	0.164118	0.111034	0.491223	0.165425	0.209557	0.208176	0.129571	0.0814453	0.0716905	0.0871422	0.0645797	0.172624	0.122424	0.416013	0.10551	0.342642	0.294682	0.205092	0.160136	0.05099948	0.0163283	0.549759	0.00408864	0.01693	0.410444	0.00244995	0.0006182422	-1.831732	0.000512941	0.033196	0.381022	3.58527	0.299604	0.306579	0.13255	0.261267	0.05161772	0.01197733
160	-3712.791	-3711.333	-1.457779	0.4231746	0.2000995	0.235341	0.226786	0.645328	0.184411	0.411506	0.305523	0.140679	0.272203	0.111833	0.0565944	0.0890931	0.148041	0.179332	0.294705	0.0660576	0.242467	0.146545	0.241854	0.2360425	0.01103645	0.0132913	0.467397	0.00776867	0.0148749	0.492707	0.00396086	0.000214821	-1.443744	0.000533027	0.0338329	0.383918	3.58172	0.286103	0.294452	0.138649	0.280796	0.01125127	0.01909304
170	-3707.056	-3711.946	4.889586	0.4295975	0.1897224	0.167679	0.130956	0.361191	0.189832	0.250509	0.202106	0.132905	0.177455	0.162583	0.074794	0.0848944	0.245889	0.164458	0.297935	0.28319	0.134018	0.118309	0.340925	0.2091257	0.008465057	0.00823455	0.54159	0.00733458	0.0236723	0.413287	0.00588095	0.001456641	-1.56482	0.00036542	0.0280647	0.356306	3.61526	0.322621	0.292691	0.125694	0.258994	0.009921698	0.1468137
180	-3710.646	-3711.565	0.9187405	0.4287441	0.1801752	0.278749	0.332549	0.396818	0.255826	0.320868	0.24308	0.122941	0.0851174	0.155992	0.1132	0.105324	0.08277	0.0406711	0.296138	0.035703	0.180233	0.132658	0.229109	0.1334191	0.001542938	0.00886082	0.524683	0.00735256	0.0181955	0.438105	0.00280294	0.005068127	-2.01426	0.000248438	0.0231781	0.329979	3.64659	0.308518	0.298388	0.12906	0.264034	0.006611065	0.7666128
190	-3708.176	-3710.119	1.942476	0.5545944	0.2185401	0.260542	0.169068	0.415615	0.195122	0.391063	0.296275	0.127048	0.0424289	0.150434	0.0953172	0.0801872	0.141562	0.117262	0.181161	0.104875	0.249888	0.474562	0.184096	0.1604159	6.951143e-05	0.00951798	0.522542	0.00478772	0.0181212	0.436318	0.0087129	0.007727385	-1.829985	0.000954091	0.0451089	0.430295	3.52364	0.314211	0.293205	0.128892	0.263691	0.007796896	0.9910847
200	-3713.477	-3714.226	0.7488783	0.5506298	0.1936035	0.305065	0.235437	0.420014	0.131896	0.258717	0.132675	0.120086	0.156463	0.472271	0.0604807	0.0473179	0.22282	0.427959	0.0764404	0.160055	0.138833	0.14324	0.225605	0.1521932	0.01510887	0.00723701	0.523306	0.00465135	0.0267693	0.421508	0.0165281	0.004717304	-1.882604	0.000422838	0.0301687	0.366758	3.60265	0.333204	0.284121	0.127153	0.255521	0.01982617	0.2379332
210	-3710.407	-3708.835	-1.571544	0.4834783	0.1964141	0.171748	0.386968	0.546405	0.245715	0.37408	0.178504	0.136109	0.153205	0.349141	0.0810646	0.0691227	0.127135	0.11352	0.252728	0.169939	0.203486	0.446277	0.124278	0.2474893	0.006565142	0.00988149	0.534696	0.00544567	0.00976492	0.430682	0.00952964	0.006787466	-1.396388	0.000468283	0.0317327	0.374234	3.59356	0.288893	0.316358	0.127728	0.267022	0.01335261	0.5083251
220	-3713.26	-3718.532	5.272231	0.5325734	0.2140943	0.260773	0.297911	0.343066	0.177958	0.224877	0.191586	0.117693	0.139952	0.258918	0.0633156	0.0937771	0.0731988	0.136029	0.26736	0.0831932	0.140577	0.254036	0.0865336	0.1681871	0.06337097	0.0205046	0.561077	0.00465556	0.00565033	0.40493	0.00318297	0.01661068	-1.782678	0.000836812	0.0422815	0.419432	3.53745	0.287751	0.323537	0.125985	0.262727	0.07998165	0.2076811
230	-3721.878	-3718.61	-3.267391	0.4753815	0.2129335	0.253212	0.13671	0.286704	0.298009	0.489891	0.462466	0.174861	0.29226	0.24851	0.0862659	0.0925334	0.117694	0.192631	0.212666	0.110373	0.366962	0.200759	0.174353	0.1724432	0.07816325	0.0096287	0.497207	0.00338527	0.0132802	0.469505	0.00699393	0.1861367	-1.757687	0.000807911	0.0415541	0.416563	3.54108	0.310968	0.291725	0.131844	0.265463	0.2642999	0.7042631
240	-3718.484	-3712.467	-6.016679	0.5072995	0.2142115	0.213713	0.0899043	0.439018	0.30272	0.41827	0.355501	0.197943	0.125838	0.150787	0.0855638	0.0649944	0.109337	0.101655	0.223294	0.176006	0.416647	0.4922	0.310271	0.2367841	-0.3001157	0.00870588	0.523061	0.0111318	0.0141631	0.435802	0.00713662	0.3320003	-1.440607	0.000839772	0.0423553	0.419721	3.53708	0.289861	0.301963	0.142649	0.265527	0.03188456	10.41257
250	-3716.489	-3710.393	-6.096708	0.4183524	0.1884557	0.740879	0.46867	0.680494	0.194154	0.337273	0.164388	0.110017	0.179433	0.203428	0.118895	0.0675023	0.0686537	0.243261	0.245144	0.0875007	0.155523	0.0762239	0.24022	0.2172838	-0.204456	0.00888482	0.480933	0.00594537	0.0105304	0.485986	0.00772054	0.223603	-1.526551	0.000347967	0.0273923	0.352863	3.6194	0.295385	0.30692	0.12781	0.269885	0.01914693	11.67827
260	-3711.352	-3705.717	-5.635426	0.4812498	0.1553414	0.271075	0.111646	0.735778	0.154837	0.395056	0.213581	0.19754	0.0928379	0.0981213	0.0815089	0.0572309	0.396367	0.112714	0.182212	0.0990121	0.160058	0.310886	0.394801	0.1341179	-0.2634646	0.00849283	0.512425	0.01008	0.00633047	0.453927	0.00874484	0.2916408	-2.009036	7.28763e-05	0.0126018	0.257872	3.72945	0.292497	0.313695	0.126561	0.267247	0.02817621	10.3506
270	-3711.887	-3710.95	-0.9367979	0.3578066	0.1910311	0.213551	0.098519	0.792562	0.257976	0.425514	0.319042	0.192101	0.116281	0.189937	0.0768856	0.110661	0.0860455	0.0653413	0.208928	0.0838936	0.186411	0.111295	0.330656	0.1822944	0.001809976	0.0144214	0.513488	0.0059186	0.00795078	0.448095	0.010126	0.07453962	-1.702132	0.000384108	0.0287668	0.359847	3.611	0.298484	0.297807	0.130992	0.272717	0.0763496	0.9762936
280	-3708.097	-3707.415	-0.6811932	0.3867923	0.2081822	0.494662	0.343506	0.415882	0.150135	0.488657	0.341085	0.195885	0.0990505	0.235619	0.0577093	0.111075	0.196624	0.15246	0.186925	0.094064	0.198999	0.129231	0.228009	0.1901339	0.01079088	0.010599	0.540297	0.00468202	0.00835491	0.419848	0.0162192	0.05549305	-1.660027	0.000696789	0.0386252	0.404673	3.556	0.300179	0.308117	0.117438	0.274265	0.06628393	0.8372022
290	-3726.569	-3715.177	-11.3921	0.2793995	0.1505803	0.621709	0.240532	0.662931	0.41355	0.64769	0.392398	0.170423	0.309033	0.252123	0.244221	0.0792376	0.595281	0.424869	0.231851	0.190684	0.170309	0.361582	0.292586	0.2969443	0.1746895	0.00723478	0.543298	0.00884704	0.00547794	0.425214	0.0099283	0.1249938	-1.214211	5.49983e-05	0.0109548	0.243576	3.74541	0.294524	0.319514	0.121782	0.264181	0.2996833	0.4170862
300	-3720.249	-3712.279	-7.970286	0.5140769	0.173218	0.536247	0.186949	0.636322	0.231113	0.560279	0.388942	0.248904	0.118922	0.358355	0.13226	0.0941277	0.467466	0.395822	0.0727897	0.160944	0.149001	0.225174	0.2556	0.2341197	-0.05595735	0.00642	0.56998	0.00871227	0.00663756	0.395454	0.0127964	0.1756319	-1.451923	0.000182574	0.0198921	0.310269	3.66966	0.295513	0.320587	0.116345	0.267556	0.1196746	1.467579
310	-3727.463	-3715.547	-11.91579	0.3332563	0.2381998	0.158034	0.086577	0.48371	0.222446	0.504838	0.19206	0.174596	0.229559	0.583667	0.0823879	0.0939556	0.214401	0.319933	0.680773	0.327378	0.419784	0.435375	0.16463	0.2847139	-0.1969989	0.00619818	0.54307	0.00670703	0.0151853	0.411998	0.0168415	0.3545201	-1.256271	0.00160667	0.0583105	0.475931	3.46415	0.304706	0.308388	0.111027	0.275879	0.1575213	2.250617
320	-3717.305	-3712.061	-5.24372	0.291377	0.2025763	0.153935	0.159519	0.315772	0.319928	0.497507	0.443798	0.266348	0.17804	0.375988	0.152667	0.148267	0.286214	0.501117	0.171622	0.0794944	0.163352	0.245609	0.238567	0.2524695	0.3146416	0.014657	0.558822	0.00634049	0.0112168	0.403508	0.00545502	0.08955183	-1.376465	0.000579952	0.0352749	0.390348	3.5738	0.311509	0.311724	0.113505	0.263262	0.4041934	0.2215569
330	-3717.071	-3711.83	-5.241356	0.2786276	0.1577538	0.2117	0.172992	0.385672	0.278928	0.427082	0.385886	0.241944	0.139313	0.304442	0.0837504	0.144876	0.328065	0.158803	0.257863	0.201393	0.201346	0.115389	0.489126	0.2486348	0.08404055	0.0129903	0.566618	0.00255937	0.0114619	0.392108	0.014262	0.2482643	-1.39177	8.35021e-05	0.0134845	0.265069	3.72136	0.294135	0.319785	0.123998	0.262082	0.3323049	0.7470981
340	-3708.394	-3710.685	2.290887	0.4930187	0.1777986	0.181186	0.114011	0.442933	0.125185	0.297748	0.262315	0.120562	0.139589	0.301853	0.107567	0.0815601	0.177172	0.215843	0.19508	0.0651328	0.224069	0.309541	0.157642	0.1575424	-0.1508523	0.00896676	0.561902	0.00363024	0.0106985	0.403176	0.0116262	0.2139922	-1.848061	0.000224232	0.0220286	0.323294	3.65445	0.293349	0.323828	0.117427	0.265396	0.06313994	3.389173
350	-3714.795	-3709.26	-5.534594	0.4467224	0.169807	0.48334	0.520121	0.41859	0.209137	0.24839	0.118265	0.174665	0.164482	0.265938	0.0832026	0.0775819	0.16541	0.326741	0.309825	0.221105	0.100109	0.746985	0.169952	0.2566324	0.08537963	0.0083349	0.545663	0.00674656	0.00872359	0.42231	0.00822164	0.0222304	-1.360111	0.000155536	0.0183701	0.300455	3.68102	0.298151	0.291901	0.126525	0.283422	0.10761	0.206583
360	-3715.382	-3718.487	3.10433	0.4440703	0.1642915	0.108373	0.12486	0.383738	0.177306	0.324852	0.205092	0.185248	0.130649	0.151593	0.112652	0.107444	0.610364	0.0819816	0.114148	0.290026	0.239833	0.178753	0.0940792	0.1803581	-0.04882306	0.00748283	0.57474	0.015034	0.00912619	0.384197	0.00942064	0.08269575	-1.712811	0.000118345	0.0160376	0.284391	3.69945	0.290518	0.313625	0.126343	0.269514	0.03387269	2.441369
370	-3715.999	-3716.305	0.3065634	0.4573653	0.1622001	0.337869	0.182081	0.705768	0.268295	0.256396	0.261717	0.149214	0.0773325	0.120226	0.0996264	0.132718	0.248929	0.159834	0.31498	0.303355	0.158367	0.107439	0.263592	0.2208639	-0.05616745	0.00372186	0.556115	0.0131452	0.00859874	0.407513	0.0109063	0.06311853	-1.510208	0.000106178	0.0151956	0.278241	3.70646	0.328804	0.293572	0.120788	0.256836	0.006951074	9.0804
380	-3711.586	-3709.878	-1.707295	0.4680446	0.1499821	0.311674	0.0963013	0.79958	0.198264	0.425605	0.30101	0.151003	0.21635	0.192304	0.0804936	0.067495	0.119082	0.114972	0.169395	0.0482035	0.26425	0.101862	0.248537	0.1584763	-0.01723735	0.00309094	0.5764	0.0107559	0.00205197	0.396696	0.0110054	0.08614948	-1.84215	5.30203e-05	0.0107569	0.241773	3.74742	0.293951	0.325409	0.111678	0.268962	0.06891213	1.250135
390	-3714.855	-3712.477	-2.378548	0.4842239	0.1615655	0.231179	0.157332	0.668972	0.288687	0.489953	0.228076	0.258417	0.104116	0.284256	0.126527	0.134142	0.0885072	0.314417	0.119251	0.13482	0.42223	0.274999	0.237102	0.2329675	-0.01678949	0.00571404	0.537806	0.0106887	0.00651337	0.433889	0.00538931	0.07589786	-1.456856	0.000102682	0.0149448	0.276369	3.70858	0.2891	0.317522	0.13393	0.259447	0.05910838	1.284046
400	-3718.147	-3714.056	-4.09174	0.4502727	0.1724735	0.177046	0.120984	0.650959	0.290162	0.370949	0.218474	0.136252	0.0452946	0.0885727	0.149911	0.14697	0.155645	0.127777	0.0814205	0.183857	0.596175	0.0373211	0.414043	0.1536773	-0.005759257	0.00468441	0.481868	0.00895754	0.00610532	0.489277	0.00910804	0.05768303	-1.8729	0.000176392	0.0195547	0.308135	3.67213	0.287894	0.314141	0.133372	0.264593	0.05192378	1.110918
410	-3716.558	-3715.069	-1.488738	0.5572045	0.1901461	0.196862	0.168807	0.663545	0.173913	0.579311	0.223175	0.1262	0.0995366	0.161387	0.0574986	0.103601	0.184165	0.183968	0.213372	0.106424	0.0603451	0.152954	0.354504	0.1663562	-0.1275941	0.00493113	0.566815	0.0138706	0.0107895	0.396109	0.00748466	0.2115971	-1.793624	0.000371396	0.0282912	0.357455	3.61388	0.312243	0.305131	0.125622	0.257004	0.08400304	2.518922
420	-3705.074	-3710.122	5.048414	0.5158235	0.1658392	0.110073	0.0908811	0.461468	0.151323	0.243121	0.193543	0.116306	0.0659824	0.120132	0.0606965	0.0960442	0.207428	0.145503	0.0910135	0.144242	0.452421	0.128351	0.197634	0.1343257	-0.02411111	0.00494368	0.511992	0.00817683	0.0177626	0.452812	0.00431287	0.1141361	-2.007488	0.000128013	0.0166759	0.288922	3.69427	0.32281	0.295681	0.130592	0.250917	0.09002494	1.267827
430	-3720.674	-3717.166	-3.508374	0.6068946	0.1928523	0.263721	0.177459	0.652604	0.161002	0.338916	0.157813	0.133986	0.0611196	0.0668082	0.0859466	0.10615	0.154936	0.167341	0.127578	0.0328956	0.283638	0.159148	0.267867	0.1077464	0.1261591	0.00532952	0.512065	0.00817799	0.010449	0.451145	0.0128338	0.1014935	-2.227975	0.00041125	0.0297564	0.364747	3.60509	0.30998	0.289727	0.133794	0.2665	0.2276526	0.4458264
440	-3712.851	-3708.212	-4.638614	0.6649925	0.1730794	0.192101	0.196825	0.732307	0.156385	0.273386	0.131588	0.141796	0.0387434	0.0911802	0.0547467	0.0565166	0.150432	0.27784	0.0940644	0.0640768	0.760972	0.276136	0.148848	0.1612038	-0.1436569	0.00683048	0.483655	0.0111822	0.00514651	0.484439	0.00874638	0.16646	-1.825086	0.000181411	0.0198291	0.309873	3.67012	0.289701	0.329756	0.129547	0.250995	0.02280308	7.29989
450	-3710.81	-3709.153	-1.657151	0.7988072	0.1939027	0.329519	0.295741	0.450627	0.0876433	0.206459	0.118816	0.0965152	0.0870724	0.265451	0.0642303	0.0392727	0.170521	0.189524	0.109158	0.131456	0.196763	0.468109	0.152315	0.1590408	0.3105542	0.00901992	0.55395	0.0128074	0.00516421	0.406493	0.012566	0.03590128	-1.838595	0.00042752	0.0303337	0.367558	3.60168	0.279163	0.32638	0.124521	0.269936	0.3464555	0.1036245
460	-3730.457	-3719.175	-11.2822	0.6110425	0.1773817	0.413262	0.0895826	0.747216	0.231793	0.209411	0.200884	0.101343	0.113841	0.0999505	0.0516506	0.0591853	0.198631	0.0389821	0.413806	0.308669	0.291713	0.505356	0.105053	0.1462432	-0.3832564	0.00748034	0.561092	0.0129177	0.00326066	0.409992	0.00525701	0.4755213	-1.922485	0.000220174	0.0218299	0.322116	3.65583	0.273931	0.321937	0.130807	0.273325	0.09226487	5.153872
470	-3715.612	-3714.616	-0.9958465	0.6105137	0.215779	0.254625	0.129151	0.431777	0.115034	0.271823	0.222525	0.18201	0.0894215	0.115955	0.0199834	0.0673296	0.101713	0.259894	0.0866508	0.101971	0.315769	0.277611	0.112479	0.1184724	-0.1054431	0.00821772	0.557117	0.0143615	0.00492215	0.403362	0.0120191	0.1878118	-2.133075	0.000880018	0.0433454	0.423573	3.5322	0.276474	0.320455	0.141851	0.261221	0.08236869	2.280135
480	-3713.023	-3712.739	-0.2840698	0.5694081	0.2102501	0.263176	0.202138	0.532528	0.111549	0.188039	0.120318	0.0963626	0.245598	0.139314	0.0700656	0.0768149	0.13464	0.170054	0.390888	0.228699	0.175433	0.441201	0.0787869	0.1284225	0.08982392	0.00977561	0.547498	0.014219	0.000693517	0.415514	0.0122999	0.0282134	-2.05243	0.00074375	0.0398901	0.409876	3.54949	0.303586	0.300531	0.130382	0.2655	0.1180373	0.239021
490	-3712.483	-3713.06	0.5773798	0.558364	0.2181172	0.267772	0.305867	0.743461	0.186849	0.272972	0.165414	0.182011	0.103248	0.153347	0.0673367	0.0828196	0.221248	0.171655	0.176651	0.195177	0.247012	0.237114	0.112331	0.1768004	0.1612308	0.0107439	0.540052	0.0117466	0.00161201	0.419721	0.0161243	0.03968319	-1.732734	0.000942481	0.0448373	0.429271	3.52495	0.275248	0.318914	0.124097	0.28174	0.200914	0.1975134
500	-3714.36	-3713.212	-1.148335	0.4672953	0.1990555	0.2897	0.21701	0.429812	0.205553	0.543305	0.274422	0.202975	0.0705776	0.148168	0.0591048	0.0952043	0.188509	0.02812	0.0863751	0.096778	0.231855	0.0630185	0.175089	0.1553147	-0.02962061	0.0104605	0.517478	0.0159031	0.0047095	0.43575	0.0156991	0.08674922	-1.862302	0.000514077	0.0332324	0.381188	3.58507	0.285407	0.304174	0.133336	0.277083	0.05712861	1.51849
510	-3710.758	-3714.603	3.84483	0.3746664	0.1759666	0.205011	0.267404	0.332849	0.235949	0.300333	0.233846	0.134477	0.0963116	0.106017	0.0522044	0.102738	0.109108	0.274357	0.0949351	0.112811	0.0753456	0.296093	0.21417	0.1378005	-0.09572716	0.00746771	0.50953	0.0145521	0.0107178	0.44729	0.0104428	0.1343118	-1.981948	0.000206804	0.0211616	0.318107	3.66052	0.292039	0.313079	0.136434	0.258448	0.03858467	3.480963
520	-3707.59	-3705.596	-1.994086	0.3642511	0.1884033	0.1733	0.128446	0.526891	0.257141	0.308663	0.304691	0.182762	0.235268	0.273633	0.0995383	0.0811613	0.304879	0.524484	0.235829	0.15024	0.211059	0.200742	0.255114	0.2538914	0.02885844	0.00784477	0.498152	0.00878706	0.00911989	0.465841	0.0102559	0.0855185	-1.370849	0.000347258	0.0273646	0.35272	3.61957	0.302152	0.300478	0.141309	0.256061	0.1143769	0.7476901
530	-3713.477	-3708.246	-5.231481	0.5174975	0.1815592	0.152647	0.149608	0.498041	0.204047	0.462413	0.283849	0.127852	0.26179	0.303506	0.0755559	0.0819624	0.37701	0.120946	0.226563	0.0803429	0.371312	0.638329	0.311626	0.2214183	0.03192023	0.00757606	0.501844	0.0177541	0.00412942	0.460401	0.00829563	0.06287202	-1.507702	0.000263393	0.02386	0.333849	3.64203	0.314732	0.295062	0.138761	0.251445	0.09479224	0.6632612
540	-3704.752	-3712.194	7.442539	0.4804186	0.2192494	0.158094	0.163504	0.299088	0.163693	0.251127	0.17338	0.147196	0.0597365	0.121048	0.0678735	0.127822	0.169038	0.158362	0.165991	0.0960275	0.360062	0.215103	0.24032	0.1457001	0.02743514	0.0100465	0.52729	0.0117595	0.00256595	0.440222	0.00811619	0.009844091	-1.926205	0.000973788	0.0455659	0.43201	3.52145	0.294377	0.303826	0.142883	0.258914	0.03727923	0.2640637
550	-3703.895	-3711.718	7.822413	0.4942258	0.2344746	0.19808	0.208939	0.29452	0.1825	0.262755	0.191072	0.156049	0.0687404	0.133747	0.0957164	0.10055	0.147509	0.224845	0.147248	0.126141	0.207221	0.2119	0.241935	0.1441663	0.01986936	0.0113504	0.524117	0.0119441	0.0028106	0.430754	0.019024	0.01325183	-1.936788	0.00146542	0.05573	0.467582	3.47522	0.28892	0.295279	0.134577	0.281225	0.0331212	0.4001013
