Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2760	-3716.631	-3712.21	-4.420987	0.3067036	0.1889288	0.249266	0.203806	0.58848	0.24951	0.405695	0.209175	0.190256	0.163734	0.336365	0.172623	0.1616	0.424173	0.449642	0.294074	0.169845	0.373114	0.0898781	0.246071	0.1961796	0.05814544	0.0116175	0.537195	0.00539648	0.00858688	0.432828	0.00437608	0.09349125	-1.628725	0.000354413	0.0276426	0.354151	3.61785	0.283761	0.302187	0.126388	0.287664	0.1516367	0.6165477
2770	-3712.451	-3712.752	0.3014423	0.3251044	0.2057197	0.125573	0.238572	0.593565	0.232156	0.4002	0.246481	0.158186	0.0896703	0.123648	0.0940652	0.188314	0.210051	0.536164	0.287144	0.165243	0.16866	0.177625	0.168604	0.2352346	-0.03012906	0.0154911	0.534272	0.00718744	0.00312527	0.430472	0.00945211	0.0335998	-1.447172	0.000643612	0.037139	0.39842	3.5638	0.292415	0.304617	0.120226	0.282742	0.003470736	9.680887
2780	-3717.366	-3710.077	-7.289786	0.3487168	0.1807088	0.107395	0.0482818	0.608894	0.250134	0.381623	0.316604	0.182936	0.0583139	0.0899831	0.0562986	0.122053	0.218019	0.344538	0.409389	0.0929393	0.145107	0.284249	0.371984	0.193876	0.1190032	0.010408	0.629498	0.00651193	0.00520506	0.329123	0.0192536	0.1187587	-1.640537	0.000254128	0.0234399	0.331473	3.64483	0.290755	0.316532	0.116627	0.276086	0.2377619	0.4994859
2790	-3707.199	-3708.328	1.129496	0.4536215	0.1522182	0.153901	0.142906	0.614107	0.175765	0.374745	0.195849	0.211545	0.0562247	0.0912778	0.0875985	0.122897	0.216595	0.22465	0.212241	0.236217	0.139478	0.301699	0.338042	0.1931593	-0.07880039	0.00842428	0.484209	0.00655162	0.00748016	0.482962	0.0103731	0.08093233	-1.64424	6.07108e-05	0.011507	0.248507	3.73993	0.307827	0.314019	0.127684	0.250469	0.002131934	37.96192
2800	-3713.39	-3710.42	-2.969565	0.481437	0.1787702	0.365219	0.264084	0.491952	0.153228	0.386908	0.294423	0.20047	0.164496	0.403597	0.1016	0.0948185	0.152892	0.248602	0.128546	0.324383	0.320288	0.193502	0.109632	0.2224382	-0.1178617	0.0105556	0.534765	0.00602766	0.00837287	0.438354	0.00192467	0.2383881	-1.503106	0.000233907	0.0224952	0.326033	3.65124	0.313351	0.29606	0.130828	0.259761	0.1205264	1.97789
2810	-3708.429	-3703.871	-4.557581	0.3425546	0.1888468	0.301559	0.223246	0.589957	0.237348	0.429911	0.274468	0.267264	0.0962209	0.165257	0.116104	0.132184	0.18888	0.365112	0.695038	0.248895	0.0721465	0.264132	0.257279	0.2406202	0.03557797	0.0139827	0.515098	0.00534998	0.0119088	0.453062	0.000597816	0.06255481	-1.424536	0.000353289	0.0275992	0.353928	3.61812	0.300483	0.309737	0.12635	0.26343	0.09813278	0.6374507
2820	-3705.089	-3704.045	-1.043852	0.4109251	0.1963425	0.255492	0.242667	0.537853	0.247573	0.454948	0.385017	0.156433	0.0722669	0.167307	0.0615756	0.109526	0.200716	0.117259	0.336154	0.310283	0.12427	0.155429	0.260923	0.2020349	-0.01662785	0.0105357	0.533719	0.0113953	0.00229225	0.441477	0.000580457	0.04956997	-1.599315	0.000467084	0.0316925	0.374045	3.5938	0.292146	0.30445	0.123914	0.27949	0.03294213	1.504759
2830	-3716.222	-3712.676	-3.546287	0.3185425	0.2026979	0.116981	0.0823031	0.41326	0.217652	0.370221	0.190389	0.190572	0.198864	0.28639	0.0953946	0.175447	0.0901976	0.384989	0.763166	0.117356	0.207756	0.17171	0.230968	0.1956955	0.05995587	0.0121458	0.568893	0.0126995	0.0042264	0.401574	0.000460672	0.1610051	-1.631196	0.000582328	0.0353463	0.390663	3.57341	0.285849	0.308914	0.146012	0.259225	0.2209609	0.7286585
2840	-3717.689	-3718.038	0.3487319	0.4780141	0.1895961	0.143899	0.195518	0.403323	0.136179	0.382712	0.220197	0.264316	0.239189	0.319555	0.0614977	0.102479	0.103125	0.094472	0.377073	0.153397	0.419516	0.185237	0.246016	0.1816857	-0.03200989	0.0109396	0.503796	0.0143801	0.00400017	0.46664	0.000244269	0.05901163	-1.705477	0.000363651	0.0279973	0.355964	3.61568	0.327443	0.293327	0.130414	0.248816	0.02700175	2.185475
2850	-3714.349	-3717.11	2.760498	0.4526277	0.2325551	0.242227	0.144816	0.509088	0.143358	0.367407	0.269497	0.203763	0.0918376	0.0487734	0.113357	0.14655	0.0545284	0.264558	0.171077	0.0874532	0.0880498	0.194126	0.126593	0.1653318	0.08189595	0.0172004	0.503952	0.0148532	0.0041441	0.459619	0.000230358	0.03786894	-1.799801	0.00139594	0.0544137	0.463225	3.48096	0.325299	0.27005	0.133018	0.271633	0.1197649	0.316194
2860	-3718.502	-3715.574	-2.927997	0.4776653	0.1800956	0.268744	0.348695	0.380844	0.174038	0.283907	0.26028	0.186093	0.349617	0.0692208	0.124306	0.0872711	0.224651	0.315692	0.266807	0.198486	0.486142	0.272864	0.483376	0.2224768	-0.068444	0.0126101	0.481854	0.011615	0.00324063	0.489926	0.000754147	0.09728348	-1.502933	0.000247598	0.0231392	0.329756	3.64686	0.292983	0.31832	0.134821	0.253877	0.02883948	3.373274
2870	-3714.646	-3712.064	-2.582211	0.4858762	0.2155219	0.228579	0.101513	0.612495	0.2027	0.345338	0.252543	0.143401	0.180117	0.268625	0.0826471	0.0866378	0.188618	0.625121	0.165135	0.301283	0.296616	0.249313	0.225894	0.2254866	0.0123124	0.011372	0.481266	0.0116777	0.00526467	0.489328	0.00109121	0.07873474	-1.489495	0.000873328	0.0431825	0.422943	3.533	0.319562	0.297192	0.128188	0.255058	0.09104713	0.864769
2880	-3709.624	-3704.94	-4.684596	0.3774825	0.2085347	0.182189	0.0802933	0.335485	0.238685	0.378953	0.253774	0.174253	0.053507	0.0915851	0.0643614	0.208493	0.198219	0.33396	0.513204	0.151291	0.39889	0.399987	0.394703	0.1633635	-0.03341942	0.0107436	0.512633	0.0110325	0.00514064	0.4593	0.00115008	0.03810363	-1.811778	0.000704642	0.0388397	0.405563	3.55489	0.30086	0.307382	0.136838	0.254919	0.004684212	8.134481
2890	-3713.456	-3710.852	-2.603666	0.3429823	0.1831141	0.312712	0.131623	0.559072	0.139625	0.370168	0.360392	0.208866	0.153634	0.212182	0.107504	0.0749079	0.293793	0.321565	0.415314	0.24183	0.14835	0.140509	0.305221	0.2017614	0.1261375	0.0036452	0.488279	0.0114423	0.0160598	0.477478	0.00309605	0.0613484	-1.60067	0.000280975	0.0246371	0.338175	3.63691	0.310117	0.319795	0.125982	0.244107	0.1874859	0.3272161
2900	-3715.624	-3712.646	-2.97822	0.4000535	0.1707196	0.25233	0.20576	0.451949	0.171257	0.385435	0.2953	0.168056	0.104369	0.135046	0.0937969	0.0453082	0.285456	0.146067	0.40492	0.112653	0.0556619	0.140105	0.289873	0.150147	-0.2910526	0.00693186	0.483899	0.0193749	0.0141548	0.473195	0.00244431	0.3362148	-1.89614	0.000162453	0.0187714	0.30309	3.67798	0.295444	0.327608	0.123961	0.252988	0.04516211	7.44462
2910	-3712.265	-3716.438	4.172956	0.4081401	0.1927351	0.240843	0.163239	0.367365	0.240007	0.254335	0.224009	0.143851	0.0674666	0.134515	0.0643843	0.0880775	0.130068	0.151325	0.195579	0.0949593	0.0974012	0.0887306	0.566557	0.1405782	-0.04696045	0.0171319	0.476458	0.010995	0.0115271	0.463495	0.0203937	0.07338262	-1.961992	0.000409463	0.0296923	0.364432	3.60547	0.308247	0.310725	0.128703	0.252325	0.02642217	2.777313
2920	-3715.558	-3714.904	-0.6544147	0.4655641	0.1874868	0.154905	0.165306	0.424271	0.251076	0.334926	0.225932	0.230821	0.0442981	0.221554	0.0431851	0.0538449	0.24432	0.177827	0.205242	0.213078	0.0950998	0.178161	0.238114	0.1831047	-0.00153363	0.0122261	0.496995	0.00509063	0.000269958	0.461846	0.0235723	0.1009245	-1.697697	0.000335031	0.0268828	0.350219	3.62256	0.309104	0.303365	0.118402	0.269129	0.09939087	1.01543
2930	-3719.872	-3719.002	-0.8696184	0.4347155	0.223266	0.198113	0.276326	0.573641	0.174188	0.154199	0.119321	0.18738	0.169236	0.548774	0.104456	0.0776566	0.246032	0.17104	0.438898	0.211919	0.202544	0.138764	0.207773	0.1872383	0.2413837	0.0140129	0.496706	0.00427343	0.000101542	0.461576	0.0233299	0.007894105	-1.675373	0.00109056	0.048183	0.441622	3.5091	0.293205	0.317186	0.127219	0.262389	0.2492778	0.0316679
2940	-3717.552	-3715.536	-2.016351	0.3640389	0.2042137	0.13643	0.129036	0.481612	0.257811	0.414241	0.318235	0.216395	0.0685911	0.416694	0.0878077	0.170837	0.138009	0.173003	0.302258	0.0699835	0.0871899	0.327657	0.285499	0.2233794	-0.06353172	0.0138321	0.473714	0.00407562	4.72237e-05	0.483138	0.0251934	0.07512056	-1.498884	0.000612531	0.0362412	0.394566	3.56858	0.305367	0.305039	0.13954	0.250053	0.01158884	6.482144
2950	-3717.128	-3709.239	-7.888664	0.3042909	0.1996215	0.235424	0.208599	0.594064	0.314523	0.695067	0.372238	0.283387	0.289462	0.157445	0.161811	0.145168	0.318814	0.404938	0.375471	0.117338	0.326589	0.279861	0.154073	0.2572764	0.207785	0.0128447	0.519644	0.00652813	0.000294251	0.452711	0.00797865	0.163062	-1.357604	0.000524289	0.0335574	0.382669	3.58325	0.302253	0.312454	0.130298	0.254995	0.3708469	0.4397015
2960	-3713.362	-3708.355	-5.007214	0.315973	0.1824912	0.202911	0.145473	0.554895	0.327327	0.480409	0.363871	0.207934	0.0726591	0.130687	0.0552971	0.117248	0.192523	0.516763	0.230257	0.117323	0.313984	0.329821	0.229528	0.2593626	0.00134954	0.0114734	0.464167	0.00417596	0.000741026	0.4987	0.020742	0.01956308	-1.349528	0.000273831	0.0243244	0.336444	3.63896	0.292548	0.297382	0.134879	0.275191	0.02091262	0.9354677
2970	-3711.936	-3708.296	-3.639547	0.2818985	0.1827916	0.263691	0.279193	0.507621	0.300289	0.592288	0.425125	0.219079	0.214814	0.304768	0.0911218	0.0964273	0.388532	0.322511	0.212176	0.240104	0.133481	0.19541	0.147385	0.2467173	-0.114413	0.0115505	0.462676	0.00864912	0.00548002	0.497098	0.0145469	0.1519193	-1.399512	0.00027726	0.024475	0.337279	3.63797	0.295538	0.300421	0.130289	0.273752	0.03750636	4.050495
2980	-3719.27	-3708.744	-10.52659	0.2357666	0.1977516	0.497756	0.280083	0.456036	0.351203	1.26902	0.671202	0.46822	0.360932	0.376051	0.149561	0.170706	0.475461	0.284364	0.440807	0.146282	0.26355	0.292181	0.278998	0.3630127	0.06484286	0.0134679	0.536935	0.0032025	0.00350745	0.428367	0.0145206	0.001460807	-1.013317	0.000491092	0.0324885	0.377764	3.58926	0.290586	0.31554	0.122729	0.271144	0.06630367	0.02203206
2990	-3721.696	-3715.3	-6.396113	0.2362913	0.1907245	0.427062	0.355265	0.382504	0.32765	0.851082	0.495804	0.338465	0.239115	0.314638	0.188781	0.210379	0.374834	0.385386	0.214639	0.39303	0.360396	0.265546	0.499119	0.2856901	0.0134911	0.01113	0.457035	0.00325301	0.00350028	0.509058	0.0160236	0.006562876	-1.252847	0.000379669	0.0286017	0.359019	3.612	0.289855	0.292407	0.127384	0.290354	0.02005397	0.3272606
3000	-3727.365	-3718.962	-8.402239	0.2407279	0.1488215	0.442673	0.504902	0.312367	0.312295	0.539926	0.520507	0.305111	0.218199	0.144255	0.143822	0.331444	0.231526	0.558709	0.285086	0.255726	0.674423	0.499132	0.198804	0.345312	0.118378	0.00927715	0.568938	0.00613516	0.0039465	0.407906	0.00379774	0.02250891	-1.063307	4.93416e-05	0.0103786	0.238269	3.7513	0.295691	0.315932	0.126688	0.261689	0.1408869	0.1597658
3010	-3732.816	-3718.691	-14.12494	0.2395877	0.1822943	0.906285	0.461596	0.27509	0.534428	0.756935	0.652167	0.219241	0.240716	0.47274	0.0576225	0.183601	0.146553	0.159545	0.404246	0.249726	0.534731	0.467642	0.232213	0.3108794	-0.04251482	0.00776479	0.451183	0.00181566	0.0102409	0.518579	0.0104168	0.1173572	-1.16835	0.000271601	0.0242259	0.335897	3.63961	0.296707	0.310048	0.126517	0.266728	0.07484238	1.568058
3020	-3727.601	-3711.174	-16.42718	0.220075	0.1578359	0.336656	0.325099	0.382226	0.43974	0.621065	0.408772	0.288825	0.235564	0.206479	0.0914876	0.229577	0.646689	0.561302	0.254528	0.527955	1.43369	0.384106	0.331664	0.4196415	0.2616748	0.0111813	0.497386	0.00140205	0.0106429	0.46992	0.00946841	0.0679956	-0.8683546	8.3884e-05	0.0135152	0.265314	3.72109	0.302077	0.312562	0.12689	0.25847	0.3296704	0.2062533
3030	-3720.17	-3711.47	-8.699316	0.2092111	0.1713337	0.228862	0.199814	0.633736	0.483424	0.768141	0.387625	0.254513	0.380295	0.511825	0.223133	0.17766	0.25851	0.385535	0.470931	0.403774	0.235635	0.204641	0.328835	0.2594234	0.0768693	0.0120874	0.524843	0.00596661	0.00614029	0.436257	0.0147063	0.05036712	-1.349294	0.000167236	0.0190439	0.30486	3.67593	0.293947	0.298652	0.133578	0.273823	0.1272364	0.3958546
3040	-3717.498	-3708.461	-9.037293	0.2161645	0.1720834	0.26386	0.375456	0.472991	0.372485	0.756225	0.767545	0.405634	0.244358	0.382898	0.147172	0.239244	0.378596	0.371445	0.283786	0.108195	0.151903	0.124266	0.292693	0.2978251	0.09737018	0.00988574	0.528295	0.00610865	0.00679612	0.437837	0.011077	0.07627332	-1.211249	0.000173217	0.0193792	0.307016	3.67343	0.301512	0.299626	0.125868	0.272993	0.1736435	0.4392524
3050	-3718.212	-3709.277	-8.935415	0.25636	0.1950188	0.318946	0.36417	0.304307	0.32949	0.697966	0.683642	0.241337	0.345202	0.419854	0.177591	0.120065	0.079904	0.265487	0.573866	0.0921973	0.2768	0.246408	0.419843	0.261008	0.02853014	0.0102441	0.529128	0.00743215	0.00292685	0.441422	0.00884673	0.06498522	-1.343204	0.000445307	0.0309521	0.370533	3.59807	0.310011	0.292505	0.125411	0.272074	0.09351535	0.694915
3060	-3725.073	-3716.155	-8.918511	0.2892384	0.1620405	0.269706	0.422976	0.286635	0.282122	0.434048	0.429582	0.302945	0.261671	0.262692	0.0985144	0.0853003	0.137766	0.174422	0.100524	0.524072	0.441763	0.445048	0.707632	0.2725111	0.03936956	0.00554043	0.528168	0.00931988	0.00719039	0.440621	0.00916077	0.1064615	-1.300076	0.00010529	0.0151323	0.277771	3.70699	0.290184	0.308653	0.133402	0.267762	0.1458311	0.7300331
3070	-3716.043	-3708.616	-7.426711	0.3355879	0.1841152	0.189798	0.231539	0.315099	0.204647	0.505459	0.265936	0.202802	0.254667	0.887392	0.0780256	0.121332	0.621111	0.263762	0.226121	0.15853	0.244983	0.694225	0.45818	0.2605585	-0.02729297	0.0191079	0.472535	0.00701707	0.00591961	0.492343	0.00307716	0.02949919	-1.344928	0.000292742	0.0251434	0.340948	3.63362	0.30218	0.308487	0.128884	0.260449	0.00220622	13.37092
3080	-3725.939	-3713.394	-12.5442	0.3384737	0.1957289	0.266323	0.381396	0.419888	0.233522	0.53039	0.456211	0.239727	0.152821	0.406698	0.142252	0.144412	0.119973	0.307057	0.390723	0.25839	0.471502	0.3124	0.186659	0.2932112	0.1926908	0.0129637	0.587456	0.00644275	0.00809499	0.379971	0.00507141	0.4030686	-1.226862	0.000456897	0.0313484	0.372419	3.59578	0.301622	0.303739	0.138198	0.25644	0.5957594	0.6765627
3090	-3712.659	-3708.701	-3.958427	0.2908474	0.171811	0.289431	0.160794	0.384716	0.363336	0.448409	0.290162	0.289294	0.0773108	0.191437	0.113796	0.196029	0.247566	0.31427	0.253916	0.0922368	0.218639	0.153242	0.287262	0.279781	0.02336494	0.00569717	0.535943	0.016396	0.00584494	0.430019	0.00609974	0.1416492	-1.273748	0.000171026	0.019257	0.306233	3.67434	0.282588	0.317495	0.128532	0.271385	0.1650141	0.8584065
3100	-3717.628	-3708.909	-8.718914	0.2634737	0.1790099	0.148992	0.187415	0.529681	0.452327	0.88186	0.646591	0.386182	0.184205	0.199133	0.0888615	0.134856	0.245136	0.374402	0.284388	0.198816	0.270922	0.146193	0.140397	0.1749344	-0.01653805	0.00728403	0.536157	0.0160045	0.00425566	0.433655	0.00264381	0.03489765	-1.743344	0.00023634	0.022611	0.326708	3.65044	0.296065	0.328197	0.120562	0.255176	0.0183596	1.900785
3110	-3723.893	-3717.785	-6.107514	0.2720589	0.1936355	0.28293	0.297927	0.489011	0.407952	0.959628	0.407711	0.302451	0.348797	0.519591	0.184462	0.195823	0.109619	0.281722	0.173215	0.304709	0.246072	0.130696	0.279714	0.2869253	-0.06178171	0.00464515	0.491896	0.0146599	0.00738036	0.475551	0.005868	0.07114639	-1.248533	0.000423338	0.0301864	0.366844	3.60255	0.305029	0.278313	0.134567	0.28209	0.009364681	7.597311
3120	-3721.402	-3717.126	-4.276161	0.2602669	0.1620127	0.65784	0.140829	0.48718	0.321683	0.451583	0.388852	0.30952	0.12961	0.3077	0.13974	0.168557	0.40312	0.287589	0.295248	0.218151	0.19771	0.336863	0.202188	0.30588	-0.04647343	0.00714818	0.498376	0.0107273	0.00129271	0.475424	0.00703274	0.05624312	-1.184562	0.000105136	0.0151213	0.277689	3.70708	0.316825	0.282414	0.162072	0.238689	0.009769688	5.7569
3130	-3711.974	-3706.682	-5.292184	0.2497076	0.1729723	0.179879	0.0801664	0.55123	0.412626	0.590437	0.422619	0.254115	0.217033	0.374946	0.13581	0.144539	0.235679	0.33502	0.505388	0.331285	0.3387	0.348861	0.149189	0.2724506	-0.005376328	0.0101456	0.527632	0.0101704	0.00192253	0.444569	0.00556075	0.006259178	-1.300298	0.000180516	0.0197804	0.309566	3.67047	0.331961	0.284084	0.126195	0.25776	0.0008828505	7.089737
3140	-3717.377	-3714.868	-2.508575	0.3092999	0.2278883	0.252906	0.238055	0.532191	0.318803	0.4023	0.324354	0.268838	0.0952292	0.12961	0.0866845	0.116914	0.216437	0.176565	0.337438	0.378028	0.413387	0.172045	0.313478	0.1903568	-0.02380603	0.0123062	0.431446	0.00552137	0.00369689	0.539241	0.00778879	0.02382604	-1.658855	0.00123622	0.0512536	0.452481	3.49503	0.333935	0.287608	0.128127	0.25033	2.001347e-05	1190.5
3150	-3716.057	-3710.919	-5.137931	0.2412099	0.1679698	0.215633	0.130603	0.410875	0.347311	0.860672	0.470179	0.304879	0.0741515	0.125414	0.12796	0.292748	0.241431	0.240416	0.266513	0.215453	0.457515	0.246352	0.167032	0.2348477	0.01318736	0.0104756	0.578597	0.00784854	0.00488551	0.387198	0.0109958	0.06856667	-1.448818	0.000142288	0.0175753	0.29513	3.68715	0.308048	0.301109	0.105761	0.285081	0.08175404	0.8386947
3160	-3714.317	-3711.743	-2.574126	0.3461629	0.2111395	0.109665	0.185035	0.568291	0.278861	0.411634	0.274695	0.321575	0.118744	0.279632	0.108339	0.0888926	0.197935	0.258369	0.33723	0.164681	0.192582	0.288831	0.246567	0.235999	-0.1341865	0.0111857	0.526515	0.00447302	0.00718784	0.447185	0.00345293	0.2191116	-1.443928	0.000764609	0.0404389	0.412101	3.5467	0.310415	0.303575	0.112796	0.273214	0.08492519	2.580055
3170	-3724.239	-3714.13	-10.1086	0.3900807	0.178716	0.222358	0.149673	0.509986	0.209054	0.466075	0.143088	0.1522	0.570744	0.481135	0.114326	0.0614445	0.143559	0.405121	0.390083	0.0930155	0.0526996	0.229438	0.388685	0.2185544	0.1751952	0.0102601	0.555614	0.00525748	0.0124853	0.410182	0.00620103	0.1321296	-1.52072	0.000233359	0.0224691	0.325881	3.65142	0.319308	0.284981	0.147783	0.247927	0.3073248	0.4299347
3180	-3721.509	-3717.523	-3.985879	0.3588215	0.2103456	0.25501	0.279816	0.536955	0.312822	0.325116	0.284429	0.220983	0.289844	0.19069	0.100187	0.0829699	0.291174	0.202902	0.593084	0.12646	0.232955	0.116429	0.439382	0.2691047	-0.07070043	0.0063346	0.479741	0.0109483	0.0149714	0.480706	0.00729944	0.096529	-1.312655	0.000745972	0.039949	0.410116	3.54919	0.303453	0.307522	0.146211	0.242814	0.02582858	3.737295
3190	-3712.457	-3706.199	-6.258204	0.3611411	0.1827533	0.347904	0.218112	0.584234	0.2374	0.427654	0.210137	0.214248	0.200313	0.156346	0.162898	0.127444	0.40722	0.477959	0.364077	0.593754	0.146909	0.224749	0.223824	0.2037252	0.2231352	0.0064115	0.485565	0.00569392	0.0124767	0.486541	0.00331177	0.01742832	-1.590983	0.000276821	0.0244557	0.337173	3.63809	0.309511	0.301391	0.121918	0.26718	0.2405635	0.07244788
3200	-3714.297	-3709.983	-4.314266	0.3662056	0.2000355	0.355276	0.281462	0.479369	0.224548	0.334828	0.185394	0.228922	0.225202	0.457147	0.107833	0.127711	0.371377	0.325521	0.197112	0.0698244	0.165635	0.184368	0.25131	0.2817039	0.05678617	0.0136336	0.549389	0.00841659	0.00583313	0.420257	0.00247071	0.1007524	-1.266899	0.000531851	0.033796	0.383751	3.58192	0.31647	0.300431	0.11659	0.266509	0.1575385	0.6395411
3210	-3716.855	-3711.485	-5.369404	0.4194495	0.1906802	0.187888	0.144952	0.576006	0.310828	0.692759	0.416965	0.132655	0.343738	0.23096	0.0850748	0.109912	0.336453	0.1809	0.139056	0.504431	0.234975	0.246086	0.193105	0.205975	-0.06238445	0.00746047	0.494817	0.00911765	0.00678237	0.480889	0.000933138	0.1222514	-1.580001	0.000379031	0.0285778	0.3589	3.61214	0.309592	0.286759	0.14389	0.259759	0.05986691	2.042052
3220	-3708.564	-3712.558	3.99431	0.3874625	0.1637635	0.141598	0.247729	0.386704	0.169939	0.312999	0.1949	0.154088	0.113255	0.211309	0.0897057	0.143932	0.257066	0.191996	0.249374	0.0766275	0.22742	0.169292	0.396995	0.1959969	0.02562265	0.0117071	0.492894	0.00819853	0.006756	0.47902	0.00142471	0.02036315	-1.629656	0.000115178	0.0158228	0.282842	3.70122	0.311844	0.304557	0.113786	0.269813	0.0459858	0.4428139
3230	-3706.707	-3705.716	-0.9908988	0.3550293	0.1823773	0.311419	0.181112	0.398749	0.185081	0.316589	0.197801	0.172615	0.209021	0.179336	0.0584724	0.140368	0.173548	0.321557	0.587104	0.182367	0.417847	0.136864	0.269933	0.2316619	-0.08353761	0.0131001	0.547917	0.0106846	0.00258877	0.422929	0.00278076	0.09197744	-1.462476	0.00027254	0.0242674	0.336128	3.63933	0.284496	0.301926	0.133419	0.280159	0.008439831	10.89802
3240	-3708.738	-3708.911	0.1737079	0.418567	0.1732526	0.218545	0.15913	0.458658	0.240385	0.332474	0.21109	0.253699	0.214914	0.291288	0.0616002	0.114419	0.292161	0.178593	0.288705	0.233797	0.29266	0.170252	0.418212	0.2070445	0.02417805	0.00990398	0.550351	0.00723218	0.0026402	0.424808	0.00506467	0.02312582	-1.574821	0.000182865	0.0199078	0.310369	3.66954	0.320382	0.303003	0.129163	0.247452	0.04730388	0.488878
3250	-3709.447	-3713.147	3.700465	0.382047	0.1679296	0.188231	0.15806	0.282816	0.191343	0.314606	0.249939	0.166021	0.161879	0.16841	0.137441	0.0670634	0.0798808	0.24337	0.229259	0.191798	0.187173	0.317263	0.339087	0.2001824	0.04089263	0.0108893	0.498449	0.00723377	0.00178844	0.474431	0.00720825	0.04702396	-1.608526	0.000142007	0.0175581	0.295013	3.68729	0.312782	0.310334	0.120404	0.25648	0.08791659	0.5348702
3260	-3722.516	-3715.619	-6.896374	0.3613124	0.1505306	0.288799	0.121898	0.393847	0.239871	0.532426	0.489353	0.254471	0.105833	0.143842	0.0984861	0.130833	0.213919	0.238827	0.0773948	0.17548	0.700625	0.488816	0.344474	0.2574559	0.05516956	0.0131798	0.588571	0.00343827	0.00383636	0.38539	0.00558449	0.06749569	-1.356907	5.48317e-05	0.0109383	0.243426	3.74558	0.262765	0.311243	0.134792	0.2912	0.1226653	0.550243
3270	-3730.744	-3719.626	-11.11804	0.3372189	0.2402868	0.535366	0.300117	0.52598	0.33922	0.475251	0.616672	0.226874	0.139482	0.126492	0.101483	0.136967	0.124015	0.107264	0.630095	0.243408	0.0601645	0.496428	0.448553	0.2755563	-0.1014678	0.0116129	0.560993	0.00328172	0.00407172	0.416329	0.00371146	0.1222801	-1.288963	0.00168956	0.0597705	0.480549	3.45799	0.278338	0.306322	0.127785	0.287555	0.02081236	5.875362
3280	-3716.611	-3711.792	-4.818922	0.2923461	0.1923989	0.372324	0.278186	0.409446	0.27342	0.483762	0.315314	0.185813	0.174266	0.242502	0.101175	0.173784	0.132656	0.275784	0.695814	0.0732954	0.257892	0.102355	0.18985	0.256117	0.06352453	0.00960776	0.548406	0.0108848	0.00825655	0.406987	0.0158573	0.08047614	-1.362121	0.000404368	0.0295087	0.36353	3.60656	0.272149	0.30906	0.122116	0.296675	0.1440007	0.5588595
3290	-3720.177	-3716.012	-4.164714	0.2469129	0.1969379	0.151582	0.139247	0.353722	0.30902	0.382056	0.319757	0.262234	0.14909	0.213735	0.175141	0.245285	0.767628	0.177959	0.381329	0.101674	0.0652668	0.294495	0.15796	0.170217	-0.1273426	0.00843776	0.442092	0.0212352	0.00455856	0.504038	0.0196386	0.1430503	-1.770681	0.000477123	0.0320278	0.375619	3.59188	0.305471	0.306762	0.134513	0.253254	0.01570777	9.106977
3300	-3713.391	-3710.753	-2.637776	0.2895392	0.202843	0.116996	0.118507	0.51518	0.337431	0.504268	0.39991	0.231898	0.143376	0.145682	0.102596	0.114159	0.456555	0.148653	0.164264	0.10308	0.176274	0.306646	0.219399	0.1804067	-0.1542321	0.00811156	0.537378	0.00651203	0.00968047	0.424682	0.0136359	0.2236491	-1.712542	0.000585172	0.0354315	0.391037	3.57295	0.284789	0.306972	0.150428	0.257811	0.06941694	3.221822
3310	-3719.639	-3712.628	-7.011234	0.1922533	0.1710871	0.228762	0.127044	0.511806	0.3624	0.629711	0.330812	0.473281	0.347882	0.309526	0.203845	0.161696	0.493086	0.307798	0.808218	0.19369	0.185979	0.217924	0.103649	0.2795988	-0.02578099	0.00837409	0.573257	0.00959577	0.0152043	0.379023	0.0145463	0.04511856	-1.2744	0.000165303	0.0189342	0.30415	3.67675	0.290151	0.318696	0.114274	0.276879	0.01933757	2.333207
3320	-3724.1	-3711.461	-12.63909	0.2022702	0.16163	0.271076	0.262748	0.782937	0.273306	0.521697	0.463396	0.465971	0.246167	0.350295	0.205976	0.147226	0.37916	0.456961	0.612877	0.0425317	0.189789	0.107057	0.232279	0.2662964	-0.3501595	0.00600043	0.572012	0.00981914	0.0167906	0.387846	0.00753205	0.3532644	-1.323145	0.000103033	0.0149702	0.27656	3.70837	0.312259	0.314316	0.109947	0.263478	0.003104898	113.7765
