Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
44	0	-3713.26	-3718.532	5.272231	0.5325734	0.2140943	0.260773	0.297911	0.343066	0.177958	0.224877	0.191586	0.117693	0.139952	0.258918	0.0633156	0.0937771	0.0731988	0.136029	0.26736	0.0831932	0.140577	0.254036	0.0865336	0.1681871	0.06337097	0.0205046	0.561077	0.00465556	0.00565033	0.40493	0.00318297	0.01661068	-1.782678	0.000836812	0.0422815	0.419432	3.53745	0.287751	0.323537	0.125985	0.262727	0.07998165	0.2076811
45	1	-3709.004	-3715.438	6.433687	0.5047156	0.1811689	0.155316	0.0959066	0.308511	0.0530313	0.125286	0.278295	0.17427	0.205534	0.111178	0.188711	0.0404131	0.152321	0.0633537	0.167809	0.194662	0.108166	0.38799	0.141907	0.1367692	0.0001060312	0.0117104	0.564685	0.00848115	0.00788841	0.389955	0.0172807	0.02216885	-1.989461	0.000259111	0.0236668	0.332759	3.64331	0.290877	0.31402	0.125349	0.269754	0.02227488	0.9952399
46	0	-3721.878	-3718.61	-3.267391	0.4753815	0.2129335	0.253212	0.13671	0.286704	0.298009	0.489891	0.462466	0.174861	0.29226	0.24851	0.0862659	0.0925334	0.117694	0.192631	0.212666	0.110373	0.366962	0.200759	0.174353	0.1724432	0.07816325	0.0096287	0.497207	0.00338527	0.0132802	0.469505	0.00699393	0.1861367	-1.757687	0.000807911	0.0415541	0.416563	3.54108	0.310968	0.291725	0.131844	0.265463	0.2642999	0.7042631
47	1	-3710.672	-3715.037	4.36488	0.5343916	0.2225367	0.26497	0.25464	0.312776	0.0782201	0.110021	0.45396	0.104705	0.17013	0.0921968	0.154908	0.157051	0.252224	0.0666418	0.267159	0.0683065	0.175623	0.0717402	0.227428	0.1334475	0.01498907	0.00998395	0.592425	0.00932203	0.0119313	0.35069	0.0256477	0.007667206	-2.014047	0.00106868	0.0477042	0.439889	3.51134	0.297084	0.296823	0.130582	0.275511	0.02265627	0.3384143
48	0	-3718.484	-3712.467	-6.016679	0.5072995	0.2142115	0.213713	0.0899043	0.439018	0.30272	0.41827	0.355501	0.197943	0.125838	0.150787	0.0855638	0.0649944	0.109337	0.101655	0.223294	0.176006	0.416647	0.4922	0.310271	0.2367841	-0.3001157	0.00870588	0.523061	0.0111318	0.0141631	0.435802	0.00713662	0.3320003	-1.440607	0.000839772	0.0423553	0.419721	3.53708	0.289861	0.301963	0.142649	0.265527	0.03188456	10.41257
49	1	-3709.855	-3707.977	-1.877712	0.6433544	0.1956135	0.142644	0.276143	0.409056	0.0585841	0.0474577	0.0698604	0.098961	0.22887	0.119787	0.15997	0.396745	0.202296	0.0606811	0.146183	0.115752	0.200103	0.386226	0.376094	0.1970779	0.1331209	0.00931804	0.482355	0.00657283	0.00738432	0.473115	0.0212542	0.005753367	-1.624156	0.000454999	0.0312839	0.372113	3.59615	0.306164	0.290604	0.133493	0.269739	0.1388743	0.04142859
50	0	-3716.489	-3710.393	-6.096708	0.4183524	0.1884557	0.740879	0.46867	0.680494	0.194154	0.337273	0.164388	0.110017	0.179433	0.203428	0.118895	0.0675023	0.0686537	0.243261	0.245144	0.0875007	0.155523	0.0762239	0.24022	0.2172838	-0.204456	0.00888482	0.480933	0.00594537	0.0105304	0.485986	0.00772054	0.223603	-1.526551	0.000347967	0.0273923	0.352863	3.6194	0.295385	0.30692	0.12781	0.269885	0.01914693	11.67827
51	1	-3710.225	-3711.466	1.24068	0.5185354	0.1592192	0.16959	0.104286	0.613205	0.0780217	0.0944575	0.136655	0.14526	0.2993	0.0999129	0.190968	0.104132	0.544667	0.0786548	0.0668867	0.122306	0.405557	0.268366	0.148976	0.1436263	0.02871243	0.00966729	0.554966	0.00671758	0.00947693	0.407302	0.0118705	0.007547962	-1.940541	9.05168e-05	0.0140365	0.269425	3.71645	0.295353	0.295132	0.135573	0.273942	0.03626039	0.20816
52	0	-3711.352	-3705.717	-5.635426	0.4812498	0.1553414	0.271075	0.111646	0.735778	0.154837	0.395056	0.213581	0.19754	0.0928379	0.0981213	0.0815089	0.0572309	0.396367	0.112714	0.182212	0.0990121	0.160058	0.310886	0.394801	0.1341179	-0.2634646	0.00849283	0.512425	0.01008	0.00633047	0.453927	0.00874484	0.2916408	-2.009036	7.28763e-05	0.0126018	0.257872	3.72945	0.292497	0.313695	0.126561	0.267247	0.02817621	10.3506
53	1	-3709.694	-3714.886	5.19188	0.5679433	0.2213542	0.198304	0.146016	0.512859	0.0526489	0.102729	0.0881783	0.0998676	0.267916	0.0987947	0.154694	0.0994967	0.277087	0.113766	0.170058	0.0828489	0.307619	0.304406	0.0729243	0.1329102	0.03243428	0.0119656	0.517767	0.0102347	0.00407984	0.439448	0.0165052	0.005701919	-2.018081	0.00103386	0.0469312	0.437067	3.51497	0.314189	0.308063	0.111567	0.266182	0.0381362	0.1495146
54	0	-3711.887	-3710.95	-0.9367979	0.3578066	0.1910311	0.213551	0.098519	0.792562	0.257976	0.425514	0.319042	0.192101	0.116281	0.189937	0.0768856	0.110661	0.0860455	0.0653413	0.208928	0.0838936	0.186411	0.111295	0.330656	0.1822944	0.001809976	0.0144214	0.513488	0.0059186	0.00795078	0.448095	0.010126	0.07453962	-1.702132	0.000384108	0.0287668	0.359847	3.611	0.298484	0.297807	0.130992	0.272717	0.0763496	0.9762936
55	1	-3713.796	-3714.754	0.9573918	0.6673231	0.1657833	0.151482	0.190561	0.379922	0.0486567	0.246304	0.240657	0.108686	0.156411	0.131305	0.141293	0.12842	0.154352	0.0582102	0.215389	0.233533	0.353043	0.297782	0.497169	0.1655089	0.03098278	0.0110412	0.517519	0.00248228	0.00172868	0.455222	0.0120066	0.03582519	-1.79873	0.000127653	0.0166526	0.288759	3.69446	0.299801	0.301848	0.127527	0.270824	0.06680797	0.5362413
56	0	-3708.097	-3707.415	-0.6811932	0.3867923	0.2081822	0.494662	0.343506	0.415882	0.150135	0.488657	0.341085	0.195885	0.0990505	0.235619	0.0577093	0.111075	0.196624	0.15246	0.186925	0.094064	0.198999	0.129231	0.228009	0.1901339	0.01079088	0.010599	0.540297	0.00468202	0.00835491	0.419848	0.0162192	0.05549305	-1.660027	0.000696789	0.0386252	0.404673	3.556	0.300179	0.308117	0.117438	0.274265	0.06628393	0.8372022
57	1	-3709.927	-3711.329	1.40155	0.6020232	0.1883492	0.236673	0.202639	0.576058	0.0594246	0.0826778	0.174366	0.171852	0.246165	0.110564	0.178304	0.470122	0.0506324	0.0637747	0.0761799	0.135746	0.119236	0.170056	0.361852	0.1645571	0.006494601	0.0116096	0.5688	0.00814554	0.010993	0.393671	0.00678138	0.008542889	-1.804498	0.000346527	0.0273361	0.352573	3.61974	0.327314	0.286733	0.121141	0.264811	0.01503749	0.568106
58	0	-3726.569	-3715.177	-11.3921	0.2793995	0.1505803	0.621709	0.240532	0.662931	0.41355	0.64769	0.392398	0.170423	0.309033	0.252123	0.244221	0.0792376	0.595281	0.424869	0.231851	0.190684	0.170309	0.361582	0.292586	0.2969443	0.1746895	0.00723478	0.543298	0.00884704	0.00547794	0.425214	0.0099283	0.1249938	-1.214211	5.49983e-05	0.0109548	0.243576	3.74541	0.294524	0.319514	0.121782	0.264181	0.2996833	0.4170862
59	1	-3702.812	-3707.944	5.132197	0.5624837	0.1947892	0.181122	0.137698	0.552961	0.0734016	0.0582803	0.1193	0.116682	0.269432	0.141511	0.143083	0.114119	0.105278	0.0806056	0.189639	0.146845	0.374072	0.229	0.22449	0.1348882	-0.03962857	0.0111785	0.575445	0.0044862	0.0118867	0.389575	0.00742842	0.04773126	-2.003309	0.000441605	0.0308245	0.369922	3.59881	0.309944	0.298817	0.120507	0.270733	0.008102685	5.890795
60	0	-3720.249	-3712.279	-7.970286	0.5140769	0.173218	0.536247	0.186949	0.636322	0.231113	0.560279	0.388942	0.248904	0.118922	0.358355	0.13226	0.0941277	0.467466	0.395822	0.0727897	0.160944	0.149001	0.225174	0.2556	0.2341197	-0.05595735	0.00642	0.56998	0.00871227	0.00663756	0.395454	0.0127964	0.1756319	-1.451923	0.000182574	0.0198921	0.310269	3.66966	0.295513	0.320587	0.116345	0.267556	0.1196746	1.467579
61	1	-3710.179	-3710.603	0.4241247	0.5073518	0.2075805	0.258435	0.177814	0.252809	0.0855654	0.0749034	0.160688	0.151071	0.32489	0.139361	0.123284	0.115109	0.150022	0.0638333	0.219701	0.256083	0.271878	0.28872	0.41572	0.1374753	-0.1273548	0.0106768	0.482657	0.0120568	0.00551789	0.485143	0.0039489	0.2298498	-1.984311	0.000683521	0.03826	0.403151	3.55791	0.297911	0.308443	0.124942	0.268704	0.102495	2.242547
62	0	-3727.463	-3715.547	-11.91579	0.3332563	0.2381998	0.158034	0.086577	0.48371	0.222446	0.504838	0.19206	0.174596	0.229559	0.583667	0.0823879	0.0939556	0.214401	0.319933	0.680773	0.327378	0.419784	0.435375	0.16463	0.2847139	-0.1969989	0.00619818	0.54307	0.00670703	0.0151853	0.411998	0.0168415	0.3545201	-1.256271	0.00160667	0.0583105	0.475931	3.46415	0.304706	0.308388	0.111027	0.275879	0.1575213	2.250617
63	1	-3717.911	-3716.238	-1.67323	0.4879065	0.1898359	0.191709	0.211514	0.370227	0.078658	0.0526729	0.186111	0.170371	0.181512	0.141537	0.255572	0.219514	0.15935	0.0727315	0.115371	0.0956812	0.296493	0.780027	0.193459	0.1558084	-0.08113119	0.00442531	0.547335	0.0151519	0.0190544	0.405369	0.00866431	0.2178703	-1.859128	0.000367013	0.0281253	0.356614	3.61489	0.302241	0.308367	0.13129	0.258102	0.1367391	1.593328
64	0	-3717.305	-3712.061	-5.24372	0.291377	0.2025763	0.153935	0.159519	0.315772	0.319928	0.497507	0.443798	0.266348	0.17804	0.375988	0.152667	0.148267	0.286214	0.501117	0.171622	0.0794944	0.163352	0.245609	0.238567	0.2524695	0.3146416	0.014657	0.558822	0.00634049	0.0112168	0.403508	0.00545502	0.08955183	-1.376465	0.000579952	0.0352749	0.390348	3.5738	0.311509	0.311724	0.113505	0.263262	0.4041934	0.2215569
65	1	-3711.892	-3709.738	-2.15423	0.4601552	0.1984492	0.274989	0.11252	0.286356	0.0843704	0.066041	0.131692	0.158292	0.249915	0.152928	0.195077	0.221184	0.244113	0.0704286	0.0747486	0.0753008	0.203203	0.886553	0.402552	0.1751756	-0.01388984	0.00617117	0.533284	0.013402	0.0129557	0.426278	0.00790894	0.1289102	-1.741967	0.000503296	0.0328856	0.379598	3.58701	0.308533	0.299977	0.116611	0.274879	0.1150203	1.12076
66	0	-3717.071	-3711.83	-5.241356	0.2786276	0.1577538	0.2117	0.172992	0.385672	0.278928	0.427082	0.385886	0.241944	0.139313	0.304442	0.0837504	0.144876	0.328065	0.158803	0.257863	0.201393	0.201346	0.115389	0.489126	0.2486348	0.08404055	0.0129903	0.566618	0.00255937	0.0114619	0.392108	0.014262	0.2482643	-1.39177	8.35021e-05	0.0134845	0.265069	3.72136	0.294135	0.319785	0.123998	0.262082	0.3323049	0.7470981
67	1	-3715.27	-3711.733	-3.53718	0.5317699	0.1766209	0.517505	0.29908	0.53728	0.105874	0.186143	0.281297	0.128716	0.222117	0.132103	0.195376	0.274611	0.138719	0.0674474	0.134748	0.102156	0.127614	0.158665	0.270141	0.1714187	-0.4011341	0.00496499	0.558755	0.00595794	0.00861937	0.405614	0.0160883	0.5218535	-1.763646	0.000212908	0.0214693	0.319963	3.65835	0.298946	0.307408	0.127307	0.266338	0.1207194	4.322864
68	0	-3708.394	-3710.685	2.290887	0.4930187	0.1777986	0.181186	0.114011	0.442933	0.125185	0.297748	0.262315	0.120562	0.139589	0.301853	0.107567	0.0815601	0.177172	0.215843	0.19508	0.0651328	0.224069	0.309541	0.157642	0.1575424	-0.1508523	0.00896676	0.561902	0.00363024	0.0106985	0.403176	0.0116262	0.2139922	-1.848061	0.000224232	0.0220286	0.323294	3.65445	0.293349	0.323828	0.117427	0.265396	0.06313994	3.389173
69	1	-3718.433	-3723.323	4.889519	0.5652302	0.2012957	0.0803267	0.144264	0.409686	0.0878791	0.117982	0.0641936	0.105243	0.245325	0.107614	0.179868	0.142902	0.0458733	0.0655315	0.226242	0.0444845	0.127475	0.156333	0.191298	0.1294537	-0.3435896	0.00848726	0.507512	0.0109062	0.00724301	0.455704	0.0101478	0.4116	-2.044432	0.000555339	0.0345263	0.387031	3.57789	0.29719	0.294647	0.128238	0.279926	0.06801036	6.052018
70	0	-3714.795	-3709.26	-5.534594	0.4467224	0.169807	0.48334	0.520121	0.41859	0.209137	0.24839	0.118265	0.174665	0.164482	0.265938	0.0832026	0.0775819	0.16541	0.326741	0.309825	0.221105	0.100109	0.746985	0.169952	0.2566324	0.08537963	0.0083349	0.545663	0.00674656	0.00872359	0.42231	0.00822164	0.0222304	-1.360111	0.000155536	0.0183701	0.300455	3.68102	0.298151	0.291901	0.126525	0.283422	0.10761	0.206583
71	1	-3721.85	-3718.842	-3.00773	0.4367367	0.1621714	0.0777146	0.173506	0.411934	0.0536283	0.14869	0.154137	0.145631	0.18467	0.160046	0.216965	0.113283	0.303602	0.118194	0.104405	0.300086	0.268923	0.0315356	0.388444	0.191517	0.08081543	0.013522	0.611791	0.00819251	0.00134467	0.357267	0.0078826	0.1678527	-1.652779	0.000106017	0.0151842	0.278157	3.70655	0.310885	0.308225	0.12884	0.252051	0.2486682	0.6750069
72	0	-3715.382	-3718.487	3.10433	0.4440703	0.1642915	0.108373	0.12486	0.383738	0.177306	0.324852	0.205092	0.185248	0.130649	0.151593	0.112652	0.107444	0.610364	0.0819816	0.114148	0.290026	0.239833	0.178753	0.0940792	0.1803581	-0.04882306	0.00748283	0.57474	0.015034	0.00912619	0.384197	0.00942064	0.08269575	-1.712811	0.000118345	0.0160376	0.284391	3.69945	0.290518	0.313625	0.126343	0.269514	0.03387269	2.441369
73	1	-3725.875	-3711.318	-14.55729	0.5149919	0.1576175	0.240519	0.334546	0.686145	0.140301	0.0853362	0.0857043	0.234215	0.432427	0.116272	0.130192	0.0980102	0.581172	0.0753539	0.737902	0.0582895	0.224173	0.0288828	0.393105	0.1786994	0.1906141	0.0109161	0.493891	0.00880266	0.00113071	0.480379	0.00488056	0.1318988	-1.72205	8.28718e-05	0.0134338	0.264664	3.72182	0.296473	0.304704	0.138272	0.260552	0.3225129	0.4089723
74	0	-3715.999	-3716.305	0.3065634	0.4573653	0.1622001	0.337869	0.182081	0.705768	0.268295	0.256396	0.261717	0.149214	0.0773325	0.120226	0.0996264	0.132718	0.248929	0.159834	0.31498	0.303355	0.158367	0.107439	0.263592	0.2208639	-0.05616745	0.00372186	0.556115	0.0131452	0.00859874	0.407513	0.0109063	0.06311853	-1.510208	0.000106178	0.0151956	0.278241	3.70646	0.328804	0.293572	0.120788	0.256836	0.006951074	9.0804
75	1	-3716.265	-3715.931	-0.3340403	0.49876	0.1818524	0.165476	0.146354	0.457249	0.0896197	0.0935133	0.268641	0.120606	0.319341	0.0930215	0.236582	0.197033	0.204452	0.0585001	0.287892	0.138151	0.300524	0.0968199	0.142268	0.1398723	-0.4435143	0.0170731	0.589131	0.0118586	0.00448653	0.37547	0.0019808	0.469274	-1.967026	0.000266645	0.0240057	0.334666	3.64106	0.293541	0.296319	0.140532	0.269608	0.02575967	18.21739
76	0	-3711.586	-3709.878	-1.707295	0.4680446	0.1499821	0.311674	0.0963013	0.79958	0.198264	0.425605	0.30101	0.151003	0.21635	0.192304	0.0804936	0.067495	0.119082	0.114972	0.169395	0.0482035	0.26425	0.101862	0.248537	0.1584763	-0.01723735	0.00309094	0.5764	0.0107559	0.00205197	0.396696	0.0110054	0.08614948	-1.84215	5.30203e-05	0.0107569	0.241773	3.74742	0.293951	0.325409	0.111678	0.268962	0.06891213	1.250135
77	1	-3719.254	-3709.133	-10.12073	0.5094179	0.1844623	0.160511	0.20422	0.35979	0.103181	0.234777	0.388363	0.208548	0.668496	0.129255	0.243285	0.265786	0.21067	0.0583236	0.100619	0.339651	0.345127	0.140791	0.304473	0.1602745	-0.4319562	0.0130526	0.58186	0.0070421	0.00645126	0.390061	0.00153373	0.6014476	-1.830867	0.000296904	0.02532	0.341907	3.63248	0.305383	0.30743	0.129468	0.257718	0.1694914	3.548543
78	0	-3714.855	-3712.477	-2.378548	0.4842239	0.1615655	0.231179	0.157332	0.668972	0.288687	0.489953	0.228076	0.258417	0.104116	0.284256	0.126527	0.134142	0.0885072	0.314417	0.119251	0.13482	0.42223	0.274999	0.237102	0.2329675	-0.01678949	0.00571404	0.537806	0.0106887	0.00651337	0.433889	0.00538931	0.07589786	-1.456856	0.000102682	0.0149448	0.276369	3.70858	0.2891	0.317522	0.13393	0.259447	0.05910838	1.284046
79	1	-3716.048	-3708.272	-7.776277	0.5905355	0.2140644	0.118231	0.256483	0.377654	0.0519227	0.142767	0.267367	0.12835	0.398239	0.168599	0.304669	0.26816	0.395137	0.0645039	0.063063	0.823153	0.141454	0.247941	0.298684	0.2017907	-0.2048514	0.014617	0.530191	0.0107294	0.00733592	0.436416	0.000710434	0.2729689	-1.600525	0.000836061	0.0422628	0.419359	3.53754	0.294568	0.296542	0.124883	0.284006	0.06811753	4.007322
80	0	-3718.147	-3714.056	-4.09174	0.4502727	0.1724735	0.177046	0.120984	0.650959	0.290162	0.370949	0.218474	0.136252	0.0452946	0.0885727	0.149911	0.14697	0.155645	0.127777	0.0814205	0.183857	0.596175	0.0373211	0.414043	0.1536773	-0.005759257	0.00468441	0.481868	0.00895754	0.00610532	0.489277	0.00910804	0.05768303	-1.8729	0.000176392	0.0195547	0.308135	3.67213	0.287894	0.314141	0.133372	0.264593	0.05192378	1.110918
81	1	-3714.544	-3709.049	-5.495036	0.5857515	0.1876368	0.201753	0.164222	0.371288	0.0580341	0.252702	0.223323	0.141574	0.232947	0.146633	0.212511	0.21315	0.124295	0.0658866	0.0613735	0.317669	0.146415	0.441204	0.245419	0.203748	0.5308364	0.012892	0.587733	0.0148187	0.00782926	0.376041	0.000685721	0.1199351	-1.590872	0.000337011	0.0269615	0.350629	3.62207	0.278868	0.303142	0.127663	0.290327	0.6507716	0.1842968
82	0	-3716.558	-3715.069	-1.488738	0.5572045	0.1901461	0.196862	0.168807	0.663545	0.173913	0.579311	0.223175	0.1262	0.0995366	0.161387	0.0574986	0.103601	0.184165	0.183968	0.213372	0.106424	0.0603451	0.152954	0.354504	0.1663562	-0.1275941	0.00493113	0.566815	0.0138706	0.0107895	0.396109	0.00748466	0.2115971	-1.793624	0.000371396	0.0282912	0.357455	3.61388	0.312243	0.305131	0.125622	0.257004	0.08400304	2.518922
83	1	-3713.211	-3711.675	-1.536298	0.4250197	0.198117	0.256811	0.317056	0.382556	0.081393	0.24186	0.16636	0.170549	0.350827	0.146462	0.138204	0.175907	0.147127	0.0826337	0.427558	0.111996	0.129545	0.265944	0.153421	0.2122353	0.3967766	0.0120437	0.53184	0.0168346	0.00742618	0.430355	0.00150019	0.0657473	-1.55006	0.000497458	0.0326963	0.378726	3.58808	0.276402	0.300461	0.135377	0.28776	0.4625239	0.142149
84	0	-3705.074	-3710.122	5.048414	0.5158235	0.1658392	0.110073	0.0908811	0.461468	0.151323	0.243121	0.193543	0.116306	0.0659824	0.120132	0.0606965	0.0960442	0.207428	0.145503	0.0910135	0.144242	0.452421	0.128351	0.197634	0.1343257	-0.02411111	0.00494368	0.511992	0.00817683	0.0177626	0.452812	0.00431287	0.1141361	-2.007488	0.000128013	0.0166759	0.288922	3.69427	0.32281	0.295681	0.130592	0.250917	0.09002494	1.267827
85	1	-3714.905	-3713.815	-1.089931	0.385314	0.234645	0.299164	0.330703	0.514657	0.095907	0.0741722	0.25977	0.123131	0.333691	0.184715	0.2024	0.296079	0.291053	0.123729	0.217704	0.268437	0.114059	0.149093	0.174458	0.1436532	0.05337828	0.0138812	0.466982	0.0106042	0.00714776	0.496015	0.00537025	0.02574359	-1.940353	0.0014717	0.0558473	0.467967	3.47471	0.289236	0.295429	0.132396	0.28294	0.07912187	0.3253663
86	0	-3720.674	-3717.166	-3.508374	0.6068946	0.1928523	0.263721	0.177459	0.652604	0.161002	0.338916	0.157813	0.133986	0.0611196	0.0668082	0.0859466	0.10615	0.154936	0.167341	0.127578	0.0328956	0.283638	0.159148	0.267867	0.1077464	0.1261591	0.00532952	0.512065	0.00817799	0.010449	0.451145	0.0128338	0.1014935	-2.227975	0.00041125	0.0297564	0.364747	3.60509	0.30998	0.289727	0.133794	0.2665	0.2276526	0.4458264
87	1	-3712.28	-3708.76	-3.519405	0.4347741	0.1876979	0.18866	0.240242	0.537545	0.123625	0.167177	0.211259	0.206035	0.593093	0.167598	0.275055	0.0985549	0.148011	0.0856389	0.558886	0.0722857	0.195955	0.34208	0.254343	0.1710029	-0.08910166	0.0127949	0.480819	0.00446936	0.0092177	0.488872	0.00382615	0.1302239	-1.766074	0.00033782	0.0269935	0.350796	3.62187	0.298455	0.292242	0.131851	0.277451	0.04112223	3.166752
88	0	-3712.851	-3708.212	-4.638614	0.6649925	0.1730794	0.192101	0.196825	0.732307	0.156385	0.273386	0.131588	0.141796	0.0387434	0.0911802	0.0547467	0.0565166	0.150432	0.27784	0.0940644	0.0640768	0.760972	0.276136	0.148848	0.1612038	-0.1436569	0.00683048	0.483655	0.0111822	0.00514651	0.484439	0.00874638	0.16646	-1.825086	0.000181411	0.0198291	0.309873	3.67012	0.289701	0.329756	0.129547	0.250995	0.02280308	7.29989
89	1	-3710.314	-3710.808	0.4940172	0.4398149	0.1837752	0.173874	0.232865	0.550518	0.0777397	0.0952209	0.168468	0.199656	0.579825	0.174299	0.223734	0.202778	0.104689	0.099552	0.2032	0.147073	0.162555	0.247864	0.429154	0.2015171	-0.0434984	0.00941845	0.480198	0.00525836	0.00976521	0.48824	0.00711985	0.07238497	-1.601881	0.000288706	0.0249709	0.340007	3.63473	0.291552	0.285482	0.151931	0.271034	0.02888657	2.505835
90	0	-3710.81	-3709.153	-1.657151	0.7988072	0.1939027	0.329519	0.295741	0.450627	0.0876433	0.206459	0.118816	0.0965152	0.0870724	0.265451	0.0642303	0.0392727	0.170521	0.189524	0.109158	0.131456	0.196763	0.468109	0.152315	0.1590408	0.3105542	0.00901992	0.55395	0.0128074	0.00516421	0.406493	0.012566	0.03590128	-1.838595	0.00042752	0.0303337	0.367558	3.60168	0.279163	0.32638	0.124521	0.269936	0.3464555	0.1036245
91	1	-3718.605	-3712.218	-6.386647	0.3478632	0.1729204	0.0918248	0.163367	0.479341	0.149511	0.38051	0.243379	0.227719	0.429454	0.221438	0.293605	0.179129	0.275476	0.0704191	0.114169	0.0621935	0.268369	0.978252	0.188741	0.1986749	-0.1319614	0.00759541	0.5681	0.0073535	0.00350453	0.407293	0.00615392	0.1754207	-1.616085	0.000180083	0.0197569	0.309417	3.67065	0.333612	0.298782	0.107763	0.259842	0.04345926	4.036439
92	0	-3730.457	-3719.175	-11.2822	0.6110425	0.1773817	0.413262	0.0895826	0.747216	0.231793	0.209411	0.200884	0.101343	0.113841	0.0999505	0.0516506	0.0591853	0.198631	0.0389821	0.413806	0.308669	0.291713	0.505356	0.105053	0.1462432	-0.3832564	0.00748034	0.561092	0.0129177	0.00326066	0.409992	0.00525701	0.4755213	-1.922485	0.000220174	0.0218299	0.322116	3.65583	0.273931	0.321937	0.130807	0.273325	0.09226487	5.153872
93	1	-3719.557	-3715.26	-4.297947	0.2793901	0.1360137	0.179561	0.233706	0.666626	0.126077	0.0927703	0.0987593	0.232123	0.490148	0.211488	0.267157	0.205064	0.630355	0.350634	0.260682	0.0997755	0.229058	0.181013	0.208492	0.2501972	0.04996029	0.0088312	0.589771	0.00618224	0.00403344	0.388903	0.00227973	0.07351767	-1.385506	2.05639e-05	0.0067114	0.199356	3.79391	0.304601	0.304387	0.126295	0.264717	0.123478	0.595391
94	0	-3715.612	-3714.616	-0.9958465	0.6105137	0.215779	0.254625	0.129151	0.431777	0.115034	0.271823	0.222525	0.18201	0.0894215	0.115955	0.0199834	0.0673296	0.101713	0.259894	0.0866508	0.101971	0.315769	0.277611	0.112479	0.1184724	-0.1054431	0.00821772	0.557117	0.0143615	0.00492215	0.403362	0.0120191	0.1878118	-2.133075	0.000880018	0.0433454	0.423573	3.5322	0.276474	0.320455	0.141851	0.261221	0.08236869	2.280135
95	1	-3715.566	-3713.899	-1.667069	0.2837696	0.1907353	0.111854	0.306498	0.460223	0.117388	0.107824	0.163893	0.224791	0.294713	0.275287	0.23519	0.319716	0.264689	0.113337	0.397366	0.0677116	0.106079	0.203713	0.296926	0.1989426	-0.004926766	0.0137382	0.54967	0.00465601	0.00807457	0.421035	0.00282543	0.1790649	-1.614739	0.000379825	0.0286075	0.359048	3.61196	0.329703	0.281068	0.125826	0.263403	0.1741381	1.028292
96	0	-3713.023	-3712.739	-0.2840698	0.5694081	0.2102501	0.263176	0.202138	0.532528	0.111549	0.188039	0.120318	0.0963626	0.245598	0.139314	0.0700656	0.0768149	0.13464	0.170054	0.390888	0.228699	0.175433	0.441201	0.0787869	0.1284225	0.08982392	0.00977561	0.547498	0.014219	0.000693517	0.415514	0.0122999	0.0282134	-2.05243	0.00074375	0.0398901	0.409876	3.54949	0.303586	0.300531	0.130382	0.2655	0.1180373	0.239021
97	1	-3720.721	-3714.685	-6.036395	0.2888046	0.2115162	0.0974045	0.152052	0.492837	0.0708749	0.115942	0.207299	0.306223	0.424808	0.279346	0.311437	0.313507	0.363002	0.273312	0.598462	0.0461032	0.30264	0.248296	0.182733	0.1928467	0.0698016	0.0113261	0.593627	0.0076202	0.00435824	0.379501	0.00356822	0.01586498	-1.645859	0.000773565	0.0406721	0.41304	3.54551	0.282625	0.302414	0.121409	0.293551	0.08566658	0.1851945
98	0	-3712.483	-3713.06	0.5773798	0.558364	0.2181172	0.267772	0.305867	0.743461	0.186849	0.272972	0.165414	0.182011	0.103248	0.153347	0.0673367	0.0828196	0.221248	0.171655	0.176651	0.195177	0.247012	0.237114	0.112331	0.1768004	0.1612308	0.0107439	0.540052	0.0117466	0.00161201	0.419721	0.0161243	0.03968319	-1.732734	0.000942481	0.0448373	0.429271	3.52495	0.275248	0.318914	0.124097	0.28174	0.200914	0.1975134
99	1	-3713.551	-3715.145	1.593789	0.3010426	0.1669525	0.231501	0.223144	0.559142	0.139884	0.189369	0.152408	0.242507	0.273425	0.162129	0.290288	0.157301	0.347966	0.222656	0.161188	0.147998	0.167692	0.335463	0.176304	0.2298309	0.1164811	0.00897995	0.590494	0.0060201	0.0121922	0.377498	0.00481583	0.04758293	-1.470411	0.000135329	0.0171429	0.29217	3.69055	0.294298	0.324624	0.122901	0.258178	0.164064	0.2900266
100	0	-3714.36	-3713.212	-1.148335	0.4672953	0.1990555	0.2897	0.21701	0.429812	0.205553	0.543305	0.274422	0.202975	0.0705776	0.148168	0.0591048	0.0952043	0.188509	0.02812	0.0863751	0.096778	0.231855	0.0630185	0.175089	0.1553147	-0.02962061	0.0104605	0.517478	0.0159031	0.0047095	0.43575	0.0156991	0.08674922	-1.862302	0.000514077	0.0332324	0.381188	3.58507	0.285407	0.304174	0.133336	0.277083	0.05712861	1.51849
