Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3736.273	-3719.648	-16.62479	0.2173918	0.1806396	0.3254785	-0.1873588	0.00892497	0.600085	0.0115223	0.0103301	0.366264	0.0028733	0.2179932	0.000253384	0.0234059	0.331279	3.64506	0.301182	0.297443	0.128115	0.273261	0.03063441	7.11596
110	-3734.212	-3717.689	-16.52294	0.2245096	0.1862769	0.3405544	-0.1827658	0.012967	0.512854	0.00850448	0.00404511	0.459578	0.00205083	0.1987965	0.000319375	0.0262526	0.346905	3.62652	0.289533	0.307585	0.140191	0.262691	0.01603073	12.40097
120	-3738.666	-3722.024	-16.64196	0.2124326	0.2111694	0.3203469	-0.2248863	0.0114262	0.499702	0.00857788	0.00371208	0.475173	0.001409	0.2408067	0.000765317	0.0404574	0.412175	3.5466	0.302155	0.299394	0.129848	0.268603	0.01592041	15.12566
130	-3740.619	-3724.234	-16.38547	0.2072335	0.2143136	0.3735447	-0.1315814	0.00906429	0.508654	0.0125435	0.00525979	0.461651	0.00282691	0.1448306	0.000842353	0.0424195	0.419973	3.53677	0.304396	0.295422	0.129587	0.270595	0.01324914	10.93132
140	-3736.487	-3721.024	-15.4629	0.2085562	0.2135177	0.3220114	-0.07391322	0.00625491	0.48819	0.0157813	0.00906297	0.476968	0.00374254	0.09028963	0.00082237	0.0419197	0.418009	3.53925	0.29044	0.304471	0.131176	0.273913	0.01637641	5.513397
150	-3732.377	-3715.932	-16.44548	0.2095287	0.1899083	0.3446986	-0.1029225	0.00868638	0.543651	0.00774808	0.00884738	0.42892	0.00214748	0.1513484	0.000368032	0.028164	0.35681	3.61466	0.293949	0.308149	0.132761	0.265141	0.0484259	3.12536
160	-3736.105	-3719.063	-17.04192	0.2106318	0.1775695	0.3567319	-0.005084096	0.00761867	0.49343	0.00963966	0.00901514	0.47851	0.00178636	0.1299156	0.000221995	0.0219193	0.322647	3.65521	0.294963	0.305763	0.133219	0.266055	0.1248315	1.040728
170	-3741.055	-3722.484	-18.57096	0.2327735	0.1824924	0.3028482	-0.01196276	0.00937013	0.509903	0.0100979	0.0139992	0.454547	0.00208337	0.2511038	0.000273846	0.024325	0.336448	3.63895	0.308314	0.303553	0.124	0.264133	0.2391411	1.050024
180	-3740.583	-3725.098	-15.48472	0.2333859	0.1979537	0.3021672	0.05457953	0.0127226	0.517288	0.0085348	0.00871623	0.4502	0.00253819	0.0395909	0.000494605	0.0326034	0.378296	3.58861	0.320751	0.302247	0.123466	0.253535	0.09417043	0.4204176
190	-3736.39	-3720.398	-15.99213	0.2078006	0.165703	0.3073618	-0.07294475	0.0102844	0.527092	0.00520175	0.00864751	0.445189	0.00358535	0.1304958	0.000127138	0.0166192	0.288524	3.69473	0.304079	0.306743	0.131219	0.257959	0.05755107	2.267479
200	-3736.972	-3721.092	-15.88006	0.2137487	0.1469527	0.3650409	-0.01802267	0.00857346	0.607173	0.00894848	0.00652612	0.363983	0.00479622	0.06194358	4.38416e-05	0.00978561	0.232616	3.75755	0.312251	0.296636	0.126222	0.264891	0.04392091	1.410344
210	-3734.312	-3718.228	-16.08435	0.2009274	0.1822828	0.3468845	-0.007521131	0.0101665	0.589269	0.00443513	0.00269009	0.389195	0.00424412	0.08131416	0.000271471	0.0242202	0.335865	3.63964	0.312457	0.288059	0.126936	0.272548	0.07379303	1.101922
220	-3734.597	-3718.996	-15.60142	0.2095693	0.1862395	0.319631	0.1071369	0.0136271	0.589929	0.00666403	0.000664668	0.386632	0.00248349	0.01075473	0.0003189	0.0262333	0.346802	3.62665	0.319611	0.287002	0.129843	0.263544	0.1178917	0.09122552
230	-3739.686	-3722.078	-17.60802	0.2023375	0.1732194	0.3035858	0.2974972	0.0165507	0.462187	0.00745186	0.00083342	0.499706	0.0132719	0.04847673	0.000182585	0.0198927	0.310273	3.66965	0.314504	0.282417	0.135248	0.267831	0.3459739	0.1401167
240	-3744.991	-3726.884	-18.10712	0.2397621	0.1683161	0.2554579	-0.03642247	0.0210521	0.577133	0.00865303	0.000761022	0.375334	0.0170672	0.2645712	0.000144717	0.0177238	0.296136	3.686	0.29188	0.298725	0.135317	0.274077	0.2281487	1.159644
250	-3738.971	-3721.666	-17.30452	0.2418485	0.2127222	0.2751737	-0.1484545	0.00826856	0.505498	0.0106011	0.00169358	0.459835	0.0141038	0.2601503	0.000802723	0.0414222	0.416039	3.54174	0.282098	0.306861	0.133572	0.277468	0.1116958	2.329096
260	-3740.509	-3724.632	-15.87627	0.247657	0.2259029	0.2736732	-0.1006385	0.00532211	0.502313	0.0155424	0.00381332	0.467369	0.00564061	0.1556605	0.00117215	0.0499272	0.447843	3.50106	0.285497	0.310558	0.127898	0.276047	0.05502198	2.82906
270	-3741.666	-3722.668	-18.9977	0.2595501	0.2191092	0.2977538	-0.08761236	0.0110984	0.4867	0.0135092	0.00604045	0.479034	0.00361752	0.3112906	0.000969873	0.0454755	0.431672	3.52188	0.292253	0.298657	0.143622	0.265468	0.2236782	1.391689
280	-3740.608	-3724.796	-15.81185	0.2342457	0.2266749	0.2802505	-0.07023324	0.0193201	0.469146	0.0107596	0.00711349	0.488908	0.00475327	0.1349437	0.00119679	0.0504416	0.449651	3.49871	0.274812	0.308045	0.145164	0.271979	0.06471042	2.085347
290	-3737.478	-3721.567	-15.91104	0.2554464	0.233566	0.2486352	-0.1930374	0.0147936	0.546379	0.0122618	0.00973954	0.412708	0.00411769	0.217871	0.00143225	0.0551057	0.465524	3.47794	0.311923	0.283549	0.131047	0.273481	0.02483355	8.773253
300	-3737.805	-3720.924	-16.88108	0.2758913	0.2113376	0.2665644	-0.3207693	0.01377	0.53859	0.010603	0.00862118	0.424289	0.00412715	0.3290815	0.000769311	0.0405615	0.412595	3.54607	0.309967	0.281771	0.141626	0.266636	0.008312131	39.5905
310	-3738.522	-3723.192	-15.32968	0.2359619	0.2120344	0.3018527	-0.1067962	0.0121383	0.493463	0.0111527	0.00771945	0.472345	0.00318208	0.1102739	0.000786003	0.0409938	0.414331	3.54389	0.259322	0.296497	0.149028	0.295153	0.00347771	31.70877
320	-3739.684	-3724.143	-15.54112	0.2068327	0.2363865	0.3153118	-0.1202131	0.01162	0.498859	0.00627444	0.00392135	0.476846	0.00247892	0.122486	0.00153685	0.0570502	0.471884	3.46953	0.284137	0.292546	0.142028	0.281289	0.002272905	53.88963
330	-3736.899	-3722.027	-14.87194	0.2209301	0.2472691	0.2951886	-0.05881389	0.0134582	0.534848	0.00723786	0.00239862	0.435625	0.00643268	0.06259773	0.00198691	0.0647249	0.495691	3.4376	0.27554	0.301247	0.136212	0.287001	0.003783838	16.54345
340	-3736.87	-3721.548	-15.32138	0.2085659	0.1947031	0.3597592	-0.03133618	0.0120697	0.565136	0.0078027	0.00185333	0.408713	0.0044256	0.03649746	0.000440223	0.0307767	0.369693	3.59909	0.306224	0.293048	0.128975	0.271753	0.005161285	7.071391
350	-3737.009	-3721.822	-15.18712	0.2042262	0.1723179	0.3239422	0.007584608	0.013409	0.550001	0.00843331	0.00183364	0.424238	0.00208521	0.03080855	0.000175121	0.0194846	0.307689	3.67265	0.310503	0.297481	0.130926	0.261091	0.03839316	0.802449
360	-3734.458	-3718.802	-15.65561	0.2149976	0.1872833	0.3752044	0.01101396	0.0114284	0.520112	0.00844038	0.00222848	0.456918	0.000872405	0.02634233	0.00033236	0.0267764	0.349663	3.62323	0.305767	0.299524	0.131825	0.262884	0.03735628	0.7051645
370	-3736.552	-3720.178	-16.3735	0.2174389	0.2017562	0.337131	-0.03770232	0.0114161	0.533327	0.0106621	0.00186446	0.440385	0.00234532	0.1180749	0.000564104	0.0347948	0.388226	3.57642	0.275571	0.30729	0.133298	0.283842	0.08037257	1.469094
380	-3735.688	-3717.439	-18.24911	0.2195359	0.2009867	0.3115357	-0.0432091	0.0121164	0.53274	0.00967875	0.00231554	0.439901	0.00324819	0.2472309	0.000549514	0.0343467	0.386228	3.57888	0.299939	0.308813	0.131896	0.259351	0.2040218	1.211787
390	-3739.934	-3722.104	-17.82982	0.2279012	0.1842927	0.3063795	0.1909194	0.0135743	0.534322	0.00631068	0.00898785	0.429577	0.00722778	0.1123652	0.000294865	0.0252337	0.341439	3.63303	0.298887	0.319363	0.141755	0.239995	0.3032845	0.3704942
400	-3742.508	-3725.226	-17.28207	0.3007298	0.2484794	0.2325612	-0.389815	0.0222789	0.568901	0.00409611	0.00520619	0.393648	0.00586999	0.3983443	0.00204165	0.065594	0.498268	3.4341	0.275213	0.303596	0.131276	0.289915	0.008529261	46.70326
410	-3745.803	-3727.155	-18.64751	0.283232	0.2642651	0.2195679	0.4509742	0.0273277	0.474752	0.00220745	0.00648606	0.480155	0.00907206	0.06764699	0.0028443	0.0771682	0.530619	3.38937	0.280031	0.296767	0.139808	0.283394	0.5186212	0.1304362
420	-3743.951	-3728.246	-15.70439	0.2776676	0.2445118	0.2421571	0.08897146	0.0286261	0.457205	0.000447719	0.00614156	0.500217	0.00736243	0.06561879	0.00186577	0.0627561	0.489768	3.44561	0.282788	0.289844	0.141185	0.286183	0.1545902	0.4244692
430	-3753.712	-3738.236	-15.476	0.3484928	0.1974499	0.2744531	0.104754	0.0186921	0.376654	0.00205174	0.00350006	0.590361	0.0087415	0.02386878	0.000485879	0.0323174	0.37697	3.59023	0.30303	0.313885	0.135092	0.247993	0.1286228	0.1855719
440	-3741.643	-3726.632	-15.0114	0.3538325	0.2172509	0.2087002	-0.05453055	0.0206957	0.497214	0.0101472	0.00166157	0.447914	0.0223681	0.1132578	0.000918996	0.0442825	0.427166	3.52763	0.286926	0.310156	0.134281	0.268637	0.05872727	1.928539
450	-3747.74	-3733.158	-14.58217	0.320042	0.2714056	0.2055715	0.1222898	0.0155974	0.462181	0.0140326	0.00202152	0.481702	0.0244653	0.002405266	0.00326287	0.0825273	0.544508	3.3697	0.285535	0.309755	0.151905	0.252805	0.124695	0.01928918
460	-3742.027	-3727.125	-14.90169	0.3290589	0.2379531	0.2095438	-0.02116757	0.0120705	0.517516	0.0130686	0.00262317	0.448611	0.0061099	0.08936824	0.00159705	0.0581386	0.475383	3.46488	0.298881	0.283648	0.130853	0.286617	0.06820066	1.310372
470	-3738.279	-3724.378	-13.90064	0.3244897	0.1956158	0.2080749	-0.001786941	0.018358	0.461501	0.00810435	0.00314144	0.495942	0.0129527	0.02564213	0.000455037	0.0312851	0.372119	3.59614	0.301438	0.304581	0.128371	0.26561	0.02385519	1.074908
480	-3739.564	-3725.41	-14.15415	0.2822363	0.1889912	0.2443086	0.01108415	0.0135026	0.579642	0.00772132	0.00277497	0.391154	0.00520547	0.01361428	0.00035527	0.0276757	0.354321	3.61765	0.269767	0.325954	0.131931	0.272348	0.02469843	0.5512205
490	-3736.043	-3721.82	-14.22355	0.2781942	0.2076817	0.2604281	-0.006541277	0.0163976	0.497284	0.0139775	0.00316049	0.463322	0.00585834	0.016955	0.000685739	0.0383213	0.403407	3.55759	0.302075	0.315939	0.130289	0.251697	0.01041372	1.62814
500	-3739.93	-3724.804	-15.12521	0.2934405	0.1837208	0.2644155	0.0548723	0.0141512	0.520067	0.00779143	0.00587575	0.450272	0.0018424	0.03633802	0.000288064	0.0249434	0.339857	3.63491	0.278383	0.3227	0.143267	0.25565	0.09121033	0.3983981
510	-3738.078	-3722.214	-15.8648	0.2908165	0.2016934	0.2612243	0.1628378	0.0115279	0.491071	0.0095531	0.0137373	0.472752	0.00135832	0.02588612	0.000562902	0.0347581	0.388063	3.57662	0.298766	0.31456	0.13887	0.247804	0.1887239	0.1371639
520	-3738.687	-3723.142	-15.54496	0.2807286	0.2069388	0.2490472	0.1195264	0.0144468	0.489044	0.0176203	0.00615424	0.4708	0.0019342	0.0384279	0.000669569	0.037872	0.401524	3.55993	0.309829	0.273783	0.144012	0.272376	0.1579543	0.2432849
530	-3736.053	-3720.03	-16.02262	0.2880702	0.2053934	0.2673402	0.1780204	0.014739	0.567337	0.00755436	0.00684428	0.400369	0.00315638	0.02751986	0.000636784	0.0369437	0.397587	3.56483	0.290256	0.306052	0.12482	0.278873	0.2055403	0.1338904
540	-3739.288	-3722.505	-16.78289	0.2708623	0.2065168	0.2745324	0.2638464	0.00927064	0.527979	0.00605809	0.00621831	0.43957	0.0109039	0.02333189	0.000660501	0.0376176	0.400451	3.56127	0.295972	0.291661	0.139199	0.273167	0.2871783	0.08124532
550	-3743.472	-3727.804	-15.66828	0.3064128	0.1945561	0.2273855	-0.08021811	0.0221879	0.450029	0.00733279	0.00668976	0.50301	0.0107503	0.1540192	0.00043787	0.0306951	0.369301	3.59957	0.279222	0.310696	0.148284	0.261798	0.07380113	2.086949
560	-3741.739	-3725.409	-16.32921	0.3148988	0.2674479	0.2490544	-0.2248048	0.010852	0.48675	0.00992466	0.00331111	0.479225	0.00993738	0.2519286	0.00302654	0.0795487	0.536866	3.38056	0.314279	0.295	0.133185	0.257535	0.02712376	9.288114
570	-3740.024	-3725.747	-14.27723	0.3200166	0.2553874	0.2172091	0.01508961	0.0185687	0.51486	0.0153642	0.00635329	0.438519	0.00633536	0.03367207	0.0023724	0.0706072	0.51271	3.41431	0.27535	0.323744	0.13711	0.263796	0.04876167	0.6905437
580	-3741.591	-3724.337	-17.25363	0.2943528	0.2012779	0.2705836	0.3303449	0.0223021	0.449203	0.00758854	0.00191103	0.512206	0.00678967	0.02007767	0.000555002	0.0345159	0.386985	3.57794	0.290414	0.287783	0.153567	0.268236	0.3504226	0.0572956
590	-3739.811	-3724.814	-14.99783	0.2473789	0.2279536	0.2730397	0.0782421	0.0166838	0.52964	0.0142674	0.00739997	0.421983	0.0100255	0.01367452	0.00123837	0.0512974	0.452633	3.49483	0.296681	0.280132	0.143232	0.279955	0.09191663	0.148771
600	-3738.098	-3722.897	-15.20047	0.2449975	0.2178317	0.3334416	-0.004987763	0.0157293	0.484586	0.00743804	0.00603278	0.471914	0.0142992	0.03173287	0.000934696	0.0446542	0.428578	3.52583	0.298467	0.299885	0.140078	0.26157	0.0267451	1.186493
610	-3750.412	-3733.489	-16.92309	0.264215	0.1788997	0.3043576	-0.1066284	0.0147297	0.541461	0.00579066	0.00651843	0.425907	0.00559308	0.1999931	0.000235219	0.0225578	0.326398	3.65081	0.315713	0.285296	0.139784	0.259207	0.09336476	2.142062
620	-3740.758	-3726.206	-14.55215	0.2260939	0.1768998	0.2721286	0.01551352	0.0138405	0.479981	0.0020806	0.00581638	0.489252	0.00903027	0.0189978	0.000215551	0.0216012	0.320753	3.65743	0.301489	0.296591	0.136879	0.265041	0.03451132	0.5504801
630	-3736.37	-3720.346	-16.02382	0.219617	0.2002091	0.3416809	0.0355395	0.0148594	0.566861	0.0016575	0.0031263	0.404312	0.00918392	0.05850863	0.000535043	0.0338962	0.384203	3.58137	0.296617	0.296708	0.138805	0.267869	0.09404813	0.6221137
640	-3738.437	-3722.274	-16.16238	0.2216589	0.1917102	0.3181367	-0.1915401	0.0200395	0.578775	0.0050234	0.00510428	0.387724	0.00333419	0.1959756	0.000394073	0.0291341	0.361678	3.60879	0.295271	0.305062	0.119204	0.280464	0.00443548	44.18363
650	-3742.282	-3725.911	-16.37085	0.2139249	0.1890108	0.3180676	-0.1508266	0.0179954	0.496933	0.00251016	0.0158513	0.458427	0.00828265	0.187412	0.000355539	0.0276861	0.354374	3.61758	0.312301	0.301482	0.135105	0.251112	0.03658542	5.122587
660	-3738.958	-3723.091	-15.86646	0.1977041	0.1591057	0.35106	0.03634643	0.0170517	0.562581	0.00230038	0.00732555	0.404967	0.0057734	0.04262485	8.99577e-05	0.0139933	0.269088	3.71683	0.291033	0.292495	0.116985	0.299487	0.07897128	0.5397513
670	-3738.775	-3721.631	-17.14408	0.1922175	0.1635791	0.3680628	0.2245627	0.00773668	0.51798	0.00752114	0.00607493	0.456575	0.00411203	0.01842683	0.000114087	0.0157481	0.2823	3.70184	0.30222	0.295146	0.123762	0.278872	0.2429895	0.07583383
680	-3733.705	-3718.52	-15.1852	0.2056956	0.2095328	0.3167169	-0.01823374	0.0135137	0.564153	0.00856629	0.00499954	0.404667	0.00410055	0.04840866	0.000727219	0.0394496	0.408076	3.55175	0.298423	0.294135	0.129525	0.277916	0.03017492	1.604268
690	-3736.612	-3722.537	-14.07462	0.2418746	0.2273824	0.2415323	-0.02784965	0.0183772	0.527219	0.00875407	0.00366291	0.439691	0.00229589	0.03045506	0.00121968	0.0509145	0.451303	3.49656	0.294531	0.306981	0.125532	0.272957	0.002605407	11.68917
700	-3736.239	-3719.656	-16.5831	0.2477571	0.180682	0.2676251	0.215401	0.0115372	0.584121	0.00560592	0.0069744	0.384225	0.00753566	0.04473604	0.00025384	0.0234267	0.331398	3.64492	0.297429	0.31101	0.127128	0.264433	0.260137	0.1719711
710	-3743.883	-3727.246	-16.63771	0.2410529	0.1982602	0.3394482	0.1028519	0.00406097	0.494685	0.00458303	0.0121504	0.48157	0.00295103	0.06117458	0.000499967	0.0327778	0.379102	3.58762	0.311019	0.299052	0.130106	0.259822	0.1640265	0.3729556
720	-3741.014	-3724.544	-16.46982	0.1679754	0.172172	0.3920772	-0.07152286	0.00394301	0.538878	0.0140901	0.00897133	0.432771	0.00134657	0.1101752	0.000173935	0.019419	0.30727	3.67314	0.296565	0.280774	0.142462	0.280199	0.03865237	2.850413
730	-3740.705	-3722.86	-17.84538	0.2096856	0.1920087	0.3393434	-0.01616807	0.00441338	0.493685	0.0151206	0.00555826	0.480079	0.00114377	0.1982237	0.000398512	0.0292962	0.362481	3.60782	0.307739	0.278108	0.13793	0.276223	0.1820557	1.088808
740	-3742.134	-3725.182	-16.95158	0.2058544	0.1683273	0.2910155	0.1021035	0.00531095	0.507072	0.0138248	0.0129145	0.459168	0.00170945	0.109407	0.000144796	0.0177286	0.296169	3.68596	0.318532	0.278565	0.135685	0.267218	0.2115105	0.517265
750	-3740.288	-3724.502	-15.78602	0.193406	0.1892285	0.3595778	0.08526839	0.00542892	0.462936	0.0170746	0.00468629	0.508403	0.00147105	0.008862221	0.00035854	0.0278017	0.354966	3.61687	0.317948	0.281229	0.131878	0.268945	0.09413061	0.09414813
760	-3745.902	-3725.662	-20.2399	0.1972817	0.1448036	0.334327	-0.4259178	0.00730181	0.497036	0.010153	0.00256409	0.480276	0.00266895	0.5502121	3.81262e-05	0.00912812	0.226101	3.76473	0.302315	0.295344	0.153105	0.249237	0.1242943	4.426689
770	-3736.157	-3719.523	-16.63342	0.2061805	0.1968621	0.3651418	0.1792789	0.0143834	0.576925	0.00640204	0.00256984	0.392473	0.00724705	0.0118255	0.000475837	0.0319851	0.375419	3.59212	0.307428	0.294329	0.129871	0.268372	0.1911044	0.06187979
780	-3742.024	-3722.234	-19.78953	0.2187362	0.2028153	0.3481669	0.5816413	0.00796622	0.489312	0.0116204	0.0017264	0.481919	0.00745648	0.01524354	0.00058463	0.0354153	0.390966	3.57303	0.319887	0.276414	0.137504	0.266195	0.5968848	0.02553849
790	-3740.185	-3721.195	-18.99011	0.2104339	0.1843269	0.3581631	-0.05282188	0.0133799	0.50454	0.00669248	0.00648427	0.456566	0.0123382	0.2762745	0.000295276	0.0252511	0.341533	3.63292	0.308644	0.302545	0.114348	0.274462	0.2234526	1.23639
800	-3738.018	-3722.149	-15.8695	0.1771827	0.1875243	0.4021026	-0.001802631	0.00633113	0.498889	0.00555143	0.0158673	0.461601	0.0117602	0.03098789	0.000335526	0.0269025	0.350322	3.62244	0.320266	0.290463	0.126102	0.26317	0.02918526	1.061765
810	-3739.045	-3719.844	-19.20143	0.17809	0.1638797	0.3738083	0.4321818	0.00564249	0.601981	0.0106479	0.00743161	0.36625	0.0080474	0.04500915	0.000115869	0.01587	0.283183	3.70083	0.299592	0.298116	0.117962	0.28433	0.4771909	0.09432105
820	-3736.382	-3718.489	-17.89308	0.1729022	0.159411	0.3877956	-0.1263451	0.0079798	0.520608	0.00792857	0.00124992	0.455862	0.00637184	0.2284562	9.14675e-05	0.0141096	0.269994	3.71581	0.310902	0.301981	0.136676	0.250441	0.1021111	2.237329
830	-3745.525	-3729.185	-16.33995	0.2448876	0.1965689	0.2634705	0.1924576	0.0161622	0.469979	0.00608213	0.00106931	0.498455	0.0082525	0.04348496	0.000470883	0.0318198	0.374644	3.59307	0.298997	0.323368	0.14426	0.233375	0.2359425	0.1843032
840	-3745.754	-3730.587	-15.16688	0.2607675	0.1863674	0.2041918	-0.1881657	0.0164959	0.474782	0.0119794	0.0053906	0.472636	0.0187167	0.197309	0.000320528	0.0262996	0.347153	3.62623	0.308885	0.313275	0.129794	0.248046	0.009143341	21.57953
850	-3741.093	-3726.644	-14.4496	0.2708578	0.179491	0.2151606	-0.06946671	0.0138382	0.458303	0.0101047	0.00574716	0.49972	0.0122879	0.08732874	0.00024128	0.0228443	0.32806	3.64885	0.284465	0.319886	0.14237	0.25328	0.01786203	4.889071
860	-3745.415	-3728.396	-17.01876	0.2734296	0.2378023	0.2885938	0.2191639	0.0124842	0.481337	0.00911886	0.00537349	0.487553	0.00413369	0.05288223	0.00159119	0.0580335	0.475047	3.46533	0.313725	0.305615	0.128993	0.251667	0.2720462	0.194387
870	-3745.013	-3726.03	-18.98337	0.2845545	0.2249604	0.2747528	-0.2037124	0.0121368	0.441312	0.0147067	0.00172689	0.523499	0.00661873	0.3769586	0.00114253	0.0493014	0.445627	3.50393	0.314837	0.297825	0.130457	0.25688	0.1732462	2.175855
880	-3741.56	-3724.793	-16.76681	0.3627488	0.2146658	0.2275383	-0.06642362	0.0163027	0.470767	0.0113836	0.00608589	0.488478	0.00698312	0.2030601	0.000851303	0.0426414	0.42084	3.53567	0.305974	0.310181	0.13326	0.250586	0.1366364	1.486134
890	-3737.906	-3719.321	-18.58455	0.2112706	0.209398	0.3544437	-0.2478018	0.0198281	0.495603	0.00392131	0.00698165	0.466176	0.00749034	0.3476642	0.000724141	0.039367	0.407737	3.55217	0.288338	0.301435	0.127099	0.283128	0.09986247	3.481431
900	-3743.791	-3726.743	-17.04821	0.2332389	0.1919795	0.350334	0.05552245	0.0080249	0.544609	0.00758827	0.0240297	0.407249	0.00849829	0.106695	0.000398075	0.0292804	0.362403	3.60792	0.302841	0.291379	0.124043	0.281737	0.1622175	0.6577283
910	-3737.663	-3721.703	-15.95983	0.1966764	0.2019942	0.3413109	0.03253973	0.00534445	0.518518	0.00918788	0.012322	0.445335	0.00929304	0.05561257	0.000568671	0.0349338	0.388843	3.57565	0.281738	0.314154	0.134098	0.27001	0.08815229	0.6308692
920	-3742.027	-3725.782	-16.24525	0.1982066	0.1873175	0.3619482	-0.03672391	0.00746177	0.523562	0.00611865	0.00505032	0.449668	0.00813913	0.09314599	0.000332808	0.0267942	0.349756	3.62312	0.315081	0.311545	0.117789	0.255586	0.05642208	1.650878
930	-3738.15	-3722.687	-15.46326	0.1981552	0.1684021	0.3193719	0.02391283	0.014778	0.549972	0.0056707	0.00742466	0.413592	0.00856187	0.0431821	0.000145325	0.0177607	0.296386	3.68571	0.304086	0.29337	0.13712	0.265424	0.06709494	0.643597
940	-3737.15	-3721.249	-15.90186	0.2175668	0.1915304	0.3309119	-0.00197353	0.00772477	0.608435	0.011499	0.00804097	0.363395	0.00090543	0.07767809	0.000391417	0.0290367	0.361194	3.60938	0.296089	0.297308	0.120387	0.286216	0.07570456	1.026069
950	-3741.127	-3723.619	-17.50793	0.2198424	0.2279322	0.3280463	-0.07902758	0.00940511	0.488167	0.00883902	0.0101152	0.481756	0.00171718	0.2125227	0.00123766	0.0512831	0.452583	3.4949	0.316884	0.30771	0.131305	0.244101	0.1334951	1.591988
960	-3743.375	-3725.899	-17.47587	0.1730232	0.191576	0.4235054	0.1757439	0.0112129	0.497381	0.0076254	0.0154391	0.467734	0.000607699	0.03163196	0.000392088	0.0290614	0.361316	3.60923	0.316764	0.301845	0.131255	0.250135	0.2073759	0.1525344
970	-3737.36	-3720.111	-17.24873	0.1706721	0.1610322	0.3906786	0.05159359	0.00701515	0.614435	0.0056293	0.0102511	0.36153	0.00113951	0.09864081	9.9813e-05	0.0147357	0.274794	3.71037	0.287502	0.303446	0.125977	0.283074	0.1502344	0.6565794
980	-3739.631	-3724.168	-15.46329	0.1789548	0.1846966	0.3929879	0.0155377	0.00535913	0.583851	0.00538089	0.0145554	0.390001	0.000852871	0.001414202	0.000299739	0.0254396	0.342555	3.63171	0.291138	0.307283	0.115665	0.285915	0.0169519	0.08342439
