Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
4030	-3741.999	-3723.493	-18.50553	0.2850924	0.1770041	0.2673127	-0.211478	0.0122019	0.601748	0.00724897	0.0032709	0.371316	0.00421374	0.3601255	0.000216545	0.0216506	0.321048	3.65708	0.286368	0.294472	0.134415	0.284745	0.1486475	2.422681
4040	-3739.208	-3723.832	-15.37619	0.2660566	0.2180304	0.2263228	-0.01326535	0.0196025	0.540582	0.00389721	0.00327873	0.424602	0.00803748	0.1073334	0.000940109	0.0447816	0.42906	3.52522	0.305332	0.300002	0.127751	0.266915	0.09406807	1.141019
4050	-3742.081	-3725.467	-16.61363	0.2511854	0.2292399	0.2620555	-0.2887399	0.0232832	0.456827	0.00523867	0.00341281	0.504327	0.00691156	0.3000874	0.00128115	0.0521628	0.455615	3.49094	0.298406	0.270953	0.156175	0.274466	0.01134747	26.44531
4060	-3738.53	-3723.394	-15.13604	0.2486706	0.2068863	0.2603962	-0.1358609	0.017992	0.47284	0.00871487	0.0105685	0.485166	0.00471899	0.1372223	0.000668436	0.0378403	0.40139	3.5601	0.306825	0.278597	0.155266	0.259312	0.00136141	100.7942
4070	-3742.21	-3725.995	-16.21576	0.2474874	0.1879921	0.3303962	-0.110312	0.00584775	0.483423	0.00823077	0.00451874	0.496025	0.00195508	0.1452899	0.000341733	0.027148	0.351599	3.62091	0.30438	0.299731	0.142511	0.253378	0.03497797	4.153755
4080	-3737.811	-3722.086	-15.72563	0.2643611	0.199609	0.2893255	-0.1496677	0.00828704	0.585359	0.0128176	0.00763518	0.382116	0.00378504	0.1601636	0.000524063	0.0335502	0.382637	3.58329	0.279764	0.313394	0.119207	0.287635	0.01049585	15.2597
4090	-3738.893	-3723.57	-15.3235	0.2545763	0.1831991	0.2894046	-0.1067911	0.0106045	0.498278	0.0118564	0.00910452	0.466913	0.00324356	0.1155254	0.00028196	0.0246799	0.338411	3.63663	0.271835	0.328195	0.122968	0.277002	0.008734288	13.22665
4100	-3739.055	-3723.709	-15.34618	0.2476958	0.257058	0.2499222	0.1272964	0.0104331	0.500841	0.0119173	0.00456242	0.469314	0.00293219	0.02431427	0.00245715	0.0718323	0.516135	3.40958	0.30505	0.297878	0.129997	0.267075	0.1516107	0.160373
4110	-3733.17	-3718.125	-15.04577	0.245857	0.1913398	0.2648431	0.09404375	0.0164657	0.490657	0.00699235	0.00430901	0.479475	0.00210117	0.01408017	0.000388615	0.0289336	0.36068	3.61	0.310868	0.295623	0.128055	0.265454	0.1081239	0.1302225
4120	-3737.112	-3721.77	-15.34248	0.245606	0.2031728	0.2900593	0.02348401	0.0131664	0.564094	0.00644742	0.0108086	0.402578	0.00290532	0.05283886	0.000591675	0.0356257	0.391888	3.57189	0.314916	0.305237	0.122956	0.256892	0.07632287	0.692307
4130	-3736.358	-3721.312	-15.04652	0.2311218	0.1850918	0.3113639	-0.002283356	0.00869214	0.508958	0.00746631	0.00872951	0.463532	0.00262135	0.03447184	0.000304564	0.0256418	0.343645	3.63041	0.300951	0.312931	0.133609	0.252509	0.03218849	1.070937
4140	-3739.454	-3722.351	-17.10328	0.2314564	0.1895817	0.283735	-0.1683367	0.0133608	0.504673	0.00855485	0.0195139	0.450647	0.00325085	0.2589206	0.000363449	0.0279896	0.355925	3.61572	0.273128	0.3099	0.14587	0.271101	0.09058392	2.858351
4150	-3738.424	-3721.579	-16.84451	0.2432302	0.1899706	0.2991019	-0.07752492	0.0085829	0.524821	0.00731755	0.0189006	0.429931	0.0104472	0.1879528	0.000368911	0.0281972	0.356979	3.61445	0.297163	0.315267	0.124979	0.26259	0.1104279	1.702041
4160	-3739.234	-3721.704	-17.52918	0.2552761	0.1857816	0.2795236	0.2883024	0.0130982	0.629249	0.00648925	0.012669	0.334463	0.00403198	0.0572181	0.000313123	0.0259966	0.345544	3.62815	0.284218	0.305285	0.128178	0.282318	0.3455205	0.1655997
4170	-3741.368	-3726.73	-14.63856	0.2992258	0.1911203	0.2529473	-0.02364714	0.0164086	0.546607	0.0121995	0.00289454	0.418994	0.00289622	0.05403982	0.000385406	0.028815	0.360088	3.61071	0.277396	0.335632	0.13146	0.255512	0.03039268	1.778054
4180	-3738.307	-3718.817	-19.48986	0.2492194	0.184125	0.2989311	-0.5223905	0.0152398	0.532502	0.00632686	0.00168464	0.43856	0.00568633	0.563096	0.000292858	0.0251484	0.340975	3.63358	0.304291	0.296941	0.142915	0.255854	0.04070552	13.83341
4190	-3736.274	-3721.226	-15.04863	0.2545094	0.1828349	0.2732991	0.07080705	0.0169496	0.571913	0.0106913	0.00495919	0.392147	0.00333984	0.02005364	0.000277757	0.0244967	0.3374	3.63783	0.274564	0.326526	0.130345	0.268566	0.09086069	0.2207075
4200	-3739.541	-3724.362	-15.17977	0.2489609	0.2142325	0.2523623	0.05303475	0.0204654	0.571945	0.0087944	0.00218608	0.392169	0.00444027	0.05016416	0.000840303	0.0423685	0.419773	3.53702	0.297417	0.287891	0.142923	0.271768	0.1031989	0.486092
4210	-3737.689	-3721.888	-15.8006	0.255011	0.2305941	0.2896243	-0.09521235	0.00771029	0.587294	0.00891492	0.00403273	0.389573	0.00247584	0.1392432	0.00132725	0.0530787	0.458737	3.48686	0.291234	0.311851	0.116764	0.280151	0.04403086	3.162401
4220	-3736.878	-3721.968	-14.91003	0.2742859	0.1835687	0.2636653	-0.02012137	0.00662129	0.542923	0.00871554	0.00900305	0.427985	0.00475215	0.06254559	0.000286275	0.0248664	0.339435	3.63541	0.310158	0.298751	0.124979	0.266112	0.04242421	1.47429
4230	-3740.581	-3724.52	-16.06035	0.2677217	0.2028833	0.2736181	-0.1435292	0.00664334	0.528134	0.0170713	0.00846801	0.429411	0.0102724	0.186629	0.000585965	0.0354553	0.391141	3.57282	0.289744	0.295996	0.132332	0.281929	0.04309983	4.330157
4240	-3740.669	-3723.791	-16.87803	0.2476751	0.2061126	0.2558772	-0.05066769	0.0107646	0.54707	0.00924833	0.00894631	0.416412	0.00755915	0.1961574	0.000651899	0.0373746	0.399422	3.56255	0.296003	0.304283	0.149438	0.250277	0.1454897	1.348256
4250	-3739.973	-3723.552	-16.42045	0.249999	0.1683561	0.2595709	0.1945002	0.0098436	0.500465	0.0131018	0.00628109	0.464986	0.00532302	0.04774739	0.000145	0.017741	0.296252	3.68586	0.295199	0.289639	0.142999	0.272162	0.2422476	0.1971016
4260	-3741.182	-3726.227	-14.95495	0.2649772	0.229199	0.2755197	0.02616439	0.021799	0.548468	0.0126761	0.00372376	0.408294	0.00503874	0.03574941	0.00127978	0.0521352	0.45552	3.49106	0.295339	0.302599	0.123613	0.278448	0.0619138	0.5774062
4270	-3737.026	-3721.908	-15.11813	0.2629815	0.2200658	0.2388587	-0.05939359	0.0162239	0.546588	0.00401073	0.00148794	0.424598	0.00709102	0.108545	0.000996797	0.0460939	0.433977	3.51893	0.302784	0.294199	0.125046	0.27797	0.04915138	2.208381
4280	-3744.37	-3729.271	-15.09916	0.2487953	0.1733848	0.2413482	-0.05487888	0.0206396	0.543055	0.00847138	0.0021112	0.421854	0.00386866	0.1027427	0.00018398	0.019968	0.310747	3.6691	0.277629	0.316416	0.133746	0.272209	0.0478638	2.146563
4290	-3738.003	-3722.128	-15.87535	0.2654936	0.192616	0.2712318	0.04503287	0.0208466	0.543229	0.00424894	0.0034328	0.420662	0.00758042	0.08244527	0.000407654	0.0296272	0.364113	3.60585	0.311911	0.284853	0.134279	0.268958	0.1274781	0.6467405
4300	-3740.897	-3725.438	-15.45928	0.2513307	0.1868615	0.2747318	0.1506969	0.018992	0.561802	0.0126589	0.00778922	0.39329	0.00546795	0.004285055	0.000326873	0.0265563	0.348508	3.62461	0.279674	0.30958	0.129374	0.281372	0.1549819	0.02764874
4310	-3746.856	-3730.741	-16.11523	0.2748234	0.2442504	0.2739394	-0.193345	0.0107637	0.56536	0.00854707	0.0118395	0.39578	0.00770885	0.2154067	0.00185454	0.0625702	0.489203	3.44637	0.264548	0.335381	0.135861	0.26421	0.02206175	9.76381
4320	-3738.47	-3722.584	-15.88573	0.2956774	0.2215855	0.2621875	0.06108851	0.0110444	0.540822	0.00572284	0.00650825	0.424606	0.0112971	0.07901616	0.00104061	0.0470821	0.437621	3.51426	0.3027	0.294117	0.139408	0.263775	0.1401047	0.5639795
4330	-3737.023	-3722.594	-14.42862	0.2923145	0.1926679	0.232062	-0.05358034	0.0175981	0.563426	0.00455645	0.00285012	0.405754	0.00581551	0.06904735	0.000408441	0.0296556	0.364252	3.60568	0.295279	0.299438	0.126664	0.278619	0.01546701	4.46417
4340	-3738.202	-3722.738	-15.4641	0.2930257	0.2252698	0.2810849	0.02132912	0.0109036	0.521749	0.0151922	0.000993556	0.44141	0.00975228	0.06429136	0.0011522	0.0495066	0.446356	3.50299	0.294544	0.297728	0.142147	0.26558	0.08562048	0.7508877
4350	-3742.6	-3725.042	-17.55757	0.2914681	0.226943	0.2635463	0.06496543	0.0108637	0.522042	0.00993821	0.00327502	0.446229	0.00765172	0.1679416	0.00120543	0.0506207	0.450278	3.4979	0.325693	0.292196	0.142265	0.239846	0.232907	0.7210671
4360	-3738.47	-3723.447	-15.02244	0.2906504	0.1902243	0.2279806	0.006139335	0.0159562	0.535599	0.00698713	0.0101426	0.427232	0.00408259	0.0764963	0.000372506	0.028333	0.357666	3.61363	0.309249	0.277527	0.139652	0.273571	0.08263563	0.925706
4370	-3744.174	-3726.736	-17.43858	0.2957355	0.2420109	0.2616435	-0.2314926	0.00479583	0.532786	0.0255507	0.0110191	0.424988	0.000860711	0.3122484	0.0017601	0.0609841	0.484332	3.45292	0.294332	0.298272	0.147111	0.260285	0.08075577	3.866577
4380	-3747.36	-3731.564	-15.7962	0.2970551	0.2047143	0.2780515	-0.05644587	0.00424604	0.495187	0.0117656	0.00581468	0.481433	0.00155329	0.121745	0.000622742	0.0365387	0.395849	3.56699	0.301562	0.309287	0.15022	0.238932	0.06529918	1.864419
4390	-3740.344	-3722.826	-17.51816	0.2979956	0.2274369	0.2341376	-0.3206151	0.0127988	0.515606	0.00806469	0.00237157	0.452832	0.00832657	0.3783398	0.00122145	0.0509511	0.45143	3.4964	0.303652	0.309466	0.130278	0.256604	0.05772464	6.554217
4400	-3746.19	-3726.317	-19.87359	0.2823579	0.1726757	0.2481177	0.3700988	0.0143257	0.530041	0.00271738	0.0194523	0.419178	0.0142856	0.1585228	0.000178055	0.0196461	0.308715	3.67146	0.28978	0.309556	0.13273	0.267933	0.5286216	0.2998796
4410	-3745.136	-3729.661	-15.47458	0.2907822	0.1932693	0.2650999	0.07112693	0.00989384	0.524559	0.0175616	0.0183018	0.422647	0.00703633	0.04787138	0.000417654	0.029985	0.365864	3.60373	0.302952	0.285855	0.148388	0.262804	0.1189983	0.4022862
4420	-3744.127	-3725.402	-18.72439	0.2905544	0.2221679	0.2469988	0.4572095	0.0108674	0.526505	0.0168047	0.00860983	0.433624	0.003589	0.05048691	0.00105774	0.0474627	0.439011	3.51247	0.295046	0.303237	0.134928	0.26679	0.5076964	0.09944312
4430	-3736.598	-3722.16	-14.43794	0.2925137	0.2196777	0.2320763	0.05187773	0.00826818	0.600167	0.00960125	0.00601093	0.372668	0.00328478	0.01626748	0.000985813	0.0458426	0.433043	3.52013	0.307068	0.301507	0.12676	0.264665	0.06814522	0.2387179
4440	-3745.512	-3724.199	-21.3139	0.2887754	0.2168138	0.2601077	0.1131625	0.00568377	0.519795	0.0165781	0.00783556	0.443749	0.00635816	0.3569405	0.000907299	0.0440034	0.426101	3.52899	0.317039	0.303286	0.119483	0.260192	0.470103	0.7592814
4450	-3740.486	-3725.707	-14.77884	0.2661479	0.1929504	0.2422718	-0.0731187	0.013855	0.463632	0.00948232	0.00609423	0.481104	0.0258322	0.09498969	0.000412751	0.0298101	0.36501	3.60477	0.295325	0.310206	0.131992	0.262477	0.021871	4.343181
4460	-3740.211	-3725.69	-14.52089	0.2598873	0.1634755	0.3122143	0.0001916325	0.0138018	0.473132	0.00445832	0.00712346	0.492625	0.00885972	0.0003371621	0.000113478	0.0157063	0.281995	3.70218	0.288543	0.310211	0.134592	0.266654	0.0005287946	0.6376051
4470	-3743.583	-3727.522	-16.06022	0.2416664	0.1922759	0.3366023	0.1423362	0.00658668	0.584061	0.00756853	0.00125481	0.384788	0.0157405	0.008042035	0.000402516	0.0294417	0.3632	3.60696	0.293154	0.320681	0.117298	0.268868	0.1503782	0.05347872
4480	-3738.177	-3722.865	-15.31128	0.2404412	0.1822672	0.2679735	0.1332559	0.00989923	0.539633	0.0147728	0.00575229	0.427113	0.00282992	0.008646371	0.000271296	0.0242124	0.335821	3.63969	0.283779	0.315852	0.13708	0.263289	0.1419023	0.06093186
4490	-3741.644	-3725.578	-16.06668	0.2720565	0.2038655	0.2558199	-0.1094015	0.00820411	0.541738	0.0150716	0.0039503	0.428779	0.00225714	0.1786845	0.000605497	0.0360349	0.393671	3.56969	0.280317	0.298475	0.123687	0.297521	0.06928298	2.579053
4500	-3736.256	-3720.084	-16.17196	0.2464698	0.2035795	0.3038258	0.1369411	0.0105431	0.556893	0.0111605	0.00650995	0.412423	0.00247065	0.03728737	0.000599763	0.0358657	0.392935	3.5706	0.273323	0.335853	0.134276	0.256548	0.1742285	0.2140142
4510	-3736.993	-3721.914	-15.0791	0.26467	0.1889751	0.280823	0.0892287	0.00801385	0.554748	0.00841505	0.0169978	0.410834	0.00099082	0.008788758	0.000355047	0.0276671	0.354277	3.6177	0.299958	0.31699	0.128383	0.254669	0.09801745	0.08966524
4520	-3744.632	-3729.326	-15.30647	0.2325657	0.2178227	0.2889904	0.06809708	0.0052102	0.484245	0.0146512	0.0197706	0.474653	0.00147043	0.02836353	0.000934451	0.0446484	0.428556	3.52586	0.2965	0.315268	0.115827	0.272405	0.09646061	0.2940426
4530	-3736.423	-3721.48	-14.94277	0.2560155	0.1904545	0.2750046	-0.06705243	0.00913905	0.566995	0.00724837	0.0139388	0.402008	0.000670431	0.08255255	0.000375791	0.0284566	0.358289	3.61288	0.313996	0.294391	0.127805	0.263809	0.01550013	5.325928
4540	-3742.625	-3725.998	-16.62697	0.2550414	0.1861694	0.3086397	0.1054483	0.0092838	0.496217	0.0126719	0.0134559	0.468049	0.000322875	0.07594966	0.000318011	0.026197	0.34661	3.62688	0.317665	0.288177	0.144607	0.249551	0.181398	0.4186908
4550	-3741.936	-3727.031	-14.90458	0.2573926	0.2301775	0.2439911	-0.04740657	0.0114184	0.534433	0.0192054	0.0188139	0.415886	0.000243125	0.08857714	0.00131295	0.0527964	0.457778	3.48811	0.299589	0.297655	0.139927	0.262829	0.04117056	2.151468
4560	-3739.921	-3725.234	-14.6869	0.2978568	0.2303035	0.2265568	-0.03931054	0.0147928	0.528149	0.0155748	0.0141735	0.424072	0.00323813	0.07992609	0.00131727	0.0528818	0.458069	3.48773	0.274355	0.302294	0.145279	0.278073	0.04061556	1.967869
4570	-3739.893	-3723.519	-16.3735	0.265519	0.2082323	0.2555542	-0.2741848	0.0169177	0.508883	0.00766897	0.0038005	0.445168	0.0175622	0.2859698	0.000697901	0.0386556	0.4048	3.55585	0.320897	0.288397	0.137444	0.253262	0.01178502	24.26554
4580	-3735.594	-3719.911	-15.68292	0.2530666	0.1815401	0.2615807	-0.07419156	0.0147545	0.495345	0.00538543	0.00794121	0.471047	0.00552741	0.1378736	0.000263183	0.0238506	0.333795	3.64209	0.304129	0.308362	0.129629	0.25788	0.06368202	2.165031
4590	-3742.548	-3724.276	-18.27209	0.2373948	0.2024395	0.2679162	0.3813182	0.0166023	0.512623	0.012079	0.0132801	0.436852	0.00856334	0.05665333	0.000577287	0.0351946	0.389995	3.57423	0.307797	0.296016	0.134934	0.261253	0.4379715	0.1293539
4600	-3741.145	-3725.228	-15.9171	0.2834444	0.1807684	0.2048449	-0.2379245	0.00900658	0.530968	0.01059	0.0171615	0.425754	0.0065194	0.2626313	0.000254769	0.0234692	0.33164	3.64464	0.311918	0.292177	0.130877	0.265028	0.02470678	10.62993
4610	-3740.318	-3726.357	-13.96074	0.2745311	0.1855954	0.2381896	-0.00106423	0.00967991	0.485735	0.0047053	0.0125629	0.457194	0.0301231	0.01160657	0.000310796	0.0259006	0.345032	3.62876	0.321419	0.288247	0.127244	0.263089	0.01054234	1.100948
4620	-3737.83	-3722.182	-15.64721	0.255668	0.1909479	0.2986782	-0.0131941	0.00890914	0.546489	0.00703189	0.0082176	0.415853	0.0134992	0.08257872	0.000382899	0.028722	0.359623	3.61127	0.320725	0.289335	0.118393	0.271547	0.06938462	1.190159
4630	-3738.27	-3723.693	-14.5763	0.2878879	0.1946817	0.2691707	0.001187151	0.0064016	0.546415	0.00561942	0.013928	0.413402	0.014234	0.02873527	0.000439879	0.0307648	0.369635	3.59916	0.313007	0.295013	0.123053	0.268928	0.02992243	0.9603257
4640	-3738.43	-3723.323	-15.10687	0.2797952	0.1845796	0.2733375	-0.0163736	0.0163079	0.549217	0.006428	0.00405945	0.415523	0.0084649	0.06740409	0.000298322	0.0253799	0.342232	3.63209	0.295605	0.321329	0.111513	0.271553	0.0510305	1.320859
4650	-3742.344	-3727.793	-14.55128	0.2906345	0.1751301	0.264746	-0.04482167	0.00623344	0.610394	0.0129422	0.0149441	0.350397	0.00508937	0.05309868	0.00019919	0.0207712	0.315729	3.6633	0.30612	0.298156	0.131302	0.264422	0.008277013	6.415199
4660	-3738.442	-3722.882	-15.56032	0.2970403	0.1950629	0.2128412	-0.2133682	0.0101032	0.495639	0.0126567	0.0150328	0.464101	0.00246774	0.224943	0.00044602	0.0309767	0.37065	3.59793	0.311951	0.299668	0.129757	0.258624	0.01157483	19.43381
4670	-3740.364	-3726.251	-14.11387	0.3059242	0.199632	0.2536394	-0.01477075	0.0120664	0.451625	0.00641087	0.0165403	0.50991	0.00344737	0.01841896	0.00052448	0.0335634	0.382697	3.58322	0.281698	0.30077	0.151592	0.26594	0.003648208	5.048769
4680	-3740.979	-3726.253	-14.72675	0.307913	0.217463	0.2329225	-0.04187548	0.018237	0.4239	0.00428783	0.0111851	0.540213	0.00217615	0.07815319	0.000924708	0.0444181	0.427682	3.52697	0.303875	0.309301	0.137782	0.249042	0.03627772	2.154303
4690	-3738.226	-3723	-15.22608	0.3024822	0.2229573	0.2502977	0.1021119	0.0183917	0.463674	0.0029036	0.00812807	0.501207	0.00569596	0.02687438	0.00108126	0.0479801	0.440889	3.51005	0.308282	0.282625	0.146448	0.262645	0.1289863	0.2083507
4700	-3739.95	-3725.182	-14.76754	0.2988432	0.1818286	0.2327316	0.04447544	0.0081679	0.527915	0.011064	0.0201047	0.423633	0.00911516	0.03970288	0.000266381	0.0239939	0.3346	3.64114	0.304571	0.293633	0.125774	0.276021	0.08417833	0.4716521
4710	-3738.742	-3724.481	-14.2608	0.3144767	0.2207373	0.2525714	-0.03197939	0.0124053	0.461855	0.00624834	0.00718975	0.505032	0.0072699	0.03598272	0.001016	0.0465297	0.43559	3.51686	0.323841	0.284486	0.138463	0.25321	0.004003329	8.988198
4720	-3740.78	-3726.402	-14.37771	0.3026036	0.2115587	0.2433727	-0.04358891	0.0128875	0.495477	0.00584541	0.00753857	0.472465	0.00578635	0.053873	0.00077458	0.0406985	0.413146	3.54538	0.298869	0.30115	0.139957	0.260024	0.0102841	5.238477
4730	-3735.378	-3721.229	-14.14896	0.3230445	0.2018285	0.2442655	-0.02619124	0.0126301	0.551924	0.00528869	0.00738801	0.416839	0.00593045	0.03161223	0.000565488	0.034837	0.388413	3.57618	0.30225	0.305892	0.127741	0.264117	0.005420991	5.831449
4740	-3740.103	-3722.24	-17.86323	0.2536338	0.2219077	0.3157343	0.2598413	0.0155772	0.545994	0.00587254	0.00528373	0.420824	0.00644837	0.07090441	0.00105006	0.0472925	0.43839	3.51327	0.28561	0.310522	0.125783	0.278085	0.3307457	0.2143774
4750	-3737.894	-3723.27	-14.6249	0.2437903	0.1795205	0.2492956	-0.04565745	0.0121691	0.540491	0.0125446	0.0111664	0.416583	0.00704497	0.0678892	0.000241586	0.0228587	0.328143	3.64876	0.309115	0.302046	0.126919	0.26192	0.02223175	3.053705
4760	-3735.314	-3719.977	-15.3366	0.263614	0.1793923	0.2757715	0.02530778	0.00830269	0.605159	0.00769162	0.0130441	0.364455	0.00134818	0.05753821	0.000240261	0.0227964	0.327783	3.64918	0.295774	0.314084	0.120107	0.270035	0.08284599	0.6945202
4770	-3740.167	-3724.918	-15.24999	0.258724	0.1890811	0.2968897	-0.08640116	0.011574	0.426271	0.0172752	0.0173347	0.524379	0.00316592	0.09668508	0.000356506	0.0277234	0.354565	3.61735	0.30493	0.286522	0.149739	0.258809	0.01028392	9.401581
4780	-3744.402	-3729.662	-14.73947	0.2583828	0.2165365	0.2360182	0.1184577	0.00680445	0.428895	0.0165628	0.00975508	0.527606	0.0103763	0.0001978403	0.000899932	0.0438267	0.425425	3.52985	0.305866	0.293455	0.154169	0.24651	0.1186555	0.00166735
4790	-3741.506	-3725.915	-15.59142	0.2756578	0.2026213	0.2381949	-0.05550082	0.0173333	0.486003	0.00580623	0.00468195	0.468983	0.0171924	0.1353919	0.000580831	0.0353013	0.390465	3.57365	0.275538	0.29494	0.148326	0.281196	0.07989105	1.694706
4800	-3742.388	-3724.117	-18.27125	0.3047915	0.2143315	0.2011132	0.1759007	0.0107836	0.541669	0.00946507	0.00306625	0.410762	0.0242543	0.1842955	0.000842806	0.0424308	0.420017	3.53671	0.298378	0.300397	0.123808	0.277417	0.3601962	0.511653
4810	-3737.261	-3722.727	-14.53425	0.2705922	0.2027784	0.2829294	-0.001522615	0.0124111	0.575944	0.00469761	0.00269959	0.387633	0.016615	0.01952016	0.000583904	0.0353936	0.39087	3.57315	0.298446	0.306103	0.129496	0.265955	0.01799755	1.084601
4820	-3740.825	-3724.129	-16.6963	0.2528943	0.2299564	0.2994609	0.01770314	0.0138506	0.600504	0.00908714	0.00390891	0.365341	0.00730786	0.1312295	0.00130541	0.0526468	0.457269	3.48878	0.304154	0.300785	0.127298	0.267763	0.1489327	0.8811333
4830	-3742.724	-3727.016	-15.70807	0.2590017	0.2162492	0.2420633	-0.1945649	0.0157213	0.490957	0.00779895	0.00319583	0.477329	0.00499707	0.2072669	0.000892342	0.0436439	0.424723	3.53074	0.306505	0.279337	0.138246	0.275912	0.01270199	16.31767
4840	-3743.572	-3728.012	-15.56056	0.2732404	0.201286	0.3369605	-0.04398538	0.0152456	0.491004	0.0111589	0.0116715	0.462886	0.00803456	0.07054512	0.000555156	0.0345207	0.387006	3.57792	0.294656	0.287744	0.146431	0.271169	0.02655974	2.656092
4850	-3740.668	-3725.881	-14.78709	0.251617	0.1812125	0.3042432	0.02654187	0.00776881	0.505155	0.0101363	0.0120079	0.460945	0.00398669	0.007895528	0.000259587	0.0236883	0.332881	3.64317	0.29916	0.304983	0.136798	0.259059	0.0344374	0.2292719
4860	-3739.862	-3724.472	-15.39003	0.2242629	0.2280073	0.3049126	0.02442802	0.00943721	0.50225	0.0116639	0.0153357	0.458463	0.00285055	0.04711227	0.00124013	0.0513335	0.452757	3.49467	0.287063	0.309843	0.124953	0.278141	0.07154029	0.6585417
4870	-3738.867	-3723.148	-15.719	0.2133986	0.1726795	0.3551811	0.08783457	0.0139364	0.581081	0.00657448	0.00531464	0.387362	0.00573132	0.004784165	0.000178087	0.0196478	0.308726	3.67145	0.286862	0.314548	0.138198	0.260392	0.09261874	0.0516544
4880	-3740.482	-3724.417	-16.06539	0.2421182	0.1952668	0.355143	-0.1095469	0.0153705	0.424911	0.0111568	0.00534608	0.537712	0.00550406	0.1233688	0.00044933	0.0310903	0.371192	3.59727	0.30147	0.28576	0.136465	0.276306	0.01382185	8.925635
4890	-3739.73	-3724.262	-15.46777	0.2373044	0.1978712	0.3114162	0.1138708	0.00668519	0.52189	0.0153629	0.0092548	0.441752	0.00505554	0.001557167	0.000493168	0.0325564	0.378079	3.58887	0.334903	0.287944	0.126541	0.250613	0.115428	0.01349038
4900	-3741.056	-3726.152	-14.90484	0.2184087	0.173458	0.3193127	-0.00671999	0.00917192	0.522448	0.017738	0.00483238	0.442224	0.00358636	0.02350811	0.0001846	0.0200014	0.310956	3.66886	0.314681	0.293932	0.115163	0.276223	0.01678812	1.400282
4910	-3736.48	-3720.824	-15.65658	0.2569524	0.2055175	0.2909478	-0.02593339	0.0096286	0.614236	0.0139815	0.00753634	0.348584	0.0060334	0.09464037	0.000639375	0.037018	0.397904	3.56444	0.28265	0.318325	0.129517	0.269508	0.06870698	1.377449
4920	-3743.794	-3729.114	-14.67951	0.2798622	0.2378378	0.2445468	0.02252305	0.0183992	0.626135	0.00756157	0.00460093	0.334831	0.00847181	0.03916925	0.00159257	0.0580582	0.475126	3.46522	0.270495	0.335745	0.119703	0.274057	0.0616923	0.6349131
4930	-3747.733	-3727.555	-20.17804	0.2805242	0.1980088	0.2898705	0.1982976	0.017696	0.498172	0.00606014	0.0117139	0.464538	0.00181948	0.2475646	0.000495565	0.0326347	0.378441	3.58843	0.287107	0.323173	0.116783	0.272937	0.4458622	0.5552491
4940	-3738.161	-3724.29	-13.87112	0.2645013	0.2123874	0.2300287	0.0129497	0.015717	0.499903	0.00877676	0.00347277	0.466152	0.00597771	0.004156607	0.000794554	0.0412134	0.415208	3.54278	0.277994	0.309902	0.148279	0.263825	0.01710631	0.2429868
4950	-3736.909	-3722.233	-14.67606	0.2582792	0.2027449	0.2545902	0.02103257	0.0154499	0.495368	0.0120154	0.00594322	0.461923	0.00929978	0.03364321	0.000583249	0.0353739	0.390784	3.57326	0.300915	0.282545	0.136903	0.279637	0.05467578	0.615322
4960	-3741.359	-3722.073	-19.28572	0.233465	0.2334239	0.279265	0.4385027	0.0149045	0.477881	0.00725599	0.00578197	0.482673	0.0115032	0.08958394	0.00142711	0.0550083	0.465202	3.47836	0.294236	0.287855	0.142914	0.274995	0.5280867	0.1696387
4970	-3737.651	-3722.505	-15.14632	0.2249915	0.2222932	0.3032566	-0.01759134	0.0134113	0.503961	0.0101835	0.00342003	0.456629	0.0123948	0.05392955	0.00106145	0.0475447	0.439309	3.51208	0.276877	0.301875	0.133146	0.288102	0.03633822	1.4841
4980	-3738.359	-3721.376	-16.9832	0.2238338	0.1918381	0.2980825	-0.1622407	0.0161586	0.602528	0.00473662	0.000605133	0.363669	0.0123029	0.2407257	0.000395971	0.0292036	0.362022	3.60838	0.288931	0.293585	0.122116	0.295368	0.07848497	3.067157
4990	-3742.855	-3726.156	-16.69862	0.2309325	0.1804608	0.348381	-0.1498039	0.011219	0.605572	0.00885517	0.00364747	0.365506	0.0052005	0.185092	0.000251471	0.023318	0.330779	3.64565	0.27207	0.309044	0.132034	0.286853	0.0352881	5.245168
5000	-3741.33	-3727.234	-14.09605	0.2444577	0.2383036	0.242507	0.02872994	0.0225069	0.519901	0.00481274	0.00412681	0.428022	0.0206307	0.002717463	0.00161073	0.0583828	0.476162	3.46384	0.289252	0.313451	0.132225	0.265072	0.03144741	0.08641293
5010	-3746.554	-3729.332	-17.22188	0.2379119	0.2212118	0.2873734	-0.304422	0.017326	0.490192	0.00714273	0.00186585	0.475316	0.00815813	0.3304847	0.00102972	0.0468384	0.436727	3.51541	0.274802	0.315441	0.128681	0.281076	0.02606274	12.68035
5020	-3741.16	-3724.587	-16.57354	0.2383229	0.2078376	0.3330379	-0.2088358	0.0113334	0.503723	0.00967108	0.0149848	0.452569	0.00771884	0.2194138	0.000689167	0.0384158	0.403802	3.55709	0.309439	0.293633	0.149775	0.247153	0.01057798	20.7425
