Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5080	-3721.41	-3714.823	-6.586796	0.494069	0.2112596	0.540387	0.10477	0.222844	0.331223	0.275075	0.137974	0.0414998	0.0168235	0.581974	0.209337	0.19233	0.117228	0.645017	0.037739	0.241531	0.0122884	0.207272	0.220603	0.2022894	0.02860529	0.0116879	0.491678	0.0124817	0.00650198	0.468581	0.00906894	0.06418623	0.000767456	0.0405132	0.4124	3.54632	0.288029	0.313909	0.134956	0.263105	0.09279151	0.6917252
5090	-3723.24	-3710.406	-12.83327	0.5229588	0.1858002	0.675499	0.0200826	0.786716	0.718528	0.291096	0.16868	0.068722	0.049286	0.185391	0.219883	0.78451	0.0476293	0.0624563	0.0657675	0.157647	0.0338311	0.301978	0.375434	0.348183	-0.08375173	0.0174798	0.531085	0.00764037	0.00309773	0.43443	0.00626714	0.1739691	0.000313356	0.0260062	0.345595	3.62809	0.301858	0.318753	0.125909	0.25348	0.09021732	1.928333
5100	-3712.796	-3707.148	-5.647454	0.4659534	0.1699215	0.812996	0.0362566	0.273474	0.445012	0.231816	0.1314	0.133216	0.0777532	0.233753	0.310688	0.374019	0.0532294	0.115685	0.246334	0.0741016	0.0287547	0.169419	0.104642	0.1851087	-0.08454998	0.0108355	0.602456	0.00534242	0.00243746	0.377481	0.00144754	0.1473081	0.000156392	0.0184202	0.300786	3.68064	0.30321	0.31676	0.119681	0.26035	0.06275813	2.347235
5110	-3723.8	-3709.23	-14.57049	0.4303901	0.1615799	0.749456	0.0582722	0.345603	0.505374	0.351945	0.265163	0.905626	0.479632	0.182697	0.154767	0.610141	0.0559153	0.0843939	0.665413	0.113843	0.005039	0.438323	0.00692237	0.3881233	-0.0537698	0.00737739	0.4837	0.00937146	0.000652629	0.478231	0.0206678	0.07760076	0.00010276	0.0149504	0.276412	3.70853	0.30951	0.290015	0.127366	0.273109	0.02383096	3.2563
5120	-3718.848	-3711.147	-7.700918	0.6667106	0.2027285	0.455094	0.0464327	0.377575	0.358013	0.118639	0.140091	0.0314549	0.0264691	0.618818	0.515888	0.738418	0.0797708	0.171085	0.0446978	0.248716	0.00129058	0.196407	0.0689746	0.187653	0.1151877	0.00779076	0.466176	0.00768842	0.000460107	0.499905	0.0179803	0.03657199	0.000582927	0.0353642	0.390741	3.57331	0.299632	0.310984	0.141041	0.248343	0.1517597	0.2409862
5130	-3720.762	-3711.087	-9.675259	0.7835524	0.1978891	0.477059	0.0420896	0.306613	0.484458	0.276041	0.0892757	0.159014	0.0718265	0.514027	0.351155	0.574217	0.043038	0.382999	0.450613	0.0220236	0.0605366	0.161742	0.397306	0.238993	0.01747416	0.0166153	0.575729	0.00619575	0.0002257	0.387416	0.0138185	0.05645889	0.00049348	0.0325666	0.378126	3.58881	0.275689	0.307129	0.137121	0.280061	0.07393305	0.7636488
5140	-3712.939	-3711.109	-1.829692	0.6564334	0.2140683	0.359138	0.0607471	0.206751	0.273846	0.184485	0.138091	0.197234	0.090547	0.173703	0.183413	0.0251955	0.0463127	0.152844	0.0390237	0.119303	0.14173	0.301306	0.545546	0.2360104	0.01172127	0.015488	0.505371	0.00665295	0.000766433	0.458576	0.0131453	0.01082557	0.000836159	0.0422652	0.419368	3.53753	0.302767	0.301492	0.130211	0.26553	0.02254684	0.4801369
5150	-3709.584	-3705.735	-3.849227	0.5033142	0.1997759	0.437186	0.0546868	0.196415	0.339067	0.212011	0.130355	0.109826	0.0527202	0.124133	0.0804585	0.145801	0.0875391	0.192438	0.00434484	0.211656	0.00530924	0.455297	0.422232	0.1548032	-0.1499153	0.0184593	0.493079	0.00624715	0.00277123	0.473802	0.0056407	0.2430171	0.0005271	0.0336463	0.383073	3.58275	0.299104	0.30355	0.12789	0.269455	0.09310183	2.610229
5160	-3718.771	-3717.813	-0.958335	0.6719504	0.2255379	0.360405	0.0395874	0.183524	0.165234	0.187895	0.17247	0.116834	0.0140577	0.293269	0.224291	0.193158	0.16478	0.0380835	0.0853963	0.119063	0.237106	0.115487	0.377178	0.1751063	-0.02330844	0.00849514	0.542415	0.0140649	0.0057963	0.426481	0.00274801	0.08690742	0.00116062	0.0496846	0.446986	3.50217	0.293505	0.318713	0.113213	0.27457	0.06359898	1.366491
5170	-3714.72	-3712.532	-2.187818	0.7182378	0.190949	0.558017	0.0399815	0.159597	0.135952	0.150554	0.109494	0.0301703	0.0309723	0.231778	0.268094	0.0399919	0.0615278	0.0720173	0.017119	0.270041	0.17372	0.221416	0.579941	0.1592731	0.01514116	0.0158813	0.474384	0.00915769	0.0109316	0.484987	0.00465836	0.1101012	0.000382914	0.0287225	0.359625	3.61127	0.29806	0.29967	0.1308	0.27147	0.1252424	0.8791051
5180	-3723.586	-3716.866	-6.72039	0.7335793	0.2065011	1.0335	0.0536025	0.119814	0.211695	0.189687	0.11773	0.0613696	0.0511925	0.372447	0.455236	0.142897	0.0901762	0.0890806	0.373355	0.0474204	0.179285	0.363959	0.274325	0.2153318	0.009224106	0.00746256	0.48282	0.00891311	0.00521035	0.492015	0.00357931	0.05433981	0.000660165	0.0376082	0.400411	3.56132	0.346294	0.2625	0.14338	0.247826	0.06356392	0.8548846
5190	-3719.048	-3708.904	-10.1437	0.8698262	0.1527859	1.00824	0.0086499	0.139986	0.210345	0.129703	0.132043	0.0357671	0.0235554	0.326172	0.171487	0.324431	0.064748	0.0512365	0.149879	0.524875	0.0395833	0.669243	0.582096	0.2038025	0.07741172	0.0084685	0.479219	0.0186651	0.00315703	0.488346	0.0021447	0.09520373	6.27949e-05	0.0117019	0.250213	3.73802	0.298917	0.310212	0.143257	0.247614	0.1726154	0.5515366
5200	-3723.261	-3712.23	-11.03072	0.6966766	0.1814851	0.917001	0.0192741	0.240149	0.383313	0.164626	0.0906032	0.765586	0.274294	0.474165	0.247136	0.567679	0.0513906	0.0562184	0.0924744	0.205062	0.0831451	0.310448	0.0470874	0.3089028	0.1553872	0.00821946	0.49061	0.00252446	0.00519225	0.478296	0.015158	0.003515903	0.000262576	0.0238233	0.333642	3.64227	0.315804	0.292837	0.131897	0.259462	0.1589031	0.02212608
5210	-3729.019	-3710.388	-18.63059	0.8464642	0.1665095	1.46815	0.0523457	0.375544	0.551197	0.390905	0.123974	0.496724	0.384545	0.747896	0.366076	0.953213	0.016022	0.0429399	0.0663324	0.0495656	0.0820401	0.567501	0.00608843	0.2332786	0.1286624	0.0107031	0.443667	0.00319199	0.00404448	0.525651	0.0127426	0.0570988	0.000132381	0.0169563	0.290879	3.69203	0.314221	0.303046	0.129271	0.253461	0.1857612	0.3073774
5220	-3720.059	-3710.036	-10.02218	0.8230783	0.1741452	0.744163	0.0217823	0.341665	0.422147	0.15301	0.305139	0.149072	0.11657	0.625528	0.352907	0.403177	0.178228	0.00689729	0.0621439	0.0687446	0.0959656	0.258436	0.100978	0.268902	0.04696612	0.0103048	0.481739	0.00579281	0.0020206	0.492656	0.00748686	0.1410409	0.000190496	0.020316	0.31292	3.66657	0.276468	0.320155	0.129685	0.273692	0.188007	0.7501896
5230	-3725.524	-3716.02	-9.503691	0.8098003	0.1849382	0.724351	0.0542473	0.160226	0.220656	0.104171	0.0573184	0.0655066	0.185159	0.464708	0.0876477	0.469965	0.0474154	0.814617	0.047887	0.144124	0.0933153	0.480283	0.0385871	0.1925	0.2594728	0.0152328	0.529305	0.0084738	0.002614	0.439754	0.00462054	0.04311994	0.000302682	0.0255632	0.343221	3.63091	0.309624	0.297458	0.128261	0.264657	0.3025928	0.1425016
5240	-3712.271	-3707.599	-4.672386	0.9041017	0.2016856	0.653704	0.0409148	0.167803	0.30442	0.141047	0.0943824	0.0809987	0.049494	0.243605	0.217283	0.409518	0.036577	0.103208	0.110165	0.066051	0.00852492	0.533597	0.0773264	0.2062135	-0.02301597	0.0152981	0.531574	0.00482504	0.00740037	0.435742	0.00516047	0.1720842	0.000562753	0.0347535	0.388043	3.57664	0.310787	0.302807	0.132147	0.254259	0.1490682	1.154399
5250	-3715.084	-3708.553	-6.531095	0.7177683	0.2224067	0.700586	0.0235808	0.174628	0.349672	0.195156	0.111987	0.140118	0.0701472	0.450923	0.214323	0.21348	0.0502063	0.0938179	0.0598269	0.142032	0.0622294	0.329501	0.0300158	0.1843371	0.3182281	0.0104544	0.578506	0.0104226	0.00808269	0.389916	0.00261793	0.1069929	0.00106482	0.047619	0.439579	3.51174	0.293452	0.302184	0.139227	0.265138	0.425221	0.2516171
5260	-3718.327	-3711.927	-6.399723	0.7191977	0.1680659	0.913235	0.0580025	0.301659	0.371502	0.23006	0.10087	0.141827	0.0646958	0.148923	0.17557	0.276589	0.0372631	0.0171809	0.124341	0.0450242	0.285257	0.582187	0.0213486	0.2616795	-0.01645463	0.00862151	0.580523	0.00856647	0.00699729	0.391275	0.00401636	0.09016691	0.000142959	0.0176164	0.295409	3.68683	0.304619	0.304698	0.122542	0.268141	0.07371228	1.223228
5270	-3709.924	-3706.3	-3.62417	0.5728425	0.1969333	0.719086	0.0620694	0.16334	0.299023	0.193394	0.112225	0.08025	0.0790909	0.245493	0.174921	0.325928	0.0711741	0.103148	0.292981	0.084576	0.0050242	0.195061	0.285927	0.1450938	-0.1180655	0.0086717	0.583903	0.00420217	0.00703803	0.393553	0.00263239	0.1341918	0.000477044	0.0320252	0.375607	3.59189	0.30227	0.319563	0.113	0.265167	0.01612635	8.321277
5280	-3713.654	-3710.105	-3.548251	0.5097498	0.1908486	0.523807	0.0700098	0.274782	0.198182	0.184317	0.142518	0.267738	0.130503	0.269713	0.135166	0.346784	0.0456951	0.244091	0.00845639	0.224097	0.0192804	0.168555	0.235888	0.1669593	-0.1267094	0.00749129	0.542028	0.00980761	0.014434	0.423057	0.00318236	0.1584551	0.000381461	0.0286685	0.359354	3.6116	0.307448	0.303914	0.119585	0.269053	0.03174567	4.991392
5290	-3716.443	-3711.424	-5.018875	0.4763374	0.1676037	0.713836	0.120003	0.202783	0.304019	0.214455	0.132536	0.0235386	0.0198092	0.403801	0.272715	0.0617582	0.473645	0.119304	0.101548	0.209846	0.0266969	0.12862	0.293909	0.1604344	0.01834856	0.00807738	0.5173	0.00301356	0.0160423	0.444565	0.0110016	0.04913662	0.000139753	0.0174191	0.294066	3.68838	0.274944	0.317849	0.131103	0.276105	0.06748517	0.7281098
5300	-3722.473	-3720.611	-1.862553	0.5678062	0.1866371	0.42268	0.0368955	0.206591	0.284994	0.167382	0.125126	0.0667945	0.084949	0.388975	0.236093	0.260183	0.0319993	0.198231	0.0806248	0.176328	0.204423	0.166855	0.165518	0.2018596	-0.0872154	0.0139959	0.549278	0.00469812	0.00684084	0.40742	0.017767	0.08851016	0.000323979	0.0264395	0.347893	3.62534	0.33294	0.267331	0.141059	0.258669	0.001294765	68.36003
5310	-3722.927	-3714.094	-8.833302	0.4127985	0.2021331	0.667071	0.0282277	0.18604	0.302422	0.148206	0.254279	0.0782765	0.157066	0.26042	0.452088	0.340817	0.0990789	0.371125	0.351826	0.185894	0.075684	0.0302837	0.446166	0.2121379	0.06564819	0.010159	0.516341	0.00860224	0.00617493	0.453056	0.00566731	0.09167846	0.000571348	0.0350151	0.389202	3.57521	0.298914	0.30606	0.135558	0.259467	0.1573267	0.5827268
5320	-3718.483	-3713.504	-4.978786	0.4977477	0.2072911	0.503032	0.0813969	0.210841	0.291859	0.160486	0.13356	0.0709066	0.0798088	0.0911588	0.104648	0.74245	0.170469	0.215136	0.40003	0.282001	0.0126517	0.0494486	0.37128	0.196188	0.03120417	0.0134983	0.55923	0.00510869	0.00315103	0.413437	0.00557458	0.0198576	0.000677204	0.0380848	0.402418	3.55882	0.323528	0.275101	0.135965	0.265407	0.05106176	0.3888937
5330	-3722.693	-3713.548	-9.145214	0.4200553	0.1759572	0.68057	0.120002	0.33361	1.06869	0.636221	0.140056	0.13018	0.0267878	0.109592	0.0850875	0.40803	0.101829	0.151202	0.0942821	0.273827	0.0045907	0.0569623	0.426137	0.2265354	-0.03985665	0.0108166	0.521945	0.000826203	0.0100749	0.447779	0.0085582	0.0636707	0.000206717	0.0211571	0.31808	3.66056	0.314838	0.292068	0.123496	0.269598	0.02381405	2.673661
5340	-3735.31	-3720.167	-15.1432	0.3686416	0.1603155	1.04161	0.122237	0.574355	0.483915	0.633027	0.194972	0.108756	0.0338615	0.117684	0.194541	0.418775	0.141993	0.241799	0.261826	0.109604	0.0184022	0.046452	0.97594	0.2746464	0.1359376	0.00864291	0.62869	0.00126226	0.00807829	0.340353	0.0129738	0.1257477	9.60546e-05	0.0144571	0.272674	3.71277	0.274754	0.322126	0.1118	0.29132	0.2616854	0.4805302
5350	-3733.379	-3720.368	-13.01121	0.248453	0.1494522	1.10551	0.180821	0.401639	0.554499	0.556313	0.207086	0.338253	0.132075	0.0874361	0.0408943	0.24959	0.100136	0.240522	0.0238001	0.560285	0.160637	0.291991	0.685103	0.3472568	0.01694145	0.00899843	0.578212	0.00279169	0.0129952	0.393575	0.00342808	0.0005209661	5.1315e-05	0.0105832	0.240173	3.74919	0.30214	0.289675	0.133361	0.274824	0.01746242	0.02983356
5360	-3722.501	-3711.57	-10.93069	0.3618303	0.1643368	0.742411	0.0801659	0.415428	0.884011	0.204261	0.162648	0.0797328	0.0652313	0.0668713	0.11729	0.885904	0.219666	0.147247	0.172503	0.128576	0.238284	0.425208	0.305381	0.2217461	-0.01593162	0.0118147	0.531931	0.00685564	0.00761405	0.4291	0.0126851	0.02651334	0.00011862	0.0160561	0.284524	3.6993	0.312212	0.311807	0.123256	0.252724	0.01058172	2.505579
5370	-3731.444	-3716.913	-14.53078	0.3138902	0.1576456	0.963388	0.160167	0.16956	0.279091	0.256655	0.183273	0.421703	0.441678	0.0243339	0.0819789	0.794422	0.139068	0.0144181	0.522178	0.673815	0.0647276	0.569805	0.327637	0.4075896	0.02486229	0.0117708	0.541	0.0037753	0.0030376	0.427506	0.0129097	0.003066866	8.30013e-05	0.0134442	0.264747	3.72173	0.325067	0.278931	0.124879	0.271123	0.02792916	0.1098087
5380	-3722.225	-3709.062	-13.16272	0.3344387	0.2452733	0.426209	0.0725157	0.425976	0.440174	0.253402	0.175525	0.0720096	0.0457952	0.0318272	0.0711263	0.669205	0.225497	0.170019	0.451863	0.260357	0.0690715	0.7673	0.467883	0.3165386	-0.3069016	0.0144358	0.51424	0.00891379	0.0109605	0.448175	0.00327439	0.3231499	0.00189874	0.0632983	0.491411	3.44339	0.280463	0.307192	0.137532	0.274814	0.01624823	19.88831
5390	-3725.104	-3716.239	-8.864636	0.4691759	0.1792542	0.67029	0.0468806	0.240504	0.428384	0.306798	0.163926	0.369449	0.126579	0.0213435	0.100213	0.374785	0.0562178	0.0162123	0.0484286	0.244803	0.0742098	0.436566	0.667313	0.2421965	-0.0683727	0.0163227	0.512982	0.00796258	0.00851114	0.447079	0.00714258	0.157708	0.000238839	0.0227294	0.327395	3.64964	0.28332	0.310321	0.128745	0.277614	0.08933527	1.765349
5400	-3722.623	-3713.599	-9.023442	0.5083082	0.1823111	0.701904	0.0888076	0.445357	0.439091	0.340975	0.141036	0.0656426	0.016655	0.0509348	0.0825569	0.514349	0.142173	0.0573799	0.0873784	0.0497581	0.180462	0.492919	0.483749	0.2935728	-0.1287194	0.0177831	0.508586	0.00469095	0.00688447	0.455745	0.00630985	0.1576929	0.000271791	0.0242343	0.335943	3.63955	0.313554	0.319517	0.121533	0.245396	0.02897344	5.44267
5410	-3717.589	-3710.209	-7.380638	0.567825	0.2341377	0.365434	0.0723655	0.178947	0.332367	0.165271	0.145701	0.225621	0.203469	0.0595379	0.0814583	0.698844	0.0474021	0.101007	0.257768	0.112214	0.122203	0.0597645	0.528731	0.2266254	0.1238006	0.0192284	0.51982	0.00554721	0.00355104	0.439677	0.0121763	0.1233211	0.00145306	0.0554983	0.46682	3.47623	0.297283	0.312242	0.127156	0.263319	0.2471217	0.4990299
5420	-3718.972	-3712.002	-6.969989	0.5450242	0.195722	0.301116	0.052933	0.542369	0.465392	0.262029	0.197746	0.0231118	0.0175724	0.104663	0.112678	0.530059	0.316431	0.0387835	0.189269	0.256354	0.271718	0.0467766	0.235928	0.2061276	-0.2072001	0.0117794	0.572882	0.00903235	0.00467432	0.399286	0.00234567	0.2417796	0.000456784	0.0313445	0.372401	3.5958	0.299294	0.30851	0.123972	0.268225	0.03457955	6.991983
5430	-3721.755	-3706.338	-15.41684	0.2857256	0.1888434	0.554715	0.127881	0.343497	0.775326	0.435265	0.203042	0.103645	0.0567317	0.13966	0.118347	0.590411	0.217845	0.756783	0.0782645	0.155937	0.349158	0.0951256	0.288111	0.2176475	0.4413057	0.0113039	0.574684	0.0100655	0.00317268	0.395233	0.00554047	0.02360193	0.000353243	0.0275973	0.353919	3.61813	0.301653	0.309828	0.123585	0.264935	0.4649077	0.05076692
5440	-3724.933	-3707.668	-17.26575	0.2508418	0.1792976	0.811313	0.0892205	0.948251	1.1077	0.417119	0.281724	0.285562	0.469871	0.267624	0.202889	0.326436	0.108413	0.3459	0.47699	0.211738	0.0733406	0.0408411	0.482109	0.3172582	0.1675511	0.00583961	0.578792	0.00688375	0.00672231	0.398058	0.00370471	0.004758875	0.000239285	0.0227504	0.327517	3.64949	0.301617	0.309791	0.123688	0.264904	0.1723099	0.02761811
5450	-3714.089	-3707.46	-6.628984	0.4259076	0.1738702	0.617602	0.0698902	0.208285	0.495563	0.291364	0.186495	0.210939	0.202326	0.237644	0.234314	0.189686	0.0632554	0.12842	0.28392	0.345756	0.0532972	0.155506	0.194406	0.2424703	-0.104689	0.0108702	0.504211	0.0094124	0.00658123	0.465239	0.00368627	0.1151229	0.000188119	0.0201898	0.312135	3.66749	0.314123	0.314326	0.128195	0.243356	0.01043382	11.03363
5460	-3720.116	-3712.908	-7.207972	0.7396042	0.1953468	0.608161	0.0467729	0.199075	0.441906	0.238128	0.146504	0.33236	0.135058	0.188459	0.154947	0.0711832	0.0141389	0.0629411	0.117772	0.378342	0.0899014	0.714257	0.386502	0.2709348	-0.01818136	0.00963593	0.446959	0.00829021	0.00438168	0.527465	0.00326771	0.04152168	0.000450633	0.0311349	0.371405	3.59701	0.319312	0.301328	0.124579	0.254781	0.02334032	1.778968
5470	-3716.817	-3709.245	-7.571944	0.4904393	0.1681816	0.814522	0.0765731	0.285506	0.434514	0.246155	0.149303	0.0762115	0.0538625	0.260978	0.175847	0.186509	0.12516	0.240675	0.0214101	0.0497551	0.0102028	0.162202	0.257484	0.2914641	0.253226	0.00798631	0.604951	0.0129054	0.0024524	0.36842	0.00328527	0.03481985	0.00014377	0.017666	0.295745	3.68644	0.285124	0.304711	0.130299	0.279866	0.2880459	0.120883
5480	-3714.503	-3709.114	-5.388115	0.4883302	0.2075153	0.517148	0.0799492	0.469094	0.431044	0.231957	0.212559	0.252912	0.126729	0.212175	0.254346	0.108131	0.0667927	0.0495603	0.185339	0.145298	0.193112	0.273103	0.205748	0.2032984	0.0905042	0.00559171	0.507708	0.0164808	0.00593164	0.460284	0.00400307	0.002886137	0.000682094	0.0382205	0.402986	3.55811	0.282287	0.307744	0.139565	0.270403	0.09339033	0.03090402
5490	-3718.403	-3710.584	-7.818275	0.7513159	0.1905082	0.412208	0.0507065	0.134664	0.3223	0.161795	0.101747	0.116943	0.101403	0.264478	0.34096	0.184332	0.0435117	0.0571236	0.673144	0.208878	0.189885	0.135259	0.475644	0.1354003	0.073857	0.0115057	0.542359	0.00836363	0.013261	0.420197	0.00431354	0.0478488	0.000376559	0.0284854	0.358434	3.6127	0.30946	0.301192	0.13837	0.250978	0.1217058	0.3931513
5500	-3712.29	-3710.315	-1.974943	0.7002243	0.2000612	0.446117	0.0748045	0.0999923	0.244444	0.0660308	0.136455	0.257903	0.0711609	0.22448	0.177285	0.302859	0.0689988	0.00600965	0.0563722	0.434722	0.118492	0.177888	0.333914	0.18475	-0.07243592	0.011964	0.538004	0.00991079	0.0133551	0.423179	0.00358649	0.09796865	0.000532322	0.0338108	0.383818	3.58184	0.310269	0.297738	0.120129	0.271864	0.02553272	3.836984
5510	-3718.705	-3712.909	-5.795843	0.5700726	0.1647396	0.79323	0.0300344	0.210312	0.21588	0.121317	0.137848	0.225843	0.0501914	0.29075	0.233111	0.139701	0.0749229	0.0268714	0.0973366	0.193085	0.301989	0.334308	0.24542	0.1743748	-0.15077	0.00636727	0.547048	0.00771361	0.00478139	0.430293	0.00379667	0.2101633	0.000121085	0.0162211	0.285705	3.69795	0.278922	0.319034	0.122627	0.279417	0.05939336	3.538498
5520	-3720.099	-3711.44	-8.658847	0.5406143	0.1996973	0.545802	0.0274935	0.246537	0.436481	0.161123	0.149101	0.118957	0.0574138	0.404543	0.244138	0.075337	0.0389454	0.131188	0.0744499	0.483761	0.29774	0.233767	0.273377	0.1812703	0.1953194	0.008316	0.517663	0.0132948	0.00202876	0.453719	0.0049778	0.1131094	0.000525668	0.033601	0.382867	3.58301	0.312445	0.299137	0.136674	0.251745	0.3084288	0.3667278
5530	-3717.334	-3709.222	-8.112679	0.7562169	0.2133558	0.476482	0.0349266	0.0756332	0.159514	0.131033	0.0738926	0.0484478	0.0277451	0.20205	0.166103	1.22245	0.0466291	0.302128	0.574517	0.10187	0.350065	0.246673	0.0440744	0.2301746	0.01491377	0.0107183	0.518417	0.00994038	0.00272742	0.45438	0.00381682	0.09185693	0.000818346	0.0418183	0.417608	3.53975	0.319031	0.279552	0.133438	0.267979	0.1067707	0.8603197
5540	-3722.864	-3710.988	-11.87585	0.4768979	0.1913247	0.666973	0.00501156	0.154512	0.33977	0.231855	0.192797	0.114154	0.0523029	0.269312	0.218084	1.10099	0.0626872	0.185165	0.708635	0.34927	0.0559239	0.374757	0.0777989	0.2385178	0.1581683	0.0102536	0.583975	0.00436108	0.00233771	0.3839	0.0151732	0.04254	0.000388394	0.0289254	0.360639	3.61005	0.302172	0.319364	0.128404	0.25006	0.2007083	0.2119494
5550	-3725.68	-3708.731	-16.94915	0.3600629	0.168366	1.2423	0.0042746	0.251359	0.364297	0.306508	0.202402	0.13667	0.0666107	0.692574	0.466903	0.312124	0.101762	0.260146	0.55864	0.809145	0.0492692	1.22063	0.0219302	0.2854884	-0.0334038	0.00822622	0.564988	0.00963292	0.00495783	0.401205	0.0109908	0.04739732	0.00014507	0.0177452	0.296281	3.68583	0.318242	0.299813	0.130292	0.251652	0.01399352	3.387091
5560	-3722.982	-3715.678	-7.304583	0.4643347	0.1800835	0.56521	0.0301322	0.351346	0.431432	0.257503	0.126076	0.0803865	0.0972165	0.345548	0.158509	0.405211	0.156485	0.39863	0.03264	0.0589687	0.0357074	0.302227	0.273052	0.275785	0.1361959	0.00977436	0.581603	0.00929522	0.00102709	0.387139	0.011161	0.008469577	0.000247469	0.0231332	0.329722	3.6469	0.277823	0.312581	0.132526	0.277071	0.1446654	0.05854596
5570	-3725.884	-3715.342	-10.54197	0.3756438	0.1580781	0.769034	0.0351246	0.270687	0.365954	0.227326	0.276927	0.12272	0.0469494	0.609709	0.0978945	0.0678699	0.179109	0.116006	0.451428	0.213319	0.207733	0.248288	0.406283	0.2443612	-0.04817864	0.0108077	0.523997	0.00550063	0.00194364	0.449499	0.00825217	0.1732594	8.50172e-05	0.0136057	0.266034	3.72027	0.3159	0.309817	0.113303	0.26098	0.1250808	1.38518
5580	-3719.653	-3712.986	-6.66719	0.426836	0.1453881	0.809249	0.0349213	0.288259	0.547052	0.203776	0.134036	0.0537478	0.0509798	0.178436	0.128711	0.200718	0.132257	0.185187	0.205857	0.0721188	0.181629	0.113707	0.294286	0.1866619	-0.0449134	0.0141521	0.639666	0.00798202	0.000879774	0.331005	0.00631524	0.1885689	3.96186e-05	0.00930433	0.227874	3.76278	0.287139	0.310199	0.120629	0.282032	0.1436555	1.312647
5590	-3717.515	-3710.739	-6.775374	0.4329715	0.1798471	0.435166	0.0658241	0.378209	0.601582	0.237976	0.154988	0.202228	0.0765708	0.0854417	0.11481	0.279268	0.0921909	0.120947	0.67617	0.0990514	0.162091	0.126886	0.34548	0.1849627	-0.06565884	0.0124562	0.579435	0.00235163	0.0060194	0.388419	0.0113184	0.08068296	0.000244986	0.0230178	0.329059	3.64768	0.301295	0.308537	0.137409	0.252758	0.01502412	5.370229
5600	-3724.679	-3712.596	-12.0832	0.472364	0.2278582	0.578172	0.0469409	0.289603	0.595712	0.481502	0.195619	0.225377	0.0626361	0.266353	0.1585	0.503887	0.0695114	0.208958	0.144871	0.13658	0.00136442	0.217071	1.26892	0.2322154	0.04471961	0.00616072	0.581404	0.0056113	0.00690603	0.389739	0.0101786	0.03839662	0.00123523	0.0512334	0.452411	3.49512	0.298896	0.288826	0.137433	0.274844	0.08311622	0.461963
5610	-3718.212	-3713.46	-4.75178	0.5334691	0.1836482	0.532724	0.0730522	0.228585	0.473122	0.361027	0.428479	0.0409187	0.0404733	0.242826	0.12804	0.320343	0.0759402	0.12085	0.0982819	0.00633245	0.116851	0.282811	0.187475	0.217595	0.006882221	0.00747774	0.550114	0.00751281	0.00745357	0.420639	0.00680289	0.0679049	0.000287209	0.0249066	0.339656	3.63515	0.298287	0.312633	0.129105	0.259975	0.07478712	0.9079758
5620	-3713.052	-3708.515	-4.536785	0.5154586	0.209094	0.449011	0.0652319	0.156676	0.327011	0.152217	0.0993012	0.141473	0.0615286	0.203162	0.127658	0.218548	0.0483394	0.234172	0.0917057	0.234696	0.333383	0.274639	0.199241	0.1394555	0.03148264	0.00980848	0.526759	0.00410621	0.00785914	0.438886	0.0125812	0.1234389	0.000717232	0.039181	0.406973	3.55313	0.322595	0.281708	0.130825	0.264872	0.1549216	0.7967834
5630	-3721.063	-3712.217	-8.845934	0.3866741	0.1676877	0.59607	0.0953044	0.406551	0.37251	0.260689	0.208867	0.0437965	0.0318049	0.206868	0.410267	0.0684529	0.113239	0.752742	0.273608	0.231769	0.0149179	0.293052	0.38791	0.2045805	0.05041508	0.0113292	0.479845	0.00695063	0.00878096	0.490364	0.00272984	0.009664796	0.000140331	0.0174548	0.29431	3.68809	0.285691	0.327378	0.126032	0.260899	0.06007988	0.1608658
5640	-3720.919	-3714.542	-6.377253	0.5418267	0.1918991	0.739366	0.0408393	0.223074	0.392214	0.222395	0.135864	0.296663	0.0513375	0.127661	0.270514	0.00968976	0.0825064	0.019866	0.0811493	0.289372	0.105261	0.461955	0.350438	0.1883221	0.09291036	0.00716951	0.584332	0.00784044	0.00699101	0.385839	0.00782762	0.08022106	0.000396877	0.0292367	0.362186	3.60818	0.298637	0.317843	0.135703	0.247817	0.1731314	0.4633536
5650	-3745.886	-3716.742	-29.144	0.5458634	0.1681568	0.693921	0.0854963	0.954546	2.45949	0.245753	0.0985324	0.180846	0.144605	0.540137	1.61813	1.66504	0.0685838	0.715407	0.174632	0.0442757	0.399993	0.090699	0.475858	0.4280775	-0.2798776	0.0062106	0.602891	0.00786214	0.00581874	0.372057	0.00516087	0.3482732	0.000143595	0.0176554	0.295673	3.68653	0.292992	0.325012	0.112205	0.269791	0.06839556	5.092044
