Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
9680	-3719.033	-3714.573	-4.459813	0.593183	0.2221313	0.472809	0.0298191	0.156751	0.236587	0.149333	0.0983428	0.164715	0.0809217	0.207221	0.0934818	0.0649428	0.0894129	0.697364	0.140678	0.26385	0.327536	0.0655516	0.521874	0.2145236	0.04604426	0.0196697	0.516127	0.00699664	0.00175776	0.448729	0.00671996	0.007130601	0.00105666	0.0474387	0.438923	3.51258	0.27669	0.30443	0.141605	0.277275	0.05317486	0.1340972
9690	-3727.984	-3720.638	-7.345761	0.5867873	0.1766245	0.448862	0.0450676	0.22252	0.227112	0.176874	0.152266	0.100804	0.0666762	0.105181	0.0556814	0.480095	0.0988641	0.149835	0.0176849	0.547798	0.00737857	0.379025	0.964608	0.288057	-0.03433959	0.0234837	0.548332	0.00967846	0.00305352	0.411867	0.00358585	0.05288396	0.000212942	0.021471	0.319973	3.65834	0.278488	0.293642	0.135117	0.292753	0.01854437	2.851752
9700	-3722.006	-3713.401	-8.605051	0.4359804	0.1801363	0.378315	0.0962258	0.230664	0.431182	0.242483	0.223295	0.11452	0.0602374	0.294857	0.0658905	0.304292	0.0844375	0.27789	0.150853	0.0495145	0.566607	0.259821	0.311094	0.2959397	-0.1687421	0.0125729	0.501901	0.00732053	0.0016633	0.472644	0.00389742	0.2012562	0.000248027	0.023159	0.32987	3.64672	0.317615	0.291047	0.144188	0.24715	0.03251408	6.189817
9710	-3726.428	-3712.154	-14.27382	0.431908	0.1728338	0.896828	0.0548734	0.269009	0.525806	0.274152	0.268676	0.0396854	0.0836588	0.63305	0.124716	0.0269556	0.140581	0.756855	0.428721	0.0186425	0.585571	0.148487	0.354618	0.2544913	-0.2020488	0.0125972	0.502873	0.00578447	0.00321017	0.473559	0.00197662	0.2587823	0.000179364	0.0197176	0.309169	3.67093	0.297381	0.27965	0.139038	0.283931	0.05673353	4.561364
9720	-3732.596	-3718.258	-14.3375	0.3837229	0.1904821	0.522306	0.0819637	0.572508	0.541158	0.28733	0.27791	0.0849512	0.0843617	0.619753	0.0111107	0.246361	0.13714	0.252723	0.0153264	0.170654	0.490815	0.288231	0.287711	0.2724739	0.5192576	0.0157552	0.463895	0.00504794	0.00130109	0.508272	0.00572899	0.04084511	0.000376185	0.0284714	0.358364	3.61279	0.316512	0.273296	0.126525	0.283667	0.5601027	0.07292431
9730	-3727.301	-3717.295	-10.00603	0.4914933	0.1989931	0.572115	0.0357508	0.474393	0.787586	0.148529	0.18955	0.0979718	0.150389	0.638589	0.0169936	0.313834	0.103963	0.13632	0.156643	0.223438	0.255381	0.432559	0.145399	0.2585063	-0.0007417975	0.0100303	0.52952	0.00815369	0.00611955	0.439658	0.00651806	0.08048865	0.00051296	0.0331966	0.381025	3.58527	0.314264	0.295552	0.13405	0.256134	0.07974685	1.009302
9740	-3722.356	-3706.841	-15.51486	0.3918803	0.1527043	0.719542	0.0312157	0.899849	0.866735	0.326766	0.160556	0.109235	0.0411443	0.366938	0.161087	0.0510729	0.102371	0.058419	0.131638	0.244086	1.12516	0.3824	0.22159	0.4175412	-0.1292429	0.0116725	0.527981	0.00853444	0.00520614	0.444481	0.00212449	0.1377546	6.24922e-05	0.0116738	0.249968	3.7383	0.293219	0.304822	0.136027	0.265931	0.008511673	16.1842
9750	-3718.495	-3710.369	-8.125718	0.5348831	0.1880312	0.782145	0.0699987	0.320662	0.486095	0.327014	0.139714	0.346668	0.228124	0.189138	0.140346	0.34344	0.0652824	0.147606	0.0437138	0.0829629	0.0376093	0.181859	0.492306	0.3040385	-0.04655939	0.00974743	0.506704	0.00763275	0.0096048	0.457384	0.00892707	0.05303917	0.000342255	0.0271686	0.351706	3.62078	0.333156	0.277058	0.132286	0.257501	0.006479783	8.185332
9760	-3721.922	-3712.21	-9.712039	0.2730464	0.1900607	0.425643	0.0926249	0.400236	0.385127	0.244066	0.23418	0.308576	0.201457	0.21051	0.248653	0.0403862	0.171721	0.155358	0.332064	0.736475	0.0758467	0.14409	0.283063	0.3195089	-0.01955863	0.0101525	0.555713	0.0038577	0.0117749	0.394878	0.0236237	0.06833924	0.000370186	0.0282455	0.357223	3.61416	0.298544	0.305326	0.12328	0.27285	0.0487806	1.400951
9770	-3717.036	-3708.617	-8.418656	0.4054534	0.1748555	0.602083	0.0408185	0.402829	0.496059	0.231466	0.156391	0.13899	0.129644	0.169508	0.110415	0.188086	0.0559537	0.100569	0.392191	0.224417	0.192708	0.385943	0.242808	0.2802257	-0.1166788	0.00991891	0.530431	0.00663112	0.00383251	0.426107	0.0230801	0.1625337	0.000196737	0.0206438	0.314947	3.66421	0.294102	0.312412	0.128913	0.264573	0.04585493	3.544521
9780	-3715.93	-3707.536	-8.393792	0.4054741	0.1862122	1.01758	0.0245042	0.38744	0.468617	0.191299	0.137147	0.0464677	0.0297992	0.279294	0.207605	0.181445	0.304089	0.146	0.0493223	0.576064	0.0467166	0.288086	0.284537	0.209487	-0.02572738	0.00536408	0.534489	0.00668185	0.00320132	0.429367	0.0208974	0.05431692	0.000318554	0.0262192	0.346727	3.62674	0.305559	0.300203	0.127038	0.2672	0.02858954	1.899888
9790	-3715.923	-3710.074	-5.849595	0.3631068	0.1954254	0.471768	0.07716	0.390975	0.719101	0.237063	0.198744	0.296492	0.137614	0.197446	0.12095	0.0313168	0.0837849	0.186889	0.0970111	0.114633	0.0939289	0.267006	0.246284	0.2303021	0.1165837	0.0107398	0.486163	0.00596929	0.00398881	0.47404	0.0190993	0.01689986	0.000451917	0.0311788	0.371613	3.59676	0.298747	0.307913	0.137518	0.255822	0.1334836	0.1266063
9800	-3722.553	-3713.345	-9.207595	0.3715197	0.2283526	0.390049	0.0138798	0.238272	0.437817	0.218399	0.18256	0.531585	0.216077	0.419643	0.373185	0.0968971	0.0838075	0.0142937	0.267518	0.197035	0.0670883	0.11674	0.65372	0.1701942	0.1300629	0.00908179	0.521501	0.00281671	0.00994473	0.441663	0.0149929	0.01268003	0.00125153	0.0515653	0.453559	3.49362	0.314593	0.303366	0.126205	0.255836	0.1427429	0.08883123
9810	-3721.167	-3714.633	-6.533426	0.5851142	0.2291971	0.405639	0.0463644	0.471966	0.7768	0.326854	0.156106	0.111994	0.0713102	0.661199	0.261014	0.0269529	0.0530766	0.0835141	0.309134	0.0506913	0.00981223	0.13424	0.285569	0.1976412	-0.07733857	0.00823858	0.473081	0.0119549	0.0090214	0.492548	0.00515582	0.08606724	0.00127971	0.052134	0.455516	3.49107	0.331043	0.298746	0.114433	0.255777	0.008728668	9.860295
9820	-3717.749	-3714.938	-2.811524	0.6122375	0.1973996	0.643344	0.0580408	0.246536	0.523287	0.158344	0.13492	0.0849225	0.0553637	0.379939	0.394826	0.0362572	0.0864064	0.108401	0.0393509	0.0142168	0.0623708	0.226821	0.390506	0.1887759	0.02386306	0.00507204	0.506286	0.0113887	0.00965461	0.452057	0.0155411	0.0005102531	0.000485014	0.0322889	0.376837	3.59039	0.314853	0.308429	0.115806	0.260911	0.02437331	0.02093491
9830	-3717.488	-3713.049	-4.438776	0.6190949	0.167238	0.556659	0.0625845	0.231799	0.212591	0.190423	0.159018	0.208568	0.0810255	0.136743	0.245223	0.131388	0.0412289	0.214371	0.228209	0.0518781	0.0707947	0.233865	0.363658	0.2436295	0.0165014	0.00801611	0.494882	0.0193183	0.0111791	0.459503	0.00710084	0.09209588	0.000137255	0.0172637	0.293002	3.6896	0.29287	0.296299	0.137366	0.273465	0.1085973	0.8480496
9840	-3716.495	-3706.259	-10.23602	0.4123511	0.1951317	0.629587	0.0944185	0.313919	0.526744	0.219312	0.240418	0.0594794	0.0220756	0.220394	0.156829	0.144123	0.197382	0.425691	0.0503569	0.269331	0.024572	0.258338	0.607917	0.2028552	0.121875	0.00719835	0.504588	0.0124585	0.00588975	0.466695	0.00316948	0.1195565	0.000447135	0.031015	0.370833	3.59771	0.298499	0.304318	0.131217	0.265966	0.2414315	0.4951986
9850	-3717.301	-3707.827	-9.473974	0.5360544	0.2161651	0.302355	0.0518219	0.268312	0.321644	0.148114	0.107527	0.086544	0.045368	0.457932	0.388621	0.121415	0.0609458	0.170942	0.0366088	0.488758	0.63588	0.165844	0.681793	0.2161168	-0.2580181	0.0109004	0.509249	0.0122366	0.00704968	0.458382	0.0021821	0.2593385	0.00089013	0.0435905	0.424518	3.531	0.289392	0.30835	0.131816	0.270442	0.001320389	196.4107
9860	-3709.324	-3705.393	-3.930491	0.6788905	0.1825742	0.581986	0.0356406	0.193358	0.217661	0.149624	0.141533	0.0551534	0.0305161	0.322952	0.159743	0.0594206	0.0641686	0.106856	0.219569	0.108281	0.297733	0.119326	0.631821	0.1295179	-0.04915449	0.00824882	0.502329	0.00843282	0.00897603	0.469269	0.00274373	0.07531645	0.000274775	0.024366	0.336675	3.63868	0.315029	0.296616	0.128204	0.260151	0.02616196	2.878854
9870	-3713.712	-3706.861	-6.851083	0.5972604	0.1714331	0.530012	0.057106	0.185195	0.34086	0.1177	0.103456	0.146022	0.0559336	0.442441	0.253183	0.0793704	0.0523093	0.673036	0.0864901	0.337598	0.441476	0.206528	0.209155	0.197118	0.07313159	0.0103022	0.500337	0.0139428	0.00386428	0.467408	0.00414621	0.005187046	0.00016802	0.0190882	0.305146	3.6756	0.315986	0.286225	0.144274	0.253515	0.07831864	0.06623004
9880	-3717.657	-3707.421	-10.23532	0.4976979	0.2182441	0.698779	0.0940321	0.451299	0.67211	0.150023	0.125064	0.0982038	0.0135886	0.414648	0.269817	0.223342	0.100799	0.0992063	0.0836128	1.22505	0.0148442	0.303566	0.0838291	0.2297159	0.02142334	0.0107479	0.4821	0.0101411	0.00560221	0.487632	0.00377751	0.02839589	0.000945954	0.0449187	0.429579	3.52456	0.323974	0.291478	0.126443	0.258105	0.04981924	0.5699785
9890	-3722.034	-3711.604	-10.42988	0.4392043	0.1549768	0.659502	0.0358996	0.598711	0.723907	0.257848	0.268493	0.0689008	0.0641314	0.0807817	0.164031	0.0012856	0.158252	0.201803	0.230233	0.0260744	0.112446	0.589163	0.318806	0.2411446	-0.01405573	0.00820929	0.560556	0.00749025	0.00320871	0.414773	0.00576316	0.1867959	7.13657e-05	0.0124711	0.256781	3.73068	0.291518	0.321874	0.126211	0.260397	0.1727401	1.081369
9900	-3725.021	-3713.2	-11.82142	0.3946986	0.158882	0.706249	0.105201	0.287253	0.398316	0.197956	0.205197	0.247231	0.110231	0.225755	0.0994804	0.010569	0.0575245	0.210276	0.580509	0.136357	0.630655	0.046138	0.501052	0.2564412	-0.3357801	0.00863213	0.509092	0.00974911	0.00492866	0.456532	0.0110663	0.3814971	8.88641e-05	0.0139084	0.268424	3.71758	0.301508	0.315464	0.129659	0.25337	0.04571696	8.34476
9910	-3719.638	-3716.113	-3.524931	0.54729	0.2329071	0.378617	0.0803684	0.282118	0.560152	0.285152	0.111626	0.0514799	0.0211775	0.196391	0.123601	0.514623	0.221919	0.176304	0.0767423	0.03617	0.0262196	0.186395	0.25438	0.2399167	0.02409455	0.00917283	0.54098	0.0031098	0.00523739	0.433167	0.00833254	0.01253353	0.00140851	0.0546543	0.464027	3.47991	0.275806	0.324003	0.128711	0.271479	0.03662808	0.3421836
9920	-3717.591	-3713.928	-3.663737	0.6130075	0.1578615	0.731292	0.0737155	0.153726	0.179046	0.110886	0.0870365	0.0339627	0.0381239	0.312333	0.378962	0.228021	0.0863514	0.231905	0.27602	0.30821	0.00609365	0.208258	0.165488	0.1749027	0.0685213	0.0124993	0.480864	0.0110851	0.0100614	0.475792	0.00969816	0.02927856	8.40029e-05	0.0135247	0.26539	3.721	0.274172	0.326468	0.133093	0.266268	0.09779985	0.2993722
9930	-3719.478	-3708.363	-11.115	0.5922045	0.1790517	0.531384	0.0636131	0.117242	0.154958	0.10393	0.361427	0.194886	0.107739	0.345708	0.165362	0.0806953	0.991533	0.269108	0.484079	0.00675698	0.126226	0.257221	0.345536	0.2038163	-0.2766711	0.0103375	0.561562	0.00460181	0.0077279	0.410779	0.00499171	0.3037645	0.000236766	0.0226313	0.326825	3.65031	0.297823	0.314914	0.121149	0.266114	0.02709347	11.21172
9940	-3715.42	-3711.16	-4.259404	0.7403674	0.180166	0.371588	0.0440504	0.177556	0.36882	0.127924	0.0716069	0.0871409	0.0413371	0.551067	0.204864	0.305747	0.118538	0.158161	0.128994	0.0128823	0.09478	0.174685	0.322363	0.1872586	-0.2155438	0.00978858	0.536255	0.0112292	0.00737963	0.434389	0.000958539	0.2631535	0.000248341	0.0231736	0.329954	3.64662	0.308718	0.297926	0.125125	0.268231	0.04760968	5.52731
9950	-3713.983	-3713.06	-0.9230451	0.6586592	0.2151627	0.581257	0.0672794	0.1916	0.217733	0.169372	0.111813	0.053068	0.0745131	0.275303	0.118591	0.542646	0.0734636	0.203772	0.0417472	0.0322807	0.00439507	0.231855	0.0916165	0.11947	-0.03014518	0.00935704	0.547972	0.00771354	0.0100916	0.423476	0.00139006	0.05510585	0.000864039	0.0429551	0.422062	3.53412	0.300909	0.277394	0.129215	0.292481	0.02496067	2.207707
9960	-3728.066	-3716.742	-11.32367	0.3557706	0.2042098	0.784302	0.00904832	0.24852	0.253349	0.12579	0.175685	0.0559618	0.0131658	0.306545	0.288919	0.209387	0.399912	0.461272	0.332782	0.157244	0.0738789	0.701697	0.12101	0.3165652	0.1261118	0.0124453	0.549931	0.00914433	0.0101532	0.412383	0.00594244	0.0739953	0.000612451	0.0362389	0.394555	3.56859	0.284166	0.284441	0.142678	0.288715	0.2001071	0.3697785
9970	-3730.848	-3708.428	-22.41984	0.3848956	0.1604748	1.44536	0.00988164	0.445403	0.893668	0.670983	0.174188	0.210761	0.0664354	0.694386	0.559502	0.958945	0.0797496	0.0889337	0.225937	0.169448	0.101438	1.00146	0.0588188	0.5014875	0.2330406	0.0117147	0.507748	0.0115141	0.00985874	0.456842	0.0023219	0.05565899	9.68803e-05	0.0145188	0.273145	3.71224	0.300409	0.302562	0.126796	0.270233	0.2886995	0.1927921
9980	-3714.069	-3705.394	-8.675622	0.6945501	0.1643838	0.554826	0.0219773	0.300882	0.42697	0.270541	0.146774	0.0857	0.0536819	0.26538	0.223064	1.27615	0.0310838	0.185516	0.274468	0.0531553	0.085036	0.151113	0.0156296	0.2815452	-0.1314643	0.0112755	0.551892	0.00415321	0.00726177	0.423586	0.00183191	0.1460906	0.000118906	0.0160753	0.284662	3.69914	0.284935	0.311336	0.12314	0.280589	0.01462625	9.988245
9990	-3712.305	-3707.443	-4.861279	0.8419101	0.1924337	0.852065	0.0244842	0.321436	0.345015	0.112041	0.0991483	0.0507648	0.0643845	0.238646	0.270285	0.406662	0.0459288	0.0551462	0.0374743	0.0999039	0.142047	0.480573	0.166739	0.1912086	-0.1136963	0.0147448	0.499877	0.00883208	0.00801339	0.467428	0.00110493	0.1254369	0.000404893	0.0295277	0.363623	3.60644	0.291622	0.297183	0.124265	0.28693	0.01174058	10.68405
10000	-3716.114	-3709.999	-6.114703	0.6190658	0.1750844	0.735897	0.0224252	0.407727	0.374047	0.298646	0.119085	0.0317059	0.0244489	0.343629	0.175188	0.765934	0.155166	0.0478095	0.21306	0.039598	0.0409292	0.104556	0.199515	0.2545852	0.03182541	0.0113354	0.617301	0.00738883	0.00521862	0.358161	0.00059552	0.0186843	0.00019878	0.02075	0.315599	3.66345	0.279764	0.314568	0.116497	0.289171	0.05050971	0.369915
10010	-3717.759	-3715.007	-2.752165	0.7304134	0.2349213	0.548238	0.0535307	0.180808	0.191506	0.150944	0.109764	0.0458147	0.0203439	0.220266	0.263598	0.454266	0.172881	0.0515914	0.0105264	0.025817	0.0597779	0.412136	0.0404439	0.1534594	-0.2949619	0.0105898	0.576696	0.00998336	0.00302663	0.399461	0.000243656	0.3268488	0.00148191	0.0560376	0.46859	3.47389	0.296358	0.29837	0.121517	0.283754	0.03188687	10.25026
10020	-3717.248	-3709.614	-7.633538	0.8888122	0.1932614	0.55001	0.0358163	0.139423	0.248956	0.0961824	0.105763	0.153021	0.0888035	0.274486	0.388756	1.06079	0.0272918	0.185555	0.0542437	0.0590734	0.131369	0.132168	0.0363734	0.1957369	-0.2418836	0.0186003	0.570632	0.00557767	0.00341602	0.401394	0.000380079	0.3277216	0.000417532	0.0299806	0.365843	3.60376	0.287314	0.290116	0.135837	0.286733	0.085838	3.817908
10030	-3721.44	-3715.421	-6.019093	0.9611421	0.1716504	0.635477	0.0376567	0.257591	0.412287	0.167367	0.079257	0.434225	0.071605	0.188002	0.339082	0.491157	0.0587269	0.107513	0.0653346	0.0326022	0.515933	0.155176	0.154015	0.179267	0.005616221	0.0140121	0.531311	0.00441887	0.00678756	0.442399	0.00107171	0.01314821	0.000169743	0.0191852	0.305771	3.67487	0.330577	0.284324	0.12572	0.259378	0.01876443	0.7006986
10040	-3721.311	-3714.038	-7.273045	0.9436947	0.1639907	0.613122	0.0460951	0.188447	0.427928	0.21988	0.10145	0.0840787	0.0109327	0.241745	0.158157	0.525043	0.0485247	0.0339787	0.991584	0.0715368	0.0791665	0.706499	0.0124717	0.2321481	-0.01343285	0.00909727	0.545733	0.00815087	0.0165982	0.417975	0.00244552	0.01601324	0.000116533	0.0159151	0.283509	3.70046	0.309981	0.304605	0.129081	0.256334	0.002580386	6.205752
10050	-3721.996	-3714.841	-7.155193	0.8634665	0.1566474	0.558153	0.0389502	0.16297	0.269411	0.0757187	0.0784376	0.0417129	0.0104625	0.424041	0.247305	0.597462	0.101833	0.202401	0.0243444	0.377839	0.169719	0.16624	0.205271	0.183024	-0.07063356	0.00652687	0.543935	0.0103568	0.0139898	0.421568	0.00362379	0.2136698	7.849e-05	0.0130757	0.261773	3.72507	0.294142	0.323126	0.118466	0.264265	0.1430362	1.493816
10060	-3713.965	-3707.895	-6.069599	0.967155	0.1957195	0.817021	0.0628644	0.428436	0.5077	0.0883022	0.101042	0.239176	0.175706	0.430315	0.174749	0.346257	0.0268906	0.085078	0.0357415	0.0383586	0.167552	0.234888	0.183242	0.2699544	-0.007591553	0.0135814	0.545522	0.00400087	0.00236594	0.42585	0.00867958	0.01340052	0.000456742	0.0313431	0.372394	3.59581	0.298442	0.313044	0.125985	0.262529	0.005808965	2.306868
10070	-3706.898	-3704.048	-2.849945	0.9488255	0.1854365	1.10044	0.0512908	0.0879418	0.185278	0.0876764	0.0693367	0.0237714	0.012781	0.296135	0.259666	0.268222	0.0890574	0.161743	0.110699	0.132404	0.145193	0.370598	0.0103083	0.1331504	-0.01737165	0.0112538	0.58708	0.00762968	0.00586954	0.380904	0.00726369	0.02664761	0.000308819	0.0258188	0.344594	3.62928	0.301042	0.31193	0.125434	0.261594	0.009275967	2.872758
10080	-3710.833	-3714.793	3.960804	0.7809463	0.1960642	0.380657	0.0331288	0.213258	0.330785	0.12364	0.0816904	0.0414211	0.0375654	0.215674	0.176496	0.235008	0.0402815	0.0761642	0.0240493	0.0423252	0.046312	0.343666	0.0875926	0.1572531	0.01888632	0.0147471	0.461135	0.00796734	0.00252147	0.49914	0.0144897	0.004271607	0.000462444	0.0315362	0.373308	3.59469	0.285946	0.317815	0.125626	0.270613	0.02315792	0.1844555
10090	-3723.767	-3716.078	-7.688834	0.6955382	0.1898092	0.597471	0.0310797	0.198078	0.432217	0.194687	0.148582	0.323994	0.152595	0.252646	0.340058	0.0889444	0.0346082	0.115949	0.0691306	0.0800273	0.741619	0.395877	0.0334023	0.2022782	-0.05855527	0.0175275	0.486301	0.0081228	0.00439219	0.467321	0.0163357	0.1415281	0.000366638	0.028111	0.356542	3.61498	0.268391	0.312064	0.135079	0.284467	0.0829728	1.705716
10100	-3721.052	-3714.837	-6.214776	0.6916798	0.1837449	0.906454	0.0153298	0.150075	0.282975	0.0979622	0.0897224	0.117675	0.0320122	0.300123	0.294946	0.389585	0.0576727	0.188067	0.050702	0.334994	0.156224	0.652819	0.0305337	0.2119495	0.06481402	0.020036	0.489912	0.00921156	0.00393219	0.470791	0.00611698	0.02034306	0.000288348	0.0249556	0.339923	3.63483	0.276232	0.309184	0.124388	0.290197	0.08515709	0.2388887
10110	-3718.673	-3710.221	-8.451803	0.8292056	0.2168997	0.802713	0.0440774	0.226299	0.283451	0.140714	0.105575	0.408378	0.231126	0.583176	0.198364	0.288659	0.049272	0.198913	0.0797423	0.00832573	0.120786	0.40847	0.0814084	0.2334175	-0.2536445	0.00970206	0.449608	0.0121817	0.00544414	0.521133	0.00193041	0.2578763	0.00090959	0.0440582	0.426311	3.52872	0.313644	0.294721	0.139914	0.251721	0.004231825	60.93738
10120	-3724.252	-3714.913	-9.33928	0.4989813	0.1720366	0.430781	0.0604438	0.330153	0.48119	0.15766	0.183374	0.0946702	0.0221081	0.0802248	0.171259	0.0346796	0.121348	0.183961	0.0619726	0.127091	0.00510679	0.451002	0.719602	0.222536	-0.06634296	0.00978677	0.486274	0.0111674	0.003141	0.477744	0.0118876	0.335816	0.00017284	0.0193582	0.306881	3.67359	0.3075	0.29744	0.143641	0.251419	0.269473	1.246195
10130	-3717.819	-3712.934	-4.884892	0.6701572	0.2163548	0.472345	0.0484685	0.281885	0.416012	0.260423	0.177792	0.0925199	0.0688971	0.124461	0.207095	0.0885442	0.0627978	0.149279	0.122094	0.0449404	0.0586485	0.728158	0.186117	0.1456557	0.1202775	0.0145996	0.522069	0.00515138	0.0115445	0.434891	0.0117446	0.04370148	0.000895128	0.0437111	0.424981	3.53041	0.303109	0.281798	0.140994	0.274098	0.163979	0.2665065
10140	-3721.407	-3714.905	-6.501904	0.5475258	0.179126	0.56099	0.0492815	0.229878	0.285247	0.141941	0.156713	0.0870774	0.0388768	0.453215	0.248038	0.287928	0.0592919	0.129573	0.0478071	0.0596976	0.0303061	0.357648	0.015098	0.2737341	0.02623212	0.00926058	0.553225	0.00404996	0.00607859	0.421989	0.00539762	0.1785291	0.000237525	0.0226672	0.327034	3.65006	0.286066	0.331261	0.127215	0.255458	0.2047612	0.8718892
10150	-3722.575	-3706.968	-15.60757	0.664557	0.212023	0.6336	0.0345029	0.40577	0.560189	0.26157	0.137636	0.191675	0.0366917	0.232505	0.312598	0.837346	0.0528913	0.0448518	0.142636	0.0919845	0.0853947	0.176851	0.103448	0.3862634	0.6287448	0.00851533	0.512319	0.0132979	0.00562914	0.457232	0.00300751	0.007141074	0.000785728	0.0409867	0.414302	3.54393	0.295968	0.298112	0.136819	0.269101	0.6358859	0.01123012
10160	-3723.157	-3711.424	-11.73287	0.3797537	0.1752403	0.749912	0.0415428	0.329007	0.387704	0.228548	0.210311	0.0762662	0.0332738	1.23542	0.211793	0.195159	0.363044	0.442364	0.168319	0.191885	0.0221416	0.427765	0.100755	0.3331295	0.04468027	0.00678485	0.528355	0.0151522	0.0075136	0.440821	0.00137356	0.007815834	0.000200181	0.0208224	0.316042	3.66294	0.283012	0.315741	0.134504	0.266743	0.0524961	0.1488841
10170	-3714.14	-3711.55	-2.589329	0.7482844	0.236867	0.585007	0.0385589	0.230396	0.252442	0.187518	0.164996	0.0412032	0.0577382	0.230092	0.146328	0.525668	0.0810707	0.0519245	0.0636037	0.0217567	0.164973	0.231182	0.0684843	0.1479986	-0.02529004	0.0167894	0.524032	0.0069307	0.00762456	0.437214	0.00740918	0.1518689	0.00155515	0.0573833	0.47296	3.4681	0.297827	0.295563	0.128327	0.278283	0.1265789	1.199797
10180	-3717.259	-3709.107	-8.151849	0.5022742	0.1888114	0.492069	0.0440511	0.253824	0.34876	0.22526	0.117923	0.116035	0.0984483	0.295651	0.376154	0.688399	0.0866933	0.107404	0.197223	0.338198	0.0552054	0.219431	0.122342	0.2889774	-0.114611	0.00990274	0.629895	0.00562529	0.00508982	0.336736	0.012751	0.1474503	0.000352804	0.0275804	0.353832	3.61824	0.303922	0.302332	0.119431	0.274315	0.03283932	4.490053
10190	-3717.243	-3714.648	-2.594756	0.5667126	0.2050631	0.488175	0.0621111	0.191827	0.258547	0.211581	0.200007	0.0560546	0.0340785	0.1297	0.212943	0.0648477	0.109365	0.184514	0.117293	0.170585	0.00659018	0.407106	0.503143	0.1298954	-0.03885203	0.00704042	0.548603	0.0103848	0.00966733	0.418762	0.0055423	0.03915274	0.000629927	0.0367465	0.396742	3.56588	0.317059	0.292713	0.136158	0.25407	0.0003007096	130.2012
10200	-3709.316	-3706.667	-2.648989	0.4982648	0.1991401	0.40928	0.0574416	0.446673	0.558519	0.219473	0.124491	0.207536	0.0798896	0.2439	0.0933619	0.135623	0.062081	0.120619	0.0683277	0.204419	0.0318794	0.225316	0.312794	0.1691136	-0.0001555933	0.00841336	0.56768	0.00989769	0.0100035	0.393099	0.0109066	0.01375594	0.000515594	0.0332809	0.38141	3.58479	0.284615	0.318448	0.11948	0.277457	0.01360035	1.01144
10210	-3717.041	-3711.328	-5.713744	0.6250137	0.1910827	0.342102	0.0635605	0.157347	0.212316	0.0966351	0.123462	0.0874876	0.0197435	0.143206	0.0791199	0.0557274	0.0870591	0.207893	0.0952276	0.589407	0.104108	0.401973	0.646536	0.1709285	0.3220897	0.0107987	0.611663	0.00781001	0.00808576	0.350424	0.011218	0.01667474	0.000384858	0.0287947	0.359987	3.61083	0.283603	0.31812	0.111847	0.286429	0.3387644	0.04922222
10220	-3711.524	-3710.987	-0.5376174	0.8253769	0.1779891	0.497854	0.0593039	0.193383	0.497954	0.14718	0.0744288	0.0842366	0.0836655	0.235999	0.149469	0.327153	0.0376402	0.0679423	0.148362	0.030966	0.000274163	0.381153	0.0524971	0.1401294	0.04604473	0.0112966	0.603669	0.0101043	0.00124336	0.366584	0.00710288	0.0342103	0.000226106	0.0221198	0.323832	3.65382	0.294686	0.309452	0.117239	0.278624	0.08025503	0.4262698
10230	-3718.146	-3715.7	-2.446388	0.863356	0.1538032	0.628337	0.0487638	0.216694	0.247999	0.122951	0.106551	0.21509	0.197549	0.190843	0.252665	0.600984	0.0262852	0.018737	0.111105	0.0501558	0.155288	0.145579	0.0665206	0.1704132	-0.08558945	0.0159346	0.536656	0.00379221	0.00153129	0.430351	0.011735	0.1015585	6.6669e-05	0.0120558	0.253266	3.73461	0.302972	0.320726	0.116504	0.259797	0.01596902	6.359718
10240	-3732.021	-3725.124	-6.896908	0.7282889	0.1871655	0.697554	0.0105592	0.180673	0.322975	0.109899	0.116537	0.177818	0.158244	0.463573	0.36576	0.252903	0.042901	0.0100662	0.356815	0.0807457	0.117111	0.569587	0.10355	0.2181656	0.119493	0.00882999	0.623934	0.00265073	0.00170399	0.330169	0.0327125	0.02916703	0.000330821	0.0267148	0.34934	3.62361	0.307645	0.305425	0.123126	0.263804	0.14866	0.1961995
10250	-3717.496	-3713.449	-4.047188	0.8612128	0.1524353	0.724366	0.0114181	0.113384	0.140492	0.085692	0.114221	0.424484	0.170551	0.411786	0.161632	0.400427	0.0283907	0.0984207	0.029611	0.093085	0.157421	0.329155	0.229516	0.2176599	0.06401173	0.0112678	0.588051	0.00212317	0.00239907	0.380364	0.0157947	0.006729052	6.15013e-05	0.0115813	0.249159	3.7392	0.295943	0.313589	0.130477	0.25999	0.07074078	0.09512268
