Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3834	0	-10.60749	0	-10.60749	10.55861	419128.4	0.0299765	0.0150203	0.0429063	0.0044081	0.0312565	0.131877	0.0730242	0.0340587	0.0268335	0.190937	0.0873234	0.11554	0.0630143	0.112896	0.22938	0.093943	0.106718	0.1837	0.09515245	0.0688601	0.138808	0.0603181	0.3039	0.208177	0.153376	0.135421	11.22576	0.003828243	-2.352275	0.998037	0.999498	1.0005	1.00196	0.0496164	0.49751	0.24289	0.209983	0.07268834	0.05266653
3835	1	-6.71424	0	-6.71424	4.783219	941355.4	0.0725614	0.118418	0.0042583	0.00603787	0.0086799	0.0743876	0.0451103	0.0262736	0.502109	0.0324617	0.136434	0.0252779	0.0289331	0.163141	0.0185074	0.0689539	0.0433848	0.154775	0.08958323	-0.01420609	0.331885	0.159845	0.0295302	0.0395421	0.14899	0.290207	5.893875	0.1041319	-2.412587	0.99869	0.999665	1.00033	1.00131	0.477431	0.0361714	0.122084	0.364313	0.08992586	1.157976
3836	0	-12.17615	0	-12.17615	6.816782	260090.6	0.316953	0.069992	0.045724	0.0885782	0.125814	0.0911912	0.0778356	0.0281938	0.199205	0.153695	0.243791	0.0546726	0.145626	0.0148527	0.122836	0.0494062	0.0464638	0.155611	0.1248354	0.34058	0.124075	0.050919	0.309519	0.208664	0.215966	0.0908566	22.18075	0.01354391	-2.080759	0.997509	0.999362	1.00064	1.00249	0.00988761	0.684636	0.125302	0.180175	0.3541239	0.03824624
3837	1	-11.93907	0	-11.93907	5.074784	954689.6	0.167806	0.174316	0.0340067	0.0651181	0.0076032	0.0616205	0.183339	0.192011	0.0249607	0.147539	0.0533333	0.351949	0.0344297	0.0753576	0.163764	0.217188	0.0611071	0.144793	0.1169374	0.03000412	0.37086	0.169123	0.0461863	0.049877	0.0981541	0.2658	6.532664	0.1145452	-2.146117	0.998699	0.999667	1.00033	1.0013	0.195474	0.00914553	0.0176465	0.777734	0.1445493	0.7924299
3838	0	-12.87373	0	-12.87373	4.978087	176601.7	0.298173	0.208291	0.0399357	0.116574	0.0350594	0.0501464	0.117866	0.207239	0.0363867	0.00651535	0.0983085	0.242161	0.0280118	0.068426	0.222619	0.0190632	0.0883669	0.107363	0.1717192	0.2474457	0.179431	0.0242742	0.339482	0.129307	0.248506	0.0789989	5.037162	0.0102697	-1.761895	0.996977	0.999226	1.00077	1.00303	0.0379343	0.466304	0.439568	0.056194	0.2577154	0.03984899
3839	1	-18.31069	0	-18.31069	3.922321	692581.9	0.432123	0.0366307	0.0317336	0.285304	0.0525253	0.037918	0.154108	0.148947	0.611636	0.343251	0.00867529	0.0124434	0.0315282	0.0910398	0.120652	0.0400103	0.0515472	0.283123	0.1953888	-0.03111066	0.447171	0.127483	0.0795844	0.0739101	0.12759	0.144262	6.683227	0.08332721	-1.632764	0.998473	0.999609	1.00039	1.00153	0.292225	0.0265766	0.0301176	0.651081	0.05221655	1.595801
3840	0	-24.20363	0	-24.20363	5.568928	232243.9	0.168973	0.498224	0.0512918	0.0626353	0.0689961	0.0646794	0.115804	0.460623	0.0763795	0.0049694	0.0909375	0.0462397	0.133135	0.0989286	0.0355457	0.0156555	0.499384	0.22194	0.1592718	0.3376427	0.155324	0.0151744	0.210793	0.116222	0.0823847	0.420102	23.98518	0.007926063	-1.837143	0.997364	0.999325	1.00067	1.00264	0.216917	0.258299	0.454519	0.0702658	0.3455688	0.02293628
3841	1	-48.0158	0	-48.0158	10.45061	842768.9	1.11666	0.147898	0.147154	0.401784	1.82898	1.18636	0.715573	0.667292	0.894939	0.152648	0.0779306	0.451106	0.277971	0.233293	0.157667	0.0946634	0.328102	0.837149	0.4653509	-0.08436231	0.596726	0.115695	0.0555972	0.0302147	0.107216	0.0945511	18.31406	0.1648359	-0.7649636	0.998616	0.999646	1.00035	1.00138	0.384088	0.0226818	0.0170854	0.576145	0.08047359	2.048323
3842	0	-2.391706	0	-2.391706	4.970837	186401.7	0.0556721	0.0242166	0.132408	0.152431	0.0284285	0.0166339	0.0458475	0.0537857	0.0692219	0.00712025	0.0632462	0.066046	0.032527	0.162726	0.00723922	0.0216084	0.0549118	0.113558	0.0637008	0.2953442	0.298174	0.0260349	0.333984	0.0814534	0.0319861	0.228368	10.60012	0.02179527	-2.753558	0.997057	0.999246	1.00075	1.00295	0.353919	0.238433	0.297648	0.11	0.3171395	0.06872457
3843	1	-53.62545	0	-53.62545	15.21798	837870.9	0.726735	0.006111	0.447789	0.310943	0.497342	0.57923	0.747045	0.286865	1.70229	0.106194	0.188346	0.207419	1.07234	0.466214	0.537093	0.0243203	0.174306	0.857984	0.4994118	-0.06553202	0.196321	0.186597	0.0379504	0.0733337	0.302557	0.203242	32.95071	0.163981	-0.6943243	0.998612	0.999645	1.00035	1.00139	0.352308	0.0233859	0.00896645	0.61534	0.09844897	1.665644
3844	0	-1.203788	0	-1.203788	5.738496	181065.6	0.175273	0.0160034	0.0869346	0.0241109	0.0391912	0.0480839	0.0601196	0.0397789	0.0370748	0.00935766	0.104226	0.163846	0.00776377	0.175033	0.0243109	0.0314896	0.0190116	0.0683787	0.07990321	0.03323674	0.0980207	0.0506112	0.355351	0.271041	0.0435784	0.181398	6.884386	0.02556772	-2.526939	0.997014	0.999235	1.00076	1.00299	0.140886	0.191888	0.508113	0.159114	0.05880446	0.4347922
3845	1	-57.31379	0	-57.31379	18.15213	864935.7	0.606805	0.00593222	1.18325	2.24868	0.273777	0.280671	0.603665	0.472841	1.22147	0.14298	0.74883	0.484001	1.01049	1.12367	0.259725	0.0134065	0.176354	0.422662	0.5557288	-0.09757836	0.0885424	0.105502	0.129305	0.0947223	0.389588	0.192341	19.79576	0.1131004	-0.5874748	0.998634	0.999651	1.00035	1.00137	0.333792	0.00795491	0.00477947	0.653474	0.015522	7.286457
3846	0	-13.86214	0	-13.86214	5.639863	269322.7	0.31959	0.0129731	0.156004	0.0255382	0.052973	0.0738439	0.0506005	0.136802	0.0617517	0.0080719	0.140156	0.129458	0.0392123	0.053759	0.285334	0.00156553	0.0299525	0.284117	0.06538719	0.006041288	0.0588985	0.140977	0.41938	0.265291	0.0405226	0.0749311	9.189577	0.04448085	-2.727429	0.997552	0.999373	1.00062	1.00245	0.104888	0.228808	0.468949	0.197355	0.05052214	0.880423
3847	1	-58.96287	0	-58.96287	18.24868	504803.7	0.182235	0.0102287	0.130289	0.395905	0.217971	0.200961	1.22099	1.20225	1.1246	0.313683	1.01653	1.44511	0.200576	0.642157	0.349368	0.258291	0.201043	0.511575	0.3185342	-0.08668182	0.0381525	0.145121	0.0480564	0.152385	0.390972	0.225313	46.78204	0.1245011	-1.144025	0.998212	0.999542	1.00046	1.00179	0.546241	0.0146687	0.0231944	0.415896	0.03781932	3.291998
3848	0	-22.00075	0	-22.00075	6.69144	252176	0.234126	0.0395933	0.553101	0.105398	0.0531084	0.183226	0.0317998	0.224338	0.139432	0.0107234	0.0907494	0.00584253	0.0139059	0.0733364	0.224663	0.117495	0.0286869	0.385576	0.1408986	0.07177782	0.0922705	0.0769685	0.232085	0.3256	0.0541439	0.218932	25.60142	0.03084517	-1.959715	0.99747	0.999352	1.00065	1.00253	0.0520986	0.0820454	0.494968	0.370888	0.102623	0.3005678
3849	1	-38.91525	0	-38.91525	21.96929	760681.7	0.182926	0.00421668	0.0856769	0.435653	0.108068	0.0222986	0.409439	0.518636	0.36905	0.389048	0.0689145	0.219364	0.448359	0.397164	0.483916	0.0177804	0.407232	0.0350023	0.2685715	-0.02693185	0.0452792	0.0881117	0.0614344	0.225052	0.377238	0.202884	32.63699	0.0479724	-1.314638	0.998543	0.999627	1.00037	1.00146	0.389032	0.00728155	0.0573948	0.546292	0.02104055	2.279998
3850	0	-12.71362	0	-12.71362	6.145197	328692.8	0.136825	0.141749	0.0369228	0.170044	0.0481582	0.0935553	0.0317144	0.246006	0.162524	0.0245727	0.0751298	0.282146	0.00682584	0.0390973	0.0826407	0.0614623	0.0283027	0.0291416	0.08526196	0.226068	0.105037	0.0582321	0.421553	0.144943	0.127612	0.142622	11.45097	0.03120773	-2.462027	0.997784	0.999433	1.00057	1.00222	0.098066	0.0451076	0.229701	0.627125	0.2572757	0.1213007
3851	1	-41.75488	0	-41.75488	28.08108	590046.8	0.24988	0.0350926	1.27224	0.167533	0.0392736	0.026098	0.379065	0.263564	0.326345	0.708677	0.324938	0.197289	0.0283501	0.206201	0.0421397	0.0872063	0.16718	0.10674	0.2502088	0.02102641	0.0225689	0.123956	0.0889093	0.266257	0.304976	0.193332	48.54641	0.03655541	-1.38546	0.998346	0.999577	1.00042	1.00166	0.265203	0.00800755	0.157215	0.569574	0.05758182	0.6348429
3852	0	-3.513143	0	-3.513143	5.205996	743633.5	0.068419	0.085194	0.0337189	0.164249	0.053807	0.0663884	0.0139893	0.0596357	0.0428631	0.036015	0.0205746	0.101442	0.0293693	0.112346	0.0444773	0.0731445	0.16252	0.208995	0.05780513	0.04367408	0.235744	0.056784	0.323254	0.0457608	0.220686	0.11777	5.321763	0.04357389	-2.850678	0.998526	0.999623	1.00038	1.00147	0.130818	0.059952	0.180157	0.629073	0.08724797	0.4994258
3853	1	-27.20816	0	-27.20816	40.94382	322520.9	0.079454	0.0329469	0.156063	0.118986	0.113169	0.0665041	0.169608	0.488361	0.0367597	0.132252	0.0596368	0.10471	0.0128532	0.207651	0.00217422	0.0319082	0.257524	0.122455	0.1600862	0.01821482	0.00953535	0.0380748	0.0336577	0.212054	0.301605	0.405073	48.90815	0.03604757	-1.832043	0.997763	0.999427	1.00057	1.00224	0.0890514	0.00503748	0.203709	0.702202	0.05426239	0.6643197
3854	0	11.22599	0	11.22599	9.796689	450366.5	0.026537	0.0329099	0.0118191	0.0174632	0.0464719	0.0171283	0.0055272	0.0431438	0.0923448	0.016583	0.0169126	0.0215558	0.0136934	0.00127339	0.0228413	0.0310939	0.0651024	0.0103916	0.03992946	-0.003188742	0.355332	0.0365065	0.320949	0.0489224	0.145691	0.0925991	10.4116	0.03786085	-3.220641	0.998107	0.999516	1.00048	1.00189	0.774764	0.0296417	0.0455963	0.149998	0.03467211	1.091969
3855	1	-34.27805	0	-34.27805	24.59101	821664.8	0.113468	0.0478155	0.15435	0.286181	0.478209	0.0209727	0.470357	0.423908	0.0774346	0.534984	0.0464523	0.0596088	0.0905915	0.00490384	0.032192	0.0227054	0.384303	0.0658854	0.2115574	0.0252841	0.0150163	0.0209971	0.0396972	0.209474	0.346179	0.368637	31.89436	0.02375372	-1.553259	0.998598	0.999641	1.00036	1.0014	0.159566	0.00619774	0.30372	0.530516	0.04903782	0.4843959
3856	0	-8.149618	0	-8.149618	21.93491	521103.5	0.143612	0.019282	0.00991729	0.0259572	0.171797	0.0286101	0.0308766	0.0395653	0.0883562	0.00312069	0.064839	0.0421751	0.0092732	0.0168269	0.074353	0.011743	0.0542821	0.0560467	0.04687264	0.02670815	0.243031	0.119422	0.153066	0.0364867	0.422979	0.0250149	31.37462	0.03650463	-3.060321	0.99824	0.99955	1.00045	1.00176	0.619475	0.0341939	0.13646	0.209871	0.06321278	0.5774881
3857	1	-8.538684	0	-8.538684	6.358251	545914.9	0.00653653	0.0635563	0.0151988	0.00892607	0.354338	0.00612408	0.0521775	0.189402	0.0173648	0.142392	0.0980791	0.150536	0.00448881	0.00385028	0.270399	0.00254044	0.0864794	0.0123132	0.1186212	0.05911963	0.0099479	0.021452	0.0500349	0.232949	0.210092	0.475524	7.465697	0.03962894	-2.13182	0.99828	0.99956	1.00044	1.00172	0.0598753	0.00652705	0.0694626	0.864135	0.09874857	0.4013115
3858	0	-6.085999	0	-6.085999	12.50006	363103.6	0.0859998	0.00111145	0.0112131	0.00224463	0.0754445	0.106955	0.0761835	0.0501216	0.0986164	0.00779331	0.0411821	0.0319162	0.0917508	0.0112984	0.0433569	0.0192456	0.0742708	0.0171206	0.04807641	-0.03503122	0.493912	0.138173	0.0402036	0.0250861	0.281956	0.0206697	44.1369	0.1176214	-3.034964	0.997891	0.99946	1.00054	1.00211	0.338666	0.0765625	0.200312	0.384459	0.08259019	1.424157
3859	1	8.985728	0	8.985728	5.055073	311071.9	0.00675592	0.0221792	0.0268809	0.0111038	0.0402438	0.00105575	0.0264185	0.0175905	0.0247558	0.151651	0.00414585	0.012542	0.0270581	0.0576951	0.0446876	0.0124022	0.0358373	0.0272917	0.05963978	0.06836445	0.0191809	0.045839	0.0686158	0.377298	0.287776	0.201291	6.34525	0.04258155	-2.819432	0.997722	0.999417	1.00058	1.00228	0.141748	0.00361649	0.616176	0.23846	0.110946	0.3838043
3860	0	-10.99249	0	-10.99249	28.46538	901316.9	0.0783764	0.0167623	0.01712	0.0196577	0.0711142	0.153708	0.07765	0.0732806	0.128228	0.00379709	0.0180235	0.0509035	0.0651576	0.105557	0.0461893	0.135423	0.0173215	0.111286	0.06909006	0.1106448	0.41831	0.0716925	0.0214568	0.0241104	0.403099	0.0613315	33.33247	0.0937781	-2.672344	0.998661	0.999658	1.00034	1.00134	0.0669224	0.0564586	0.49757	0.379049	0.2044229	0.4587456
3861	1	-3.302902	0	-3.302902	2.645319	528429.2	0.0493747	0.14025	0.23938	0.206361	0.0936758	0.00331812	0.0531458	0.0542454	0.0601246	0.297691	0.122857	0.0213925	0.0413952	0.0556797	0.0502099	0.0443788	0.0319255	0.0605676	0.1100285	0.1478668	0.0305128	0.124569	0.0729346	0.278346	0.34629	0.147347	3.41907	0.02235357	-2.207016	0.998252	0.999553	1.00045	1.00175	0.488488	0.00432821	0.246135	0.261049	0.1702203	0.1313214
3862	0	-22.76616	0	-22.76616	19.91034	646528.3	0.100573	0.00823356	0.0333672	0.0799649	0.0832137	0.0613282	0.077735	0.153058	0.282963	0.0429296	0.118906	0.011586	0.300838	0.506156	0.124366	0.0563048	0.0485778	0.0343975	0.1142021	4.712708e-05	0.328284	0.310822	0.0221175	0.00926113	0.30629	0.0232251	28.41905	0.07161918	-2.169785	0.99842	0.999596	1.0004	1.00158	0.0877362	0.0575758	0.26612	0.588568	0.07166631	0.9993424
3863	1	-20.89888	0	-20.89888	7.713093	826614.9	0.123669	0.132405	0.165553	0.281061	0.144884	0.0124394	0.273302	0.252119	0.132735	0.355327	0.0378476	0.0487512	0.0612857	0.0368557	0.143878	0.206055	0.0952742	0.363254	0.1855859	0.05163918	0.0525529	0.170269	0.0982723	0.100757	0.438804	0.139345	10.91266	0.01453306	-1.684237	0.998602	0.999643	1.00036	1.0014	0.71778	0.00164259	0.0953352	0.185243	0.06617224	0.2196247
3864	0	-27.39792	0	-27.39792	12.89346	764800.8	0.190346	0.00291843	0.0800527	0.174727	0.234439	0.344551	0.335136	0.192504	0.285282	0.330183	0.0042796	0.112178	0.0812896	0.438678	0.278828	0.16737	0.0152128	0.190772	0.175158	0.02577267	0.257367	0.278017	0.0171467	0.00279335	0.417448	0.0272275	15.95357	0.03984326	-1.742067	0.998547	0.999628	1.00037	1.00145	0.107446	0.132799	0.286862	0.472893	0.06561593	0.6072193
3865	1	-11.80904	0	-11.80904	6.277615	883573.4	0.0816733	0.0843658	0.0646727	0.254705	0.118929	0.00773981	0.043719	0.0358279	0.235794	0.149007	0.00828859	0.014813	0.013305	0.0760061	0.0242554	0.0686485	0.144484	0.13155	0.08917917	0.03440722	0.0243959	0.196043	0.0721133	0.236954	0.398332	0.0721612	15.21213	0.0277464	-2.417108	0.998648	0.999654	1.00035	1.00135	0.414476	0.00316072	0.269819	0.312544	0.06215361	0.4464165
3866	0	-30.18816	0	-30.18816	12.39713	492128.6	0.133744	0.000826496	0.183503	0.557147	0.0506673	0.0674668	0.247521	0.127368	0.415806	0.143174	0.00131464	0.13096	0.0103214	0.0913534	0.126317	0.229628	0.105026	0.663718	0.1415037	0.195084	0.430951	0.183688	0.0423982	0.00218633	0.257694	0.0830823	35.45371	0.04907215	-1.955429	0.998189	0.999537	1.00046	1.00181	0.120869	0.136325	0.615422	0.127384	0.2441562	0.2009867
3867	1	8.637797	0	8.637797	5.904914	943324.2	0.00924081	0.0195698	0.0207608	0.0612683	0.0584564	0.0075648	0.0778534	0.0405544	0.0349015	0.0297411	0.0100055	0.0027615	0.0460523	0.0270664	0.00835003	0.0304546	0.101612	0.0652193	0.04770179	0.03925438	0.0179995	0.372085	0.0906089	0.253013	0.141222	0.125072	6.770961	0.06411067	-3.042786	0.998692	0.999665	1.00033	1.00131	0.384128	0.00892193	0.185319	0.421631	0.1033651	0.6202355
3868	0	-22.40974	0	-22.40974	15.74145	240549.8	0.235035	0.00583448	0.134872	0.0794727	0.147455	0.0765752	0.214653	0.0574689	0.211577	0.236687	0.129307	0.0962184	0.0179724	0.0134238	0.110383	0.374617	0.0269848	0.460242	0.1542053	0.1684399	0.223194	0.168809	0.410209	0.00214862	0.079454	0.116186	39.47979	0.01745416	-1.86947	0.99741	0.999337	1.00066	1.00259	0.127111	0.0789769	0.696076	0.0978362	0.185894	0.09389303
3869	1	-2.154753	0	-2.154753	10.31873	623136.3	0.0113942	0.0316253	0.043689	0.165439	0.0185916	0.00437698	0.0178995	0.0349002	0.01548	0.0406209	0.0233244	0.0157403	0.0572405	0.152093	0.0387267	0.0433225	0.0280375	0.0257953	0.05985649	0.05506765	0.0398764	0.101199	0.178888	0.316545	0.111819	0.251673	30.92489	0.0718916	-2.815805	0.99839	0.999588	1.00041	1.00161	0.310018	0.00818548	0.0933821	0.588415	0.1269592	0.5662573
3870	0	-11.93493	0	-11.93493	5.377621	427348.2	0.137471	0.00235394	0.0877763	0.0869203	0.0822527	0.135341	0.0568381	0.0132075	0.276812	0.125641	0.0675718	0.0391081	0.0101022	0.00894774	0.250689	0.114741	0.0351036	0.286358	0.1292956	0.2264936	0.244464	0.140593	0.321891	0.00337426	0.176623	0.113055	13.50036	0.008789493	-2.045654	0.998056	0.999503	1.0005	1.00195	0.511666	0.072375	0.335272	0.0806873	0.2352831	0.03735709
3871	1	-18.54057	0	-18.54057	2.460108	822683.1	0.0437205	0.161952	0.12652	0.482475	0.139861	0.0452346	0.0403681	0.155689	0.107874	0.159086	0.0506813	0.188256	0.0632368	0.00900542	0.174627	0.0297055	0.0871987	0.0506378	0.1427937	-0.0664098	0.0347973	0.147292	0.126163	0.322672	0.0903027	0.278773	30.80555	0.1184309	-1.946354	0.998599	0.999642	1.00036	1.0014	0.126818	0.00665351	0.190111	0.676418	0.05202108	2.276594
3872	0	1.668293	0	1.668293	3.916564	190835	0.0110438	0.00162359	0.00130692	0.0890882	0.0395109	0.0269861	0.048655	0.0921502	0.231627	0.0862958	0.040482	0.0158606	0.00550446	0.0204262	0.00293699	0.0207121	0.0534761	0.0181751	0.03772203	0.1970034	0.27221	0.281332	0.319926	0.00278698	0.110459	0.0132864	40.19643	0.02075402	-3.277511	0.997092	0.999255	1.00074	1.00291	0.478971	0.0424469	0.437746	0.0408357	0.2177574	0.09530801
3873	1	-31.56753	0	-31.56753	10.38367	590221.8	0.0858948	0.21719	0.0762969	0.0903407	0.167416	0.0939295	0.109846	0.365923	0.089073	0.0535836	0.00520998	0.046958	0.00688678	0.292801	0.348043	0.705462	0.0240267	0.0588476	0.277471	-0.08083644	0.0363353	0.19011	0.0319527	0.390412	0.0845451	0.266645	39.62137	0.1131798	-1.282039	0.998346	0.999577	1.00042	1.00166	0.167248	0.00572253	0.154329	0.672701	0.03234336	3.499321
3874	0	-8.571367	0	-8.571367	1.930596	59748.55	0.0765798	0.00237614	0.00164871	0.451758	0.120683	0.0331	0.128795	0.0775945	0.0733004	0.090683	0.0178988	0.119784	0.137617	0.240662	0.00778962	0.037078	0.0806488	0.0177589	0.09499774	0.360967	0.627123	0.0703542	0.165418	0.000681477	0.11921	0.0172138	25.17567	0.01206999	-2.353902	0.994805	0.998667	1.00132	1.0052	0.694018	0.126686	0.124196	0.0551004	0.373037	0.032356
3875	1	-40.04404	0	-40.04404	3.927262	861303	0.103215	0.29676	0.067208	0.0877169	0.343518	0.251885	0.0876733	0.55284	0.0568916	0.0725384	0.00565384	0.0420015	0.366698	0.568132	0.444706	1.11211	0.563782	0.497334	0.2595123	-0.0508245	0.0424015	0.112881	0.0282054	0.11801	0.209991	0.488511	37.06484	0.1930012	-1.348951	0.998631	0.99965	1.00035	1.00137	0.240395	0.0272826	0.122301	0.610022	0.1421767	1.357474
3876	0	-19.68461	0	-19.68461	5.245043	42405.68	0.170026	0.00611133	0.0113827	0.359625	0.351434	0.0459382	0.110557	0.144967	0.0590436	0.25216	0.331161	0.132438	0.107796	0.0737499	0.176257	0.0281679	0.0970842	0.396926	0.15864	0.4007204	0.40818	0.16525	0.113715	0.000386477	0.2994	0.0130683	27.09878	0.02737858	-1.841118	0.993834	0.998417	1.00157	1.00618	0.689494	0.0887562	0.153813	0.0679371	0.4280989	0.06395387
3877	1	-15.27272	0	-15.27272	6.142357	539624.5	0.043447	0.150627	0.0221248	0.042433	0.0346238	0.138125	0.110896	0.0694484	0.049919	0.0436932	0.138879	0.00461888	0.0261237	0.158595	0.071937	0.0201636	0.252702	0.0396738	0.1440626	-0.06032374	0.0248372	0.130223	0.051649	0.049774	0.45499	0.288527	40.12723	0.1429887	-1.937507	0.99827	0.999558	1.00044	1.00173	0.264654	0.0622007	0.0584809	0.614664	0.082665	1.729737
3878	0	-9.001543	0	-9.001543	3.062652	75116.38	0.010399	0.0194471	0.021595	0.0397263	0.219856	0.106033	0.106098	0.147233	0.0461128	0.238954	0.103502	0.111805	0.023149	0.0422694	0.234814	0.012124	0.0403982	0.19611	0.08333485	0.5111523	0.517812	0.0528829	0.138436	0.00108368	0.25583	0.0339548	12.72437	0.01782994	-2.484888	0.995366	0.998812	1.00118	1.00464	0.660564	0.0906031	0.114611	0.134222	0.5289823	0.03370611
3879	1	-11.72861	0	-11.72861	2.754925	783102.6	0.234249	0.374185	0.236514	0.0877289	0.0366999	0.224172	0.123831	0.108617	0.0608664	0.0573554	0.0261233	0.00482139	0.0660493	0.0441045	0.0581877	0.0237406	0.341634	0.146319	0.1883568	0.0640111	0.0719016	0.312932	0.219515	0.0123655	0.276237	0.107048	4.354605	0.1030111	-1.669417	0.998564	0.999633	1.00037	1.00144	0.250553	0.092831	0.0250067	0.63161	0.1670222	0.6167509
3880	0	-4.315291	0	-4.315291	4.442147	211813.1	0.00897851	0.0303169	0.00560191	0.112819	0.231382	0.0919383	0.0270222	0.0936617	0.0450629	0.0771802	0.0550218	0.0969278	0.0370307	0.149228	0.168448	0.0280382	0.112962	0.147212	0.1068173	0.07597316	0.605651	0.0133989	0.287632	0.00108258	0.0772986	0.0149371	4.719325	0.04928673	-2.236635	0.997239	0.999293	1.0007	1.00276	0.748995	0.0504964	0.117147	0.0833619	0.1252599	0.3934757
3881	1	-2.544972	0	-2.544972	3.18511	850937.7	0.00707711	0.0509836	0.123115	0.00630688	0.0475564	0.0848024	0.0689415	0.114402	0.0359484	0.0206286	0.0183669	0.00514253	0.122879	0.133073	0.00430893	0.286254	0.372152	0.143765	0.09486825	0.02711283	0.179364	0.209846	0.150482	0.00438337	0.137696	0.318229	3.34709	0.08392221	-2.355266	0.998622	0.999648	1.00035	1.00138	0.488822	0.119664	0.041274	0.350241	0.111035	0.7558173
3882	0	12.54878	0	12.54878	1.752191	215977.1	0.0122214	0.0103499	0.00368551	0.0838746	0.123019	0.0289384	0.00335297	0.0493058	0.0100641	0.0092039	0.0974288	0.0674212	0.0544057	0.161848	0.0431811	0.0442815	0.0102895	0.0615313	0.05017526	0.04081397	0.208307	0.0314035	0.407155	0.0044232	0.170534	0.178178	2.393086	0.03395393	-2.992233	0.997266	0.9993	1.0007	1.00274	0.579704	0.0740597	0.21482	0.131417	0.0747679	0.4541244
3883	1	8.77598	0	8.77598	2.885444	585133.4	0.00484318	0.129018	0.15201	0.0171437	0.0158097	0.0214062	0.0550994	0.055831	0.0236748	0.0100272	0.0555267	0.0622422	0.053718	0.0145464	0.0247569	0.0086512	0.138443	0.00216474	0.04411239	-0.0536552	0.218351	0.408123	0.0429375	0.00237289	0.144149	0.184067	3.724111	0.1566948	-3.121015	0.998339	0.999575	1.00042	1.00166	0.54853	0.173879	0.0811941	0.196397	0.1030396	1.520724
3884	0	21.63228	0	21.63228	3.229322	233744.5	0.00213901	0.00260659	0.0100016	0.0462736	0.0173733	0.0120334	0.00228733	0.116507	0.00124958	0.00304881	0.017029	0.0386804	0.0120279	0.018959	0.0106173	0.0101894	0.0841106	0.00526929	0.0231106	0.1093753	0.416078	0.0773686	0.084792	0.00241777	0.263823	0.155521	4.587933	0.02066251	-3.767464	0.997372	0.999327	1.00067	1.00263	0.412873	0.10985	0.308436	0.168841	0.1300378	0.1588962
3885	1	1.345812	0	1.345812	3.743814	845685.7	0.0135682	0.1075	0.0891774	0.00855115	0.00560792	0.0430861	0.0204919	0.037328	0.0423222	0.0368177	0.0902329	0.0215229	0.159988	0.0649746	0.0046349	0.0416028	0.0299821	0.0822661	0.09693344	-0.01128	0.0903964	0.377479	0.0179852	0.00148392	0.294561	0.218094	5.259062	0.1061742	-2.333731	0.998618	0.999647	1.00035	1.00138	0.310473	0.0554026	0.045422	0.588702	0.09489422	1.118869
3886	0	34.95567	0	34.95567	2.191829	308895.6	0.000522139	0.000515761	0.00534604	0.0411522	0.0135627	0.0124419	0.00207577	0.0134565	0.000667386	0.000431114	0.00814102	0.0264617	0.000891758	0.00319718	0.00118119	0.0149206	0.0108274	0.0463357	0.01438738	-0.004683304	0.277426	0.134428	0.0791609	0.00648754	0.307385	0.195113	3.759889	0.05820838	-4.241404	0.997714	0.999415	1.00058	1.00229	0.38482	0.142074	0.221172	0.251933	0.05352507	1.087497
3887	1	-4.94954	0	-4.94954	2.472237	251411.8	0.120753	0.140734	0.0492997	0.0112229	0.0377592	0.09826	0.148312	0.0614393	0.0458598	0.277457	0.036113	0.17846	0.142785	0.115035	0.0832606	0.0143084	0.00636676	0.0788769	0.08410829	-0.07803004	0.0355643	0.593365	0.00564111	0.000546234	0.299829	0.065055	3.882779	0.186774	-2.47565	0.997466	0.999351	1.00065	1.00254	0.369291	0.0816003	0.0975974	0.451512	0.108744	1.717557
3888	0	32.63373	0	32.63373	2.733855	312748.2	0.00665285	0.000295862	0.0208949	0.0259899	0.00418737	0.0284693	0.00132337	0.0130155	0.000125239	0.000493036	0.0032163	0.0124333	0.0244638	0.00236105	0.0032694	0.00273441	0.00321287	0.0658333	0.0138631	0.02614804	0.110417	0.0997196	0.0861693	0.0158033	0.181579	0.506311	4.537627	0.03918544	-4.278524	0.997728	0.999419	1.00058	1.00227	0.18673	0.182973	0.376929	0.253369	0.06533348	0.5997758
3889	1	-14.25543	0	-14.25543	1.995708	598135.7	0.0325278	0.0575028	0.0422615	0.00699379	0.018833	0.257999	0.0947872	0.0645209	0.0241813	0.205391	0.158089	0.164987	0.131283	0.188985	0.0759367	0.0061628	0.00946074	0.181792	0.1435565	-0.1335931	0.0234023	0.731357	0.00613775	0.000272815	0.21558	0.0232508	15.15011	0.2395821	-1.941027	0.998357	0.99958	1.00042	1.00164	0.46165	0.159148	0.173967	0.205234	0.105989	2.260444
