Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
535	1	-36.95467	0	-36.95467	7.523173	703841.6	0.0679904	0.228165	0.439621	0.716612	0.445853	0.059738	1.05812	0.20647	0.0460148	0.826062	0.348455	0.109926	0.519438	0.0953172	0.14434	1.15514	0.135884	0.0732009	0.3215843	-0.115741	0.0814433	0.3692	0.0815866	0.42765	0.0328888	0.00723158	7.558338	0.1390587	-1.134495	0.998485	0.999613	1.00039	1.00152	0.349239	0.176989	0.205566	0.268206	0.02331775	5.963642
536	0	-29.86556	0	-29.86556	4.727686	212886.2	0.223896	0.0105216	0.175114	0.0424052	0.145439	0.538153	0.366316	0.387553	0.0957206	0.240245	0.0290111	0.24354	0.771691	0.0809704	0.325177	0.349346	0.360594	0.0100978	0.2265808	0.2465722	0.0865548	0.274128	0.0922505	0.156563	0.0705467	0.319957	33.97325	0.02986809	-1.484654	0.997246	0.999295	1.0007	1.00276	0.36534	0.143848	0.163981	0.326832	0.2764403	0.1080454
537	1	-39.69587	0	-39.69587	6.189095	497138.7	0.124425	0.174519	0.780768	1.12573	1.85747	0.120687	0.630211	0.0930529	0.406502	1.05327	0.197102	0.14204	0.24864	0.0564131	0.317602	0.0532245	0.158056	0.242364	0.4437203	-0.1001489	0.051658	0.409853	0.0879237	0.412477	0.0314674	0.0066206	6.606725	0.1746143	-0.8125608	0.998198	0.999539	1.00046	1.0018	0.597183	0.0568442	0.232112	0.113861	0.07446539	2.344905
538	0	-22.56126	0	-22.56126	4.261102	93161.38	0.0632734	0.0102942	0.111646	0.0429484	0.0206902	0.0507492	0.268849	0.390481	0.134102	0.0476696	0.0706333	0.0130865	0.39326	0.0632668	0.213029	0.0381213	0.0434953	0.118986	0.1670125	0.1297828	0.165542	0.207624	0.126152	0.140719	0.0423865	0.317575	31.67491	0.03708744	-1.789687	0.995839	0.998933	1.00106	1.00417	0.0858166	0.0112842	0.0778726	0.825027	0.1668702	0.2222532
539	1	-22.85212	0	-22.85212	9.390151	677617.5	0.024791	0.0113221	0.245017	0.0632231	0.16919	0.0258749	0.0302325	0.015799	0.0451058	0.0522179	0.023855	0.201873	0.562311	0.00231008	0.437044	0.181421	0.197173	0.0980732	0.1205378	-0.08986785	0.0526212	0.222651	0.409493	0.307376	0.00634048	0.00151777	24.70948	0.1829704	-2.115792	0.998456	0.999605	1.00039	1.00154	0.515726	0.09265	0.210199	0.181425	0.09310259	1.965256
540	0	-35.78866	0	-35.78866	5.917092	167425.9	0.140298	0.0398862	0.772932	0.144115	0.293152	0.790737	0.109507	0.195035	0.458827	0.135303	0.248734	0.0791295	0.080176	0.179269	0.0582527	0.00246613	0.355103	0.565572	0.2233025	0.1308469	0.15044	0.50179	0.0425886	0.0352829	0.0237799	0.246119	36.82245	0.04704193	-1.499228	0.996895	0.999205	1.00079	1.00311	0.22932	0.0442151	0.205356	0.521109	0.1778888	0.2644456
541	1	-32.38091	0	-32.38091	4.864896	293783.5	0.0198967	0.0166781	0.885686	0.0650975	0.57969	0.110637	0.11696	0.334723	0.0296258	0.0928163	0.0046008	0.0853241	0.263531	0.158604	0.237105	0.306592	0.134481	0.125206	0.275519	-0.1383891	0.193366	0.443724	0.227824	0.100087	0.0275285	0.00747076	25.24013	0.2504425	-1.289099	0.997656	0.9994	1.0006	1.00235	0.348648	0.266652	0.240692	0.144009	0.1120533	2.235029
542	0	-33.06112	0	-33.06112	7.510075	431785.6	0.194033	0.0424837	0.444603	0.159076	0.117211	0.441513	0.10575	0.0470883	0.0460531	0.0332371	0.604421	0.139389	0.0424333	0.629008	0.282761	0.00521987	0.451945	0.244991	0.269922	-0.02333837	0.255698	0.418705	0.0514298	0.0442701	0.0661821	0.163714	17.5184	0.0746714	-1.309622	0.998066	0.999505	1.00049	1.00194	0.175739	0.212035	0.215839	0.396387	0.05133302	1.454646
543	1	-32.69842	0	-32.69842	11.39786	644546.8	0.0391635	0.0201701	0.120937	0.06194	0.89945	0.215916	0.0994167	0.171611	0.0188877	0.240582	0.0419431	0.053992	0.0719435	0.177246	0.210331	0.384761	0.0394277	0.42411	0.2399101	-0.04210551	0.131355	0.247955	0.169887	0.420444	0.0174904	0.0128678	45.07026	0.1107005	-1.427491	0.998417	0.999595	1.0004	1.00158	0.255701	0.179691	0.113738	0.45087	0.068595	1.613828
544	0	-18.46717	0	-18.46717	10.33527	479202.6	0.0200519	0.008036	0.30953	0.0742894	0.0264827	0.0171881	0.074672	0.0115632	0.044983	0.0408294	0.132757	0.0959486	0.169341	0.515337	0.00241032	0.00446536	0.22461	0.101158	0.09436894	-0.06408905	0.421098	0.249917	0.059934	0.0945954	0.0564648	0.117991	25.68002	0.1059775	-2.360543	0.998164	0.99953	1.00047	1.00184	0.231035	0.156224	0.244074	0.368667	0.04188848	2.529992
545	1	-43.90404	0	-43.90404	9.381106	697538.3	0.0577322	0.0452529	0.450781	0.262559	0.262403	0.279564	0.208128	0.0182091	0.0146142	0.424673	0.302077	0.409795	0.08939	0.309756	0.730259	0.399979	0.175025	1.30345	0.4728393	-0.0915633	0.0722733	0.163504	0.243419	0.484984	0.0212229	0.0145973	37.44932	0.1855046	-0.7489996	0.998478	0.999611	1.00039	1.00152	0.333716	0.166612	0.115263	0.384409	0.0939413	1.974686
546	0	-7.813134	0	-7.813134	32.36693	193902.5	0.00899763	0.00859571	0.0622533	0.0166382	0.0489709	0.00481864	0.0959804	0.0186802	0.147635	0.0218389	0.0707675	0.0486335	0.0246587	0.0680075	0.000658781	0.00645708	0.110794	0.0872885	0.03995623	-0.04704911	0.386026	0.105529	0.0463686	0.342248	0.00981658	0.110013	42.31618	0.1365972	-3.219971	0.997115	0.999261	1.00074	1.00289	0.295567	0.223162	0.186214	0.295057	0.0895481	1.525406
547	1	-43.45559	0	-43.45559	8.311705	985728	0.0239026	0.0492016	0.20718	0.246792	0.84424	0.938554	0.209214	0.0447343	0.0136509	0.118588	0.141904	0.130257	0.0939432	0.199896	0.323273	0.0810248	0.270144	1.02638	0.1941703	-0.1975092	0.0618045	0.165697	0.247298	0.452563	0.056127	0.0165107	34.19762	0.3042914	-1.639019	0.99872	0.999673	1.00033	1.00128	0.282113	0.136588	0.188095	0.393204	0.1067823	2.849644
548	0	-21.19093	0	-21.19093	7.695539	157182.9	0.197525	0.0343905	0.0988273	0.566265	0.0966082	0.192911	0.0571327	0.00445229	0.0751151	0.0763314	0.0307231	0.030423	0.00437803	0.0379022	0.0322856	0.0216416	0.127902	0.102845	0.1153556	-0.08796686	0.777916	0.0385944	0.013647	0.100985	0.00386144	0.064996	33.1527	0.3207301	-2.159736	0.996796	0.999179	1.00082	1.00321	0.145621	0.245133	0.229454	0.379792	0.2327632	1.377924
549	1	-43.16093	0	-43.16093	7.736207	969203.3	0.138527	0.0212269	0.191136	0.587793	0.855197	0.347197	0.1283	0.205472	0.0135256	0.364023	0.299582	0.135734	0.879763	0.260879	0.615651	0.129304	0.0674732	1.08082	0.3744189	0.06788347	0.16948	0.167895	0.228667	0.351677	0.0440744	0.0382066	38.36922	0.1407177	-0.98238	0.998709	0.99967	1.00033	1.00129	0.195225	0.179579	0.373684	0.251513	0.2086011	0.6745777
550	0	-13.89925	0	-13.89925	11.09599	165020.3	0.0244793	0.0184567	0.0227724	0.0779259	0.0339427	0.0363943	0.0566489	0.00379832	0.0522593	0.0466236	0.240799	0.0745191	0.0344429	0.120482	0.0317539	0.0881002	0.137956	0.0251493	0.07735723	-0.03466517	0.474895	0.106359	0.0402677	0.233576	0.0205418	0.12436	46.30535	0.1888578	-2.559321	0.996873	0.999199	1.0008	1.00313	0.0874659	0.591898	0.139312	0.181324	0.1541926	1.224817
551	1	-51.98401	0	-51.98401	25.03771	297346.4	0.418242	0.0169671	0.929446	0.263117	0.906514	0.0753808	0.267776	0.187218	0.0341613	0.0613119	1.08258	0.153229	1.09279	0.36006	0.202266	0.491474	0.787648	0.751807	0.2862955	-0.001008895	0.372746	0.104081	0.0869696	0.371077	0.0303851	0.0347404	30.13298	0.04934833	-1.250731	0.99767	0.999404	1.00059	1.00233	0.228835	0.157855	0.416906	0.196404	0.04833943	1.020871
552	0	-18.31526	0	-18.31526	11.31743	504243.9	0.0434158	0.0209717	0.0104489	0.0943174	0.13138	0.0880186	0.0373906	0.00512639	0.180435	0.143355	0.195116	0.0875078	0.107804	0.0831072	0.0461791	0.372257	0.00041675	0.128917	0.1252883	-0.078317	0.541686	0.140781	0.0376849	0.191532	0.0108596	0.0774561	25.60217	0.1805002	-2.077138	0.998211	0.999542	1.00046	1.00179	0.124262	0.700751	0.104127	0.0708594	0.1021832	1.766437
553	1	-56.55789	0	-56.55789	27.16649	240233.3	0.923623	0.0161767	1.14993	0.536146	0.706386	0.134571	0.423339	0.552078	0.0596612	0.267259	0.663722	0.125369	0.381524	0.275816	0.443468	0.865201	0.797222	1.21809	0.445285	0.01914129	0.244175	0.0664068	0.143399	0.494213	0.0128375	0.038968	39.57073	0.02490937	-0.8090407	0.997408	0.999336	1.00066	1.00259	0.169602	0.201224	0.563599	0.0655751	0.04405067	0.565471
554	0	-24.04734	0	-24.04734	18.35997	392646.7	0.571327	0.0863821	0.013299	0.184174	0.102087	0.247984	0.0893244	0.0217663	0.151814	0.182398	0.0291901	0.0656953	0.0972709	0.156606	0.14493	0.0719126	0.00638786	0.219608	0.1316384	-0.002781626	0.211579	0.263298	0.164127	0.186068	0.0336931	0.141234	45.43046	0.2103499	-2.027696	0.997972	0.999481	1.00052	1.00203	0.179786	0.702071	0.0429234	0.0752197	0.2075683	1.013401
555	1	-41.19838	0	-41.19838	13.81406	255972.8	0.171056	0.00152601	0.480809	0.398006	0.123269	0.341396	0.91318	0.597394	0.0687339	0.116185	0.374966	0.160559	0.0214612	0.056626	0.433612	0.247219	0.0231801	0.879673	0.2726027	0.09177972	0.290893	0.0380651	0.0641039	0.527841	0.0483777	0.030719	42.70565	0.02374233	-1.29974	0.997489	0.999357	1.00064	1.00251	0.0647178	0.0568175	0.769542	0.108923	0.1155221	0.205522
556	0	-29.75046	0	-29.75046	9.346578	403804.9	0.257695	0.653252	0.357826	0.0775417	0.0520806	0.0297431	0.339542	0.107249	0.302569	0.42068	0.0665464	0.367997	0.0537829	0.16715	0.0879303	0.19274	0.0442986	0.282464	0.218896	-0.2417598	0.234792	0.239656	0.267695	0.0628969	0.0156158	0.179343	33.79282	0.3729158	-1.519159	0.998	0.999488	1.00051	1.002	0.221067	0.618506	0.0458069	0.11462	0.1311561	2.843298
557	1	-36.32154	0	-36.32154	22.86907	355246.6	0.0507811	0.00335422	0.0625455	0.191604	0.173154	0.270302	0.611499	0.502028	0.0539543	0.0821197	0.0225316	0.0792883	0.121225	0.0440916	0.600955	0.36203	0.144054	0.244419	0.2617183	0.1598395	0.193427	0.0380962	0.196074	0.430626	0.112325	0.0294511	39.44284	0.007103487	-1.340487	0.997868	0.999454	1.00054	1.00213	0.169725	0.0712542	0.554717	0.204304	0.166943	0.04255037
558	0	-37.28161	0	-37.28161	6.035126	995728.1	0.0511126	0.392092	0.156374	0.450076	0.549714	0.0739656	0.381362	0.125171	0.0823749	0.636813	0.00432728	0.278642	0.183754	0.0492775	0.011194	0.101586	0.102465	0.174946	0.2324679	0.2490141	0.24674	0.408108	0.0625834	0.0893451	0.0350917	0.158131	17.80273	0.2768497	-1.459003	0.998726	0.999674	1.00033	1.00127	0.165829	0.340906	0.0738891	0.419376	0.5258638	0.5264666
559	1	-38.0345	0	-38.0345	22.02857	236895.8	0.25645	0.00376421	0.297397	0.712261	0.0187332	0.251259	0.276509	0.406586	0.0271882	0.19599	0.0989473	0.00381447	0.54564	0.259717	0.270995	0.11646	0.710008	0.634639	0.290067	0.122351	0.361849	0.0476632	0.0909847	0.340776	0.148332	0.0103951	36.95588	0.006714594	-1.237643	0.99739	0.999332	1.00067	1.00261	0.319014	0.0781405	0.407789	0.195057	0.1290656	0.05202465
560	0	-16.16678	0	-16.16678	7.535312	852589.2	0.0828116	0.142257	0.0296477	0.221739	0.0643743	0.0385396	0.244572	0.0436635	0.0513073	0.247711	0.00126239	0.0767982	0.21022	0.104002	0.087058	0.0091291	0.0220032	0.0790527	0.0773748	0.3481402	0.222523	0.311981	0.0434465	0.264796	0.0278749	0.129379	28.2987	0.1457721	-2.559094	0.998624	0.999648	1.00035	1.00138	0.054304	0.291625	0.0974224	0.556648	0.4939123	0.2951377
561	1	-26.38202	0	-26.38202	7.931673	719610.1	0.363325	0.00138414	0.264902	0.743488	0.0141441	0.196971	0.0697672	0.275006	0.0862361	0.252678	0.0053097	0.0758606	0.0246029	0.0233159	0.0168011	0.0613875	0.33946	0.137875	0.2183889	0.1307717	0.194479	0.0235926	0.270898	0.365568	0.137724	0.0077384	29.54706	0.00837906	-1.521478	0.998502	0.999617	1.00038	1.0015	0.195037	0.149414	0.383479	0.27207	0.1391508	0.0602157
562	0	-12.004	0	-12.004	6.198176	554938.5	0.0455107	0.0624013	0.00634337	0.275629	0.0845693	0.034085	0.054556	0.097828	0.146459	0.107359	0.00133185	0.035163	0.170582	0.0556686	0.0426149	0.0462467	0.0660179	0.0471641	0.06619846	0.2014371	0.14807	0.487073	0.0492479	0.153279	0.0186273	0.143703	7.440758	0.2628435	-2.715098	0.998294	0.999564	1.00044	1.00171	0.00769168	0.0356946	0.0173868	0.939227	0.4642806	0.5661306
563	1	-34.13395	0	-34.13395	5.976611	698778	0.27551	0.00167045	0.579574	0.633833	0.0193028	0.134171	0.069961	0.127923	0.0946005	0.290666	0.0124245	0.64117	0.327083	0.451793	0.0792251	0.569206	0.143763	0.106153	0.2612276	0.2087802	0.312601	0.0286853	0.329473	0.138589	0.185912	0.00473989	34.48659	0.0072767	-1.342363	0.99848	0.999611	1.00039	1.00152	0.241758	0.260208	0.24529	0.252745	0.2160569	0.03367956
564	0	-0.7830572	0	-0.7830572	5.696655	218387	0.0251022	0.02988	0.0368001	0.0773537	0.0231021	0.156608	0.00905865	0.081399	0.0379308	0.08061	0.0275311	0.0222759	0.00267023	0.0101843	0.00755359	0.020863	0.0341317	0.0243357	0.03949426	0.3040036	0.122523	0.520336	0.0225086	0.196812	0.0323113	0.105508	46.07638	0.05206142	-3.2316	0.997281	0.999304	1.00069	1.00272	0.015878	0.0271871	0.0204908	0.936444	0.3560651	0.1462132
565	1	-19.95668	0	-19.95668	7.103433	969261.7	0.106256	0.000684866	0.358279	0.441036	0.143594	0.0259522	0.0304242	0.0210557	0.152773	0.244684	0.00709297	0.0425256	0.0211823	0.0991875	0.126621	0.39689	0.0222866	0.0512049	0.1243445	0.1370488	0.423003	0.0491903	0.0535946	0.259381	0.211156	0.00367469	35.15431	0.006698701	-2.084699	0.998709	0.99967	1.00033	1.00129	0.1602	0.544816	0.114091	0.180892	0.1437475	0.04660048
566	0	6.857813	0	6.857813	4.023186	592125.6	0.0297376	0.0193721	0.0436215	0.0162368	0.019796	0.0269162	0.0167196	0.049702	0.0302132	0.0120787	0.0185802	0.0349445	0.0655371	0.0340813	0.0352512	0.00966128	0.00871206	0.102501	0.04424411	0.3118168	0.192861	0.388413	0.0472289	0.212961	0.0540231	0.104514	19.69392	0.04001119	-3.118033	0.998349	0.999578	1.00042	1.00165	0.115758	0.451053	0.0592086	0.373981	0.351828	0.1137237
567	1	-11.38431	0	-11.38431	14.80176	598789.5	0.230761	0.0033674	0.12184	0.0439216	0.125982	0.0351953	0.0171811	0.0272642	0.0813302	0.0441187	0.0193708	0.0173918	0.0714626	0.161755	0.0296696	0.0929905	0.0331753	0.0536475	0.07806332	0.04885272	0.213012	0.0576341	0.0252616	0.271176	0.425043	0.00787329	33.75006	0.01792277	-2.550235	0.998358	0.99958	1.00042	1.00164	0.170584	0.218335	0.177383	0.433698	0.0667755	0.2684035
568	0	3.490789	0	3.490789	4.6915	548599.5	0.0596877	0.0627861	0.0602565	0.0413998	0.0579314	0.0484878	0.016475	0.107835	0.0819946	0.0500151	0.0212726	0.0640512	0.0294932	0.00331689	0.0210232	0.0473875	0.0172125	0.0795337	0.07121115	0.09792627	0.358359	0.263226	0.047045	0.202184	0.0399273	0.0892583	7.480383	0.01474944	-2.642106	0.998284	0.999561	1.00044	1.00172	0.096506	0.309296	0.0396859	0.554512	0.1126757	0.1309017
569	1	-25.25601	0	-25.25601	9.069431	918450	0.338117	0.0058424	0.357022	0.042196	0.115698	0.0116405	0.0350512	0.11776	0.0855203	0.0724341	0.380385	0.0365489	0.179816	0.0404185	0.0451571	0.104442	0.0855324	0.0975515	0.1467908	0.02419323	0.232544	0.0539773	0.0137955	0.169101	0.523247	0.0073353	42.89405	0.05119052	-1.918747	0.998674	0.999661	1.00034	1.00133	0.236675	0.0460596	0.483198	0.234067	0.07538375	0.6790657
570	0	8.64316	0	8.64316	1.837934	863165.5	0.032774	0.0538601	0.0543989	0.0543006	0.0574985	0.0727679	0.0640209	0.125957	0.0367932	0.172764	0.00214623	0.0308364	0.00657648	0.0412521	0.00169979	0.142683	0.0215523	0.0234269	0.07249993	0.04596683	0.502408	0.221577	0.0595118	0.110036	0.049217	0.0572504	2.817934	0.0117594	-2.62417	0.998632	0.99965	1.00035	1.00137	0.113823	0.121002	0.00805217	0.757122	0.05772623	0.2037099
571	1	-30.1652	0	-30.1652	5.414658	562528.6	0.449309	0.0407781	0.204284	0.0214381	0.0487665	0.0982925	0.139789	0.0754997	0.165565	0.0738066	0.247235	0.00295333	0.60332	0.01811	0.263651	0.212067	0.044035	0.654811	0.2177328	-0.07270288	0.186783	0.0748904	0.0267542	0.317741	0.371355	0.0224768	35.96921	0.1131275	-1.524487	0.998306	0.999567	1.00043	1.0017	0.375329	0.0424034	0.346376	0.235891	0.04042458	2.798482
572	0	8.236653	0	8.236653	1.369298	425698.7	0.0306493	0.0284229	0.0259276	0.144823	0.0270072	0.115044	0.119918	0.0273132	0.00980029	0.101519	0.0844119	0.00266074	0.0149036	0.0901971	0.00900483	0.169354	0.00807689	0.0323416	0.07112792	0.0943274	0.227263	0.16462	0.0170496	0.245117	0.0293215	0.316629	2.495498	0.0182526	-2.643275	0.998052	0.999502	1.0005	1.00195	0.141083	0.113838	0.0154126	0.729667	0.11258	0.1621301
573	1	-21.2633	0	-21.2633	9.540737	509745.9	0.128595	0.0860034	0.0967689	0.0140104	0.11857	0.0519958	0.178731	0.128601	0.0803825	0.138245	0.233366	0.0858114	0.147202	0.00241787	0.15379	0.14136	0.0721495	0.136029	0.1360723	0.09539487	0.266623	0.075315	0.0189657	0.168814	0.452946	0.0173361	26.87679	0.09054194	-1.994569	0.99822	0.999545	1.00045	1.00178	0.291023	0.00873159	0.588196	0.11205	0.1859368	0.48695
574	0	-13.93406	0	-13.93406	2.342338	552354.5	0.0571923	0.0310831	0.0710384	0.196102	0.0761353	0.351968	0.429894	0.00571845	0.00492312	0.225758	0.104697	0.0529302	0.149878	0.0543386	0.0186248	0.250701	0.100683	0.411684	0.1045085	0.04681346	0.351646	0.103325	0.0120009	0.179643	0.0193685	0.334017	4.428752	0.05833584	-2.258487	0.99829	0.999563	1.00044	1.00171	0.216152	0.280914	0.0138509	0.489082	0.1051493	0.5547906
575	1	-45.00738	0	-45.00738	13.87041	198464.3	1.26861	0.187213	0.204459	0.107474	0.0660852	0.26064	0.231659	0.240169	0.268331	0.13264	0.461595	0.056054	0.523211	0.00726911	0.231557	0.812824	0.355247	0.478333	0.2455467	0.01414803	0.459278	0.0999834	0.0222756	0.139076	0.248464	0.0309233	44.79408	0.05657827	-1.404268	0.997148	0.99927	1.00073	1.00285	0.301125	0.055702	0.50134	0.141832	0.0707263	0.7999608
576	0	-18.6574	0	-18.6574	1.657771	730918.4	0.0353763	0.0423588	0.0230062	0.21622	0.0639182	0.259471	0.27106	0.00187538	0.0171495	0.203298	1.39406	0.185743	0.376905	0.418278	0.127198	0.384393	0.0182682	0.245216	0.1859943	0.06823733	0.280825	0.0567101	0.0289503	0.347428	0.0135532	0.272534	2.784582	0.01750112	-1.682039	0.998514	0.99962	1.00038	1.00149	0.503952	0.0489096	0.00946046	0.437678	0.08573846	0.2041222
577	1	-34.4021	0	-34.4021	14.18077	338442.5	0.395096	0.47474	0.298279	0.107879	0.235594	0.0283317	0.0988258	0.106378	0.0602826	0.0656857	0.457717	0.115725	0.19604	0.0208067	0.141739	0.601331	0.00171433	0.388962	0.2235241	-0.03258533	0.360263	0.117783	0.0378673	0.138708	0.23675	0.108629	23.04492	0.1194723	-1.498236	0.997816	0.999441	1.00056	1.00219	0.383427	0.0375285	0.401898	0.177146	0.08688696	1.375031
578	0	-16.90935	0	-16.90935	1.192608	231259.4	0.123095	0.201821	0.0324464	0.374098	0.216216	0.147217	0.0403236	0.00445756	0.00634379	0.618344	0.197167	0.130541	0.66496	0.251374	0.431711	0.0792243	0.161057	0.194319	0.2632626	0.1364974	0.341417	0.116311	0.0546234	0.209394	0.0149707	0.263283	2.447711	0.007609969	-1.334603	0.997358	0.999324	1.00067	1.00264	0.489684	0.199809	0.0338967	0.27661	0.1441074	0.05280762
579	1	-27.0368	0	-27.0368	15.90934	387842.9	0.125695	0.251344	0.287064	0.221226	0.0902627	0.0226961	0.120762	0.146753	0.0829405	0.140624	0.0454909	0.373575	0.0970098	0.033882	0.486221	0.0214147	0.0213967	0.133663	0.1542205	-0.02130697	0.562078	0.0446634	0.0402249	0.0985112	0.138261	0.116261	24.02498	0.09203317	-1.869372	0.99796	0.999478	1.00052	1.00204	0.23341	0.0243386	0.651832	0.0904186	0.07072621	1.30126
580	0	-10.14809	0	-10.14809	1.618064	299530.5	0.0940344	0.0622291	0.0201766	0.214035	0.148379	0.0962864	0.0869663	0.0054252	0.0154623	0.473477	0.0846488	0.0237628	0.602749	0.417983	0.0400115	0.192273	0.0866482	0.23885	0.1876403	0.1191449	0.424502	0.0566581	0.0458982	0.372236	0.0114171	0.0892883	2.177993	0.01858894	-1.673228	0.997678	0.999406	1.00059	1.00232	0.593626	0.251988	0.0388544	0.115531	0.1377339	0.1349627
581	1	-23.3662	0	-23.3662	25.40233	603636.5	0.202616	0.0505599	0.0561607	0.0787077	0.240654	0.0224285	0.307271	0.104241	0.218195	0.0955092	0.00276977	0.278401	0.0163243	0.358751	0.0900818	0.00515116	0.131177	0.127745	0.1153052	0.04529814	0.697272	0.0192436	0.0285186	0.0509978	0.0688054	0.135163	42.28972	0.113514	-2.160173	0.998364	0.999582	1.00042	1.00164	0.138612	0.0621017	0.617698	0.181589	0.1588121	0.714769
582	0	-17.50591	0	-17.50591	2.666043	525450.4	0.207086	0.133617	0.0201498	0.196311	0.117308	0.0334635	0.165404	0.0165219	0.0257641	0.548259	0.0539412	0.175828	0.105707	0.488086	0.210419	0.0983706	0.18687	0.0998206	0.2768263	0.2752659	0.369393	0.118547	0.0321611	0.21737	0.0223764	0.240153	2.708513	0.01302541	-1.284365	0.998247	0.999552	1.00045	1.00175	0.108447	0.625221	0.0951188	0.171213	0.2882913	0.04518143
583	1	-12.88705	0	-12.88705	18.30183	485217.9	0.0311576	0.0131006	0.0402702	0.0398264	0.219515	0.0202237	0.165747	0.164843	0.125063	0.0971178	0.00301959	0.033404	0.105726	0.0931715	0.0195286	0.00367216	0.098337	0.0511626	0.09593105	-0.02583724	0.769927	0.00729785	0.0799609	0.0290477	0.049231	0.0645354	46.43391	0.1386505	-2.344126	0.998176	0.999533	1.00047	1.00183	0.113754	0.363571	0.400488	0.122186	0.1128133	1.229027
584	0	-21.38197	0	-21.38197	4.50782	670480.3	0.245604	0.408201	0.279535	0.0784215	0.163032	0.392568	0.111308	0.38503	0.476329	0.254803	0.00995407	0.0729936	0.0469131	0.217076	0.0926622	0.00604389	0.114631	0.238755	0.211327	0.262451	0.221281	0.0928681	0.0852498	0.273456	0.0170479	0.310098	4.509664	0.01181019	-1.554349	0.998448	0.999603	1.0004	1.00155	0.168299	0.333915	0.0680119	0.429774	0.2742612	0.04306184
585	1	-5.441675	0	-5.441675	8.175955	917913.1	0.00535898	0.0129267	0.00632491	0.193205	0.104324	0.0088786	0.0479192	0.0942737	0.0391047	0.0894378	0.0258134	0.034719	0.0341467	0.17588	0.0539642	0.00179624	0.02914	0.0787568	0.03926309	-0.05856717	0.346056	0.0498228	0.0709995	0.221403	0.120085	0.191634	25.71409	0.1183974	-3.23747	0.998674	0.999661	1.00034	1.00133	0.0457838	0.308913	0.554666	0.0906374	0.05983024	1.978889
586	0	-29.88874	0	-29.88874	2.779093	728724.1	0.484914	0.304435	0.119397	0.0708117	0.155597	0.228916	0.0899701	0.275716	0.411099	0.309536	0.249729	0.469198	0.493085	0.0391816	0.645847	0.0655001	0.0824873	0.234321	0.2079622	0.1002008	0.113952	0.166883	0.138486	0.173012	0.101918	0.305749	9.043026	0.03193911	-1.570399	0.998511	0.999619	1.00038	1.00149	0.256848	0.306488	0.112722	0.323943	0.1321399	0.2417067
587	1	7.463985	0	7.463985	12.00773	762989.5	0.00865855	0.0113389	0.00121305	0.0741821	0.0201569	0.00158145	0.0101386	0.0344246	0.0423946	0.0260829	0.0250015	0.00612554	0.0299735	0.0166461	0.0525982	0.00254189	0.0312221	0.00872355	0.0335638	-0.03798285	0.29413	0.10414	0.0805018	0.384528	0.0355617	0.101139	43.83429	0.1114322	-3.394307	0.998545	0.999628	1.00037	1.00146	0.0791609	0.108145	0.648638	0.164056	0.07344934	1.51713
588	0	-14.47038	0	-14.47038	1.603242	789956.4	0.127815	0.0768255	0.0896901	0.143168	0.0865764	0.107939	0.0978036	0.200798	0.502332	0.367164	0.0210213	0.332135	0.263695	0.0127053	0.245805	0.0961602	0.088981	0.0151482	0.1530997	0.1736173	0.127948	0.0743061	0.323006	0.0880585	0.0370847	0.349597	3.985539	0.03689596	-1.876666	0.99857	0.999634	1.00036	1.00143	0.527088	0.298054	0.0889002	0.0859575	0.2105133	0.1752666
589	1	7.966066	0	7.966066	18.92881	723931.2	0.000296743	0.0102972	0.00182365	0.0139857	0.0273924	0.00124687	0.0227873	0.0352187	0.0186134	0.0413098	0.10436	0.0181864	0.0500574	0.00295125	0.0428302	0.0106246	0.0152617	0.0246151	0.02333275	-0.05629075	0.418989	0.0646891	0.0502002	0.25177	0.166667	0.0476855	19.83468	0.08379798	-3.757897	0.998506	0.999618	1.00038	1.00149	0.0861323	0.327215	0.105943	0.48071	0.02750723	3.046399
590	0	-19.40682	0	-19.40682	4.022627	675269.9	0.105501	0.108038	0.187055	0.0691938	0.0696712	0.248166	0.0551376	0.120423	0.563986	0.237286	0.490869	0.374011	0.0982589	0.0366415	0.0835376	0.205884	0.0319336	0.00148159	0.1312983	0.1570626	0.148975	0.231444	0.21842	0.0660257	0.0887388	0.246396	6.154968	0.03029693	-2.030283	0.998454	0.999604	1.00039	1.00155	0.671724	0.0963506	0.0276232	0.204302	0.1873596	0.1617047
