Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1884	0	-3793.973	-3712.156	-81.81639	5.958406	0.1892125	0.0999475	0.0545583	0.033007	0.0850407	0.0201332	0.0384583	0.0780484	0.0151841	0.0233774	0.011184	0.0331037	0.0138268	0.0389576	0.0155711	0.0137819	0.178554	0.00450325	0.124367	0.0288203	0.00114137	0.0103491	0.0926055	0.00903645	0.0535242	0.019217	0.000217181	0.022362	0.0542469	0.0124679	0.0343075	0.0083885	0.00069152	0.00616352	0.00217272	0.00482081	0.00386982	0.0559083	0.0011392	0.0152399	0.0168296	0.0449946	0.0251362	0.03643919	0.03008438	0.0107885	0.496455	0.00238482	0.0018107	0.468452	0.020109	11.59947	0.1443332	7	37.3339	0.444197	0.000358319	0.0277932	0.354922	3.61693	0.288844	0.294404	0.132868	0.283884	0.1744176	0.8275152
1885	1	-3778.428	-3710.628	-67.80011	6.559817	0.188361	0.00960806	0.0341314	0.0281727	0.0116628	0.00759934	0.00458773	0.0162511	0.0166554	0.0390088	3.37549e-05	0.00118797	0.00393229	0.0304257	0.00876572	0.0217578	0.024856	0.00440181	0.0117747	0.0174687	0.00180105	0.00868778	0.00550136	0.0100598	0.00348018	0.00783942	0.0230892	0.00970868	0.00501346	0.018024	0.0401112	0.0381854	0.02409	0.0136992	0.00984379	0.0020215	0.000462252	0.017705	0.0330502	0.0235166	0.00527027	0.00301355	3.64863e-05	0.01848525	0.01676294	0.0135749	0.555587	0.0057509	0.00284589	0.411617	0.0106244	14.69544	0.1669935	4	37.79342	0.4056712	0.000346686	0.0273423	0.352605	3.61971	0.309796	0.310477	0.118964	0.260763	0.1837564	0.9087763
1886	0	-3804.836	-3710.437	-94.39981	5.958406	0.163584	0.0722797	0.0225269	0.0421448	0.0827383	0.0648438	0.0588521	0.104855	0.0203638	0.0346954	0.00839204	0.0301535	0.0142413	0.0665412	0.08147	0.0469044	0.281026	0.00405803	0.143891	0.0652424	0.123899	0.00460886	0.0262169	0.0126091	0.0613359	0.00764011	0.0163994	0.00356534	0.015455	0.0202386	0.00613242	0.00578893	0.00133248	0.0162709	0.000539107	0.0109276	0.0583631	0.0509809	0.00129729	0.0280022	0.0273176	0.00212169	0.0219593	0.06221904	0.03008438	0.00878004	0.507434	0.00449159	0.00183905	0.468185	0.0092708	11.59947	0.1443332	7	37.3339	0.444197	0.000114116	0.0157501	0.282314	3.70182	0.319694	0.288138	0.11905	0.273119	0.1744176	0.8275152
1887	1	-3778.894	-3713.493	-65.40109	6.559817	0.2557872	0.00502972	0.0298592	0.0269005	0.0165722	0.0117483	0.00611971	0.0092494	0.0207121	0.00812246	0.0102638	0.000256309	0.0194843	0.0271694	0.0159471	0.0255903	0.0225096	0.00351218	0.00759038	0.00376071	0.00175454	0.0289051	0.00156529	0.0167224	0.0285144	0.0106817	0.00456327	0.00187842	0.00283079	0.00639631	0.0328725	0.0247953	0.00702383	0.0154287	0.00408294	0.00909338	0.0183354	0.0217948	0.00486285	0.0140885	0.0180576	0.0297747	0.00782089	0.01369049	0.01676294	0.0159429	0.549268	0.00655411	0.00439484	0.419821	0.00401923	14.69544	0.1669935	4	37.79342	0.4056712	0.00239252	0.0709	0.513532	3.41318	0.303731	0.29819	0.121974	0.276105	0.1837564	0.9087763
1888	0	-3802.627	-3715.532	-87.09551	5.958406	0.2015836	0.0506017	0.0252122	0.123071	0.0444463	0.158327	0.0557327	0.0216362	0.0151474	0.0300005	0.00773614	0.0281907	0.0167184	0.0881577	0.0116013	0.0347513	0.126416	0.00411409	0.103658	0.073495	0.00475753	0.0316671	0.0086238	0.0141606	0.0409066	0.0194432	0.0241284	0.0123317	0.0482792	0.0769859	0.0141991	0.00558705	0.00206893	0.00756261	0.000260408	0.00693156	0.00171256	0.0634456	0.0035953	0.0424805	0.00609237	0.117521	0.00196158	0.04453133	0.03008438	0.0137848	0.541685	0.000994882	0.00539896	0.427271	0.0108658	11.59947	0.1443332	7	37.3339	0.444197	0.000560806	0.034694	0.387778	3.57697	0.288095	0.319086	0.115767	0.277052	0.1744176	0.8275152
1889	1	-3769.931	-3703.616	-66.31464	6.559817	0.1844828	0.00668664	0.0316389	0.0252955	0.0138983	0.0117971	0.00790779	0.0309904	0.0213665	0.00112589	0.00517736	0.00209398	0.00028114	0.0334791	0.0156198	0.0433132	0.0237497	0.00473269	0.0400488	0.00612489	0.00442655	0.0175501	0.00306776	0.0476644	0.00945414	0.000116115	0.0123496	0.00282892	0.00276216	0.0148537	0.0350557	0.00678853	0.00148339	0.0125443	0.019783	0.00479656	0.00314292	0.0111541	0.0209515	0.000894536	0.00722292	0.0280664	0.00273743	0.01417556	0.01676294	0.00851814	0.506626	0.00805308	0.00358384	0.46132	0.0118993	14.69544	0.1669935	4	37.79342	0.4056712	0.000297152	0.0253305	0.341964	3.63241	0.294191	0.301463	0.133857	0.27049	0.1837564	0.9087763
1890	0	-3792.44	-3713.966	-78.47415	5.958406	0.1790309	0.0432617	0.0462805	0.0219871	0.023014	0.0637531	0.0447214	0.0623247	0.0108069	0.0232569	0.010878	0.0304659	0.018027	0.0919612	0.0394792	0.0233556	0.185494	0.0020658	0.0969746	0.0169685	0.0462721	0.0424428	0.000840937	0.057192	0.0676973	0.00235289	0.0100221	0.0135727	0.0290147	0.0550942	0.0195829	0.00499537	0.00329514	0.0079315	0.00406783	0.00082625	0.0208129	0.0127679	0.00739938	0.00464274	0.0163061	0.00698469	0.00666832	0.0343326	0.03008438	0.0163509	0.539902	0.000877206	0.00409962	0.427022	0.0117478	11.59947	0.1443332	7	37.3339	0.444197	0.000236554	0.0226212	0.326767	3.65038	0.298428	0.317596	0.111849	0.272127	0.1744176	0.8275152
1891	1	-3780.17	-3707.385	-72.7844	6.559817	0.1471404	0.00658097	0.0342984	0.0186976	0.0146269	0.0109499	0.00328579	0.00214709	0.0106076	0.0343032	0.00481736	0.0126611	0.00768122	0.0343239	0.0141468	0.0331366	0.0219391	0.00706976	0.0169443	0.0087116	0.0138049	0.0160914	0.0155018	0.0531264	0.00648685	0.019723	0.00290038	0.00467384	0.015109	0.0219656	0.0508206	0.0251303	0.00122785	0.0182005	0.0228722	0.00560523	0.0105389	0.0108682	0.0237961	0.00410744	0.00243146	0.0196795	0.0298638	0.01513929	0.01676294	0.0108653	0.507798	0.00866641	0.00414333	0.462387	0.00613993	14.69544	0.1669935	4	37.79342	0.4056712	4.4371e-05	0.00984427	0.233184	3.75693	0.303635	0.298214	0.146441	0.25171	0.1837564	0.9087763
1892	0	-3800.646	-3716.412	-84.23411	5.958406	0.1788263	0.0584718	0.0052453	0.0206539	0.00147046	0.0364759	0.0411761	8.08205e-05	0.0164253	0.0259902	0.00568171	0.0292763	0.0220607	0.0212207	0.103026	0.208212	0.144028	0.000339161	0.085048	0.00369733	0.0320253	0.0474777	0.00412282	0.0335116	0.0607994	0.0153925	0.013073	0.00324025	0.0233828	0.0322229	0.00912965	0.0110879	0.00831111	0.0121839	0.00540715	0.0793645	0.0158135	0.0894394	0.00489245	0.0704825	0.00240689	0.0466143	0.0449958	0.03470246	0.03008438	0.011008	0.463359	0.0102554	0.0127728	0.489007	0.0135977	11.59947	0.1443332	7	37.3339	0.444197	0.000234474	0.0225223	0.326191	3.65105	0.296013	0.314568	0.133192	0.256227	0.1744176	0.8275152
1893	1	-3799.784	-3706.814	-92.97039	6.559817	0.1906986	0.00866337	0.0221604	0.0194504	0.00981121	0.0123586	0.0066452	0.0386327	0.002122	0.00456205	0.0218601	0.0619426	0.162423	0.0302994	0.0187371	0.0231843	0.0240318	0.00468329	0.0274091	0.0587878	0.00845783	0.0123374	0.0161387	0.00374286	0.0743354	0.00963851	0.0146196	0.0307147	0.0264035	0.000575562	0.015127	0.165601	0.00139398	0.0157203	0.010669	0.00626094	0.0111966	0.0144005	0.024927	0.0107068	0.00763783	0.0569165	0.0238474	0.02651373	0.01676294	0.0131427	0.575216	0.0121642	0.00162207	0.393074	0.00478177	14.69544	0.1669935	4	37.79342	0.4056712	0.000379295	0.0285877	0.358949	3.61208	0.303745	0.295132	0.1344	0.266723	0.1837564	0.9087763
1894	0	-3801.255	-3717.491	-83.76411	5.958406	0.2033361	0.0805387	0.0674616	0.0183203	0.0839914	0.0665986	0.0447004	0.0147922	0.0269796	0.0326738	0.00399658	0.031472	0.02181	0.0107258	0.00679289	0.00795253	0.210238	0.000545357	0.0750051	0.0928056	0.0509076	0.0636171	0.00621968	0.0145873	0.0617815	0.0203292	0.0142495	0.00495754	0.0370733	0.0447422	0.00257393	0.00769862	0.00330501	0.00641874	0.00403127	0.00545345	0.0126051	0.0190418	0.00647322	0.156616	0.000380182	0.0203959	0.0167734	0.03514174	0.03008438	0.00670432	0.631831	0.0144067	0.0120769	0.333141	0.00183958	11.59947	0.1443332	7	37.3339	0.444197	0.000594913	0.035722	0.392309	3.57137	0.309969	0.306073	0.122591	0.261367	0.1744176	0.8275152
1895	1	-3783.223	-3708.517	-74.7063	6.559817	0.1696121	0.00879189	0.0281939	0.0183051	0.0109006	0.00713986	0.00196199	0.0162623	0.0292004	0.0123645	0.0275348	0.0260303	0.0132216	0.0369429	0.018202	0.0386339	0.00925817	0.00341618	0.00393013	0.0206999	0.0348129	0.00455455	0.00596757	0.00130881	0.0136126	0.0288563	0.0064949	0.00124813	0.00327996	0.0149187	0.0348507	0.0486038	0.0062048	0.0143978	0.0129998	0.00574237	0.0027653	0.0130953	0.021809	0.00136707	0.0140178	0.0306218	0.0208645	0.01109733	0.01676294	0.00778746	0.547136	0.00456599	0.00563342	0.425535	0.00934281	14.69544	0.1669935	4	37.79342	0.4056712	0.000154088	0.0182849	0.299891	3.68167	0.292341	0.305636	0.127006	0.275018	0.1837564	0.9087763
1896	0	-3793.347	-3717.12	-76.22673	5.958406	0.1538481	0.0392832	0.0113439	0.00066813	0.0146442	0.0291938	0.0435603	0.00011721	0.0206214	0.0178871	0.00402922	0.0327779	0.0174408	0.0725766	0.0873304	0.011769	0.18838	0.00312177	0.10056	0.0127134	0.0113105	0.110939	0.0286789	0.00718184	0.0601024	0.0521971	0.00325713	0.0449382	0.0197744	0.0314899	0.0239585	0.00405865	0.00429336	0.00622698	0.00391	0.0132834	0.033655	0.0123072	0.00357244	0.0222477	0.00556074	0.0129655	0.00647215	0.03220335	0.03008438	0.00441701	0.656838	0.0109976	0.00247745	0.322686	0.00258411	11.59947	0.1443332	7	37.3339	0.444197	6.68439e-05	0.0120715	0.2534	3.73446	0.305592	0.31153	0.123473	0.259406	0.1744176	0.8275152
1897	1	-3781.328	-3707.053	-74.27527	6.559817	0.2000417	0.0108357	0.0273381	0.0197018	0.0119023	0.00908892	0.00299119	0.00314068	0.0155497	0.0131697	0.0247862	0.024238	0.0752304	0.0385977	0.00840234	0.0392042	0.00990542	0.00432876	0.013859	0.0457627	0.0291567	0.00126863	0.0332396	0.014444	0.00377062	0.00997419	0.00658834	0.0237051	0.00880504	0.0164895	0.0585385	0.0160391	0.00940092	0.0168269	0.000791299	0.00737597	0.00966978	0.0125156	0.0107736	0.00233155	0.00992905	0.0135427	0.00454646	0.01617743	0.01676294	0.00813023	0.538459	0.00775213	0.0127154	0.424501	0.00844205	14.69544	0.1669935	4	37.79342	0.4056712	0.000531964	0.0337996	0.383767	3.5819	0.295516	0.300856	0.134155	0.269473	0.1837564	0.9087763
1898	0	-3807.232	-3718.706	-88.52553	5.958406	0.1843574	0.0740963	0.0616053	0.00214577	0.020503	0.102534	0.0592756	0.072409	0.0120611	0.0350984	0.00920923	0.0253109	0.0178565	0.00990468	0.00970978	0.0413367	0.180174	0.00246365	0.10998	0.143741	0.0545406	0.00738073	0.0233369	0.00191111	0.0578722	0.014906	0.0355998	0.0173143	0.0499087	0.0424118	0.0364993	0.0107882	0.00325966	0.00786274	0.00338221	0.0292687	0.00341676	0.0551268	0.00582115	0.0603503	0.032403	0.0152988	0.0808587	0.04425416	0.03008438	0.00951049	0.520535	0.0220682	0.0172775	0.429558	0.00105088	11.59947	0.1443332	7	37.3339	0.444197	0.000295642	0.0252666	0.341618	3.63282	0.282992	0.314469	0.132006	0.270533	0.1744176	0.8275152
1899	1	-3808.684	-3716.768	-91.91622	6.559817	0.1957076	0.0157016	0.0263949	0.0195829	0.0101553	0.011905	0.00135845	0.0469773	0.0530566	0.0199992	0.0027508	0.0268446	0.0205233	0.0280831	0.0702847	0.00991319	0.0299391	0.00560263	0.0238956	0.0242516	0.0802991	0.00174746	0.0400304	0.0143568	0.0026376	0.00092608	0.00567378	0.0330602	0.0177181	0.0158476	0.0555866	0.0860103	0.0407257	0.0141713	0.0170508	0.00733146	0.00753878	0.0099436	0.0261341	0.0119337	0.00436929	0.0307566	0.0338316	0.03674225	0.01676294	0.012497	0.511952	0.0213111	0.0172514	0.431438	0.00555026	14.69544	0.1669935	4	37.79342	0.4056712	0.000456545	0.0313364	0.372362	3.59584	0.304404	0.301363	0.128989	0.265245	0.1837564	0.9087763
1900	0	-3799.693	-3715.753	-83.93912	5.958406	0.2136524	0.0476822	0.0517473	0.103623	0.018354	0.0459314	0.0407396	0.00511316	0.00568986	0.0253626	0.0169547	0.024493	0.0169285	0.0211694	0.178021	0.0110596	0.12761	0.00120269	0.102452	0.0848796	0.0109507	0.0424174	0.0662157	0.0288556	0.0698767	0.00969384	0.00824729	0.0160332	0.0016316	0.0246986	0.0208007	0.00434228	0.00547272	0.00681926	0.00296905	0.0296793	0.00642012	0.0735414	0.00491165	0.0186644	0.00168021	0.0167268	0.0684162	0.04023254	0.03008438	0.0151423	0.575797	0.00537189	0.00683816	0.395229	0.00162087	11.59947	0.1443332	7	37.3339	0.444197	0.000825727	0.0420041	0.418342	3.53883	0.290629	0.286449	0.127317	0.295605	0.1744176	0.8275152
1901	1	-3793.467	-3713.492	-79.9757	6.559817	0.1879106	0.0144138	0.0282728	0.0218677	0.0107181	0.0115253	0.00551984	0.00655419	0.0976228	0.0200598	0.0173675	0.00923177	0.037868	0.0316768	0.0142504	0.0306641	0.0278354	0.00659866	0.00594548	0.038275	0.00221809	0.0278896	0.00484097	0.0150246	0.0202621	0.00715473	0.0141958	9.63258e-05	0.00179425	0.0364771	0.0816022	0.0123206	0.00797068	0.00354327	0.000642116	0.00718318	0.0167477	0.0358593	0.00262888	0.00596394	0.00583525	0.0136283	0.0571667	0.02176388	0.01676294	0.00585889	0.474101	0.0161741	0.00790985	0.486723	0.00923327	14.69544	0.1669935	4	37.79342	0.4056712	0.000340645	0.0271051	0.351377	3.62118	0.283305	0.314027	0.145184	0.257484	0.1837564	0.9087763
1902	0	-3807.846	-3717.124	-90.72191	5.958406	0.2440641	0.138686	0.0108421	0.0339631	0.0821252	0.108552	0.0525661	0.0198892	0.0105025	0.0270183	0.0165231	0.0274304	0.01949	0.0184657	0.0850492	0.0492303	0.144096	0.00290643	0.0903825	0.0331966	0.0454422	0.0651074	0.0705381	0.0127391	0.0713733	0.0151534	0.0195927	0.0303194	0.0394496	0.0546278	0.0131986	0.00767436	0.00131623	0.00475396	0.00424395	0.0660606	0.000690434	0.0439744	0.00468631	0.0872426	0.00371461	0.0669315	0.0411519	0.04196978	0.03008438	0.0112373	0.476671	0.0140255	0.00764348	0.48726	0.00316323	11.59947	0.1443332	7	37.3339	0.444197	0.00184656	0.0624379	0.488799	3.44692	0.2878	0.323088	0.117076	0.272036	0.1744176	0.8275152
1903	1	-3802.15	-3708.365	-93.78513	6.559817	0.1693386	0.0124243	0.0310228	0.0254674	0.0121875	0.0117999	0.005596	0.00452569	0.0975692	0.00485145	0.00133699	0.146779	0.0153958	0.020239	0.0328585	0.0524231	0.0326346	0.00590753	0.0409135	0.06292	0.0212031	0.0595367	0.00993849	0.00172254	0.00137621	0.0105425	0.0425264	0.0313949	0.0130288	0.0126088	0.0488516	0.00927227	0.0122169	0.00401434	0.000535239	0.00317717	0.0060262	0.0131874	0.0257986	0.0104274	0.0064571	0.135493	0.0175584	0.02133394	0.01676294	0.00739345	0.551398	0.0168671	0.0067384	0.413236	0.00436674	14.69544	0.1669935	4	37.79342	0.4056712	0.000152073	0.0181658	0.2991	3.68258	0.286234	0.315387	0.138232	0.260147	0.1837564	0.9087763
1904	0	-3797.501	-3711.97	-85.53101	5.958406	0.1926977	0.0485447	0.00524688	0.0376129	0.0911896	0.00468849	0.0419097	0.0137646	0.0228089	0.0339387	0.00468684	0.0236191	0.0197538	0.0369042	0.0541997	0.0301448	0.166422	0.00293577	0.139456	0.0285841	0.0060279	0.158628	0.019268	0.00189545	0.103325	0.0171757	0.0413851	0.000473996	0.0234482	0.0563905	0.00805501	0.0072441	0.00436192	0.009302	0.00516336	0.000248316	0.0076711	0.0585063	0.000947476	0.0894736	0.0122821	0.0293964	0.0318815	0.04509994	0.03008438	0.00559974	0.526308	0.0128667	0.0123518	0.437873	0.00500104	11.59947	0.1443332	7	37.3339	0.444197	0.000408895	0.0296718	0.364332	3.60559	0.297586	0.326202	0.12186	0.254352	0.1744176	0.8275152
1905	1	-3784.258	-3705.778	-78.47957	6.559817	0.165147	0.00603817	0.0371823	0.018315	0.0140876	0.0133588	0.00810363	0.0358041	0.00245251	0.000839082	0.00604511	0.0317591	0.0062922	0.0339111	0.00369332	0.0669336	0.0343788	0.00621694	0.0190311	0.0108361	0.0149257	0.00848539	0.00242842	0.0576313	0.000135004	0.0646479	0.0417136	0.00357971	0.00966247	0.00134806	0.0390169	0.0109189	0.0302596	0.016887	0.00441954	0.00540944	0.0108228	0.00609744	0.00272565	0.0511463	0.00248043	0.024134	0.0028613	0.02392622	0.01676294	0.00766477	0.497775	0.00903389	0.00559764	0.47178	0.0081478	14.69544	0.1669935	4	37.79342	0.4056712	0.000123617	0.0163888	0.286898	3.69659	0.29669	0.306949	0.123412	0.272949	0.1837564	0.9087763
1906	0	-3809.594	-3712.889	-96.70458	5.958406	0.2005528	0.0558412	0.0112255	0.0156086	0.03558	0.0920848	0.07231	0.0314443	0.0209804	0.0342196	0.00979227	0.0296635	0.0172651	0.11848	0.0338202	0.193322	0.173237	0.00167385	0.0817485	0.0432624	0.023721	0.135177	0.0836637	0.00716673	0.0984099	0.0224915	0.0541935	0.0234579	0.0228179	0.04176	0.0207602	0.00587874	2.0059e-05	0.0070336	0.000628818	0.00597281	0.0198685	0.135946	0.0138948	0.090997	0.00784677	0.0384943	0.0133381	0.05912039	0.03008438	0.0130812	0.505625	0.00992216	0.00885847	0.457936	0.00457731	11.59947	0.1443332	7	37.3339	0.444197	0.000541405	0.034095	0.385099	3.58026	0.312386	0.286253	0.133193	0.268168	0.1744176	0.8275152
1907	1	-3793.114	-3712.409	-80.70486	6.559817	0.1868717	0.00603563	0.0291944	0.0202337	0.0128929	0.0087847	0.00518447	0.0207085	0.00662279	0.00825862	0.0150785	0.0170491	0.00648153	0.0153853	0.0285517	0.0303618	0.0365179	0.00379848	0.0290699	0.0170847	0.0595264	0.00793518	0.069298	0.0275891	0.0127351	0.0259375	0.0194832	0.0228755	0.00356548	0.0807845	0.0146272	0.000874377	0.0321424	0.0128952	0.00482985	0.00321171	0.00685683	0.0200901	0.0178667	0.00987798	0.0188948	0.0310659	0.0114094	0.02211804	0.01676294	0.00322227	0.563944	0.00763293	0.0111321	0.409433	0.00463585	14.69544	0.1669935	4	37.79342	0.4056712	0.000327004	0.0265616	0.348536	3.62458	0.304536	0.3141	0.117928	0.263436	0.1837564	0.9087763
1908	0	-3807.165	-3709.136	-98.02911	5.958406	0.200484	0.0980515	0.0208333	0.0223685	0.0867188	0.0495454	0.0440042	0.0533484	0.0157665	0.0252664	0.0106624	0.0370048	0.0134345	0.129531	0.0115628	0.070246	0.238252	0.00404129	0.13514	0.235813	0.0259333	0.0512815	0.0338663	0.00109645	0.10328	0.0110018	0.0572187	0.000746486	0.0508831	0.0423781	0.0166861	0.00626037	0.00215209	0.0191714	0.00431107	0.0744301	0.0708412	0.00297044	0.00164332	0.0497972	0.0149021	0.0295852	0.081976	0.05451104	0.03008438	0.0131706	0.509083	0.0075786	0.00488265	0.461067	0.00421852	11.59947	0.1443332	7	37.3339	0.444197	0.000540127	0.0340551	0.38492	3.58048	0.290538	0.300995	0.129288	0.279179	0.1744176	0.8275152
1909	1	-3790.176	-3709.169	-81.00757	6.559817	0.1878844	0.01132	0.0345951	0.0204182	0.0136237	0.0135108	0.00533435	0.00127578	0.0129873	0.0220043	0.0139591	0.00787984	0.0816454	0.0396549	0.0168635	0.0355519	0.0202563	0.00227184	0.00848041	0.0131934	0.028005	0.0386307	0.0221954	0.0094178	0.0185511	0.00249151	0.0317069	0.0118844	0.0412626	0.0330691	0.0259013	0.0135665	0.0170866	0.0200641	0.0227623	0.00418594	0.00297458	0.0232415	0.0326864	0.0171772	0.0203929	0.00684495	0.0223494	0.01869452	0.01676294	0.0038561	0.541552	0.00763583	0.00719706	0.439488	0.000270798	14.69544	0.1669935	4	37.79342	0.4056712	0.000340297	0.0270914	0.351305	3.62126	0.299563	0.301863	0.129485	0.269089	0.1837564	0.9087763
1910	0	-3802.334	-3714.717	-87.61693	5.958406	0.18758	0.0524981	0.0798314	0.0202294	0.028051	0.0802022	0.0534836	0.109266	0.0182466	0.0226126	0.00706526	0.021872	0.0173432	0.0493317	0.0134228	0.00796606	0.178097	0.00363406	0.0585996	0.00627609	0.118577	0.00433012	0.0265841	0.0248021	0.0500586	0.0165464	0.0442475	0.0499863	0.0263546	0.0547389	0.0102881	0.00612311	0.00232424	0.0113971	0.00110552	0.064595	0.00847746	0.0242981	0.000867015	0.0870787	0.000932519	0.0361164	0.0868918	0.04618461	0.03008438	0.0122879	0.474962	0.0105394	0.00240227	0.494073	0.00573567	11.59947	0.1443332	7	37.3339	0.444197	0.000336261	0.0269317	0.350474	3.62226	0.289088	0.285487	0.151557	0.273868	0.1744176	0.8275152
1911	1	-3777.118	-3708.439	-68.6786	6.559817	0.2141985	0.0104855	0.0248347	0.0238704	0.0168425	0.00872759	0.00776839	0.00776061	0.0118125	0.000396862	0.00502837	0.00407326	0.0368956	0.0382971	0.0087113	0.0318775	0.0155726	0.00340169	0.0367301	0.0323987	0.00929107	0.0262831	0.0105646	0.00856589	0.0165152	0.00468552	0.00493717	0.00521319	0.00355902	0.00274638	0.0385081	0.000142846	0.00875318	0.0134035	0.0418005	0.00639683	0.00580319	0.0218428	0.0139886	0.0160721	0.0132775	0.00266398	0.0284295	0.01548426	0.01676294	0.0106928	0.466305	0.00569553	0.0115934	0.50559	0.000123179	14.69544	0.1669935	4	37.79342	0.4056712	0.000839441	0.0423471	0.419689	3.53712	0.302692	0.299347	0.134377	0.263584	0.1837564	0.9087763
1912	0	-3791.015	-3711.277	-79.73796	5.958406	0.1858346	0.0733134	0.0139682	0.0478363	0.0257405	0.00704941	0.0536023	0.0643086	0.0140201	0.0220171	0.00984498	0.0250076	0.0217773	0.0343144	0.0107886	0.0081485	0.148798	0.000892315	0.110022	0.0124264	0.00934161	0.0159804	0.112141	0.0225537	0.0858323	0.000233989	0.0773905	0.122178	0.00737682	0.0478134	0.000665418	0.00404936	0.00111288	0.00675523	0.00710563	0.00867139	0.0433237	0.01192	0.00673699	0.00577269	0.000155775	0.0206952	0.0204118	0.03326482	0.03008438	0.0128204	0.496393	0.00696182	0.00390981	0.469812	0.0101034	11.59947	0.1443332	7	37.3339	0.444197	0.000313787	0.0260239	0.34569	3.62797	0.301905	0.307558	0.13036	0.260177	0.1744176	0.8275152
1913	1	-3783.4	-3708.746	-74.65367	6.559817	0.184226	0.0134892	0.0312751	0.0172805	0.0130103	0.0111265	0.00505958	0.014196	0.0379805	0.0109603	0.0152028	0.0264867	0.0155665	0.0421413	0.0195388	0.0408032	0.0119121	0.00374629	0.0269494	0.0094232	0.00101692	0.00132373	0.01568	0.027808	0.0387488	0.00329865	0.0181912	0.0167156	0.00182421	0.0272526	0.0124921	0.0229521	0.010791	0.0290507	0.000315807	0.00578168	0.00798957	0.0177282	0.00989111	0.0139424	0.0119579	0.0071555	0.0447238	0.02046469	0.01676294	0.00770997	0.464345	0.00924807	0.0149284	0.503465	0.000302795	14.69544	0.1669935	4	37.79342	0.4056712	0.000294066	0.0251997	0.341254	3.63325	0.294036	0.3061	0.139458	0.260406	0.1837564	0.9087763
1914	0	-3802.354	-3713.286	-89.06743	5.958406	0.2038697	0.0770126	0.119985	0.0344832	0.0103027	0.00799725	0.0422145	0.013209	0.0162913	0.0419978	0.0115893	0.0345228	0.0188211	0.00546156	0.0208056	0.0676132	0.199848	0.00133655	0.107634	0.000155291	0.0422692	0.00611283	0.00421967	0.00163714	0.12789	0.0083123	0.029647	0.0773965	0.041113	0.0950381	0.00709758	0.00637974	0.00104319	0.0126888	0.00370417	0.125177	0.0147093	0.120123	0.00428541	0.030457	0.0141862	0.0665455	0.00336042	0.0396799	0.03008438	0.00630041	0.477681	0.00505575	0.0110807	0.491361	0.00852125	11.59947	0.1443332	7	37.3339	0.444197	0.000605582	0.0360374	0.393682	3.56968	0.295468	0.30981	0.122954	0.271767	0.1744176	0.8275152
1915	1	-3794.553	-3709.007	-85.54538	6.559817	0.1786293	0.0111303	0.0480248	0.0202737	0.0108621	0.00991526	0.00577824	0.026952	0.0145757	0.0114877	0.0108082	0.00462521	0.0172105	0.0282302	0.0313273	0.0601743	0.0285657	0.00277689	0.00381333	0.0151289	0.0025276	0.00638055	0.0638718	0.048057	0.044223	0.0397471	0.00641484	0.000230802	0.020253	0.00952857	0.0518814	0.0116185	0.0341109	0.0106943	0.0358532	0.00587013	0.00738728	0.0163168	0.0290977	0.0133245	0.0223339	0.0314487	0.0335899	0.02829811	0.01676294	0.00599067	0.571193	0.00984754	0.00648803	0.40632	0.000161508	14.69544	0.1669935	4	37.79342	0.4056712	0.000232484	0.0224273	0.325637	3.6517	0.288217	0.318645	0.135905	0.257232	0.1837564	0.9087763
1916	0	-3793.431	-3715.167	-78.2641	5.958406	0.195716	0.0962968	0.00951489	0.00522577	0.000119037	0.0422014	0.0389713	0.0306992	0.0210224	0.0203608	0.0109292	0.047578	0.0180694	0.0195293	0.0762076	0.0528773	0.177424	0.000478726	0.0604452	0.0241374	0.00195786	0.0339507	0.00406109	0.0288192	0.0468419	0.00349022	0.0622168	0.0194727	0.0211159	0.0343838	0.0148653	0.00763701	0.00423446	0.0159711	0.000781918	0.0649634	0.0436399	0.0699666	0.0089264	0.00442766	0.00862008	0.00763551	0.0338816	0.03299634	0.03008438	0.00654301	0.572814	0.0090973	0.0159612	0.393424	0.00216047	11.59947	0.1443332	7	37.3339	0.444197	0.000456684	0.0313411	0.372385	3.59582	0.300548	0.302915	0.125208	0.271329	0.1744176	0.8275152
