Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
176	0	-3798.171	-3714.077	-84.09385	6.146747	0.1980852	0.0324954	0.000239016	0.0560753	0.0611723	0.0239875	0.0637121	0.00658721	0.0177639	0.0179107	0.0123152	0.0576084	0.0184056	0.0106907	0.00168909	0.0101714	0.0955256	0.00274026	0.0668693	0.000371033	0.00729195	0.0537296	0.0346116	0.000556375	0.0193874	0.0229451	0.0019626	0.00441176	0.00118401	0.0165139	0.00585781	0.0252417	0.041016	0.00271973	0.000184613	0.016551	0.0290458	0.00299407	0.0267238	0.0698388	0.00206377	0.0427133	0.000215543	0.02784327	0.02993282	0.0182082	0.506026	0.00757928	0.0122142	0.449084	0.00688786	10.0744	0.1443607	6	37.33793	0.4434913	0.000496901	0.0326782	0.378642	3.58818	0.313399	0.299807	0.123752	0.263042	0.1742935	0.828262
177	1	-3780.116	-3716.235	-63.88074	5.875502	0.1601481	0.014723	0.0461804	0.030846	0.0289271	0.0248517	0.0158753	0.00707254	0.0126458	0.00320033	0.0114771	0.0116154	0.00407067	0.0191568	0.0150537	0.0142118	0.0444988	0.0029837	0.0062664	0.00257721	2.52069e-05	0.00133587	0.0491453	0.00105369	0.00834497	0.0231984	0.0138282	0.015683	0.00269286	0.015407	0.0420227	0.00695827	0.0241299	0.0279664	0.00727901	0.0134504	0.0068215	0.0371209	0.00776534	0.00572862	0.000281994	0.0249655	0.0175904	0.01771519	0.01542873	0.0126473	0.567779	0.000175937	0.000454782	0.401709	0.0172342	35.04873	0.1621257	4	37.74794	0.3921908	9.51923e-05	0.0143925	0.272178	3.71333	0.289967	0.30674	0.135665	0.267628	0.1775544	0.9131042
178	0	-3789.12	-3711.071	-78.04975	6.146747	0.1584748	0.0459949	0.0165324	0.00653079	0.0164512	0.0222746	0.0476348	0.00911337	0.0196928	0.0233246	0.0042682	0.0385797	0.014606	0.000308184	0.00558462	0.0153686	0.0995715	0.00117429	0.0377256	0.00254855	0.0215928	0.0163976	0.002135	0.00121107	0.0300057	0.0358675	0.000269284	0.0551051	0.000470472	0.00360536	0.00849888	0.0160432	0.0210663	0.00192962	0.00585673	0.0205915	0.0187204	0.0713512	0.0695081	0.0281751	0.00112414	0.00636523	0.00179689	0.0196456	0.02993282	0.0131553	0.559164	0.00480214	0.0103242	0.400583	0.011971	10.0744	0.1443607	6	37.33793	0.4434913	8.68989e-05	0.0137546	0.267214	3.71894	0.31556	0.30105	0.125555	0.257835	0.1742935	0.828262
179	1	-3785.877	-3715.555	-70.32284	5.875502	0.1401088	0.0208599	0.0590907	0.0540562	0.0249529	0.031419	0.00862685	0.0153495	0.00805008	0.0198417	0.0166854	0.046014	0.0194437	0.0282587	0.0051026	0.0114079	0.0566522	0.00557751	0.000802766	0.0367107	0.00922785	0.00974408	0.00987981	0.00986406	0.0179186	0.00726516	0.0269807	0.00403068	0.00849024	0.00145876	0.0502207	0.0459363	0.00807958	0.0220703	0.00166684	0.00710413	0.00362039	0.0341982	0.0113622	0.00524509	0.00101078	0.0193066	8.20304e-05	0.01802327	0.01542873	0.0156513	0.520727	0.0014603	0.00139208	0.447078	0.013691	35.04873	0.1621257	4	37.74794	0.3921908	2.76829e-05	0.0077829	0.211828	3.78036	0.290633	0.307444	0.138206	0.263718	0.1775544	0.9131042
180	0	-3813.582	-3715.17	-98.4118	6.146747	0.232476	0.0463842	0.0124627	0.0442088	0.0550991	0.0187418	0.0305084	0.0669344	0.0158997	0.0310761	0.00982012	0.0593475	0.0209499	0.101008	0.0153415	0.00339581	0.0775392	0.000396438	0.0686972	0.0407859	0.0271546	0.0128098	0.17969	0.00096019	0.0200088	0.0362616	0.000379443	0.0433538	0.000560411	0.0119042	0.014789	0.0171761	0.029335	6.17835e-05	0.00169888	0.00574898	0.142911	0.025816	0.0448774	0.0394845	0.00456686	0.00990494	0.0119247	0.03473405	0.02993282	0.0119373	0.474653	0.00930433	0.00439357	0.496317	0.00339468	10.0744	0.1443607	6	37.33793	0.4434913	0.00139313	0.0543597	0.463045	3.4812	0.29044	0.305502	0.130276	0.273782	0.1742935	0.828262
181	1	-3791.313	-3717.735	-73.57859	5.875502	0.1565484	0.0169952	0.0509845	0.0382045	0.0458685	0.0273902	0.0181522	0.00263758	0.0322815	0.00651269	0.00492539	0.0145548	0.00200124	0.0338244	0.0514819	0.0159214	0.0256902	0.00623629	0.00351495	0.0441206	0.00820348	0.0102493	0.0325958	0.00941476	0.0182874	0.0020083	0.0214958	0.000878528	0.00552379	0.0194793	0.0258958	0.00253905	0.000387287	0.0231288	0.0179375	0.00740241	0.0600911	0.0659146	0.00298478	0.0100391	0.0106196	0.0246905	0.0155621	0.01702845	0.01542873	0.0106103	0.449031	0.0044996	0.00407318	0.520069	0.0117172	35.04873	0.1621257	4	37.74794	0.3921908	7.8053e-05	0.0130394	0.261477	3.72541	0.290863	0.33486	0.137023	0.237255	0.1775544	0.9131042
182	0	-3806.492	-3710.027	-96.46547	6.146747	0.1813003	0.070946	0.00445827	0.0465989	0.00271083	0.0168646	0.0584568	0.0522577	0.0196791	0.0325415	0.0104331	0.0458859	0.0161873	0.0281942	0.079974	0.009682	0.103666	0.000212743	0.0570598	0.0550696	0.00305669	0.00352325	0.0120351	0.000275262	0.0533813	0.0431726	0.00588781	0.00204164	0.000202375	0.0497416	0.00962435	0.0127474	0.0371118	0.00193761	0.0113143	0.00668395	0.117828	0.0181853	0.0716892	0.0537754	6.32249e-05	0.0324462	0.0258536	0.02302106	0.02993282	0.0114327	0.519137	0.00552509	0.0142029	0.446026	0.00367634	10.0744	0.1443607	6	37.33793	0.4434913	0.000260546	0.0237317	0.333126	3.64288	0.302695	0.308715	0.120041	0.268549	0.1742935	0.828262
183	1	-3781.247	-3709.345	-71.90194	5.875502	0.1680881	0.0377066	0.0448054	0.0509109	0.03134	0.0236379	0.0127111	0.00884277	0.0143819	0.0200609	0.00346171	0.0186003	0.00204509	0.0406566	0.0201981	0.0371859	0.0289542	0.00649581	0.0220559	0.00095165	0.0215465	0.016458	0.0188836	0.00305997	0.0177508	0.0061787	0.0226781	0.00694719	0.0496157	0.0348538	0.0407422	0.0135833	0.0128322	0.00808312	0.00309588	0.00619563	0.00712684	0.0618485	0.00846714	0.001557	0.0119569	0.00160034	0.00953397	0.0213098	0.01542873	0.00445041	0.503236	0.00999051	0.00455537	0.466719	0.0110485	35.04873	0.1621257	4	37.74794	0.3921908	0.000143114	0.017626	0.295474	3.68676	0.320647	0.282311	0.137058	0.259984	0.1775544	0.9131042
184	0	-3792.918	-3710.103	-82.81507	6.146747	0.1887982	0.0504512	0.0216569	0.0167175	0.00500428	0.00772928	0.0536202	0.0194381	0.0222081	0.0388103	0.00582829	0.0326148	0.0199818	0.0474058	0.0228142	0.0858506	0.0877013	0.0043563	0.0695193	0.0380568	0.0459256	0.00224393	0.0026013	0.000663325	0.0330712	0.0278742	0.00215162	0.0160394	0.000404168	0.00846772	0.0113743	0.013588	0.0171315	0.00883474	0.00210515	0.0103718	0.00309505	0.0202128	0.0383054	0.017306	0.00039712	0.0146037	0.013759	0.02612534	0.02993282	0.0124052	0.565994	0.00577804	0.00986932	0.397679	0.00827382	10.0744	0.1443607	6	37.33793	0.4434913	0.000352624	0.0275734	0.353796	3.61828	0.293711	0.298411	0.123433	0.284445	0.1742935	0.828262
185	1	-3781.082	-3708.742	-72.34016	5.875502	0.1886634	0.0318246	0.0500301	0.037022	0.020931	0.0194695	0.00916623	0.0259566	0.0331552	0.00740948	0.00751818	0.0121319	0.0499401	0.0307277	0.00697825	0.0314172	0.0218316	0.00724436	0.0078192	0.015758	0.0510428	0.00625742	0.00626388	0.00202918	0.0114786	0.010083	0.0165476	0.00627955	0.031773	0.0104021	0.0362779	0.0017791	0.0122738	0.0268075	0.0519581	0.00571289	0.00230799	0.059401	0.0101471	0.00426332	0.000755459	0.00221806	0.0202105	0.0165627	0.01542873	0.0142043	0.527588	0.00731737	0.00176449	0.435491	0.0136351	35.04873	0.1621257	4	37.74794	0.3921908	0.000350786	0.0275021	0.353429	3.61872	0.293143	0.301063	0.136008	0.269786	0.1775544	0.9131042
186	0	-3794.372	-3708.169	-86.20393	6.146747	0.1638725	0.0451512	0.0253297	0.0140158	0.00924246	0.0339603	0.0556461	0.0243746	0.0105589	0.0260298	0.00881498	0.0415773	0.0210793	0.0104098	0.0179981	0.0322909	0.0961981	0.000391906	0.0449621	0.0318899	0.0368299	0.0185996	0.00105423	0.000653945	0.0386552	0.0290044	0.00235146	0.0496687	0.00156475	0.0233105	0.006011	0.0130362	0.0520345	0.00128984	0.00479181	0.00188625	0.0158254	0.0523831	0.017092	0.0199606	0.000586758	0.049002	0.00424368	0.03372004	0.02993282	0.00876219	0.565677	0.00503252	0.0118525	0.397457	0.0112188	10.0744	0.1443607	6	37.33793	0.4434913	0.000115826	0.015867	0.283162	3.70086	0.312897	0.316552	0.108999	0.261552	0.1742935	0.828262
187	1	-3809.796	-3714.187	-95.60902	5.875502	0.1594363	0.0109429	0.0504706	0.0391494	0.0364883	0.0422818	0.01264	0.0708988	0.0326112	0.0550622	0.029739	0.067267	0.0498717	0.0432675	0.212323	0.00792799	0.0406864	0.00501712	0.0427927	0.016803	0.0467234	0.0129156	0.0114205	0.000254577	0.0232434	0.0998972	0.0363372	0.019881	0.00187499	0.064166	0.019314	0.0125575	0.0454956	0.0180702	0.01188	0.00773182	0.029533	0.0318411	0.0112441	0.00292414	9.4113e-05	0.00641663	0.00924809	0.02633289	0.01542873	0.00955396	0.538786	0.00460806	0.00174659	0.431074	0.0142318	35.04873	0.1621257	4	37.74794	0.3921908	9.15933e-05	0.0141193	0.270069	3.71572	0.293136	0.310795	0.135714	0.260355	0.1775544	0.9131042
188	0	-3792.226	-3712.286	-79.94022	6.146747	0.1954613	0.0156195	0.00619901	0.0414546	0.0512482	0.0144339	0.0619309	0.0258272	0.0191904	0.0214749	0.00734366	0.0346348	0.01178	0.0650261	0.0179979	0.0114442	0.0671383	0.000245071	0.091211	0.0142461	0.0235535	0.0178854	0.0181281	0.0011267	0.0197237	0.0363218	0.00218801	0.0011849	0.00182211	0.00800939	0.00790236	0.0170831	0.0230533	0.000242194	0.00293943	0.0049958	0.056605	0.0223968	0.0176741	0.00108643	0.00101142	0.0248022	0.0154921	0.02278941	0.02993282	0.00845107	0.527981	0.0108274	0.0142509	0.427397	0.0110923	10.0744	0.1443607	6	37.33793	0.4434913	0.000452504	0.0311988	0.371709	3.59664	0.299991	0.303398	0.122813	0.273799	0.1742935	0.828262
189	1	-3790.129	-3712.11	-78.01923	5.875502	0.2102902	0.0110644	0.0647725	0.0219387	0.0266434	0.0294906	0.0234509	0.0165574	0.0149998	0.0180633	0.0387739	0.00575531	0.0149779	0.0308581	0.0569572	0.00792995	0.0327552	0.00778508	0.0071494	0.0439456	0.010582	0.00666209	0.0208264	0.0142892	0.0173793	0.00726687	0.0240288	0.041137	0.0144067	0.049709	0.0182094	0.000851111	0.0253833	0.000245501	0.0140075	0.0109501	0.0546874	0.0696096	0.0102207	0.00229015	0.00657048	0.00348776	0.00478635	0.01616489	0.01542873	0.0135629	0.512261	0.00450589	0.00452036	0.449939	0.0152103	35.04873	0.1621257	4	37.74794	0.3921908	0.000744682	0.0399148	0.409977	3.54936	0.304492	0.295801	0.128868	0.27084	0.1775544	0.9131042
190	0	-3796.631	-3712.064	-84.56713	6.146747	0.1988188	0.036968	0.0676607	0.0227871	0.0606513	0.00497552	0.039828	0.00621056	0.0179721	0.0316551	0.00618222	0.0402298	0.0160276	0.0196976	0.0147199	0.0156356	0.0668867	0.000190285	0.0582655	0.0501554	0.0180775	0.0323711	0.0671157	0.000735858	0.0370929	0.0291076	0.00222962	0.00132868	0.00396045	0.0176854	0.0169611	0.0208145	0.0205431	0.000479148	0.00139535	0.0127679	0.0659371	0.00807813	0.00322921	0.0402709	0.00261845	0.017512	0.00472279	0.02708324	0.02993282	0.0083094	0.529232	0.0138396	0.0109559	0.428409	0.00925428	10.0744	0.1443607	6	37.33793	0.4434913	0.000509849	0.0330968	0.380568	3.58583	0.290178	0.322168	0.123968	0.263686	0.1742935	0.828262
191	1	-3777.961	-3708.977	-68.98415	5.875502	0.1821258	0.0199408	0.0616612	0.0486889	0.031502	0.0198978	0.0183633	0.00188277	0.0157214	0.00967135	0.00663215	0.0131	0.00647422	0.0358217	0.00203596	0.00273532	0.0294052	0.00523186	0.0239521	0.0057429	0.0555408	0.0546846	0.00890383	0.013344	0.00856265	0.0171709	0.0198763	0.013684	0.00470689	0.0372188	0.0247856	0.00291996	0.00255931	0.000689987	0.000448178	0.0104102	0.0333409	0.0351874	0.00391892	0.00336513	0.0259932	0.00298379	0.0205199	0.01848081	0.01542873	0.00852492	0.549064	0.00324979	0.00538254	0.424767	0.0090111	35.04873	0.1621257	4	37.74794	0.3921908	0.000269703	0.0241418	0.335428	3.64016	0.306117	0.311623	0.123243	0.259018	0.1775544	0.9131042
192	0	-3788.399	-3708.191	-80.20772	6.146747	0.1649268	0.0319855	0.00558641	0.0124771	0.0138002	0.00059969	0.0546959	0.00139692	0.0138329	0.032206	0.00814896	0.0321338	0.0195296	0.000387455	0.0158158	0.0192616	0.0894261	0.00247796	0.0789488	0.0125367	0.023297	0.0153732	0.00163676	0.000113125	0.026514	0.0283235	0.00356592	0.0200997	0.00143684	0.0245182	0.0113734	0.0187607	0.0190995	0.000291089	0.00238987	0.0275427	0.131478	0.0481833	0.00488678	0.00159547	0.00411337	0.019715	0.0210156	0.02494939	0.02993282	0.0095317	0.609996	0.00972887	0.0018837	0.365196	0.00366367	10.0744	0.1443607	6	37.33793	0.4434913	0.000122244	0.0162981	0.286253	3.69733	0.303008	0.296365	0.128354	0.272273	0.1742935	0.828262
193	1	-3785.329	-3708.092	-77.23742	5.875502	0.1809017	0.0381863	0.0497828	0.0349348	0.0293154	0.0268614	0.0134708	0.0233228	0.0456773	0.00607462	0.0006902	0.0325539	0.0285417	0.0328942	0.0391121	0.0102617	0.0297153	0.00456841	0.0309459	0.0173018	0.0105635	0.0157577	0.0105855	0.00408402	0.0740111	0.0148303	0.0164697	0.0103613	0.0105597	0.0149083	0.0627901	0.0133354	0.00350322	0.0112321	0.000147282	0.00922549	0.0548491	0.0405182	0.0117766	0.0042332	0.0124281	0.0103509	0.0119995	0.02093149	0.01542873	0.00783515	0.541173	0.00829345	0.017651	0.417031	0.00801675	35.04873	0.1621257	4	37.74794	0.3921908	0.000256208	0.0235349	0.332013	3.6442	0.293465	0.319055	0.113537	0.273943	0.1775544	0.9131042
194	0	-3798.485	-3708.915	-89.56933	6.146747	0.1764454	0.0452058	0.0404711	0.0268914	0.00372853	0.0331018	0.0559381	0.0604165	0.0211598	0.0284171	0.0127226	0.0475788	0.0170598	0.000364317	0.0198722	0.0261859	0.073443	0.00216537	0.0436734	0.0590763	0.0127567	0.0672533	0.0048369	0.000123744	0.0440275	0.0416566	4.82014e-05	0.0521019	0.00171383	0.0216614	0.0106574	0.015239	0.0395289	0.000134116	0.00709191	0.00476957	0.0292686	0.0234823	0.0418833	0.0144566	0.00245595	0.0198923	0.0342144	0.02093362	0.02993282	0.00656845	0.528481	0.0103639	0.00637986	0.437014	0.0111927	10.0744	0.1443607	6	37.33793	0.4434913	0.000211257	0.0213865	0.319465	3.65894	0.290513	0.318715	0.129725	0.261046	0.1742935	0.828262
195	1	-3790.435	-3706.814	-83.62082	5.875502	0.182057	0.0300124	0.0475284	0.0274075	0.0283297	0.0263719	0.0129833	0.172073	0.00700825	0.0422252	0.0289828	0.00766686	0.0128969	0.0259855	0.0602188	0.0116987	0.026265	0.00347437	0.022869	0.0268017	0.0309982	0.0124093	0.0100841	0.00726432	0.0054397	0.0261428	0.0217505	0.00100866	0.0018694	0.0366931	0.0508904	0.0303609	0.010519	0.0232279	0.0213181	0.0081738	0.0279605	0.028185	0.0161773	0.00207449	0.023854	0.00423813	0.027904	0.03107887	0.01542873	0.00817094	0.598836	0.00660876	0.01267	0.372075	0.00163869	35.04873	0.1621257	4	37.74794	0.3921908	0.000268931	0.0241075	0.335236	3.64039	0.306776	0.299451	0.118686	0.275087	0.1775544	0.9131042
196	0	-3795.373	-3710.461	-84.91265	6.146747	0.224784	0.0485787	0.00752952	0.0437055	0.00341153	0.0101982	0.0379427	0.0399398	0.0125275	0.0293794	0.00837187	0.0435809	0.0197962	0.00728163	0.00801718	0.000881528	0.0661868	0.00127228	0.0579612	0.031356	0.04834	0.00768841	0.0199684	0.000188019	0.035836	0.0308544	2.96491e-05	0.0103879	0.000239356	0.0252165	0.010383	0.0198739	0.034268	0.000213303	0.00532323	0.00526767	0.105751	0.0246287	0.0355314	0.0781908	0.00104034	0.011183	0.0301138	0.02449784	0.02993282	0.0197421	0.491978	0.0049265	0.00109314	0.472588	0.00967228	10.0744	0.1443607	6	37.33793	0.4434913	0.00113704	0.0491846	0.445212	3.50447	0.295572	0.296124	0.14784	0.260464	0.1742935	0.828262
197	1	-3798.64	-3715.33	-83.30999	5.875502	0.1860935	0.0220849	0.045469	0.0328525	0.0278804	0.0194643	0.0144134	0.0294519	0.012104	0.00845094	0.105704	0.00355192	0.0021571	0.0278559	0.00686712	0.00777384	0.026017	0.000756089	0.13721	0.00306628	0.00274035	0.00587877	0.0231251	4.74015e-05	0.0329608	0.0110921	0.022024	0.00305722	0.02497	0.0788367	0.0451769	0.0123958	0.0455878	0.00395591	0.0293176	0.0146562	0.040042	0.00515237	0.00948358	0.00358127	0.103466	0.0013213	0.0108848	0.02321542	0.01542873	0.00789791	0.546861	0.00451865	0.0140104	0.424076	0.00263614	35.04873	0.1621257	4	37.74794	0.3921908	0.00031705	0.0261577	0.346401	3.62712	0.308235	0.277951	0.13735	0.276464	0.1775544	0.9131042
198	0	-3792.33	-3709.768	-82.56251	6.146747	0.2065969	0.0541437	0.0276018	0.012645	0.0115569	0.0256807	0.0377163	0.0138795	0.0145382	0.0251779	0.0153905	0.0372873	0.0206781	0.00584794	0.0206766	0.000645668	0.0642891	0.00167947	0.0667398	0.0147654	0.00680083	0.0586355	0.00366906	7.14038e-05	0.0167252	0.0262819	0.00127185	0.00368518	0.00191081	0.0322334	0.0122553	0.00435944	0.0338143	0.000880327	0.00409646	0.072901	0.0821125	0.020203	0.0363627	0.0414592	0.000706589	0.0109436	0.0166985	0.02067081	0.02993282	0.0122985	0.522941	0.0112309	0.00333082	0.441629	0.00856964	10.0744	0.1443607	6	37.33793	0.4434913	0.000662216	0.0376659	0.400655	3.56102	0.309035	0.304438	0.122196	0.264331	0.1742935	0.828262
199	1	-3786.782	-3709.708	-77.07435	5.875502	0.1667906	0.023758	0.0428422	0.034432	0.0297568	0.0213935	0.010441	0.00131956	0.0167708	0.0113943	0.00165815	0.0217007	0.0203923	0.0417769	0.0156507	0.0104693	0.0317573	0.00153721	0.0196994	0.0214739	0.000142537	0.00633009	0.0675758	0.00167445	0.0265733	0.0189089	0.0112083	0.0279035	0.122561	0.013871	0.0640302	0.00509452	0.0329243	0.00685177	0.0213542	0.00756409	0.0138422	0.0575803	0.012043	0.00824364	0.00929473	0.00183675	0.00399371	0.02113667	0.01542873	0.0109418	0.544239	0.00424715	0.0139432	0.422042	0.00458668	35.04873	0.1621257	4	37.74794	0.3921908	0.000134246	0.0170745	0.291699	3.69109	0.303714	0.295343	0.118579	0.282365	0.1775544	0.9131042
200	0	-3778.6	-3712.483	-66.11688	6.146747	0.1974276	0.0345337	0.017308	0.00150223	0.00150433	0.00203504	0.0587201	0.0178138	0.0186244	0.0278234	0.0122844	0.0302287	0.0192211	0.00890458	0.050968	0.00766705	0.0662769	0.00300672	0.0386752	0.0049504	0.0260452	0.0111434	0.0104584	0.00200551	0.0279198	0.0145002	0.00112962	0.00183386	0.000867106	0.0272127	0.0065826	0.0157038	0.0136009	0.000562736	0.00272149	0.0231036	0.0155458	0.00332333	0.0122358	0.00597731	0.00127992	0.00143019	0.00142466	0.01384594	0.02993282	0.00855737	0.617738	0.00703799	0.00309887	0.356221	0.00734735	10.0744	0.1443607	6	37.33793	0.4434913	0.000485494	0.0323047	0.376911	3.5903	0.298808	0.311166	0.118521	0.271505	0.1742935	0.828262
201	1	-3786.655	-3707.421	-79.23346	5.875502	0.1860789	0.0225673	0.0505502	0.0263443	0.0287672	0.0236024	0.0143835	0.0121394	0.027751	0.0854094	0.0416162	0.00301766	0.00275957	0.0303351	0.00334849	0.00679651	0.0308521	0.00255028	0.0111157	0.0064333	0.0073551	0.015396	0.0216414	0.00237991	0.0139284	0.022705	0.0234388	0.00433772	0.0108857	0.0264122	0.0564003	0.0255081	0.0231653	0.0090341	0.0248034	0.00935268	0.0636905	0.0836549	0.0186918	0.010196	0.0131828	0.00637165	0.0370015	0.02601561	0.01542873	0.00984576	0.522849	0.0123218	0.00333858	0.446089	0.0055556	35.04873	0.1621257	4	37.74794	0.3921908	0.000316865	0.0261502	0.346361	3.62717	0.316048	0.285445	0.125604	0.272902	0.1775544	0.9131042
202	0	-3789.26	-3709.146	-80.11447	6.146747	0.1824042	0.0610961	0.0114866	0.00331001	0.0143072	0.0313588	0.071927	0.00287342	0.00810636	0.0253301	0.0119028	0.036597	0.0173734	0.00505123	0.0703136	0.00546504	0.0673264	0.00199862	0.0430217	0.0123284	2.35729e-05	0.0133545	0.021714	0.000476482	0.0156708	0.0288734	0.000916616	0.0130474	0.000439223	0.0308995	0.00792703	0.0151737	0.0462857	0.00220076	0.00641561	0.0322281	0.0211518	0.029326	0.0171209	0.00503345	0.000525366	0.00178775	0.0973958	0.02149559	0.02993282	0.010547	0.555817	0.00515656	0.0105498	0.409446	0.00848363	10.0744	0.1443607	6	37.33793	0.4434913	0.000272844	0.0242809	0.336202	3.63924	0.288925	0.314799	0.128718	0.267558	0.1742935	0.828262
203	1	-3788.806	-3710.029	-78.77676	5.875502	0.2009023	0.0181986	0.0473905	0.0360254	0.0229961	0.0328185	0.00940833	0.01333	0.00858034	0.0416497	0.0345675	0.0229918	0.0100872	0.0419094	0.0353434	0.00712311	0.0259346	0.00166782	0.00385422	0.0446309	0.0163393	0.0217071	0.052972	0.0140864	2.17829e-05	0.00391831	0.0167125	0.0124469	0.013658	0.0492522	0.0310126	0.00135778	0.0368597	0.0241706	0.0178324	0.00731365	0.0601434	0.0397192	0.0107251	0.00462171	0.0224437	0.00363204	0.0334293	0.02040742	0.01542873	0.00981706	0.513096	0.00979172	0.0137554	0.449512	0.00402805	35.04873	0.1621257	4	37.74794	0.3921908	0.000547929	0.0342976	0.386009	3.57915	0.315787	0.277087	0.137102	0.270024	0.1775544	0.9131042
204	0	-3785.165	-3711.687	-73.4781	6.146747	0.1388761	0.044737	0.029969	0.000566686	0.00227388	0.0324199	0.0607169	0.00162297	0.0173342	0.0315119	0.00910933	0.0266509	0.014438	0.0226818	0.00218119	0.0658416	0.110686	0.000871366	0.0340449	0.00547437	1.9304e-05	0.00107086	0.00346004	0.000759325	0.0236485	0.0261882	0.00395529	0.0413162	0.000483846	0.0499326	0.00807046	0.00768872	0.0122961	0.00145128	0.00094011	0.00627377	0.0133667	0.0115939	0.0138125	0.00531777	0.00115186	0.00586769	0.0213084	0.02025209	0.02993282	0.0124848	0.539512	0.00622276	0.00819084	0.42698	0.0066091	10.0744	0.1443607	6	37.33793	0.4434913	2.536e-05	0.00745039	0.208075	3.78445	0.271408	0.308204	0.137104	0.283284	0.1742935	0.828262
205	1	-3792.294	-3707.785	-84.50888	5.875502	0.1686815	0.0233115	0.0481335	0.0391518	0.0236653	0.030503	0.0142421	0.0188452	0.0279521	0.0494433	0.0379324	0.0143519	0.0248217	0.0344011	0.00539295	0.00467223	0.0373786	0.00245149	0.0223787	0.133576	0.0139277	0.0397919	0.0385136	0.00177357	0.00850781	0.0138228	0.0179307	0.0117261	0.0205085	0.0226195	0.035476	0.000589974	0.0274769	0.0144119	0.0785866	0.00394356	0.0246363	0.0352282	0.0120533	0.0142926	0.0266328	0.0111408	0.0278568	0.02792002	0.01542873	0.00533285	0.529653	0.00724422	0.0119276	0.441754	0.00408877	35.04873	0.1621257	4	37.74794	0.3921908	0.000147314	0.0178811	0.297196	3.68478	0.312779	0.291672	0.131166	0.264383	0.1775544	0.9131042
206	0	-3804.223	-3716.025	-88.19802	6.146747	0.1825993	0.0402917	0.0018156	0.00712942	0.0116917	0.0119994	0.077265	0.0448563	0.0140678	0.0306861	0.0130335	0.0279459	0.0166058	0.00694602	0.000385294	0.0327958	0.0785388	0.000275825	0.0691609	0.00108098	0.0353197	0.00252157	0.0238299	0.000801619	0.0507878	0.0217083	0.000565562	0.0680409	0.000741327	0.0160794	0.0132226	0.0241751	0.0279475	0.000767168	0.0028395	0.0134185	0.211499	0.012252	0.0145986	0.0186067	0.00493453	0.0121415	0.0204196	0.02160331	0.02993282	0.0179629	0.532913	0.0115528	0.0113868	0.421758	0.00442639	10.0744	0.1443607	6	37.33793	0.4434913	0.000275062	0.0243786	0.336745	3.6386	0.306647	0.287653	0.125272	0.280428	0.1742935	0.828262
207	1	-3779.879	-3708.74	-71.13858	5.979892	0.1777628	0.0159404	0.0346401	0.0367585	0.0248189	0.0186164	0.0124794	0.0244949	0.0729374	0.00204944	0.00646922	0.00219248	0.011283	0.0373305	0.0391052	0.00463243	0.01818	0.00197714	0.00709144	0.0252875	0.00581374	0.0490732	0.0685832	0.00417997	0.0098032	0.0171497	0.0313163	0.00986868	0.000933058	0.00315697	0.0119908	0.00164204	0.0202017	0.0048146	0.0030576	0.0088928	0.0573371	0.0507198	0.00743829	0.009931	0.00890947	0.00901514	0.0372248	0.02223359	0.01406182	0.00856651	0.537791	0.0129432	0.00951357	0.429369	0.00181659	34.04291	0.164753	5	37.7432	0.3915961	0.000223882	0.0220116	0.323193	3.65457	0.285227	0.308982	0.139722	0.266069	0.1788149	0.921361
208	0	-3789.807	-3705.94	-83.86624	6.146747	0.1938357	0.052717	0.0163358	0.0258202	0.0114282	0.00434602	0.0611543	0.0367291	0.0171935	0.0273485	0.00940762	0.0479228	0.0192574	0.0152225	0.0529787	0.0411561	0.102262	0.00139919	0.0796579	0.00420942	0.0068813	0.00322037	0.00518537	0.00165533	0.0169594	0.040125	0.000349209	0.017698	0.00199015	0.0085115	0.00979024	0.0263855	0.0165804	0.00275242	0.000841858	0.0166695	0.0264804	0.00755823	0.00641444	0.0599137	0.00077532	0.0303773	0.053223	0.02084329	0.02993282	0.00836949	0.537944	0.0104191	0.0110192	0.431078	0.00116986	10.0744	0.1443607	6	37.33793	0.4434913	0.000426468	0.0302967	0.367379	3.6019	0.306603	0.307048	0.127363	0.258986	0.1742935	0.828262
