Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
347	1	-3742.618	-3726.887	-15.73099	0.2951551	0.1895085	0.2791036	-0.08486413	0.0048273	0.52893	0.0135509	0.0151857	0.430503	0.0070033	0.1313882	0.000362429	0.0279507	0.355726	3.61596	0.299818	0.305148	0.131047	0.263988	0.04652406	2.824091
348	0	-3737.285	-3722.315	-14.96976	0.2228446	0.1829488	0.3086695	-0.009941035	0.0101108	0.579065	0.00601766	0.0174438	0.385511	0.0018515	0.03597168	0.000279067	0.0245539	0.337716	3.63745	0.326902	0.287731	0.117368	0.267999	0.02603064	1.381897
349	1	-3741.312	-3724.595	-16.71664	0.2836465	0.1922205	0.2775881	0.2299312	0.00793598	0.505329	0.0140275	0.00341144	0.46451	0.00478592	0.03228449	0.000401682	0.0294115	0.363051	3.60714	0.302021	0.301574	0.141516	0.254889	0.2622157	0.1231219
350	0	-3739.885	-3722.861	-17.02379	0.2490695	0.1835595	0.2743179	0.1094152	0.00564036	0.522441	0.00805886	0.010515	0.449482	0.00386273	0.1194645	0.000286166	0.0248618	0.33941	3.63544	0.313375	0.304865	0.12485	0.25691	0.2288797	0.5219533
351	1	-3738.827	-3723.355	-15.47194	0.2726272	0.1863245	0.240156	0.03636042	0.00730175	0.510085	0.0204771	0.0164324	0.443589	0.00211495	0.08041329	0.000319981	0.0262773	0.347035	3.62637	0.299055	0.292388	0.149059	0.259499	0.1167737	0.6886249
352	0	-3734.666	-3719.306	-15.3596	0.24793	0.2008359	0.3203584	-0.08145771	0.00813561	0.546238	0.0107821	0.00284959	0.429481	0.00251422	0.08792896	0.000546685	0.0342591	0.385836	3.57936	0.30603	0.301597	0.128321	0.264052	0.006471251	13.58763
353	1	-3737.03	-3721.368	-15.66258	0.2602954	0.1981096	0.299641	0.06061877	0.00867577	0.53416	0.0128475	0.0134309	0.429358	0.00152792	0.04615014	0.000497327	0.032692	0.378706	3.5881	0.277158	0.318747	0.137185	0.26691	0.1067689	0.4322432
354	0	-3735.571	-3721.066	-14.50519	0.2511726	0.2035245	0.2780987	-0.02067081	0.00949275	0.493264	0.0163418	0.0100346	0.461687	0.00917978	0.03066496	0.000598663	0.0358332	0.392794	3.57077	0.315287	0.287463	0.137171	0.260078	0.009994153	3.06829
355	1	-3742.771	-3726.612	-16.1598	0.2587345	0.257402	0.2530286	0.0194251	0.0121397	0.46206	0.0101569	0.0156195	0.499323	0.000701085	0.1230654	0.00247483	0.0720851	0.516837	3.4086	0.303978	0.306725	0.122095	0.267202	0.1424905	0.8636744
356	0	-3738.437	-3721.364	-17.07314	0.2536342	0.2173518	0.2672713	-0.1535899	0.00805625	0.550388	0.00658962	0.0101218	0.417609	0.0072349	0.254316	0.00092171	0.044347	0.427412	3.52732	0.301993	0.287626	0.141741	0.26864	0.1007261	2.524828
357	1	-3741.131	-3723.956	-17.17456	0.2627766	0.2226779	0.254666	0.3104741	0.0114787	0.507366	0.0106519	0.0105679	0.458526	0.0014093	0.03616848	0.00107289	0.0477967	0.440225	3.51091	0.305399	0.292088	0.154666	0.247847	0.3466426	0.1043394
358	0	-3741.076	-3724.466	-16.60947	0.2488733	0.2234915	0.2966096	-0.002819238	0.00690206	0.492118	0.0116047	0.0120185	0.476088	0.00126892	0.136422	0.00109738	0.0483313	0.442157	3.50841	0.288516	0.31613	0.127522	0.267832	0.1336027	1.021102
359	1	-3737.347	-3721.542	-15.80499	0.2565744	0.1958425	0.240974	0.2001867	0.0138095	0.50358	0.0148735	0.0114711	0.455104	0.00116263	0.01994933	0.00045877	0.0314119	0.37272	3.59541	0.306769	0.309123	0.137955	0.246153	0.220136	0.09062274
360	0	-3737.547	-3721.422	-16.12449	0.2466547	0.1976351	0.2880575	0.01977677	0.00954755	0.525357	0.012694	0.0152035	0.434493	0.002705	0.1037831	0.000489073	0.0324224	0.377458	3.58963	0.30907	0.290135	0.129461	0.271334	0.1235598	0.8399418
361	1	-3736.28	-3721.532	-14.74722	0.2700182	0.2157365	0.2725856	0.03470087	0.0133658	0.519777	0.0143169	0.00401301	0.437915	0.0106124	0.02020407	0.000878909	0.0433184	0.423469	3.53233	0.310507	0.290793	0.131172	0.267528	0.05490494	0.3679827
362	0	-3739.444	-3723.488	-15.95581	0.2466038	0.1778316	0.3374118	0.1063291	0.00642312	0.570095	0.0134916	0.00348387	0.403371	0.00313522	0.02002659	0.000224556	0.0220444	0.323388	3.65434	0.321517	0.302647	0.128069	0.247767	0.1263557	0.1584938
363	1	-3739.542	-3721.36	-18.18265	0.2615366	0.2052435	0.2827746	0.373128	0.0116222	0.451969	0.00660163	0.00357163	0.516613	0.00962248	0.04508981	0.000633665	0.0368542	0.397204	3.56531	0.295336	0.292583	0.148601	0.26348	0.4182178	0.1078142
364	0	-3749.151	-3732.722	-16.42948	0.2790865	0.2291107	0.2635804	0.2326386	0.00739309	0.533143	0.00978662	0.00607493	0.442085	0.00151669	0.02453531	0.00127681	0.0520757	0.455316	3.49133	0.33155	0.300378	0.11731	0.250763	0.2571739	0.09540356
365	1	-3740.44	-3724.595	-15.8449	0.2726989	0.2143513	0.2767698	0.1220403	0.0105893	0.463498	0.0170151	0.0132306	0.49294	0.00272677	0.03934568	0.000843307	0.0424432	0.420066	3.53665	0.283099	0.310744	0.127409	0.278748	0.1613859	0.2437987
366	0	-3746.502	-3730.688	-15.81361	0.2888864	0.2594004	0.251632	0.09633056	0.0120393	0.548507	0.00744087	0.0061596	0.41578	0.0100738	0.06337067	0.00257912	0.0735578	0.520895	3.40297	0.295084	0.323228	0.121649	0.260039	0.1597012	0.3968076
367	1	-3742.12	-3725.596	-16.52439	0.2148965	0.1776798	0.3990174	0.124926	0.0074536	0.561523	0.00669021	0.0101698	0.409389	0.00477467	0.0122127	0.000223071	0.0219719	0.322959	3.65485	0.304715	0.28194	0.137317	0.276028	0.1371387	0.08905361
368	0	-3737.912	-3721.678	-16.23454	0.3058962	0.2082683	0.2325539	0.1081158	0.0165574	0.567902	0.00568733	0.001464	0.400023	0.00836662	0.08922855	0.0006987	0.0386775	0.40489	3.55573	0.308569	0.308437	0.120344	0.262651	0.1973443	0.4521466
369	1	-3738.977	-3722.242	-16.73421	0.2236808	0.1714354	0.3963906	-0.01097186	0.00611055	0.583688	0.00788607	0.0138402	0.380841	0.00763474	0.09282989	0.000168038	0.0190892	0.305152	3.67559	0.290177	0.313885	0.118771	0.277167	0.08185802	1.134035
370	0	-3734.524	-3719.084	-15.43975	0.2515315	0.2002153	0.2603553	0.0008289261	0.016809	0.532778	0.00925943	0.000501842	0.435432	0.00521905	0.08691733	0.000535158	0.0338998	0.38422	3.58135	0.279817	0.303839	0.130725	0.285619	0.08774626	0.9905531
371	1	-3734.372	-3718.366	-16.00594	0.2208226	0.1885992	0.3096357	-0.05221433	0.0111463	0.558858	0.00889215	0.00583908	0.401306	0.0139585	0.1202536	0.000349912	0.0274681	0.353254	3.61893	0.293323	0.317349	0.129385	0.259942	0.06803926	1.767415
372	0	-3737.197	-3719.955	-17.24209	0.2547974	0.2123298	0.2911027	-0.04518743	0.0132122	0.529192	0.00705142	0.000622104	0.428502	0.0214201	0.1972895	0.000793155	0.0411776	0.415065	3.54296	0.299443	0.297388	0.136878	0.266291	0.1521021	1.297086
373	1	-3737.763	-3721.79	-15.9725	0.2279928	0.2191674	0.2962098	-0.08291536	0.008948	0.485822	0.00778899	0.00537776	0.474365	0.0176979	0.1415819	0.000971497	0.045513	0.431812	3.5217	0.303631	0.291501	0.129496	0.275372	0.05866657	2.413332
374	0	-3741.321	-3724.772	-16.54906	0.2423474	0.230908	0.3109602	-0.08363577	0.0117412	0.534273	0.00257633	0.0052452	0.417997	0.0281679	0.1636052	0.00133809	0.0532918	0.459458	3.48591	0.30174	0.29967	0.131659	0.266931	0.0799694	2.045847
375	1	-3737.771	-3722.302	-15.46928	0.2475853	0.2204054	0.3016891	0.05121236	0.0161698	0.498943	0.00675817	0.0044288	0.469091	0.00460947	0.04028316	0.00100648	0.0463141	0.434793	3.51789	0.307919	0.291942	0.149232	0.250908	0.09149552	0.4402746
376	0	-3741.984	-3725.81	-16.17431	0.2262205	0.1734036	0.3974328	0.01751312	0.00892766	0.486462	0.00410993	0.00477582	0.470077	0.0256472	0.04208436	0.000184139	0.0199766	0.310801	3.66904	0.309097	0.298843	0.125866	0.266195	0.05959749	0.7061433
377	1	-3738.764	-3721.863	-16.9008	0.2138848	0.1955057	0.3339481	0.2246819	0.017215	0.565281	0.00625962	0.00155988	0.408072	0.00161208	0.02009921	0.000453231	0.0312236	0.371827	3.5965	0.291501	0.309852	0.129479	0.269168	0.2447812	0.08211095
378	0	-3745.554	-3724.948	-20.60629	0.2283047	0.164025	0.2957251	-0.5242109	0.00888609	0.521612	0.00864358	0.00382469	0.435174	0.0218595	0.6423114	0.000116739	0.015929	0.283609	3.70034	0.299752	0.31592	0.120507	0.263822	0.1181005	5.438684
379	1	-3742.622	-3726.774	-15.84828	0.2146267	0.2102472	0.323671	-0.04452147	0.0151174	0.442964	0.013792	0.0119004	0.516017	0.00020857	0.09869771	0.000743684	0.0398884	0.409869	3.5495	0.315082	0.27523	0.154645	0.255044	0.05417623	1.82179
380	0	-3738.339	-3723.239	-15.10046	0.2310321	0.2018293	0.3327971	-0.02904479	0.0134554	0.60403	0.00920875	0.00620484	0.35609	0.0110111	0.03801112	0.000565503	0.0348374	0.388415	3.57618	0.27639	0.313206	0.127065	0.283339	0.008966323	4.23932
381	1	-3744.59	-3724.111	-20.47894	0.2596374	0.1980371	0.2548765	0.43002	0.0143634	0.470118	0.0131041	0.0120781	0.49028	5.60785e-05	0.1647579	0.00049606	0.0326508	0.378516	3.58834	0.299047	0.289518	0.140477	0.270958	0.5947779	0.2770074
382	0	-3739.619	-3721.527	-18.092	0.2002912	0.2038649	0.332766	0.3943992	0.0114906	0.536079	0.00690878	0.00626183	0.4358	0.0034605	0.02028615	0.000605485	0.0360345	0.393669	3.56969	0.317738	0.30117	0.122182	0.25891	0.4146854	0.04891938
383	1	-3737.76	-3721.074	-16.68636	0.2836935	0.1946352	0.2561334	-0.01913113	0.0126366	0.510914	0.0118872	0.011997	0.452433	0.000132399	0.1695155	0.000439135	0.030739	0.369512	3.59931	0.292303	0.297644	0.1437	0.266354	0.1503844	1.127215
384	0	-3737.767	-3721.243	-16.52358	0.2006114	0.206245	0.3161022	-0.1508487	0.0127995	0.476402	0.0146277	0.00687341	0.485443	0.0038547	0.197511	0.000654708	0.0374542	0.399759	3.56213	0.29555	0.30401	0.132021	0.268418	0.04666225	4.232778
385	1	-3734.14	-3719.447	-14.69396	0.293127	0.2242842	0.2587901	-0.03467582	0.0116967	0.54043	0.013741	0.00674597	0.425744	0.00164327	0.05952713	0.00112159	0.0488541	0.444033	3.50599	0.305476	0.293794	0.139192	0.261538	0.02485131	2.395332
386	0	-3735.886	-3717.8	-18.08569	0.2003139	0.1743309	0.348657	0.03084963	0.00850289	0.497904	0.00784796	0.00483063	0.47859	0.00232483	0.1847109	0.000192113	0.0204015	0.313451	3.66596	0.321366	0.277893	0.139581	0.261159	0.2155605	0.8568864
387	1	-3737.955	-3722.982	-14.97388	0.2697083	0.2218624	0.2523847	-0.1137806	0.0169248	0.508881	0.0159165	0.00441339	0.444538	0.009327	0.1211044	0.00104873	0.0472629	0.438282	3.51341	0.305376	0.283289	0.152094	0.25924	0.007323864	16.5356
388	0	-3742.945	-3725.707	-17.23764	0.2321269	0.216767	0.3935092	0.2232006	0.0159891	0.460742	0.00580954	0.00330985	0.511274	0.00287493	0.009737288	0.000906053	0.0439736	0.425987	3.52913	0.319303	0.29603	0.139716	0.244951	0.2329378	0.04180209
389	1	-3742.394	-3725.274	-17.11998	0.2500094	0.2156691	0.2940381	-0.288306	0.00612777	0.433683	0.0128802	0.00643921	0.525827	0.0150428	0.3102295	0.000877153	0.0432757	0.423304	3.53254	0.309189	0.298236	0.133179	0.259396	0.02192354	14.15052
390	0	-3743.928	-3728.199	-15.72898	0.2256852	0.2001898	0.303183	-0.006472464	0.016224	0.462226	0.00261996	0.012571	0.496077	0.010283	0.08296826	0.000534687	0.033885	0.384153	3.58143	0.291089	0.324878	0.114929	0.269104	0.0764958	1.084612
391	1	-3739.209	-3723.615	-15.59413	0.260706	0.1872103	0.2670741	-0.0460816	0.0119143	0.469518	0.0139445	0.014026	0.483379	0.00721831	0.1168535	0.000331406	0.0267383	0.349463	3.62347	0.311149	0.29646	0.141364	0.251027	0.0707719	1.651129
392	0	-3738.112	-3720.052	-18.06057	0.2428518	0.214845	0.2785043	-0.0878852	0.0158466	0.518258	0.00452622	0.00571996	0.445055	0.0105945	0.2718274	0.00085588	0.0427544	0.421281	3.53511	0.282017	0.324135	0.130555	0.263293	0.1839422	1.477787
393	1	-3737.99	-3721.708	-16.28259	0.2726842	0.2087574	0.2619108	0.1744494	0.0141239	0.522231	0.00718139	0.00820325	0.444397	0.00386335	0.04696926	0.000709638	0.0389755	0.406125	3.55419	0.295762	0.311888	0.118025	0.274325	0.2214187	0.2121288
394	0	-3740.287	-3725.032	-15.25511	0.2538112	0.1958212	0.2250131	-0.1415304	0.0138964	0.532869	0.00390823	0.00475389	0.43923	0.00534245	0.168122	0.000458419	0.0314	0.372664	3.59548	0.300268	0.277557	0.140066	0.282109	0.02659162	6.322367
395	1	-3739.757	-3723.423	-16.33436	0.2492615	0.2167564	0.3157065	0.09247468	0.0168403	0.598863	0.00413595	0.0124358	0.364169	0.0035556	0.06179885	0.00090577	0.0439668	0.425961	3.52917	0.304061	0.299129	0.119851	0.276959	0.1542735	0.4005797
396	0	-3750.329	-3731.177	-19.15233	0.3240093	0.219525	0.2584491	-0.4355194	0.0285965	0.534673	0.00242889	0.00664269	0.422328	0.00533136	0.5080334	0.000981513	0.0457439	0.432675	3.5206	0.294457	0.292129	0.141478	0.271936	0.07251402	7.006002
397	1	-3739.37	-3724.333	-15.03753	0.2514774	0.2113514	0.268723	0.0194235	0.0135382	0.499073	0.0102041	0.0152962	0.447936	0.0139525	0.04709985	0.000769638	0.04057	0.412629	3.54603	0.30785	0.28807	0.122283	0.281797	0.06652334	0.7080198
398	0	-3745.465	-3731.054	-14.41153	0.3156161	0.2008258	0.291058	-0.001311516	0.00763853	0.542538	0.00950893	0.00572837	0.428541	0.00604525	0.007009381	0.000546497	0.0342532	0.38581	3.57939	0.300377	0.299768	0.146054	0.253801	0.005697865	1.230177
399	1	-3736.218	-3720.859	-15.35961	0.224421	0.1964484	0.342871	-0.04425613	0.00945712	0.540545	0.0122453	0.0141802	0.415253	0.00832028	0.05607619	0.000468858	0.031752	0.374325	3.59345	0.307033	0.295658	0.130431	0.266879	0.01182006	4.744155
400	0	-3741.552	-3726.913	-14.63896	0.3030656	0.2237424	0.2144133	0.1034676	0.014564	0.575684	0.0101244	0.00441214	0.39006	0.00515538	0.01059388	0.001105	0.0484966	0.442751	3.50765	0.271856	0.326014	0.130658	0.271471	0.1140615	0.09287862
401	1	-3741.678	-3722.173	-19.50458	0.2133802	0.195563	0.3318364	-0.3145279	0.00591183	0.615633	0.0170136	0.0162203	0.342584	0.00263723	0.4493758	0.00045417	0.0312556	0.371979	3.59631	0.289342	0.304952	0.125175	0.280531	0.1348479	3.332465
402	0	-3741.696	-3727.031	-14.66454	0.3147638	0.1768662	0.198659	0.0854188	0.0184454	0.465356	0.0202177	0.00522819	0.486627	0.00412502	0.03020993	0.00021523	0.0215852	0.320658	3.65754	0.305433	0.28474	0.150999	0.258828	0.1156287	0.2612666
403	1	-3735.316	-3719.901	-15.41521	0.1924274	0.1731105	0.3566912	0.01902797	0.00977646	0.501788	0.0156311	0.0121898	0.459156	0.00145823	0.02034324	0.000181671	0.0198432	0.309962	3.67001	0.29718	0.295769	0.140418	0.266634	0.03937121	0.5167034
404	0	-3742.043	-3722.739	-19.30428	0.2539623	0.1884285	0.272555	0.2483325	0.0136811	0.474379	0.0102492	0.00635782	0.485001	0.0103317	0.1807298	0.000347598	0.0273779	0.352789	3.61949	0.306634	0.283968	0.150841	0.258557	0.4290623	0.4212204
405	1	-3740.087	-3722.737	-17.34936	0.2251641	0.1705074	0.3512536	-0.009063561	0.00678053	0.544045	0.0090397	0.0161828	0.421431	0.00252048	0.1539688	0.000160825	0.0186777	0.302478	3.67868	0.297768	0.293095	0.141976	0.267161	0.1449052	1.062548
406	0	-3745.2	-3727.088	-18.11147	0.2406324	0.1911609	0.2778518	0.2159669	0.0236318	0.440414	0.0155499	0.0027537	0.510863	0.00678762	0.130359	0.000385998	0.0288369	0.360198	3.61058	0.293231	0.298833	0.148439	0.259497	0.3463258	0.3764055
407	1	-3733.686	-3718.791	-14.89515	0.209682	0.1704442	0.3221074	-0.00523934	0.0174192	0.455913	0.00869699	0.00735653	0.508696	0.00191819	0.02059384	0.000160342	0.0186498	0.302296	3.67889	0.310613	0.29341	0.139689	0.256288	0.0153545	1.341225
408	0	-3739.411	-3723.791	-15.61907	0.2305513	0.1710884	0.2610305	0.1214821	0.0172456	0.553011	0.00975801	0.00436473	0.405089	0.0105313	0.03982946	0.000165313	0.0189348	0.304153	3.67675	0.3006	0.303767	0.131851	0.263782	0.1613116	0.2469101
409	1	-3735.915	-3718.644	-17.27101	0.1870711	0.1774625	0.3800423	0.08847587	0.0107442	0.516842	0.00534184	0.00383603	0.462002	0.00123413	0.0875109	0.000220956	0.0218683	0.322345	3.65557	0.295911	0.309219	0.12195	0.27292	0.1759868	0.4972584
410	0	-3742.914	-3727.328	-15.58656	0.2275273	0.1935205	0.3023402	-0.1302129	0.00715079	0.535749	0.0038702	0.0079874	0.441748	0.00349472	0.1385523	0.000421548	0.0301231	0.366536	3.60292	0.29291	0.30607	0.139131	0.261889	0.008339341	16.61429
411	1	-3737.896	-3722.194	-15.70238	0.1954896	0.1629151	0.3671125	-0.02528006	0.00832618	0.602325	0.0134505	0.00136162	0.374167	0.000369721	0.05360429	0.000110225	0.0154808	0.280347	3.70406	0.272146	0.308643	0.127223	0.291988	0.02832423	1.892524
412	0	-3740.912	-3725.541	-15.37127	0.23303	0.1893225	0.3094407	-0.1059072	0.00973636	0.469525	0.00900578	0.00512228	0.499584	0.00702689	0.1068226	0.000359842	0.0278516	0.355221	3.61657	0.288169	0.302514	0.142682	0.266635	0.0009154314	116.691
413	1	-3745.067	-3720.813	-24.25417	0.1877078	0.1671518	0.403593	0.2043229	0.0128951	0.57713	0.00816732	0.00430899	0.397198	0.000300647	0.4337138	0.000136671	0.0172272	0.292751	3.68989	0.268765	0.328127	0.12762	0.275487	0.6380367	0.6797631
414	0	-3735.403	-3720.937	-14.46563	0.2483364	0.1744079	0.2726702	0.03477712	0.0125105	0.532326	0.0124242	0.00424896	0.431189	0.00730104	0.003958152	0.000192786	0.0204369	0.31367	3.6657	0.317108	0.298056	0.123773	0.261062	0.03873527	0.1021847
415	1	-3738.526	-3722.752	-15.77326	0.1875547	0.1696362	0.29186	0.1302384	0.0169768	0.488123	0.0144133	0.00318597	0.476458	0.000843218	0.02791387	0.000154267	0.0182955	0.299961	3.68159	0.295342	0.297846	0.136361	0.270451	0.1581522	0.1765
416	0	-3740.263	-3724.506	-15.75658	0.2397615	0.2013597	0.2865143	-0.04562726	0.00831435	0.476339	0.0155799	0.00340187	0.494133	0.00223123	0.1155264	0.000556551	0.0345636	0.387197	3.57768	0.304246	0.290355	0.144213	0.261185	0.06989909	1.652759
417	1	-3738.966	-3722.872	-16.09413	0.1885941	0.1581914	0.3572658	-0.07607153	0.0204463	0.502485	0.0126662	0.00157924	0.461956	0.000866458	0.1113739	8.55514e-05	0.0136481	0.266371	3.71989	0.306395	0.301031	0.132692	0.259882	0.03530241	3.154853
418	0	-3734.553	-3719.113	-15.43992	0.2702409	0.2017289	0.2827852	-0.03664966	0.0179847	0.509997	0.00432978	0.00611649	0.459554	0.00201765	0.09106441	0.000563581	0.0347788	0.388155	3.5765	0.302991	0.302317	0.120696	0.273995	0.05441476	1.673524
419	1	-3735.794	-3719.364	-16.43013	0.1988366	0.1589073	0.3593667	0.09568251	0.0144545	0.506096	0.00738584	0.000634625	0.465124	0.00630541	0.04287444	8.89872e-05	0.013918	0.268499	3.71749	0.292577	0.300381	0.142229	0.264813	0.1385569	0.3094355
420	0	-3735.466	-3720.522	-14.94368	0.2650789	0.2168402	0.242644	-0.1131547	0.0175215	0.530342	0.00597492	0.00380952	0.44126	0.00109199	0.1227343	0.000908003	0.0440203	0.426166	3.52891	0.293032	0.303437	0.138289	0.265242	0.009579624	12.81202
421	1	-3742.388	-3723.903	-18.48516	0.1925819	0.2140503	0.3239376	-0.4887768	0.0156901	0.580662	0.0120537	0.000551153	0.388077	0.00296525	0.489287	0.000835704	0.0422539	0.419324	3.53759	0.308398	0.292788	0.135892	0.262922	0.0005101183	959.1637
422	0	-3749.231	-3732.549	-16.68222	0.2578263	0.1981037	0.2513842	-0.0115171	0.0210505	0.520958	0.00586188	0.00797414	0.4428	0.00135536	0.1639429	0.000497225	0.0326887	0.378691	3.58812	0.299127	0.290898	0.14929	0.260685	0.1524258	1.075559
423	1	-3738.117	-3723.514	-14.60231	0.2677705	0.2268408	0.2166408	0.1063039	0.0171518	0.532961	0.0125197	0.00440678	0.424231	0.00872934	0.008848889	0.00120213	0.0505524	0.450039	3.49821	0.298583	0.299145	0.12156	0.280712	0.1151528	0.07684474
424	0	-3736.741	-3721.849	-14.89218	0.2525173	0.2015444	0.2458311	0.03213871	0.0178101	0.518759	0.0107459	0.011619	0.440931	0.000135155	0.04688017	0.00056006	0.0346712	0.387677	3.57709	0.27907	0.299186	0.140863	0.280881	0.07901888	0.5932781
425	1	-3743.792	-3726.892	-16.89988	0.2885853	0.1865758	0.2545866	-0.01229208	0.0196263	0.467688	0.00905421	0.00666958	0.485436	0.0115268	0.1781184	0.000323192	0.0264077	0.347725	3.62554	0.270666	0.325032	0.131258	0.273043	0.1658264	1.074126
426	0	-3741.19	-3726.42	-14.77012	0.2632604	0.1900771	0.2548535	0.09756405	0.0105503	0.47249	0.0130004	0.014406	0.487248	0.0023052	0.0008207582	0.000370418	0.0282542	0.357268	3.61411	0.323488	0.290782	0.128166	0.257564	0.09838481	0.008342327
427	1	-3741.836	-3724.914	-16.922	0.3084763	0.2289553	0.2491785	0.3353185	0.0145559	0.457942	0.00923691	0.00600745	0.500184	0.0120741	0.008249237	0.0012716	0.0519709	0.454957	3.4918	0.296317	0.305902	0.14277	0.25501	0.3435677	0.02401051
428	0	-3738.27	-3720.853	-17.41778	0.2538419	0.2166843	0.277035	0.3330069	0.0136134	0.495589	0.0101641	0.0162838	0.463316	0.00103373	0.02623626	0.000903853	0.0439209	0.425785	3.52939	0.297399	0.308715	0.127728	0.266158	0.3592432	0.07303204
429	1	-3744.643	-3729.57	-15.07351	0.3031984	0.2333562	0.2540522	-0.06829172	0.0171279	0.487959	0.0046103	0.0026381	0.476047	0.0116179	0.09858528	0.00142467	0.0549619	0.465048	3.47857	0.309855	0.283975	0.136574	0.269595	0.03029356	3.254331
430	0	-3738.7	-3721.851	-16.84939	0.2396186	0.2049168	0.3008404	-0.02047618	0.00575299	0.578033	0.00560905	0.0141617	0.395438	0.00100576	0.1570017	0.000626907	0.0366593	0.396368	3.56635	0.303528	0.296956	0.126209	0.273306	0.1365255	1.149981
431	1	-3740.613	-3725.643	-14.97016	0.3079906	0.2225818	0.2022677	-0.1692552	0.0221265	0.512378	0.00646629	0.00367565	0.450813	0.0045408	0.1748668	0.00107003	0.0477337	0.439996	3.5112	0.323234	0.289741	0.140089	0.246936	0.005611522	31.16209
432	0	-3739.503	-3720.668	-18.83443	0.2472924	0.180214	0.2975469	0.3827781	0.0112598	0.518354	0.0137685	0.00530696	0.447075	0.00423528	0.07935997	0.000248848	0.0231971	0.330088	3.64647	0.293513	0.312321	0.140266	0.2539	0.4621381	0.1717235
433	1	-3747.942	-3730.928	-17.01383	0.3347295	0.265546	0.2144349	-0.2038237	0.0130095	0.515824	0.00595863	0.00568137	0.453846	0.00568059	0.2961625	0.00291681	0.0781246	0.533144	3.38581	0.305197	0.273573	0.139757	0.281473	0.09233876	3.207347
434	0	-3744.255	-3726.043	-18.21228	0.2521434	0.2101823	0.3074374	-0.07109316	0.012646	0.520572	0.00943497	0.00357954	0.448988	0.00477936	0.2587078	0.000742178	0.0398485	0.409706	3.5497	0.298593	0.280648	0.131694	0.289065	0.1876147	1.378932
435	1	-3738.496	-3724.7	-13.79525	0.3309384	0.2252463	0.2064152	0.01691501	0.011565	0.536806	0.0089409	0.00798676	0.428708	0.00599354	0.01085052	0.00115146	0.049491	0.446301	3.50306	0.322686	0.283721	0.120169	0.273424	0.02776552	0.390791
436	0	-3743.166	-3726.181	-16.98437	0.247959	0.228824	0.2752622	0.02448994	0.0175661	0.523517	0.0142618	0.00208123	0.4359	0.00667439	0.1524034	0.00126721	0.0518825	0.454652	3.4922	0.313185	0.294363	0.132069	0.260383	0.1768933	0.8615553
437	1	-3735.839	-3720.572	-15.26703	0.2391952	0.2028752	0.2964144	0.04762527	0.017205	0.535655	0.00676401	0.0103257	0.427789	0.00226102	0.03251702	0.000585805	0.0354505	0.39112	3.57284	0.282917	0.296364	0.133223	0.287497	0.0801423	0.4057411
438	0	-3742.826	-3727.525	-15.30098	0.2592876	0.2037725	0.3026021	0.1067003	0.0116272	0.505894	0.0222671	0.00461686	0.449606	0.00598861	0.001368194	0.000603628	0.0359798	0.393432	3.56998	0.274073	0.322751	0.131776	0.271399	0.1080685	0.01266043
439	1	-3736.217	-3721.092	-15.12415	0.2591207	0.2114111	0.2879668	-0.0883628	0.0147559	0.603351	0.0077563	0.00612641	0.366893	0.00111773	0.09594577	0.000771059	0.040607	0.412778	3.54584	0.281361	0.321713	0.1191	0.277827	0.007582975	12.65279
440	0	-3746.565	-3729.057	-17.50755	0.240803	0.1990623	0.3011789	0.3594361	0.0127371	0.462973	0.0172291	0.00987544	0.492526	0.00465978	0.008722655	0.000514199	0.0332363	0.381206	3.58504	0.290141	0.27854	0.135017	0.296302	0.3681587	0.02369265
441	1	-3740.099	-3721.681	-18.41746	0.2540419	0.1999302	0.3121466	-0.4448527	0.00699836	0.569427	0.0196555	0.00398291	0.399077	0.000858666	0.4585002	0.000529921	0.0337352	0.383476	3.58226	0.280817	0.320902	0.126782	0.271498	0.01364754	33.5958
442	0	-3739.184	-3721.19	-17.99412	0.2753267	0.2159091	0.2570263	-0.1544297	0.0163833	0.51597	0.00834707	0.0103023	0.444813	0.00418434	0.3121017	0.000883414	0.0434279	0.423891	3.5318	0.294351	0.323382	0.136915	0.245352	0.1576719	1.979437
443	1	-3741.992	-3726.059	-15.93307	0.2273155	0.1906045	0.3026885	0.1219102	0.00902532	0.570597	0.0114367	0.00349333	0.404779	0.000669267	0.028917	0.000377941	0.0285371	0.358695	3.61239	0.296315	0.292586	0.116924	0.294175	0.1508271	0.1917228
444	0	-3743.024	-3726.745	-16.27956	0.2710451	0.1930123	0.3091515	-0.1990819	0.00773426	0.518819	0.00501435	0.00665024	0.458329	0.00345263	0.2069232	0.000413699	0.029844	0.365176	3.60457	0.307411	0.299137	0.145171	0.248281	0.007841303	26.38887
445	1	-3741.152	-3724.515	-16.6367	0.2304526	0.2052145	0.3675045	0.04770421	0.0129599	0.568895	0.00636266	0.00887632	0.402529	0.000376928	0.07220381	0.000633065	0.0368369	0.39713	3.5654	0.293886	0.285953	0.122424	0.297737	0.119908	0.60216
