Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3265	1	-3737.503	-3721.688	-15.81531	0.2579864	0.1856824	0.2708885	0.0696681	0.0133028	0.58378	0.00501732	0.00874062	0.380553	0.00860675	0.06805721	0.000311881	0.0259454	0.345271	3.62847	0.317715	0.29233	0.126854	0.263101	0.1377253	0.4941518
3266	0	-3740.582	-3724.799	-15.78374	0.3000682	0.2079039	0.251201	0.05431118	0.0181248	0.534161	0.00411142	0.00289893	0.439383	0.00132069	0.08071901	0.00069063	0.0384561	0.40397	3.55688	0.333436	0.278339	0.129069	0.259156	0.1350302	0.5977849
3267	1	-3738.287	-3719.967	-18.31995	0.2447325	0.2170695	0.3248513	-0.1092084	0.0107369	0.498926	0.00608404	0.00881773	0.469626	0.00580972	0.2725878	0.000914128	0.0441666	0.426724	3.52819	0.314113	0.304605	0.125171	0.256112	0.1633794	1.668434
3268	0	-3746.347	-3727.169	-19.17803	0.2989959	0.1984474	0.2787575	-0.5580344	0.0112905	0.528834	0.0113978	0.00949333	0.435001	0.00398299	0.5649301	0.000503265	0.0328846	0.379594	3.58702	0.270879	0.313841	0.134257	0.281022	0.00689576	81.92428
3269	1	-3740.785	-3725.415	-15.37058	0.2060909	0.1970772	0.3600278	-0.03163221	0.0126298	0.583483	0.00141864	0.00927473	0.375748	0.0174457	0.03939233	0.000479493	0.0321065	0.375987	3.59143	0.282813	0.30736	0.123184	0.286642	0.007760117	5.076255
3270	0	-3737.433	-3723.308	-14.12531	0.2970206	0.1913613	0.2161041	0.03127391	0.00997317	0.49602	0.0182602	0.00385475	0.468889	0.00300329	0.01775306	0.000388929	0.0289452	0.360738	3.60993	0.308168	0.298133	0.138011	0.255688	0.04902698	0.3621081
3271	1	-3736.483	-3719.76	-16.72325	0.2050998	0.1819531	0.3237368	-0.2065477	0.0116717	0.550431	0.00647343	0.00361357	0.415909	0.0119012	0.2348088	0.000267769	0.0240558	0.334947	3.64073	0.292112	0.30409	0.120731	0.283067	0.02826119	8.308527
3272	0	-3738.244	-3721.513	-16.73132	0.2947175	0.2351319	0.2204706	0.01317406	0.0133461	0.567119	0.0129394	0.00291863	0.401611	0.00206576	0.1738257	0.00148972	0.0561828	0.469065	3.47326	0.288526	0.304751	0.140465	0.266258	0.1869997	0.9295504
3273	1	-3736.474	-3720.497	-15.97689	0.2309787	0.2055811	0.3374682	-0.002760033	0.0103298	0.487146	0.0115702	0.0104794	0.471933	0.00854177	0.07499364	0.000640705	0.037056	0.398066	3.56424	0.302742	0.291127	0.13513	0.271001	0.07223361	1.03821
3274	0	-3740.506	-3724.8	-15.70604	0.3227397	0.2065596	0.2005873	0.2174795	0.0150807	0.502251	0.00642727	0.0132221	0.453809	0.00920963	0.02378857	0.000661417	0.0376434	0.40056	3.56114	0.293966	0.310497	0.139878	0.25566	0.2412681	0.09859809
3275	1	-3741.149	-3725.318	-15.8309	0.2294574	0.1832756	0.3403973	-0.09668059	0.0108498	0.492613	0.00925049	0.01211	0.465644	0.00953268	0.1130922	0.00028285	0.0247185	0.338623	3.63638	0.303959	0.315944	0.125988	0.254109	0.01641163	6.890979
3276	0	-3738.995	-3723.164	-15.83029	0.3050893	0.2203641	0.2243526	-0.2146969	0.0184777	0.483921	0.00980605	0.0127396	0.471047	0.00400869	0.2345026	0.0010053	0.0462873	0.434694	3.51801	0.29561	0.299625	0.153495	0.251269	0.01980561	11.84021
3277	1	-3734.571	-3718.436	-16.13531	0.2110694	0.1768863	0.3753517	-0.06578796	0.0103371	0.534839	0.00706236	0.00317119	0.439634	0.00495628	0.09578194	0.000215422	0.0215948	0.320715	3.65748	0.2905	0.312456	0.13424	0.262803	0.02999398	3.193372
3278	0	-3736.425	-3720.854	-15.57169	0.2857676	0.198229	0.2675094	0.1481044	0.014349	0.506825	0.00859779	0.00310613	0.458212	0.00891067	0.01604294	0.00049942	0.0327601	0.37902	3.58772	0.295894	0.287873	0.152156	0.264076	0.1641473	0.09773498
3279	1	-3738.803	-3722.522	-16.28159	0.2269549	0.1857317	0.315704	-0.00473747	0.0104824	0.525417	0.0181021	0.00766405	0.43189	0.0064446	0.1074102	0.000312498	0.0259708	0.345407	3.62831	0.291628	0.313669	0.136409	0.258293	0.1026727	1.046141
3280	0	-3743.814	-3728.491	-15.3222	0.3467025	0.2191864	0.2323395	-0.07028326	0.0108912	0.478217	0.0134501	0.00380371	0.4762	0.0174386	0.1240494	0.000972029	0.0455253	0.431858	3.52164	0.302038	0.301329	0.13232	0.264314	0.05376615	2.307203
3281	1	-3736.579	-3721.389	-15.19082	0.2157958	0.1741579	0.3348713	-0.01228994	0.0112107	0.464944	0.0119477	0.0057598	0.505364	0.000774007	0.0343985	0.000190607	0.0203219	0.312957	3.66653	0.297485	0.310492	0.145135	0.246888	0.02210856	1.55589
3282	0	-3742.83	-3726.229	-16.60118	0.304757	0.1861953	0.2446277	-0.1379462	0.0180043	0.55033	0.0126264	0.0017701	0.402528	0.0147407	0.2273422	0.000318339	0.0262104	0.346681	3.62679	0.317309	0.287651	0.128861	0.26618	0.08939603	2.543091
3283	1	-3741.877	-3723.944	-17.93325	0.2109186	0.1664057	0.3605337	0.1596147	0.00994967	0.461603	0.00774043	0.0118936	0.501733	0.00708018	0.1029883	0.000131697	0.0169127	0.290576	3.69238	0.310483	0.289137	0.132024	0.268356	0.262603	0.3921827
3284	0	-3738.28	-3722.236	-16.04362	0.3192441	0.1886333	0.2392914	0.2519175	0.0104092	0.556522	0.00849024	0.00157063	0.407057	0.0159502	0.005336674	0.000350376	0.0274861	0.353347	3.61882	0.296907	0.309254	0.128735	0.265104	0.2572542	0.02074475
3285	1	-3743.725	-3727.532	-16.19292	0.2087514	0.1663942	0.341148	-0.1055796	0.00293935	0.631861	0.00953702	0.00449937	0.332616	0.0185469	0.1394084	0.000131621	0.0169078	0.290542	3.69242	0.316504	0.316348	0.115871	0.251278	0.03382887	4.12099
3286	0	-3742.621	-3725.485	-17.1359	0.3007212	0.242733	0.2712876	0.01018392	0.0199192	0.517683	0.00694077	0.00138341	0.449965	0.0041079	0.1710151	0.0017902	0.0614944	0.485908	3.45081	0.297034	0.322099	0.133535	0.247332	0.181199	0.9437971
3287	1	-3740.637	-3724.076	-16.5611	0.2126075	0.1697344	0.2914891	0.1355646	0.0123666	0.572899	0.0101321	0.00760206	0.37741	0.01959	0.07242579	0.000154996	0.0183384	0.300245	3.68126	0.292515	0.297666	0.116256	0.293563	0.2079904	0.348217
3288	0	-3745.74	-3730.33	-15.41009	0.2933957	0.2140137	0.2552801	-0.002151781	0.0217475	0.501661	0.0103155	0.000383285	0.456037	0.00985568	0.08690063	0.000834783	0.0422309	0.419234	3.5377	0.281811	0.321394	0.150003	0.246791	0.08474885	1.02539
3289	1	-3737.851	-3720.79	-17.06047	0.2208077	0.2102257	0.3101362	-0.2780245	0.0118582	0.501802	0.00919592	0.014865	0.453177	0.00910178	0.3000105	0.000743184	0.0398751	0.409815	3.54957	0.303302	0.292427	0.123122	0.281149	0.02198602	13.64551
3290	0	-3738.649	-3723.364	-15.28443	0.3242295	0.2207037	0.2314092	-0.130707	0.0172214	0.513577	0.00916181	0.000268213	0.45201	0.0077622	0.1556203	0.00101503	0.0465078	0.435509	3.51697	0.288905	0.310006	0.140248	0.260842	0.02491323	6.24649
3291	1	-3741.537	-3725.387	-16.15067	0.2115383	0.1879592	0.3228156	-0.06431638	0.00990287	0.455364	0.00332768	0.0188338	0.511518	0.00105351	0.1267135	0.000341293	0.0271307	0.351509	3.62102	0.298219	0.308047	0.12464	0.269094	0.06239714	2.030758
3292	0	-3742.526	-3725.49	-17.03618	0.2784161	0.179375	0.3110384	-0.04883566	0.0137143	0.4854	0.00899263	0.000469349	0.486582	0.00484171	0.1723886	0.000240083	0.022788	0.327734	3.64924	0.316335	0.293821	0.132067	0.257776	0.1235529	1.395261
3293	1	-3741.457	-3723.992	-17.46491	0.211396	0.171438	0.3247845	0.02648505	0.00885141	0.597964	0.00687589	0.0178657	0.361164	0.00727899	0.1634663	0.000168059	0.0190904	0.30516	3.67558	0.278514	0.317222	0.119638	0.284626	0.1899514	0.8605693
3294	0	-3738.381	-3722.205	-16.17593	0.2890075	0.1889807	0.2829298	0.05591396	0.0182683	0.503057	0.00799716	0.000326618	0.468854	0.00149679	0.08737186	0.000355125	0.0276701	0.354292	3.61768	0.293578	0.294545	0.139761	0.272116	0.1432858	0.6097732
3295	1	-3743.684	-3727.868	-15.81601	0.2219563	0.2022297	0.2905444	-0.0976566	0.00669193	0.59353	0.005898	0.0175337	0.359434	0.0169124	0.1413271	0.000573215	0.0350716	0.389452	3.5749	0.284821	0.301667	0.143765	0.269747	0.0436705	3.236214
3296	0	-3736.113	-3720.495	-15.61741	0.2814551	0.1877817	0.2779791	0.1695895	0.0136649	0.485405	0.0129918	0.00345199	0.483229	0.00125765	0.00105456	0.000338931	0.0270375	0.351025	3.6216	0.298396	0.304457	0.129903	0.267244	0.170644	0.006179885
3297	1	-3743.534	-3727.353	-16.18086	0.2240894	0.1947626	0.3606922	-0.02934425	0.00744723	0.460706	0.00799019	0.0192003	0.486935	0.0177216	0.08884343	0.000441179	0.0308097	0.369851	3.5989	0.328111	0.280275	0.127125	0.264489	0.05949918	1.493187
3298	0	-3740.009	-3724.402	-15.60683	0.2808015	0.1947442	0.2416491	0.03020005	0.0153839	0.469251	0.0112816	0.00758254	0.486849	0.00965105	0.0900919	0.000440883	0.0307995	0.369802	3.59896	0.297668	0.301084	0.119547	0.281702	0.120292	0.7489437
3299	1	-3742.574	-3728.177	-14.39757	0.2940823	0.1953372	0.2226339	-0.06861144	0.0140789	0.540155	0.00625478	0.0225114	0.408102	0.00889753	0.08018244	0.000450477	0.0311295	0.371379	3.59704	0.271193	0.32688	0.127016	0.27491	0.011571	6.929604
3300	0	-3744.563	-3727.609	-16.95368	0.3057351	0.2916747	0.2487553	-0.04264597	0.00970852	0.53941	0.0114911	0.00638066	0.423179	0.00983024	0.1948677	0.00464432	0.0980362	0.581553	3.31577	0.298922	0.313413	0.124241	0.263424	0.1522218	1.280157
3301	1	-3742.265	-3724.874	-17.39069	0.2988511	0.2190231	0.2292695	-0.0403482	0.00902798	0.600821	0.0052072	0.00943284	0.370416	0.00509474	0.2338522	0.000967474	0.04542	0.431464	3.52215	0.31072	0.292223	0.124728	0.272329	0.193504	1.208514
3302	0	-3749.215	-3733.708	-15.50747	0.3126279	0.1995162	0.2659814	0.0154692	0.00882225	0.514155	0.00291153	0.00788463	0.457021	0.00920512	0.07478168	0.000522379	0.0334968	0.382394	3.58359	0.305437	0.3138	0.13687	0.243893	0.09025088	0.8285978
3303	1	-3738.456	-3721.851	-16.60526	0.2768621	0.2454599	0.2409142	-0.1491298	0.012121	0.597146	0.0092096	0.00695398	0.368151	0.00641868	0.23631	0.00190687	0.0634313	0.491813	3.44285	0.289399	0.3	0.127012	0.283588	0.08718021	2.710592
3304	0	-3740.927	-3725.036	-15.89133	0.3017773	0.2287756	0.2876354	0.1794965	0.0123939	0.615438	0.0106059	0.00359367	0.348405	0.00956344	0.005801197	0.0012656	0.0518499	0.45454	3.49234	0.297137	0.301961	0.120871	0.28003	0.1852977	0.03130743
3305	1	-3735.827	-3719.896	-15.93095	0.2553407	0.2092142	0.2611413	0.198165	0.0111429	0.5645	0.0133934	0.00375847	0.400977	0.00622806	0.01621435	0.000719959	0.0392546	0.407275	3.55275	0.295029	0.309957	0.140523	0.254492	0.2143793	0.07563393
3306	0	-3745.502	-3723.943	-21.55852	0.2984089	0.1951894	0.2277527	-0.8807127	0.0177718	0.522179	0.006578	0.00540193	0.434295	0.013774	0.8966489	0.000448072	0.0310471	0.370986	3.59752	0.285261	0.313052	0.136785	0.264902	0.01593627	56.26468
3307	1	-3737.069	-3721.236	-15.83251	0.2511098	0.2358095	0.2579378	-0.07526952	0.011585	0.562786	0.0130929	0.0028238	0.402354	0.00735767	0.1492622	0.00151505	0.0566508	0.470589	3.47124	0.283576	0.309445	0.136835	0.270144	0.07399265	2.017257
3308	0	-3740.083	-3724.334	-15.74891	0.3134324	0.2391781	0.2250261	-0.04889751	0.0185184	0.544114	0.0136653	0.00564522	0.412496	0.00556078	0.1465243	0.00164519	0.0589936	0.478101	3.46126	0.284393	0.324878	0.131522	0.259206	0.09762676	1.500862
3309	1	-3739.878	-3725.435	-14.44317	0.259713	0.1696962	0.2291905	0.05583882	0.00708328	0.522119	0.0150072	0.00755192	0.440688	0.00755025	0.01760013	0.000154712	0.0183217	0.300135	3.68139	0.312446	0.292066	0.131761	0.263728	0.07343895	0.2396566
3310	0	-3742.69	-3728.192	-14.49736	0.2935018	0.2201615	0.2885294	-0.02166866	0.0160112	0.525777	0.0156505	0.00195271	0.438362	0.00224641	0.02397269	0.000999518	0.0461559	0.434207	3.51864	0.309679	0.283686	0.130581	0.276055	0.002304036	10.40465
3311	1	-3736.766	-3721.668	-15.09759	0.2733285	0.2125526	0.2385618	-0.09671587	0.0109542	0.549166	0.0103939	0.00915104	0.416075	0.00425952	0.1269598	0.000798579	0.0413164	0.415618	3.54227	0.322951	0.283569	0.132879	0.2606	0.03024389	4.197864
3312	0	-3743.948	-3726.681	-17.26729	0.2866101	0.2022671	0.2702016	0.08599515	0.0120939	0.511565	0.0162832	0.000849319	0.456082	0.00312656	0.1370215	0.000573939	0.0350935	0.389549	3.57478	0.298463	0.311369	0.136595	0.253573	0.2230167	0.6144003
3313	1	-3743.438	-3727.206	-16.23285	0.2932313	0.2244137	0.225868	0.06107795	0.0109203	0.547466	0.0103618	0.0107747	0.414788	0.00568883	0.1199869	0.00112558	0.0489396	0.444338	3.5056	0.278689	0.292392	0.140833	0.288086	0.1810648	0.6626736
3314	0	-3741.137	-3725.493	-15.64457	0.2726997	0.2051679	0.2180399	0.170436	0.0137927	0.500257	0.0192238	0.00378935	0.454998	0.00793945	0.03616518	0.000632096	0.036809	0.39701	3.56555	0.308116	0.279962	0.150148	0.261774	0.2066012	0.1750483
3315	1	-3743.685	-3727.028	-16.65676	0.2622132	0.2509594	0.2570293	-0.2794819	0.0102147	0.549188	0.012622	0.00824447	0.416093	0.00363785	0.2970228	0.00215677	0.0673837	0.503505	3.42695	0.294426	0.285892	0.145459	0.274223	0.01754084	16.93322
3316	0	-3745.622	-3729.647	-15.97542	0.3084444	0.2714082	0.2286968	0.1149397	0.0153636	0.47861	0.0144205	0.00164734	0.479295	0.0106631	0.071382	0.00326302	0.0825292	0.544513	3.3697	0.300603	0.287511	0.150911	0.260975	0.1863217	0.3831115
3317	1	-3738.884	-3722.497	-16.38676	0.2697258	0.1980136	0.2915549	0.2300648	0.0102839	0.517683	0.00783749	0.00530585	0.444485	0.0144045	0.01057776	0.00049565	0.0326374	0.378454	3.58841	0.278786	0.303216	0.128081	0.289918	0.2406426	0.04395633
3318	0	-3737.234	-3722.833	-14.4016	0.2473981	0.1833389	0.2834782	0.01295462	0.015458	0.488889	0.00646748	0.000809417	0.473831	0.0145443	0.004339633	0.000283587	0.0247504	0.338798	3.63617	0.29505	0.281883	0.145808	0.277259	0.01729425	0.2509293
3319	1	-3739.625	-3721.536	-18.08839	0.24867	0.1872523	0.2867953	-0.03473297	0.0126382	0.558748	0.00522926	0.0076814	0.393	0.0227024	0.2462091	0.000331955	0.0267602	0.349578	3.62333	0.30736	0.289526	0.134562	0.268553	0.2114761	1.164241
3320	0	-3740.44	-3725.011	-15.42876	0.2396887	0.2177437	0.3336779	0.08021334	0.0175469	0.510627	0.0131702	0.000530829	0.451341	0.00678431	0.003454706	0.000932305	0.0445978	0.428364	3.52611	0.295385	0.317675	0.124679	0.262261	0.08366805	0.04129062
3321	1	-3742.26	-3726.786	-15.47446	0.2427187	0.1687218	0.3132014	0.118456	0.0156843	0.556089	0.0123882	0.00764484	0.39113	0.017064	8.543495e-05	0.000147603	0.0178985	0.297313	3.68464	0.295345	0.306483	0.122774	0.275398	0.1185415	0.0007207178
3322	0	-3741.213	-3723.9	-17.31315	0.2364907	0.2356843	0.2759651	0.08713657	0.0164395	0.48695	0.0136771	0.00149992	0.476482	0.00495141	0.1466677	0.00151035	0.0565642	0.470308	3.47162	0.284555	0.296561	0.125436	0.293448	0.2338043	0.6273098
3323	1	-3737.837	-3722.057	-15.78024	0.2458627	0.1841305	0.2797022	0.0271497	0.0150289	0.532852	0.00317932	0.00969341	0.419284	0.0199625	0.08301622	0.000292924	0.0251512	0.340991	3.63357	0.300565	0.298196	0.130891	0.270348	0.1101659	0.7535562
3324	0	-3738.075	-3721.522	-16.55249	0.2574155	0.216219	0.2987111	0.002047312	0.0108392	0.502767	0.00961239	0.00886473	0.460775	0.00714175	0.1275198	0.000891548	0.0436248	0.424649	3.53083	0.286582	0.320914	0.124085	0.268419	0.1295671	0.9841988
3325	1	-3735.549	-3719.618	-15.931	0.2472155	0.2331017	0.2972708	0.1172616	0.0118626	0.536086	0.0080308	0.00628972	0.419724	0.0180069	0.03698347	0.0014155	0.0547876	0.46447	3.47933	0.292843	0.298774	0.135667	0.272716	0.1542451	0.2397708
3326	0	-3740.698	-3724.892	-15.80607	0.2430883	0.1784972	0.2457984	0.191414	0.00645925	0.535531	0.0165111	0.00808791	0.431023	0.00238758	0.0198207	0.000231158	0.0223637	0.325265	3.65214	0.286192	0.30982	0.132944	0.271043	0.2112347	0.09383259
3327	1	-3736.728	-3721.182	-15.54648	0.2434631	0.1871153	0.277189	-0.07730373	0.00984076	0.591573	0.00471532	0.0110367	0.371317	0.0115175	0.1225122	0.000330167	0.0266887	0.349203	3.62378	0.291139	0.298335	0.122499	0.288027	0.04520843	2.709941
3328	0	-3737.697	-3722.052	-15.64498	0.2851041	0.2057146	0.2659865	-0.07868165	0.0104647	0.598378	0.00561782	0.00718457	0.372864	0.00549085	0.1348552	0.000643504	0.037136	0.398407	3.56381	0.293838	0.292706	0.136496	0.276961	0.05617357	2.400688
3329	1	-3734.163	-3719.018	-15.14463	0.2416452	0.1784577	0.3143345	-0.004089548	0.00989336	0.556765	0.00498758	0.00617384	0.40834	0.0138402	0.03933396	0.000230761	0.0223446	0.325153	3.65227	0.284792	0.310016	0.130649	0.274543	0.03524441	1.116034
3330	0	-3736.431	-3721.004	-15.42705	0.2321623	0.1664546	0.3227502	-0.08778191	0.0128305	0.576845	0.00541019	0.00535502	0.387846	0.0117129	0.09479193	0.000132019	0.0169332	0.290719	3.69222	0.284381	0.309165	0.132103	0.274351	0.007010023	13.52234
3331	1	-3738.162	-3723.758	-14.40352	0.3082562	0.1997967	0.2459519	-0.03806311	0.00984136	0.52713	0.00794426	0.00822537	0.440279	0.00657948	0.05089152	0.000527479	0.0336583	0.383127	3.58269	0.295377	0.300812	0.124396	0.279414	0.01282841	3.967094
3332	0	-3737.434	-3721.908	-15.52545	0.2267692	0.2087686	0.2873216	-0.05181537	0.00871109	0.526977	0.0129615	0.00163767	0.438716	0.0109973	0.1035438	0.000709889	0.0389823	0.406153	3.55415	0.28933	0.29641	0.144028	0.270231	0.05172845	2.00168
3333	1	-3744.712	-3730.846	-13.86636	0.3178164	0.2149204	0.2122111	-0.01087612	0.015979	0.539858	0.0112168	0.00220126	0.424693	0.00605196	0.02591473	0.000857812	0.0428021	0.421466	3.53487	0.296319	0.297127	0.139229	0.267325	0.0150386	1.723214
3334	0	-3734.477	-3718.529	-15.94772	0.2276975	0.1857872	0.3279328	0.09453197	0.00696257	0.50281	0.00807224	0.00750756	0.466498	0.00814922	0.0321087	0.000313193	0.0259995	0.345559	3.62813	0.301273	0.308645	0.134147	0.255935	0.1266407	0.2535418
3335	1	-3735.784	-3720.957	-14.82694	0.247857	0.2160447	0.2798417	-0.02553849	0.0120861	0.567164	0.0070453	0.0023307	0.405142	0.00623181	0.05155821	0.000886967	0.043514	0.424223	3.53138	0.292383	0.293423	0.141877	0.272317	0.02601972	1.981505
3336	0	-3739.805	-3724.16	-15.64509	0.2383394	0.1651453	0.2712062	0.005762024	0.0101209	0.544441	0.0107871	0.00763335	0.423777	0.00324097	0.09011062	0.000123606	0.0163881	0.286893	3.6966	0.319724	0.298987	0.122433	0.258856	0.09587264	0.9398992
3337	1	-3738.707	-3722.117	-16.5907	0.2506715	0.1906444	0.2878639	0.1685236	0.0144607	0.575092	0.0017164	0.00237833	0.385446	0.020906	0.05467486	0.000378515	0.0285586	0.358803	3.61226	0.314357	0.300872	0.115933	0.268839	0.2231985	0.2449607
3338	0	-3740.315	-3723.941	-16.37424	0.2448691	0.2436816	0.2791162	-0.0697271	0.00948855	0.5284	0.0166194	0.0141774	0.429081	0.00223279	0.1651492	0.00183025	0.0621664	0.48797	3.44803	0.280367	0.301358	0.141437	0.276837	0.09542208	1.730723
3339	1	-3736.715	-3722.019	-14.69593	0.2864328	0.2265132	0.2448087	-0.07176943	0.0129865	0.570494	0.00850063	0.00548866	0.381373	0.0211574	0.08607397	0.0011916	0.0503338	0.449273	3.4992	0.297257	0.305266	0.120139	0.277337	0.01430454	6.017249
3340	0	-3739.061	-3724.153	-14.9078	0.2571622	0.2096979	0.2602318	0.09836276	0.0175114	0.516773	0.0162537	0.0112235	0.436423	0.00181469	0.006493222	0.000731002	0.0395509	0.408491	3.55123	0.27809	0.292213	0.135062	0.294635	0.104856	0.06192514
3341	1	-3741.747	-3723.748	-17.99884	0.2835988	0.2376582	0.2298841	-0.1732715	0.0117699	0.579331	0.00574335	0.00534419	0.381846	0.0159652	0.335373	0.0015856	0.0579332	0.474726	3.46576	0.30329	0.29037	0.119745	0.286595	0.1621015	2.068908
3342	0	-3742.837	-3725.167	-17.67037	0.2468015	0.183125	0.2512363	0.2716459	0.0129989	0.526177	0.00564422	0.00889161	0.444365	0.00192281	0.09026797	0.000281102	0.0246426	0.338205	3.63687	0.325637	0.276047	0.133736	0.26458	0.3619138	0.2494184
3343	1	-3741.533	-3726.816	-14.71717	0.2974357	0.2031577	0.2490123	0.001204817	0.0221754	0.564564	0.00349239	0.0144921	0.379412	0.0158635	0.04856034	0.000591376	0.0356168	0.391849	3.57194	0.293651	0.305245	0.135864	0.265241	0.04976516	0.97579
3344	0	-3736.407	-3721.551	-14.85533	0.2458421	0.214904	0.2513081	-0.09752773	0.0198553	0.49036	0.0054847	0.0127848	0.463579	0.00793636	0.1066074	0.000857391	0.0427917	0.421426	3.53493	0.309764	0.301932	0.129755	0.258548	0.009079652	11.74135
3345	1	-3742.145	-3724.693	-17.45168	0.299177	0.2360289	0.2397542	0.1883036	0.012884	0.510167	0.00794016	0.0118655	0.442176	0.014967	0.1176455	0.00152332	0.0568026	0.471082	3.47059	0.311751	0.309061	0.12935	0.249839	0.3059491	0.3845264
3346	0	-3736.721	-3720.668	-16.05263	0.2424346	0.2082531	0.2858099	-0.1424026	0.0159803	0.586602	0.00249955	0.00422506	0.373107	0.0175862	0.1811193	0.000698362	0.0386683	0.404852	3.55578	0.288394	0.298777	0.130042	0.282787	0.03871669	4.678069
3347	1	-3734.963	-3720.27	-14.69305	0.2437887	0.1996152	0.3112822	0.008015561	0.0113514	0.487322	0.00633803	0.0113342	0.476045	0.00760914	0.007718077	0.000524176	0.0335538	0.382653	3.58327	0.316216	0.298924	0.137276	0.247584	0.01573364	0.4905462
3348	0	-3744.065	-3729.259	-14.80615	0.2750773	0.1884585	0.2629122	0.04470691	0.0137143	0.525478	0.00767487	0.00953885	0.419708	0.0238862	0.02416137	0.000348004	0.0273938	0.352871	3.61939	0.319332	0.284645	0.123531	0.272492	0.06886828	0.3508345
3349	1	-3735.375	-3720.559	-14.81605	0.2266646	0.1929951	0.2873862	0.02920033	0.0123072	0.507343	0.00785435	0.00772399	0.447925	0.0168467	0.0195985	0.000413435	0.0298346	0.36513	3.60462	0.301411	0.290334	0.141347	0.266908	0.04879883	0.4016183
3350	0	-3736.196	-3721.137	-15.05831	0.2705559	0.2132609	0.267196	-0.05393794	0.00838187	0.539916	0.00385226	0.0100382	0.417782	0.0200295	0.08627047	0.000815992	0.0417588	0.417374	3.54005	0.298734	0.30032	0.130824	0.270122	0.03233253	2.668225
3351	1	-3737.68	-3721.467	-16.21319	0.2259902	0.1745265	0.2920277	-0.1231971	0.0159785	0.507392	0.00488982	0.00209141	0.450926	0.0187218	0.1789301	0.000193827	0.0204916	0.314008	3.66531	0.287389	0.292814	0.140566	0.27923	0.05573299	3.210488
3352	0	-3740.525	-3725.765	-14.75942	0.2646516	0.2253868	0.2652287	-0.02259893	0.0126047	0.478249	0.0105267	0.0031121	0.48533	0.0101774	0.05407124	0.00115587	0.0495842	0.446631	3.50263	0.316294	0.303668	0.126311	0.253727	0.03147231	1.718058
3353	1	-3738.296	-3722.523	-15.77246	0.2415859	0.1804694	0.3041609	0.01142328	0.0122813	0.550441	0.00532665	0.00331977	0.421136	0.00749488	0.07696531	0.000251563	0.0233223	0.330803	3.64562	0.275747	0.335009	0.129021	0.260224	0.08838859	0.8707607
3354	0	-3735.373	-3720.425	-14.94769	0.2733447	0.2107396	0.2355853	0.1179868	0.0124884	0.473834	0.0146365	0.00912579	0.48085	0.00906453	0.01248951	0.000755181	0.0401918	0.411101	3.54795	0.309946	0.298963	0.140143	0.250949	0.1304764	0.09572242
3355	1	-3741.258	-3724.521	-16.73715	0.2378615	0.1748306	0.3197858	-0.0555045	0.0142024	0.54302	0.00581655	0.0187085	0.415458	0.00279435	0.1590135	0.000196515	0.0206322	0.314875	3.6643	0.291179	0.311709	0.116363	0.280749	0.103509	1.536229
3356	0	-3743.266	-3725.877	-17.38872	0.2925607	0.2655233	0.2175771	0.1689859	0.0164985	0.48788	0.0107498	0.00955829	0.463516	0.0117976	0.1331408	0.00291551	0.0781076	0.533099	3.38588	0.291092	0.283802	0.137373	0.287733	0.3021267	0.4406787
3357	1	-3739.924	-3722.153	-17.77042	0.260674	0.1711027	0.2574567	0.4478992	0.0150958	0.577182	0.0109046	0.0100164	0.38362	0.00318135	0.004912807	0.000165424	0.0189411	0.304194	3.6767	0.30721	0.305957	0.124835	0.261998	0.452812	0.01084955
3358	0	-3734.589	-3719.621	-14.96764	0.2619679	0.2188507	0.2503719	0.1092808	0.0152315	0.561025	0.00465044	0.0079764	0.406307	0.00481005	0.01007573	0.000962683	0.0453089	0.431047	3.52268	0.303557	0.287422	0.128118	0.280903	0.1193565	0.08441705
3359	1	-3742.391	-3728.128	-14.26256	0.2478322	0.2075091	0.2640185	0.0005426536	0.0162207	0.54529	0.0175938	0.0125354	0.40096	0.00739975	0.01398342	0.000681958	0.0382167	0.40297	3.55813	0.300798	0.29086	0.124576	0.283766	0.01452607	0.9626428
3360	0	-3742.4	-3725.806	-16.59403	0.2420915	0.1704219	0.2877271	-0.1801523	0.0132309	0.608214	0.00486356	0.0103921	0.346204	0.0170952	0.232216	0.000160172	0.01864	0.302231	3.67897	0.282978	0.316468	0.114286	0.286269	0.05206376	4.460224
3361	1	-3743.813	-3727.374	-16.43928	0.3402354	0.2010429	0.2367929	0.2214506	0.0135753	0.456362	0.00828271	0.000935212	0.519568	0.00127652	0.03766868	0.00055057	0.0343793	0.386374	3.5787	0.294849	0.303928	0.142832	0.258391	0.2591193	0.1453719
3362	0	-3739.79	-3722.592	-17.19814	0.2502389	0.220382	0.285743	0.1882453	0.0171083	0.512031	0.00616571	0.00743915	0.447661	0.00959478	0.0828449	0.00100581	0.0462989	0.434737	3.51796	0.301144	0.276679	0.143729	0.278449	0.2710902	0.305599
